step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2
28000,4476,0.5009,22404.1,305,1650,1586,1240,149,143,160,32572,32472,37389,0,0,0,1.000,1.000,1.000,1333,644,82
29000,4282,0.5040,22609.8,396,1712,1483,1087,161,164,149,32171,33627,38786,0,0,0,1.000,1.000,1.000,1401,598,82
30000,3463,0.5143,17853.5,462,1368,1238,857,133,128,148,33640,35393,41964,0,0,0,1.000,1.000,1.000,1041,557,94
31000,2806,0.5018,12255.5,332,1360,886,560,139,111,134,34293,39287,45464,0,0,0,1.000,1.000,1.000,1110,359,48
32000,2114,0.4674,8805.3,295,1051,636,427,117,128,150,34109,42613,48381,0,0,0,1.000,1.000,1.000,873,273,16
33000,1324,0.5091,6220.6,359,749,355,220,72,94,123,34054,45059,49711,0,0,0,1.000,1.000,1.000,634,134,13
34000,957,0.4838,4509.1,373,669,194,94,33,93,79,33670,47354,51150,0,0,0,1.000,1.000,1.000,580,67,5
35000,757,0.4412,3708.4,307,622,96,39,18,84,38,32174,49059,52789,0,0,0,1.000,1.000,1.000,531,43,1
36000,832,0.4471,3736.3,289,671,111,50,20,81,50,30250,49463,53816,0,0,0,1.000,1.000,1.000,538,45,1
37000,1214,0.4835,6292.3,333,725,293,196,58,147,141,28395,48151,53298,0,0,0,1.000,1.000,1.000,604,128,6
38000,1813,0.4418,7706.5,269,953,509,351,78,140,156,27496,46510,52594,0,0,0,1.000,1.000,1.000,786,197,23
39000,2576,0.4488,9941.2,248,1173,838,565,122,140,160,26892,43925,51435,0,0,0,1.000,1.000,1.000,976,373,36
40000,3625,0.4629,14823.4,263,1510,1239,876,166,148,196,25860,40273,49374,0,0,0,1.000,1.000,1.000,1256,473,52
41000,3480,0.4351,15352.9,226,1328,1236,916,114,121,135,26602,37569,47178,0,0,0,1.000,1.000,1.000,1092,517,28
42000,3987,0.4753,20959.6,300,1462,1317,1208,158,114,161,25678,34733,43371,0,0,0,1.000,1.000,1.000,1213,534,62
43000,4876,0.4452,27598.4,339,1886,1703,1287,164,142,167,24279,31187,39605,0,0,0,1.000,1.000,1.000,1597,742,77
44000,4980,0.4865,30906.8,377,1828,1717,1435,157,176,193,25191,29150,37859,0,0,0,1.000,1.000,1.000,1506,699,114
45000,5212,0.4511,35182.2,378,1955,1837,1420,149,168,172,24827,27047,35741,0,0,0,1.000,1.000,1.000,1580,819,74
46000,5004,0.4572,38151.2,416,1769,1908,1327,160,159,162,24036,26329,34341,0,0,0,1.000,1.000,1.000,1439,879,64
47000,4732,0.4689,42669.4,452,1805,1573,1354,178,155,179,22937,25285,33764,0,0,0,1.000,1.000,1.000,1400,618,41
48000,4736,0.4335,42902.0,428,1708,1699,1329,172,123,190,23279,25574,33505,0,0,0,1.000,1.000,1.000,1356,734,54
49000,3938,0.4510,35269.3,461,1484,1305,1149,122,122,185,26504,28484,35383,0,0,0,1.000,1.000,1.000,1205,566,48
50000,3468,0.4452,31334.1,432,1320,1237,911,147,143,181,27259,31590,38664,0,0,0,1.000,1.000,1.000,1054,547,53
51000,2513,0.4835,23767.9,482,1144,804,565,101,96,121,29207,35880,42034,0,0,0,1.000,1.000,1.000,945,357,28
52000,1966,0.4700,16124.4,488,948,618,400,109,122,136,31602,40385,45886,0,0,0,1.000,1.000,1.000,791,233,23
53000,1265,0.4941,8339.8,511,700,351,214,82,115,135,32992,45028,49410,0,0,0,1.000,1.000,1.000,572,120,7
54000,919,0.5267,6195.7,499,624,182,113,43,113,99,31957,47631,51827,0,0,0,1.000,1.000,1.000,554,67,5
55000,707,0.4526,4814.2,453,548,115,44,21,87,44,29781,49384,54038,0,0,0,1.000,1.000,1.000,465,49,3
56000,758,0.4881,5257.9,446,532,140,86,12,112,84,27657,49699,55351,0,0,0,1.000,1.000,1.000,423,47,2
57000,1189,0.4987,7910.8,460,715,300,174,41,192,150,25735,48368,55066,0,0,0,1.000,1.000,1.000,591,115,7
58000,1727,0.4337,11109.0,429,830,509,388,81,170,203,24993,45762,53556,0,0,0,1.000,1.000,1.000,672,213,17
59000,2616,0.4117,14011.6,298,1159,833,624,133,139,186,24109,42969,52247,0,0,0,1.000,1.000,1.000,994,343,58
60000,3182,0.4082,21130.6,316,1260,1092,830,137,137,178,23285,37893,48820,0,0,0,1.000,1.000,1.000,1050,382,76
61000,3550,0.4327,31258.9,388,1266,1250,1034,138,157,168,21030,32292,43678,0,0,0,1.000,1.000,1.000,985,566,89
62000,3893,0.4246,41002.5,442,1525,1387,981,152,157,154,19251,26968,38824,0,0,0,1.000,1.000,1.000,1240,575,63
63000,4197,0.4429,46611.6,472,1423,1581,1193,143,178,194,18162,24563,35478,0,0,0,1.000,1.000,1.000,1150,673,80
64000,4594,0.4336,51810.0,476,1526,1684,1384,168,156,176,17869,22245,31600,0,0,0,1.000,1.000,1.000,1254,723,107
65000,4658,0.4538,53472.8,506,1585,1589,1484,167,145,175,18875,21272,30072,0,0,0,1.000,1.000,1.000,1244,674,112
66000,4907,0.4524,50990.5,479,1574,1926,1407,159,158,168,19624,21512,31337,0,0,0,1.000,1.000,1.000,1271,779,108
67000,4756,0.4632,50970.5,506,1565,1753,1438,173,175,172,20671,22238,31871,0,0,0,1.000,1.000,1.000,1285,734,85
68000,4537,0.4536,46541.0,494,1602,1481,1454,162,154,175,22425,23860,33108,0,0,0,1.000,1.000,1.000,1324,632,106
69000,4033,0.4565,39512.3,476,1480,1274,1279,158,138,195,23874,26799,36477,0,0,0,1.000,1.000,1.000,1205,528,85
70000,3503,0.4727,34952.4,497,1329,1235,939,113,149,160,25572,29504,39948,0,0,0,1.000,1.000,1.000,1034,545,35
71000,2793,0.4536,24698.8,473,1171,937,685,96,99,123,28924,34029,43731,0,0,0,1.000,1.000,1.000,952,368,25
72000,2003,0.4678,15226.6,467,961,652,390,97,122,98,32040,39278,47259,0,0,0,1.000,1.000,1.000,801,236,23
73000,1230,0.4959,7997.3,477,703,340,187,52,103,90,32582,43779,51047,0,0,0,1.000,1.000,1.000,569,122,9
74000,845,0.4793,5846.4,451,618,140,87,20,79,62,31396,46625,52956,0,0,0,1.000,1.000,1.000,530,45,2
75000,723,0.4440,5228.4,419,559,134,30,13,73,27,29056,48527,54674,0,0,0,1.000,1.000,1.000,464,43,1
76000,663,0.4284,5349.5,464,515,107,41,16,73,39,27192,48959,55790,0,0,0,1.000,1.000,1.000,407,53,0
77000,1045,0.4383,6939.9,365,699,209,137,20,107,88,25456,48254,55715,0,0,0,1.000,1.000,1.000,570,93,5
78000,1762,0.4160,9547.9,320,933,457,372,75,141,155,23706,46679,55272,0,0,0,1.000,1.000,1.000,731,182,21
79000,2513,0.4361,13718.3,308,1011,899,603,97,161,180,23321,43017,53549,0,0,0,1.000,1.000,1.000,804,330,31
80000,3113,0.4070,18540.5,297,1236,1116,761,139,125,164,23089,38426,50251,0,0,0,1.000,1.000,1.000,1023,497,22
81000,3600,0.4339,29675.8,369,1380,1247,973,137,146,139,20441,33301,44844,0,0,0,1.000,1.000,1.000,1126,488,18
82000,3980,0.4362,43090.2,454,1557,1250,1173,136,162,147,18627,27260,37906,0,0,0,1.000,1.000,1.000,1290,513,32
83000,4637,0.4458,45474.5,439,1697,1636,1304,161,142,180,18910,24955,34836,0,0,0,1.000,1.000,1.000,1335,698,37
84000,4536,0.4475,47675.2,458,1581,1656,1299,165,178,177,19162,24269,32996,0,0,0,1.000,1.000,1.000,1248,603,51
85000,5363,0.4270,48717.2,425,1905,1889,1569,189,172,162,19272,22376,32094,0,0,0,1.000,1.000,1.000,1526,785,41
86000,5326,0.4489,45102.5,433,1857,1922,1547,196,220,189,21310,23510,33398,0,0,0,1.000,1.000,1.000,1497,803,48
87000,4753,0.4692,44734.7,464,1650,1755,1348,174,167,157,22190,23767,34103,0,0,0,1.000,1.000,1.000,1359,541,35
88000,4851,0.4521,43334.9,453,1770,1721,1360,180,181,169,23287,24049,34575,0,0,0,1.000,1.000,1.000,1444,603,67
89000,4157,0.4611,38983.4,485,1538,1346,1273,175,163,173,24517,27000,36759,0,0,0,1.000,1.000,1.000,1244,463,52
90000,3463,0.4684,30836.7,472,1289,1247,927,155,160,153,26629,31570,40098,0,0,0,1.000,1.000,1.000,1050,466,40
91000,2753,0.4795,22607.7,473,1201,933,619,129,127,145,28558,36463,44120,0,0,0,1.000,1.000,1.000,953,341,35
92000,1906,0.4984,14529.8,475,951,524,431,106,108,161,30280,41497,48064,0,0,0,1.000,1.000,1.000,811,206,24
93000,1352,0.4578,9193.2,436,797,331,224,70,92,84,30325,45224,50797,0,0,0,1.000,1.000,1.000,674,102,10
94000,833,0.5222,6192.0,497,586,150,97,30,68,61,29835,47722,53349,0,0,0,1.000,1.000,1.000,494,62,4
95000,771,0.4695,4992.0,402,632,114,25,13,79,24,28534,49146,54870,0,0,0,1.000,1.000,1.000,526,45,1
96000,826,0.4600,4923.6,329,678,121,27,11,69,27,26912,49544,55829,0,0,0,1.000,1.000,1.000,592,48,0
97000,1225,0.4367,7059.6,330,766,291,168,36,117,102,25311,48627,55794,0,0,0,1.000,1.000,1.000,637,121,9
98000,1739,0.4531,9404.9,337,816,521,402,73,130,145,24198,46480,55085,0,0,0,1.000,1.000,1.000,656,207,19
99000,2791,0.4128,12665.6,260,1251,798,742,120,145,196,24008,43508,52921,0,0,0,1.000,1.000,1.000,1001,370,25
100000,3179,0.4413,17521.2,290,1334,1086,759,122,130,150,22809,39999,49986,0,0,0,1.000,1.000,1.000,1060,448,34
