step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2
62000,2891,0.3791,62830.3,656,1188,985,718,106,86,113,17993,19223,23890,0,0,0,1.000,1.000,1.000,933,201,21
63000,3130,0.3958,68241.7,670,1162,1019,949,133,63,134,16010,17066,20467,0,0,0,1.000,1.000,1.000,937,235,19
64000,3071,0.4018,69243.8,687,1095,1125,851,116,97,117,15937,15965,19911,0,0,0,1.000,1.000,1.000,869,306,39
65000,3226,0.4024,70414.3,689,1233,1211,782,137,134,115,15080,15500,18508,0,0,0,1.000,1.000,1.000,963,364,48
66000,3226,0.4219,72722.1,703,1279,1099,848,140,111,115,14789,15143,18425,0,0,0,1.000,1.000,1.000,1037,345,43
67000,3187,0.3885,70437.6,698,1132,1188,867,118,92,119,15919,16364,18731,0,0,0,1.000,1.000,1.000,923,392,45
68000,3129,0.3848,68053.7,710,1134,1157,838,119,87,118,17028,17537,20191,0,0,0,1.000,1.000,1.000,913,368,25
69000,2888,0.4186,63435.3,744,1106,1107,675,118,110,127,20040,19126,21259,0,0,0,1.000,1.000,1.000,895,317,23
70000,2580,0.4484,56037.6,762,978,957,645,107,90,113,23424,22875,24906,0,0,0,1.000,1.000,1.000,796,310,26
71000,2252,0.4374,44698.6,725,957,716,579,111,90,107,27238,28402,29281,0,0,0,1.000,1.000,1.000,793,229,19
72000,1808,0.4690,30743.3,705,874,563,371,109,106,117,32587,34099,34774,0,0,0,1.000,1.000,1.000,746,171,8
73000,1320,0.5205,19021.1,703,813,285,222,84,74,107,36768,39574,40045,0,0,0,1.000,1.000,1.000,625,94,3
74000,839,0.5006,10660.3,714,561,177,101,43,109,83,38393,43646,44448,0,0,0,1.000,1.000,1.000,463,53,1
75000,644,0.4115,7832.5,532,508,98,38,20,81,35,37736,45154,46902,0,0,0,1.000,1.000,1.000,424,8,2
76000,682,0.4692,7866.2,503,473,140,69,10,125,69,36762,45049,47853,0,0,0,1.000,1.000,1.000,405,26,0
77000,1035,0.4068,10689.3,518,619,239,177,21,189,152,34957,43482,47263,0,0,0,1.000,1.000,1.000,506,54,6
78000,1537,0.3800,15929.3,520,792,414,331,64,177,185,32823,40831,45263,0,0,0,1.000,1.000,1.000,663,136,11
79000,2057,0.4025,24245.3,512,909,657,491,86,130,178,29610,36533,42329,0,0,0,1.000,1.000,1.000,709,220,29
80000,2273,0.3872,40468.6,577,872,822,579,102,78,125,24729,28908,35536,0,0,0,1.000,1.000,1.000,696,235,53
81000,2535,0.3933,56935.4,671,965,860,710,104,88,120,20658,21465,27006,0,0,0,1.000,1.000,1.000,745,235,46
82000,2718,0.4106,65523.1,716,976,1013,729,140,80,107,19300,17661,21356,0,0,0,1.000,1.000,1.000,753,222,51
83000,2846,0.3872,67034.0,704,1144,943,759,132,83,106,16710,17535,19617,0,0,0,1.000,1.000,1.000,898,234,51
84000,3054,0.3838,72449.5,709,1201,1088,765,122,93,135,15408,15317,18055,0,0,0,1.000,1.000,1.000,920,254,47
85000,2879,0.4029,74275.2,782,1114,937,828,112,90,155,15005,15852,17298,0,0,0,1.000,1.000,1.000,893,241,57
86000,3024,0.4127,72940.0,752,1126,1031,867,128,109,109,14884,15869,17384,0,0,0,1.000,1.000,1.000,869,246,59
87000,2941,0.3958,67732.9,735,1148,1013,780,143,81,107,17570,17364,18224,0,0,0,1.000,1.000,1.000,837,271,87
88000,2786,0.4275,68147.2,778,1063,1019,704,132,86,121,18924,19459,18172,0,0,0,1.000,1.000,1.000,851,243,60
89000,2681,0.4189,64423.9,792,1049,947,685,116,77,123,19961,20189,19878,0,0,0,1.000,1.000,1.000,856,281,65
90000,2374,0.4608,55663.0,802,948,808,618,111,103,127,23397,24334,23467,0,0,0,1.000,1.000,1.000,775,203,59
91000,2146,0.4245,43542.7,740,955,678,513,99,75,105,27817,30340,28330,0,0,0,1.000,1.000,1.000,768,210,52
92000,1726,0.4919,32997.8,748,847,514,365,104,88,113,31192,35162,33742,0,0,0,1.000,1.000,1.000,695,150,38
93000,1209,0.4955,19684.9,769,679,295,235,75,96,111,35694,40738,39163,0,0,0,1.000,1.000,1.000,579,76,21
94000,828,0.4903,9808.4,682,601,139,88,47,74,69,38149,44725,44169,0,0,0,1.000,1.000,1.000,546,34,2
95000,612,0.4363,6969.2,551,493,85,34,12,68,33,37583,46151,46841,0,0,0,1.000,1.000,1.000,435,24,1
96000,768,0.4531,7626.9,469,568,121,79,7,102,78,36157,45960,48279,0,0,0,1.000,1.000,1.000,439,30,3
97000,1005,0.4040,11278.8,552,603,227,175,22,165,156,33593,44441,48145,0,0,0,1.000,1.000,1.000,505,51,1
98000,1519,0.3845,18915.7,630,798,418,303,48,225,227,30648,40792,45516,0,0,0,1.000,1.000,1.000,650,84,7
99000,1941,0.3679,27065.9,571,848,632,461,94,154,188,27884,35780,41684,0,0,0,1.000,1.000,1.000,661,172,28
100000,2268,0.3717,40090.4,563,843,859,566,116,112,145,25723,28668,35090,0,0,0,1.000,1.000,1.000,668,244,24
