step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2
19000,2744,0.0000,22080.3,129,1336,829,579,68,72,73,33615,34476,35189,0,0,0,1.000,1.000,1.000,1084,241,28
20000,2856,0.0000,17471.6,115,1319,939,598,93,111,85,35934,32497,32722,0,0,0,1.000,1.000,1.000,1087,274,30
21000,2426,0.0000,13663.0,108,1006,816,604,100,89,78,36915,33921,32618,0,0,0,1.000,1.000,1.000,759,255,15
22000,2267,0.0000,13230.6,111,766,828,673,122,76,95,36225,33418,30873,0,0,0,1.000,1.000,1.000,574,246,23
23000,2400,0.0000,10151.8,88,872,822,706,118,120,174,35544,33787,31780,0,0,0,1.000,1.000,1.000,685,217,32
24000,2772,0.0000,15522.5,112,985,976,811,112,86,118,32078,30864,30556,0,0,0,1.000,1.000,1.000,766,280,43
25000,2502,0.0000,22905.6,155,860,900,742,73,70,62,29681,28142,28136,0,0,0,1.000,1.000,1.000,644,249,8
26000,3278,0.0000,29302.9,167,1095,1256,927,102,82,102,28217,26445,24005,0,0,0,1.000,1.000,1.000,848,361,8
27000,3515,0.0000,31778.5,178,1265,1339,911,99,111,97,28323,25076,23141,0,0,0,1.000,1.000,1.000,999,368,14
28000,3539,0.0000,46698.4,241,1281,1374,884,140,136,101,22970,21482,21805,0,0,0,1.000,1.000,1.000,998,399,20
29000,3598,0.0000,56613.5,271,1385,1246,967,118,151,110,19133,19153,19900,0,0,0,1.000,1.000,1.000,1107,360,31
30000,3179,0.0000,48383.3,257,1165,1201,813,121,110,111,23422,22656,21662,0,0,0,1.000,1.000,1.000,945,347,39
31000,2764,0.0000,33253.0,207,1221,880,663,126,120,99,29682,30934,27805,0,0,0,1.000,1.000,1.000,1001,255,37
32000,2028,0.0000,21946.9,183,1039,611,378,72,91,82,33583,36342,34337,0,0,0,1.000,1.000,1.000,874,159,23
33000,1325,0.0000,11504.9,151,824,303,198,53,54,45,38314,41482,39931,0,0,0,1.000,1.000,1.000,699,95,10
34000,878,0.0000,7219.5,142,701,125,52,28,39,20,40067,44251,42745,0,0,0,1.000,1.000,1.000,586,28,0
35000,666,0.0000,6373.5,166,595,66,5,18,44,3,40817,44932,43234,0,0,0,1.000,1.000,1.000,502,14,0
36000,727,0.0000,5598.5,132,632,84,11,19,38,10,41384,44727,43099,0,0,0,1.000,1.000,1.000,537,19,0
37000,1271,0.0000,8670.8,128,860,257,154,27,68,46,39482,43120,41944,0,0,0,1.000,1.000,1.000,745,66,2
38000,1897,0.0000,11803.2,119,942,558,397,80,85,69,36664,40838,41375,0,0,0,1.000,1.000,1.000,793,140,11
39000,2370,0.0000,15640.0,125,1087,692,591,101,114,127,34002,37325,39601,0,0,0,1.000,1.000,1.000,928,188,19
40000,3153,0.0000,24483.4,141,1407,981,765,129,120,139,29611,32164,35384,0,0,0,1.000,1.000,1.000,1140,260,30
41000,3833,0.0000,39613.0,179,1593,1300,940,173,127,137,23185,24628,28657,0,0,0,1.000,1.000,1.000,1307,404,50
42000,4408,0.0000,56782.8,220,1766,1598,1044,180,154,153,17433,16660,21185,0,0,0,1.000,1.000,1.000,1424,492,49
43000,4900,0.0000,72141.2,251,1928,1732,1240,152,195,160,11459,10381,13828,0,0,0,1.000,1.000,1.000,1544,486,43
44000,5148,0.0000,77409.2,255,2048,1894,1206,168,155,158,9057,8789,10734,0,0,0,1.000,1.000,1.000,1647,545,42
45000,5277,0.0000,82239.1,262,2106,1873,1298,181,157,174,7420,7072,8576,0,0,0,1.000,1.000,1.000,1627,512,60
46000,5464,0.0000,84710.7,261,2203,1929,1332,183,165,161,6533,6501,7728,0,0,0,1.000,1.000,1.000,1712,536,49
47000,5372,0.0000,82105.3,257,2191,1913,1268,152,138,144,7931,7268,8935,0,0,0,1.000,1.000,1.000,1702,572,39
48000,5292,0.0000,79971.4,255,2110,1876,1306,176,132,139,9104,8019,9876,0,0,0,1.000,1.000,1.000,1681,539,51
49000,5037,0.0000,71539.7,243,2106,1771,1160,174,148,135,12714,11799,12871,0,0,0,1.000,1.000,1.000,1633,550,48
50000,4389,0.0000,59931.9,232,1962,1433,994,132,112,150,18445,17419,18042,0,0,0,1.000,1.000,1.000,1528,456,54
51000,3565,0.0000,42295.6,201,1676,1154,735,119,105,102,26602,25300,24767,0,0,0,1.000,1.000,1.000,1321,390,35
52000,2465,0.0000,25269.0,175,1237,778,450,91,102,67,33648,33687,32963,0,0,0,1.000,1.000,1.000,992,223,18
53000,1576,0.0000,13637.6,145,1010,368,198,62,72,39,38227,39794,39150,0,0,0,1.000,1.000,1.000,835,103,5
54000,923,0.0000,6821.5,128,717,166,40,25,54,11,39969,43835,43474,0,0,0,1.000,1.000,1.000,616,33,0
55000,678,0.0000,5210.4,124,582,90,6,21,50,6,40019,45438,45129,0,0,0,1.000,1.000,1.000,491,13,0
56000,718,0.0000,4893.1,117,602,101,15,13,59,11,39444,45403,45287,0,0,0,1.000,1.000,1.000,523,21,0
57000,1194,0.0000,7966.3,115,805,250,139,19,61,47,37601,43439,44394,0,0,0,1.000,1.000,1.000,685,56,3
58000,1882,0.0000,11232.2,110,998,526,358,61,91,81,35402,40809,43184,0,0,0,1.000,1.000,1.000,857,166,7
59000,2582,0.0000,16407.7,117,1142,865,575,120,124,108,32222,36868,41041,0,0,0,1.000,1.000,1.000,944,247,15
60000,3256,0.0000,25902.8,143,1425,1050,781,149,128,152,28017,31292,36660,0,0,0,1.000,1.000,1.000,1139,326,38
61000,3880,0.0000,41321.0,188,1661,1316,903,181,141,139,21933,23446,29599,0,0,0,1.000,1.000,1.000,1323,352,41
62000,4314,0.0000,58517.7,232,1711,1503,1100,147,151,153,16784,16082,21091,0,0,0,1.000,1.000,1.000,1281,376,44
63000,4632,0.0000,72387.7,265,1898,1641,1093,167,145,148,11277,10751,14309,0,0,0,1.000,1.000,1.000,1518,445,37
64000,4936,0.0000,77777.6,267,1983,1765,1188,130,132,141,9469,8848,10367,0,0,0,1.000,1.000,1.000,1566,438,35
65000,5132,0.0000,81977.4,272,2012,1824,1296,156,147,151,7696,7338,8831,0,0,0,1.000,1.000,1.000,1617,427,39
66000,5147,0.0000,82539.7,272,2016,1871,1260,150,143,142,7680,7171,8315,0,0,0,1.000,1.000,1.000,1596,475,68
67000,5032,0.0000,83721.0,283,1915,1790,1327,155,133,137,8038,7588,8370,0,0,0,1.000,1.000,1.000,1505,442,37
68000,5059,0.0000,82034.8,276,1979,1811,1269,141,121,134,8716,8621,9368,0,0,0,1.000,1.000,1.000,1535,459,67
69000,4649,0.0000,74062.7,270,1866,1717,1066,126,106,102,12197,12012,11865,0,0,0,1.000,1.000,1.000,1442,473,40
70000,4102,0.0000,64746.8,267,1756,1489,857,102,108,112,17170,16907,15833,0,0,0,1.000,1.000,1.000,1419,387,41
71000,3432,0.0000,50121.2,249,1556,1153,723,98,99,79,23526,24141,21950,0,0,0,1.000,1.000,1.000,1195,315,25
72000,2501,0.0000,31747.7,218,1300,768,433,75,88,57,32001,32296,29151,0,0,0,1.000,1.000,1.000,1061,216,12
73000,1480,0.0000,17752.7,204,917,358,205,38,56,49,37675,39105,35530,0,0,0,1.000,1.000,1.000,793,104,7
74000,814,0.0000,10153.6,210,656,125,33,20,33,18,41318,42877,39261,0,0,0,1.000,1.000,1.000,592,34,3
75000,623,0.0000,6994.8,190,543,70,10,14,29,8,42721,44343,41270,0,0,0,1.000,1.000,1.000,494,15,0
76000,666,0.0000,5936.8,149,587,69,10,8,37,9,42109,44377,41949,0,0,0,1.000,1.000,1.000,516,10,0
77000,1052,0.0000,8972.3,144,721,226,105,27,66,37,40100,42749,41401,0,0,0,1.000,1.000,1.000,616,55,1
78000,1731,0.0000,14257.5,141,924,481,326,59,67,69,37114,39719,39823,0,0,0,1.000,1.000,1.000,774,125,7
79000,2734,0.0000,23740.1,152,1230,864,640,80,85,96,32288,34201,35840,0,0,0,1.000,1.000,1.000,994,248,18
80000,3380,0.0000,39234.8,201,1515,1071,794,100,88,94,26060,26854,29317,0,0,0,1.000,1.000,1.000,1255,333,22
81000,4108,0.0000,58429.0,244,1702,1387,1019,123,108,103,18790,18017,20843,0,0,0,1.000,1.000,1.000,1351,432,49
82000,4268,0.0000,74637.3,293,1687,1491,1090,108,97,90,12865,11543,13589,0,0,0,1.000,1.000,1.000,1328,456,53
83000,4615,0.0000,85421.5,307,1774,1624,1217,116,99,92,8148,7521,8561,0,0,0,1.000,1.000,1.000,1382,475,54
84000,4687,0.0000,91664.8,328,1858,1633,1196,102,106,97,6361,5703,6729,0,0,0,1.000,1.000,1.000,1462,482,48
85000,4802,0.0000,91017.1,316,1801,1759,1242,118,98,107,6869,5552,5723,0,0,0,1.000,1.000,1.000,1387,501,36
86000,4795,0.0000,93136.1,319,1837,1720,1238,120,116,123,5727,5202,5806,0,0,0,1.000,1.000,1.000,1397,446,48
87000,4782,0.0000,93292.0,318,1813,1697,1272,121,107,117,5976,5314,6047,0,0,0,1.000,1.000,1.000,1391,490,40
88000,4525,0.0000,90756.8,327,1869,1582,1074,126,98,98,6598,6705,6901,0,0,0,1.000,1.000,1.000,1415,450,57
89000,4445,0.0000,83331.8,307,1824,1591,1030,99,103,89,10369,9299,8912,0,0,0,1.000,1.000,1.000,1436,484,49
90000,3949,0.0000,74141.4,305,1673,1398,878,95,95,91,14570,13938,12561,0,0,0,1.000,1.000,1.000,1304,459,36
91000,3348,0.0000,55498.8,268,1512,1135,701,88,89,73,22651,21782,18377,0,0,0,1.000,1.000,1.000,1193,370,31
92000,2196,0.0000,37766.2,275,1115,753,328,52,72,38,29890,30474,26350,0,0,0,1.000,1.000,1.000,884,286,10
93000,1559,0.0000,20776.4,214,985,388,186,42,48,39,37570,38171,33195,0,0,0,1.000,1.000,1.000,822,143,13
94000,859,0.0000,10720.0,206,719,117,23,26,40,13,41477,42847,38541,0,0,0,1.000,1.000,1.000,606,30,0
95000,649,0.0000,7597.4,195,567,78,4,9,40,3,42699,44260,40439,0,0,0,1.000,1.000,1.000,489,21,0
96000,676,0.0000,7212.7,180,588,76,12,14,38,12,41811,44301,41383,0,0,0,1.000,1.000,1.000,517,26,0
97000,1107,0.0000,9819.9,151,746,230,131,38,45,40,39596,42650,41210,0,0,0,1.000,1.000,1.000,625,57,4
98000,1901,0.0000,16109.3,149,1038,509,354,60,73,73,36027,39304,39327,0,0,0,1.000,1.000,1.000,888,125,9
99000,2555,0.0000,25406.8,170,1198,789,568,89,83,88,31030,34216,35763,0,0,0,1.000,1.000,1.000,989,221,19
100000,3179,0.0000,37892.5,200,1480,1018,681,93,103,70,26032,27340,29459,0,0,0,1.000,1.000,1.000,1181,280,36
