step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent
150000,2553,1.519,0.096,10.83,171344,152371,2832,0,16164,13,1516473.8,2.0,0.038,0.258,0.585,0.119,207,6.58,3.78,0.06,0.71,0.06,0.49,0.02,0.34,6.44,3.62,0.00,0.00,0.009,0.066,284,0.145,0.913,0.000,0.000,0.087,465710,442099,3,0.668,0.314,0.007,127576,0.102,0.654,0.008,159.13,169659,0,0.156,0.000,0.000,9390391,1.02,18.73,0.000,0.000,0.000,2,7,11,40,16786,0.064,4.07,0.0092,0.004,4,0.912,0.000,0.892,0.635,2.98,2.94,5.71,0.00,0.000,1.01,1.03,1.03,0.912,0.00018
160000,2519,1.509,0.093,10.78,169601,151139,2661,0,15835,26,1523927.0,4.6,0.035,0.273,0.556,0.136,203,6.67,3.91,0.03,0.34,0.03,0.34,0.02,0.28,6.58,3.81,0.00,0.00,0.003,0.037,288,0.106,0.913,0.000,0.000,0.087,448519,431421,4,0.637,0.249,0.009,274142,0.098,0.620,0.008,158.95,169937,0,0.176,0.000,0.000,9680937,1.02,18.57,0.000,0.000,0.000,3,7,11,57,16790,0.064,4.25,0.0092,0.000,7,0.899,0.000,0.868,0.626,3.14,3.16,6.05,0.00,0.000,1.01,1.02,1.02,0.899,0.00023
170000,2437,1.516,0.095,10.69,174662,155069,2736,0,16939,9,1514803.0,1.2,0.052,0.269,0.537,0.142,193,6.76,3.97,0.04,0.61,0.05,0.64,0.05,1.08,6.62,3.58,0.00,0.00,0.004,0.043,298,0.083,0.907,0.000,0.000,0.093,456601,438876,7,0.550,0.295,0.010,433891,0.098,0.634,0.008,159.09,175516,0,0.131,0.000,0.000,10407636,1.02,18.77,0.000,0.000,0.000,3,6,11,64,16474,0.063,4.11,0.0094,0.000,2,0.908,0.000,0.836,0.621,3.36,4.03,5.99,0.00,0.000,1.01,1.02,1.02,0.908,0.00021
180000,2484,1.506,0.093,10.34,178601,154994,3307,0,20253,13,1510770.6,1.4,0.057,0.273,0.500,0.171,189,6.14,3.62,0.04,0.82,0.01,0.11,0.02,0.25,6.07,3.53,0.00,0.00,0.002,0.033,286,0.062,0.898,0.000,0.000,0.102,482009,462520,8,0.250,0.137,0.009,211123,0.108,0.613,0.007,159.60,183218,0,0.109,0.000,0.000,11184028,1.02,19.78,0.000,0.000,0.000,2,6,10,42,15248,0.058,3.60,0.0100,0.000,3,0.935,0.000,0.822,0.632,3.35,4.50,5.85,0.00,0.000,1.02,1.03,1.02,0.935,0.00015
190000,2467,1.482,0.091,10.35,179310,157144,2988,0,19195,6,1498600.8,0.6,0.036,0.248,0.478,0.238,193,6.15,3.33,0.05,0.60,0.03,0.38,0.02,0.24,6.05,3.24,0.00,0.00,0.004,0.046,253,0.193,0.911,0.000,0.000,0.089,490035,479780,3,0.938,0.016,0.011,211379,0.064,0.627,0.008,157.68,169715,0,0.098,0.000,0.000,10373992,1.02,19.69,0.000,0.000,0.000,2,6,10,36,15167,0.058,5.52,0.0100,0.031,1,0.933,0.000,0.796,0.636,3.44,3.74,6.55,0.00,0.000,1.02,1.03,1.03,0.933,0.00012
200000,2653,1.465,0.101,10.43,166292,144720,3761,0,17625,21,1441098.4,1.3,0.006,0.268,0.509,0.217,205,5.27,3.11,0.03,0.39,0.02,0.19,0.00,0.08,5.22,3.08,0.00,0.00,0.004,0.038,169,0.213,0.936,0.000,0.000,0.064,449605,441199,2,0.995,0.000,0.000,85676,0.081,0.705,0.009,155.00,164466,0,0.064,0.000,0.000,11965155,1.01,20.72,0.000,0.000,0.000,2,5,8,30,13978,0.053,8.20,0.0104,0.150,0,0.931,0.000,0.863,0.633,2.77,2.07,5.94,0.00,0.000,1.01,1.02,1.02,0.931,0.00014
210000,2729,1.479,0.093,10.47,168842,148123,4192,0,16451,9,1436287.9,1.0,0.005,0.243,0.528,0.224,199,5.47,3.30,0.04,0.38,0.02,0.29,0.00,0.12,5.40,3.26,0.00,0.00,0.004,0.039,224,0.207,0.921,0.000,0.000,0.079,433901,417992,3,0.984,0.004,0.001,63879,0.083,0.647,0.008,156.41,174976,0,0.106,0.000,0.000,10655136,1.02,20.34,0.000,0.000,0.000,2,5,9,34,14918,0.057,6.79,0.0098,0.066,3,0.926,0.000,0.884,0.614,2.72,2.40,5.43,0.00,0.000,1.01,1.02,1.02,0.926,0.00014
220000,2488,1.501,0.087,10.57,174697,154246,3482,0,17210,9,1483143.8,0.7,0.007,0.192,0.553,0.248,200,6.50,3.73,0.06,0.56,0.05,0.38,0.01,0.25,6.37,3.61,0.00,0.00,0.007,0.056,238,0.142,0.916,0.000,0.000,0.084,445107,425551,2,0.988,0.000,0.004,79180,0.099,0.626,0.008,157.87,178457,0,0.077,0.000,0.000,7788214,1.02,18.88,0.000,0.000,0.000,2,6,11,40,16173,0.062,5.33,0.0094,0.015,4,0.899,0.000,0.879,0.611,3.12,2.43,6.39,0.00,0.000,1.01,1.03,1.03,0.899,0.00016
230000,2406,1.468,0.093,10.74,180767,160494,3104,0,17251,3,1505189.0,0.6,0.004,0.187,0.610,0.199,193,6.16,3.42,0.05,0.67,0.03,0.40,0.01,0.16,6.07,3.32,0.00,0.00,0.004,0.046,216,0.205,0.903,0.000,0.000,0.097,456879,444734,2,0.983,0.010,0.006,104135,0.084,0.682,0.009,157.80,176067,0,0.200,0.000,0.000,7936786,1.02,19.36,0.000,0.000,0.000,2,6,10,34,14823,0.057,5.40,0.0103,0.000,0,0.906,0.000,0.879,0.608,3.05,2.21,6.44,0.00,0.000,1.02,1.02,1.02,0.906,0.00015
240000,2573,1.483,0.084,10.49,175338,154239,3695,0,17237,7,1442675.9,0.7,0.007,0.214,0.555,0.223,202,6.37,3.90,0.05,0.54,0.06,0.77,0.01,0.18,6.25,3.70,0.00,0.00,0.004,0.037,261,0.206,0.899,0.000,0.000,0.101,413464,398576,2,0.990,0.007,0.005,92704,0.102,0.616,0.007,151.44,168477,0,0.102,0.000,0.000,8645667,1.02,19.22,0.000,0.000,0.000,2,6,11,47,16391,0.063,11.76,0.0090,0.000,0,0.913,0.000,0.865,0.580,3.10,2.48,6.56,0.00,0.000,1.02,1.03,1.02,0.913,0.00015
250000,2690,1.468,0.082,11.09,186717,165100,2903,0,18597,7,1513315.6,0.4,0.020,0.176,0.575,0.229,180,6.06,3.69,0.05,0.55,0.01,0.21,0.02,0.28,5.99,3.65,0.00,0.00,0.001,0.029,282,0.115,0.908,0.000,0.000,0.092,455759,438417,3,0.987,0.007,0.008,109871,0.115,0.583,0.007,159.49,182053,0,0.062,0.000,0.000,6608202,1.02,19.53,0.000,0.000,0.000,2,6,10,42,16314,0.062,3.71,0.0094,0.000,2,0.885,0.000,0.846,0.594,2.95,2.65,5.82,0.00,0.000,1.02,1.03,1.03,0.885,0.00016
260000,2746,1.497,0.086,10.70,187206,164717,3156,0,19277,7,1511544.4,0.6,0.051,0.169,0.533,0.247,184,6.12,3.91,0.03,0.36,0.02,0.22,0.02,0.29,6.05,3.80,0.00,0.00,0.003,0.041,324,0.107,0.902,0.000,0.000,0.098,451184,431263,4,0.953,0.016,0.007,183430,0.090,0.593,0.007,159.77,179476,0,0.087,0.000,0.000,6190366,1.01,19.65,0.000,0.000,0.000,2,6,11,56,16815,0.064,3.43,0.0091,0.000,1,0.889,0.000,0.864,0.589,3.06,3.28,5.37,0.00,0.000,1.01,1.02,1.02,0.889,0.00015
270000,2484,1.487,0.077,9.43,185016,158624,3013,0,23641,9,1526041.8,1.7,0.078,0.159,0.456,0.307,203,6.48,4.07,0.03,0.37,0.01,0.16,0.03,0.70,6.42,3.96,0.00,0.00,0.001,0.024,318,0.062,0.917,0.000,0.000,0.083,473411,455106,6,0.500,0.146,0.010,246928,0.126,0.577,0.007,158.74,168112,0,0.190,0.000,0.000,5279741,1.02,19.19,0.000,0.000,0.000,2,6,11,64,16104,0.061,4.46,0.0096,0.000,2,0.885,0.000,0.843,0.612,3.39,3.88,5.88,0.00,0.000,1.01,1.02,1.02,0.885,0.00015
280000,2406,1.514,0.088,9.48,184082,161324,2922,0,19914,5,1518963.8,1.0,0.058,0.157,0.400,0.385,204,6.86,3.89,0.08,1.00,0.01,0.36,0.01,0.19,6.75,3.68,0.00,0.00,0.001,0.024,292,0.085,0.906,0.000,0.000,0.094,483462,472549,5,0.409,0.387,0.007,144409,0.092,0.602,0.007,159.34,160968,0,0.208,0.000,0.000,5681178,1.03,18.63,0.000,0.000,0.000,2,7,11,42,16495,0.063,3.86,0.0093,0.000,1,0.877,0.000,0.811,0.622,3.71,4.74,6.61,0.00,0.000,1.02,1.03,1.03,0.877,0.00017
290000,2347,1.546,0.084,9.66,178979,158476,3190,0,17372,9,1503862.2,1.8,0.023,0.133,0.403,0.442,195,7.19,4.02,0.06,0.51,0.01,0.22,0.03,0.33,7.09,3.92,0.00,0.00,0.001,0.019,275,0.121,0.917,0.000,0.000,0.083,475676,462417,4,0.557,0.368,0.008,101094,0.088,0.609,0.007,159.34,162273,0,0.196,0.000,0.000,4674452,1.03,18.14,0.000,0.000,0.000,3,7,11,56,16871,0.064,3.86,0.0090,0.006,2,0.856,0.000,0.803,0.626,3.94,5.60,6.38,0.00,0.000,1.02,1.03,1.03,0.856,0.00017
300000,2334,1.511,0.102,9.41,179195,158612,3372,0,17224,8,1496020.1,1.2,0.026,0.121,0.369,0.484,193,6.64,3.70,0.08,0.81,0.02,0.53,0.01,0.43,6.52,3.51,0.00,0.00,0.002,0.034,269,0.093,0.920,0.000,0.000,0.080,465127,455980,3,0.608,0.296,0.002,82809,0.088,0.678,0.009,159.25,160237,0,0.155,0.000,0.000,4196042,1.03,18.90,0.000,0.000,0.000,2,7,11,42,15487,0.059,3.95,0.0098,0.062,3,0.834,0.000,0.797,0.617,3.89,5.80,6.23,0.00,0.000,1.02,1.04,1.03,0.834,0.00019
310000,2255,1.535,0.089,8.75,174721,155152,3086,0,16562,7,1505649.2,0.5,0.024,0.144,0.333,0.499,192,7.25,3.33,0.03,0.32,0.01,0.23,0.01,0.26,7.21,3.33,0.00,0.00,0.001,0.017,219,0.187,0.923,0.000,0.000,0.077,485390,477909,4,0.828,0.055,0.003,62282,0.089,0.628,0.008,158.57,161534,0,0.069,0.000,0.000,5061041,1.01,18.30,0.000,0.000,0.000,3,8,11,32,16349,0.062,4.63,0.0093,0.006,3,0.846,0.000,0.750,0.642,4.62,6.98,6.91,0.00,0.000,1.01,1.02,1.02,0.846,0.00021
320000,2425,1.510,0.077,9.07,172053,152041,3266,0,16576,3,1516764.6,0.2,0.018,0.150,0.278,0.554,184,6.11,3.72,0.04,0.52,0.00,0.06,0.01,0.21,6.06,3.61,0.00,0.00,0.000,0.002,178,0.105,0.925,0.000,0.000,0.075,507867,504040,3,0.974,0.001,0.004,84332,0.110,0.589,0.007,159.07,158889,0,0.069,0.000,0.000,5197731,1.01,19.92,0.000,0.000,0.000,2,5,11,42,14813,0.057,4.13,0.0103,0.004,5,0.871,0.000,0.710,0.663,4.20,7.08,6.75,0.00,0.000,1.01,1.01,1.01,0.871,0.00017
330000,2548,1.507,0.086,8.87,173876,152563,3406,0,17784,2,1514710.4,0.3,0.021,0.144,0.278,0.557,189,6.10,3.86,0.05,0.71,0.00,0.00,0.02,0.27,6.03,3.68,0.00,0.00,0.000,0.000,190,0.082,0.927,0.000,0.000,0.073,514817,511711,2,0.973,0.003,0.005,77607,0.099,0.576,0.006,159.13,166540,0,0.126,0.000,0.000,5347859,1.01,19.93,0.000,0.000,0.000,2,5,11,50,15541,0.059,4.07,0.0099,0.001,3,0.906,0.000,0.747,0.663,4.11,6.85,6.87,0.00,0.000,1.01,1.02,1.01,0.906,0.00013
340000,2185,1.563,0.097,9.25,189380,169698,3277,0,16768,3,1533784.5,0.2,0.012,0.113,0.288,0.586,182,7.71,4.46,0.05,0.85,0.00,0.09,0.06,0.85,7.59,4.09,0.00,0.00,0.000,0.004,239,0.114,0.926,0.000,0.000,0.074,492719,487686,4,0.819,0.138,0.009,107395,0.121,0.627,0.008,159.19,162187,0,0.069,0.000,0.000,3927669,1.02,17.69,0.000,0.000,0.000,3,8,11,61,16839,0.064,4.01,0.0092,0.000,5,0.870,0.000,0.725,0.617,4.63,7.21,6.79,0.00,0.000,1.01,1.02,1.02,0.870,0.00016
350000,2001,1.599,0.111,8.31,171386,152439,2975,0,16156,9,1532044.1,0.9,0.008,0.117,0.345,0.530,198,7.95,4.40,0.09,1.02,0.00,0.00,0.02,0.58,7.84,4.09,0.00,0.00,0.000,0.000,181,0.225,0.937,0.000,0.000,0.063,494754,490977,2,0.999,0.000,0.003,121085,0.119,0.686,0.009,158.78,143578,0,0.097,0.000,0.000,3696148,1.02,17.57,0.000,0.000,0.000,3,9,11,58,15908,0.061,4.42,0.0098,0.042,5,0.831,0.000,0.667,0.656,4.94,7.30,7.25,0.00,0.000,1.02,1.03,1.02,0.831,0.00022
360000,2302,1.524,0.101,8.59,158888,138452,3214,0,16921,3,1492146.0,0.4,0.010,0.151,0.330,0.509,219,6.80,4.00,0.03,0.41,0.00,0.03,0.00,0.05,6.76,3.98,0.00,0.00,0.000,0.006,169,0.179,0.933,0.000,0.000,0.067,486427,483472,1,1.000,0.000,0.001,46907,0.133,0.663,0.008,156.21,131812,0,0.135,0.000,0.000,5317252,1.01,19.13,0.000,0.000,0.000,2,7,11,40,15654,0.060,6.99,0.0096,0.036,2,0.882,0.000,0.679,0.675,4.48,6.91,6.88,0.00,0.000,1.01,1.02,1.01,0.882,0.00018
370000,2365,1.525,0.095,8.57,167697,146323,3485,0,17826,1,1476116.8,0.2,0.008,0.146,0.308,0.538,205,6.89,3.91,0.04,0.62,0.00,0.03,0.01,0.51,6.84,3.81,0.00,0.00,0.000,0.011,197,0.159,0.932,0.000,0.000,0.068,468867,465564,1,0.989,0.011,0.000,100145,0.113,0.620,0.007,158.41,137835,0,0.192,0.000,0.000,5294605,1.01,18.99,0.000,0.000,0.000,2,7,11,36,16288,0.062,4.79,0.0091,0.023,3,0.880,0.000,0.682,0.644,4.54,7.35,6.96,0.00,0.000,1.01,1.01,1.01,0.880,0.00019
380000,2214,1.526,0.104,8.50,172477,152143,3640,0,16845,2,1478360.4,0.1,0.012,0.123,0.326,0.540,201,7.27,5.09,0.15,1.47,0.01,0.41,0.06,0.79,7.05,4.14,0.00,0.00,0.000,0.009,199,0.130,0.935,0.000,0.000,0.065,472729,469547,1,1.000,0.000,0.015,86898,0.066,0.667,0.008,157.44,142348,0,0.043,0.000,0.000,4357349,1.03,18.74,0.001,0.000,0.000,3,7,11,64,16102,0.061,5.76,0.0095,0.124,4,0.866,0.000,0.654,0.637,4.73,7.51,7.28,0.00,0.000,1.03,1.03,1.04,0.866,0.00019
390000,2158,1.583,0.092,8.08,171150,152172,3070,0,15964,1,1507414.8,0.1,0.012,0.102,0.371,0.515,217,7.74,4.05,0.12,0.87,0.00,0.00,0.01,0.14,7.61,3.89,0.00,0.00,0.000,0.000,196,0.123,0.946,0.000,0.000,0.054,495217,494002,1,1.000,0.000,0.007,125741,0.091,0.615,0.007,158.58,132683,0,0.145,0.000,0.000,2914630,1.03,17.96,0.000,0.000,0.000,3,8,11,36,16695,0.064,4.62,0.0092,0.001,5,0.780,0.000,0.619,0.657,4.88,7.40,6.95,0.00,0.000,1.02,1.04,1.03,0.780,0.00021
400000,2230,1.549,0.100,8.21,171408,151198,3050,0,17088,3,1515780.1,0.2,0.014,0.110,0.383,0.494,219,7.30,4.33,0.10,1.04,0.00,0.15,0.03,1.24,7.15,3.94,0.00,0.00,0.000,0.014,210,0.117,0.946,0.000,0.000,0.054,487501,485178,1,1.000,0.000,0.002,45713,0.113,0.637,0.007,159.21,137995,0,0.080,0.000,0.000,3187210,1.03,18.52,0.000,0.000,0.000,3,8,11,64,16270,0.062,3.99,0.0095,0.000,9,0.791,0.000,0.672,0.651,4.56,6.76,6.76,0.00,0.000,1.03,1.03,1.03,0.791,0.00022
410000,2478,1.510,0.091,8.18,172249,152110,2853,1,17037,5,1493004.0,1.2,0.013,0.121,0.393,0.473,232,6.77,3.94,0.06,0.94,0.01,0.26,0.01,0.16,6.69,3.81,0.00,0.00,0.001,0.031,227,0.084,0.937,0.000,0.000,0.063,477312,473905,1,0.995,0.005,0.003,50473,0.133,0.606,0.007,159.10,137183,1902,0.244,0.000,0.000,3562440,1.02,19.03,0.000,0.000,0.000,2,7,11,41,16780,0.064,4.10,0.0090,0.000,3,0.803,0.000,0.698,0.642,4.12,5.89,6.12,0.00,0.000,1.01,1.02,1.02,0.803,0.00020
420000,2331,1.524,0.082,8.13,179089,159460,3218,0,16558,2,1508682.8,0.4,0.010,0.157,0.401,0.433,228,7.28,3.87,0.08,0.60,0.00,0.12,0.01,0.19,7.19,3.81,0.00,0.00,0.000,0.013,239,0.091,0.921,0.000,0.000,0.079,470424,466670,1,0.990,0.010,0.002,48080,0.134,0.591,0.007,159.25,137413,0,0.196,0.000,0.000,5365635,1.03,18.37,0.000,0.000,0.000,3,8,12,36,16971,0.065,3.95,0.0090,0.000,6,0.852,0.000,0.689,0.623,4.53,6.66,6.71,0.00,0.000,1.02,1.03,1.03,0.852,0.00022
