step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent
110000,1905,1.495,0.156,8.60,158043,139280,1783,0,16995,68,1193162.4,5.3,0.285,0.426,0.199,0.090,298,7.03,3.86,0.05,0.80,0.03,0.34,0.04,0.63,6.91,3.74,0.00,0.02,0.004,0.053,255,0.136,0.889,0.000,0.000,0.111,347438,341866,6,0.544,0.012,0.009,309528,0.116,0.828,0.014,120.86,109279,0,0.078,0.000,0.000,11594546,1.02,19.06,0.000,0.001,0.001,2,7,11,38,13396,0.051,42.45,0.0091,0.000,12,0.931,0.000,0.776,0.552,3.72,5.58,5.50,0.00,0.001,1.03,1.02,1.02,0.931,0.00028
120000,1899,1.491,0.155,8.24,166599,146744,2046,0,17815,30,1197550.4,4.2,0.278,0.477,0.159,0.086,295,7.13,3.93,0.04,0.56,0.06,0.71,0.03,0.43,7.00,3.79,0.00,0.14,0.007,0.070,263,0.166,0.890,0.001,0.001,0.108,352280,347487,5,0.542,0.017,0.008,183390,0.120,0.835,0.014,121.17,108774,0,0.139,0.000,0.001,13532541,1.02,19.13,0.000,0.001,0.002,2,7,11,38,13536,0.052,42.14,0.0090,0.000,4,0.938,0.000,0.760,0.534,3.79,5.57,5.50,0.00,0.002,1.02,1.02,1.01,0.938,0.00025
130000,1868,1.508,0.150,8.58,153270,133338,2013,4,17946,87,1186780.8,7.8,0.126,0.614,0.112,0.148,311,7.19,4.29,0.09,0.94,0.04,0.45,0.02,0.26,7.05,4.04,0.00,0.05,0.004,0.054,228,0.152,0.893,0.000,0.000,0.107,333341,327444,4,0.467,0.117,0.009,129486,0.095,0.816,0.013,118.68,95648,47,0.089,0.750,0.000,17081121,1.04,18.98,0.000,0.000,0.001,2,7,12,39,13439,0.051,44.63,0.0090,0.000,12,0.952,0.000,0.735,0.547,3.61,5.24,5.09,0.00,0.001,1.05,1.03,1.03,0.952,0.00026
140000,1786,1.536,0.139,8.16,149361,123934,1710,0,23799,31,1200077.4,4.2,0.136,0.510,0.159,0.195,319,7.84,4.66,0.07,0.60,0.04,0.45,0.06,0.76,7.67,4.48,0.00,0.02,0.004,0.039,241,0.079,0.861,0.000,0.000,0.139,341005,333662,5,0.422,0.000,0.011,191799,0.068,0.790,0.013,120.44,103149,0,0.135,0.000,0.000,12619419,1.04,18.50,0.001,0.001,0.001,4,7,12,64,14004,0.053,42.88,0.0088,0.000,11,0.933,0.000,0.785,0.569,3.65,5.11,5.28,0.00,0.001,1.04,1.04,1.04,0.933,0.00029
150000,1822,1.515,0.135,8.06,153857,127906,1895,0,24020,35,1199830.0,3.9,0.117,0.574,0.130,0.179,314,7.52,4.10,0.10,0.82,0.03,0.44,0.05,0.57,7.34,3.97,0.00,0.00,0.004,0.048,250,0.144,0.900,0.001,0.000,0.100,338118,331433,4,0.440,0.173,0.014,150412,0.086,0.774,0.012,121.40,97271,0,0.111,0.000,0.000,14751451,1.04,18.39,0.000,0.001,0.000,2,8,12,47,13698,0.052,41.92,0.0090,0.000,18,0.949,0.000,0.764,0.552,3.75,5.94,5.33,0.00,0.001,1.04,1.05,1.04,0.949,0.00024
160000,1910,1.472,0.134,7.79,154542,132149,1909,0,20396,38,1195991.6,5.2,0.149,0.548,0.103,0.199,314,6.92,3.46,0.06,0.84,0.03,0.41,0.04,0.64,6.79,3.34,0.00,0.00,0.003,0.045,225,0.187,0.896,0.000,0.000,0.104,345883,340197,5,0.547,0.003,0.009,248000,0.108,0.762,0.011,120.62,96904,0,0.138,0.000,0.000,14719195,1.02,19.04,0.000,0.001,0.000,3,7,11,35,13214,0.050,42.70,0.0092,0.009,5,0.948,0.000,0.759,0.561,3.89,6.44,5.39,0.00,0.000,1.04,1.04,1.02,0.948,0.00022
170000,1942,1.511,0.133,7.39,166110,143873,2115,1,20089,21,1198873.5,1.8,0.147,0.602,0.104,0.146,305,7.00,4.08,0.05,0.59,0.03,0.49,0.03,0.55,6.88,3.95,0.00,0.00,0.004,0.054,213,0.211,0.902,0.000,0.000,0.098,348804,343436,5,0.553,0.081,0.005,136678,0.095,0.750,0.011,120.96,94523,0,0.087,1.000,0.000,17814943,1.02,19.15,0.001,0.000,0.000,2,7,12,64,13586,0.052,42.35,0.0090,0.002,10,0.958,0.000,0.749,0.531,3.91,6.62,5.30,0.00,0.001,1.02,1.02,1.02,0.958,0.00021
180000,1843,1.517,0.131,7.77,149852,129455,1883,0,18613,27,1194464.4,3.2,0.106,0.558,0.127,0.208,322,7.42,4.44,0.07,0.88,0.05,0.72,0.06,0.57,7.25,4.19,0.00,0.00,0.005,0.057,233,0.132,0.887,0.000,0.000,0.113,343163,339318,5,0.414,0.000,0.022,229470,0.074,0.761,0.011,121.09,93972,0,0.119,0.000,0.000,15462916,1.03,18.46,0.000,0.001,0.000,3,8,13,46,13677,0.052,42.22,0.0089,0.001,18,0.950,0.000,0.783,0.570,3.68,5.41,5.51,0.00,0.001,1.03,1.03,1.03,0.950,0.00023
190000,1822,1.494,0.120,7.93,152892,131403,1860,0,19650,20,1205314.9,2.5,0.171,0.416,0.180,0.233,307,7.34,3.91,0.00,0.11,0.04,0.55,0.03,0.48,7.26,3.77,0.00,0.00,0.004,0.052,196,0.162,0.877,0.000,0.000,0.123,347770,342338,5,0.412,0.077,0.008,287316,0.074,0.735,0.011,120.96,103815,0,0.124,0.000,0.000,11119707,1.00,18.11,0.000,0.000,0.000,4,8,12,47,13379,0.051,42.36,0.0091,0.005,7,0.930,0.000,0.791,0.567,3.84,5.50,5.96,0.00,0.000,1.00,1.00,1.00,0.930,0.00023
200000,1906,1.528,0.115,8.24,157314,134998,1846,1,20385,29,1207072.2,1.5,0.143,0.302,0.230,0.325,297,6.96,4.17,0.04,0.46,0.00,0.07,0.03,0.37,6.89,4.17,0.00,0.00,0.000,0.009,233,0.119,0.895,0.000,0.000,0.105,345164,339408,4,0.424,0.219,0.010,161418,0.090,0.703,0.010,121.44,107076,352,0.050,0.000,0.000,8071505,1.02,18.61,0.001,0.000,0.000,2,6,13,64,13275,0.051,41.88,0.0092,0.000,14,0.913,0.000,0.832,0.551,3.33,4.51,5.61,0.00,0.001,1.03,1.03,1.02,0.913,0.00022
210000,1816,1.490,0.112,7.74,149766,128932,1961,0,18963,22,1204490.2,2.5,0.134,0.313,0.195,0.358,304,7.48,3.91,0.03,0.50,0.02,0.34,0.06,0.67,7.37,3.69,0.00,0.00,0.002,0.030,216,0.123,0.893,0.000,0.000,0.107,332820,326573,6,0.390,0.004,0.014,275534,0.089,0.707,0.010,120.67,102749,0,0.112,0.000,0.000,8346866,1.01,18.30,0.000,0.000,0.000,3,8,12,39,13587,0.052,42.64,0.0090,0.004,6,0.918,0.000,0.816,0.557,3.76,5.44,5.88,0.00,0.000,1.01,1.01,1.01,0.918,0.00022
220000,2002,1.472,0.109,6.70,159580,138375,2072,0,18947,21,1190085.0,3.3,0.162,0.430,0.152,0.256,311,6.50,3.73,0.01,0.16,0.03,0.62,0.01,0.20,6.46,3.63,0.00,0.00,0.002,0.033,182,0.099,0.887,0.000,0.000,0.113,351411,346380,4,0.465,0.366,0.004,195295,0.069,0.700,0.009,120.74,94225,0,0.155,0.000,0.000,12613025,1.00,19.29,0.000,0.000,0.000,2,6,11,64,13022,0.050,42.58,0.0092,0.006,12,0.940,0.000,0.798,0.552,3.57,4.55,6.32,0.00,0.000,1.00,1.01,1.00,0.940,0.00019
230000,2020,1.486,0.109,6.75,162281,143709,2097,0,16457,30,1206772.0,3.9,0.122,0.508,0.155,0.215,321,6.57,3.55,0.06,0.75,0.02,0.54,0.05,0.51,6.44,3.30,0.00,0.00,0.001,0.018,197,0.196,0.899,0.000,0.000,0.101,341186,337022,3,0.821,0.008,0.016,202719,0.084,0.699,0.009,121.63,86455,0,0.131,0.000,0.000,16122010,1.02,19.08,0.000,0.001,0.000,2,6,10,47,13276,0.051,41.69,0.0093,0.000,14,0.950,0.000,0.787,0.531,3.50,4.18,6.30,0.00,0.000,1.03,1.03,1.02,0.950,0.00020
240000,1975,1.450,0.083,7.36,153237,136228,1928,0,15126,35,1199544.1,3.2,0.118,0.382,0.195,0.304,340,6.89,4.24,0.13,1.17,0.05,0.65,0.02,0.39,6.69,3.89,0.00,0.00,0.004,0.046,213,0.261,0.892,0.000,0.000,0.108,332448,329886,2,0.693,0.175,0.005,125036,0.049,0.614,0.007,120.52,92094,0,0.093,0.000,0.000,11425301,1.05,18.39,0.001,0.001,0.000,3,7,10,64,13607,0.052,42.79,0.0091,0.000,23,0.924,0.000,0.815,0.546,3.48,3.38,6.93,0.00,0.000,1.05,1.06,1.04,0.924,0.00023
250000,1846,1.491,0.079,6.54,158879,141602,2068,2,15336,41,1190545.2,3.8,0.119,0.392,0.202,0.287,329,6.87,3.19,0.02,0.37,0.03,0.40,0.03,0.32,6.79,3.15,0.00,0.00,0.004,0.051,146,0.314,0.887,0.000,0.000,0.113,342350,336580,3,0.634,0.050,0.011,115733,0.042,0.580,0.006,120.96,92419,34,0.094,1.000,0.000,12132504,1.01,18.49,0.000,0.000,0.000,3,8,10,38,12688,0.048,42.35,0.0095,0.000,3,0.923,0.000,0.803,0.542,3.61,3.57,6.87,0.00,0.001,1.01,1.01,1.02,0.923,0.00026
260000,1936,1.487,0.085,7.14,146946,129563,2153,1,15139,110,1120857.5,7.5,0.175,0.414,0.137,0.274,367,6.79,3.58,0.03,0.42,0.03,0.37,0.02,0.31,6.71,3.53,0.00,0.00,0.006,0.065,197,0.186,0.876,0.000,0.000,0.124,308874,302971,2,0.521,0.258,0.006,98412,0.042,0.602,0.007,112.76,84266,119,0.068,0.000,0.000,11717623,1.01,19.00,0.000,0.002,0.000,3,8,10,37,13151,0.050,50.55,0.0086,0.000,7,0.925,0.000,0.791,0.532,3.59,4.47,6.04,0.00,0.001,1.01,1.01,1.01,0.925,0.00023
270000,1774,1.534,0.081,6.75,162507,137896,2014,0,22759,40,1209472.4,1.8,0.068,0.667,0.112,0.153,323,7.57,3.60,0.03,0.49,0.01,0.16,0.02,0.22,7.52,3.58,0.00,0.00,0.001,0.030,177,0.154,0.875,0.000,0.000,0.125,352413,347178,3,0.515,0.002,0.006,96360,0.043,0.604,0.006,121.72,93961,0,0.045,0.000,0.000,18098651,1.01,18.59,0.000,0.002,0.000,3,8,12,39,13427,0.051,41.60,0.0091,0.000,15,0.947,0.000,0.747,0.545,4.07,5.62,6.05,0.00,0.000,1.01,1.01,1.01,0.947,0.00028
280000,1867,1.513,0.078,6.77,153452,129693,1926,0,21740,41,1197278.1,2.2,0.065,0.691,0.092,0.152,335,7.22,4.08,0.09,0.82,0.05,1.04,0.02,0.50,7.06,3.76,0.00,0.00,0.002,0.042,179,0.130,0.893,0.000,0.000,0.107,347707,340550,3,0.414,0.004,0.005,115052,0.042,0.601,0.006,119.63,91990,0,0.054,0.000,0.000,17627663,1.04,19.14,0.000,0.002,0.000,3,6,12,50,13474,0.051,43.68,0.0091,0.000,20,0.943,0.000,0.713,0.565,3.83,4.82,5.93,0.00,0.000,1.05,1.02,1.03,0.943,0.00028
290000,1910,1.464,0.078,6.73,161292,140484,1877,0,18888,43,1194955.9,4.2,0.089,0.638,0.123,0.150,333,7.09,3.99,0.06,0.94,0.00,0.13,0.02,0.27,7.01,3.89,0.00,0.00,0.001,0.021,150,0.162,0.882,0.000,0.000,0.118,352877,347652,3,0.453,0.002,0.006,96537,0.072,0.588,0.006,121.14,90399,0,0.098,0.000,0.000,17694828,1.02,19.45,0.000,0.000,0.000,3,6,12,50,13543,0.052,42.18,0.0089,0.000,8,0.941,0.000,0.721,0.549,3.94,5.15,5.97,0.00,0.000,1.02,1.02,1.03,0.941,0.00027
300000,1911,1.506,0.086,6.94,157786,137754,1918,0,18113,34,1194828.9,2.3,0.133,0.611,0.138,0.118,324,7.02,4.12,0.05,0.77,0.02,0.38,0.03,0.41,6.92,4.05,0.00,0.05,0.003,0.046,163,0.178,0.873,0.000,0.000,0.127,350536,345700,4,0.455,0.085,0.008,159836,0.093,0.603,0.006,121.22,91930,0,0.067,0.000,0.000,17197653,1.01,19.56,0.000,0.000,0.001,2,6,12,32,13406,0.051,42.10,0.0090,0.000,15,0.936,0.000,0.661,0.556,3.89,5.09,5.71,0.00,0.001,1.02,1.02,1.01,0.936,0.00027
310000,1936,1.475,0.081,7.27,158831,138997,1849,2,17958,40,1190670.2,1.1,0.158,0.458,0.189,0.195,308,7.03,4.28,0.04,0.42,0.01,0.20,0.02,0.38,6.97,4.21,0.00,0.00,0.001,0.026,166,0.195,0.872,0.000,0.000,0.128,350120,344776,4,0.308,0.070,0.006,120961,0.068,0.595,0.006,121.24,98827,238,0.028,0.000,0.000,12856469,1.01,19.56,0.001,0.001,0.000,3,6,12,64,13609,0.052,42.08,0.0088,0.003,18,0.929,0.000,0.654,0.552,4.00,4.71,6.41,0.00,0.000,1.01,1.02,1.01,0.929,0.00023
320000,1972,1.488,0.079,7.33,159965,140280,1901,1,17747,43,1189747.9,4.5,0.130,0.422,0.205,0.243,296,6.76,4.01,0.04,0.60,0.03,0.52,0.03,0.51,6.66,3.88,0.01,0.18,0.003,0.039,184,0.171,0.889,0.001,0.000,0.110,350081,344558,5,0.345,0.000,0.007,102857,0.052,0.585,0.006,120.82,102112,505,0.105,0.000,0.000,11984428,1.01,19.57,0.000,0.002,0.002,2,6,12,32,13332,0.051,42.50,0.0091,0.011,16,0.928,0.000,0.638,0.548,3.92,4.65,6.69,0.01,0.002,1.01,1.01,1.01,0.928,0.00021
330000,2014,1.437,0.077,7.84,161022,135818,2169,5,22988,92,1194872.4,4.7,0.089,0.221,0.313,0.377,279,6.23,3.29,0.05,0.74,0.02,0.48,0.01,0.22,6.15,3.21,0.00,0.04,0.003,0.046,124,0.289,0.901,0.000,0.000,0.099,346333,342364,5,0.823,0.000,0.003,71782,0.061,0.584,0.006,120.49,99640,559,0.051,0.200,0.000,5955299,1.02,20.27,0.000,0.001,0.000,3,6,12,38,12551,0.048,42.82,0.0096,0.019,5,0.873,0.000,0.552,0.540,4.01,5.22,7.38,0.00,0.000,1.02,1.02,1.02,0.873,0.00019
340000,1969,1.441,0.077,7.87,164047,139652,2027,1,22412,40,1189085.1,6.2,0.103,0.139,0.326,0.433,276,6.59,3.23,0.04,0.59,0.02,0.22,0.01,0.41,6.52,3.11,0.00,0.07,0.002,0.041,149,0.155,0.891,0.001,0.000,0.108,352047,349363,3,0.812,0.013,0.002,83491,0.061,0.582,0.006,121.29,101541,1085,0.155,0.000,0.000,3401216,1.02,19.32,0.000,0.001,0.001,3,6,12,34,12978,0.050,42.03,0.0093,0.035,6,0.797,0.000,0.578,0.539,3.89,4.95,6.79,0.00,0.001,1.01,1.02,1.02,0.797,0.00021
350000,1831,1.486,0.079,7.68,160456,139223,1861,0,19510,38,1200829.9,4.7,0.124,0.139,0.283,0.455,265,7.12,4.06,0.08,0.77,0.02,0.38,0.01,0.12,7.02,3.93,0.00,0.00,0.003,0.041,194,0.116,0.891,0.000,0.000,0.109,351349,347595,3,0.501,0.346,0.004,39385,0.081,0.601,0.006,121.21,108512,0,0.122,0.000,0.000,3617344,1.03,18.68,0.000,0.000,0.000,3,6,12,42,13045,0.050,42.10,0.0093,0.022,8,0.811,0.000,0.639,0.548,4.00,4.92,7.02,0.00,0.001,1.02,1.03,1.04,0.811,0.00021
360000,1915,1.505,0.075,7.79,159078,138946,2063,0,17985,36,1192307.5,3.3,0.063,0.184,0.262,0.491,278,6.88,3.78,0.08,0.94,0.02,0.30,0.02,0.45,6.76,3.63,0.00,0.00,0.003,0.041,147,0.205,0.898,0.000,0.000,0.102,359663,355405,4,0.528,0.250,0.005,110523,0.076,0.577,0.005,120.60,110257,0,0.091,0.000,0.000,5180082,1.03,19.47,0.000,0.001,0.000,2,6,12,38,13168,0.050,42.72,0.0092,0.006,12,0.885,0.000,0.639,0.561,3.95,4.62,6.54,0.00,0.000,1.03,1.03,1.03,0.885,0.00017
370000,1867,1.508,0.074,7.66,164560,144072,1884,0,18652,22,1200923.8,3.1,0.040,0.178,0.255,0.527,283,7.53,4.29,0.07,1.65,0.02,0.45,0.00,0.05,7.44,3.99,0.00,0.00,0.003,0.047,132,0.290,0.886,0.000,0.000,0.114,366326,362270,4,0.545,0.003,0.001,46120,0.080,0.570,0.006,121.40,107971,0,0.139,0.000,0.000,4850386,1.02,19.09,0.001,0.001,0.000,2,7,12,64,14056,0.054,41.92,0.0087,0.000,16,0.882,0.000,0.595,0.554,4.31,4.55,6.99,0.00,0.000,1.02,1.02,1.02,0.882,0.00020
380000,1924,1.496,0.075,7.54,170530,146600,1946,0,21927,20,1195172.0,1.7,0.043,0.157,0.244,0.556,279,6.88,4.07,0.04,0.45,0.04,0.62,0.01,0.33,6.78,4.07,0.00,0.00,0.005,0.068,150,0.255,0.854,0.000,0.000,0.146,363206,360921,3,0.420,0.006,0.002,31401,0.055,0.581,0.006,121.15,100719,0,0.087,0.000,0.000,4367538,1.02,19.87,0.001,0.000,0.000,3,6,12,64,13231,0.050,42.17,0.0092,0.003,15,0.881,0.000,0.487,0.533,4.16,5.31,6.59,0.00,0.000,1.02,1.02,1.03,0.881,0.00018
390000,1742,1.559,0.078,7.11,170321,147134,2061,0,21308,20,1201735.5,1.2,0.051,0.133,0.245,0.571,266,7.95,4.50,0.08,1.31,0.05,1.21,0.00,0.10,7.82,4.21,0.00,0.00,0.004,0.053,142,0.347,0.884,0.000,0.000,0.116,363623,360086,3,0.480,0.003,0.001,24479,0.070,0.580,0.006,121.17,102406,0,0.059,0.000,0.000,3442764,1.03,18.83,0.001,0.001,0.000,3,8,12,64,13855,0.053,42.15,0.0088,0.001,13,0.881,0.000,0.466,0.534,4.63,5.63,6.87,0.00,0.001,1.03,1.03,1.03,0.881,0.00019
400000,1687,1.549,0.081,6.80,163816,140811,1869,0,21191,10,1203096.9,0.9,0.062,0.127,0.248,0.563,281,8.45,4.01,0.03,0.39,0.02,0.33,0.01,0.31,8.39,4.02,0.00,0.00,0.002,0.043,108,0.417,0.865,0.000,0.000,0.135,365571,363558,3,0.557,0.000,0.003,35240,0.099,0.583,0.006,121.23,97308,0,0.085,0.000,0.000,2879950,1.01,18.87,0.000,0.000,0.000,3,10,12,32,14251,0.054,42.09,0.0085,0.000,11,0.859,0.000,0.406,0.555,4.99,6.10,6.98,0.00,0.000,1.01,1.01,1.01,0.859,0.00022
410000,1751,1.535,0.080,7.05,169776,145948,1802,0,21962,19,1203205.5,1.4,0.072,0.147,0.185,0.597,282,8.08,4.09,0.06,0.72,0.01,0.17,0.02,0.42,8.00,4.13,0.00,0.00,0.002,0.036,122,0.368,0.864,0.000,0.000,0.136,377788,375243,5,0.598,0.006,0.002,36517,0.087,0.585,0.006,121.13,95425,0,0.076,0.000,0.000,3169053,1.02,19.00,0.000,0.001,0.000,3,10,12,31,14152,0.054,42.19,0.0086,0.003,12,0.887,0.000,0.321,0.553,4.90,5.93,6.92,0.00,0.000,1.03,1.03,1.02,0.887,0.00019
420000,1630,1.546,0.083,6.60,167391,145576,1666,0,20270,4,1201089.2,0.1,0.113,0.147,0.104,0.636,282,8.69,4.29,0.04,0.53,0.02,0.39,0.02,0.43,8.61,4.25,0.00,0.00,0.003,0.046,114,0.444,0.875,0.000,0.000,0.125,371642,368505,3,0.574,0.170,0.003,62512,0.075,0.589,0.006,120.87,95263,0,0.033,0.000,0.000,3173331,1.01,18.38,0.000,0.000,0.000,3,11,12,50,14164,0.054,42.45,0.0086,0.012,6,0.882,0.000,0.311,0.552,4.99,6.22,6.48,0.00,0.000,1.01,1.01,1.01,0.882,0.00021
