step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent
110000,1401,1.492,0.105,8.16,124229,117255,1520,0,5414,38,948630.2,0.0,0.092,0.165,0.510,0.234,395,8.70,3.70,0.03,0.28,0.09,0.95,0.07,0.46,8.52,3.69,0.00,0.00,0.008,0.072,291,0.133,0.889,0.000,0.000,0.111,264730,262018,4,0.634,0.016,0.037,500279,0.056,0.709,0.010,95.05,75819,0,0.000,0.000,0.000,2214327,1.02,16.62,0.000,0.001,0.000,4,9,11,34,12192,0.047,68.39,0.0079,0.010,21,0.732,0.000,0.717,0.537,4.54,6.96,6.10,0.00,0.000,1.05,1.04,1.01,0.732,0.00045
120000,1470,1.522,0.101,8.57,123767,116644,1438,0,5616,5,960416.2,0.0,0.080,0.173,0.583,0.163,393,8.27,3.86,0.03,0.44,0.03,0.54,0.07,0.59,8.15,3.69,0.00,0.00,0.002,0.042,286,0.119,0.880,0.000,0.000,0.120,269439,266102,5,0.431,0.310,0.031,475271,0.051,0.699,0.009,96.23,77768,0,0.000,0.000,0.000,2720258,1.02,17.08,0.000,0.000,0.000,3,9,12,41,12160,0.046,67.21,0.0080,0.022,10,0.760,0.000,0.779,0.546,4.32,6.69,5.80,0.00,0.000,1.03,1.03,1.01,0.760,0.00043
130000,1375,1.564,0.101,9.05,113686,107783,1552,0,4446,27,947193.4,0.0,0.064,0.235,0.619,0.082,376,8.89,4.02,0.06,0.80,0.01,0.19,0.11,0.75,8.71,3.91,0.00,0.00,0.001,0.027,265,0.200,0.901,0.000,0.000,0.099,263274,260555,4,0.491,0.000,0.049,607092,0.055,0.702,0.009,94.73,79461,0,0.000,0.000,0.000,4097714,1.03,16.59,0.000,0.000,0.000,4,9,12,44,12220,0.047,68.71,0.0079,0.015,20,0.819,0.000,0.782,0.573,4.52,7.16,6.07,0.00,0.000,1.06,1.06,1.02,0.819,0.00046
140000,1400,1.528,0.102,9.03,114619,109503,1519,0,3572,17,959481.1,0.0,0.061,0.238,0.620,0.081,362,8.58,4.12,0.04,0.38,0.00,0.03,0.12,1.05,8.41,3.93,0.00,0.00,0.001,0.027,283,0.148,0.885,0.000,0.000,0.115,269840,268206,4,0.496,0.004,0.034,411611,0.060,0.698,0.009,95.77,85639,0,0.000,0.000,0.000,4110453,1.03,17.01,0.000,0.000,0.000,4,9,12,54,12013,0.046,67.67,0.0081,0.031,12,0.822,0.000,0.763,0.580,4.66,7.20,6.18,0.00,0.000,1.05,1.06,1.02,0.822,0.00045
150000,1360,1.567,0.104,9.20,117738,112805,1472,0,3501,8,950790.1,0.7,0.076,0.230,0.638,0.057,371,8.88,4.10,0.08,0.80,0.00,0.05,0.13,0.80,8.66,3.95,0.00,0.00,0.000,0.001,278,0.129,0.892,0.001,0.000,0.107,269899,267611,4,0.482,0.022,0.044,453367,0.068,0.700,0.009,95.35,80823,0,0.093,0.000,0.000,3812681,1.04,16.53,0.000,0.000,0.000,4,9,12,41,12071,0.046,68.09,0.0081,0.030,18,0.826,0.000,0.722,0.569,4.60,7.28,5.79,0.00,0.000,1.07,1.06,1.03,0.826,0.00044
160000,1478,1.502,0.104,9.13,121195,115837,1525,0,3715,5,948621.0,0.0,0.041,0.238,0.715,0.006,373,7.90,3.75,0.05,0.40,0.02,0.24,0.11,0.93,7.73,3.56,0.00,0.00,0.003,0.037,282,0.126,0.888,0.000,0.000,0.112,270280,267697,3,0.497,0.033,0.038,649183,0.056,0.701,0.009,95.23,81951,0,0.009,0.000,0.000,4095219,1.03,17.47,0.000,0.001,0.000,4,7,11,43,11677,0.045,68.21,0.0083,0.022,13,0.820,0.000,0.827,0.556,4.45,7.20,6.09,0.00,0.001,1.03,1.03,1.02,0.820,0.00041
170000,1542,1.484,0.103,9.41,135958,130392,1727,0,3775,7,958475.6,0.0,0.022,0.215,0.756,0.008,340,7.88,4.46,0.08,1.01,0.01,0.17,0.16,0.79,7.62,4.13,0.00,0.00,0.002,0.031,315,0.141,0.870,0.000,0.000,0.130,269862,266752,4,0.493,0.055,0.066,695351,0.046,0.699,0.009,95.77,80055,0,0.000,0.000,0.000,3745657,1.02,17.67,0.000,0.000,0.000,4,7,12,49,12147,0.046,67.67,0.0082,0.000,32,0.807,0.000,0.813,0.501,4.52,7.20,6.48,0.00,0.000,1.02,1.03,1.02,0.807,0.00038
180000,1526,1.456,0.104,9.04,137030,131645,1621,0,3780,14,956335.8,0.4,0.025,0.239,0.726,0.011,326,7.66,3.89,0.08,0.73,0.00,0.04,0.15,0.91,7.44,3.63,0.00,0.00,0.001,0.029,304,0.121,0.877,0.000,0.000,0.123,273941,270488,5,0.482,0.028,0.049,732467,0.048,0.703,0.009,95.87,87910,0,0.030,0.000,0.000,4216892,1.02,17.79,0.000,0.001,0.000,4,7,12,42,11687,0.045,67.57,0.0084,0.020,17,0.826,0.000,0.819,0.504,4.53,6.95,6.83,0.00,0.000,1.02,1.03,1.02,0.826,0.00040
190000,1537,1.473,0.098,9.44,134370,128735,1602,0,4022,1,955952.4,0.0,0.053,0.227,0.685,0.035,323,7.64,3.57,0.05,0.53,0.00,0.03,0.10,0.62,7.50,3.50,0.00,0.00,0.001,0.025,286,0.112,0.882,0.000,0.000,0.118,276974,274366,4,0.418,0.000,0.046,705832,0.048,0.692,0.009,96.20,92341,0,0.000,0.000,0.000,3836069,1.02,18.07,0.000,0.000,0.000,4,8,11,30,11747,0.045,67.24,0.0083,0.037,3,0.810,0.000,0.781,0.519,4.47,6.74,6.40,0.00,0.000,1.03,1.02,1.02,0.810,0.00039
200000,1445,1.489,0.096,9.01,125790,120730,1617,0,3535,4,953220.9,0.0,0.054,0.232,0.694,0.020,325,8.02,3.32,0.03,0.46,0.00,0.03,0.09,0.63,7.90,3.30,0.00,0.00,0.000,0.009,294,0.158,0.894,0.000,0.000,0.106,276600,274684,2,0.579,0.000,0.045,738453,0.049,0.691,0.009,95.49,86999,0,0.000,0.000,0.000,4234781,1.01,17.50,0.000,0.000,0.000,4,8,11,26,11586,0.044,67.95,0.0084,0.045,1,0.836,0.000,0.782,0.549,4.86,7.50,7.12,0.00,0.000,1.01,1.01,1.01,0.836,0.00038
210000,1396,1.539,0.080,9.36,120829,116243,1584,0,3051,2,946023.9,0.0,0.020,0.255,0.720,0.004,329,8.59,4.11,0.07,0.85,0.00,0.05,0.12,0.83,8.40,3.88,0.00,0.00,0.001,0.027,278,0.209,0.886,0.000,0.000,0.114,271491,269904,2,0.544,0.021,0.039,510531,0.048,0.598,0.007,94.70,84112,0,0.000,0.000,0.000,4701383,1.02,16.86,0.000,0.000,0.000,4,9,12,42,11989,0.046,68.74,0.0081,0.035,12,0.849,0.000,0.772,0.559,4.99,7.36,7.20,0.00,0.000,1.03,1.02,1.02,0.849,0.00040
220000,1489,1.483,0.063,9.29,123402,118842,1601,0,2866,0,953488.8,0.0,0.027,0.252,0.719,0.002,322,8.04,3.79,0.02,0.38,0.00,0.03,0.06,0.48,7.95,3.79,0.00,0.00,0.001,0.026,251,0.214,0.899,0.000,0.000,0.101,274783,273395,2,0.717,0.000,0.025,382398,0.053,0.497,0.005,95.41,81155,0,0.000,0.000,0.000,4772179,1.01,17.84,0.000,0.000,0.000,3,8,12,34,11974,0.046,68.03,0.0081,0.000,44,0.872,0.000,0.728,0.555,4.77,7.37,7.14,0.00,0.000,1.01,1.01,1.02,0.872,0.00032
230000,1432,1.490,0.057,9.30,130297,125413,1595,0,3346,13,956200.5,0.0,0.025,0.229,0.745,0.001,325,8.33,3.75,0.04,0.47,0.00,0.07,0.12,0.89,8.16,3.67,0.00,0.00,0.001,0.037,294,0.175,0.879,0.000,0.000,0.121,279133,277782,3,0.662,0.006,0.052,457736,0.043,0.460,0.004,95.68,82544,0,0.000,0.000,0.000,4423884,1.02,17.35,0.000,0.000,0.000,4,8,12,43,11927,0.045,67.76,0.0082,0.024,17,0.889,0.000,0.721,0.537,4.82,7.44,7.01,0.00,0.000,1.02,1.02,1.02,0.889,0.00027
240000,1507,1.479,0.054,9.77,130199,124614,1692,0,3818,11,960150.1,0.0,0.027,0.203,0.768,0.002,316,7.75,3.75,0.03,0.39,0.00,0.03,0.11,0.56,7.61,3.68,0.00,0.03,0.000,0.001,309,0.134,0.873,0.000,0.000,0.127,282677,280334,2,0.561,0.118,0.059,718274,0.032,0.455,0.004,95.62,87735,0,0.000,0.000,0.000,4015884,1.01,17.90,0.000,0.001,0.001,3,8,12,45,11685,0.045,67.82,0.0084,0.000,40,0.883,0.000,0.761,0.543,4.64,7.17,6.98,0.00,0.001,1.02,1.01,1.01,0.883,0.00024
250000,1587,1.423,0.050,9.77,137794,132538,1785,0,3391,13,959678.5,0.2,0.019,0.180,0.799,0.002,312,7.55,3.62,0.05,0.59,0.00,0.03,0.06,0.56,7.44,3.49,0.00,0.00,0.000,0.004,298,0.142,0.865,0.000,0.000,0.135,282451,280553,4,0.485,0.005,0.023,671249,0.030,0.429,0.003,95.76,86302,0,0.014,0.000,0.000,3550106,1.01,18.02,0.000,0.001,0.000,4,7,11,33,11975,0.046,67.68,0.0081,0.000,52,0.878,0.000,0.769,0.516,4.70,7.50,7.03,0.00,0.000,1.01,1.01,1.01,0.878,0.00022
260000,1448,1.507,0.047,9.79,135948,130880,1651,0,3556,7,950506.8,0.0,0.037,0.179,0.746,0.039,304,8.00,3.70,0.05,0.90,0.01,0.32,0.07,0.53,7.88,3.58,0.00,0.00,0.001,0.031,281,0.100,0.898,0.000,0.000,0.102,273134,270843,5,0.492,0.060,0.034,569817,0.041,0.418,0.003,95.07,87505,0,0.000,0.000,0.000,3509122,1.02,17.24,0.000,0.001,0.000,4,8,12,32,11584,0.044,68.37,0.0083,0.000,25,0.853,0.000,0.800,0.506,4.73,7.63,6.86,0.00,0.000,1.02,1.02,1.02,0.853,0.00028
270000,1476,1.481,0.042,9.53,124477,118878,1568,0,4003,14,960752.0,0.4,0.032,0.187,0.710,0.071,322,7.38,3.90,0.03,0.44,0.02,0.26,0.07,0.47,7.25,3.85,0.00,0.00,0.005,0.059,261,0.205,0.877,0.000,0.000,0.123,289208,287558,5,0.587,0.000,0.032,454578,0.046,0.409,0.003,95.81,85637,0,0.027,0.000,0.000,3697088,1.01,18.26,0.000,0.001,0.000,3,7,11,35,10886,0.042,67.63,0.0090,0.000,38,0.873,0.000,0.806,0.572,4.43,7.16,6.52,0.00,0.000,1.01,1.02,1.02,0.873,0.00023
280000,1573,1.430,0.044,9.07,132573,126341,1705,0,4430,7,959790.2,0.0,0.049,0.203,0.673,0.076,298,7.04,3.42,0.04,0.42,0.01,0.12,0.06,0.46,6.93,3.38,0.00,0.00,0.003,0.048,304,0.085,0.853,0.000,0.000,0.147,288559,285485,6,0.629,0.039,0.030,541663,0.044,0.410,0.003,95.96,97152,0,0.000,0.000,0.000,4137503,1.02,18.58,0.000,0.000,0.000,3,7,11,35,11079,0.042,67.48,0.0088,0.000,41,0.885,0.000,0.836,0.543,4.25,6.90,6.45,0.00,0.000,1.03,1.03,1.02,0.885,0.00023
290000,1511,1.475,0.043,8.57,139330,134026,1721,0,3645,11,959920.8,0.0,0.064,0.231,0.652,0.054,324,7.94,3.44,0.01,0.29,0.00,0.10,0.08,0.57,7.84,3.48,0.00,0.00,0.002,0.045,254,0.123,0.874,0.000,0.000,0.126,275533,273161,5,0.795,0.022,0.039,424423,0.046,0.415,0.003,95.96,86589,0,0.000,0.000,0.000,4706087,1.01,17.89,0.000,0.000,0.000,4,8,11,30,11998,0.046,67.48,0.0081,0.000,35,0.873,0.000,0.767,0.498,4.75,7.40,7.05,0.00,0.000,1.01,1.01,1.01,0.873,0.00029
300000,1428,1.510,0.042,8.36,126094,120799,1616,0,3762,4,957253.2,0.0,0.071,0.206,0.680,0.043,340,7.78,3.59,0.03,0.54,0.01,0.25,0.11,0.62,7.63,3.54,0.00,0.00,0.002,0.042,227,0.126,0.877,0.000,0.000,0.123,291796,290726,3,0.834,0.000,0.067,515068,0.047,0.407,0.003,95.58,88321,0,0.000,0.000,0.000,3828466,1.01,18.20,0.000,0.000,0.000,3,8,11,35,11115,0.042,67.86,0.0088,0.020,33,0.865,0.000,0.769,0.570,4.69,7.45,6.63,0.00,0.000,1.01,1.01,1.01,0.865,0.00028
310000,1442,1.507,0.043,8.02,130027,124416,1702,0,3895,8,958966.4,0.0,0.068,0.227,0.676,0.029,346,7.84,3.87,0.02,0.22,0.00,0.00,0.12,0.83,7.71,3.82,0.00,0.00,0.000,0.000,239,0.083,0.877,0.000,0.000,0.123,292119,291387,2,0.924,0.003,0.037,534666,0.047,0.416,0.003,95.60,89816,0,0.000,0.000,0.000,4293000,1.01,18.23,0.000,0.000,0.000,4,8,12,47,11312,0.043,67.84,0.0086,0.000,54,0.875,0.000,0.770,0.557,4.78,7.59,7.11,0.00,0.000,1.01,1.01,1.01,0.875,0.00027
320000,1539,1.446,0.044,8.12,135180,129498,1606,0,3979,0,962049.4,0.0,0.033,0.257,0.698,0.012,334,7.77,3.77,0.04,0.59,0.00,0.03,0.05,0.45,7.69,3.68,0.00,0.00,0.001,0.025,218,0.192,0.877,0.000,0.000,0.123,275307,274307,2,0.919,0.012,0.023,425351,0.059,0.406,0.003,95.78,78741,0,0.000,0.000,0.000,4648169,1.01,18.50,0.000,0.000,0.000,3,8,13,37,11963,0.046,67.66,0.0081,0.000,35,0.843,0.000,0.763,0.513,4.77,7.41,7.12,0.00,0.000,1.01,1.02,1.01,0.843,0.00036
330000,1523,1.457,0.041,8.29,136261,130549,1589,0,4139,1,965381.5,0.0,0.050,0.252,0.687,0.011,335,7.78,3.69,0.02,0.22,0.00,0.10,0.04,0.37,7.73,3.69,0.00,0.00,0.001,0.026,241,0.151,0.897,0.000,0.000,0.103,272762,271882,2,0.906,0.000,0.020,525003,0.039,0.399,0.003,96.25,76164,0,0.000,0.000,0.000,4510954,1.01,18.37,0.000,0.000,0.000,3,8,13,34,11848,0.045,67.19,0.0082,0.000,33,0.832,0.000,0.758,0.505,4.81,7.41,7.07,0.00,0.000,1.01,1.01,1.01,0.832,0.00039
340000,1483,1.486,0.046,8.31,138662,133084,1530,0,4088,14,965698.7,0.3,0.055,0.238,0.694,0.013,321,7.96,3.57,0.03,0.31,0.00,0.00,0.06,0.43,7.87,3.56,0.00,0.00,0.000,0.000,229,0.148,0.885,0.000,0.000,0.115,273386,272646,3,0.833,0.000,0.030,508138,0.039,0.404,0.003,96.10,81445,0,0.023,0.000,0.000,4475547,1.01,18.29,0.000,0.000,0.000,3,8,12,36,11800,0.045,67.34,0.0083,0.000,42,0.836,0.000,0.755,0.497,4.83,7.59,7.03,0.00,0.000,1.01,1.01,1.01,0.836,0.00037
350000,1523,1.434,0.043,8.75,140369,134609,1499,1,4220,20,968290.3,0.0,0.063,0.215,0.703,0.019,320,7.85,3.79,0.07,0.64,0.00,0.00,0.03,0.23,7.75,3.73,0.00,0.00,0.000,0.000,261,0.124,0.872,0.000,0.000,0.128,277260,276563,4,0.750,0.000,0.018,460098,0.043,0.395,0.003,96.46,82044,15,0.000,1.000,0.000,3867690,1.03,18.44,0.000,0.001,0.000,4,8,12,41,11948,0.046,66.98,0.0082,0.000,39,0.821,0.000,0.757,0.498,4.80,7.23,7.16,0.00,0.000,1.03,1.03,1.02,0.821,0.00036
360000,1470,1.484,0.047,8.91,136836,131153,1542,0,4194,3,954530.7,0.0,0.040,0.214,0.728,0.018,311,8.15,3.88,0.08,0.67,0.00,0.00,0.07,0.49,7.99,3.88,0.00,0.00,0.000,0.000,285,0.084,0.878,0.000,0.000,0.122,276718,275650,3,0.870,0.000,0.033,387966,0.046,0.400,0.003,95.69,86694,0,0.000,0.000,0.000,3929509,1.03,17.76,0.000,0.000,0.000,4,8,12,40,11978,0.046,67.75,0.0081,0.022,27,0.844,0.000,0.754,0.510,4.82,6.98,7.30,0.00,0.000,1.04,1.04,1.03,0.844,0.00032
370000,1479,1.461,0.046,9.04,134219,128681,1582,0,3947,11,953024.4,0.3,0.036,0.219,0.703,0.042,307,8.02,3.66,0.09,0.98,0.00,0.04,0.05,0.34,7.87,3.58,0.00,0.00,0.001,0.037,286,0.064,0.872,0.000,0.000,0.128,276612,274981,3,0.842,0.005,0.035,454565,0.046,0.403,0.003,95.65,88995,0,0.023,0.000,0.000,4090699,1.04,17.71,0.000,0.000,0.000,4,8,12,37,11858,0.045,67.78,0.0082,0.016,22,0.851,0.000,0.759,0.519,4.68,6.77,7.11,0.00,0.000,1.04,1.04,1.04,0.851,0.00033
380000,1478,1.470,0.043,9.02,134811,129441,1576,0,3795,11,953996.6,0.0,0.064,0.195,0.710,0.031,318,7.88,3.63,0.09,1.23,0.00,0.05,0.10,0.66,7.69,3.51,0.00,0.00,0.003,0.052,235,0.185,0.882,0.000,0.000,0.118,280624,278951,4,0.813,0.001,0.035,509665,0.040,0.394,0.003,95.89,86691,0,0.002,0.000,0.000,3355045,1.04,18.11,0.000,0.000,0.000,3,8,11,39,11648,0.044,67.55,0.0084,0.000,31,0.827,0.000,0.709,0.524,4.62,6.74,6.48,0.00,0.000,1.04,1.04,1.03,0.827,0.00033
390000,1511,1.435,0.042,9.09,138543,132903,1613,0,3994,17,960112.4,0.4,0.045,0.180,0.706,0.069,311,8.00,3.79,0.08,0.79,0.00,0.00,0.05,0.40,7.87,3.66,0.00,0.00,0.000,0.000,259,0.122,0.874,0.000,0.000,0.126,284749,283062,3,0.825,0.000,0.023,426075,0.035,0.402,0.003,96.19,89778,0,0.021,0.000,0.000,3001116,1.03,18.01,0.000,0.000,0.000,3,8,12,38,12082,0.046,67.25,0.0081,0.000,46,0.828,0.000,0.696,0.517,4.68,6.68,6.71,0.00,0.000,1.05,1.04,1.03,0.828,0.00029
400000,1485,1.434,0.044,8.82,134584,129421,1493,0,3696,27,958401.1,0.0,0.054,0.186,0.690,0.069,309,8.11,3.60,0.03,0.39,0.00,0.11,0.07,0.43,8.01,3.58,0.00,0.00,0.001,0.037,280,0.086,0.867,0.000,0.000,0.133,282463,280919,3,0.832,0.000,0.039,427944,0.047,0.396,0.003,96.12,92250,0,0.000,0.000,0.000,3087411,1.02,17.71,0.000,0.001,0.000,3,8,12,29,12048,0.046,67.32,0.0081,0.000,62,0.825,0.000,0.724,0.528,4.67,6.76,6.82,0.00,0.000,1.02,1.02,1.02,0.825,0.00032
410000,1468,1.503,0.042,8.95,133768,128764,1597,0,3424,18,957456.6,0.4,0.095,0.185,0.690,0.031,313,8.04,3.71,0.03,0.43,0.00,0.09,0.18,0.90,7.82,3.59,0.00,0.00,0.001,0.027,280,0.056,0.884,0.000,0.000,0.116,280698,278941,3,0.843,0.002,0.097,1006650,0.044,0.395,0.003,95.95,90554,0,0.024,0.000,0.000,3007217,1.02,17.80,0.000,0.000,0.000,4,8,12,35,11806,0.045,67.49,0.0083,0.000,42,0.814,0.000,0.736,0.528,4.63,6.89,6.78,0.00,0.000,1.02,1.01,1.02,0.814,0.00033
420000,1488,1.472,0.043,8.67,136735,131521,1540,1,3653,20,956426.9,0.1,0.120,0.168,0.684,0.028,322,7.97,3.61,0.02,0.25,0.00,0.05,0.07,0.59,7.87,3.59,0.00,0.00,0.003,0.052,247,0.080,0.866,0.000,0.000,0.134,281244,278900,3,0.841,0.034,0.030,1071304,0.037,0.396,0.003,95.99,86864,39,0.003,1.000,0.000,2650711,1.01,18.18,0.000,0.001,0.000,4,8,12,36,11852,0.045,67.45,0.0082,0.000,33,0.799,0.000,0.737,0.518,4.68,6.97,6.58,0.00,0.000,1.01,1.01,1.01,0.799,0.00032
