step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent
110000,1840,1.536,0.127,6.20,143449,126946,1781,0,14607,2,1196152.1,0.0,0.117,0.204,0.589,0.090,401,7.62,4.34,0.02,0.27,0.05,0.67,0.01,0.18,7.55,4.24,0.00,0.00,0.003,0.045,182,0.234,0.887,0.000,0.000,0.113,352607,351325,3,0.666,0.000,0.004,180135,0.078,0.775,0.012,121.23,80254,0,0.000,0.000,0.000,5063934,1.01,18.40,0.000,0.000,0.000,2,7,12,44,14026,0.054,42.09,0.0086,0.007,7,0.875,0.000,0.747,0.598,3.79,3.64,6.24,0.00,0.001,1.01,1.01,1.01,0.875,0.00021
120000,1732,1.536,0.118,5.65,151485,135151,1717,0,14725,3,1200426.4,1.1,0.131,0.086,0.634,0.149,395,8.11,4.12,0.03,0.54,0.03,0.56,0.02,0.61,8.02,3.98,0.00,0.00,0.001,0.022,168,0.294,0.894,0.001,0.000,0.105,363663,362098,3,0.712,0.000,0.002,89381,0.129,0.743,0.010,121.07,74459,0,0.382,0.000,0.000,1549741,1.01,17.88,0.000,0.001,0.000,4,7,12,44,14040,0.054,42.24,0.0086,0.001,11,0.724,0.000,0.726,0.589,4.05,3.83,6.61,0.00,0.002,1.00,1.01,1.01,0.724,0.00020
130000,1793,1.518,0.118,5.37,144531,127787,1717,0,14966,3,1189397.4,0.7,0.110,0.095,0.632,0.163,426,7.83,4.05,0.02,0.27,0.06,0.70,0.02,0.41,7.73,3.88,0.00,0.00,0.004,0.041,167,0.201,0.892,0.000,0.000,0.108,360507,358986,2,0.794,0.148,0.004,65459,0.124,0.738,0.010,120.86,71337,0,0.247,0.000,0.000,1998624,1.01,18.06,0.000,0.000,0.000,3,7,12,40,14035,0.054,42.46,0.0086,0.002,11,0.739,0.000,0.740,0.604,4.06,3.98,6.75,0.00,0.000,1.00,1.01,1.01,0.739,0.00019
140000,1904,1.489,0.113,5.67,150288,133119,1801,0,15257,5,1193022.4,0.8,0.099,0.113,0.647,0.142,415,7.07,3.61,0.01,0.18,0.01,0.22,0.02,0.41,7.03,3.55,0.00,0.00,0.001,0.020,170,0.371,0.902,0.000,0.000,0.098,361903,361067,3,0.752,0.000,0.003,59043,0.146,0.734,0.010,121.20,72275,0,0.164,0.000,0.000,2804767,1.00,18.57,0.000,0.000,0.000,3,7,12,38,13465,0.051,42.12,0.0089,0.016,7,0.810,0.000,0.782,0.589,3.53,3.29,6.42,0.00,0.000,1.00,1.00,1.00,0.810,0.00017
150000,1746,1.540,0.117,5.85,147911,131176,1703,0,15190,1,1194339.0,0.4,0.115,0.114,0.664,0.107,419,8.16,4.03,0.01,0.20,0.02,0.41,0.01,0.23,8.12,3.96,0.00,0.00,0.002,0.037,169,0.199,0.884,0.000,0.000,0.116,365965,363817,3,0.694,0.000,0.004,77483,0.161,0.740,0.010,120.71,73903,0,0.404,0.000,0.000,2649451,1.00,17.74,0.000,0.000,0.000,3,7,12,39,14248,0.054,42.60,0.0084,0.005,8,0.812,0.000,0.777,0.600,4.17,4.25,6.51,0.00,0.000,1.00,1.00,1.00,0.812,0.00018
160000,1805,1.533,0.121,5.86,147949,129940,1676,0,16274,2,1190979.9,0.2,0.122,0.065,0.656,0.157,415,7.62,3.93,0.05,0.96,0.02,0.51,0.01,0.26,7.53,3.74,0.00,0.00,0.001,0.024,170,0.281,0.891,0.000,0.000,0.109,363297,362390,3,0.687,0.000,0.003,118864,0.124,0.743,0.010,120.68,72112,0,0.076,0.000,0.000,890604,1.02,18.33,0.000,0.000,0.000,3,7,12,40,13754,0.052,42.64,0.0088,0.000,18,0.615,0.000,0.767,0.598,3.82,3.70,6.36,0.00,0.001,1.01,1.03,1.02,0.616,0.00020
170000,1682,1.570,0.121,5.88,149481,131046,1738,0,16820,2,1202056.4,0.2,0.105,0.051,0.643,0.201,390,8.10,3.80,0.02,0.54,0.01,0.25,0.01,0.13,8.06,3.72,0.00,0.00,0.002,0.031,168,0.170,0.886,0.000,0.000,0.114,367410,366690,3,0.688,0.000,0.004,107959,0.094,0.735,0.010,120.90,76503,0,0.103,0.000,0.000,673319,1.01,18.15,0.000,0.000,0.000,3,7,12,39,13625,0.052,42.42,0.0089,0.000,13,0.602,0.000,0.732,0.598,4.32,4.76,6.37,0.00,0.000,1.01,1.01,1.01,0.602,0.00018
180000,1738,1.539,0.124,6.02,137024,117036,1823,0,18109,4,1196092.5,0.8,0.106,0.041,0.581,0.273,402,7.32,4.12,0.04,0.63,0.00,0.09,0.03,0.61,7.24,3.91,0.00,0.00,0.001,0.024,153,0.184,0.910,0.000,0.000,0.090,393240,390877,3,0.649,0.064,0.005,86682,0.141,0.741,0.010,121.20,75435,0,0.191,0.000,0.000,550118,1.01,18.68,0.000,0.000,0.000,3,7,12,45,12720,0.049,42.12,0.0095,0.000,22,0.625,0.000,0.783,0.654,3.76,4.20,5.96,0.00,0.000,1.00,1.02,1.02,0.625,0.00013
190000,1663,1.551,0.124,5.30,137841,118952,1702,0,17262,2,1191637.1,0.4,0.088,0.058,0.533,0.321,393,8.03,3.84,0.01,0.19,0.00,0.00,0.04,0.70,7.99,3.80,0.00,0.00,0.000,0.000,178,0.178,0.898,0.000,0.000,0.102,382241,380023,3,0.867,0.000,0.007,113936,0.123,0.752,0.010,119.94,77629,0,0.191,0.000,0.000,1151448,1.01,17.45,0.000,0.000,0.000,3,8,12,42,13361,0.051,43.37,0.0090,0.038,0,0.726,0.000,0.778,0.643,4.14,4.70,6.80,0.00,0.000,1.01,1.01,1.01,0.726,0.00014
200000,1870,1.512,0.120,5.66,129567,111895,1950,0,15515,2,1159582.4,0.2,0.106,0.196,0.511,0.187,391,6.70,4.34,0.02,0.33,0.02,0.48,0.02,0.22,6.64,4.21,0.00,0.00,0.001,0.019,202,0.186,0.921,0.000,0.000,0.079,340035,336000,2,0.867,0.014,0.009,131759,0.100,0.744,0.010,117.09,77037,0,0.118,0.000,0.000,5568659,1.01,19.35,0.000,0.000,0.000,2,7,12,50,12523,0.048,46.22,0.0093,0.119,3,0.884,0.000,0.761,0.624,3.53,3.70,6.18,0.00,0.001,1.01,1.01,1.01,0.884,0.00020
210000,1956,1.460,0.117,5.53,139940,122356,2288,0,15210,0,1153196.0,0.0,0.111,0.287,0.492,0.110,385,6.74,4.25,0.01,0.17,0.00,0.06,0.02,0.34,6.71,4.24,0.00,0.00,0.001,0.023,203,0.173,0.898,0.000,0.000,0.102,339574,332737,4,0.917,0.027,0.007,149098,0.114,0.731,0.010,117.80,74663,0,0.000,0.000,0.000,9218036,1.01,19.46,0.000,0.000,0.000,3,7,12,40,13179,0.050,45.51,0.0088,0.079,0,0.926,0.000,0.739,0.594,3.67,4.19,6.67,0.00,0.000,1.01,1.01,1.01,0.926,0.00017
220000,1842,1.532,0.119,5.12,151423,134776,2085,0,14676,7,1175718.8,0.7,0.155,0.283,0.462,0.100,374,7.34,4.39,0.01,0.20,0.02,0.32,0.04,0.53,7.28,4.29,0.00,0.00,0.002,0.031,193,0.198,0.890,0.000,0.000,0.110,349155,341987,5,0.965,0.000,0.009,112322,0.124,0.737,0.010,119.79,72019,0,0.107,0.000,0.000,9010558,1.00,18.64,0.000,0.000,0.000,3,7,12,54,13529,0.052,43.52,0.0088,0.009,12,0.927,0.000,0.695,0.572,3.87,4.08,6.88,0.00,0.000,1.00,1.00,1.00,0.927,0.00019
230000,1788,1.487,0.099,5.13,162383,144213,1905,0,16319,0,1203468.2,0.0,0.201,0.258,0.447,0.094,405,6.88,3.70,0.00,0.00,0.03,0.25,0.01,0.19,6.84,3.67,0.00,0.00,0.003,0.038,166,0.228,0.894,0.000,0.000,0.106,354064,352985,1,1.000,0.000,0.006,144335,0.142,0.668,0.008,120.49,69665,0,0.000,0.000,0.000,8140492,1.00,19.24,0.000,0.000,0.000,2,7,12,40,12295,0.047,42.83,0.0098,0.000,4,0.931,0.000,0.766,0.546,3.86,4.00,6.88,0.00,0.000,1.00,1.00,1.00,0.931,0.00016
240000,1785,1.514,0.109,5.45,148735,129769,2067,10,16892,59,1161588.1,28.8,0.206,0.281,0.436,0.076,406,7.37,4.44,0.03,0.70,0.01,0.17,0.03,0.46,7.30,4.17,0.00,0.05,0.000,0.011,190,0.131,0.891,0.001,0.000,0.109,334789,334327,1,1.000,0.000,0.015,138275,0.119,0.729,0.010,116.96,72074,16,0.489,0.900,0.000,7415073,1.01,19.24,0.000,0.002,0.001,2,7,12,62,13153,0.050,46.36,0.0089,0.000,14,0.930,0.000,0.724,0.560,3.91,4.81,5.97,0.00,0.001,1.00,1.01,1.01,0.930,0.00017
250000,1871,1.504,0.110,5.49,158324,138583,1759,18,17878,77,1212760.2,31.0,0.190,0.241,0.455,0.114,375,7.16,4.14,0.00,0.16,0.01,0.16,0.01,0.19,7.14,4.13,0.00,0.00,0.001,0.014,145,0.167,0.901,0.000,0.000,0.099,350482,349238,1,1.000,0.000,0.002,195173,0.094,0.720,0.010,121.15,75705,2,0.402,1.000,0.000,6073606,1.00,19.62,0.000,0.000,0.000,2,6,12,34,13399,0.051,42.16,0.0091,0.000,12,0.916,0.000,0.722,0.553,3.95,4.54,5.95,0.00,0.000,1.00,1.00,1.00,0.916,0.00017
260000,1879,1.513,0.115,5.59,159436,139949,1847,0,17632,1,1197280.8,0.1,0.192,0.206,0.436,0.167,369,7.38,4.68,0.01,0.19,0.00,0.14,0.05,0.62,7.32,4.61,0.00,0.00,0.000,0.003,161,0.197,0.895,0.000,0.000,0.105,360528,359778,1,0.902,0.098,0.015,137248,0.144,0.726,0.010,121.03,67400,0,0.098,0.000,0.000,4932836,1.00,19.42,0.000,0.000,0.000,2,6,12,50,13875,0.053,42.29,0.0087,0.000,13,0.906,0.000,0.627,0.562,4.03,4.69,5.87,0.00,0.000,1.00,1.01,1.00,0.907,0.00016
270000,1686,1.527,0.109,5.66,159921,140558,1761,0,17795,3,1208725.2,0.2,0.197,0.172,0.416,0.215,370,7.80,4.52,0.03,0.42,0.02,0.35,0.00,0.11,7.75,4.43,0.00,0.00,0.003,0.052,155,0.249,0.880,0.000,0.000,0.120,373136,372282,1,0.821,0.179,0.003,124725,0.129,0.707,0.009,120.89,69811,0,0.050,0.000,0.000,3929940,1.01,19.02,0.001,0.000,0.000,2,7,12,64,13156,0.050,42.43,0.0092,0.000,14,0.900,0.000,0.604,0.575,4.39,5.15,6.20,0.00,0.000,1.01,1.01,1.01,0.900,0.00016
280000,1739,1.579,0.112,5.60,149979,132412,1811,0,15703,8,1210253.8,0.6,0.171,0.119,0.463,0.247,376,7.92,4.46,0.02,0.42,0.01,0.12,0.03,0.40,7.87,4.39,0.00,0.00,0.001,0.016,171,0.235,0.901,0.000,0.000,0.099,370842,370245,2,0.835,0.000,0.006,122105,0.119,0.701,0.009,121.04,70166,0,0.075,0.000,0.000,2318858,1.01,18.70,0.000,0.000,0.000,2,8,12,42,13776,0.053,42.27,0.0088,0.000,5,0.859,0.000,0.613,0.599,4.36,4.75,6.31,0.00,0.000,1.01,1.01,1.00,0.859,0.00016
290000,1783,1.538,0.105,5.72,154269,136491,1807,0,15927,0,1206866.1,0.0,0.133,0.076,0.517,0.275,360,7.90,4.53,0.01,0.09,0.02,0.74,0.03,0.45,7.84,4.50,0.00,0.00,0.001,0.027,173,0.186,0.901,0.000,0.000,0.099,362681,362220,2,0.847,0.000,0.013,115881,0.114,0.686,0.009,121.31,69529,0,0.000,0.000,0.000,1342247,1.00,18.51,0.000,0.000,0.000,3,8,12,60,14078,0.054,42.01,0.0086,0.003,8,0.765,0.000,0.637,0.579,4.27,5.00,6.30,0.00,0.000,1.00,1.00,1.01,0.765,0.00018
300000,1791,1.508,0.103,6.17,157625,139332,1999,0,16286,4,1203774.2,0.3,0.133,0.072,0.500,0.295,335,7.48,4.02,0.01,0.16,0.01,0.19,0.03,0.44,7.43,4.02,0.00,0.00,0.001,0.030,164,0.248,0.879,0.000,0.000,0.121,352846,351678,2,0.802,0.000,0.006,101261,0.102,0.659,0.008,121.31,73530,0,0.077,0.000,0.000,1387326,1.01,19.46,0.000,0.000,0.000,2,7,12,35,13395,0.051,42.00,0.0090,0.052,2,0.731,0.000,0.634,0.558,4.57,6.56,6.16,0.00,0.000,1.01,1.01,1.01,0.731,0.00020
310000,1826,1.512,0.106,5.30,165424,147349,1943,0,16097,19,1204421.8,0.8,0.170,0.144,0.425,0.261,314,7.55,4.04,0.03,0.37,0.05,0.84,0.01,0.28,7.46,3.81,0.00,0.00,0.002,0.035,139,0.289,0.882,0.000,0.000,0.118,363896,362520,1,1.000,0.000,0.002,66835,0.161,0.661,0.008,120.94,81203,0,0.040,0.000,0.000,4493162,1.01,19.50,0.000,0.001,0.000,3,6,12,52,13791,0.053,42.37,0.0088,0.001,14,0.870,0.000,0.601,0.549,4.76,7.06,7.11,0.00,0.001,1.01,1.01,1.02,0.870,0.00018
320000,1908,1.472,0.104,5.58,174319,155140,2153,0,16944,7,1217172.0,0.6,0.200,0.137,0.409,0.255,326,6.28,3.38,0.00,0.15,0.04,0.49,0.00,0.08,6.23,3.31,0.00,0.00,0.003,0.039,133,0.377,0.859,0.000,0.000,0.141,390375,390196,1,0.866,0.134,0.002,42446,0.145,0.662,0.008,121.73,75124,0,0.081,0.000,0.000,4560180,1.00,21.17,0.000,0.000,0.000,3,6,12,32,11978,0.046,41.58,0.0102,0.001,9,0.903,0.000,0.630,0.556,4.39,7.35,6.93,0.00,0.000,1.00,1.00,1.00,0.903,0.00012
330000,1945,1.478,0.101,5.58,167206,147256,2460,0,17453,0,1219420.4,0.0,0.206,0.102,0.409,0.283,311,6.43,3.39,0.01,0.14,0.02,0.30,0.01,0.21,6.39,3.37,0.00,0.00,0.001,0.025,119,0.390,0.882,0.000,0.000,0.118,404776,404304,1,0.823,0.177,0.005,57350,0.152,0.650,0.008,122.03,78045,0,0.000,0.000,0.000,3603766,1.01,20.92,0.000,0.000,0.000,3,6,12,32,12497,0.048,41.29,0.0098,0.000,10,0.896,0.000,0.644,0.589,4.34,6.78,6.78,0.00,0.000,1.01,1.01,1.01,0.896,0.00009
340000,1808,1.477,0.100,5.61,175276,156856,2187,0,16370,3,1215674.9,0.5,0.179,0.084,0.535,0.202,306,7.51,3.36,0.01,0.33,0.02,0.24,0.01,0.34,7.46,3.33,0.00,0.00,0.003,0.039,137,0.311,0.879,0.000,0.000,0.121,390129,389626,1,1.000,0.000,0.003,49280,0.142,0.649,0.008,121.99,81199,0,0.178,0.000,0.000,2424206,1.00,19.29,0.000,0.000,0.000,4,6,12,26,13572,0.052,41.32,0.0090,0.000,11,0.827,0.000,0.609,0.553,4.86,6.77,7.33,0.00,0.000,1.00,1.00,1.00,0.827,0.00012
350000,1595,1.584,0.101,5.31,160000,142524,1956,0,15733,3,1206134.4,0.4,0.158,0.101,0.591,0.151,314,8.41,4.39,0.06,0.40,0.04,0.38,0.02,0.26,8.29,4.32,0.00,0.00,0.007,0.054,161,0.176,0.905,0.000,0.000,0.095,375423,374485,2,0.845,0.000,0.004,89981,0.125,0.677,0.008,121.35,79983,0,0.140,0.000,0.000,2333226,1.02,18.32,0.000,0.000,0.000,3,8,12,52,13416,0.051,41.97,0.0091,0.053,6,0.785,0.000,0.574,0.577,4.98,6.42,6.96,0.00,0.000,1.02,1.02,1.05,0.785,0.00017
360000,1742,1.529,0.092,5.46,133307,116236,1937,0,14987,1,1177815.9,0.8,0.132,0.157,0.495,0.216,361,7.62,4.11,0.02,0.39,0.01,0.37,0.00,0.07,7.59,4.01,0.00,0.00,0.001,0.024,158,0.197,0.909,0.000,0.000,0.091,353078,352774,1,0.839,0.161,0.001,40102,0.178,0.655,0.008,117.83,73778,0,0.796,0.000,0.000,4193747,1.01,19.10,0.000,0.000,0.000,2,7,12,44,13272,0.051,45.49,0.0089,0.047,6,0.832,0.000,0.573,0.626,4.54,6.17,6.33,0.00,0.000,1.01,1.01,1.01,0.832,0.00018
370000,1803,1.534,0.095,5.57,155046,136650,2123,0,16212,0,1192410.8,0.0,0.122,0.191,0.519,0.168,324,7.59,4.21,0.01,0.12,0.05,0.32,0.02,0.33,7.51,4.17,0.00,0.00,0.005,0.048,167,0.200,0.886,0.000,0.000,0.114,353679,353241,1,1.000,0.000,0.004,111461,0.095,0.654,0.008,120.03,78989,0,0.000,0.000,0.000,5598519,1.00,19.22,0.000,0.000,0.000,2,7,12,38,13680,0.052,43.29,0.0088,0.012,9,0.888,0.000,0.553,0.566,4.63,6.08,6.36,0.00,0.000,1.01,1.00,1.00,0.888,0.00017
380000,1713,1.529,0.099,5.76,148154,131307,2047,0,14890,6,1187171.8,0.7,0.133,0.180,0.477,0.210,329,7.60,3.85,0.00,0.15,0.02,0.19,0.02,0.38,7.57,3.85,0.00,0.00,0.002,0.021,178,0.137,0.890,0.000,0.000,0.110,355801,355322,2,0.849,0.000,0.004,98424,0.106,0.680,0.008,119.13,78857,0,0.111,0.000,0.000,5475250,1.00,18.98,0.000,0.000,0.000,3,7,12,35,13025,0.050,44.19,0.0092,0.067,4,0.878,0.000,0.620,0.587,4.70,6.50,6.93,0.00,0.000,1.00,1.00,1.00,0.878,0.00018
390000,1849,1.473,0.091,5.74,154568,137133,1914,0,15385,4,1204111.4,0.6,0.082,0.163,0.530,0.225,308,7.32,3.40,0.01,0.12,0.01,0.18,0.01,0.25,7.29,3.37,0.00,0.00,0.001,0.020,210,0.133,0.898,0.000,0.000,0.102,366921,366331,2,0.858,0.000,0.004,86766,0.103,0.646,0.007,120.72,85848,0,0.159,0.000,0.000,4462682,1.00,18.91,0.000,0.000,0.000,4,7,12,32,13528,0.052,42.60,0.0089,0.000,14,0.856,0.000,0.668,0.582,4.50,6.65,6.97,0.00,0.000,1.00,1.00,1.00,0.856,0.00018
400000,1836,1.481,0.094,5.77,161729,144803,2001,0,14938,4,1211781.1,0.5,0.107,0.180,0.478,0.235,303,7.51,3.47,0.01,0.19,0.01,0.30,0.03,0.43,7.46,3.46,0.00,0.00,0.001,0.025,168,0.179,0.896,0.000,0.000,0.104,365000,364531,1,1.000,0.000,0.010,90383,0.098,0.656,0.008,121.95,82661,0,0.130,0.000,0.000,5163114,1.01,19.22,0.000,0.000,0.000,3,8,12,30,13786,0.053,41.37,0.0088,0.000,7,0.876,0.000,0.690,0.560,4.65,6.85,6.83,0.00,0.000,1.00,1.00,1.01,0.876,0.00018
410000,1962,1.493,0.093,5.69,158782,142071,1930,0,14655,5,1192837.6,0.2,0.102,0.135,0.536,0.227,312,6.99,4.30,0.02,0.47,0.07,1.27,0.01,0.31,6.89,3.97,0.00,0.00,0.002,0.039,181,0.171,0.912,0.001,0.000,0.087,357202,356757,1,0.834,0.166,0.003,116023,0.130,0.647,0.007,120.58,87422,0,0.043,0.000,0.000,3230940,1.01,19.64,0.000,0.000,0.000,2,6,12,52,13709,0.052,42.74,0.0088,0.000,11,0.836,0.000,0.690,0.559,4.22,6.26,6.13,0.00,0.001,1.00,1.00,1.01,0.836,0.00017
420000,1851,1.493,0.090,5.78,155370,138810,2050,0,14621,1,1205434.0,0.2,0.096,0.151,0.490,0.263,305,7.35,3.60,0.01,0.16,0.01,0.12,0.02,0.30,7.31,3.58,0.00,0.00,0.001,0.009,143,0.136,0.904,0.000,0.000,0.096,352910,352199,2,0.878,0.000,0.008,185868,0.130,0.640,0.007,121.38,87671,0,0.227,0.000,0.000,3956241,1.00,19.44,0.000,0.000,0.000,3,8,12,44,13596,0.052,41.94,0.0089,0.000,18,0.864,0.000,0.620,0.563,4.64,6.92,6.93,0.00,0.000,1.00,1.00,1.00,0.864,0.00018
