step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent
110000,1434,1.532,0.114,9.76,133539,118746,1482,0,13317,1,960491.7,0.0,0.211,0.283,0.406,0.100,344,8.51,4.22,0.01,0.14,0.01,0.14,0.03,0.38,8.45,4.25,0.00,0.00,0.001,0.016,202,0.207,0.884,0.000,0.000,0.116,272707,269880,5,0.455,0.013,0.008,92520,0.113,0.731,0.011,95.88,82762,0,0.000,0.000,0.000,5935752,1.01,17.58,0.000,0.000,0.000,4,8,12,36,12199,0.047,67.56,0.0079,0.000,41,0.891,0.000,0.612,0.517,4.79,7.17,6.52,0.00,0.001,1.01,1.01,1.01,0.891,0.00031
120000,1461,1.466,0.101,9.92,140979,125303,1634,0,14015,31,955560.9,0.0,0.205,0.262,0.442,0.091,337,8.16,3.73,0.00,0.09,0.02,0.30,0.03,0.53,8.10,3.76,0.00,0.00,0.002,0.037,159,0.220,0.884,0.000,0.000,0.116,276808,273481,5,0.435,0.014,0.008,79173,0.106,0.700,0.010,95.86,82904,0,0.000,0.000,0.000,5156896,1.00,18.14,0.000,0.000,0.000,3,8,12,32,11920,0.045,67.58,0.0081,0.000,38,0.876,0.000,0.643,0.497,4.86,6.75,6.51,0.00,0.000,1.00,1.00,1.00,0.876,0.00028
130000,1426,1.497,0.097,10.17,137015,121015,1534,0,14501,2,966611.3,0.1,0.146,0.297,0.435,0.122,327,8.31,4.40,0.00,0.07,0.03,0.51,0.03,0.58,8.25,4.36,0.00,0.00,0.003,0.056,192,0.147,0.874,0.000,0.000,0.126,269037,265630,4,0.400,0.073,0.006,99340,0.094,0.682,0.009,95.98,87252,0,0.047,0.000,0.000,5707332,1.00,17.70,0.000,0.000,0.000,4,8,12,40,11843,0.045,67.46,0.0082,0.000,34,0.879,0.000,0.665,0.497,4.59,5.86,6.65,0.00,0.000,1.00,1.00,1.00,0.879,0.00032
140000,1479,1.485,0.090,10.58,138289,121493,1545,0,15198,1,961085.8,0.2,0.098,0.270,0.497,0.135,327,7.90,3.88,0.01,0.12,0.02,0.55,0.01,0.24,7.86,3.81,0.00,0.00,0.001,0.019,180,0.266,0.886,0.000,0.000,0.114,273085,270305,4,0.402,0.041,0.004,95934,0.094,0.665,0.008,96.02,89797,0,0.227,0.000,0.000,5074585,1.00,17.88,0.000,0.000,0.000,4,8,12,40,11690,0.045,67.42,0.0083,0.000,37,0.862,0.000,0.670,0.500,4.37,5.52,7.00,0.00,0.000,1.00,1.00,1.00,0.862,0.00031
150000,1511,1.473,0.089,11.43,142019,123893,1685,3,16406,29,960048.6,6.5,0.023,0.204,0.622,0.151,314,7.87,3.91,0.01,0.16,0.01,0.30,0.03,0.27,7.82,3.93,0.00,0.00,0.002,0.039,228,0.238,0.904,0.000,0.000,0.096,267981,265585,4,0.455,0.061,0.011,126635,0.083,0.653,0.008,95.95,86649,93,0.223,0.667,0.000,3653365,1.00,17.49,0.000,0.000,0.000,5,8,12,52,11899,0.045,67.49,0.0081,0.000,37,0.829,0.000,0.700,0.476,4.37,5.50,7.02,0.00,0.000,1.00,1.01,1.00,0.829,0.00029
160000,1478,1.479,0.083,11.41,140828,123389,1630,0,15842,5,954430.6,0.4,0.008,0.178,0.638,0.177,311,7.74,3.73,0.00,0.09,0.04,0.71,0.01,0.19,7.69,3.58,0.00,0.00,0.002,0.029,204,0.267,0.903,0.000,0.000,0.097,269255,266560,4,0.434,0.001,0.005,146294,0.088,0.637,0.008,95.60,87361,0,0.087,0.000,0.000,2869853,1.00,17.75,0.000,0.000,0.000,4,8,11,58,11441,0.044,67.84,0.0084,0.016,24,0.791,0.000,0.713,0.483,4.33,5.54,6.89,0.00,0.001,1.00,1.00,1.00,0.791,0.00032
170000,1535,1.440,0.084,11.33,142533,125462,1659,0,15355,1,958318.7,0.2,0.016,0.173,0.651,0.160,299,7.57,3.31,0.01,0.21,0.01,0.22,0.03,0.46,7.53,3.29,0.00,0.00,0.001,0.019,218,0.212,0.911,0.000,0.000,0.089,271659,269025,4,0.445,0.000,0.007,119752,0.096,0.634,0.008,95.81,92457,0,0.174,0.000,0.000,2948947,1.00,17.89,0.000,0.000,0.000,4,8,10,40,11626,0.044,67.63,0.0083,0.009,40,0.806,0.000,0.707,0.481,4.26,5.68,6.66,0.00,0.000,1.01,1.01,1.00,0.806,0.00028
180000,1508,1.446,0.085,11.50,141127,124831,1621,0,14702,0,957836.2,0.0,0.012,0.163,0.655,0.170,285,7.71,3.85,0.01,0.11,0.01,0.24,0.01,0.17,7.68,3.83,0.00,0.00,0.002,0.045,227,0.207,0.891,0.000,0.000,0.109,270426,267621,4,0.430,0.000,0.005,101408,0.104,0.634,0.008,95.86,99415,0,0.000,0.000,0.000,2664240,1.00,17.76,0.000,0.000,0.000,4,8,10,36,11623,0.044,67.57,0.0083,0.000,45,0.791,0.000,0.718,0.483,4.42,6.26,6.59,0.00,0.000,1.00,1.00,1.00,0.791,0.00030
190000,1494,1.477,0.078,11.39,141665,125009,1624,0,15046,0,959887.3,0.0,0.013,0.172,0.674,0.140,279,7.93,3.77,0.02,0.23,0.02,0.32,0.02,0.37,7.87,3.68,0.00,0.00,0.002,0.038,252,0.189,0.892,0.000,0.000,0.108,273737,270000,4,0.442,0.009,0.005,146421,0.084,0.606,0.007,96.08,100256,0,0.000,0.000,0.000,2889397,1.01,17.57,0.000,0.000,0.000,4,8,12,52,11843,0.045,67.36,0.0082,0.000,42,0.799,0.000,0.696,0.488,4.53,6.40,6.94,0.00,0.001,1.02,1.01,1.01,0.799,0.00030
200000,1499,1.476,0.075,11.55,139935,123629,1553,0,14748,1,963124.2,0.1,0.008,0.183,0.660,0.149,281,7.77,3.54,0.03,0.66,0.02,0.28,0.01,0.29,7.72,3.48,0.00,0.00,0.004,0.056,245,0.234,0.895,0.000,0.000,0.105,273493,270090,5,0.435,0.021,0.003,80064,0.120,0.601,0.006,96.22,98864,0,0.136,0.000,0.000,3010818,1.01,17.70,0.000,0.000,0.000,3,8,11,36,11653,0.044,67.22,0.0083,0.000,35,0.797,0.000,0.720,0.494,4.37,6.17,6.70,0.00,0.001,1.01,1.01,1.01,0.797,0.00031
210000,1494,1.450,0.077,11.55,142687,126443,1625,0,14624,19,962266.8,0.1,0.011,0.159,0.635,0.195,272,7.86,3.48,0.01,0.22,0.04,0.60,0.03,0.46,7.77,3.43,0.00,0.00,0.006,0.072,207,0.234,0.896,0.000,0.000,0.104,276230,271985,4,0.435,0.020,0.010,69180,0.111,0.598,0.006,96.07,99331,0,0.007,0.000,0.000,2619945,1.01,17.67,0.000,0.000,0.000,4,8,10,38,11742,0.045,67.37,0.0083,0.010,25,0.780,0.000,0.710,0.488,4.53,6.74,6.64,0.00,0.000,1.01,1.01,1.01,0.780,0.00030
220000,1482,1.448,0.077,11.58,140029,121750,1674,0,16617,4,959244.8,0.6,0.016,0.189,0.642,0.153,270,8.02,3.64,0.01,0.18,0.02,0.36,0.02,0.33,7.97,3.57,0.00,0.00,0.003,0.043,224,0.227,0.896,0.000,0.000,0.104,277051,274307,3,0.497,0.000,0.005,63173,0.106,0.603,0.007,95.77,98746,0,0.150,0.000,0.000,3585825,1.00,17.45,0.000,0.000,0.000,4,8,10,55,11880,0.045,67.67,0.0081,0.015,24,0.832,0.000,0.661,0.499,4.72,6.94,7.23,0.00,0.000,1.01,1.01,1.00,0.832,0.00029
230000,1527,1.449,0.075,11.60,147487,129305,1737,0,16400,1,964661.0,0.3,0.018,0.193,0.663,0.125,266,7.77,3.55,0.01,0.12,0.01,0.18,0.00,0.11,7.75,3.56,0.00,0.00,0.003,0.047,213,0.227,0.904,0.000,0.000,0.096,279155,276281,3,0.475,0.042,0.001,65319,0.120,0.593,0.006,96.35,100609,0,0.278,0.000,0.000,3858382,1.00,17.68,0.000,0.000,0.000,4,8,10,32,11863,0.045,67.09,0.0082,0.000,46,0.835,0.000,0.650,0.476,4.67,7.08,7.18,0.00,0.000,1.01,1.01,1.00,0.835,0.00029
240000,1439,1.498,0.056,11.27,138111,121088,1511,0,15600,5,959167.4,0.8,0.024,0.190,0.653,0.132,285,8.19,3.32,0.01,0.11,0.01,0.12,0.01,0.13,8.17,3.33,0.00,0.00,0.002,0.046,171,0.282,0.927,0.000,0.000,0.073,274140,271761,4,0.517,0.000,0.003,79965,0.099,0.467,0.004,95.73,89268,0,0.151,0.000,0.000,3410385,1.00,17.20,0.000,0.001,0.000,4,9,10,40,11781,0.045,67.71,0.0082,0.000,37,0.822,0.000,0.654,0.501,4.87,7.06,7.06,0.00,0.000,1.00,1.00,1.00,0.822,0.00033
250000,1319,1.534,0.055,11.39,134795,119032,1669,0,14214,2,955042.9,0.1,0.018,0.173,0.672,0.137,282,8.78,4.20,0.02,0.23,0.01,0.19,0.04,0.63,8.71,4.15,0.00,0.00,0.001,0.028,231,0.198,0.917,0.000,0.000,0.083,276302,274072,4,0.522,0.000,0.009,80225,0.099,0.461,0.004,95.55,94804,0,0.058,0.000,0.000,2898632,1.01,16.53,0.000,0.000,0.000,4,9,13,44,11575,0.044,67.89,0.0083,0.000,24,0.809,0.000,0.650,0.516,4.89,6.98,7.18,0.00,0.000,1.01,1.01,1.01,0.809,0.00034
260000,1482,1.438,0.054,11.03,132409,115671,1604,0,14971,6,944389.4,1.4,0.004,0.158,0.677,0.161,286,8.20,3.87,0.01,0.23,0.02,0.50,0.02,0.36,8.15,3.85,0.00,0.00,0.003,0.056,198,0.207,0.910,0.000,0.000,0.090,271518,268665,3,0.444,0.000,0.004,82574,0.093,0.456,0.004,94.21,93785,0,0.240,0.000,0.000,2533115,1.00,17.28,0.000,0.001,0.000,4,9,11,46,12152,0.046,69.22,0.0078,0.000,28,0.796,0.000,0.643,0.517,4.78,6.73,6.82,0.00,0.000,1.01,1.00,1.01,0.796,0.00029
270000,1414,1.480,0.051,11.33,140932,124261,1637,0,15102,8,962155.9,1.1,0.004,0.157,0.682,0.157,266,8.42,3.90,0.03,0.63,0.00,0.09,0.04,0.62,8.35,3.64,0.00,0.00,0.001,0.029,232,0.219,0.888,0.000,0.000,0.112,281528,279484,4,0.429,0.038,0.008,74261,0.097,0.439,0.003,96.08,98599,0,0.135,0.000,0.000,2497338,1.01,16.84,0.000,0.001,0.000,4,9,11,58,11901,0.045,67.36,0.0082,0.000,34,0.810,0.000,0.630,0.504,4.69,7.02,6.76,0.00,0.000,1.02,1.01,1.01,0.810,0.00029
280000,1399,1.498,0.048,11.00,139064,122588,1631,0,14860,11,962707.7,1.9,0.005,0.165,0.682,0.148,284,8.41,3.88,0.02,0.18,0.03,0.50,0.02,0.29,8.35,3.81,0.00,0.00,0.002,0.037,215,0.257,0.901,0.000,0.000,0.099,281183,278676,4,0.450,0.012,0.006,75990,0.102,0.401,0.003,96.40,90708,0,0.174,0.000,0.000,2589664,1.01,16.99,0.000,0.000,0.000,4,9,11,44,11760,0.045,67.04,0.0082,0.000,38,0.823,0.000,0.662,0.510,4.80,6.89,6.71,0.00,0.000,1.01,1.01,1.01,0.823,0.00030
290000,1361,1.500,0.045,11.19,137383,122861,1652,0,12908,44,955404.4,2.4,0.005,0.164,0.693,0.138,288,8.97,5.86,0.29,2.76,0.02,0.36,0.02,0.30,8.65,3.85,0.00,0.05,0.002,0.039,197,0.299,0.896,0.000,0.000,0.104,274635,272921,4,0.486,0.018,0.007,82471,0.084,0.420,0.003,95.56,90339,0,0.055,0.000,0.000,2528376,1.05,16.74,0.001,0.000,0.001,4,9,10,64,12212,0.047,67.88,0.0081,0.000,20,0.804,0.000,0.632,0.504,5.04,7.07,7.01,0.00,0.001,1.09,1.00,1.05,0.804,0.00031
300000,1340,1.519,0.043,11.29,132979,119585,1592,0,11823,40,964831.6,3.4,0.004,0.151,0.704,0.141,283,9.44,7.48,0.03,0.36,0.01,0.38,0.03,0.41,9.37,7.45,0.00,0.00,0.000,0.011,200,0.294,0.909,0.000,0.000,0.091,266231,264546,5,0.521,0.001,0.008,62518,0.098,0.397,0.003,96.48,89609,0,0.086,0.000,0.000,2203440,1.02,16.43,0.015,0.000,0.000,5,9,11,64,12644,0.048,66.96,0.0077,0.000,31,0.779,0.000,0.608,0.505,5.06,7.15,7.27,0.00,0.000,1.03,1.03,1.02,0.779,0.00035
310000,1383,1.477,0.044,11.40,130870,118655,1554,0,10618,21,973380.4,0.1,0.008,0.182,0.729,0.081,285,9.05,7.36,0.02,0.32,0.01,0.20,0.02,0.44,9.00,7.33,0.00,0.00,0.001,0.025,180,0.310,0.897,0.000,0.000,0.103,268643,266871,4,0.508,0.000,0.005,101740,0.095,0.397,0.003,97.41,91463,0,0.007,0.000,0.000,2834795,1.01,17.18,0.011,0.000,0.000,3,9,12,64,12514,0.048,66.03,0.0078,0.001,20,0.798,0.000,0.606,0.517,4.88,6.95,6.93,0.00,0.000,1.02,1.02,1.01,0.798,0.00039
320000,1357,1.511,0.041,11.35,131665,118361,1537,0,11793,3,964817.3,0.2,0.013,0.154,0.762,0.071,279,9.24,7.28,0.01,0.23,0.00,0.05,0.04,0.44,9.19,7.29,0.00,0.00,0.000,0.018,217,0.255,0.909,0.000,0.000,0.091,266968,265207,3,0.536,0.012,0.009,76706,0.089,0.392,0.003,96.84,89741,0,0.079,0.000,0.000,2387624,1.01,16.76,0.013,0.000,0.000,4,9,12,64,12543,0.048,66.60,0.0077,0.017,7,0.778,0.000,0.600,0.511,5.15,7.53,7.37,0.00,0.000,1.01,1.01,1.01,0.778,0.00037
330000,1286,1.552,0.043,11.65,119479,106431,1498,0,11621,5,951384.1,0.2,0.005,0.155,0.780,0.059,295,9.59,7.69,0.01,0.12,0.03,0.34,0.36,3.06,9.19,5.52,0.00,0.00,0.005,0.066,236,0.254,0.907,0.000,0.000,0.093,262333,261030,3,0.507,0.024,0.022,146246,0.113,0.405,0.003,95.25,83202,0,0.034,0.000,0.000,2441522,1.00,16.49,0.015,0.000,0.000,4,9,13,64,12335,0.047,68.18,0.0081,0.030,9,0.789,0.000,0.619,0.549,5.14,7.44,7.41,0.00,0.000,1.00,1.00,1.00,0.789,0.00035
340000,1416,1.501,0.045,11.90,123876,110275,1525,0,11946,19,944929.6,2.4,0.007,0.160,0.780,0.053,278,8.44,3.55,0.02,0.29,0.02,0.22,0.03,0.42,8.37,3.51,0.00,0.00,0.003,0.045,228,0.282,0.910,0.000,0.000,0.090,262774,259986,3,0.547,0.042,0.006,216457,0.101,0.410,0.003,94.74,92050,0,0.128,0.000,0.000,2554035,1.01,16.81,0.000,0.000,0.000,4,9,11,32,11949,0.046,68.70,0.0080,0.030,26,0.792,0.000,0.656,0.533,4.92,7.46,7.05,0.00,0.000,1.01,1.01,1.01,0.792,0.00032
350000,1478,1.445,0.040,12.03,135436,120184,1541,0,13649,8,957180.8,0.1,0.023,0.166,0.751,0.060,261,8.15,3.43,0.05,0.39,0.02,0.31,0.01,0.13,8.08,3.45,0.00,0.04,0.003,0.046,226,0.308,0.880,0.000,0.000,0.120,276456,273774,5,0.614,0.061,0.003,93124,0.076,0.398,0.003,95.52,92045,0,0.014,0.000,0.000,3229102,1.03,17.38,0.000,0.001,0.001,4,9,10,43,12052,0.046,67.92,0.0080,0.022,17,0.838,0.000,0.672,0.514,4.92,7.43,7.16,0.00,0.001,1.03,1.03,1.03,0.838,0.00025
360000,1470,1.451,0.040,12.16,143003,126148,1736,0,15127,7,957322.6,0.2,0.023,0.142,0.778,0.057,264,7.90,3.17,0.04,0.42,0.03,0.36,0.01,0.22,7.82,3.17,0.00,0.00,0.004,0.038,197,0.344,0.904,0.000,0.000,0.096,286038,284179,6,0.718,0.000,0.004,94064,0.076,0.397,0.003,95.53,91602,0,0.027,0.000,0.000,2873014,1.02,17.59,0.000,0.000,0.000,4,9,10,42,11613,0.044,67.91,0.0083,0.012,18,0.851,0.000,0.663,0.503,4.78,7.29,6.91,0.00,0.000,1.03,1.02,1.02,0.851,0.00020
370000,1444,1.476,0.039,11.99,141350,125715,1757,0,13904,6,957071.5,0.4,0.023,0.134,0.777,0.066,262,8.10,4.04,0.04,0.66,0.02,0.35,0.03,0.39,8.01,3.88,0.00,0.00,0.002,0.033,213,0.398,0.929,0.000,0.000,0.071,277813,275376,5,0.695,0.090,0.008,153901,0.086,0.393,0.003,95.60,96110,0,0.065,0.000,0.000,2431127,1.01,17.20,0.001,0.001,0.000,4,9,10,64,11693,0.045,67.84,0.0083,0.000,46,0.817,0.000,0.666,0.494,4.68,7.07,6.67,0.00,0.000,1.02,1.02,1.01,0.817,0.00023
380000,1449,1.472,0.039,12.16,141351,125748,1598,0,14000,13,955969.4,1.7,0.030,0.122,0.769,0.078,268,8.11,3.70,0.03,0.29,0.00,0.04,0.02,0.24,8.06,3.72,0.00,0.00,0.000,0.002,198,0.462,0.903,0.000,0.000,0.097,280835,278570,3,0.870,0.000,0.006,162669,0.130,0.398,0.003,95.46,94708,0,0.132,0.000,0.000,2070840,1.02,16.99,0.000,0.000,0.000,3,9,10,48,11754,0.045,67.97,0.0082,0.004,39,0.797,0.000,0.675,0.499,4.63,6.86,6.96,0.00,0.000,1.02,1.02,1.02,0.797,0.00023
390000,1498,1.492,0.041,12.18,138915,123515,1734,0,13617,6,957671.3,1.1,0.034,0.119,0.782,0.064,268,7.81,3.49,0.03,0.33,0.02,0.26,0.04,0.90,7.72,3.42,0.00,0.00,0.003,0.031,195,0.447,0.913,0.000,0.000,0.087,278966,277277,3,0.871,0.056,0.007,134521,0.087,0.398,0.003,95.64,92786,0,0.186,0.000,0.000,2154744,1.02,17.29,0.000,0.000,0.000,3,9,9,35,11701,0.045,67.79,0.0083,0.004,35,0.810,0.000,0.674,0.505,4.57,6.72,6.71,0.00,0.000,1.02,1.02,1.02,0.810,0.00020
400000,1494,1.454,0.041,12.48,141012,125590,1655,0,13771,2,958092.2,0.0,0.027,0.126,0.797,0.050,264,7.83,3.68,0.03,0.36,0.00,0.11,0.03,0.61,7.77,3.69,0.00,0.00,0.000,0.009,206,0.439,0.910,0.000,0.000,0.090,273544,271502,3,0.896,0.000,0.004,71236,0.077,0.402,0.003,95.60,89231,0,0.000,0.000,0.000,2228612,1.03,17.23,0.000,0.000,0.000,3,9,10,44,11697,0.045,67.84,0.0083,0.000,27,0.794,0.000,0.671,0.488,4.50,6.91,6.78,0.00,0.001,1.03,1.03,1.02,0.794,0.00024
410000,1537,1.456,0.041,12.42,142355,126494,1701,0,14117,1,961121.4,0.2,0.046,0.120,0.794,0.040,258,7.63,3.78,0.04,0.37,0.00,0.06,0.01,0.21,7.57,3.75,0.00,0.00,0.002,0.041,202,0.385,0.906,0.000,0.000,0.094,274663,272595,2,0.915,0.064,0.005,83649,0.067,0.401,0.003,95.89,93047,0,0.236,0.000,0.000,2273910,1.02,17.47,0.000,0.000,0.000,3,9,10,54,11732,0.045,67.55,0.0083,0.006,29,0.806,0.000,0.687,0.485,4.44,6.68,6.75,0.00,0.000,1.02,1.02,1.02,0.806,0.00021
420000,1459,1.474,0.043,12.18,142706,126578,1575,0,14631,7,956559.4,0.9,0.036,0.109,0.817,0.038,271,8.05,3.49,0.03,0.48,0.00,0.05,0.03,0.59,7.99,3.44,0.00,0.00,0.000,0.013,205,0.476,0.924,0.000,0.000,0.076,274491,271944,3,0.901,0.008,0.008,101605,0.102,0.397,0.003,95.77,89904,0,0.132,0.000,0.000,1744562,1.02,16.95,0.000,0.000,0.000,3,9,10,46,11744,0.045,67.67,0.0082,0.012,20,0.763,0.000,0.688,0.483,4.60,6.75,6.85,0.00,0.000,1.02,1.02,1.02,0.763,0.00024
