step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std
110000,2618,2.332,0.660,9.19,278226,223736,0,40844,13669,1870369,907631.9,2115436.0,0.055,0.717,0.148,0.079,119,27.50,30.51,2.00,4.99,3.11,6.93,0.17,1.58,14.62,10.50,0.35,0.92,0.057,0.124,1246,0.032,0.034,0.940,0.000,0.026,406845,305339,4,0.291,0.470,0.031,658126,0.214,2.514,0.047,16.78,140114,119,1.131,0.379,0.689,15320754,1.50,12.11,0.061,0.353,0.133,5.7,15.7,85.8,162.1,52076,0.199,0.00,0.0024,0.078,479,0.633,0.001,0.729,0.352,3.80,4.76,5.27,0.74,0.137,1.54,1.23,1.65,0.661,0.00876,2.45,200.3639,6925.32,100029.3,140064.9,38.553,99.6856,217.881,385.479,0.940,0.341,20.1,22.941,157.849,302,691.5,77.03,11.635,106.050,2793.0,78.348,0.135,2.00,8.2716,21655.0,0.8257,0.4930,19.89,1.173,0.254,1.0000,0.9880
120000,2730,2.253,0.672,9.36,270356,216175,2,41478,12589,1898491,897369.2,2028134.4,0.043,0.742,0.138,0.076,119,25.49,27.27,1.63,4.27,3.12,6.05,0.12,1.43,13.22,9.89,0.32,0.92,0.078,0.135,1284,0.047,0.044,0.935,0.000,0.020,394586,297863,5,0.314,0.203,0.027,651329,0.205,2.341,0.047,17.49,138838,117,1.068,0.392,0.686,15005260,1.43,12.91,0.045,0.411,0.118,6.2,16.2,69.1,167.1,49392,0.188,0.00,0.0025,0.079,469,0.625,0.000,0.721,0.351,3.55,4.53,5.11,0.63,0.120,1.44,1.19,1.59,0.654,0.00861,2.56,188.8034,6880.54,101066.9,140064.9,37.984,99.8981,209.304,373.360,0.943,0.321,24.3,23.497,157.284,351,850.4,53.14,11.933,105.806,2851.5,76.123,0.134,2.00,7.4804,20421.6,0.8187,0.4887,18.09,1.259,0.320,1.0000,0.6610
130000,3021,2.066,0.668,9.64,287110,227892,3,43920,15004,1923875,908580.1,2103274.5,0.035,0.742,0.139,0.084,118,22.37,25.50,1.37,3.99,2.83,6.07,0.13,1.33,11.85,9.51,0.24,0.83,0.084,0.152,1412,0.048,0.046,0.925,0.000,0.029,416593,313697,5,0.493,0.331,0.023,587540,0.197,2.530,0.047,17.22,145113,117,1.093,0.394,0.703,15820610,1.36,14.22,0.040,0.391,0.086,5.1,14.1,53.2,136.7,48868,0.186,0.00,0.0025,0.086,521,0.623,0.000,0.745,0.346,3.25,4.28,4.71,0.47,0.090,1.38,1.19,1.46,0.652,0.00789,2.49,195.8269,7402.86,99301.6,140064.9,38.310,99.0327,216.410,383.716,0.919,0.323,24.0,23.834,157.522,273,611.7,88.22,11.660,105.824,2535.3,77.883,0.135,2.00,7.3494,22202.6,0.8559,0.4955,16.18,1.259,0.359,1.0000,0.5318
140000,2833,2.162,0.609,8.97,279129,225417,5,39956,13939,1757917,904077.3,2075490.0,0.038,0.730,0.147,0.086,121,23.84,27.66,1.67,4.53,2.38,6.00,0.11,1.11,13.57,8.88,0.29,0.90,0.039,0.096,1142,0.028,0.047,0.931,0.000,0.022,408423,313694,5,0.691,0.054,0.019,755224,0.195,2.269,0.043,16.85,140367,121,1.181,0.382,0.699,15293954,1.42,13.54,0.046,0.314,0.105,6.0,14.0,66.0,146.6,50224,0.192,0.00,0.0024,0.081,505,0.617,0.001,0.745,0.353,3.44,4.46,4.91,0.57,0.106,1.47,1.21,1.53,0.643,0.00826,2.45,198.1708,6590.87,98130.3,140064.9,39.687,98.1693,215.162,370.983,0.924,0.330,21.5,23.412,157.711,237,538.4,67.32,11.143,104.852,2496.1,77.812,0.135,2.00,8.6359,24465.4,0.9106,0.5065,17.73,1.143,0.278,1.0000,1.8009
150000,3126,2.186,0.635,9.54,288764,232975,10,41245,14241,1851922,916347.7,2183672.0,0.041,0.711,0.152,0.095,119,24.05,26.66,1.70,4.79,2.64,6.18,0.26,1.96,12.88,9.18,0.27,0.88,0.061,0.124,1464,0.024,0.042,0.930,0.001,0.028,422200,320757,4,0.609,0.062,0.046,964647,0.202,2.332,0.043,16.74,147074,120,1.179,0.386,0.707,15184601,1.46,13.70,0.041,0.374,0.096,6.0,14.8,63.2,164.6,54636,0.208,0.00,0.0023,0.075,698,0.612,0.001,0.744,0.352,3.43,4.48,4.76,0.53,0.099,1.49,1.29,1.57,0.639,0.00781,2.52,207.4747,6982.54,98633.9,140064.9,39.811,97.1535,224.272,405.180,0.940,0.329,21.8,24.406,157.982,235,540.1,59.67,10.844,104.766,2538.6,79.387,0.134,2.00,7.2487,22659.4,0.7754,0.4998,17.48,1.234,0.345,1.0000,0.9946
160000,2853,2.133,0.605,9.56,301330,239122,6,47005,15470,2030570,922241.9,2192722.2,0.037,0.724,0.153,0.087,117,23.37,25.25,1.51,4.33,2.26,5.65,0.19,1.68,13.45,9.03,0.24,0.79,0.048,0.109,1267,0.029,0.042,0.932,0.001,0.025,435740,323641,7,0.589,0.131,0.031,933154,0.206,2.293,0.042,16.69,157717,113,1.080,0.408,0.698,15881863,1.41,13.56,0.039,0.329,0.090,6.1,14.7,55.7,172.9,49666,0.189,0.00,0.0024,0.082,586,0.618,0.001,0.741,0.345,3.45,4.44,4.85,0.49,0.090,1.43,1.27,1.50,0.647,0.00868,2.41,203.7125,6669.11,100166.9,140064.9,36.841,99.9751,224.898,438.518,0.906,0.344,22.4,24.767,158.235,253,571.8,69.70,11.172,107.902,2294.1,80.181,0.136,2.00,7.9005,22540.2,0.8341,0.4918,17.41,1.205,0.340,1.0000,0.9754
170000,3017,2.154,0.659,10.08,282954,228678,3,39581,14528,1790271,902767.9,2108754.2,0.036,0.728,0.147,0.089,120,23.30,26.83,1.64,4.72,2.80,6.27,0.23,1.72,11.98,9.32,0.30,0.91,0.072,0.129,1387,0.039,0.041,0.933,0.000,0.026,408663,305796,7,0.338,0.292,0.036,937547,0.195,2.400,0.044,16.42,146590,119,1.178,0.394,0.725,15120674,1.44,14.41,0.040,0.420,0.104,5.6,13.9,61.4,179.2,50245,0.192,0.00,0.0025,0.093,584,0.608,0.000,0.733,0.346,3.34,4.27,4.62,0.56,0.104,1.47,1.24,1.57,0.634,0.00788,2.44,201.2174,7192.39,99935.0,140064.9,40.364,97.2488,218.347,374.738,0.942,0.325,22.7,23.766,157.892,276,639.4,46.39,10.714,104.620,2563.2,78.096,0.135,2.00,7.0953,21406.4,0.8102,0.5028,16.65,1.278,0.391,1.0000,1.3361
180000,2840,2.227,0.604,9.64,283614,231171,1,38217,14402,1741416,899395.5,2109810.0,0.037,0.733,0.147,0.083,120,24.50,27.54,1.83,4.49,2.76,6.54,0.16,1.51,13.05,8.96,0.35,0.98,0.059,0.115,1304,0.026,0.037,0.946,0.000,0.017,409823,306242,7,0.260,0.085,0.024,1152283,0.196,2.287,0.043,16.49,145084,120,1.212,0.389,0.726,15646761,1.48,13.57,0.044,0.383,0.122,6.0,14.1,72.5,161.5,50544,0.193,0.00,0.0024,0.089,597,0.615,0.000,0.734,0.346,3.47,4.51,4.80,0.67,0.123,1.48,1.26,1.63,0.640,0.00817,2.56,202.8844,6361.55,99322.6,140064.9,41.224,96.8081,220.023,356.605,0.914,0.330,22.1,23.190,157.681,207,437.9,73.66,10.633,103.573,2735.9,77.722,0.135,2.00,8.1385,23113.4,0.8798,0.5104,17.80,1.239,0.357,1.0000,1.7119
190000,3023,2.267,0.716,10.08,292919,234631,4,41441,16660,1865286,927373.2,2207405.5,0.040,0.741,0.139,0.080,116,26.45,29.66,1.94,4.75,3.30,6.82,0.15,1.05,12.94,10.26,0.37,1.00,0.080,0.133,1484,0.057,0.031,0.945,0.001,0.023,436142,325207,7,0.360,0.099,0.035,898933,0.198,2.533,0.051,16.50,155088,124,1.183,0.388,0.736,16933141,1.49,13.35,0.058,0.451,0.134,5.2,14.5,81.3,164.8,55403,0.211,0.00,0.0024,0.098,582,0.629,0.000,0.746,0.359,3.53,4.50,4.95,0.74,0.134,1.53,1.23,1.65,0.657,0.00803,2.46,208.1317,7803.99,98715.9,140064.9,36.536,100.4976,227.408,446.021,0.954,0.316,26.3,24.285,158.171,313,749.2,78.54,11.064,108.343,2789.9,80.784,0.135,2.00,6.9912,21134.3,0.7865,0.5199,18.33,1.311,0.392,1.0000,0.9750
200000,2868,2.188,0.645,9.96,277153,221175,3,39246,16884,1844588,911602.8,2130753.2,0.051,0.715,0.146,0.089,116,24.60,28.18,1.58,4.25,2.99,6.53,0.18,1.35,13.02,9.75,0.35,0.99,0.068,0.130,1402,0.031,0.037,0.937,0.000,0.026,417858,313110,10,0.276,0.115,0.046,950280,0.200,2.493,0.044,16.51,149236,121,1.155,0.390,0.706,15314641,1.41,13.50,0.053,0.408,0.120,5.7,14.0,75.4,163.7,50998,0.195,0.00,0.0024,0.077,578,0.630,0.000,0.737,0.369,3.47,4.48,4.84,0.65,0.122,1.44,1.17,1.55,0.659,0.00798,2.39,202.5837,7129.90,100269.7,140064.9,38.744,99.9753,216.875,374.387,0.921,0.336,22.2,22.885,157.975,261,628.7,77.72,11.159,106.193,2401.9,78.772,0.135,2.00,7.5044,21522.7,0.7985,0.4996,17.78,1.236,0.368,1.0000,1.1141
