step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2
39000,908,0.4923,7368.6,387,632,208,68,32,30,23,35576,40008,43476,0,0,0,0.846,0.562,0.361,519,76,2
40000,1209,0.4235,11352.3,367,774,313,122,37,33,28,30918,38259,42825,0,0,0,0.899,0.603,0.439,660,106,4
41000,1704,0.3562,17432.8,366,944,558,202,34,57,25,26619,35034,42983,0,0,0,0.834,0.454,0.282,768,152,9
42000,1686,0.3731,20735.7,483,820,684,182,38,38,38,24463,31751,42004,0,0,0,0.866,0.501,0.306,677,237,14
43000,1523,0.3585,23741.2,530,803,451,269,34,34,19,21787,29608,40610,0,0,0,0.932,0.601,0.322,748,208,19
44000,1752,0.3128,20772.3,405,973,599,180,43,41,23,21737,29647,40865,0,0,0,0.888,0.572,0.375,839,259,11
45000,2006,0.3106,23739.4,403,980,804,222,65,62,41,21464,28419,39851,0,0,0,0.814,0.473,0.438,776,235,34
46000,1775,0.3623,23320.9,497,985,550,240,53,41,22,20478,29291,40160,0,0,0,0.828,0.515,0.319,791,226,21
47000,1725,0.3826,21629.0,498,975,548,202,55,42,26,22534,29651,40256,0,0,0,0.895,0.539,0.475,824,208,31
48000,1653,0.4338,21608.6,566,977,511,165,53,36,46,23076,30915,40873,0,0,0,0.891,0.536,0.425,871,192,23
49000,1518,0.4460,17928.2,532,903,432,183,38,24,22,25767,33047,41134,0,0,0,0.898,0.636,0.341,785,217,31
50000,1485,0.4404,14189.4,511,861,457,167,50,55,30,28706,35341,43252,0,0,0,0.884,0.624,0.313,737,227,11
51000,1186,0.5059,9761.7,490,725,297,164,31,35,20,30782,38899,45135,0,0,0,0.878,0.532,0.202,619,121,9
52000,886,0.4977,7868.8,598,596,223,67,30,47,22,32897,40692,46045,0,0,0,0.909,0.563,0.357,532,65,2
53000,585,0.6359,4817.5,713,467,96,22,28,24,12,35839,43164,47832,0,0,0,0.952,0.472,0.319,431,28,1
54000,414,0.5845,4601.4,683,361,40,13,13,24,11,36892,44363,48252,0,0,0,0.951,0.633,0.285,339,13,0
55000,307,0.7687,2815.3,829,263,33,11,7,23,10,38860,44464,47429,0,0,0,0.960,0.725,0.515,245,10,0
56000,404,0.6238,3299.2,581,360,32,12,3,22,11,39598,44800,47070,0,0,0,0.923,0.567,0.237,315,7,0
57000,547,0.4607,5047.5,441,436,85,26,12,41,20,37973,43769,46384,0,0,0,0.893,0.538,0.510,366,25,3
58000,616,0.4935,5949.7,507,413,128,75,18,39,35,36521,42145,46143,0,0,0,0.877,0.567,0.363,360,34,2
59000,772,0.4171,8010.2,386,445,223,104,24,35,35,34861,39862,45087,0,0,0,0.885,0.455,0.383,386,71,19
60000,930,0.3624,11710.7,404,576,261,93,38,34,30,30981,36796,44085,0,0,0,0.913,0.558,0.388,506,111,5
61000,1179,0.4071,15709.2,430,655,324,200,41,44,27,27647,34631,41852,0,0,0,0.930,0.548,0.445,600,144,38
62000,1419,0.3869,16108.7,432,758,441,220,38,43,29,26373,32906,41099,0,0,0,0.870,0.547,0.404,627,176,41
63000,1394,0.4139,16510.8,529,855,415,124,31,39,19,25500,31492,40759,0,0,0,0.849,0.586,0.424,698,191,19
64000,1388,0.3761,18471.8,511,805,455,128,38,41,20,24153,30466,39124,0,0,0,0.873,0.526,0.404,675,153,31
65000,1147,0.4394,19456.0,656,728,309,110,43,29,18,22781,30187,38699,0,0,0,0.893,0.605,0.397,649,129,10
66000,1365,0.3912,22337.2,566,755,392,218,42,39,20,22944,28876,37929,0,0,0,0.865,0.587,0.315,629,188,11
67000,1482,0.4055,21246.1,521,853,506,123,39,33,27,22648,30230,38709,0,0,0,0.870,0.558,0.362,715,222,16
68000,1298,0.3960,18800.4,517,706,411,181,43,22,22,25223,31072,39577,0,0,0,0.872,0.665,0.447,598,219,11
69000,1173,0.4970,16132.5,629,671,369,133,39,25,12,27828,33002,40684,0,0,0,0.902,0.645,0.293,596,189,9
70000,1010,0.4842,14740.1,625,628,296,86,28,32,10,28411,35435,43085,0,0,0,0.907,0.678,0.414,557,160,13
71000,727,0.5942,11261.7,766,494,190,43,27,28,12,31401,37205,43279,0,0,0,0.948,0.764,0.498,462,113,4
72000,570,0.6193,8188.2,901,435,101,34,20,26,12,34018,39878,44506,0,0,0,0.936,0.720,0.543,390,58,4
73000,424,0.5755,4259.7,661,345,59,20,9,18,4,37207,42448,45445,0,0,0,0.959,0.616,0.285,322,21,2
74000,319,0.6552,3393.2,751,281,36,2,5,19,2,38022,43483,45867,0,0,0,0.933,0.720,0.358,255,17,0
75000,285,0.6737,3752.7,850,245,21,19,8,14,6,38741,44347,46483,0,0,0,0.916,0.631,0.280,216,7,0
76000,311,0.6270,3755.4,737,271,31,9,8,23,9,39676,43611,45773,0,0,0,0.860,0.375,0.408,230,11,0
77000,393,0.6616,4113.1,564,307,50,36,9,28,18,39263,43013,45568,0,0,0,0.941,0.647,0.517,283,19,6
78000,538,0.5000,5810.0,558,417,97,24,31,22,7,36437,41772,45302,0,0,0,0.892,0.490,0.384,356,29,4
79000,724,0.5276,7998.2,564,489,149,86,38,18,25,34491,39640,44875,0,0,0,0.873,0.504,0.368,407,55,11
80000,1017,0.4100,12861.7,444,588,280,149,42,32,33,31380,36674,43472,0,0,0,0.860,0.499,0.354,506,100,9
81000,1248,0.3926,16331.6,461,676,338,234,40,21,25,28716,34227,41821,0,0,0,0.897,0.495,0.336,591,115,21
82000,1544,0.3504,21477.6,442,732,480,332,42,32,33,25473,32166,40707,0,0,0,0.894,0.525,0.339,633,159,40
83000,1517,0.3784,24536.2,509,762,485,270,46,28,40,23178,30275,39121,0,0,0,0.883,0.545,0.401,652,181,44
84000,1645,0.4000,29442.9,554,889,532,224,40,38,34,19825,28107,38289,0,0,0,0.891,0.595,0.356,778,223,35
85000,1799,0.3535,27260.0,488,975,579,245,43,49,38,19616,28810,39703,0,0,0,0.839,0.579,0.361,800,212,32
86000,1486,0.4166,24048.6,617,895,480,111,38,39,21,19636,29441,41296,0,0,0,0.857,0.635,0.593,769,222,29
87000,1716,0.3934,23423.9,498,859,562,295,37,32,33,21404,29808,41849,0,0,0,0.883,0.522,0.275,763,225,18
88000,1508,0.4145,23785.0,556,858,413,237,37,32,31,21348,30586,41944,0,0,0,0.903,0.507,0.393,764,152,39
89000,1459,0.4531,18744.4,570,845,427,187,36,34,27,24500,33139,43427,0,0,0,0.877,0.504,0.225,731,156,13
90000,1158,0.4266,15144.0,581,822,263,73,35,45,19,27253,35629,44740,0,0,0,0.919,0.637,0.403,725,116,8
91000,1026,0.4922,13174.8,558,688,227,111,38,34,43,29814,37048,45620,0,0,0,0.900,0.573,0.400,612,102,11
92000,737,0.5360,8084.0,527,497,157,83,35,37,31,34035,39819,46620,0,0,0,0.870,0.601,0.466,409,58,6
93000,439,0.6310,4382.7,667,348,64,27,22,31,15,36906,42225,47632,0,0,0,0.952,0.709,0.435,322,29,3
94000,387,0.6667,4129.5,776,313,46,28,15,25,17,38111,43477,47774,0,0,0,0.969,0.704,0.364,296,17,0
95000,374,0.6791,4949.8,804,301,42,31,14,28,27,37748,44387,48278,0,0,0,0.956,0.558,0.391,281,17,1
96000,390,0.6077,4983.4,641,313,50,27,9,31,26,37191,44604,48808,0,0,0,0.919,0.657,0.460,279,16,0
97000,491,0.4725,6520.3,462,350,94,47,8,45,25,35877,43567,48625,0,0,0,0.903,0.528,0.453,308,25,1
98000,705,0.3716,10528.8,437,407,207,91,34,43,40,32362,41653,48410,0,0,0,0.893,0.471,0.362,344,49,3
99000,967,0.3981,12673.7,389,583,225,159,40,55,47,30295,39395,47499,0,0,0,0.854,0.537,0.277,475,61,12
100000,1211,0.3716,16730.4,407,730,306,175,39,47,35,27736,36198,45634,0,0,0,0.865,0.475,0.274,605,92,8
