step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2
16000,705,0.5957,5656.1,675,586,85,34,23,54,34,36298,45611,48903,0,0,0,0.969,0.815,0.766,540,23,0
17000,1071,0.5397,9702.1,577,758,187,126,50,99,93,34008,44096,48534,0,0,0,0.963,0.754,0.731,684,52,6
18000,1524,0.5413,14558.0,530,883,377,264,85,107,119,31689,41654,47194,0,0,0,0.959,0.716,0.537,786,116,13
19000,1950,0.4944,20700.5,498,1006,538,406,106,108,123,29209,38044,44560,0,0,0,0.911,0.668,0.442,838,162,9
20000,2291,0.5089,25899.3,516,1045,808,438,106,100,100,27767,33828,41375,0,0,0,0.899,0.563,0.380,840,203,11
21000,2800,0.4775,33940.6,510,1313,900,587,106,109,99,24672,30152,37890,0,0,0,0.901,0.549,0.433,1074,245,13
22000,3038,0.4473,35356.3,492,1370,1021,647,141,85,92,23418,27741,36302,0,0,0,0.889,0.564,0.340,1082,309,20
23000,3369,0.4616,39660.1,481,1409,1199,761,144,96,108,21597,25816,34298,0,0,0,0.910,0.568,0.369,1178,397,27
24000,3986,0.4684,42505.7,449,1545,1476,965,141,105,153,20380,25856,35239,0,0,0,0.871,0.517,0.375,1219,390,29
25000,3549,0.4342,36196.0,413,1611,1103,835,142,108,120,19573,26256,36739,0,0,0,0.897,0.563,0.389,1288,285,11
26000,2884,0.4501,30832.1,386,1174,988,722,128,88,78,21770,28003,36516,0,0,0,0.863,0.632,0.438,869,255,16
27000,2667,0.4297,31666.4,415,1025,1034,608,124,86,84,21421,27918,36753,0,0,0,0.910,0.565,0.553,848,278,25
28000,3032,0.4927,29793.0,404,1185,1108,739,144,101,145,24842,29492,35879,0,0,0,0.900,0.601,0.468,964,327,35
29000,2801,0.4970,26252.5,476,1244,1004,553,131,92,92,28096,30789,37536,0,0,0,0.912,0.579,0.390,1023,306,37
30000,2786,0.4953,25918.3,476,1331,832,623,136,105,109,29958,31756,38359,0,0,0,0.914,0.573,0.392,1100,227,33
31000,2380,0.5416,20498.5,490,1177,687,516,180,77,120,33058,35500,40760,0,0,0,0.892,0.592,0.345,975,224,27
32000,1842,0.5841,16769.4,557,1035,544,263,102,89,94,34626,38406,43507,0,0,0,0.929,0.670,0.560,854,180,29
33000,1354,0.5901,11458.8,610,859,327,168,94,77,91,36476,41449,45774,0,0,0,0.971,0.791,0.601,785,144,10
34000,1015,0.6975,7455.5,703,754,161,100,67,79,77,36981,44147,48034,0,0,0,0.961,0.786,0.721,669,55,15
35000,691,0.6758,4620.9,718,601,72,18,38,52,17,37390,45460,49474,0,0,0,0.970,0.855,0.861,542,26,2
36000,659,0.6131,6060.5,754,552,90,17,24,69,17,36254,44881,49311,0,0,0,0.929,0.798,0.774,464,24,1
37000,1052,0.5589,8979.0,550,709,186,157,45,115,110,35403,43440,48475,0,0,0,0.967,0.798,0.745,631,48,6
38000,1632,0.4920,11871.8,428,843,484,305,79,155,167,34162,41144,46966,0,0,0,0.948,0.716,0.651,703,122,10
39000,2159,0.4826,13170.3,338,1052,648,459,131,125,176,34015,39142,45284,0,0,0,0.925,0.672,0.499,878,183,7
40000,2485,0.4515,17215.4,337,1146,736,603,136,83,101,31957,36248,42624,0,0,0,0.920,0.653,0.439,942,204,7
41000,2943,0.4434,26070.9,385,1218,1006,719,127,113,114,28252,32208,38772,0,0,0,0.882,0.587,0.381,984,266,22
42000,3286,0.3996,28953.6,367,1315,1235,736,106,137,122,25709,28973,35989,0,0,0,0.918,0.621,0.502,1035,358,38
43000,3311,0.3941,32807.4,373,1301,1178,832,156,125,130,24908,27476,32550,0,0,0,0.895,0.551,0.338,1032,333,43
44000,3303,0.3899,27140.9,323,1286,1191,826,121,182,134,27681,28282,31539,0,0,0,0.899,0.655,0.469,987,380,54
45000,3281,0.3950,31404.7,371,1360,964,957,118,126,107,24660,27289,31233,0,0,0,0.897,0.627,0.381,1017,328,54
46000,3171,0.4040,34558.7,413,1284,1265,622,97,135,103,23156,25871,29818,0,0,0,0.851,0.548,0.363,927,357,51
47000,3199,0.4342,36497.4,442,1285,1164,750,110,113,124,23235,26340,31044,0,0,0,0.838,0.569,0.359,951,363,42
48000,2869,0.3998,29028.1,401,1265,1044,560,89,144,131,25911,29346,33054,0,0,0,0.875,0.664,0.448,938,378,43
49000,2792,0.4226,27544.9,391,1128,956,708,96,122,126,28816,30701,33967,0,0,0,0.872,0.621,0.418,855,328,31
50000,2352,0.4596,19798.4,359,1111,831,410,67,121,127,32138,34986,37037,0,0,0,0.874,0.688,0.513,811,334,27
51000,1939,0.5023,15770.7,381,918,641,380,90,128,141,34761,37554,40045,0,0,0,0.882,0.639,0.456,708,206,19
52000,1791,0.4835,10477.0,350,937,519,335,78,122,101,36587,40896,43629,0,0,0,0.934,0.696,0.487,792,171,20
53000,1180,0.6025,6988.2,429,681,282,217,50,98,120,37664,43702,46529,0,0,0,0.950,0.765,0.647,579,94,8
54000,797,0.6186,5713.2,517,570,143,84,44,87,72,37243,45146,48593,0,0,0,0.968,0.799,0.755,500,35,3
55000,679,0.5729,4752.3,508,576,78,25,16,60,21,37001,46004,49920,0,0,0,0.963,0.885,0.839,495,21,2
56000,621,0.6216,4105.4,473,478,101,42,11,88,36,36593,45516,50223,0,0,0,0.950,0.826,0.776,409,22,1
57000,1068,0.5272,6929.2,383,703,237,128,39,164,105,35084,44361,49617,0,0,0,0.953,0.829,0.740,567,58,2
58000,1753,0.5009,9730.6,328,964,426,363,86,173,176,33144,42619,48796,0,0,0,0.952,0.768,0.674,816,91,10
59000,2127,0.4645,13557.1,313,1045,597,485,104,133,169,31648,39490,46803,0,0,0,0.919,0.713,0.521,814,177,12
60000,2494,0.4459,19646.8,351,1093,811,590,101,129,148,30160,35167,42892,0,0,0,0.874,0.573,0.342,838,226,23
61000,2774,0.4254,26622.4,407,1249,922,603,105,119,118,27999,31565,38663,0,0,0,0.887,0.577,0.355,984,246,32
62000,3172,0.4215,30929.2,398,1274,1133,765,99,129,123,24990,29418,36056,0,0,0,0.890,0.612,0.270,989,317,38
63000,3394,0.4122,34043.6,379,1318,1183,893,92,143,144,23349,25987,33907,0,0,0,0.893,0.610,0.413,1009,375,76
64000,3484,0.3835,36839.0,408,1348,1252,884,124,142,117,20681,24622,34017,0,0,0,0.892,0.600,0.492,1068,376,72
65000,3570,0.4148,42339.7,451,1449,1231,890,163,149,131,18921,23571,31646,0,0,0,0.867,0.574,0.396,1082,364,42
66000,3170,0.3950,42498.7,454,1253,1212,705,121,131,127,18961,23167,30760,0,0,0,0.873,0.576,0.385,937,312,36
67000,3477,0.4116,43998.1,423,1293,1285,899,117,150,133,18055,23858,32413,0,0,0,0.848,0.559,0.464,968,349,37
68000,3169,0.4724,41325.6,491,1271,1185,713,124,124,109,19743,25412,32544,0,0,0,0.855,0.555,0.333,947,315,31
69000,3114,0.4358,36415.0,453,1299,1081,734,142,123,108,21985,28045,35511,0,0,0,0.880,0.529,0.414,1033,273,31
70000,2732,0.4894,30666.7,467,1214,873,645,117,128,120,25038,31761,38833,0,0,0,0.890,0.548,0.373,981,219,35
71000,2320,0.5039,22461.3,493,1144,769,407,124,149,134,28921,35652,42411,0,0,0,0.896,0.598,0.493,908,186,21
72000,1851,0.5262,14872.5,465,1014,559,278,93,132,96,32445,39374,45923,0,0,0,0.907,0.696,0.565,804,172,21
73000,1178,0.5823,8418.6,536,700,284,194,67,93,112,35348,42767,48126,0,0,0,0.931,0.729,0.631,593,91,15
74000,918,0.6275,6607.4,583,656,161,101,36,108,84,35819,44542,49606,0,0,0,0.956,0.852,0.750,555,50,7
75000,628,0.6258,4067.4,579,485,98,45,23,79,43,36967,45654,50454,0,0,0,0.951,0.854,0.879,410,27,1
76000,751,0.5513,4997.5,469,600,110,41,15,94,41,36131,45433,50442,0,0,0,0.968,0.867,0.842,515,18,0
77000,1179,0.4792,7714.2,393,791,235,153,30,162,131,33897,44301,50113,0,0,0,0.941,0.829,0.812,642,58,2
78000,1763,0.5269,10204.8,346,986,471,306,83,158,157,32513,42350,49153,0,0,0,0.918,0.723,0.587,762,134,18
79000,2339,0.4925,13668.8,323,1170,699,470,151,159,183,30971,39625,47428,0,0,0,0.918,0.726,0.610,921,208,30
80000,2744,0.4628,19782.9,380,1280,911,553,160,112,160,28786,35277,44044,0,0,0,0.887,0.645,0.477,1029,298,23
81000,3273,0.4354,26648.2,384,1341,1104,828,174,132,166,25626,31271,41391,0,0,0,0.855,0.549,0.469,1014,281,31
82000,3502,0.4212,33485.2,415,1327,1220,955,176,139,162,23341,28053,36446,0,0,0,0.887,0.568,0.388,1061,318,32
83000,3580,0.3978,37496.9,404,1371,1234,975,162,151,198,21674,26712,33557,0,0,0,0.878,0.573,0.465,1095,328,71
84000,3655,0.3860,41380.6,410,1417,1340,898,180,188,190,19796,24237,31192,0,0,0,0.853,0.567,0.415,1058,366,65
85000,3842,0.4123,45131.5,422,1467,1422,953,148,172,185,19000,23493,29809,0,0,0,0.868,0.594,0.443,1095,388,43
86000,3552,0.4245,39864.0,418,1359,1307,886,157,139,134,21096,26082,29709,0,0,0,0.846,0.595,0.386,1002,401,34
87000,3766,0.4304,41433.2,416,1379,1475,912,149,147,148,19964,24735,31261,0,0,0,0.824,0.593,0.422,977,428,28
88000,3348,0.4316,38451.5,451,1329,1174,845,161,144,132,22601,27017,31817,0,0,0,0.866,0.632,0.397,999,393,35
89000,3013,0.4474,37043.8,477,1290,1118,605,160,133,137,24243,28505,32184,0,0,0,0.894,0.570,0.308,1016,339,20
90000,2722,0.4614,31375.3,485,1222,939,561,159,108,127,26880,32481,34762,0,0,0,0.859,0.609,0.425,953,305,23
91000,2427,0.5204,23595.2,479,1233,762,432,160,122,145,30578,36077,38957,0,0,0,0.885,0.592,0.454,1003,238,24
92000,1904,0.5462,15508.1,467,1021,514,369,111,147,161,33213,40301,43822,0,0,0,0.928,0.686,0.522,832,151,12
93000,1229,0.5696,10550.3,503,715,331,183,60,114,114,34806,42980,46733,0,0,0,0.909,0.706,0.637,558,90,7
94000,861,0.6423,6586.8,581,591,186,84,34,91,69,36304,45075,48273,0,0,0,0.947,0.752,0.693,498,54,0
95000,647,0.5920,6130.6,635,546,77,24,25,48,23,36381,45751,48843,0,0,0,0.928,0.815,0.744,438,21,0
96000,768,0.5430,6290.3,489,646,85,37,17,60,35,35674,45332,49211,0,0,0,0.961,0.742,0.790,554,27,4
97000,1116,0.5152,10372.1,530,766,213,137,46,117,114,34055,43512,48082,0,0,0,0.944,0.742,0.657,637,60,2
98000,1766,0.5000,13625.9,438,997,427,342,96,157,152,32808,41506,46815,0,0,0,0.949,0.743,0.569,833,108,8
99000,2339,0.4900,17342.4,410,1145,724,470,140,127,165,31139,38144,45211,0,0,0,0.896,0.615,0.454,906,196,3
100000,2527,0.4452,24528.6,431,1215,798,514,159,111,127,27577,33421,42061,0,0,0,0.897,0.618,0.389,990,236,15
