step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,cold_land,cold_surface,cold_bottom,fat_land,fat_surface,fat_bottom
11000,11008,3959,44420,74308,62114,29234,654,29014,2278,3,240921,3518291,30910.497,9161.473,0.2901,4793.089,0.069,0.832,0.073,0.026,0.453,0.414,906,0.1126,0.7725,0.156,12.2,25.2,70.0,28.57,1.47,6.70,0.50,19.90,7.43,1.175,0.217,0.056,0.063,8.607,0.461,0.0033,148,520,1027,19294,360,16,0.531,5429,58,1156,9794,1108,1663,8237,10.25,21.41,9353,16.4048,66756,4454,247611,962.4,-0.0,794015,20.862,2631002.543,9.56e-15,0.00024,16.93,25299,25.918,1.512,23.805,0.601,25.919,3637,3865,3506,0.4232,0.958,1.031,1.671,1.301,0.980,1.261,11083.654,6973.186,16334.527,10887.952,8481.107,1928.434,1170.817,1269.133,0.399,0.485,0.451,0.505,0.293,0.363,4103,8451,0.4138,1.0000,0.9996,0.1049,0.9999,1.0000,0.6609,1.3217,1.0668,0.0566,0.0485,0.0454,0.0000,0.2188,0.9371,0.0473,0.6605,0.9412,0.00249,999,0.9998,0.9676,0.8891,0.9977,0.0509,0.0628,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0652,0.0562,0.0511,0.040,0.114,0.034,0.166,2212,0.2199,0.0144,0.0186,0.0418,0.0813,0.0718
12000,10951,3691,42682,67214,54700,23947,585,29168,2294,2,245001,3478720,28207.638,8705.703,0.2980,4142.143,0.061,0.855,0.064,0.020,0.442,0.424,979,0.1154,0.7754,0.146,12.0,23.6,64.0,25.32,1.15,7.03,0.45,16.68,7.26,1.218,0.227,0.045,0.052,7.926,0.471,0.0034,155,556,1073,18732,353,16,0.486,5480,133,1243,9575,653,1138,9160,13.75,24.17,9890,15.8910,66983,4482,231265,914.8,-0.0,812879,21.211,2631002.543,5.31e-16,0.00015,31.67,23448,24.905,1.439,22.809,0.657,24.905,3210,4082,3659,0.4267,0.959,1.031,1.785,1.451,0.978,1.281,10955.672,6678.469,13608.478,10760.907,7980.397,2166.030,1065.977,1331.553,0.386,0.481,0.435,0.464,0.268,0.334,4346,8119,0.5168,1.0000,0.9999,0.1048,0.9998,0.9999,0.7875,1.2973,1.0538,0.0594,0.0363,0.0387,0.0000,0.7468,0.9383,0.2621,0.6599,0.9485,0.00244,871,0.9989,0.9646,0.8900,0.9976,0.0485,0.0634,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0660,0.0534,0.0497,0.033,0.109,0.035,0.160,2285,0.2399,0.0142,0.0178,0.0430,0.0785,0.0720
13000,11402,3661,44237,70337,56943,25605,495,29783,2747,4,294804,3661855,28995.349,9669.957,0.2996,4149.473,0.050,0.876,0.054,0.019,0.443,0.422,966,0.1168,0.7715,0.151,12.9,25.8,63.1,25.92,0.97,7.67,0.42,16.86,7.11,1.225,0.230,0.047,0.060,7.451,0.430,0.0034,157,546,1201,21191,418,15,0.421,6000,395,1631,9376,1017,1898,8487,14.50,24.39,8976,15.3439,67025,4719,217162,876.5,-0.0,829475,21.952,2631002.543,3.56e-14,0.00034,10.33,26028,26.080,1.462,23.915,0.703,26.080,3885,3970,3547,0.4071,0.975,1.053,1.763,1.398,0.982,1.307,10773.934,7036.844,14251.448,10585.750,8307.624,2881.722,1031.011,1607.751,0.400,0.486,0.423,0.470,0.255,0.355,3982,7751,0.3719,1.0000,0.9998,0.0955,0.9997,1.0000,0.7890,1.2591,1.0750,0.0384,0.0390,0.0342,0.0000,0.0000,0.8274,0.1762,0.6233,0.9563,0.00248,808,1.0000,0.9712,0.8950,0.9978,0.0510,0.0681,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0610,0.0460,0.0446,0.053,0.099,0.046,0.141,2693,0.2572,0.0200,0.0292,0.0379,0.0740,0.0716
14000,9617,3222,39607,61461,49462,21382,472,28203,2462,10,243402,3441709,25558.846,8386.049,0.3020,3791.304,0.039,0.878,0.053,0.030,0.446,0.424,1219,0.1259,0.7799,0.147,11.9,23.9,60.0,24.64,0.85,7.22,0.49,16.08,7.07,1.222,0.231,0.044,0.061,7.594,0.454,0.0034,159,554,1095,20811,346,15,0.374,4947,150,1322,8145,620,715,8282,14.25,24.23,10140,13.6169,67060,4830,206493,604.0,-0.0,842180,19.979,2631002.543,1.06e-14,0.00033,33.24,22410,22.884,1.419,20.965,0.500,22.884,2645,3483,3489,0.4123,0.976,1.031,1.807,1.451,0.980,1.291,10922.960,6800.707,10248.346,10725.655,8376.150,1863.935,1312.420,1418.391,0.368,0.487,0.442,0.423,0.286,0.375,3963,7594,0.5524,1.0000,0.9996,0.1251,0.9998,1.0000,0.8572,1.2239,1.0920,0.0338,0.0424,0.0287,0.0000,0.7572,0.9652,0.0775,0.6548,0.9787,0.00250,1005,0.9998,0.9449,0.9035,0.9978,0.0483,0.0671,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0651,0.0480,0.0441,0.035,0.108,0.027,0.162,2118,0.2426,0.0198,0.0290,0.0408,0.0760,0.0725
15000,11465,3511,44551,73419,60171,28385,483,29831,2971,9,287879,3834511,29094.433,10248.812,0.3122,4630.676,0.042,0.888,0.047,0.023,0.457,0.416,1725,0.1122,0.7725,0.158,11.1,24.3,64.0,26.33,0.87,6.43,0.50,18.53,7.11,1.200,0.209,0.050,0.076,7.556,0.438,0.0034,158,541,1089,24168,338,15,0.380,5849,46,1540,9879,845,1571,9049,11.75,21.52,8474,12.9391,67073,4777,198653,910.3,-0.0,852869,20.623,2631002.543,4.25e-15,0.00016,23.67,27201,25.675,1.426,23.471,0.778,25.675,3162,4161,4142,0.4171,0.962,1.029,1.821,1.369,0.977,1.294,11741.144,7632.831,12600.401,11565.589,9559.118,2211.560,1681.465,1725.112,0.396,0.498,0.447,0.492,0.300,0.398,3711,6509,0.4458,1.0000,0.9999,0.1122,0.9999,1.0000,0.7468,1.2316,1.0747,0.0247,0.0461,0.0318,0.0000,0.2819,0.9314,0.1919,0.6827,0.9948,0.00250,1264,0.9997,0.9530,0.8879,0.9979,0.0491,0.0616,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0624,0.0459,0.0420,0.038,0.107,0.055,0.115,2119,0.2168,0.0217,0.0273,0.0393,0.0728,0.0696
16000,10933,3384,40669,64929,52528,23842,418,28995,2945,6,271885,3814889,25700.377,9380.662,0.3094,4123.313,0.035,0.903,0.033,0.030,0.465,0.415,1463,0.1084,0.7816,0.167,11.3,25.0,57.4,25.21,0.98,7.05,0.37,16.81,6.98,1.210,0.224,0.068,0.106,7.367,0.430,0.0034,164,549,939,26154,295,14,0.364,5878,63,1595,9275,643,1382,8908,11.75,21.91,8966,12.1147,66980,5583,192266,658.7,-0.0,861843,19.791,2631002.543,9.20e-15,0.00020,15.34,24042,23.601,1.417,21.529,0.655,23.602,3102,3948,3883,0.4358,0.958,1.024,1.841,1.381,0.979,1.307,11202.022,7281.634,9452.931,11033.351,9337.407,1695.448,1693.903,1867.998,0.377,0.508,0.463,0.433,0.300,0.418,4071,5891,0.4777,1.0000,0.9999,0.1339,0.9999,0.9999,0.8228,1.2205,1.0904,0.0358,0.0519,0.0308,0.0000,0.0229,0.9110,0.0494,0.6444,0.9855,0.00253,1334,0.9998,0.9469,0.8927,0.9972,0.0464,0.0660,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0619,0.0456,0.0389,0.039,0.092,0.027,0.122,2030,0.2320,0.0189,0.0244,0.0410,0.0702,0.0703
17000,10705,3855,47544,78622,64239,30616,462,33002,3809,7,355449,4447206,29873.814,12128.287,0.3140,5152.900,0.030,0.913,0.027,0.030,0.470,0.410,1427,0.1268,0.7730,0.150,11.6,24.3,56.6,24.07,0.96,6.89,0.32,15.89,6.83,1.256,0.221,0.063,0.104,7.631,0.475,0.0034,158,524,980,30759,301,13,0.426,5852,93,1575,9037,546,1516,8643,11.25,20.06,7957,12.8540,67052,4858,183996,701.9,-0.0,872883,22.506,2631002.543,8.14e-15,0.00025,36.12,29702,28.249,1.429,26.084,0.735,28.249,3188,3641,3876,0.4090,0.961,1.040,1.897,1.469,0.977,1.342,12100.024,8062.180,12521.294,11925.746,10579.675,2793.741,1882.773,2298.873,0.398,0.498,0.489,0.429,0.323,0.451,3685,7098,0.4619,1.0000,0.9998,0.1126,0.9999,0.9999,0.8395,1.2540,1.1118,0.0476,0.0532,0.0220,0.0000,0.8136,0.9543,0.2285,0.6720,0.9671,0.00249,1391,0.9999,0.9578,0.8942,0.9974,0.0454,0.0624,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0639,0.0484,0.0370,0.037,0.088,0.028,0.099,2465,0.2283,0.0192,0.0220,0.0406,0.0737,0.0739
18000,10981,3163,41563,66319,54193,24363,393,29162,3061,8,265876,3730799,25415.476,9281.892,0.3207,3952.278,0.026,0.924,0.018,0.033,0.449,0.428,1416,0.1125,0.7845,0.162,11.2,24.0,56.7,24.50,0.74,6.14,0.30,17.33,6.90,1.223,0.202,0.070,0.113,7.052,0.423,0.0035,162,559,1060,25218,289,12,0.462,5478,105,1400,9476,946,1291,8744,14.25,22.96,10439,14.3606,67031,5033,175548,655.0,-0.0,881437,19.503,2631002.543,5.66e-15,0.00048,9.52,25581,23.594,1.413,21.505,0.675,23.594,3155,3831,3995,0.4304,0.957,1.020,1.901,1.386,0.979,1.329,10833.973,7248.155,9465.420,10649.410,9252.924,1855.483,1594.128,1880.004,0.352,0.481,0.470,0.424,0.287,0.438,4064,5973,0.4579,1.0000,0.9998,0.1241,0.9999,1.0000,0.8375,1.2640,1.1302,0.0196,0.0477,0.0273,0.0000,0.0000,0.7510,0.2293,0.6411,0.9510,0.00249,1048,0.9998,0.9626,0.9150,0.9968,0.0513,0.0607,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0602,0.0402,0.0330,0.030,0.072,0.020,0.101,2035,0.2335,0.0173,0.0222,0.0387,0.0689,0.0688
19000,9862,3223,48586,84198,70121,35174,438,31315,3760,6,332019,4051030,30817.909,12579.262,0.3155,6032.150,0.037,0.912,0.021,0.030,0.446,0.430,1681,0.1361,0.7672,0.159,11.8,24.8,57.0,23.87,0.75,6.78,0.29,16.04,6.70,1.283,0.222,0.066,0.116,7.200,0.462,0.0034,154,496,944,28020,203,13,0.435,5133,559,1016,8287,462,1104,8296,15.00,22.72,7570,14.5899,66991,4764,166521,743.1,-0.0,895345,22.477,2631002.543,1.54e-14,0.00089,24.64,33029,27.781,1.420,25.728,0.633,27.782,3018,3395,3449,0.4057,0.956,1.039,1.970,1.530,0.975,1.371,10321.509,7373.926,17235.665,10165.295,9449.100,2890.455,1459.235,2197.422,0.394,0.462,0.475,0.491,0.282,0.466,3864,10915,0.4736,0.9999,0.9999,0.0844,0.9999,1.0000,0.8749,1.2457,1.1218,0.0245,0.0536,0.0194,0.0000,0.5700,0.9495,0.1120,0.6545,0.9455,0.00251,902,0.9997,0.9672,0.9086,0.9977,0.0461,0.0591,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0594,0.0377,0.0316,0.035,0.067,0.021,0.104,2807,0.2566,0.0175,0.0237,0.0408,0.0666,0.0685
20000,9576,3028,38026,60177,48560,21821,330,26502,3018,6,253920,3359361,23442.947,8663.178,0.3225,3545.282,0.022,0.931,0.018,0.030,0.436,0.436,1350,0.1234,0.7750,0.162,11.1,23.9,55.9,23.41,0.76,6.44,0.33,15.89,6.73,1.259,0.216,0.064,0.107,7.308,0.449,0.0034,163,549,744,24067,160,15,0.506,5133,439,948,8189,406,867,8303,13.25,22.53,9875,13.6123,66995,4665,159988,697.3,-0.0,902183,17.844,2631002.543,1.77e-15,0.00025,20.54,23859,22.071,1.410,20.025,0.636,22.098,2474,3431,3671,0.4190,0.953,1.024,1.978,1.504,0.972,1.361,9648.162,6815.229,8913.491,9494.875,8579.864,1860.010,1447.340,1810.547,0.342,0.467,0.465,0.393,0.284,0.450,4077,6020,0.4686,0.9999,0.9996,0.1065,0.9999,0.9999,0.8662,1.2732,1.1194,0.0380,0.0471,0.0162,0.0000,0.3531,0.9048,0.2450,0.7352,0.9551,0.00248,843,0.9997,0.9587,0.9000,0.9974,0.0456,0.0612,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0627,0.0418,0.0368,0.042,0.085,0.036,0.108,1923,0.2138,0.0161,0.0206,0.0418,0.0705,0.0694
21000,10100,3058,42469,71154,58076,28260,425,27169,3536,4,269074,3599125,25662.243,9874.882,0.3254,4402.925,0.022,0.938,0.011,0.029,0.441,0.435,1440,0.1196,0.7837,0.174,11.0,24.1,58.6,23.75,0.74,6.39,0.39,16.23,6.69,1.272,0.211,0.062,0.101,7.013,0.432,0.0034,149,504,867,25738,213,19,0.505,5240,31,926,9143,584,1396,8120,13.25,23.14,10977,15.4249,66876,4270,155032,805.2,-0.0,907606,18.142,2631002.543,3.01e-15,0.00389,8.53,29264,23.928,1.421,21.719,0.788,23.929,2946,3538,3616,0.3992,0.961,1.039,1.983,1.551,0.968,1.341,9899.790,6814.572,11476.490,9763.526,8825.152,2110.035,1374.006,1987.915,0.354,0.466,0.474,0.427,0.324,0.467,3967,8593,0.4550,1.0000,1.0000,0.0969,0.9998,0.9999,0.8480,1.2560,1.1413,0.0351,0.0422,0.0169,0.0000,0.0000,0.9094,0.0740,0.6577,0.9451,0.00251,833,0.9994,0.9583,0.9191,0.9969,0.0457,0.0578,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0599,0.0441,0.0406,0.083,0.071,0.045,0.119,1810,0.2176,0.0144,0.0179,0.0390,0.0697,0.0674
22000,9134,2882,38615,61878,50509,22970,293,26844,2605,3,241505,3366728,24615.810,8558.636,0.3042,3966.269,0.025,0.930,0.013,0.032,0.436,0.440,1212,0.1256,0.7765,0.158,12.9,24.4,55.1,24.41,1.13,5.90,0.31,17.07,6.78,1.236,0.200,0.080,0.125,7.178,0.426,0.0035,160,525,936,22889,254,19,0.481,4730,24,973,8137,421,1544,7169,12.75,22.54,12253,16.6030,66932,4333,151542,642.3,-0.0,911530,18.339,2631002.543,1.24e-15,0.00005,31.86,24947,23.044,1.438,20.954,0.652,23.045,3159,2982,2993,0.4166,0.962,1.022,1.986,1.420,0.980,1.296,9181.734,5872.795,12066.813,9037.386,7477.880,2152.341,1297.775,1142.251,0.373,0.468,0.451,0.445,0.276,0.406,3919,7350,0.5140,0.9999,1.0000,0.0917,0.9999,1.0000,0.8474,1.2650,1.1330,0.0676,0.0464,0.0194,0.0000,0.7820,0.9505,0.1297,0.7226,0.9534,0.00249,700,1.0000,0.9774,0.9244,0.9977,0.0470,0.0620,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0591,0.0360,0.0312,0.044,0.078,0.029,0.098,2079,0.2255,0.0137,0.0206,0.0390,0.0688,0.0708
23000,10955,3334,43272,79487,67307,35715,500,27925,2681,8,235555,3721265,28410.212,9799.200,0.2998,5385.140,0.026,0.923,0.019,0.032,0.451,0.431,825,0.1075,0.7817,0.175,12.4,24.0,54.9,25.71,1.11,5.23,0.53,18.83,6.96,1.160,0.189,0.082,0.142,7.479,0.440,0.0034,149,509,939,25041,209,21,0.600,5104,27,1288,9640,816,1587,8552,12.00,21.32,11528,16.6999,67019,4029,147171,975.1,0.0,917457,19.238,2631002.543,3.33e-14,0.00052,11.13,30158,25.064,1.452,22.896,0.716,25.064,3488,3836,3631,0.4864,0.931,1.005,1.937,1.237,0.980,1.277,10131.400,6674.759,15425.531,10009.311,8360.510,1727.951,1448.585,1237.524,0.416,0.468,0.458,0.600,0.267,0.412,3762,8381,0.3855,1.0000,0.9998,0.0849,0.9999,1.0000,0.7894,1.2733,1.1571,0.0485,0.0622,0.0196,0.0000,0.0000,0.7341,0.2065,0.6514,0.9419,0.00249,547,0.9999,0.9698,0.9319,0.9968,0.0443,0.0581,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0613,0.0541,0.0489,0.049,0.131,0.023,0.143,1909,0.2181,0.0129,0.0152,0.0427,0.0689,0.0713
24000,9870,3135,44471,81021,69811,36195,355,27866,2412,6,255766,3648994,29419.477,11140.970,0.2888,6524.491,0.028,0.923,0.016,0.033,0.454,0.428,1193,0.1152,0.7700,0.160,13.0,25.4,61.4,26.35,0.97,6.94,0.28,18.17,6.95,1.199,0.219,0.096,0.159,7.423,0.430,0.0034,141,501,1054,22596,299,20,0.569,5132,91,1082,8697,752,1222,7896,12.00,21.53,8738,15.8466,67105,4509,141833,762.2,-0.0,927744,20.586,2631002.543,5.13e-15,0.00027,20.30,31475,25.453,1.421,23.355,0.677,25.455,3389,3571,2910,0.4349,0.953,1.020,1.983,1.415,0.976,1.223,9593.700,6048.061,18856.827,9480.752,7606.389,2236.363,1362.359,1017.757,0.432,0.465,0.460,0.563,0.260,0.414,3837,12517,0.4941,1.0000,0.9997,0.0799,0.9999,0.9999,0.7806,1.2202,1.1098,0.0322,0.0572,0.0229,0.0000,0.4606,0.9382,0.0748,0.6367,0.9467,0.00249,529,0.9998,0.9553,0.9233,0.9980,0.0460,0.0610,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0580,0.0361,0.0302,0.040,0.067,0.020,0.098,2226,0.2571,0.0155,0.0242,0.0413,0.0640,0.0700
25000,10532,3188,44027,70445,57332,25939,479,30454,3045,9,292104,3753541,26585.691,9795.632,0.3021,4279.580,0.025,0.926,0.014,0.034,0.438,0.439,1114,0.1188,0.7842,0.187,12.0,23.9,52.3,23.62,0.88,5.78,0.46,16.51,6.84,1.209,0.204,0.091,0.160,7.020,0.463,0.0036,156,499,1058,27964,305,17,0.548,5355,196,1479,8857,578,1147,8807,13.75,21.59,9686,14.7399,67268,4223,136558,676.6,-0.0,934250,20.619,2631002.543,2.90e-14,0.00008,32.07,28086,25.908,1.421,23.766,0.720,25.909,2896,3928,3708,0.4324,0.966,1.020,1.991,1.484,0.975,1.242,10540.353,6776.881,11923.257,10417.058,8524.955,2641.643,1711.202,1163.208,0.385,0.451,0.469,0.449,0.287,0.393,3661,6705,0.5257,0.9996,0.9998,0.0857,0.9999,1.0000,0.8979,1.2218,1.1157,0.0360,0.0571,0.0205,0.0000,0.7074,0.9404,0.2658,0.6475,0.9625,0.00249,680,0.9998,0.9654,0.9238,0.9977,0.0416,0.0556,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0598,0.0530,0.0457,0.046,0.133,0.029,0.152,2472,0.2687,0.0170,0.0253,0.0436,0.0641,0.0678
26000,10079,3167,41965,69602,57999,27187,450,29333,2501,8,260743,3456768,26688.376,9379.144,0.2959,4556.933,0.035,0.904,0.016,0.045,0.433,0.443,938,0.1182,0.7834,0.178,11.0,24.0,53.0,24.27,1.07,5.86,0.41,16.94,7.01,1.165,0.207,0.103,0.188,6.989,0.442,0.0035,156,516,1017,28213,297,17,0.448,5035,280,1789,8010,591,867,8621,11.50,20.85,8373,13.2201,67211,4231,133289,857.9,-0.0,940802,19.585,2631002.543,5.31e-16,0.00023,11.77,26513,24.613,1.413,22.586,0.614,24.613,2622,4038,3419,0.4796,0.959,1.009,1.919,1.314,0.981,1.268,10429.655,6353.594,13095.493,10307.062,7842.755,1829.083,1836.671,1156.456,0.371,0.442,0.464,0.536,0.250,0.363,3715,7687,0.3957,1.0000,0.9999,0.0970,0.9999,0.9999,0.8202,1.2272,1.1279,0.0402,0.0682,0.0243,0.0000,0.0000,0.8570,0.1182,0.6323,0.9779,0.00253,705,1.0000,0.9639,0.9281,0.9980,0.0425,0.0531,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0608,0.0460,0.0426,0.054,0.111,0.022,0.153,2184,0.2097,0.0196,0.0264,0.0400,0.0652,0.0718
27000,10880,3097,41590,62478,50096,20536,352,28658,2908,8,244436,3498109,24029.985,8579.100,0.3197,3694.415,0.032,0.924,0.014,0.029,0.435,0.444,1175,0.1077,0.8012,0.185,10.0,22.9,50.0,22.32,1.02,5.61,0.35,15.35,6.87,1.202,0.211,0.112,0.197,6.692,0.451,0.0035,149,508,982,27962,239,14,0.470,5422,28,1440,9412,351,1001,9528,13.00,21.73,9735,12.7355,67194,4485,131027,548.7,-0.0,944289,18.406,2631002.543,1.95e-15,0.00010,35.39,24798,23.882,1.420,21.695,0.766,23.882,2489,4364,4027,0.4548,0.975,1.013,1.999,1.497,0.982,1.258,10516.149,6606.941,9139.406,10397.783,8187.211,1758.162,1862.479,1264.044,0.372,0.451,0.457,0.420,0.239,0.369,3776,6349,0.5654,1.0000,1.0000,0.1069,0.9999,1.0000,0.9549,1.1916,1.1420,0.0363,0.0744,0.0243,0.0000,0.8017,0.9668,0.0713,0.6747,0.9954,0.00252,715,0.9998,0.9544,0.9348,0.9971,0.0407,0.0554,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0618,0.0440,0.0402,0.044,0.098,0.024,0.136,2151,0.2436,0.0189,0.0255,0.0438,0.0659,0.0684
28000,9688,3066,43156,68481,55821,24939,386,30395,3191,11,274582,3710243,26349.888,9918.393,0.3156,4503.017,0.030,0.916,0.015,0.039,0.442,0.436,1098,0.1263,0.7959,0.175,11.0,23.1,51.6,23.80,1.12,5.76,0.50,16.43,7.00,1.169,0.208,0.102,0.188,7.113,0.456,0.0035,153,507,985,30119,278,14,0.459,4886,28,1279,8381,524,1331,7833,12.00,21.64,9497,13.4078,67190,4771,129056,528.6,-0.0,948290,19.416,2631002.543,1.24e-15,0.00025,20.43,26516,25.143,1.407,23.183,0.553,25.143,2400,3817,3471,0.4721,0.970,1.010,1.912,1.291,0.982,1.289,10465.484,6900.712,11693.740,10355.049,8804.116,1766.748,1809.249,1839.379,0.373,0.463,0.460,0.473,0.253,0.386,3752,7649,0.5478,1.0000,0.9996,0.1008,0.9999,1.0000,0.8078,1.2518,1.1380,0.0476,0.0744,0.0215,0.0000,0.1419,0.9069,0.2078,0.6834,0.9884,0.00251,978,1.0000,0.9667,0.9365,0.9979,0.0385,0.0561,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0622,0.0626,0.0559,0.070,0.139,0.048,0.178,2124,0.2317,0.0178,0.0239,0.0458,0.0678,0.0674
29000,10633,3619,46914,76035,62055,28725,396,32681,3498,5,307027,4134080,28657.419,10507.747,0.3055,4646.155,0.031,0.913,0.016,0.041,0.455,0.424,1073,0.1241,0.7913,0.166,11.6,24.0,56.2,24.72,1.11,6.00,0.35,17.26,6.86,1.213,0.210,0.094,0.169,7.273,0.496,0.0035,158,503,1022,32403,232,16,0.478,5203,103,1679,8851,686,1334,8613,12.50,20.58,8590,13.7485,67138,4343,126332,740.9,-0.0,953128,21.547,2631002.543,2.80e-14,0.00027,15.85,30569,28.209,1.433,25.984,0.791,28.209,3070,3828,3735,0.4194,0.980,1.025,1.999,1.370,0.983,1.319,11280.574,7429.306,12689.858,11157.989,9455.727,2194.924,1761.269,1905.399,0.415,0.470,0.464,0.471,0.269,0.411,3430,6326,0.4887,1.0000,0.9999,0.0955,0.9999,1.0000,0.7693,1.2707,1.1455,0.0421,0.0703,0.0259,0.0000,0.0254,0.9220,0.0753,0.6429,0.9601,0.00254,782,0.9999,0.9770,0.9364,0.9980,0.0394,0.0551,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0622,0.0431,0.0381,0.043,0.091,0.019,0.129,2677,0.2404,0.0198,0.0253,0.0400,0.0723,0.0700
30000,10362,3048,41130,63892,52118,22435,327,28977,2639,7,259707,3436668,26262.632,8869.723,0.3016,3974.989,0.029,0.923,0.014,0.034,0.428,0.445,915,0.1178,0.7816,0.181,11.9,24.1,64.2,26.12,0.99,6.13,0.35,18.65,6.90,1.204,0.203,0.090,0.156,7.144,0.429,0.0035,160,538,1034,25297,344,18,0.446,5363,259,1016,9087,818,1475,8069,13.00,22.21,8169,14.4261,67222,4622,123156,974.0,-0.0,958358,19.237,2631002.543,1.40e-14,0.00008,32.73,25949,25.831,1.500,23.538,0.793,25.861,3528,3434,3400,0.4148,0.966,1.027,1.927,1.320,0.979,1.310,9689.670,6106.528,13095.785,9586.373,7555.463,1900.916,1649.270,1344.549,0.375,0.440,0.453,0.465,0.219,0.382,4008,7153,0.4644,1.0000,1.0000,0.0870,0.9999,0.9999,0.7643,1.2550,1.1189,0.0330,0.0674,0.0206,0.0000,0.7707,0.9424,0.2766,0.6696,0.9520,0.00248,565,1.0000,0.9744,0.9316,0.9975,0.0405,0.0531,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0591,0.0433,0.0398,0.048,0.085,0.044,0.117,2060,0.2243,0.0158,0.0188,0.0383,0.0674,0.0722
