step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,cold_land,cold_surface,cold_bottom,fat_land,fat_surface,fat_bottom
51000,8212,2688,36070,56164,45509,19821,273,26876,2116,23,217075,3176049,23611.320,7468.273,0.2784,3691.583,0.022,0.935,0.006,0.037,0.439,0.435,1369,0.1343,0.7677,0.154,12.6,23.0,60.6,25.79,0.96,6.68,0.21,17.94,7.04,1.147,0.214,0.085,0.123,7.344,0.472,0.0037,166,529,1245,20587,310,21,0.596,4253,22,1018,7172,391,973,6848,14.25,22.75,7505,11.2894,67310,3731,94089,492.8,-0.0,1022955,18.755,2631002.543,1.20e-14,0.00033,29.17,22286,21.341,1.405,19.493,0.443,21.341,2142,3234,2836,0.4707,0.964,1.010,1.617,1.375,0.980,1.166,9126.425,5599.442,11235.822,9072.867,6994.215,1656.869,1137.169,982.651,0.416,0.462,0.424,0.516,0.218,0.333,3299,5702,0.5540,0.9997,1.0000,0.0713,0.9998,1.0000,0.7600,1.2809,1.1248,0.0508,0.0418,0.0189,0.0000,0.5546,0.9483,0.1972,0.6793,0.9961,0.00259,635,0.9996,0.9758,0.9205,0.9985,0.0305,0.0375,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0599,0.0269,0.0202,0.021,0.053,0.017,0.065,2084,0.2332,0.0240,0.0308,0.0461,0.0661,0.0633
52000,7916,2564,33943,49037,39069,14825,269,26134,2037,16,196902,3036184,21050.046,6022.578,0.2780,2601.493,0.018,0.944,0.005,0.033,0.438,0.436,980,0.1348,0.7860,0.164,13.0,22.1,57.9,25.13,0.78,6.45,0.20,17.70,7.03,1.134,0.220,0.072,0.110,7.000,0.461,0.0038,165,522,797,20186,250,18,0.619,4028,60,1293,6563,292,945,6679,15.50,23.72,8457,11.0813,67214,3996,93429,424.1,-0.0,1024451,17.079,2631002.543,3.01e-15,0.00047,11.84,19519,19.317,1.420,17.491,0.405,19.317,1964,3185,2767,0.4725,0.967,1.009,1.555,1.314,0.983,1.181,9150.132,5690.174,7477.299,9092.941,7081.299,1258.901,1115.090,1047.095,0.363,0.470,0.437,0.401,0.224,0.354,3237,3794,0.5118,1.0000,0.9999,0.0961,0.9998,1.0000,0.8108,1.3039,1.1473,0.0374,0.0368,0.0196,0.0000,0.0000,0.8796,0.0900,0.6490,0.9780,0.00260,499,0.9997,0.9881,0.9280,0.9984,0.0291,0.0357,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0571,0.0274,0.0232,0.023,0.055,0.013,0.074,1759,0.2281,0.0208,0.0214,0.0437,0.0631,0.0596
53000,8019,2431,36728,53085,43056,16069,288,26695,2113,0,196178,3010353,22192.427,6033.710,0.2665,2766.140,0.018,0.942,0.007,0.033,0.428,0.443,737,0.1394,0.7937,0.188,12.9,23.0,59.2,25.60,1.00,7.05,0.20,17.35,7.02,1.132,0.231,0.077,0.119,6.905,0.452,0.0038,152,490,736,20955,206,14,0.634,4183,81,1053,6885,434,1051,6534,17.75,25.95,9991,13.8501,67262,3833,93129,442.8,-0.0,1024639,17.553,2631002.543,1.27e-14,0.00003,35.70,21023,19.705,1.393,17.901,0.412,19.705,2450,3072,2497,0.4720,0.962,1.008,1.565,1.290,0.979,1.164,9078.250,5346.763,9415.235,9027.806,6515.526,1252.528,1182.578,832.465,0.380,0.451,0.427,0.420,0.207,0.314,3497,5505,0.5148,1.0000,1.0000,0.0782,0.9999,0.9999,0.8100,1.2892,1.1309,0.0497,0.0465,0.0183,0.0000,0.8160,0.9595,0.1737,0.6633,0.9604,0.00260,381,0.9995,0.9749,0.9302,0.9972,0.0309,0.0371,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0557,0.0278,0.0247,0.021,0.054,0.017,0.070,1931,0.2610,0.0181,0.0210,0.0413,0.0630,0.0609
54000,9001,2667,41103,63333,51437,21944,286,27593,2382,3,248797,3233536,25537.148,7737.979,0.2614,3673.426,0.023,0.936,0.008,0.034,0.436,0.432,748,0.1334,0.7795,0.191,12.9,24.4,58.8,26.66,0.86,7.40,0.32,18.08,6.94,1.134,0.233,0.076,0.109,6.858,0.460,0.0037,148,470,713,21421,186,18,0.584,4997,383,1093,7525,705,1565,6731,15.75,22.59,9380,15.2400,67233,3662,92283,769.8,-0.0,1026481,18.741,2631002.543,4.96e-15,0.00005,11.91,26261,22.782,1.411,20.774,0.597,22.782,3321,2930,2750,0.4378,0.953,1.015,1.546,1.252,0.982,1.152,8841.668,5867.823,13322.873,8789.250,7098.451,2070.110,1120.646,873.797,0.420,0.445,0.440,0.480,0.191,0.321,3240,7379,0.4513,0.9999,0.9998,0.0625,0.9999,0.9999,0.7624,1.2968,1.1380,0.0369,0.0397,0.0188,0.0000,0.0000,0.7388,0.2764,0.6462,0.9489,0.00256,580,1.0000,0.9799,0.9298,0.9986,0.0291,0.0370,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0545,0.0358,0.0324,0.035,0.087,0.022,0.087,2184,0.2393,0.0179,0.0247,0.0424,0.0642,0.0586
55000,7456,2378,36554,55968,45001,19170,244,25640,2121,3,235474,2904321,22787.840,7481.400,0.2589,3670.864,0.022,0.937,0.007,0.034,0.426,0.439,924,0.1497,0.7715,0.154,13.4,23.5,59.4,25.87,0.89,7.00,0.25,17.73,7.00,1.139,0.226,0.086,0.121,6.983,0.450,0.0038,153,482,697,18472,213,15,0.602,3933,529,716,6211,351,754,6351,16.00,25.40,8550,13.2657,67126,3851,91731,507.9,-0.0,1030558,17.676,2631002.543,1.84e-14,0.00025,18.47,22786,20.264,1.393,18.501,0.370,20.265,2352,2698,2406,0.4447,0.963,1.013,1.547,1.292,0.983,1.163,7904.731,5166.102,12283.880,7870.013,6304.811,2004.608,990.269,815.659,0.406,0.431,0.439,0.460,0.203,0.333,3552,7841,0.4389,0.9999,0.9991,0.0600,0.9999,0.9999,0.8074,1.2996,1.1231,0.0418,0.0419,0.0182,0.0000,0.2209,0.9429,0.1043,0.6496,0.9443,0.00259,480,0.9999,0.9837,0.9188,0.9989,0.0283,0.0334,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0552,0.0304,0.0276,0.024,0.067,0.017,0.088,2014,0.2360,0.0147,0.0198,0.0424,0.0641,0.0576
56000,7890,2271,33502,49467,39966,15728,237,23206,1735,2,180820,2609449,21022.341,5988.178,0.2705,2930.728,0.021,0.936,0.007,0.036,0.414,0.450,624,0.1327,0.7761,0.166,13.0,24.0,60.0,26.07,0.83,6.63,0.22,18.39,6.95,1.144,0.219,0.071,0.104,6.854,0.442,0.0037,156,499,714,17283,224,16,0.591,4140,675,678,6537,532,894,6464,16.75,25.76,8767,12.6741,67124,3675,91427,420.3,-0.0,1032231,16.192,2631002.543,6.37e-15,0.00011,25.84,19483,18.277,1.376,16.462,0.439,18.278,2493,2774,2623,0.4289,0.964,1.018,1.563,1.301,0.978,1.169,7810.014,5043.684,9968.637,7757.215,6227.217,1384.497,941.959,730.994,0.372,0.434,0.422,0.414,0.222,0.331,3727,5695,0.4599,1.0000,0.9997,0.0638,0.9999,1.0000,0.7686,1.3168,1.1369,0.0435,0.0368,0.0133,0.0000,0.5752,0.9312,0.2258,0.7588,0.9578,0.00256,552,0.9999,0.9891,0.9423,0.9985,0.0270,0.0339,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0542,0.0295,0.0246,0.022,0.058,0.016,0.061,1878,0.2577,0.0158,0.0212,0.0407,0.0631,0.0578
57000,7608,2250,33362,48595,39139,15002,231,23210,1782,2,179749,2592904,20680.385,5744.632,0.2670,2744.868,0.020,0.938,0.009,0.033,0.416,0.451,670,0.1347,0.7740,0.164,13.5,23.2,60.3,25.77,0.84,6.37,0.20,18.37,6.96,1.154,0.209,0.078,0.106,6.918,0.445,0.0037,153,488,615,16574,132,19,0.622,3844,40,767,6801,321,1052,6235,16.25,25.24,9207,12.5592,67013,3643,91448,492.0,-0.0,1033450,15.692,2631002.543,9.56e-15,0.00009,6.93,19843,18.074,1.379,16.294,0.401,18.074,2109,2926,2573,0.4405,0.973,1.014,1.625,1.394,0.981,1.155,7811.358,5096.023,9417.652,7777.262,6230.340,1329.758,921.934,748.072,0.369,0.431,0.428,0.414,0.205,0.332,3774,6680,0.5114,1.0000,0.9999,0.0644,0.9999,0.9999,0.7617,1.3192,1.1381,0.0511,0.0282,0.0158,0.0000,0.0000,0.8445,0.0944,0.6621,0.9452,0.00257,384,0.9999,0.9866,0.9411,0.9979,0.0272,0.0320,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0555,0.0344,0.0271,0.024,0.052,0.014,0.056,1586,0.2288,0.0133,0.0149,0.0399,0.0629,0.0600
58000,7870,2454,35229,52833,42754,17339,265,24717,1944,4,189780,2817475,21702.766,6240.139,0.2740,2990.717,0.019,0.934,0.009,0.038,0.426,0.446,807,0.1305,0.7768,0.188,14.0,24.0,62.4,25.83,0.75,6.60,0.23,18.24,6.92,1.182,0.207,0.056,0.077,6.948,0.459,0.0037,154,487,673,17346,156,22,0.630,4113,25,887,6958,430,1153,6287,14.50,23.62,10240,14.7924,67049,3628,91343,486.8,-0.0,1033145,16.631,2631002.543,2.65e-15,0.00013,30.20,21864,19.303,1.402,17.429,0.472,19.304,2767,2746,2357,0.4206,0.960,1.018,1.781,1.428,0.977,1.133,7655.780,5148.516,10765.048,7622.324,6306.111,1725.281,920.982,603.159,0.408,0.431,0.435,0.428,0.208,0.351,3532,6124,0.4853,0.9999,0.9999,0.0577,0.9999,0.9999,0.7955,1.3165,1.1513,0.0401,0.0250,0.0163,0.0000,0.7430,0.9559,0.0754,0.6969,0.9466,0.00256,392,0.9997,0.9841,0.9270,0.9989,0.0272,0.0304,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0537,0.0300,0.0276,0.019,0.065,0.012,0.071,1786,0.2369,0.0130,0.0195,0.0407,0.0611,0.0604
59000,8969,2300,39171,59828,49896,20410,247,24752,2106,0,202564,2881083,24184.621,6678.085,0.2581,3410.200,0.021,0.935,0.010,0.035,0.431,0.441,673,0.1163,0.7742,0.188,14.0,24.0,66.9,27.46,0.83,6.17,0.28,20.18,7.04,1.142,0.205,0.064,0.089,6.661,0.438,0.0037,139,467,684,16617,171,19,0.670,4566,117,1038,7814,682,1486,6801,14.25,23.63,10063,16.2171,67174,3510,91296,1072.9,-0.0,1033619,16.860,2631002.543,1.04e-14,0.00000,16.19,24556,20.096,1.391,18.136,0.569,20.096,3227,3145,2597,0.4313,0.961,1.014,1.577,1.305,0.978,1.137,7957.275,5235.162,13321.358,7913.301,6360.162,1743.501,890.770,633.615,0.405,0.441,0.441,0.448,0.206,0.333,3499,8818,0.3880,0.9999,1.0000,0.0523,0.9998,0.9999,0.7474,1.2855,1.1435,0.0354,0.0350,0.0163,0.0000,0.1058,0.8556,0.2678,0.6521,0.9438,0.00252,391,0.9997,0.9812,0.9305,0.9986,0.0259,0.0280,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0511,0.0293,0.0252,0.039,0.061,0.025,0.066,2005,0.2411,0.0150,0.0220,0.0374,0.0606,0.0567
60000,8215,2242,37230,59767,49110,22270,267,25039,2170,3,198004,2822960,24501.552,7667.794,0.2675,4357.251,0.025,0.924,0.010,0.041,0.422,0.444,635,0.1349,0.7644,0.160,13.0,22.7,52.7,24.86,0.75,6.14,0.22,17.75,6.92,1.130,0.221,0.064,0.091,6.438,0.458,0.0037,151,489,713,17489,183,19,0.722,4082,218,1235,6762,405,838,6972,15.25,25.56,7834,13.3870,67210,3858,89897,441.3,-0.0,1040172,18.016,2631002.543,1.35e-14,0.00001,15.16,23187,20.675,1.401,18.815,0.459,20.698,2308,3118,2789,0.4460,0.966,1.012,1.523,1.340,0.978,1.127,7760.612,5085.926,15056.116,7725.667,6077.020,1575.486,1068.905,666.153,0.426,0.417,0.424,0.533,0.186,0.289,3740,8144,0.5014,0.9997,0.9997,0.0512,0.9999,0.9999,0.8339,1.3144,1.1168,0.0440,0.0325,0.0138,0.0000,0.0846,0.9169,0.1021,0.6214,0.9491,0.00256,407,0.9999,0.9772,0.9310,0.9990,0.0263,0.0292,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0526,0.0284,0.0243,0.021,0.056,0.017,0.065,2221,0.2494,0.0165,0.0215,0.0421,0.0581,0.0551
61000,9630,2345,36675,54550,43588,17588,287,24773,2434,2,204849,2838018,22295.052,6536.870,0.2717,3058.757,0.023,0.934,0.009,0.034,0.423,0.438,1173,0.1214,0.7806,0.163,12.0,23.2,63.6,25.51,0.94,6.29,0.25,18.03,6.94,1.147,0.225,0.065,0.096,6.443,0.422,0.0037,150,479,703,19421,189,21,0.675,4822,277,1934,7419,429,1061,8140,14.50,26.20,8988,13.6434,67324,3988,88543,533.1,-0.0,1040936,16.589,2631002.543,9.56e-15,0.00008,36.46,22539,20.166,1.418,18.105,0.644,20.167,2584,3646,3400,0.4293,0.969,1.015,1.614,1.396,0.978,1.139,8165.701,5849.134,10116.995,8130.974,7105.839,1424.724,1302.596,750.794,0.392,0.425,0.441,0.450,0.209,0.325,3597,5538,0.4157,1.0000,0.9995,0.0598,0.9999,0.9999,0.7396,1.3216,1.1217,0.0575,0.0348,0.0164,0.0000,0.8099,0.9592,0.2142,0.6514,0.9698,0.00260,521,0.9996,0.9778,0.9291,0.9990,0.0264,0.0300,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0511,0.0355,0.0319,0.033,0.074,0.022,0.078,1992,0.2432,0.0212,0.0295,0.0382,0.0580,0.0536
62000,8421,2495,38197,56878,45249,18403,278,27287,3233,1,256192,3057242,22653.969,7760.869,0.2787,3299.065,0.035,0.914,0.009,0.042,0.434,0.418,1842,0.1561,0.7839,0.170,11.0,23.2,58.9,25.40,1.09,7.17,0.36,16.78,6.86,1.137,0.253,0.080,0.115,6.905,0.440,0.0038,147,471,660,25783,200,18,0.640,4447,232,1187,7002,596,995,6830,12.50,24.34,8374,12.4033,67245,4584,88464,479.1,-0.0,1043512,17.772,2631002.543,1.73e-14,0.00016,13.00,21585,20.504,1.395,18.682,0.427,20.505,2501,3148,2772,0.4394,0.973,1.016,1.532,1.307,0.983,1.158,8322.841,5684.830,10459.989,8297.683,7195.363,1571.706,1843.864,1046.233,0.404,0.426,0.464,0.433,0.218,0.355,3877,6068,0.4336,0.9998,0.9996,0.0682,0.9998,1.0000,0.7543,1.3290,1.1413,0.0659,0.0408,0.0158,0.0000,0.0000,0.8590,0.1356,0.6489,0.9867,0.00265,600,0.9996,0.9676,0.9322,0.9989,0.0249,0.0313,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0563,0.0457,0.0405,0.058,0.081,0.032,0.121,2217,0.2406,0.0248,0.0272,0.0442,0.0621,0.0606
63000,10257,2929,41438,64334,51207,22644,252,28150,3870,1,310465,3402322,24769.469,9192.066,0.2842,3678.288,0.046,0.898,0.009,0.048,0.446,0.403,3338,0.1400,0.7914,0.152,11.0,25.0,61.3,26.56,1.17,7.87,0.28,17.24,6.89,1.145,0.255,0.087,0.136,6.998,0.427,0.0036,153,485,658,32440,157,18,0.485,5618,37,1651,8569,817,1523,7917,12.25,22.59,8209,12.0936,67176,4658,88357,664.5,-0.0,1044667,18.136,2631002.543,9.20e-15,0.00005,29.99,23529,22.459,1.396,20.472,0.591,22.460,3244,3504,3509,0.4196,0.965,1.016,1.510,1.261,0.979,1.203,9771.238,7084.436,9594.968,9734.971,9117.818,1464.514,2250.201,1799.063,0.400,0.440,0.484,0.453,0.258,0.405,3629,4914,0.3971,1.0000,0.9998,0.0705,0.9999,0.9999,0.7213,1.3336,1.1140,0.0577,0.0526,0.0198,0.0000,0.7113,0.9643,0.0304,0.6604,0.9946,0.00263,792,0.9997,0.9767,0.9075,0.9988,0.0219,0.0282,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0584,0.0385,0.0298,0.042,0.062,0.021,0.087,1875,0.2233,0.0220,0.0242,0.0401,0.0719,0.0619
64000,9162,2882,41342,64168,50874,22557,269,29569,3771,4,336269,3439985,24734.285,10043.831,0.2849,4056.892,0.049,0.890,0.012,0.050,0.447,0.404,3156,0.1553,0.7756,0.166,11.0,24.0,59.7,25.30,1.11,7.68,0.22,16.29,6.92,1.157,0.261,0.093,0.140,7.078,0.462,0.0037,157,502,704,33037,257,17,0.486,5321,78,1458,7626,484,980,7698,13.75,23.05,7657,11.4977,67199,4454,87774,532.3,-0.0,1048127,19.245,2631002.543,2.65e-15,0.00000,25.46,24381,23.218,1.388,21.311,0.518,23.219,2342,3307,3513,0.4250,0.972,1.022,1.528,1.300,0.980,1.228,9679.137,6819.427,10223.685,9632.943,8934.549,1682.278,2243.887,2060.775,0.418,0.439,0.477,0.429,0.279,0.397,3665,6076,0.5048,1.0000,0.9999,0.0721,0.9999,0.9999,0.7718,1.3153,1.1047,0.0624,0.0570,0.0189,0.0000,0.4411,0.9201,0.2438,0.6780,0.9809,0.00262,934,0.9989,0.9690,0.8955,0.9982,0.0207,0.0281,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0575,0.0366,0.0321,0.028,0.067,0.027,0.074,2083,0.2214,0.0203,0.0233,0.0462,0.0633,0.0596
65000,10339,2790,40762,62029,49574,21013,254,27542,3288,6,292507,3122123,24410.271,8876.190,0.2846,3672.791,0.042,0.897,0.013,0.048,0.427,0.421,2152,0.1335,0.7760,0.161,11.9,25.7,56.6,26.19,1.22,6.82,0.26,17.88,6.95,1.135,0.228,0.105,0.155,6.743,0.450,0.0036,154,500,724,31276,231,21,0.402,5808,94,1701,8544,381,1269,8689,16.00,24.74,9045,13.3550,67123,4345,87348,627.8,-0.0,1048959,18.045,2631002.543,0.00e0,0.00012,11.33,23834,22.346,1.399,20.317,0.630,22.346,2557,3850,3932,0.4435,0.954,1.012,1.494,1.248,0.976,1.217,9680.635,7030.192,9466.637,9642.473,8973.952,1276.923,2073.536,1852.940,0.368,0.418,0.473,0.443,0.245,0.381,3761,5721,0.5311,1.0000,1.0000,0.0732,0.9998,0.9999,0.7698,1.2400,1.0796,0.0756,0.0496,0.0196,0.0000,0.0000,0.9102,0.1176,0.6391,0.9549,0.00264,1081,0.9991,0.9642,0.8840,0.9987,0.0223,0.0273,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0541,0.0395,0.0321,0.031,0.066,0.022,0.085,1947,0.2451,0.0205,0.0222,0.0436,0.0591,0.0561
66000,9495,2618,40541,66055,53548,25127,387,28402,3142,4,286659,3120986,25135.678,9346.735,0.2817,4298.886,0.039,0.897,0.011,0.052,0.425,0.424,2360,0.1454,0.7709,0.157,11.9,25.3,60.7,26.60,1.27,6.92,0.25,18.16,6.98,1.144,0.235,0.101,0.144,6.892,0.434,0.0037,155,493,629,29413,173,20,0.367,5218,439,1090,7966,765,1145,7585,15.75,25.39,8958,15.2239,67154,4290,86993,760.5,-0.0,1050635,19.062,2631002.543,1.22e-14,0.00015,33.72,25373,22.779,1.393,20.850,0.536,22.779,3015,3289,3191,0.4431,0.962,1.017,1.559,1.233,0.984,1.226,8357.578,6166.949,13439.270,8325.867,7669.427,1808.740,1874.887,1364.222,0.420,0.403,0.456,0.537,0.199,0.357,3957,6678,0.3950,1.0000,0.9998,0.0553,0.9999,1.0000,0.7859,1.2789,1.0935,0.0647,0.0564,0.0193,0.0000,0.7967,0.9498,0.2155,0.6742,0.9501,0.00260,899,0.9999,0.9638,0.8952,0.9991,0.0208,0.0296,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0541,0.0395,0.0344,0.026,0.063,0.025,0.091,2260,0.2437,0.0169,0.0203,0.0419,0.0599,0.0597
67000,8644,2532,36011,55250,44316,18927,312,25247,2579,0,229754,2717928,22551.861,7606.713,0.2891,3455.412,0.042,0.896,0.013,0.049,0.413,0.439,1381,0.1406,0.7688,0.172,12.0,25.2,61.2,26.31,1.10,6.87,0.31,18.04,6.99,1.163,0.223,0.101,0.148,7.062,0.445,0.0037,155,502,681,23774,189,23,0.529,4698,435,941,7268,567,1162,6915,15.25,24.43,9837,14.0251,67063,4175,86576,531.4,-0.0,1052198,17.005,2631002.543,8.50e-15,0.00016,9.25,20843,20.065,1.399,18.209,0.458,20.065,2601,2915,3128,0.4252,0.943,1.023,1.667,1.282,0.975,1.240,7922.718,6086.354,10508.461,7893.179,7605.632,1332.557,1617.514,1201.231,0.363,0.404,0.461,0.459,0.221,0.374,3808,6372,0.4186,0.9999,0.9997,0.0574,0.9999,0.9999,0.7836,1.2904,1.1021,0.0599,0.0538,0.0139,0.0000,0.0000,0.6748,0.2179,0.6618,0.9452,0.00261,754,0.9997,0.9668,0.9048,0.9989,0.0217,0.0319,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0556,0.0429,0.0400,0.033,0.102,0.032,0.106,1910,0.2651,0.0135,0.0232,0.0407,0.0630,0.0610
68000,9327,2602,39941,62464,50827,22220,303,25201,2835,3,274632,2806985,24999.415,8399.192,0.2668,3819.809,0.033,0.909,0.012,0.046,0.412,0.441,1198,0.1320,0.7540,0.171,12.0,26.2,60.2,26.78,1.08,7.53,0.29,17.88,6.94,1.158,0.251,0.105,0.148,7.163,0.423,0.0036,146,469,663,22731,197,20,0.501,5232,802,932,7593,621,1128,7578,15.25,23.93,8580,14.3760,66946,3905,86999,911.2,0.0,1053973,17.643,2631002.543,1.95e-15,0.00004,20.48,23928,21.320,1.397,19.395,0.527,21.320,2926,3275,3126,0.4297,0.948,1.020,1.655,1.242,0.977,1.270,8072.309,6141.020,13160.273,8042.249,7616.703,1714.959,1642.056,1222.369,0.401,0.390,0.445,0.452,0.252,0.344,3684,8416,0.3879,0.9999,0.9999,0.0503,0.9999,0.9999,0.7656,1.2541,1.1012,0.0517,0.0539,0.0160,0.0000,0.3545,0.9508,0.0615,0.6783,0.9521,0.00263,678,0.9998,0.9647,0.8952,0.9990,0.0219,0.0266,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0547,0.0385,0.0346,0.034,0.087,0.042,0.083,2125,0.2457,0.0161,0.0245,0.0412,0.0601,0.0616
69000,8412,2254,36266,54029,43043,17538,225,23612,2634,4,241557,2609200,21399.853,7643.391,0.2757,3480.985,0.033,0.919,0.011,0.037,0.409,0.438,1587,0.1444,0.7689,0.161,11.5,24.0,56.3,25.55,0.92,6.99,0.27,17.37,6.91,1.142,0.238,0.088,0.128,6.661,0.426,0.0036,142,482,714,21668,178,23,0.545,4602,6,1123,7283,406,986,7020,16.75,24.81,9177,13.0928,66973,3826,86930,800.3,-0.0,1055626,15.612,2631002.543,3.01e-15,0.00039,23.82,20528,18.854,1.388,17.040,0.426,18.854,2126,3117,3169,0.4691,0.936,1.008,1.670,1.199,0.975,1.268,7670.506,5581.101,10421.424,7644.074,6815.340,1421.890,1608.026,1132.490,0.384,0.399,0.439,0.455,0.205,0.300,3637,8439,0.5417,0.9998,1.0000,0.0584,0.9999,0.9999,0.7706,1.2569,1.1332,0.0502,0.0451,0.0158,0.0000,0.4988,0.9177,0.2122,0.7499,0.9592,0.00260,908,0.9994,0.9633,0.9043,0.9988,0.0210,0.0250,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0540,0.0376,0.0354,0.034,0.087,0.036,0.093,1584,0.2139,0.0135,0.0182,0.0384,0.0589,0.0597
70000,7952,2455,34836,53656,43474,18598,222,24620,2236,6,229318,2622973,21982.129,7139.036,0.2738,3214.936,0.039,0.901,0.014,0.046,0.409,0.445,1090,0.1439,0.7717,0.172,13.0,24.7,59.3,25.81,0.84,7.01,0.25,17.71,6.97,1.162,0.227,0.084,0.125,6.863,0.419,0.0037,155,492,672,20024,189,20,0.303,4267,16,1112,6824,408,1308,6236,17.25,26.10,9403,13.7552,66944,4031,86914,649.2,-0.0,1056719,16.720,2631002.543,1.20e-14,0.00004,7.77,20135,19.036,1.398,17.260,0.378,19.058,2425,2821,2706,0.4360,0.959,1.017,1.714,1.262,0.979,1.263,7593.362,5418.272,11054.713,7569.006,6573.347,1536.097,1275.348,1112.656,0.394,0.415,0.412,0.491,0.200,0.307,3609,5896,0.3912,1.0000,0.9999,0.0543,0.9999,1.0000,0.8392,1.2897,1.1433,0.0362,0.0477,0.0162,0.0000,0.0000,0.8614,0.0908,0.6505,0.9409,0.00259,736,0.9999,0.9731,0.9242,0.9981,0.0211,0.0225,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0542,0.0331,0.0287,0.032,0.077,0.033,0.085,1802,0.2393,0.0121,0.0172,0.0411,0.0623,0.0574
