step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,cold_land,cold_surface,cold_bottom,fat_land,fat_surface,fat_bottom
60000,8968,2329,38847,49186,36990,10134,205,26579,1693,2,126987,2410666,21843.785,4546.467,0.2938,2214.694,0.042,0.892,0.049,0.016,0.341,0.496,1230,0.1566,0.8624,0.167,10.2,14.0,49.6,20.30,0.56,6.29,0.47,12.98,6.46,1.111,0.247,0.029,0.030,6.068,0.451,0.0035,144,466,594,5693,98,8,0.812,3293,171,1022,7775,557,1315,7096,27.00,36.41,10013,15.0051,67276,3844,89571,432.7,-0.0,1051526,17.128,2631075.518,1.88e-14,0.00014,15.16,14618,17.196,1.356,15.628,0.212,17.221,2954,3647,2367,0.4842,0.973,1.006,1.457,1.205,0.986,1.188,8198.416,4952.849,10390.372,8176.956,5491.150,1241.306,412.881,677.587,0.347,0.349,0.324,0.334,0.098,0.167,4012,8032,0.3929,0.9999,0.9996,0.0477,1.0000,1.0000,0.8166,1.3184,1.0640,0.0367,0.0203,0.0197,0.0000,0.0846,0.9169,0.1021,0.6214,0.9491,0.00256,644,0.9994,0.9792,0.8911,0.9993,0.0157,0.0231,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0673,0.0684,0.0611,0.078,0.123,0.088,0.117,2163,0.2588,0.0153,0.0261,0.0504,0.0795,0.0697
61000,8154,2391,43008,57901,44534,14672,221,28813,1846,2,155903,2619899,24736.043,5788.340,0.2898,2964.514,0.040,0.896,0.052,0.012,0.344,0.494,1330,0.1847,0.8512,0.181,9.9,14.4,54.8,22.09,0.54,6.75,0.51,14.29,6.49,1.119,0.246,0.019,0.019,6.490,0.428,0.0035,141,448,693,6801,92,5,0.822,3157,634,1470,6050,649,1196,6309,28.25,36.83,8540,14.2471,67405,3799,88587,575.4,-0.0,1055221,18.374,2631075.518,7.08e-15,0.00002,36.46,17429,19.337,1.371,17.781,0.185,19.338,2616,3181,2357,0.4741,0.967,1.010,1.478,1.193,0.988,1.214,8353.460,5213.894,13650.240,8338.145,5712.172,1615.491,480.394,727.942,0.372,0.336,0.329,0.407,0.086,0.158,3922,10410,0.3942,1.0000,0.9994,0.0412,1.0000,1.0000,0.7494,1.3370,1.0310,0.0342,0.0129,0.0182,0.0000,0.8099,0.9592,0.2142,0.6514,0.9698,0.00260,484,1.0000,0.9859,0.8746,0.9992,0.0147,0.0235,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0694,0.0661,0.0602,0.061,0.139,0.074,0.127,2267,0.2362,0.0161,0.0288,0.0468,0.0888,0.0683
62000,7887,2200,39065,48923,36539,9690,168,27880,1683,2,137052,2505536,21549.665,4689.174,0.2900,2204.895,0.035,0.910,0.043,0.012,0.342,0.498,1202,0.1804,0.8619,0.168,9.2,14.0,52.6,20.39,0.42,6.42,0.48,13.06,6.51,1.144,0.245,0.018,0.018,6.131,0.431,0.0036,146,470,646,6287,86,4,0.959,2908,144,1266,6477,486,973,6428,28.25,36.14,8911,12.3713,67335,3656,88076,454.8,-0.0,1057224,17.139,2631075.518,1.91e-14,0.00010,13.00,14387,17.407,1.371,15.863,0.172,17.407,2361,3365,2161,0.4788,0.990,1.005,1.523,1.313,0.990,1.198,8843.920,5062.082,9267.228,8818.940,5668.392,1211.140,473.045,800.095,0.332,0.357,0.324,0.340,0.102,0.166,3735,7066,0.4799,0.9999,0.9998,0.0576,1.0000,1.0000,0.7705,1.3960,1.0569,0.0237,0.0127,0.0241,0.0000,0.0000,0.8590,0.1356,0.6489,0.9867,0.00265,621,0.9999,0.9915,0.8745,0.9994,0.0146,0.0248,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0703,0.0591,0.0529,0.072,0.111,0.076,0.104,2080,0.2254,0.0214,0.0308,0.0462,0.0879,0.0692
63000,9011,2311,39787,49974,37233,9992,195,28025,1805,3,132189,2479218,22055.192,4561.201,0.2947,2126.244,0.043,0.898,0.050,0.009,0.340,0.504,1391,0.1534,0.8626,0.175,9.3,14.0,55.2,20.60,0.50,6.07,0.44,13.59,6.45,1.136,0.232,0.018,0.018,6.069,0.451,0.0036,146,458,731,6232,146,5,0.792,3269,47,1481,7483,541,1063,7407,27.50,35.23,8653,12.0064,67275,3646,88267,484.8,0.0,1059054,16.930,2631075.518,7.08e-15,0.00024,29.99,15085,17.690,1.356,16.098,0.235,17.691,2408,3889,2714,0.4938,0.967,1.000,1.533,1.304,0.984,1.206,9056.867,5062.309,9537.706,9033.363,5610.367,1206.135,498.922,729.900,0.317,0.363,0.315,0.360,0.102,0.149,3808,6356,0.5126,0.9998,0.9995,0.0527,1.0000,1.0000,0.7580,1.3353,0.9887,0.0353,0.0107,0.0226,0.0000,0.7113,0.9643,0.0304,0.6604,0.9946,0.00263,517,0.9999,0.9789,0.8528,0.9995,0.0147,0.0219,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0679,0.0640,0.0579,0.083,0.107,0.082,0.105,1957,0.2300,0.0203,0.0253,0.0493,0.0810,0.0656
64000,9917,2622,41132,52073,38584,10773,168,28281,1808,1,140826,2609445,22616.443,4935.319,0.3071,2232.370,0.042,0.901,0.045,0.012,0.346,0.498,1225,0.1435,0.8633,0.182,9.1,14.0,52.7,19.67,0.42,6.05,0.37,12.82,6.41,1.162,0.236,0.018,0.018,6.117,0.465,0.0035,141,453,654,6736,90,5,0.755,3660,41,1322,8554,541,1261,8115,24.50,33.13,8812,12.9153,67302,3859,88151,586.9,-0.0,1060434,17.092,2631075.518,8.85e-15,0.00087,25.46,15857,18.441,1.349,16.781,0.311,18.443,2622,4057,3238,0.4663,0.975,1.009,1.579,1.354,0.987,1.226,8841.082,5358.806,10008.190,8823.234,6017.389,1270.816,457.537,974.596,0.333,0.362,0.330,0.344,0.091,0.195,3917,7208,0.4584,1.0000,1.0000,0.0555,1.0000,1.0000,0.7758,1.3898,1.0562,0.0242,0.0192,0.0201,0.0000,0.4411,0.9201,0.2438,0.6780,0.9809,0.00262,835,0.9997,0.9889,0.8924,0.9988,0.0148,0.0278,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0710,0.0600,0.0572,0.077,0.099,0.079,0.095,2093,0.2267,0.0176,0.0238,0.0507,0.0865,0.0679
65000,9254,2756,40823,51481,37712,10500,158,29167,1860,3,155863,2692428,22691.200,5229.394,0.3132,2177.908,0.040,0.898,0.046,0.016,0.345,0.498,1184,0.1600,0.8610,0.173,10.2,14.4,48.7,19.10,0.41,6.07,0.42,12.19,6.36,1.206,0.239,0.019,0.020,6.312,0.447,0.0035,147,473,690,7164,88,5,0.713,3620,164,1437,7653,449,1253,7552,24.50,32.42,10092,14.6968,67230,4199,88031,665.2,-0.0,1060942,17.832,2631075.518,1.59e-14,0.00015,11.33,16122,19.233,1.360,17.554,0.319,19.233,2864,3572,2818,0.4410,0.991,1.020,1.735,1.401,0.988,1.283,8450.373,5653.916,10197.170,8430.860,6241.078,1604.419,451.588,995.480,0.339,0.352,0.340,0.336,0.087,0.172,3913,7677,0.4466,1.0000,1.0000,0.0552,1.0000,1.0000,0.8503,1.3396,1.0835,0.0306,0.0118,0.0183,0.0000,0.0000,0.9102,0.1176,0.6391,0.9549,0.00264,652,0.9998,0.9901,0.8898,0.9985,0.0149,0.0238,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0691,0.0703,0.0682,0.092,0.104,0.074,0.110,2127,0.2285,0.0172,0.0270,0.0480,0.0833,0.0723
66000,9631,2560,44247,56677,42184,12195,235,28654,2233,1,163361,2716136,23788.252,5871.821,0.3297,2505.168,0.042,0.895,0.045,0.019,0.345,0.497,1171,0.1569,0.8604,0.170,9.5,15.0,52.9,19.84,0.45,6.05,0.50,12.84,6.43,1.209,0.236,0.022,0.024,6.147,0.434,0.0034,137,461,622,6709,67,5,0.716,3857,303,1195,8133,583,1525,7523,26.50,35.95,12011,17.1997,67268,3769,87999,596.0,-0.0,1060544,17.878,2631075.518,2.02e-14,0.00003,33.72,18540,20.075,1.353,18.382,0.339,20.075,3168,3642,2821,0.4366,0.983,1.020,1.735,1.400,0.986,1.281,8495.979,5416.427,11817.742,8474.329,6001.348,1777.594,461.946,1127.113,0.344,0.344,0.346,0.326,0.090,0.203,3946,10313,0.3945,0.9998,0.9999,0.0456,1.0000,1.0000,0.7997,1.3391,1.0844,0.0318,0.0167,0.0134,0.0000,0.7967,0.9498,0.2155,0.6742,0.9501,0.00260,468,0.9994,0.9821,0.9032,0.9990,0.0134,0.0199,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0688,0.0731,0.0698,0.095,0.125,0.081,0.118,2201,0.2323,0.0155,0.0253,0.0458,0.0850,0.0736
67000,10052,2636,44094,62643,48665,18296,253,26744,2073,2,184622,2595644,25728.321,6899.946,0.3071,3356.689,0.037,0.899,0.049,0.015,0.340,0.498,1310,0.1486,0.8414,0.165,10.1,18.8,57.6,23.09,0.64,6.90,0.49,15.06,6.47,1.180,0.241,0.031,0.032,6.521,0.380,0.0033,135,456,679,7690,78,6,0.764,4130,934,1033,8085,889,1622,7541,24.75,34.31,10622,17.8336,67180,3589,89054,1258.6,-0.0,1061154,17.399,2631075.518,7.61e-15,0.00000,9.25,20053,20.173,1.340,18.428,0.405,20.174,4225,3374,2453,0.4367,0.973,1.023,1.705,1.276,0.987,1.281,7762.610,4915.258,15902.517,7754.414,5428.080,2208.375,469.704,865.178,0.376,0.324,0.323,0.427,0.091,0.185,4070,12157,0.2989,1.0000,0.9996,0.0390,1.0000,1.0000,0.7448,1.3087,1.0449,0.0372,0.0134,0.0163,0.0000,0.0000,0.6748,0.2179,0.6618,0.9452,0.00261,577,0.9997,0.9822,0.8906,0.9990,0.0151,0.0197,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0661,0.0682,0.0636,0.087,0.121,0.070,0.110,2120,0.2211,0.0135,0.0229,0.0425,0.0901,0.0739
68000,8802,2406,38898,53046,40580,13984,164,24823,1568,1,141060,2318051,22555.363,5934.060,0.2975,3310.837,0.039,0.889,0.053,0.019,0.335,0.501,992,0.1567,0.8443,0.170,10.0,16.0,58.8,21.92,0.56,6.46,0.46,14.44,6.49,1.201,0.236,0.017,0.019,6.472,0.414,0.0033,136,475,710,6561,85,5,0.746,3490,752,815,7235,754,1214,6834,26.00,36.59,9949,14.8024,67064,3607,89430,556.7,-0.0,1064442,16.405,2631075.518,1.79e-14,0.00001,20.48,16875,18.091,1.358,16.443,0.289,18.091,3422,3234,2146,0.4362,0.977,1.025,1.745,1.385,0.986,1.234,7510.857,4581.906,13382.388,7495.159,4988.653,1588.820,415.550,618.853,0.352,0.340,0.310,0.419,0.079,0.127,4154,11441,0.4351,0.9999,0.9999,0.0411,1.0000,1.0000,0.7749,1.3349,1.0594,0.0372,0.0125,0.0120,0.0000,0.3545,0.9508,0.0615,0.6783,0.9521,0.00263,419,0.9995,0.9888,0.8957,0.9988,0.0148,0.0188,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0668,0.0703,0.0678,0.080,0.135,0.086,0.100,1896,0.2237,0.0136,0.0206,0.0445,0.0866,0.0726
69000,7023,2253,36926,48804,36649,11709,169,25523,1586,0,144632,2338054,21367.054,5137.560,0.3019,2408.765,0.039,0.900,0.042,0.018,0.336,0.504,1307,0.1938,0.8485,0.179,10.0,14.8,51.2,20.20,0.48,6.54,0.50,12.68,6.40,1.172,0.251,0.024,0.026,6.814,0.453,0.0034,144,478,682,6581,89,7,0.798,2884,48,758,6217,424,976,5623,26.50,37.34,10002,14.1001,67086,3512,89383,522.3,-0.0,1066668,16.540,2631075.518,1.82e-14,0.00005,23.82,15673,17.709,1.356,16.157,0.196,17.709,2197,2759,2067,0.4759,0.977,1.008,1.764,1.349,0.987,1.230,7484.658,4563.553,11342.763,7466.827,4966.230,1663.673,488.524,576.598,0.360,0.335,0.312,0.400,0.084,0.118,4106,9033,0.5125,1.0000,0.9999,0.0431,1.0000,1.0000,0.8326,1.3359,1.0671,0.0359,0.0150,0.0141,0.0000,0.4988,0.9177,0.2122,0.7499,0.9592,0.00260,522,0.9997,0.9849,0.9005,0.9985,0.0147,0.0162,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0762,0.0803,0.0765,0.098,0.133,0.069,0.119,2041,0.2274,0.0124,0.0218,0.0535,0.0940,0.0764
70000,8308,2502,39244,52403,39327,13020,139,24417,1665,4,160062,2350956,22828.605,5771.119,0.3060,2709.550,0.038,0.905,0.043,0.014,0.334,0.501,1229,0.1707,0.8485,0.173,10.4,15.3,55.2,21.76,0.54,6.70,0.52,14.00,6.42,1.163,0.248,0.021,0.022,6.758,0.445,0.0033,137,465,703,6491,100,8,0.815,3308,49,957,7302,786,1130,6392,24.75,37.46,9717,15.3810,67053,3585,89390,579.5,-0.0,1067996,16.147,2631075.518,2.00e-14,0.00030,7.77,16899,18.218,1.356,16.602,0.260,18.240,2981,3159,2168,0.4497,0.988,1.016,1.741,1.335,0.989,1.178,7621.647,4510.692,13050.954,7605.345,4881.855,2022.969,478.980,559.621,0.371,0.322,0.311,0.399,0.074,0.109,4182,9438,0.4127,0.9998,0.9992,0.0396,1.0000,1.0000,0.7578,1.3301,1.1031,0.0381,0.0068,0.0150,0.0000,0.0000,0.8614,0.0908,0.6505,0.9409,0.00259,491,0.9998,0.9918,0.9085,0.9989,0.0140,0.0180,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0724,0.0851,0.0834,0.109,0.132,0.081,0.122,1944,0.2160,0.0126,0.0176,0.0494,0.0899,0.0786
71000,9140,2670,40636,55151,41680,14329,186,26126,1899,3,172926,2428258,24435.951,6075.409,0.2937,2901.618,0.043,0.891,0.052,0.015,0.336,0.500,1190,0.1584,0.8398,0.160,10.4,16.8,57.4,22.79,0.41,7.14,0.57,14.67,6.55,1.177,0.250,0.019,0.019,6.838,0.436,0.0034,140,463,831,6878,122,7,0.846,3794,192,1403,7545,712,1589,6839,23.50,35.91,9334,16.1447,67189,3658,88432,521.4,-0.0,1070388,17.586,2631075.518,1.13e-14,0.00018,33.11,18335,19.620,1.354,17.947,0.320,19.621,3367,3303,2470,0.4230,0.986,1.026,1.715,1.352,0.987,1.191,7728.324,4936.316,14277.344,7713.832,5346.394,2065.722,529.488,578.580,0.369,0.327,0.314,0.413,0.075,0.135,4114,9065,0.4529,0.9999,0.9998,0.0399,1.0000,1.0000,0.7591,1.3225,1.0581,0.0218,0.0141,0.0134,0.0000,0.7810,0.9584,0.1060,0.6708,0.9450,0.00259,514,0.9997,0.9866,0.8914,0.9981,0.0140,0.0177,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0708,0.0989,0.0910,0.140,0.120,0.080,0.113,2197,0.2334,0.0132,0.0216,0.0452,0.0907,0.0792
72000,8617,2526,38078,50064,37185,11836,150,26136,1613,6,162386,2414870,22948.770,5443.897,0.2999,2400.649,0.043,0.886,0.057,0.014,0.334,0.498,1151,0.1724,0.8456,0.162,10.0,15.6,52.9,21.18,0.40,6.38,0.52,13.89,6.44,1.163,0.248,0.017,0.017,6.609,0.434,0.0033,148,498,914,7128,175,7,0.817,3641,180,1164,7273,708,1105,6804,26.50,39.53,10006,15.2300,67291,3403,87000,453.0,-0.0,1072838,18.113,2631075.518,8.14e-15,0.00002,16.62,16146,19.020,1.344,17.385,0.291,19.021,2918,3226,2473,0.4503,0.977,1.014,1.726,1.316,0.985,1.214,7989.481,5029.823,11837.662,7970.952,5540.805,1778.927,538.909,725.412,0.364,0.326,0.317,0.368,0.096,0.181,3852,8024,0.4647,0.9998,0.9999,0.0403,1.0000,1.0000,0.8163,1.3009,1.0346,0.0209,0.0179,0.0163,0.0000,0.0000,0.8708,0.2621,0.6418,0.9529,0.00257,482,0.9999,0.9775,0.8850,0.9992,0.0136,0.0223,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0723,0.0898,0.0867,0.106,0.125,0.058,0.125,2340,0.2632,0.0120,0.0211,0.0496,0.0934,0.0714
73000,8390,2329,37325,52005,40126,14521,159,25392,1489,3,138816,2372929,22250.688,5511.862,0.3115,2809.680,0.045,0.892,0.052,0.010,0.342,0.495,1173,0.1656,0.8496,0.159,10.0,15.5,50.0,20.92,0.39,6.22,0.68,13.64,6.45,1.157,0.245,0.020,0.020,6.470,0.435,0.0034,146,494,859,6221,132,7,0.795,3455,320,1443,6627,509,1069,6812,27.25,38.46,9848,14.6442,67263,3819,86905,470.4,-0.0,1074717,16.948,2631075.518,1.06e-14,0.00012,18.56,16894,18.267,1.352,16.634,0.281,18.267,2811,3300,2279,0.4808,0.967,1.006,1.715,1.324,0.987,1.197,7657.142,4714.624,12222.363,7644.285,5193.720,1434.388,628.702,639.093,0.377,0.334,0.319,0.458,0.092,0.135,4039,7880,0.3788,0.9999,0.9995,0.0428,1.0000,1.0000,0.8089,1.3298,1.0493,0.0241,0.0135,0.0137,0.0000,0.2810,0.9234,0.0654,0.6275,0.9666,0.00262,561,0.9998,0.9853,0.8989,0.9991,0.0134,0.0205,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0703,0.0970,0.0928,0.142,0.165,0.077,0.173,2227,0.2275,0.0193,0.0369,0.0474,0.0883,0.0725
74000,8794,2662,40460,52882,39509,12263,159,27692,1724,0,142921,2519544,22894.477,5358.539,0.3143,2550.769,0.049,0.873,0.068,0.010,0.345,0.493,1198,0.1641,0.8605,0.170,9.9,14.2,50.0,19.84,0.32,6.00,0.56,12.96,6.39,1.151,0.243,0.012,0.012,6.447,0.466,0.0034,145,462,736,6914,116,9,0.789,3539,241,1489,7064,606,881,7307,24.25,34.44,9227,13.0121,67313,3645,86526,422.4,-0.0,1077168,17.628,2631075.518,8.32e-15,0.00028,35.96,17800,20.430,1.422,18.703,0.305,20.430,2498,3616,2680,0.4843,0.978,1.002,1.696,1.332,0.987,1.202,8426.640,5433.961,11066.901,8418.226,5960.118,1467.770,652.879,687.122,0.332,0.362,0.329,0.398,0.086,0.142,3815,7878,0.5054,1.0000,0.9992,0.0470,1.0000,1.0000,0.8304,1.3632,1.0644,0.0228,0.0101,0.0132,0.0000,0.7848,0.9663,0.1735,0.6720,0.9909,0.00263,623,0.9998,0.9800,0.8793,0.9984,0.0139,0.0215,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0725,0.0864,0.0806,0.118,0.132,0.055,0.154,2139,0.2282,0.0190,0.0343,0.0527,0.0869,0.0717
75000,8881,2519,38793,49714,37293,10756,165,26112,1545,2,125912,2517065,21991.677,4709.019,0.3079,2285.807,0.047,0.891,0.055,0.007,0.353,0.486,1314,0.1576,0.8667,0.171,10.0,14.0,49.2,19.41,0.33,5.94,0.48,12.66,6.32,1.143,0.251,0.020,0.021,6.199,0.460,0.0034,140,481,780,6366,95,8,0.812,3382,45,1512,7324,397,899,7585,25.75,35.53,8810,12.1645,67207,3724,86815,555.1,-0.0,1079141,16.870,2631075.518,5.31e-16,0.00000,12.11,15030,17.995,1.381,16.337,0.277,17.996,2174,4019,2688,0.5078,0.974,1.000,1.691,1.358,0.987,1.204,8678.480,5181.289,9854.421,8659.395,5763.667,1158.987,544.728,719.498,0.345,0.369,0.332,0.362,0.102,0.156,3903,8168,0.4760,0.9999,0.9991,0.0520,1.0000,1.0000,0.8409,1.3382,1.0519,0.0214,0.0155,0.0141,0.0000,0.0000,0.8633,0.1112,0.6515,0.9903,0.00267,773,0.9995,0.9803,0.8808,0.9994,0.0141,0.0215,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0732,0.0808,0.0759,0.103,0.118,0.074,0.121,2106,0.2394,0.0227,0.0390,0.0527,0.0859,0.0707
76000,9296,2508,38084,47996,35313,9747,165,27642,1521,3,122963,2640104,21915.330,4258.761,0.3041,1921.548,0.043,0.894,0.053,0.010,0.359,0.485,1171,0.1513,0.8663,0.167,9.5,14.4,53.0,21.84,0.43,6.23,0.49,14.69,6.49,1.119,0.241,0.023,0.024,6.212,0.423,0.0035,151,483,728,6790,132,10,0.791,3670,64,1537,7695,537,1431,7328,26.50,35.15,9575,13.3754,67185,3688,86800,464.3,-0.0,1079572,17.390,2631075.518,9.38e-15,0.00029,31.62,15495,18.811,1.383,17.115,0.313,18.812,2679,3749,2868,0.4886,0.960,1.000,1.505,1.223,0.984,1.198,8655.937,5219.709,9454.952,8637.782,5744.144,1103.155,547.035,687.023,0.360,0.373,0.332,0.361,0.091,0.130,3815,5724,0.4170,1.0000,0.9997,0.0509,1.0000,0.9998,0.7603,1.2796,1.0522,0.0254,0.0137,0.0167,0.0000,0.7248,0.9646,0.0661,0.6583,0.9758,0.00270,650,0.9992,0.9624,0.8951,0.9988,0.0136,0.0182,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0710,0.0698,0.0669,0.097,0.127,0.077,0.124,2129,0.2327,0.0205,0.0246,0.0474,0.0874,0.0716
77000,10098,2870,40848,57831,44670,16796,187,26783,1472,5,130051,2548338,24591.207,5781.832,0.2930,3400.243,0.046,0.882,0.056,0.016,0.347,0.496,1297,0.1396,0.8508,0.175,10.0,15.0,53.4,21.52,0.57,6.20,0.44,14.31,6.50,1.122,0.243,0.029,0.031,6.568,0.460,0.0033,141,465,811,6309,149,8,0.800,3995,148,1479,8471,411,1543,8144,23.00,31.50,8399,14.0879,67219,3707,86148,536.6,-0.0,1082650,17.544,2631075.518,3.35e-14,0.00023,20.50,17899,19.635,1.377,17.935,0.324,19.636,2973,4056,3069,0.4842,0.964,1.002,1.526,1.208,0.985,1.222,8356.448,5418.014,13691.394,8345.874,5954.181,1229.755,489.734,662.100,0.387,0.343,0.317,0.485,0.077,0.141,3936,9170,0.4608,0.9999,0.9996,0.0469,1.0000,1.0000,0.7630,1.2820,1.0382,0.0410,0.0190,0.0119,0.0000,0.2304,0.8852,0.3148,0.6553,0.9568,0.00266,698,0.9994,0.9724,0.8974,0.9993,0.0136,0.0190,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0717,0.0676,0.0624,0.094,0.101,0.067,0.104,1918,0.2166,0.0165,0.0251,0.0516,0.0876,0.0701
78000,8110,2411,38162,48961,35980,10654,145,26809,1689,5,134632,2306042,22212.587,4940.811,0.3081,2347.992,0.044,0.890,0.052,0.015,0.323,0.507,1173,0.1843,0.8550,0.170,10.2,15.0,54.9,22.32,0.73,6.92,0.43,14.22,6.57,1.121,0.251,0.037,0.038,6.689,0.450,0.0034,142,502,736,6319,117,10,0.773,3385,353,1218,6539,616,1242,6252,27.25,35.75,9276,15.2893,67122,3710,85456,618.5,-0.0,1084138,17.937,2631075.518,5.31e-15,0.00004,11.73,14887,18.182,1.359,16.611,0.212,18.182,2920,2997,2193,0.4656,0.970,1.012,1.525,1.188,0.987,1.215,7607.238,4800.697,11698.415,7600.823,5261.341,1399.128,461.749,731.942,0.351,0.315,0.308,0.359,0.062,0.140,3939,8724,0.3948,1.0000,0.9993,0.0475,1.0000,1.0000,0.7368,1.3360,1.0636,0.0481,0.0157,0.0169,0.0000,0.0000,0.9232,0.1237,0.6302,0.9463,0.00266,642,0.9993,0.9866,0.9170,0.9991,0.0148,0.0223,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0718,0.0757,0.0678,0.084,0.115,0.051,0.117,2281,0.2394,0.0184,0.0288,0.0501,0.0902,0.0755
79000,7348,2243,38047,51131,38111,12930,154,25009,1664,2,144005,2227416,21480.499,5366.270,0.3019,2648.879,0.048,0.889,0.051,0.013,0.326,0.504,1160,0.1940,0.8601,0.159,10.2,15.0,55.2,22.65,0.86,6.90,0.66,14.23,6.54,1.108,0.254,0.044,0.045,6.620,0.433,0.0034,139,463,715,7036,98,10,0.783,2997,321,751,6276,737,1069,5542,28.50,37.87,10184,15.6183,67120,3617,85561,602.0,-0.0,1085056,16.443,2631075.518,1.66e-14,0.00001,31.48,15578,17.170,1.349,15.642,0.179,17.171,2587,2753,2008,0.4562,0.978,1.012,1.367,1.167,0.988,1.198,7227.921,4477.323,12004.692,7227.598,4897.088,1634.288,466.509,616.594,0.372,0.306,0.308,0.403,0.068,0.134,4186,9730,0.3873,1.0000,0.9999,0.0392,1.0000,1.0000,0.7215,1.3350,1.0440,0.0577,0.0132,0.0206,0.0000,0.7376,0.9454,0.2239,0.7287,0.9517,0.00263,448,0.9999,0.9798,0.8864,0.9991,0.0153,0.0194,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0720,0.0841,0.0761,0.102,0.156,0.100,0.148,1956,0.2277,0.0139,0.0220,0.0461,0.0954,0.0735
