step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,cold_land,cold_surface,cold_bottom,fat_land,fat_surface,fat_bottom
20000,9601,2747,44713,58900,45592,13980,207,33510,3498,2,216824,3244327,23848.821,6642.455,0.2914,2694.205,0.037,0.883,0.071,0.009,0.381,0.470,1332,0.1580,0.8526,0.172,8.9,13.4,54.9,20.01,0.65,6.21,0.41,12.73,6.73,1.130,0.241,0.026,0.027,6.452,0.444,0.0037,149,490,672,14049,227,15,0.847,3795,281,971,8349,459,824,8318,20.00,29.68,9326,12.8596,67033,4398,159420,392.3,-0.0,907664,19.820,2631075.518,2.12e-15,0.00009,20.54,17702,21.677,1.371,19.973,0.334,21.705,2177,4231,3193,0.5053,0.968,1.000,1.695,1.276,0.985,1.223,10089.470,5923.817,9839.989,9966.892,6736.145,1830.416,1027.449,1090.385,0.345,0.402,0.374,0.384,0.149,0.222,4419,6210,0.5512,1.0000,0.9998,0.1067,1.0000,1.0000,0.7826,1.3949,1.0672,0.0465,0.0231,0.0269,0.0000,0.3531,0.9048,0.2450,0.7352,0.9551,0.00248,804,0.9998,0.9650,0.8882,0.9976,0.0298,0.0605,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0757,0.0547,0.0513,0.072,0.120,0.057,0.118,2520,0.2392,0.0139,0.0215,0.0492,0.0904,0.0741
21000,10533,3051,48138,65609,51930,17268,203,32644,3758,1,219693,3483253,25819.658,7403.884,0.3011,3269.691,0.039,0.892,0.059,0.010,0.398,0.459,1408,0.1432,0.8467,0.176,8.1,13.0,56.3,20.98,0.53,6.61,0.46,13.38,6.86,1.125,0.248,0.024,0.026,6.702,0.452,0.0035,143,460,820,13789,210,15,0.876,3980,25,1011,9497,794,1348,8391,19.75,27.88,8552,13.2281,66917,4280,154282,593.5,-0.0,914976,19.062,2631075.518,4.96e-15,0.00146,8.53,19253,22.648,1.372,20.928,0.348,22.649,2922,4459,3152,0.5001,0.967,1.000,1.516,1.228,0.985,1.227,10227.672,6108.017,11889.010,10117.728,7082.611,2000.149,962.748,1171.297,0.374,0.410,0.395,0.408,0.152,0.248,4347,7880,0.4678,0.9998,0.9998,0.0904,1.0000,1.0000,0.7475,1.4882,1.0899,0.0307,0.0191,0.0229,0.0000,0.0000,0.9094,0.0740,0.6577,0.9451,0.00251,908,0.9998,0.9808,0.8985,0.9988,0.0260,0.0549,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0778,0.0563,0.0518,0.074,0.109,0.053,0.127,2015,0.1890,0.0110,0.0179,0.0493,0.0953,0.0794
22000,10897,3080,50056,66020,51631,15703,261,33772,4512,6,229582,3513367,25928.597,7355.550,0.3061,2962.861,0.039,0.887,0.067,0.007,0.393,0.458,1858,0.1485,0.8557,0.170,8.0,14.2,57.4,21.34,0.53,6.79,0.47,13.55,6.68,1.138,0.253,0.022,0.023,6.525,0.452,0.0035,139,460,844,14916,228,15,0.796,4317,37,1313,9547,599,1452,8846,17.75,27.05,7804,12.8357,66972,4319,149285,498.9,-0.0,922600,20.090,2631075.518,2.02e-14,0.00006,31.86,19501,22.909,1.359,21.137,0.413,22.910,3255,4458,3184,0.4833,0.967,1.007,1.732,1.300,0.985,1.188,10245.132,6096.493,11771.359,10127.596,6992.503,2068.924,1120.937,1202.827,0.372,0.406,0.390,0.355,0.146,0.229,4297,8190,0.5039,1.0000,0.9994,0.0872,1.0000,1.0000,0.7548,1.3920,1.0611,0.0320,0.0174,0.0203,0.0000,0.7820,0.9505,0.1297,0.7226,0.9534,0.00249,832,0.9997,0.9810,0.8899,0.9986,0.0270,0.0508,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0727,0.0568,0.0514,0.071,0.112,0.062,0.134,2380,0.2294,0.0105,0.0167,0.0483,0.0870,0.0778
23000,10008,2881,46607,60943,46638,14152,184,33286,4248,9,228030,3273917,24925.784,7152.327,0.3109,2722.058,0.037,0.892,0.062,0.009,0.376,0.465,2079,0.1682,0.8499,0.180,9.0,15.0,56.8,21.35,0.52,6.73,0.41,13.70,6.66,1.133,0.258,0.018,0.019,6.566,0.453,0.0036,144,478,903,12970,195,13,0.813,4158,48,983,8977,544,1356,8108,20.25,29.52,8558,13.4105,67058,4291,143482,614.3,-0.0,929608,20.026,2631075.518,1.31e-14,0.00054,11.13,17977,22.344,1.374,20.616,0.354,22.344,2972,4086,2950,0.4744,0.975,1.011,1.476,1.266,0.986,1.203,10145.569,6139.802,10540.316,10053.232,7054.294,2059.654,1229.605,1141.010,0.357,0.380,0.386,0.357,0.142,0.238,4077,6663,0.5086,1.0000,0.9998,0.0936,1.0000,1.0000,0.7428,1.3536,1.0592,0.0276,0.0206,0.0223,0.0000,0.0000,0.7341,0.2065,0.6514,0.9419,0.00249,914,0.9996,0.9857,0.8973,0.9979,0.0284,0.0585,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0719,0.0548,0.0502,0.058,0.103,0.058,0.117,2376,0.2212,0.0125,0.0208,0.0517,0.0844,0.0749
24000,9980,2817,49889,64099,49367,14048,162,34616,4266,9,231765,3332528,26180.187,7101.116,0.3021,2725.224,0.035,0.899,0.057,0.009,0.371,0.465,2201,0.1798,0.8594,0.194,9.0,15.0,59.0,22.62,0.50,7.11,0.46,14.55,6.56,1.129,0.263,0.017,0.018,6.299,0.462,0.0036,138,456,843,11791,176,10,0.869,3846,270,1359,8351,704,1364,7912,22.00,29.63,9188,15.2073,67144,4245,138183,643.8,-0.0,936465,20.878,2631075.518,1.93e-14,0.00043,20.30,19072,22.710,1.393,20.990,0.326,22.711,3164,3964,2852,0.4737,0.977,1.009,1.415,1.244,0.986,1.198,10317.481,5914.519,12033.940,10228.972,6642.499,2131.259,1181.832,1062.801,0.359,0.376,0.375,0.343,0.123,0.208,4048,7622,0.4875,0.9999,0.9998,0.0849,1.0000,1.0000,0.7055,1.3508,1.0284,0.0254,0.0171,0.0209,0.0000,0.4606,0.9382,0.0748,0.6367,0.9467,0.00249,641,0.9994,0.9823,0.8821,0.9983,0.0269,0.0561,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0677,0.0557,0.0518,0.064,0.118,0.064,0.116,2763,0.2420,0.0132,0.0213,0.0438,0.0818,0.0748
25000,10564,2532,47305,65177,52366,17701,171,32658,3558,5,202456,3242685,25940.588,6886.398,0.2982,3113.216,0.048,0.890,0.049,0.013,0.385,0.459,1790,0.1516,0.8514,0.184,9.0,14.0,55.2,21.09,0.52,6.37,0.46,13.73,6.55,1.102,0.244,0.016,0.016,6.083,0.446,0.0036,143,470,927,9807,180,9,0.877,3927,235,1337,8992,942,1144,8478,20.40,30.14,8968,13.9063,67312,4089,133265,506.2,-0.0,944075,20.032,2631075.518,2.19e-14,0.00038,32.07,18700,21.752,1.368,20.030,0.354,21.753,3191,4398,2975,0.5032,0.965,1.000,1.250,1.200,0.983,1.172,10319.406,5754.283,12288.332,10225.029,6540.443,1870.555,918.246,984.382,0.343,0.402,0.393,0.444,0.138,0.238,4182,7243,0.4681,0.9999,0.9996,0.0813,1.0000,1.0000,0.7806,1.3232,1.0418,0.0287,0.0185,0.0244,0.0000,0.7074,0.9404,0.2658,0.6475,0.9625,0.00249,788,0.9997,0.9833,0.8973,0.9990,0.0268,0.0571,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0682,0.0587,0.0545,0.059,0.127,0.056,0.139,2469,0.2164,0.0155,0.0238,0.0458,0.0801,0.0745
26000,10673,2817,48267,64658,51242,16199,192,33856,3367,8,204468,3338454,25829.892,6791.851,0.2922,3057.809,0.041,0.894,0.057,0.007,0.388,0.460,1884,0.1505,0.8595,0.169,9.0,13.5,54.1,21.02,0.53,6.53,0.47,13.49,6.47,1.099,0.254,0.024,0.025,6.244,0.453,0.0037,141,447,771,10195,131,9,0.911,3936,365,1800,8508,961,1119,8593,20.25,28.17,7882,12.3298,67259,4091,129782,654.5,-0.0,950613,20.102,2631075.518,5.31e-16,0.00020,11.77,19251,21.994,1.376,20.255,0.363,21.994,2964,4521,3188,0.4915,0.968,1.001,1.245,1.200,0.984,1.168,10573.555,6210.215,11304.363,10486.848,7096.490,1756.861,896.538,1080.643,0.365,0.400,0.385,0.399,0.146,0.232,4000,7513,0.4812,0.9999,1.0000,0.0867,1.0000,1.0000,0.7652,1.2986,1.0511,0.0282,0.0254,0.0205,0.0000,0.0000,0.8570,0.1182,0.6323,0.9779,0.00253,907,0.9998,0.9779,0.8926,0.9986,0.0273,0.0537,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0693,0.0617,0.0552,0.067,0.126,0.057,0.124,2507,0.2293,0.0177,0.0259,0.0478,0.0803,0.0736
27000,9838,2762,46064,59600,46503,13394,142,33324,3098,3,187378,3299186,24052.863,6182.533,0.3057,2602.113,0.042,0.893,0.057,0.009,0.388,0.458,1805,0.1625,0.8745,0.183,9.0,13.0,51.8,19.70,0.48,6.24,0.51,12.46,6.50,1.111,0.249,0.022,0.021,6.106,0.467,0.0036,144,458,729,9169,93,8,0.869,3538,46,1471,8321,428,1198,8212,21.25,28.22,8134,11.6006,67245,4143,126990,586.5,-0.0,955702,19.342,2631075.518,1.95e-15,0.00094,35.39,17349,20.983,1.377,19.301,0.305,20.983,2421,4332,3085,0.5043,0.963,1.000,1.289,1.224,0.983,1.201,10659.128,6081.392,9020.346,10567.824,7066.807,1624.981,755.008,1200.430,0.337,0.413,0.382,0.345,0.141,0.245,3925,7245,0.5071,0.9999,0.9998,0.0948,1.0000,1.0000,0.7913,1.3430,1.0501,0.0358,0.0154,0.0203,0.0000,0.8017,0.9668,0.0713,0.6747,0.9954,0.00252,910,0.9998,0.9852,0.8999,0.9988,0.0253,0.0548,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0721,0.0598,0.0560,0.073,0.142,0.051,0.153,2319,0.2222,0.0168,0.0267,0.0503,0.0835,0.0730
28000,11489,2763,47799,63819,50876,15834,186,33530,3144,3,178486,3367247,24845.782,6099.385,0.3078,2665.368,0.051,0.882,0.059,0.008,0.395,0.459,1674,0.1321,0.8773,0.180,9.0,13.4,56.0,20.89,0.45,5.83,0.43,14.19,6.45,1.115,0.229,0.017,0.017,5.892,0.447,0.0036,144,458,733,9221,132,9,0.901,4062,62,1944,9483,423,1552,9514,20.75,28.25,8826,12.5071,67242,4370,124986,498.4,-0.0,958868,19.204,2631075.518,5.31e-16,0.00033,20.43,19813,21.488,1.369,19.679,0.440,21.488,2947,5016,3526,0.4882,0.967,1.001,1.311,1.277,0.983,1.167,10965.968,6424.692,9216.450,10871.890,7422.809,1417.761,696.983,1319.274,0.330,0.425,0.388,0.385,0.157,0.257,3910,6358,0.5866,1.0000,0.9999,0.1031,1.0000,1.0000,0.7279,1.3014,1.0734,0.0294,0.0157,0.0160,0.0000,0.1419,0.9069,0.2078,0.6834,0.9884,0.00251,767,0.9996,0.9791,0.9147,0.9987,0.0258,0.0519,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0685,0.0579,0.0512,0.064,0.116,0.057,0.124,2346,0.2224,0.0182,0.0289,0.0446,0.0780,0.0748
29000,10393,2925,49491,67766,53358,18115,160,36517,3229,1,233461,3619525,27116.392,7518.050,0.2913,3268.091,0.042,0.889,0.058,0.011,0.393,0.460,2128,0.1589,0.8560,0.165,9.0,13.8,54.8,20.42,0.62,6.42,0.45,12.93,6.43,1.116,0.249,0.019,0.019,6.166,0.469,0.0037,149,462,797,10682,113,10,0.893,3949,76,1518,8799,731,1112,8550,22.75,30.39,6931,11.8617,67190,4169,122167,590.5,-0.0,965812,21.731,2631075.518,1.88e-14,0.00017,15.85,21019,23.981,1.389,22.221,0.371,23.981,2674,4644,3075,0.5085,0.961,1.000,1.341,1.239,0.983,1.210,11155.441,6144.236,12198.240,11065.896,7120.346,2339.304,806.909,1103.746,0.384,0.406,0.377,0.415,0.151,0.256,3945,7327,0.4901,1.0000,0.9993,0.0800,1.0000,1.0000,0.7413,1.3317,1.0495,0.0453,0.0180,0.0229,0.0000,0.0254,0.9220,0.0753,0.6429,0.9601,0.00254,875,1.0000,0.9854,0.8930,0.9990,0.0251,0.0490,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0708,0.0610,0.0573,0.071,0.128,0.056,0.129,2638,0.2164,0.0157,0.0235,0.0494,0.0829,0.0712
30000,10422,2756,44662,56588,43612,11790,136,32859,2610,3,181471,3140481,24019.344,5627.908,0.2935,2298.979,0.038,0.898,0.054,0.010,0.376,0.471,1581,0.1513,0.8653,0.176,8.7,14.0,55.5,21.77,0.53,6.85,0.55,13.83,6.50,1.100,0.247,0.020,0.021,6.111,0.460,0.0037,148,473,764,8229,113,10,0.860,3890,217,1219,8986,707,1302,8413,21.75,29.82,8089,13.0657,67276,4166,118587,497.3,-0.0,970267,19.494,2631075.518,4.96e-15,0.00014,32.73,16830,21.895,1.470,20.088,0.337,21.923,2969,4320,3133,0.4833,0.971,1.002,1.305,1.200,0.984,1.166,10184.984,5746.706,9693.366,10115.073,6509.883,1535.110,668.876,1124.943,0.355,0.393,0.359,0.347,0.115,0.210,4224,6088,0.4744,0.9997,0.9998,0.0849,1.0000,1.0000,0.7060,1.3344,1.0381,0.0282,0.0241,0.0191,0.0000,0.7707,0.9424,0.2766,0.6696,0.9520,0.00248,889,0.9994,0.9796,0.8942,0.9988,0.0247,0.0468,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0692,0.0588,0.0541,0.069,0.144,0.062,0.135,2184,0.2157,0.0125,0.0217,0.0469,0.0824,0.0722
31000,10273,2402,44425,57808,44496,13232,151,31856,2702,6,196934,3034923,24311.912,6027.645,0.2862,2505.518,0.041,0.897,0.053,0.009,0.372,0.472,1699,0.1516,0.8546,0.174,8.9,13.8,55.7,21.36,0.55,6.57,0.57,13.67,6.45,1.094,0.245,0.020,0.021,5.925,0.440,0.0036,148,473,787,8294,125,9,0.839,3869,423,1321,8529,477,1154,8642,25.00,34.51,8769,13.6060,67196,4107,115638,596.2,-0.0,974744,19.514,2631075.518,7.26e-15,0.00005,7.71,17409,21.341,1.422,19.589,0.330,21.342,2647,4462,3164,0.4952,0.967,1.000,1.288,1.197,0.984,1.164,9796.667,5787.329,10496.239,9729.306,6591.886,1832.366,593.742,1096.019,0.359,0.382,0.364,0.351,0.137,0.227,4303,6713,0.4622,0.9999,0.9999,0.0741,1.0000,1.0000,0.7288,1.3058,1.0244,0.0305,0.0246,0.0206,0.0000,0.0000,0.7667,0.1974,0.6396,0.9443,0.00249,899,0.9997,0.9739,0.8988,0.9989,0.0256,0.0402,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0676,0.0642,0.0603,0.081,0.156,0.069,0.158,2398,0.2233,0.0145,0.0244,0.0451,0.0812,0.0671
32000,8879,2380,44364,62331,49070,17791,176,31304,2768,3,223907,2967079,24643.894,7301.701,0.2798,3386.661,0.044,0.892,0.055,0.009,0.371,0.470,1825,0.1736,0.8492,0.161,9.0,14.0,55.2,21.94,0.53,7.22,0.54,13.65,6.50,1.094,0.265,0.018,0.017,6.226,0.429,0.0036,146,449,715,8863,99,8,0.871,3520,817,1213,6849,698,1228,6953,24.50,33.01,7680,13.2872,67124,4103,113564,687.5,-0.0,979581,18.933,2631075.518,4.78e-15,0.00019,26.07,18770,20.768,1.366,19.152,0.250,20.770,2838,3591,2450,0.4855,0.973,1.003,1.297,1.175,0.985,1.161,9094.891,5467.466,12727.431,9033.514,6269.610,2203.097,679.888,1032.055,0.378,0.375,0.359,0.456,0.129,0.217,4193,8511,0.4187,1.0000,0.9999,0.0687,1.0000,1.0000,0.7445,1.3116,1.0322,0.0256,0.0266,0.0195,0.0000,0.6305,0.9539,0.0885,0.6892,0.9523,0.00252,988,0.9993,0.9761,0.8909,0.9992,0.0235,0.0396,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0694,0.0646,0.0581,0.071,0.141,0.068,0.138,2184,0.2007,0.0132,0.0242,0.0476,0.0858,0.0707
33000,10411,2525,43333,56052,43231,12538,181,28966,2742,2,177536,2874891,22652.814,5608.876,0.2926,2361.660,0.044,0.902,0.048,0.007,0.371,0.470,1697,0.1456,0.8724,0.172,8.6,13.5,53.4,20.25,0.36,6.55,0.43,12.91,6.43,1.088,0.254,0.014,0.014,5.823,0.436,0.0035,140,447,685,8447,122,8,0.850,3900,47,1045,9319,544,1392,8475,22.75,32.17,8224,12.3678,67114,3846,112023,485.1,-0.0,982927,17.206,2631075.518,1.77e-15,0.00087,17.88,16995,18.999,1.370,17.311,0.318,19.000,2976,4500,2935,0.5123,0.960,1.000,1.302,1.192,0.983,1.146,9593.322,5277.310,9482.586,9536.301,5995.586,1606.421,671.673,969.122,0.337,0.392,0.361,0.349,0.141,0.203,4433,7412,0.4896,0.9999,0.9996,0.0815,1.0000,1.0000,0.7886,1.3580,1.0541,0.0201,0.0155,0.0170,0.0000,0.2415,0.8907,0.2106,0.7394,0.9581,0.00249,733,0.9999,0.9846,0.8962,0.9989,0.0233,0.0406,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0697,0.0543,0.0486,0.064,0.112,0.050,0.120,1946,0.2167,0.0128,0.0187,0.0486,0.0819,0.0724
34000,8865,2290,43385,56132,42626,12580,167,31331,3096,3,201895,2970075,22362.073,6156.477,0.2958,2424.426,0.035,0.913,0.046,0.006,0.365,0.473,1506,0.1824,0.8704,0.173,8.0,13.1,50.8,19.34,0.36,6.50,0.37,12.11,6.41,1.103,0.252,0.015,0.015,5.784,0.428,0.0037,143,460,678,8736,103,9,0.825,3360,24,898,7943,466,1224,7175,26.75,36.01,8933,12.8254,67060,3943,110222,544.4,-0.0,986027,18.253,2631075.518,8.67e-15,0.00031,10.03,16971,19.335,1.342,17.748,0.245,19.336,2338,3902,2625,0.5012,0.971,1.000,1.373,1.229,0.985,1.169,9144.423,5191.666,9913.805,9096.937,5775.756,2121.192,620.010,990.850,0.360,0.381,0.340,0.372,0.116,0.170,4175,7801,0.4872,1.0000,0.9999,0.0680,1.0000,1.0000,0.8110,1.3750,1.0626,0.0183,0.0181,0.0200,0.0000,0.0368,0.9190,0.0601,0.6543,0.9411,0.00249,597,0.9993,0.9857,0.8967,0.9986,0.0217,0.0384,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0716,0.0553,0.0502,0.059,0.097,0.042,0.115,2103,0.2067,0.0116,0.0186,0.0478,0.0870,0.0699
35000,10554,2683,48116,68051,53926,19757,178,31604,3228,2,243060,3143271,26824.717,7597.817,0.2736,3441.408,0.046,0.898,0.048,0.008,0.378,0.463,1950,0.1533,0.8471,0.163,9.0,15.0,58.2,23.37,0.46,7.25,0.53,15.13,6.57,1.106,0.252,0.018,0.019,6.271,0.448,0.0036,139,435,652,9148,102,9,0.827,4238,113,1305,9136,878,1939,7737,23.25,31.80,7933,15.4848,67217,3909,108549,811.5,-0.0,989103,19.223,2631075.518,2.76e-14,0.00002,33.64,20733,21.777,1.407,20.032,0.339,21.778,3886,3988,2680,0.4512,0.969,1.021,1.361,1.186,0.984,1.173,9531.027,5402.866,14704.294,9480.613,6081.218,2388.931,681.204,1086.273,0.380,0.387,0.360,0.466,0.117,0.195,4257,8761,0.4621,0.9999,0.9993,0.0553,1.0000,1.0000,0.7200,1.3849,1.0363,0.0214,0.0160,0.0194,0.0000,0.8076,0.9496,0.1593,0.6856,0.9442,0.00252,726,0.9997,0.9874,0.8779,0.9993,0.0222,0.0342,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0644,0.0745,0.0521,0.070,0.098,0.067,0.113,2106,0.2158,0.0108,0.0154,0.0449,0.0828,0.0653
36000,9453,2618,44656,58000,43772,13173,171,33231,2911,0,204922,3057923,24266.758,6419.024,0.2936,2658.646,0.045,0.896,0.048,0.011,0.367,0.472,1729,0.1737,0.8519,0.144,9.0,13.5,52.6,20.00,0.48,6.30,0.39,12.82,6.42,1.096,0.250,0.019,0.019,5.909,0.476,0.0037,150,469,612,8660,78,9,0.835,3615,116,1072,8265,600,898,7955,24.00,33.10,7975,12.4249,67307,3825,105319,397.1,-0.0,995651,20.345,2631075.518,3.31e-14,0.00011,11.63,17922,21.086,1.366,19.439,0.281,21.087,2366,4198,2889,0.5039,0.971,1.000,1.374,1.230,0.986,1.146,9800.101,5746.791,10758.086,9741.600,6425.719,2015.507,714.484,1030.387,0.365,0.376,0.353,0.394,0.110,0.201,4092,6273,0.5268,1.0000,0.9999,0.0679,1.0000,1.0000,0.7680,1.3547,1.0763,0.0286,0.0209,0.0218,0.0000,0.0000,0.7605,0.2323,0.6312,0.9481,0.00248,737,0.9994,0.9840,0.9040,0.9994,0.0204,0.0368,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0705,0.0544,0.0494,0.059,0.099,0.049,0.115,2605,0.2361,0.0140,0.0249,0.0499,0.0853,0.0660
37000,8910,2360,42414,54814,41790,12234,166,30542,2585,1,164592,2771037,23379.876,5337.882,0.2937,2316.739,0.038,0.907,0.045,0.009,0.355,0.487,1539,0.1709,0.8669,0.170,9.0,14.0,62.8,22.88,0.48,6.93,0.43,15.05,6.59,1.103,0.247,0.016,0.016,6.054,0.418,0.0037,145,464,611,7760,89,8,0.806,3327,477,1711,6722,543,1054,7313,25.75,34.51,9130,14.1840,67340,4004,103578,681.2,-0.0,997556,18.226,2631075.518,1.35e-14,0.00001,24.14,16506,19.208,1.384,17.583,0.242,19.209,2741,3750,2419,0.4985,0.973,1.000,1.402,1.219,0.987,1.151,9419.680,5415.317,10278.364,9360.717,6057.533,1447.789,631.766,941.588,0.330,0.369,0.349,0.375,0.104,0.209,4071,6907,0.4557,1.0000,0.9991,0.0680,1.0000,1.0000,0.7244,1.3281,0.9987,0.0214,0.0183,0.0228,0.0000,0.5925,0.9406,0.0727,0.6308,0.9610,0.00253,681,0.9996,0.9844,0.8818,0.9994,0.0216,0.0373,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0683,0.0513,0.0474,0.061,0.121,0.059,0.103,2241,0.2435,0.0168,0.0284,0.0452,0.0832,0.0714
38000,8658,2513,43560,55923,42550,12190,173,31752,2264,3,179820,2932923,23257.451,5700.931,0.2885,2458.215,0.039,0.899,0.049,0.014,0.366,0.481,1173,0.1737,0.8684,0.167,8.6,13.4,50.6,19.45,0.42,6.02,0.40,12.61,6.41,1.096,0.243,0.018,0.019,5.936,0.472,0.0037,144,452,678,9465,83,8,0.842,3186,159,1467,7032,465,740,7453,23.50,31.91,9490,12.5941,67410,3764,102513,346.3,-0.0,1001039,18.547,2631075.518,1.22e-14,0.00003,31.31,17165,19.883,1.382,18.265,0.236,19.883,1927,4075,2656,0.5438,0.967,1.000,1.370,1.242,0.985,1.159,9997.990,5369.185,9691.568,9947.587,6076.511,1692.209,575.110,975.396,0.346,0.385,0.346,0.367,0.125,0.195,4173,6696,0.5479,0.9999,0.9997,0.0681,1.0000,1.0000,0.8008,1.3305,1.0344,0.0266,0.0158,0.0231,0.0000,0.6305,0.9489,0.2137,0.6664,0.9851,0.00255,800,0.9996,0.9835,0.8782,0.9984,0.0212,0.0383,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0722,0.0527,0.0495,0.065,0.111,0.040,0.120,2297,0.2317,0.0164,0.0250,0.0539,0.0833,0.0686
39000,9886,2440,42917,55835,43028,12769,149,30439,2468,3,158884,2753128,22762.641,5139.482,0.2897,2262.656,0.039,0.895,0.058,0.009,0.359,0.483,1145,0.1495,0.8733,0.175,9.0,14.2,58.4,21.86,0.50,6.32,0.59,14.46,6.53,1.138,0.239,0.016,0.015,5.907,0.426,0.0037,142,458,616,7692,67,8,0.774,3845,46,1735,8105,688,1242,7956,25.25,32.71,10668,13.4825,67299,4043,102825,582.4,-0.0,1000537,17.540,2631075.518,1.70e-14,0.00051,12.25,17212,18.781,1.351,17.090,0.340,18.782,2989,3986,2911,0.4620,0.971,1.012,1.499,1.305,0.983,1.178,9949.491,5797.832,8460.342,9901.426,6663.530,1259.938,643.156,973.731,0.307,0.382,0.352,0.379,0.129,0.228,4050,5798,0.5143,1.0000,0.9997,0.0902,1.0000,0.9999,0.7390,1.3298,1.0409,0.0256,0.0224,0.0187,0.0000,0.0000,0.8605,0.0798,0.6400,0.9913,0.00256,976,0.9999,0.9701,0.8878,0.9985,0.0201,0.0347,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0660,0.0742,0.0692,0.069,0.172,0.102,0.131,2005,0.2307,0.0211,0.0311,0.0419,0.0825,0.0681
