step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,cold_land,cold_surface,cold_bottom,fat_land,fat_surface,fat_bottom
71000,6845,1749,39087,58696,46953,18536,1073,26062,2229,4,183223,2102684,21191.479,6531.252,0.2675,3467.844,0.007,0.889,0.037,0.066,0.336,0.490,797,0.1943,0.8283,0.163,11.9,19.0,57.4,23.28,0.50,6.02,0.18,16.59,6.96,1.120,0.237,0.015,0.016,5.865,0.451,0.0039,129,401,489,4510,54,3,0.871,3006,73,1059,5713,676,894,5275,29.00,36.57,7840,12.9561,67251,3250,80039,426.8,-0.0,1067191,15.629,2630837.750,1.58e-14,0.00001,33.11,19211,16.741,1.367,15.199,0.176,16.742,2310,2444,2091,0.4633,0.975,1.002,1.709,1.261,0.982,1.125,7164.620,4464.194,12356.332,7136.792,5166.200,1510.005,1031.816,521.588,0.368,0.294,0.367,0.500,0.109,0.211,3497,8378,0.4682,0.9994,0.9996,0.0396,1.0000,1.0000,0.7528,1.0175,0.9184,0.0257,0.0166,0.0193,0.0000,0.7810,0.9584,0.1060,0.6708,0.9450,0.00259,1065,0.9993,0.8692,0.8217,0.9987,0.0161,0.0206,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0564,0.0263,0.0257,0.024,0.055,0.073,0.017,1841,0.2147,0.0112,0.0174,0.0443,0.0640,0.0609
72000,8322,2000,41338,58234,44915,15763,1133,26904,2202,2,193327,2214539,22316.839,6251.427,0.2684,3008.563,0.008,0.894,0.035,0.064,0.336,0.490,602,0.1670,0.8256,0.162,11.7,19.0,55.3,23.07,0.59,5.70,0.21,16.58,6.94,1.132,0.232,0.012,0.015,5.953,0.449,0.0039,130,410,473,5008,30,5,0.839,3818,215,1055,7052,714,1041,6567,24.00,32.69,7027,13.0969,67356,3205,78932,565.0,-0.0,1069709,16.353,2630837.750,1.33e-14,0.00005,16.62,20499,17.848,1.372,16.205,0.270,17.848,2895,3009,2418,0.4408,0.969,1.008,1.741,1.322,0.979,1.095,7357.842,4879.552,12322.450,7343.147,5659.806,1833.115,1028.139,381.611,0.353,0.304,0.365,0.414,0.121,0.211,3330,7450,0.4319,1.0000,0.9999,0.0364,1.0000,1.0000,0.7729,1.0170,0.9132,0.0358,0.0198,0.0161,0.0000,0.0000,0.8708,0.2621,0.6418,0.9529,0.00257,1022,0.9998,0.8780,0.8071,0.9990,0.0160,0.0197,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0559,0.0342,0.0335,0.032,0.063,0.095,0.014,2281,0.2379,0.0144,0.0213,0.0433,0.0617,0.0637
73000,7047,1492,33811,45475,34278,10679,985,24326,1970,2,150401,1824820,17562.112,4699.729,0.2773,2093.473,0.008,0.901,0.031,0.061,0.315,0.503,523,0.1816,0.8448,0.177,11.0,18.4,48.9,22.05,0.33,5.57,0.13,16.01,7.00,1.116,0.234,0.013,0.017,5.532,0.421,0.0040,137,440,465,3827,25,7,0.892,3157,235,1031,5781,621,902,5524,29.75,38.73,8605,12.0729,67335,3896,78834,454.2,-0.0,1070314,14.535,2630837.750,1.68e-14,0.00011,18.56,15210,14.673,1.398,13.089,0.186,14.673,2413,2594,2040,0.4698,0.971,1.004,1.586,1.273,0.983,1.099,6625.806,4360.168,8028.792,6603.026,5023.767,1249.647,912.660,443.950,0.321,0.289,0.351,0.387,0.109,0.181,3602,5617,0.3921,1.0000,0.9993,0.0456,1.0000,1.0000,0.8164,1.0326,0.9152,0.0136,0.0160,0.0160,0.0000,0.2810,0.9234,0.0654,0.6275,0.9666,0.00262,1116,0.9995,0.9104,0.8160,0.9988,0.0153,0.0224,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0571,0.0203,0.0192,0.017,0.040,0.055,0.009,2055,0.2423,0.0193,0.0304,0.0449,0.0607,0.0668
74000,7475,1462,39527,55748,43664,15084,1137,26704,2135,6,161050,2246844,21114.239,5654.770,0.2698,2938.981,0.005,0.895,0.034,0.066,0.353,0.477,672,0.1759,0.8421,0.156,11.3,19.0,47.9,21.99,0.48,5.58,0.15,15.78,6.98,1.090,0.241,0.025,0.028,5.446,0.412,0.0040,133,398,585,4257,27,7,0.915,3343,213,1410,5852,513,900,6062,31.75,40.22,7493,11.2406,67388,3484,78689,366.7,-0.0,1073090,15.419,2630837.750,9.91e-15,0.00002,35.96,19383,16.638,1.386,15.051,0.201,16.639,2217,3052,2206,0.4990,0.959,1.000,1.227,1.235,0.977,1.099,7716.398,4901.925,10600.118,7693.919,5759.182,1154.681,1112.457,448.651,0.351,0.330,0.390,0.434,0.129,0.235,3524,7187,0.5008,0.9997,0.9996,0.0445,1.0000,1.0000,0.8108,1.0030,0.9458,0.0243,0.0252,0.0144,0.0000,0.7848,0.9663,0.1735,0.6720,0.9909,0.00263,1065,0.9993,0.8931,0.8511,0.9988,0.0155,0.0203,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0562,0.0253,0.0227,0.024,0.043,0.064,0.009,2002,0.2306,0.0186,0.0232,0.0468,0.0587,0.0621
75000,7264,1819,37178,49408,37635,11125,1105,26977,2003,3,150654,2152338,18776.952,4646.078,0.2728,2077.213,0.011,0.894,0.038,0.058,0.341,0.485,489,0.1826,0.8603,0.164,10.3,18.4,47.3,21.28,0.45,5.29,0.41,15.13,6.94,1.081,0.242,0.017,0.020,5.619,0.462,0.0041,133,395,573,4273,49,7,0.927,3154,28,1115,6121,363,1123,5778,26.50,34.80,8415,10.7560,67285,3309,78856,555.2,-0.0,1073261,15.019,2630837.750,1.95e-15,0.00041,12.11,16646,15.544,1.366,13.993,0.185,15.544,2064,2874,2326,0.5032,0.954,1.000,1.201,1.191,0.980,1.107,7945.304,4944.655,7046.876,7922.614,5884.675,918.326,1125.037,525.502,0.319,0.321,0.393,0.339,0.141,0.254,3287,5484,0.4454,0.9999,1.0000,0.0571,1.0000,1.0000,0.8048,1.0462,0.9393,0.0406,0.0106,0.0102,0.0000,0.0000,0.8633,0.1112,0.6515,0.9903,0.00267,1056,0.9995,0.9060,0.8148,0.9991,0.0163,0.0191,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0602,0.0332,0.0326,0.090,0.077,0.137,0.015,1866,0.2214,0.0196,0.0245,0.0495,0.0648,0.0639
76000,8416,1889,39637,58977,46885,18286,1054,26675,1810,6,158278,2224879,21447.508,5623.988,0.2633,3018.891,0.015,0.892,0.036,0.057,0.348,0.483,668,0.1563,0.8428,0.173,11.9,19.0,50.1,24.06,0.74,5.34,0.37,17.61,6.97,1.087,0.226,0.031,0.032,5.862,0.443,0.0039,133,406,558,5304,30,7,0.916,3762,42,1362,7012,991,1447,5978,23.50,33.53,6805,11.6748,67261,3276,79308,511.8,-0.0,1075127,15.875,2630837.750,1.24e-15,0.00004,31.62,20121,16.887,1.363,15.265,0.259,16.888,3196,3127,2093,0.5317,0.934,1.000,1.235,1.187,0.979,1.095,7770.943,4436.748,11489.684,7753.528,5223.187,1219.963,898.224,486.911,0.375,0.319,0.366,0.488,0.125,0.216,3359,6920,0.4254,0.9998,0.9999,0.0441,1.0000,1.0000,0.7229,1.0396,0.9054,0.0518,0.0094,0.0115,0.0000,0.7248,0.9646,0.0661,0.6583,0.9758,0.00270,996,0.9994,0.9005,0.7974,0.9993,0.0179,0.0217,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0542,0.0421,0.0352,0.029,0.079,0.114,0.020,2078,0.2280,0.0203,0.0228,0.0457,0.0617,0.0559
77000,7218,1702,37082,48347,36132,10249,1016,26902,1802,2,145346,1988894,18972.161,4564.440,0.2726,2087.874,0.011,0.894,0.036,0.060,0.316,0.503,675,0.1923,0.8533,0.170,11.0,18.0,46.9,21.26,0.45,5.19,0.13,15.48,6.97,1.080,0.238,0.017,0.018,5.547,0.459,0.0040,134,421,455,4213,15,6,0.911,3124,133,1146,5939,556,953,5709,31.00,39.47,7428,11.1184,67300,3210,78428,445.4,-0.0,1077620,15.545,2630837.750,2.55e-14,0.00005,20.50,16188,15.786,1.377,14.238,0.171,15.786,2179,2893,2146,0.5152,0.966,1.000,1.208,1.186,0.982,1.105,7462.686,4386.666,8635.444,7442.298,4982.294,1078.360,954.009,444.196,0.332,0.291,0.346,0.359,0.100,0.158,3381,6743,0.4905,0.9996,0.9999,0.0436,1.0000,1.0000,0.8271,1.0552,0.9158,0.0443,0.0081,0.0085,0.0000,0.2304,0.8852,0.3148,0.6553,0.9568,0.00266,831,0.9998,0.9358,0.8246,0.9990,0.0153,0.0224,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0577,0.0213,0.0211,0.021,0.037,0.051,0.006,2000,0.2134,0.0160,0.0210,0.0498,0.0638,0.0576
78000,7479,1671,38238,52958,40858,13582,1138,25624,2066,0,159871,1959860,19734.215,5312.420,0.2740,2574.398,0.009,0.889,0.036,0.067,0.322,0.497,883,0.1790,0.8492,0.168,11.5,19.4,49.5,23.00,0.45,5.45,0.24,16.87,6.92,1.104,0.231,0.019,0.021,5.410,0.428,0.0040,130,399,464,4181,18,4,0.864,3474,740,885,5854,416,1447,5616,29.00,37.13,7853,13.1175,67202,3409,78338,430.0,-0.0,1078717,15.076,2630837.750,1.65e-14,0.00004,11.73,18159,15.800,1.377,14.195,0.228,15.801,3152,2411,1916,0.4736,0.946,1.003,1.336,1.196,0.979,1.110,6791.014,4157.732,10801.428,6772.454,4734.731,1396.600,897.731,443.690,0.348,0.286,0.355,0.398,0.094,0.181,3707,7558,0.3954,0.9998,0.9996,0.0380,1.0000,1.0000,0.8254,0.9992,0.8772,0.0258,0.0145,0.0133,0.0000,0.0000,0.9232,0.1237,0.6302,0.9463,0.00266,712,0.9996,0.9227,0.8013,0.9988,0.0161,0.0206,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0534,0.0337,0.0316,0.039,0.054,0.092,0.018,2017,0.2358,0.0140,0.0193,0.0427,0.0637,0.0579
79000,7635,1596,39108,56933,44723,16682,1143,24746,1989,1,157347,1926919,20290.745,5714.708,0.2712,3047.366,0.012,0.879,0.042,0.067,0.323,0.497,714,0.1719,0.8486,0.148,10.8,19.0,50.8,23.51,0.65,5.65,0.30,16.91,6.98,1.063,0.241,0.021,0.025,5.515,0.397,0.0039,126,387,444,4100,18,2,0.903,3463,464,759,6412,1188,1003,5444,31.50,40.26,7830,12.8664,67201,3216,78182,684.0,-0.0,1080013,14.672,2630837.750,4.78e-15,0.00004,31.48,19353,15.673,1.355,14.131,0.187,15.674,3083,2362,2190,0.4781,0.952,1.002,1.162,1.099,0.980,1.101,6781.261,4545.718,11192.311,6766.620,5379.180,1318.988,867.644,480.710,0.346,0.288,0.352,0.428,0.119,0.259,3761,9058,0.4035,0.9991,1.0000,0.0375,1.0000,1.0000,0.7805,0.9872,0.8867,0.0409,0.0147,0.0168,0.0000,0.7376,0.9454,0.2239,0.7287,0.9517,0.00263,1132,0.9990,0.9052,0.7929,0.9991,0.0149,0.0191,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0559,0.0375,0.0339,0.067,0.060,0.100,0.029,2026,0.2234,0.0140,0.0169,0.0462,0.0652,0.0597
80000,6430,1511,37654,53354,41420,14635,1065,24751,1995,2,161241,1976606,19315.650,5381.743,0.2563,2798.763,0.012,0.899,0.038,0.051,0.330,0.487,842,0.2079,0.8514,0.159,11.0,18.0,53.6,23.74,0.39,5.34,0.16,17.86,7.09,1.059,0.238,0.022,0.025,5.998,0.422,0.0039,125,387,464,4608,27,3,0.930,2785,766,885,4779,261,907,5262,30.25,39.17,6719,11.3915,67091,3360,78109,563.8,-0.0,1082901,14.783,2630837.750,9.91e-15,0.00001,7.81,17531,15.198,1.374,13.694,0.129,15.216,2410,2202,1818,0.4663,0.970,1.002,1.163,1.117,0.984,1.075,6264.837,4200.736,11040.266,6247.206,4826.940,1315.448,864.160,403.372,0.372,0.272,0.363,0.414,0.112,0.179,3712,9087,0.3628,1.0000,0.9996,0.0361,1.0000,1.0000,0.7396,1.0463,0.9233,0.0191,0.0131,0.0142,0.0000,0.0000,0.7030,0.1614,0.6810,0.9517,0.00264,880,0.9994,0.9316,0.8129,0.9988,0.0155,0.0194,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0594,0.0238,0.0204,0.027,0.028,0.044,0.011,2144,0.2225,0.0143,0.0222,0.0503,0.0671,0.0622
81000,6891,1429,35988,49584,38166,12549,1047,23218,1588,0,128622,1801865,18252.461,4764.814,0.2707,2588.622,0.009,0.899,0.037,0.055,0.316,0.502,772,0.1851,0.8595,0.147,10.9,18.0,49.2,22.38,0.52,5.37,0.22,16.27,7.07,1.062,0.242,0.024,0.029,5.420,0.420,0.0039,126,400,469,4364,22,4,0.919,3042,27,723,6141,599,941,5351,33.00,41.06,7037,11.0373,67023,3183,77933,538.6,-0.0,1084336,13.384,2630837.750,6.02e-15,0.00005,22.95,16281,14.240,1.365,12.715,0.160,14.241,2508,2484,1899,0.4866,0.966,1.001,1.168,1.128,0.984,1.075,6662.725,4343.590,9172.531,6649.751,5018.800,816.968,976.989,382.236,0.326,0.284,0.356,0.394,0.124,0.192,3575,8200,0.4430,1.0000,0.9991,0.0435,1.0000,1.0000,0.7981,1.0513,0.8747,0.0361,0.0127,0.0140,0.0000,0.5047,0.9536,0.0308,0.6833,0.9505,0.00264,915,0.9997,0.9513,0.8091,0.9985,0.0148,0.0173,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0569,0.0312,0.0260,0.025,0.051,0.077,0.019,1606,0.1995,0.0117,0.0160,0.0474,0.0652,0.0584
82000,7063,1496,37625,53398,41746,14595,1178,24621,1582,2,144497,1915984,19349.838,5094.048,0.2636,2713.369,0.009,0.902,0.041,0.048,0.320,0.495,694,0.1918,0.8562,0.132,11.0,18.0,50.0,23.45,0.64,5.01,0.31,17.49,7.08,1.054,0.222,0.026,0.031,5.587,0.417,0.0039,125,389,457,5238,26,4,0.942,3076,32,747,6284,660,1382,5021,34.00,42.79,7259,12.4121,67132,3179,77692,641.3,-0.0,1085366,14.318,2630837.750,2.04e-14,0.00000,22.90,17580,15.022,1.351,13.507,0.164,15.022,2783,2422,1858,0.5094,0.954,1.000,1.158,1.100,0.979,1.081,6588.674,4207.340,10679.083,6566.932,4817.191,1183.251,818.320,379.109,0.354,0.276,0.355,0.418,0.107,0.185,3662,8724,0.3558,1.0000,1.0000,0.0379,1.0000,1.0000,0.7703,1.0489,0.8919,0.0418,0.0169,0.0119,0.0000,0.4377,0.9119,0.2415,0.7055,0.9460,0.00260,695,0.9998,0.9683,0.8173,0.9991,0.0137,0.0155,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0578,0.0411,0.0367,0.029,0.090,0.102,0.020,1829,0.2074,0.0127,0.0144,0.0486,0.0695,0.0564
83000,7573,1792,37289,53553,41709,15276,988,24236,1521,1,139874,1964330,20452.232,5082.400,0.2638,2776.111,0.014,0.903,0.047,0.036,0.326,0.495,538,0.1748,0.8437,0.166,11.0,18.1,53.1,24.18,0.67,6.08,0.15,17.28,7.11,1.061,0.241,0.040,0.047,5.891,0.431,0.0038,130,392,510,4762,11,4,0.954,3358,115,1086,6372,616,1643,5314,29.75,39.27,6793,12.9065,67164,3296,77276,712.7,-0.0,1087197,14.856,2630837.750,1.40e-14,0.00002,9.34,17997,15.536,1.362,13.993,0.182,15.536,3226,2524,1823,0.4767,0.952,1.001,1.175,1.113,0.982,1.079,6700.718,4134.401,11760.245,6688.447,4779.651,1104.499,826.671,375.119,0.375,0.273,0.358,0.430,0.105,0.213,3779,8221,0.4148,1.0000,0.9996,0.0335,1.0000,1.0000,0.7392,1.0520,0.8903,0.0406,0.0148,0.0116,0.0000,0.0000,0.8820,0.1174,0.6289,0.9434,0.00262,786,0.9999,0.9668,0.8243,0.9991,0.0134,0.0176,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0582,0.0202,0.0181,0.018,0.030,0.048,0.010,2014,0.2343,0.0118,0.0168,0.0477,0.0713,0.0586
84000,6638,1630,35805,49389,37877,12536,1048,24924,1306,0,140262,1934309,19893.367,4787.303,0.2597,2510.552,0.013,0.910,0.040,0.037,0.316,0.504,585,0.2036,0.8410,0.154,11.0,18.0,51.6,23.98,0.58,5.36,0.20,17.84,7.12,1.044,0.226,0.021,0.026,5.928,0.456,0.0039,136,420,509,4805,16,4,0.931,3081,419,986,5233,396,955,5287,33.00,43.10,6680,11.7916,67307,3102,75874,387.7,-0.0,1090630,15.591,2630837.750,8.50e-15,0.00003,36.11,16850,15.775,1.374,14.244,0.157,15.776,2278,2491,1869,0.5122,0.953,1.000,1.142,1.088,0.979,1.077,6889.754,4333.871,10597.698,6874.345,4931.876,1191.118,768.026,317.606,0.354,0.268,0.353,0.399,0.098,0.200,3613,7459,0.3997,0.9996,0.9999,0.0381,1.0000,1.0000,0.7315,1.0500,0.8870,0.0410,0.0123,0.0084,0.0000,0.8251,0.9596,0.1561,0.6491,0.9561,0.00261,808,0.9995,0.9653,0.8213,0.9992,0.0139,0.0181,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0604,0.0256,0.0241,0.040,0.039,0.073,0.010,2243,0.2285,0.0167,0.0234,0.0489,0.0701,0.0615
85000,8417,1604,33181,44253,33364,10174,898,22440,1196,1,124417,1747614,18362.471,3857.620,0.2557,1869.325,0.008,0.921,0.043,0.029,0.314,0.505,656,0.1482,0.8432,0.151,10.6,18.0,53.6,24.02,0.53,5.95,0.18,17.36,7.20,1.048,0.243,0.029,0.034,5.585,0.385,0.0039,137,429,495,4358,21,5,0.956,3629,150,1390,6877,930,1151,6336,30.50,40.94,7302,11.5434,67326,3465,75715,453.3,-0.0,1091420,13.809,2630837.750,1.40e-14,0.00027,16.98,14861,14.038,1.374,12.446,0.219,14.039,2877,3241,2299,0.4819,0.965,1.001,1.147,1.107,0.981,1.069,6857.197,4226.479,8645.691,6839.606,4746.499,844.298,812.378,331.619,0.334,0.276,0.358,0.401,0.094,0.158,3957,5309,0.4351,1.0000,1.0000,0.0458,1.0000,1.0000,0.7252,1.0677,0.8780,0.0337,0.0128,0.0121,0.0000,0.0000,0.8909,0.2093,0.6596,0.9726,0.00266,726,1.0000,0.9636,0.8172,0.9993,0.0145,0.0178,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0563,0.0229,0.0221,0.033,0.042,0.075,0.010,1730,0.2237,0.0173,0.0250,0.0466,0.0638,0.0580
86000,6933,1619,35120,49513,38800,13349,1044,25758,1516,1,151785,2066766,19521.455,5042.743,0.2592,2583.865,0.006,0.920,0.043,0.031,0.331,0.491,740,0.1979,0.8389,0.139,10.8,18.0,57.1,24.59,0.49,5.47,0.17,18.45,7.14,1.055,0.231,0.024,0.028,6.072,0.444,0.0040,141,418,513,5636,31,4,0.906,3111,456,1565,4912,548,810,5575,30.00,38.49,6599,10.3510,67247,3386,75169,412.1,-0.0,1094046,15.682,2630837.750,1.43e-14,0.00029,21.43,16936,15.889,1.382,14.329,0.178,15.889,2233,2680,2020,0.4996,0.958,1.000,1.167,1.121,0.980,1.082,7230.428,4739.581,9359.159,7224.800,5521.361,1104.747,899.083,455.049,0.352,0.291,0.377,0.435,0.111,0.252,3472,6322,0.4782,1.0000,0.9997,0.0480,1.0000,1.0000,0.7125,1.0382,0.8557,0.0303,0.0120,0.0129,0.0000,0.5138,0.9324,0.0159,0.6377,0.9901,0.00269,826,0.9995,0.9490,0.7971,0.9992,0.0154,0.0216,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0587,0.0241,0.0212,0.021,0.047,0.065,0.010,2181,0.2235,0.0242,0.0275,0.0510,0.0660,0.0575
87000,6907,1671,32723,43848,33181,10156,969,24090,1227,3,124519,1906021,18133.496,4084.681,0.2632,2036.217,0.005,0.917,0.041,0.037,0.326,0.497,703,0.1865,0.8416,0.149,11.3,17.9,49.6,22.52,0.48,5.38,0.19,16.47,7.04,1.083,0.232,0.019,0.024,5.648,0.456,0.0039,143,444,465,5146,29,5,0.889,3127,25,1078,5804,279,906,5722,28.75,37.45,7074,10.1384,67283,3443,75195,387.7,-0.0,1095299,14.669,2630837.750,1.26e-14,0.00001,34.08,15405,14.905,1.384,13.332,0.189,14.906,1840,2808,2259,0.4833,0.969,1.001,1.223,1.241,0.979,1.083,7329.646,4464.181,7726.738,7313.292,5129.683,856.478,784.004,407.982,0.331,0.302,0.364,0.408,0.105,0.203,3553,4732,0.5621,0.9999,0.9996,0.0518,1.0000,1.0000,0.7859,1.0514,0.8772,0.0280,0.0187,0.0177,0.0000,0.7446,0.9541,0.1881,0.6793,0.9948,0.00271,880,0.9991,0.9641,0.8223,0.9995,0.0158,0.0209,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0578,0.0297,0.0271,0.025,0.046,0.078,0.010,1817,0.1975,0.0211,0.0241,0.0496,0.0661,0.0541
88000,6793,1789,36442,50023,38683,12532,1049,26021,1732,0,178603,2095868,19765.239,5276.579,0.2655,2313.372,0.005,0.923,0.042,0.030,0.327,0.495,843,0.2052,0.8421,0.150,11.1,18.0,55.0,23.24,0.36,5.84,0.16,16.89,7.02,1.107,0.239,0.020,0.023,5.836,0.460,0.0040,140,417,412,6507,19,5,0.883,3012,58,961,5774,305,981,5507,30.50,38.12,7123,11.1855,67201,3321,75280,472.0,-0.0,1096243,15.402,2630837.750,7.08e-16,0.00000,10.34,17293,16.377,1.440,14.762,0.175,16.378,2219,2652,1922,0.4858,0.965,1.001,1.301,1.259,0.978,1.111,7685.008,4644.204,9055.616,7670.036,5352.960,1585.944,849.964,527.299,0.338,0.298,0.368,0.422,0.112,0.182,3437,6008,0.4834,1.0000,0.9997,0.0446,1.0000,1.0000,0.7643,1.0283,0.8842,0.0206,0.0128,0.0118,0.0000,0.0000,0.8437,0.1407,0.6475,0.9690,0.00273,904,0.9999,0.9438,0.7996,0.9994,0.0144,0.0194,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0593,0.0247,0.0219,0.028,0.040,0.067,0.010,1891,0.2333,0.0194,0.0208,0.0486,0.0689,0.0584
89000,7269,1801,36077,49109,37350,11992,1040,24730,1558,1,160571,1870602,19539.424,4980.321,0.2719,2251.322,0.008,0.913,0.044,0.035,0.305,0.513,586,0.1879,0.8333,0.156,11.3,18.9,53.6,23.49,0.52,5.48,0.25,17.25,6.94,1.129,0.225,0.030,0.035,5.872,0.448,0.0039,136,434,448,5843,36,5,0.867,3364,211,1334,5724,564,1001,5704,30.25,37.77,8255,12.8175,67214,3196,75290,631.6,-0.0,1096282,14.836,2630837.750,5.84e-15,0.00001,32.05,17841,16.297,1.400,14.656,0.242,16.297,2472,2644,2153,0.4783,0.964,1.002,1.847,1.285,0.979,1.136,7213.862,4574.151,9338.031,7196.187,5256.528,1341.449,838.367,549.183,0.331,0.269,0.339,0.394,0.100,0.208,3532,6413,0.4646,0.9999,1.0000,0.0467,1.0000,1.0000,0.7774,1.0161,0.8270,0.0342,0.0102,0.0175,0.0000,0.7488,0.9614,0.1184,0.6574,0.9552,0.00272,990,0.9991,0.9323,0.7680,0.9992,0.0145,0.0221,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0569,0.0360,0.0327,0.041,0.059,0.094,0.019,1909,0.2227,0.0162,0.0203,0.0501,0.0681,0.0512
90000,6583,1697,35507,49387,37658,12864,1016,23270,1442,1,144876,1895548,19292.113,5335.526,0.2862,2743.802,0.006,0.926,0.037,0.031,0.314,0.509,609,0.1989,0.8271,0.160,11.6,18.4,49.7,22.09,0.39,5.82,0.15,15.72,6.84,1.162,0.233,0.019,0.023,5.852,0.431,0.0037,136,426,428,4792,21,4,0.825,2924,354,887,5342,445,1093,5045,30.00,37.83,8724,13.5221,67197,3379,75468,420.3,-0.0,1097358,14.886,2630837.750,1.88e-14,0.00003,15.85,17913,15.836,1.394,14.239,0.203,15.855,2527,2251,1805,0.4647,0.974,1.002,1.959,1.358,0.985,1.108,6355.370,4123.808,10894.268,6341.849,4799.798,1527.056,686.743,377.926,0.356,0.255,0.355,0.378,0.094,0.235,3736,8160,0.4430,1.0000,0.9987,0.0418,1.0000,1.0000,0.8193,1.0513,0.8772,0.0283,0.0087,0.0109,0.0000,0.1410,0.8427,0.2900,0.6625,0.9472,0.00268,1093,0.9996,0.9605,0.7961,0.9986,0.0163,0.0260,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0581,0.0234,0.0220,0.018,0.038,0.049,0.019,2227,0.2317,0.0160,0.0243,0.0485,0.0690,0.0580
