step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,cold_land,cold_surface,cold_bottom,fat_land,fat_surface,fat_bottom
11000,8058,2086,48940,74367,60663,23792,1635,33581,3232,1,233682,2756035,24593.016,7606.923,0.2543,3893.413,0.010,0.794,0.058,0.139,0.391,0.432,1185,0.1886,0.8609,0.164,12.0,17.4,46.2,21.82,0.24,5.88,0.16,15.53,6.79,1.112,0.247,0.010,0.011,5.759,0.473,0.0041,126,391,677,6592,42,18,0.738,3166,54,1031,6973,543,1629,5886,20.00,31.62,7473,13.1834,66750,3737,246776,490.0,-0.0,799488,18.742,2630837.750,6.37e-15,0.00159,16.93,21962,19.655,1.417,17.998,0.239,19.655,3064,2724,2270,0.4617,0.975,1.007,1.515,1.189,0.984,1.163,9559.756,4967.496,13011.496,9430.951,6043.982,2083.109,976.399,654.003,0.355,0.421,0.374,0.431,0.191,0.340,4206,9085,0.5023,0.9999,0.9997,0.0715,1.0000,1.0000,0.8340,1.0959,0.9476,0.0185,0.0064,0.0043,0.0000,0.2188,0.9371,0.0473,0.6605,0.9412,0.00249,502,1.0000,0.9798,0.8615,0.9984,0.0412,0.0549,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0595,0.0206,0.0158,0.029,0.024,0.031,0.020,2732,0.2273,0.0113,0.0148,0.0472,0.0699,0.0637
12000,7503,1919,46237,67726,55090,19926,1563,32744,2889,4,205661,2632648,22858.072,6468.643,0.2493,3263.726,0.009,0.805,0.055,0.132,0.385,0.440,654,0.1954,0.8675,0.153,11.3,17.8,47.5,22.22,0.39,6.01,0.17,15.66,6.90,1.095,0.252,0.006,0.006,5.876,0.468,0.0041,126,401,575,5870,60,16,0.793,2925,117,782,6604,512,980,6011,21.75,32.06,8894,13.3380,66973,3786,229229,399.4,-0.0,817572,18.142,2630837.750,1.58e-14,0.00039,31.67,19455,18.723,1.440,17.116,0.168,18.724,2360,2813,2330,0.4993,0.933,1.000,1.472,1.170,0.974,1.164,9516.701,5336.212,10326.412,9372.290,6423.096,1567.085,927.034,710.799,0.336,0.417,0.379,0.389,0.200,0.339,3933,7906,0.5270,1.0000,0.9998,0.0870,1.0000,1.0000,0.8233,1.0662,0.9498,0.0368,0.0048,0.0071,0.0000,0.7468,0.9383,0.2621,0.6599,0.9485,0.00244,519,0.9993,0.9705,0.8618,0.9989,0.0458,0.0610,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0595,0.0224,0.0197,0.020,0.048,0.054,0.018,2730,0.2326,0.0149,0.0203,0.0493,0.0639,0.0644
13000,8613,1966,51612,79671,66468,26330,1729,32858,3207,2,248226,2639528,25584.526,8163.248,0.2415,4416.137,0.009,0.782,0.063,0.145,0.387,0.437,1184,0.1704,0.8520,0.154,11.0,17.9,54.3,23.52,0.20,6.22,0.17,16.92,6.94,1.086,0.246,0.006,0.006,5.697,0.439,0.0041,117,383,622,7742,35,17,0.813,3254,200,1057,7356,694,1114,6805,19.00,31.15,7228,13.0704,67019,3827,214949,544.2,0.0,835055,18.523,2630837.750,9.03e-15,0.00004,10.33,23529,20.103,1.429,18.444,0.230,20.104,2908,3224,2481,0.4858,0.950,1.002,1.332,1.164,0.976,1.136,9778.518,5252.076,14028.861,9627.073,6344.729,2001.961,1168.917,576.232,0.346,0.413,0.384,0.451,0.201,0.324,3915,11393,0.4670,1.0000,1.0000,0.0808,1.0000,1.0000,0.7722,1.0796,0.9189,0.0115,0.0087,0.0042,0.0000,0.0000,0.8274,0.1762,0.6233,0.9563,0.00248,605,0.9997,0.9735,0.8769,0.9985,0.0419,0.0608,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0557,0.0189,0.0114,0.022,0.022,0.029,0.013,2437,0.2241,0.0145,0.0198,0.0450,0.0602,0.0625
14000,8278,1875,43773,61167,49280,15970,1424,31959,2697,3,191866,2551366,22123.103,5887.072,0.2488,2903.732,0.007,0.796,0.055,0.141,0.389,0.436,876,0.1688,0.8619,0.108,11.0,16.0,42.8,20.97,0.22,5.63,0.13,14.99,6.87,1.069,0.261,0.009,0.010,5.599,0.468,0.0042,130,406,562,5860,41,15,0.857,2843,271,1454,6553,467,660,7151,22.50,31.17,7764,10.7893,67049,4051,203724,419.6,-0.0,848652,17.796,2630837.750,5.31e-16,0.00031,33.24,17514,17.109,1.396,15.542,0.172,17.109,1783,3770,2725,0.5464,0.952,1.000,1.273,1.146,0.978,1.144,9971.569,5488.259,8619.640,9817.918,6589.277,1157.491,1114.199,711.650,0.313,0.430,0.380,0.372,0.182,0.309,4006,6438,0.6003,1.0000,1.0000,0.1054,1.0000,1.0000,0.8450,1.0897,0.9385,0.0181,0.0106,0.0053,0.0000,0.7572,0.9652,0.0775,0.6548,0.9787,0.00250,645,0.9989,0.9790,0.8701,0.9979,0.0428,0.0628,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0587,0.0192,0.0141,0.020,0.027,0.028,0.016,2366,0.2453,0.0182,0.0257,0.0510,0.0609,0.0607
15000,8770,2042,47595,67065,54481,17895,1575,34268,3431,3,226544,2858586,23178.951,6530.976,0.2539,2936.138,0.008,0.816,0.049,0.126,0.395,0.430,1170,0.1760,0.8672,0.147,11.0,17.0,50.5,22.12,0.34,5.88,0.17,15.73,6.87,1.097,0.249,0.014,0.015,5.713,0.482,0.0042,128,397,523,6417,20,16,0.803,3173,29,1241,7500,523,1088,7159,20.50,29.06,7789,11.1041,67060,3721,193999,542.3,0.0,859493,18.379,2630837.750,1.17e-14,0.00394,23.67,19286,18.526,1.418,16.894,0.214,18.526,2359,3606,2805,0.4971,0.977,1.001,1.403,1.226,0.984,1.134,10370.094,5723.695,8859.357,10214.256,7041.477,1295.745,1478.821,820.272,0.333,0.419,0.409,0.332,0.203,0.346,3566,6317,0.5136,1.0000,0.9994,0.1011,1.0000,1.0000,0.8038,1.0768,0.9109,0.0197,0.0136,0.0123,0.0000,0.2819,0.9314,0.1919,0.6827,0.9948,0.00250,624,0.9997,0.9763,0.8713,0.9985,0.0402,0.0570,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0567,0.0261,0.0156,0.021,0.026,0.035,0.016,2460,0.2187,0.0175,0.0228,0.0474,0.0615,0.0584
16000,9621,2127,47074,70960,58406,22298,1588,33410,3268,1,228654,2802152,23365.437,7131.205,0.2553,3482.640,0.011,0.819,0.047,0.124,0.396,0.436,1038,0.1498,0.8623,0.129,10.4,16.0,42.9,20.41,0.33,5.28,0.19,14.61,6.83,1.096,0.248,0.009,0.010,5.525,0.446,0.0042,128,404,580,6626,53,16,0.838,3518,33,1220,8368,452,1289,7880,21.00,28.91,7215,10.3139,66976,3867,186633,444.0,-0.0,869909,17.840,2630837.750,2.25e-14,0.00181,15.34,20858,18.396,1.403,16.748,0.245,18.397,2566,4063,2992,0.5255,0.975,1.000,1.484,1.205,0.982,1.156,10584.665,5656.922,9349.096,10436.079,7062.901,1340.733,1390.949,916.883,0.322,0.430,0.396,0.448,0.217,0.360,3662,6751,0.5461,1.0000,0.9998,0.1159,1.0000,1.0000,0.8803,1.0961,0.9359,0.0247,0.0108,0.0136,0.0000,0.0229,0.9110,0.0494,0.6444,0.9855,0.00253,597,0.9989,0.9735,0.8785,0.9985,0.0386,0.0633,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0588,0.0278,0.0202,0.015,0.044,0.051,0.017,2196,0.2145,0.0192,0.0214,0.0496,0.0643,0.0594
17000,10590,1961,46015,65293,52776,17728,1550,33060,3112,1,208325,2788819,22435.462,6195.991,0.2553,2872.007,0.011,0.830,0.048,0.111,0.390,0.439,799,0.1405,0.8725,0.143,10.7,17.0,44.3,21.08,0.42,5.05,0.16,15.44,6.86,1.090,0.237,0.011,0.013,5.331,0.442,0.0041,129,407,584,5743,24,13,0.847,3856,78,1331,9181,488,1273,8829,22.00,30.88,8946,12.3580,67064,3913,179125,574.6,0.0,877628,17.587,2630837.750,2.42e-14,0.00051,36.12,19272,17.914,1.385,16.210,0.319,17.914,2803,4449,3338,0.5241,0.957,1.000,1.440,1.210,0.978,1.138,10349.359,5511.712,8300.730,10206.778,6799.961,1232.540,1336.036,755.408,0.317,0.421,0.396,0.371,0.192,0.342,3824,6011,0.5695,0.9999,1.0000,0.0991,1.0000,1.0000,0.8474,1.0607,0.9385,0.0240,0.0206,0.0154,0.0000,0.8136,0.9543,0.2285,0.6720,0.9671,0.00249,624,0.9997,0.9681,0.8817,0.9991,0.0433,0.0579,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0572,0.0236,0.0192,0.021,0.034,0.044,0.024,2238,0.2185,0.0173,0.0196,0.0454,0.0622,0.0605
18000,9905,1995,49389,72363,57846,21456,1518,34805,3492,3,235283,2986224,24529.281,7584.432,0.2731,3568.931,0.011,0.823,0.055,0.111,0.390,0.438,1169,0.1623,0.8632,0.159,10.8,17.0,44.7,21.28,0.61,5.07,0.32,15.28,6.83,1.094,0.239,0.012,0.013,5.497,0.456,0.0040,130,408,692,7595,61,16,0.860,3609,128,1019,8758,690,1242,7973,23.25,32.23,8872,13.4118,67044,4107,170748,565.7,-0.0,888296,19.368,2630837.750,1.73e-14,0.00079,9.52,22368,20.317,1.398,18.629,0.290,20.317,2825,4008,3072,0.5149,0.961,1.000,1.470,1.228,0.981,1.120,10005.790,5460.173,11540.471,9865.660,6692.082,2038.110,1158.046,819.345,0.350,0.408,0.404,0.409,0.182,0.329,3968,8397,0.4457,1.0000,0.9999,0.0754,1.0000,1.0000,0.7880,1.0614,0.9434,0.0523,0.0150,0.0174,0.0000,0.0000,0.7510,0.2293,0.6411,0.9510,0.00249,725,0.9997,0.9669,0.8691,0.9985,0.0425,0.0588,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0583,0.0315,0.0284,0.025,0.083,0.124,0.020,2652,0.2204,0.0146,0.0184,0.0489,0.0628,0.0610
19000,7934,1942,49076,71746,58578,21059,1611,34837,3247,4,216897,2905609,24050.049,7137.899,0.2552,3678.756,0.011,0.826,0.054,0.110,0.387,0.444,1029,0.1941,0.8655,0.152,11.5,17.0,44.4,20.77,0.45,5.60,0.19,14.54,6.78,1.115,0.258,0.014,0.016,5.451,0.476,0.0041,128,398,682,6236,49,14,0.814,3067,431,682,6821,585,981,6368,24.50,33.01,9513,14.2926,67006,3688,162815,482.3,-0.0,897819,19.209,2630837.750,1.42e-14,0.00041,24.64,22016,19.661,1.389,18.045,0.227,19.662,2788,2869,2277,0.4825,0.980,1.002,1.501,1.233,0.984,1.136,9635.691,5371.886,11675.247,9484.234,6569.324,1603.729,1105.268,750.146,0.342,0.405,0.408,0.401,0.186,0.310,3780,9572,0.4943,0.9998,0.9998,0.0793,1.0000,1.0000,0.8735,1.0861,0.9184,0.0286,0.0159,0.0178,0.0000,0.5700,0.9495,0.1120,0.6545,0.9455,0.00251,687,0.9998,0.9798,0.8540,0.9986,0.0404,0.0529,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0575,0.0280,0.0228,0.024,0.039,0.055,0.025,2700,0.2278,0.0159,0.0169,0.0449,0.0643,0.0644
20000,8490,1790,47586,70797,57208,21783,1428,30410,2856,1,208819,2674367,23889.166,6972.040,0.2572,3615.408,0.011,0.846,0.044,0.098,0.383,0.444,1085,0.1735,0.8573,0.139,11.8,18.8,45.4,22.38,0.49,5.24,0.24,16.41,6.86,1.097,0.230,0.017,0.020,5.319,0.410,0.0039,123,392,615,5379,44,14,0.855,3348,487,749,7254,972,1462,6056,23.25,32.26,8787,14.2362,67011,3890,157453,985.0,-0.0,905194,17.190,2630837.750,1.61e-14,0.00011,20.54,22421,18.439,1.381,16.785,0.273,18.462,3270,2818,2402,0.4627,0.958,1.003,1.351,1.172,0.977,1.134,8827.710,5091.523,12605.900,8711.717,6186.957,1814.869,1014.338,527.425,0.343,0.399,0.407,0.410,0.196,0.314,4017,10703,0.3775,0.9999,0.9999,0.0665,1.0000,1.0000,0.8053,1.0643,0.9374,0.0280,0.0197,0.0135,0.0000,0.3531,0.9048,0.2450,0.7352,0.9551,0.00248,777,0.9999,0.9710,0.8634,0.9987,0.0384,0.0508,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0541,0.0306,0.0278,0.042,0.052,0.062,0.041,2283,0.2173,0.0132,0.0151,0.0402,0.0616,0.0641
21000,7738,1867,45204,68020,55928,21406,1410,31073,3003,2,208396,2710221,22302.055,7079.826,0.2597,3696.959,0.008,0.836,0.051,0.105,0.392,0.438,902,0.1843,0.8637,0.143,11.3,17.5,45.8,21.38,0.29,5.74,0.19,15.16,6.80,1.121,0.247,0.009,0.012,5.666,0.462,0.0041,126,386,566,5576,41,11,0.841,3074,12,829,6897,399,1085,6254,20.50,30.38,8685,12.0751,66893,3720,152482,541.3,-0.0,912938,16.730,2630837.750,1.17e-14,0.00112,8.53,21513,17.800,1.399,16.177,0.225,17.800,2598,2752,2388,0.4533,0.961,1.007,1.576,1.269,0.979,1.123,9184.535,5237.834,10348.157,9054.618,6596.238,1469.268,1150.480,763.120,0.341,0.405,0.422,0.399,0.230,0.367,3937,9282,0.4641,1.0000,0.9992,0.0861,1.0000,1.0000,0.8305,1.0792,0.9478,0.0119,0.0171,0.0130,0.0000,0.0000,0.9094,0.0740,0.6577,0.9451,0.00251,632,0.9996,0.9721,0.8580,0.9986,0.0392,0.0487,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0591,0.0275,0.0261,0.023,0.056,0.067,0.020,1964,0.2041,0.0111,0.0127,0.0453,0.0682,0.0634
22000,9670,1791,47340,70408,57189,21549,1519,30758,3201,1,219810,2763392,23382.813,7170.364,0.2660,3515.998,0.011,0.848,0.043,0.098,0.390,0.440,965,0.1514,0.8573,0.149,10.0,17.0,45.9,20.95,0.52,5.52,0.15,14.76,6.84,1.105,0.255,0.017,0.021,5.285,0.441,0.0040,126,394,494,5342,21,14,0.854,3833,49,1163,8458,597,1568,7505,21.75,31.33,8349,13.5438,66949,3959,148227,581.2,0.0,918998,17.175,2630837.750,2.07e-14,0.00075,31.86,22748,18.514,1.383,16.816,0.315,18.514,3495,3488,2687,0.4676,0.974,1.002,1.379,1.216,0.984,1.118,8878.182,5026.230,11990.912,8757.618,6150.281,1777.657,1251.524,625.185,0.373,0.391,0.409,0.425,0.194,0.304,4126,8409,0.4861,1.0000,1.0000,0.0692,1.0000,1.0000,0.8156,1.0806,0.9529,0.0291,0.0206,0.0225,0.0000,0.7820,0.9505,0.1297,0.7226,0.9534,0.00249,628,0.9998,0.9723,0.8854,0.9985,0.0373,0.0488,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0558,0.0217,0.0200,0.018,0.043,0.054,0.019,2411,0.2189,0.0124,0.0158,0.0461,0.0621,0.0604
23000,9089,1727,46949,70070,56689,21649,1472,32234,3646,1,230490,2809573,22499.360,7644.622,0.2803,3606.520,0.009,0.851,0.045,0.095,0.390,0.439,961,0.1660,0.8600,0.157,10.7,17.0,42.4,20.49,0.57,4.99,0.25,14.69,6.83,1.103,0.241,0.014,0.016,5.223,0.416,0.0041,126,397,612,6460,50,9,0.858,3285,122,1030,7937,560,1197,7332,23.50,33.70,8949,12.6678,67033,3978,143006,479.8,-0.0,926333,17.155,2630837.750,3.29e-14,0.00043,11.13,22392,18.824,1.398,17.166,0.260,18.824,2552,3808,2729,0.5189,0.959,1.000,1.393,1.207,0.979,1.179,9034.253,5313.930,10554.696,8916.314,6634.870,1745.952,1315.693,976.457,0.352,0.396,0.423,0.397,0.193,0.395,4297,8792,0.4790,1.0000,0.9997,0.0724,1.0000,1.0000,0.8390,1.0569,0.9415,0.0416,0.0212,0.0201,0.0000,0.0000,0.7341,0.2065,0.6514,0.9419,0.00249,630,0.9996,0.9684,0.8762,0.9985,0.0358,0.0504,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0570,0.0315,0.0288,0.031,0.054,0.065,0.021,2227,0.2070,0.0110,0.0125,0.0437,0.0615,0.0630
24000,9078,2116,51974,82030,68673,28450,1606,35412,3736,1,243601,3237224,26934.719,8556.353,0.2646,4527.459,0.009,0.855,0.043,0.094,0.403,0.435,1036,0.1733,0.8506,0.154,11.0,17.8,50.1,22.81,0.86,5.56,0.23,16.16,6.93,1.087,0.240,0.021,0.024,5.557,0.450,0.0041,129,387,595,6022,37,11,0.839,3545,149,1173,7756,584,1084,7410,17.50,29.62,7384,13.8441,67117,3824,136934,715.8,-0.0,934912,20.017,2630837.750,4.96e-15,0.00057,20.30,25541,21.625,1.407,19.937,0.281,21.625,2765,3513,2800,0.4866,0.959,1.001,1.277,1.214,0.980,1.096,9757.087,5934.440,14401.309,9641.712,7419.156,1982.296,1319.188,727.409,0.378,0.397,0.445,0.472,0.197,0.367,3729,9015,0.4574,1.0000,0.9998,0.0679,1.0000,1.0000,0.7518,1.0558,0.8820,0.0520,0.0299,0.0286,0.0000,0.4606,0.9382,0.0748,0.6367,0.9467,0.00249,779,0.9996,0.9650,0.8602,0.9989,0.0371,0.0517,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0559,0.0313,0.0252,0.037,0.053,0.065,0.025,3042,0.2373,0.0138,0.0232,0.0443,0.0607,0.0612
25000,9136,1805,44085,63906,51903,18356,1465,31035,2837,1,196319,2690641,22312.635,6254.212,0.2534,3145.545,0.008,0.846,0.048,0.098,0.390,0.443,945,0.1541,0.8566,0.143,11.0,17.3,49.0,22.99,0.79,4.89,0.16,17.15,7.00,1.047,0.230,0.019,0.022,5.458,0.433,0.0041,130,416,609,5076,64,9,0.906,3414,281,1095,7760,1007,1045,7084,18.25,29.10,8606,13.0646,67286,3913,132184,604.0,-0.0,940542,17.462,2630837.750,1.63e-14,0.00005,32.07,20068,18.453,1.371,16.825,0.257,18.453,2736,3707,2693,0.5427,0.945,1.000,1.149,1.094,0.978,1.095,9324.760,5234.845,9818.259,9217.723,6422.199,1324.020,1297.373,487.274,0.346,0.403,0.414,0.400,0.195,0.317,3957,6885,0.4097,1.0000,0.9997,0.0809,1.0000,1.0000,0.7479,1.0480,0.8828,0.0513,0.0237,0.0255,0.0000,0.7074,0.9404,0.2658,0.6475,0.9625,0.00249,926,0.9999,0.9590,0.8531,0.9987,0.0394,0.0593,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0552,0.0239,0.0223,0.017,0.049,0.071,0.012,2343,0.2299,0.0158,0.0219,0.0448,0.0593,0.0601
26000,10609,1918,49456,76138,63532,25028,1654,32983,3165,3,221370,3065467,25248.693,7595.675,0.2538,4084.278,0.008,0.857,0.042,0.092,0.408,0.431,940,0.1389,0.8514,0.167,10.8,18.0,47.1,22.98,0.69,4.78,0.31,17.20,7.02,1.038,0.226,0.016,0.019,5.512,0.414,0.0040,128,394,572,5607,24,9,0.933,4023,393,1656,8560,1044,1090,8475,18.50,28.90,6831,11.8354,67237,3874,128546,849.1,-0.0,947001,18.462,2630837.750,4.21e-14,0.00005,11.77,23703,20.528,1.388,18.821,0.319,20.528,3420,4128,3061,0.5432,0.931,1.000,1.153,1.075,0.978,1.077,9894.394,5892.746,12236.952,9784.545,7311.474,1521.183,1394.728,595.486,0.369,0.419,0.427,0.483,0.197,0.311,3627,8370,0.4277,0.9999,1.0000,0.0803,1.0000,1.0000,0.7356,1.0536,0.9180,0.0367,0.0267,0.0236,0.0000,0.0000,0.8570,0.1182,0.6323,0.9779,0.00253,1033,0.9997,0.9694,0.8782,0.9987,0.0337,0.0587,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0555,0.0435,0.0336,0.038,0.072,0.130,0.024,2429,0.2092,0.0176,0.0230,0.0447,0.0570,0.0655
27000,8815,1799,42638,61880,50326,17864,1378,31823,2711,2,185016,2787768,21403.831,6204.205,0.2537,3270.002,0.008,0.859,0.046,0.088,0.398,0.440,634,0.1563,0.8593,0.151,10.8,17.0,44.6,21.61,0.62,5.33,0.13,15.53,7.02,1.042,0.244,0.019,0.020,5.624,0.452,0.0042,134,410,571,4816,50,7,0.933,3246,27,1329,7459,461,1007,7347,20.50,29.05,6745,9.4792,67225,3879,125685,432.5,-0.0,953364,17.396,2630837.750,1.15e-14,0.00020,35.39,19414,18.337,1.382,16.733,0.221,18.337,1950,4117,2748,0.5566,0.959,1.000,1.151,1.131,0.981,1.072,9812.270,5321.627,8329.159,9686.917,6657.758,996.940,1354.846,582.415,0.337,0.413,0.427,0.415,0.207,0.323,3819,6615,0.5114,1.0000,0.9999,0.0931,1.0000,1.0000,0.7757,1.0659,0.8935,0.0378,0.0254,0.0245,0.0000,0.8017,0.9668,0.0713,0.6747,0.9954,0.00252,1134,0.9985,0.9634,0.8581,0.9986,0.0365,0.0569,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0579,0.0183,0.0146,0.011,0.032,0.047,0.012,2147,0.2085,0.0169,0.0222,0.0486,0.0607,0.0604
28000,9580,1918,45170,63224,51270,16587,1467,33600,2937,3,193815,2977159,22248.407,5734.876,0.2506,2698.915,0.007,0.866,0.041,0.085,0.407,0.433,1049,0.1489,0.8661,0.159,11.6,17.2,46.8,22.02,0.70,5.50,0.23,15.59,6.94,1.061,0.243,0.019,0.021,5.722,0.471,0.0042,133,393,603,4612,26,5,0.898,3681,41,1292,8247,351,1283,7946,20.25,28.40,7639,10.6345,67225,3801,123116,442.5,-0.0,956628,17.811,2630837.750,3.45e-14,0.00013,20.43,19938,18.915,1.388,17.234,0.293,18.916,2391,4055,3134,0.5020,0.952,1.000,1.232,1.179,0.978,1.077,10221.976,5892.936,7614.680,10123.293,7209.349,1251.097,1244.927,539.938,0.333,0.425,0.439,0.379,0.188,0.299,3676,4665,0.5037,0.9999,1.0000,0.1018,1.0000,1.0000,0.8080,1.0212,0.8861,0.0334,0.0331,0.0289,0.0000,0.1419,0.9069,0.2078,0.6834,0.9884,0.00251,1041,1.0000,0.9510,0.8465,0.9987,0.0310,0.0475,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0566,0.0277,0.0232,0.034,0.050,0.065,0.030,2159,0.2090,0.0170,0.0232,0.0431,0.0623,0.0594
29000,8913,1966,44293,64648,52155,19040,1315,32405,2652,4,199279,2837586,22730.954,6601.900,0.2668,3279.279,0.009,0.858,0.047,0.086,0.398,0.441,838,0.1550,0.8517,0.146,11.2,17.6,47.1,22.19,0.73,5.67,0.25,15.55,6.92,1.064,0.248,0.023,0.026,5.410,0.456,0.0042,134,406,628,5237,42,5,0.865,3631,60,986,7867,524,1259,7130,19.25,27.45,8206,11.8790,67176,3991,120596,533.8,-0.0,960368,17.696,2630837.750,4.07e-15,0.00038,15.85,21095,19.235,1.386,17.586,0.263,19.236,2438,3771,2704,0.5061,0.965,1.000,1.245,1.160,0.982,1.093,9895.344,5554.203,9171.946,9813.163,7025.124,1293.007,1244.425,785.189,0.321,0.414,0.433,0.425,0.189,0.346,3684,6628,0.5247,1.0000,0.9999,0.0970,1.0000,1.0000,0.7652,1.0576,0.8956,0.0460,0.0255,0.0256,0.0000,0.0254,0.9220,0.0753,0.6429,0.9601,0.00254,1229,0.9995,0.9653,0.8444,0.9982,0.0341,0.0526,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0548,0.0286,0.0239,0.030,0.054,0.070,0.044,2042,0.2093,0.0155,0.0190,0.0450,0.0595,0.0569
30000,8776,2013,47441,69455,55368,20664,1350,33658,3030,1,236787,2952125,23832.814,7151.177,0.2593,3314.216,0.009,0.869,0.038,0.084,0.391,0.444,1107,0.1727,0.8555,0.135,11.0,18.0,47.1,21.82,0.70,5.53,0.20,15.39,6.84,1.079,0.239,0.022,0.025,5.415,0.436,0.0041,131,399,559,4825,26,5,0.828,3662,305,1166,7305,540,1107,7129,22.25,31.25,9073,13.3734,67262,3775,117281,431.1,-0.0,964604,18.607,2630837.750,7.26e-15,0.00003,32.73,23016,20.425,1.397,18.742,0.286,20.449,2642,3393,2741,0.4686,0.958,1.002,1.401,1.210,0.976,1.082,9688.349,5749.538,10497.402,9591.941,7057.688,1854.537,1322.784,659.639,0.355,0.392,0.425,0.412,0.195,0.329,3619,7500,0.4785,1.0000,0.9998,0.0726,1.0000,1.0000,0.7887,1.0455,0.9146,0.0458,0.0269,0.0210,0.0000,0.7707,0.9424,0.2766,0.6696,0.9520,0.00248,1014,0.9993,0.9591,0.8464,0.9987,0.0339,0.0526,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0552,0.0293,0.0260,0.019,0.064,0.069,0.031,2375,0.2289,0.0141,0.0174,0.0423,0.0615,0.0599
