step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded
110000,1198,1.396,0.120,6.14,105046,100226,1104,0,3707,0,677555.0,0.0,0.050,0.154,0.201,0.595,358,8.28,2.84,0.02,0.28,0.00,0.00,0.06,0.85,8.20,2.82,0.00,0.00,0.000,0.000,107,0.619,0.947,0.000,0.000,0.053,151865,151628,3,0.851,0.000,0.012,116526,0.126,0.786,0.012,67.72,34934,0,0.000,0.000,0.000,1683964,1.01,16.60,0.000,0.000,0.000,5,9,9,50,9923,0.038,8.89,0.0069,0.006,15,0.733,0.000,0.550,0.319,4.80,7.16,7.03,0.00,0.000,1.01,1.01,1.01,0.733,0.00037,86.83
120000,1215,1.387,0.104,5.73,102569,98176,1071,0,3305,4,673610.9,0.0,0.045,0.167,0.095,0.693,366,8.42,2.33,0.02,0.34,0.00,0.00,0.03,0.62,8.37,2.27,0.00,0.00,0.000,0.000,98,0.706,0.951,0.000,0.000,0.049,150491,150068,3,0.885,0.000,0.004,117408,0.098,0.722,0.010,67.56,29059,0,0.000,0.000,0.000,1868871,1.01,16.58,0.000,0.000,0.000,6,9,9,25,10233,0.039,7.78,0.0066,0.020,6,0.744,0.000,0.552,0.328,4.88,7.28,7.27,0.00,0.000,1.01,1.01,1.01,0.744,0.00038,88.09
130000,1155,1.458,0.106,5.30,96487,92529,1104,0,2914,0,665941.5,0.0,0.056,0.188,0.077,0.679,379,8.62,2.32,0.02,0.35,0.01,0.18,0.01,0.12,8.58,2.38,0.00,0.00,0.001,0.029,85,0.710,0.940,0.000,0.000,0.060,148278,147735,2,0.943,0.000,0.005,105092,0.107,0.727,0.010,66.75,25530,0,0.000,0.000,0.000,2273718,1.01,16.28,0.000,0.000,0.000,6,9,9,42,9951,0.038,8.87,0.0067,0.015,12,0.767,0.000,0.556,0.359,5.01,7.52,7.56,0.00,0.000,1.01,1.01,1.01,0.767,0.00040,87.82
140000,1143,1.418,0.102,5.34,96384,92784,1109,0,2503,0,669361.6,0.0,0.047,0.175,0.076,0.701,384,8.80,2.94,0.01,0.45,0.00,0.09,0.04,0.61,8.74,2.76,0.00,0.00,0.001,0.030,83,0.750,0.948,0.000,0.000,0.052,149956,149852,2,0.960,0.000,0.011,100407,0.097,0.714,0.010,66.99,25221,0,0.000,0.000,0.000,2060854,1.00,16.25,0.000,0.000,0.000,7,9,9,44,10060,0.038,10.36,0.0067,0.027,12,0.747,0.000,0.562,0.367,5.12,7.68,7.60,0.00,0.000,1.00,1.01,1.00,0.747,0.00040,86.09
150000,1157,1.437,0.104,5.53,100889,97123,1092,0,2660,4,670084.8,0.9,0.050,0.158,0.088,0.704,368,8.39,2.51,0.01,0.17,0.03,0.43,0.04,0.36,8.32,2.45,0.00,0.00,0.003,0.040,91,0.712,0.956,0.000,0.000,0.044,149926,149381,2,0.937,0.035,0.019,127825,0.087,0.719,0.010,67.17,26826,0,0.224,0.000,0.000,1801928,1.00,16.54,0.000,0.000,0.000,5,9,9,30,9709,0.037,9.78,0.0070,0.023,6,0.724,0.000,0.529,0.337,4.86,7.54,7.47,0.00,0.000,1.00,1.00,1.00,0.724,0.00040,86.49
160000,1156,1.407,0.104,5.45,96875,92912,1078,0,2886,1,667737.0,0.0,0.052,0.170,0.088,0.690,378,8.66,2.65,0.03,0.52,0.00,0.00,0.07,0.70,8.57,2.58,0.00,0.00,0.000,0.000,119,0.645,0.952,0.000,0.000,0.048,148282,148042,2,0.952,0.000,0.020,116627,0.090,0.720,0.010,66.94,26669,0,0.000,0.000,0.000,1993146,1.02,16.09,0.000,0.000,0.000,5,9,9,32,10014,0.038,9.76,0.0067,0.011,1,0.743,0.000,0.562,0.357,4.99,7.59,7.46,0.00,0.000,1.02,1.02,1.02,0.743,0.00040,86.74
170000,1226,1.407,0.103,5.65,100761,96160,1115,0,3416,0,677403.2,0.0,0.033,0.171,0.086,0.710,360,8.16,2.52,0.00,0.08,0.02,0.32,0.02,0.23,8.12,2.53,0.00,0.00,0.002,0.029,93,0.658,0.945,0.000,0.000,0.055,149224,149097,2,0.934,0.000,0.007,93932,0.098,0.716,0.010,67.82,29667,0,0.000,0.000,0.000,1985042,1.00,16.72,0.000,0.000,0.000,5,9,9,32,10006,0.038,7.80,0.0068,0.000,20,0.746,0.000,0.598,0.335,4.88,7.50,7.45,0.00,0.000,1.00,1.00,1.00,0.746,0.00039,87.81
180000,1140,1.435,0.103,5.34,101344,97116,1073,0,3241,4,674124.1,0.0,0.041,0.169,0.085,0.705,368,8.62,2.94,0.03,0.58,0.00,0.00,0.03,0.33,8.56,2.83,0.00,0.00,0.000,0.000,94,0.708,0.945,0.000,0.000,0.055,150031,149839,2,0.955,0.000,0.010,111046,0.097,0.722,0.010,67.60,28871,0,0.000,0.000,0.000,1921287,1.02,16.34,0.000,0.001,0.000,5,9,9,44,9826,0.037,9.98,0.0069,0.012,10,0.737,0.000,0.555,0.335,4.98,7.44,7.37,0.00,0.000,1.02,1.02,1.02,0.737,0.00042,85.86
190000,1177,1.426,0.101,5.42,102268,97603,1087,0,3541,1,676977.3,0.1,0.048,0.157,0.082,0.713,371,8.39,2.92,0.01,0.17,0.01,0.17,0.01,0.12,8.37,2.90,0.00,0.00,0.000,0.015,96,0.656,0.954,0.000,0.000,0.046,152996,152893,2,0.947,0.000,0.003,99277,0.106,0.702,0.010,67.81,30677,0,0.147,0.000,0.000,1667430,1.00,16.69,0.000,0.000,0.000,5,9,9,44,9878,0.038,9.29,0.0069,0.024,1,0.716,0.000,0.573,0.342,4.83,7.18,7.13,0.00,0.000,1.00,1.00,1.00,0.716,0.00040,86.35
200000,1197,1.393,0.107,5.29,98780,94747,1100,0,2913,0,674180.2,0.0,0.041,0.177,0.077,0.706,363,8.22,2.33,0.01,0.21,0.01,0.16,0.01,0.12,8.20,2.34,0.00,0.00,0.001,0.018,90,0.677,0.944,0.000,0.000,0.056,150250,149950,1,1.000,0.000,0.003,93148,0.098,0.739,0.010,67.56,28081,0,0.000,0.000,0.000,2274630,1.00,16.48,0.000,0.000,0.000,4,9,9,27,9845,0.038,10.23,0.0069,0.040,1,0.768,0.000,0.581,0.352,4.94,7.65,7.79,0.00,0.000,1.00,1.00,1.00,0.768,0.00037,85.64
210000,1172,1.438,0.082,5.12,96033,92361,1124,0,2573,0,669382.2,0.0,0.049,0.168,0.079,0.704,365,8.46,2.55,0.01,0.22,0.01,0.41,0.02,0.27,8.41,2.56,0.00,0.00,0.001,0.026,78,0.712,0.953,0.000,0.000,0.047,145627,145601,1,1.000,0.000,0.009,93654,0.088,0.617,0.007,66.98,27568,0,0.000,0.000,0.000,2134801,1.00,16.28,0.000,0.000,0.000,5,9,9,34,9910,0.038,10.95,0.0068,0.015,4,0.751,0.000,0.559,0.350,4.93,7.73,7.76,0.00,0.000,1.00,1.00,1.00,0.751,0.00039,85.51
220000,1172,1.415,0.058,5.18,98743,94988,1116,0,2639,0,674913.1,0.0,0.034,0.177,0.073,0.716,369,8.25,2.44,0.01,0.26,0.00,0.00,0.03,0.44,8.21,2.44,0.00,0.00,0.000,0.000,94,0.701,0.948,0.000,0.000,0.052,150232,150160,1,1.000,0.000,0.009,93811,0.106,0.471,0.004,67.57,25716,0,0.000,0.000,0.000,2292152,1.00,16.49,0.000,0.000,0.000,4,9,9,23,9671,0.037,11.15,0.0070,0.000,16,0.765,0.000,0.553,0.352,4.95,7.32,7.76,0.00,0.000,1.00,1.01,1.00,0.765,0.00038,84.71
230000,1197,1.376,0.059,5.41,103631,99581,1153,0,2872,0,671776.9,0.0,0.041,0.144,0.102,0.713,368,8.23,2.64,0.03,0.57,0.01,0.24,0.04,0.66,8.15,2.62,0.00,0.00,0.001,0.018,83,0.712,0.958,0.000,0.000,0.042,151588,151553,1,1.000,0.000,0.007,99879,0.100,0.483,0.005,67.31,27588,0,0.000,0.000,0.000,1766852,1.01,16.74,0.000,0.000,0.000,4,9,9,35,9852,0.038,10.39,0.0069,0.014,14,0.758,0.000,0.562,0.324,4.90,7.75,7.26,0.00,0.000,1.01,1.01,1.01,0.758,0.00031,85.74
240000,1143,1.454,0.055,5.46,101200,97246,1139,0,2869,0,667199.4,0.0,0.056,0.149,0.117,0.679,373,8.37,2.37,0.03,0.43,0.00,0.09,0.06,0.70,8.28,2.33,0.00,0.00,0.001,0.023,80,0.674,0.941,0.000,0.000,0.059,152895,152826,2,0.914,0.000,0.014,93886,0.099,0.450,0.004,66.73,30018,0,0.000,0.000,0.000,1799437,1.01,16.58,0.000,0.000,0.000,5,9,9,34,9564,0.036,10.81,0.0070,0.000,16,0.772,0.000,0.565,0.346,4.81,7.33,7.10,0.00,0.000,1.01,1.02,1.01,0.772,0.00031,85.90
250000,1180,1.404,0.046,5.49,104404,99923,1198,0,3246,2,666417.0,0.0,0.050,0.125,0.098,0.728,374,8.38,2.99,0.02,0.37,0.01,0.11,0.06,0.65,8.29,2.91,0.00,0.00,0.001,0.021,99,0.647,0.942,0.000,0.000,0.058,156315,156069,2,0.931,0.000,0.018,210322,0.102,0.385,0.003,66.71,31528,0,0.000,0.000,0.000,1336141,1.01,16.57,0.000,0.000,0.000,4,9,9,33,9888,0.038,9.88,0.0068,0.000,26,0.739,0.000,0.585,0.340,4.80,7.12,7.10,0.00,0.000,1.01,1.00,1.01,0.739,0.00030,86.85
260000,1142,1.423,0.041,5.68,104076,99618,1103,0,3393,9,674347.2,0.7,0.065,0.122,0.093,0.720,367,8.51,2.44,0.02,0.21,0.01,0.17,0.05,0.50,8.43,2.50,0.00,0.00,0.001,0.018,118,0.671,0.946,0.001,0.000,0.053,152138,151755,2,0.916,0.017,0.020,175237,0.101,0.367,0.003,67.56,30981,0,0.081,0.000,0.000,1266207,1.01,16.35,0.000,0.000,0.000,5,9,9,42,9715,0.037,10.37,0.0070,0.000,19,0.707,0.000,0.558,0.325,4.90,7.24,7.14,0.00,0.000,1.01,1.01,1.01,0.707,0.00034,85.51
270000,1069,1.447,0.039,5.63,100140,95729,1109,0,3375,7,654742.7,1.4,0.068,0.123,0.080,0.729,389,8.60,2.69,0.04,0.44,0.01,0.25,0.08,0.75,8.47,2.56,0.00,0.00,0.001,0.022,103,0.703,0.937,0.000,0.000,0.063,155406,154780,3,0.864,0.000,0.022,329175,0.074,0.352,0.002,65.44,28598,0,0.199,0.000,0.000,1320144,1.01,16.34,0.000,0.000,0.000,5,9,9,39,9198,0.035,10.28,0.0072,0.000,30,0.746,0.000,0.567,0.362,4.95,7.25,7.25,0.00,0.000,1.02,1.01,1.02,0.746,0.00030,87.72
280000,1137,1.422,0.040,5.69,100479,95618,1117,0,3676,3,648523.9,0.1,0.061,0.110,0.090,0.739,386,8.23,2.55,0.00,0.09,0.01,0.21,0.03,0.33,8.19,2.58,0.00,0.00,0.001,0.020,96,0.622,0.936,0.000,0.000,0.064,159655,159290,3,0.843,0.004,0.013,171192,0.092,0.374,0.003,65.01,34217,0,0.045,0.000,0.000,1115399,1.00,16.56,0.000,0.000,0.000,4,9,9,42,9362,0.036,11.81,0.0070,0.000,30,0.724,0.000,0.587,0.376,4.74,7.04,7.14,0.00,0.000,1.00,1.00,1.00,0.724,0.00027,86.62
290000,1183,1.400,0.041,5.65,103880,99063,1196,0,3575,1,670720.9,0.1,0.065,0.134,0.104,0.697,367,8.53,2.60,0.04,0.82,0.00,0.09,0.04,0.30,8.45,2.43,0.00,0.00,0.001,0.022,110,0.658,0.952,0.000,0.000,0.048,152304,151895,3,0.868,0.000,0.019,170674,0.106,0.376,0.003,67.19,33819,0,0.129,0.000,0.000,1480407,1.01,16.21,0.000,0.000,0.000,6,9,9,48,10091,0.038,10.77,0.0067,0.000,25,0.737,0.000,0.567,0.326,4.87,7.22,7.38,0.00,0.000,1.01,1.01,1.01,0.737,0.00032,85.48
300000,1121,1.451,0.035,5.68,100681,95944,1106,0,3693,7,651249.8,0.0,0.062,0.127,0.095,0.717,387,8.21,2.67,0.01,0.13,0.00,0.00,0.06,0.75,8.15,2.68,0.00,0.00,0.000,0.000,98,0.637,0.936,0.000,0.000,0.064,159589,159410,3,0.834,0.000,0.012,164737,0.089,0.316,0.002,65.27,32510,0,0.003,0.000,0.000,1325119,1.00,16.65,0.000,0.000,0.000,4,9,9,38,9200,0.035,11.33,0.0071,0.014,24,0.738,0.000,0.582,0.375,4.73,6.93,7.15,0.00,0.000,1.00,1.00,1.00,0.738,0.00030,86.84
310000,1139,1.420,0.037,5.63,99456,94581,1171,0,3686,1,652369.7,0.0,0.047,0.129,0.093,0.732,381,8.43,2.39,0.06,0.78,0.02,0.26,0.02,0.25,8.33,2.32,0.00,0.00,0.002,0.024,106,0.659,0.947,0.000,0.000,0.053,155852,155627,2,0.937,0.000,0.008,148227,0.090,0.346,0.002,65.39,33403,0,0.000,0.000,0.000,1562113,1.02,16.27,0.000,0.000,0.000,6,9,9,28,9597,0.037,10.97,0.0069,0.000,30,0.767,0.000,0.598,0.368,5.01,7.50,7.49,0.00,0.000,1.02,1.02,1.02,0.767,0.00027,87.08
320000,1193,1.434,0.038,5.62,99263,94603,1132,0,3474,1,675425.7,0.1,0.064,0.142,0.080,0.714,359,8.23,2.39,0.01,0.20,0.03,0.65,0.03,0.28,8.16,2.38,0.00,0.00,0.001,0.030,95,0.629,0.944,0.000,0.000,0.056,149714,149446,2,0.914,0.000,0.016,186161,0.085,0.335,0.002,67.69,31774,0,0.134,0.000,0.000,1567959,1.00,16.48,0.000,0.000,0.000,5,9,9,42,9818,0.037,9.22,0.0069,0.000,24,0.726,0.000,0.560,0.347,4.85,7.33,7.43,0.00,0.000,1.01,1.01,1.00,0.726,0.00035,86.53
330000,1190,1.400,0.036,5.49,101619,97124,1108,0,3390,3,678838.2,0.3,0.061,0.144,0.094,0.701,358,8.42,2.62,0.04,0.63,0.00,0.06,0.08,0.70,8.29,2.45,0.00,0.00,0.000,0.010,110,0.655,0.940,0.000,0.000,0.060,149751,149659,2,0.924,0.000,0.024,163583,0.098,0.308,0.002,68.05,31676,0,0.102,0.000,0.000,1575191,1.01,16.29,0.000,0.000,0.000,5,9,9,47,10015,0.038,8.80,0.0069,0.000,22,0.704,0.000,0.562,0.332,4.88,7.41,7.46,0.00,0.000,1.01,1.01,1.01,0.704,0.00040,86.59
340000,1187,1.431,0.035,5.46,100653,95682,1081,0,3893,2,676624.1,0.1,0.051,0.149,0.098,0.703,367,8.51,2.33,0.00,0.08,0.03,0.44,0.07,0.67,8.41,2.29,0.00,0.00,0.002,0.038,98,0.701,0.955,0.000,0.000,0.045,151483,151362,2,0.938,0.000,0.018,187058,0.098,0.294,0.002,67.79,30817,0,0.028,0.000,0.000,1640175,1.00,16.26,0.000,0.000,0.000,5,9,9,24,10104,0.039,10.30,0.0068,0.000,24,0.709,0.000,0.553,0.346,5.04,7.67,7.45,0.00,0.000,1.00,1.00,1.00,0.709,0.00040,85.34
350000,1198,1.413,0.037,5.51,100352,95546,1041,0,3754,0,674917.8,0.0,0.060,0.165,0.078,0.697,363,8.28,3.08,0.01,0.15,0.04,0.83,0.05,0.64,8.19,2.66,0.00,0.00,0.003,0.047,92,0.689,0.947,0.000,0.000,0.053,148457,148321,2,0.921,0.001,0.011,132359,0.101,0.299,0.002,67.69,29089,0,0.000,0.000,0.000,1982442,1.01,16.64,0.001,0.000,0.000,5,9,9,64,9918,0.038,9.78,0.0069,0.000,21,0.740,0.000,0.548,0.335,4.85,7.64,7.08,0.00,0.000,1.01,1.00,1.01,0.740,0.00039,85.97
360000,1161,1.437,0.040,5.34,99426,94953,1059,0,3451,1,674203.9,0.0,0.040,0.155,0.086,0.719,367,8.56,2.54,0.00,0.12,0.01,0.13,0.05,0.54,8.50,2.52,0.00,0.00,0.001,0.030,89,0.712,0.952,0.000,0.000,0.048,149286,149136,1,1.000,0.000,0.018,157730,0.103,0.334,0.002,67.65,27281,0,0.000,0.000,0.000,1749588,1.00,16.21,0.000,0.000,0.000,5,9,9,35,9941,0.038,11.18,0.0068,0.012,13,0.729,0.000,0.553,0.344,5.01,7.84,7.34,0.00,0.000,1.00,1.00,1.00,0.729,0.00039,84.61
370000,1128,1.444,0.043,5.38,99451,95360,1098,0,3026,3,680508.3,0.0,0.040,0.161,0.108,0.691,371,8.55,2.50,0.03,0.41,0.01,0.15,0.03,0.25,8.48,2.47,0.00,0.00,0.001,0.026,99,0.626,0.958,0.000,0.000,0.042,149504,149331,1,1.000,0.000,0.016,157429,0.088,0.368,0.002,67.97,27307,0,0.000,0.000,0.000,1954590,1.01,16.09,0.000,0.000,0.000,5,9,9,32,9646,0.037,10.87,0.0071,0.010,13,0.755,0.000,0.583,0.345,5.03,7.75,7.30,0.00,0.000,1.01,1.01,1.01,0.755,0.00038,84.60
380000,1188,1.495,0.039,5.66,99675,95261,1102,0,3252,0,678653.4,0.0,0.070,0.161,0.109,0.660,368,8.16,2.93,0.02,0.26,0.02,0.35,0.05,0.31,8.08,2.97,0.00,0.00,0.001,0.024,104,0.639,0.944,0.000,0.000,0.056,147944,147903,1,1.000,0.000,0.028,207671,0.094,0.318,0.002,67.90,28072,0,0.000,0.000,0.000,1977525,1.01,16.69,0.000,0.000,0.000,4,9,9,42,9696,0.037,10.99,0.0071,0.000,13,0.751,0.000,0.575,0.337,4.73,7.43,7.03,0.00,0.000,1.01,1.01,1.01,0.751,0.00037,84.55
390000,1213,1.426,0.033,5.65,104431,99988,1151,0,3267,0,674829.9,0.0,0.084,0.129,0.124,0.663,373,8.23,2.58,0.01,0.18,0.00,0.06,0.10,0.94,8.12,2.60,0.00,0.00,0.000,0.006,106,0.629,0.951,0.000,0.000,0.049,149061,149027,1,1.000,0.000,0.037,301277,0.087,0.295,0.002,67.57,28372,0,0.000,0.000,0.000,1393741,1.00,16.64,0.000,0.000,0.000,5,9,9,33,9985,0.038,9.81,0.0068,0.000,21,0.716,0.000,0.569,0.309,4.86,7.48,6.99,0.00,0.000,1.00,1.01,1.00,0.716,0.00033,86.06
400000,1169,1.444,0.040,5.49,100807,96473,1077,0,3301,0,674519.7,0.0,0.084,0.134,0.116,0.666,370,8.47,2.48,0.00,0.07,0.01,0.13,0.03,0.36,8.43,2.52,0.00,0.00,0.001,0.019,112,0.643,0.932,0.000,0.000,0.068,147732,147679,1,1.000,0.000,0.012,415310,0.082,0.345,0.002,67.50,30286,0,0.000,0.000,0.000,1411310,1.00,16.22,0.000,0.000,0.000,5,9,9,42,9903,0.038,10.33,0.0068,0.000,39,0.714,0.000,0.573,0.328,4.83,7.29,7.26,0.00,0.000,1.00,1.00,1.00,0.714,0.00036,85.61
410000,1169,1.421,0.042,5.59,102103,97335,1082,0,3686,0,676591.4,0.0,0.113,0.137,0.096,0.655,377,8.64,2.62,0.01,0.26,0.01,0.15,0.02,0.20,8.60,2.62,0.00,0.00,0.001,0.018,100,0.645,0.939,0.000,0.000,0.061,150521,150458,1,1.000,0.000,0.012,330885,0.081,0.324,0.002,67.71,28878,0,0.000,0.000,0.000,1446187,1.00,16.05,0.000,0.000,0.000,6,9,9,42,10095,0.039,11.41,0.0067,0.000,22,0.709,0.000,0.561,0.332,4.87,7.40,7.29,0.00,0.000,1.00,1.00,1.00,0.709,0.00037,84.32
420000,1150,1.443,0.035,5.42,101255,96529,1079,0,3666,3,674295.1,0.0,0.121,0.132,0.091,0.656,381,8.65,2.54,0.01,0.18,0.01,0.47,0.04,0.42,8.59,2.53,0.00,0.00,0.000,0.017,83,0.688,0.947,0.000,0.000,0.053,151342,151299,1,1.000,0.000,0.015,186712,0.092,0.302,0.002,67.58,26701,0,0.015,0.000,0.000,1345170,1.00,16.21,0.000,0.000,0.000,5,9,9,35,9950,0.038,13.21,0.0068,0.000,26,0.699,0.000,0.547,0.341,4.97,7.25,7.41,0.00,0.000,1.01,1.01,1.00,0.699,0.00037,82.65
