step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded
110000,1194,1.427,0.118,12.15,94162,88699,926,0,4493,48,680556.2,4.3,0.130,0.276,0.320,0.275,549,8.37,3.27,0.09,0.77,0.07,0.54,0.04,0.43,8.17,3.24,0.00,0.14,0.008,0.061,265,0.099,0.923,0.000,0.000,0.077,147068,143437,6,0.343,0.000,0.020,248714,0.096,0.727,0.011,68.15,68086,0,0.090,0.000,0.000,4117890,1.03,16.77,0.000,0.001,0.001,4,8,12,27,9992,0.038,9.82,0.0070,0.000,25,0.839,0.000,0.589,0.377,4.62,6.42,7.09,0.00,0.001,1.02,1.03,1.03,0.839,0.00041,85.47
120000,1153,1.480,0.116,12.31,101723,95938,1054,0,4772,77,682097.6,9.6,0.131,0.277,0.294,0.299,536,8.58,4.07,0.14,1.04,0.06,0.48,0.03,0.36,8.35,3.96,0.00,0.00,0.010,0.071,288,0.049,0.917,0.000,0.000,0.083,153263,149246,11,0.349,0.025,0.012,123753,0.109,0.704,0.010,68.39,70418,0,0.124,0.000,0.000,4268771,1.05,16.87,0.000,0.003,0.000,4,8,13,37,9891,0.038,9.61,0.0071,0.000,19,0.852,0.000,0.578,0.354,4.85,6.73,6.96,0.00,0.000,1.04,1.04,1.05,0.852,0.00039,85.44
130000,1153,1.554,0.106,11.84,95358,89843,1028,0,4487,45,680815.0,7.1,0.110,0.271,0.333,0.286,555,8.60,3.60,0.14,1.00,0.05,0.46,0.05,0.72,8.35,3.61,0.00,0.00,0.008,0.073,263,0.075,0.909,0.000,0.000,0.091,150150,147095,8,0.271,0.001,0.012,184817,0.086,0.663,0.009,68.24,68104,0,0.159,0.000,0.000,4119821,1.06,16.47,0.000,0.000,0.000,4,8,12,33,9912,0.038,9.39,0.0071,0.000,28,0.845,0.000,0.570,0.383,4.59,6.73,6.71,0.00,0.000,1.06,1.07,1.06,0.845,0.00038,85.81
140000,1105,1.497,0.096,11.58,90551,85671,941,0,3987,25,678966.9,2.0,0.133,0.230,0.279,0.359,590,9.02,3.77,0.10,0.92,0.04,0.36,0.01,0.14,8.87,3.79,0.00,0.00,0.008,0.070,214,0.102,0.913,0.001,0.000,0.086,150218,147078,6,0.371,0.106,0.004,128246,0.105,0.634,0.008,68.07,63960,0,0.080,0.000,0.000,3171835,1.04,16.74,0.000,0.001,0.000,4,9,14,25,9968,0.038,9.76,0.0069,0.000,24,0.820,0.000,0.562,0.414,4.91,7.10,6.66,0.00,0.000,1.05,1.06,1.04,0.820,0.00037,85.61
150000,1115,1.529,0.097,11.53,92170,86909,981,0,4270,50,677135.2,5.7,0.132,0.237,0.232,0.399,600,8.70,3.46,0.05,0.48,0.06,0.42,0.04,0.30,8.54,3.46,0.00,0.00,0.010,0.076,229,0.095,0.937,0.000,0.000,0.063,149984,147849,5,0.342,0.006,0.023,127402,0.114,0.615,0.008,67.83,61906,0,0.114,0.000,0.000,3285968,1.02,16.86,0.000,0.002,0.000,4,8,13,27,9695,0.037,10.33,0.0071,0.000,22,0.824,0.000,0.479,0.403,4.65,6.68,6.67,0.00,0.001,1.02,1.02,1.02,0.824,0.00037,85.28
160000,1105,1.487,0.090,11.38,93624,88720,950,0,3964,16,674841.7,1.4,0.175,0.236,0.227,0.362,616,9.02,3.59,0.05,0.50,0.05,0.45,0.05,0.39,8.87,3.59,0.00,0.00,0.007,0.061,214,0.127,0.910,0.000,0.000,0.090,147391,145071,7,0.323,0.039,0.033,249123,0.094,0.587,0.007,67.64,56333,0,0.089,0.000,0.000,3380621,1.02,17.02,0.000,0.001,0.000,4,9,13,34,9971,0.038,8.75,0.0069,0.013,10,0.826,0.000,0.459,0.383,4.95,6.86,7.08,0.00,0.001,1.01,1.02,1.02,0.826,0.00038,87.05
170000,1115,1.492,0.086,11.40,96044,91241,1005,0,3788,30,674063.6,4.9,0.238,0.221,0.247,0.295,595,8.97,3.73,0.06,0.39,0.08,0.51,0.04,0.38,8.79,3.69,0.00,0.03,0.010,0.072,238,0.098,0.903,0.004,0.000,0.093,149806,147256,6,0.383,0.045,0.016,181356,0.093,0.575,0.007,67.56,61490,0,0.162,0.000,0.000,3254120,1.03,17.01,0.000,0.004,0.001,4,9,12,40,9997,0.038,8.02,0.0069,0.004,12,0.815,0.000,0.440,0.377,5.15,6.73,7.46,0.00,0.002,1.03,1.03,1.02,0.815,0.00037,87.86
180000,1105,1.521,0.095,11.53,93352,88967,972,0,3423,37,675546.3,4.8,0.160,0.271,0.271,0.298,573,9.58,4.25,0.11,0.91,0.05,0.68,0.02,0.37,9.40,3.98,0.00,0.00,0.005,0.055,229,0.129,0.924,0.000,0.000,0.076,146556,143209,7,0.366,0.052,0.008,195529,0.099,0.597,0.007,67.59,63168,0,0.130,0.000,0.000,4002833,1.03,16.47,0.000,0.000,0.000,6,9,14,52,10581,0.040,7.54,0.0065,0.000,30,0.843,0.000,0.480,0.381,5.33,7.10,7.36,0.00,0.000,1.03,1.04,1.03,0.843,0.00041,88.30
190000,1082,1.509,0.090,11.71,92007,87148,969,0,3913,21,675046.2,2.2,0.073,0.290,0.276,0.361,566,9.44,3.98,0.08,0.75,0.04,0.31,0.04,0.54,9.29,3.88,0.00,0.00,0.006,0.060,250,0.078,0.904,0.000,0.000,0.096,148425,146244,6,0.275,0.014,0.012,159834,0.129,0.586,0.007,67.44,63102,0,0.103,0.000,0.000,4062546,1.02,15.97,0.000,0.000,0.000,5,9,13,32,10214,0.039,8.00,0.0067,0.001,25,0.850,0.000,0.488,0.396,4.99,6.70,6.89,0.00,0.002,1.03,1.03,1.02,0.850,0.00044,88.00
200000,1096,1.557,0.083,12.03,88301,83716,871,0,3700,10,675106.1,1.2,0.099,0.261,0.246,0.394,590,9.20,4.15,0.11,0.66,0.02,0.30,0.05,0.48,9.02,4.18,0.00,0.00,0.004,0.056,290,0.059,0.929,0.000,0.000,0.071,145350,142463,6,0.296,0.018,0.016,193178,0.126,0.554,0.006,67.54,62663,0,0.120,0.000,0.000,3403248,1.03,16.03,0.000,0.000,0.000,4,9,14,31,10083,0.038,11.08,0.0068,0.000,23,0.831,0.000,0.534,0.409,4.65,5.89,6.98,0.00,0.000,1.02,1.04,1.04,0.831,0.00044,84.82
210000,1069,1.508,0.082,11.90,93175,88379,973,0,3850,5,672236.6,0.6,0.078,0.231,0.277,0.414,568,9.28,3.61,0.16,1.37,0.02,0.20,0.06,0.53,9.06,3.60,0.00,0.00,0.004,0.051,279,0.111,0.909,0.000,0.000,0.091,151441,148323,7,0.381,0.062,0.021,157067,0.097,0.580,0.007,67.36,64444,0,0.121,0.000,0.000,3005025,1.05,16.22,0.000,0.000,0.000,5,10,13,41,9925,0.038,11.83,0.0069,0.007,9,0.823,0.000,0.465,0.400,5.10,6.71,7.11,0.00,0.001,1.04,1.05,1.06,0.823,0.00040,84.26
220000,1163,1.474,0.086,11.37,96811,92045,1069,0,3603,45,673407.1,7.7,0.069,0.230,0.269,0.432,560,8.79,3.59,0.16,1.08,0.03,0.29,0.03,0.26,8.58,3.55,0.00,0.00,0.005,0.056,264,0.188,0.918,0.000,0.000,0.082,155208,152531,8,0.405,0.003,0.017,155667,0.098,0.592,0.007,67.52,66429,0,0.171,0.000,0.000,3040271,1.05,16.81,0.000,0.000,0.000,4,9,12,31,10223,0.039,12.15,0.0068,0.010,20,0.826,0.000,0.522,0.391,5.02,6.88,7.20,0.00,0.000,1.04,1.05,1.06,0.826,0.00037,83.78
230000,1118,1.530,0.079,11.99,97467,92707,1062,0,3743,24,679664.4,3.5,0.090,0.234,0.233,0.443,568,8.82,3.97,0.08,0.85,0.11,0.51,0.04,0.36,8.58,3.86,0.00,0.00,0.012,0.060,269,0.130,0.931,0.001,0.000,0.068,151417,148660,9,0.308,0.000,0.018,126346,0.104,0.545,0.006,68.01,64195,0,0.148,0.000,0.000,3317513,1.03,16.39,0.000,0.002,0.000,4,9,13,40,9859,0.038,8.87,0.0071,0.000,15,0.822,0.000,0.526,0.373,4.61,6.14,7.00,0.00,0.001,1.02,1.04,1.03,0.822,0.00040,86.55
240000,1107,1.557,0.064,12.36,86347,82034,918,0,3406,36,676635.0,4.7,0.184,0.276,0.173,0.367,583,9.28,3.84,0.09,0.82,0.09,0.60,0.04,0.48,9.06,3.68,0.00,0.00,0.009,0.068,276,0.086,0.932,0.001,0.000,0.067,141379,137252,6,0.475,0.071,0.015,183043,0.118,0.430,0.003,67.74,62854,0,0.130,0.000,0.000,3757143,1.02,15.49,0.000,0.001,0.000,5,9,13,33,10271,0.039,9.77,0.0067,0.000,27,0.827,0.000,0.576,0.408,4.44,5.90,7.27,0.00,0.003,1.01,1.03,1.03,0.827,0.00048,85.94
250000,1130,1.503,0.060,11.28,90987,86438,974,6,3546,54,679452.0,13.7,0.133,0.290,0.223,0.355,578,8.67,3.60,0.07,0.68,0.06,0.48,0.02,0.30,8.51,3.49,0.00,0.00,0.010,0.073,244,0.134,0.935,0.002,0.000,0.064,145906,141616,7,0.407,0.166,0.006,162330,0.102,0.430,0.003,67.99,60753,170,0.254,0.500,0.000,4251091,1.02,16.55,0.000,0.002,0.000,4,9,12,37,9793,0.037,8.77,0.0071,0.000,19,0.854,0.000,0.585,0.394,4.88,6.72,7.28,0.00,0.003,1.02,1.02,1.02,0.854,0.00044,86.68
260000,1143,1.476,0.062,10.20,91433,86804,1079,0,3537,19,671872.9,2.8,0.086,0.265,0.293,0.357,615,8.52,3.65,0.08,0.77,0.04,0.31,0.01,0.19,8.37,3.60,0.00,0.00,0.008,0.063,234,0.138,0.925,0.001,0.000,0.074,146493,143706,9,0.316,0.018,0.007,106386,0.090,0.425,0.003,67.18,57679,0,0.145,0.000,0.000,3831858,1.02,16.60,0.000,0.000,0.000,4,9,12,35,9734,0.037,7.45,0.0070,0.000,21,0.841,0.000,0.625,0.394,4.58,6.28,6.95,0.00,0.002,1.02,1.03,1.02,0.841,0.00037,88.81
270000,1099,1.498,0.061,10.46,95752,91264,1046,0,3486,23,679805.6,2.3,0.110,0.224,0.250,0.416,608,8.99,3.85,0.07,0.48,0.11,0.79,0.04,0.55,8.77,3.88,0.00,0.00,0.013,0.081,252,0.099,0.905,0.000,0.000,0.095,152612,149969,6,0.363,0.023,0.010,102848,0.092,0.411,0.003,68.07,61016,0,0.100,0.000,0.000,2864670,1.03,16.23,0.000,0.001,0.000,4,9,13,32,9885,0.038,9.22,0.0070,0.000,26,0.811,0.000,0.584,0.391,4.86,6.77,6.95,0.00,0.002,1.03,1.01,1.03,0.811,0.00040,86.16
280000,1129,1.464,0.050,9.18,95683,90074,1007,0,4572,17,679689.6,2.4,0.090,0.241,0.293,0.376,623,8.64,3.42,0.02,0.19,0.03,0.34,0.04,0.40,8.55,3.40,0.00,0.00,0.002,0.031,199,0.094,0.913,0.000,0.000,0.087,152395,149178,7,0.344,0.003,0.017,127443,0.092,0.358,0.002,67.96,59194,0,0.139,0.000,0.000,3129244,1.01,16.43,0.000,0.002,0.000,6,8,12,42,9757,0.037,9.51,0.0070,0.000,21,0.815,0.000,0.575,0.390,4.61,5.78,7.19,0.00,0.000,1.01,1.01,1.02,0.815,0.00041,85.96
290000,1174,1.452,0.055,9.25,99368,93788,1082,0,4453,14,677227.9,1.7,0.062,0.221,0.306,0.411,667,8.53,3.50,0.07,0.63,0.08,0.66,0.04,0.76,8.34,3.35,0.00,0.04,0.008,0.067,190,0.183,0.916,0.000,0.000,0.084,153340,151059,6,0.261,0.083,0.007,168844,0.084,0.361,0.002,68.05,51526,0,0.119,0.000,0.000,2860313,1.02,16.92,0.000,0.000,0.002,4,8,12,37,10015,0.038,10.22,0.0069,0.000,20,0.804,0.000,0.596,0.368,4.80,6.66,7.11,0.01,0.003,1.02,1.02,1.02,0.804,0.00037,85.17
300000,1113,1.488,0.050,8.93,100172,95085,1056,0,4092,27,680666.7,2.5,0.073,0.231,0.255,0.440,634,8.91,3.92,0.08,0.60,0.08,1.93,0.06,0.57,8.70,3.52,0.00,0.04,0.006,0.058,189,0.175,0.934,0.000,0.000,0.066,154037,151956,8,0.368,0.000,0.016,144184,0.097,0.372,0.002,68.18,52181,0,0.093,0.000,0.000,3183514,1.02,16.25,0.001,0.001,0.002,4,8,12,64,9920,0.038,10.54,0.0070,0.000,22,0.830,0.000,0.581,0.364,4.90,7.00,7.20,0.00,0.003,1.03,1.02,1.02,0.830,0.00036,84.71
310000,1159,1.469,0.043,9.38,94892,90856,1031,0,2959,57,677191.8,7.2,0.081,0.238,0.182,0.499,634,8.93,3.76,0.07,0.91,0.10,1.58,0.05,0.55,8.71,3.33,0.00,0.00,0.006,0.048,197,0.121,0.911,0.000,0.000,0.089,153660,151506,4,0.246,0.273,0.015,200412,0.102,0.339,0.002,67.79,53712,0,0.125,0.000,0.000,3027202,1.02,16.27,0.001,0.003,0.000,5,10,12,64,10346,0.039,12.53,0.0067,0.001,29,0.823,0.000,0.576,0.397,5.07,7.16,6.85,0.00,0.001,1.03,1.03,1.02,0.823,0.00036,83.12
320000,1168,1.479,0.042,9.01,96279,91963,1041,0,3266,8,678852.6,0.8,0.047,0.208,0.291,0.454,623,8.47,3.93,0.08,0.90,0.04,0.69,0.04,0.45,8.32,3.65,0.00,0.00,0.003,0.041,212,0.086,0.930,0.000,0.000,0.070,153484,151264,5,0.251,0.159,0.013,210151,0.101,0.310,0.002,68.03,54977,0,0.102,0.000,0.000,2649856,1.02,16.80,0.000,0.000,0.000,3,8,12,56,9898,0.038,10.70,0.0070,0.013,14,0.809,0.000,0.617,0.387,4.69,6.58,6.68,0.00,0.002,1.03,1.03,1.02,0.809,0.00037,84.71
330000,1104,1.477,0.047,8.81,91473,86866,1041,0,3630,11,676441.4,2.5,0.055,0.212,0.299,0.434,649,9.08,4.32,0.08,0.81,0.05,1.22,0.04,0.52,8.90,3.94,0.00,0.04,0.003,0.043,183,0.131,0.920,0.000,0.000,0.080,152376,150371,5,0.409,0.063,0.014,209171,0.090,0.343,0.002,67.84,51464,0,0.225,0.000,0.000,2754954,1.02,16.10,0.000,0.000,0.002,4,9,12,52,10022,0.038,10.08,0.0069,0.016,9,0.812,0.000,0.642,0.413,4.95,6.90,7.09,0.00,0.002,1.02,1.02,1.02,0.812,0.00042,85.51
340000,1059,1.518,0.045,8.26,92554,88075,1060,0,3464,37,675786.2,2.9,0.041,0.181,0.320,0.457,669,9.27,3.50,0.07,0.96,0.02,0.44,0.09,0.90,9.09,3.34,0.00,0.00,0.002,0.041,139,0.128,0.934,0.000,0.000,0.066,155247,153831,4,0.505,0.001,0.017,163415,0.081,0.357,0.002,67.74,46471,0,0.079,0.000,0.000,2188522,1.02,15.67,0.000,0.000,0.000,4,9,12,30,9819,0.037,11.00,0.0070,0.031,10,0.790,0.000,0.586,0.416,5.18,7.10,7.25,0.00,0.000,1.03,1.03,1.02,0.790,0.00039,84.70
350000,1072,1.530,0.046,8.03,92631,88339,1018,0,3261,34,678067.8,5.6,0.046,0.179,0.292,0.483,657,9.01,3.53,0.02,0.31,0.02,0.54,0.10,0.72,8.87,3.43,0.00,0.03,0.001,0.028,150,0.132,0.924,0.000,0.000,0.076,153312,152551,3,0.605,0.000,0.029,178242,0.080,0.356,0.002,67.72,46954,0,0.166,0.000,0.000,2189306,1.01,16.06,0.000,0.000,0.001,5,9,12,36,9659,0.037,9.36,0.0071,0.019,9,0.803,0.000,0.639,0.407,5.05,7.15,7.32,0.00,0.001,1.01,1.01,1.00,0.803,0.00039,86.36
360000,1087,1.496,0.038,8.33,92472,88106,1153,0,3198,14,666016.1,2.0,0.037,0.199,0.283,0.480,687,9.30,3.35,0.03,0.55,0.01,0.25,0.13,1.12,9.13,3.26,0.00,0.00,0.002,0.045,129,0.262,0.917,0.000,0.000,0.083,154822,154105,3,0.488,0.000,0.023,150493,0.089,0.298,0.002,66.65,47323,0,0.145,0.000,0.000,2842706,1.01,16.28,0.000,0.000,0.000,5,9,12,32,10109,0.039,7.53,0.0067,0.010,9,0.861,0.000,0.595,0.411,5.32,7.21,7.41,0.00,0.000,1.01,1.01,1.01,0.861,0.00030,89.27
370000,1105,1.524,0.042,8.71,95744,91471,1124,0,3131,22,668815.0,2.6,0.045,0.200,0.385,0.370,665,9.23,3.72,0.07,0.56,0.06,0.65,0.10,0.84,9.00,3.59,0.00,0.00,0.006,0.056,128,0.290,0.918,0.000,0.000,0.082,154406,153791,3,0.561,0.000,0.021,186349,0.082,0.305,0.002,67.04,47135,0,0.117,0.000,0.000,2819811,1.02,16.81,0.000,0.000,0.000,4,10,12,36,10194,0.039,6.84,0.0067,0.000,17,0.853,0.000,0.493,0.389,5.46,7.28,7.26,0.00,0.001,1.02,1.02,1.01,0.854,0.00032,89.56
380000,1031,1.504,0.036,8.70,96607,92305,1020,0,3356,25,660998.5,2.5,0.060,0.195,0.475,0.271,680,9.52,3.62,0.06,0.55,0.04,0.36,0.06,0.75,9.36,3.63,0.00,0.00,0.005,0.054,106,0.400,0.919,0.000,0.000,0.081,155953,155223,3,0.686,0.086,0.012,164768,0.096,0.299,0.002,66.28,47015,0,0.102,0.000,0.000,2622438,1.02,17.25,0.000,0.000,0.000,4,10,12,32,9812,0.037,7.81,0.0068,0.001,11,0.847,0.000,0.417,0.390,5.67,7.37,7.17,0.00,0.000,1.01,1.01,1.02,0.847,0.00035,89.35
390000,1041,1.510,0.037,8.47,97168,92805,1070,0,3283,32,661424.0,3.9,0.083,0.194,0.552,0.172,680,9.92,3.53,0.11,1.71,0.03,0.45,0.03,0.46,9.76,3.18,0.00,0.00,0.004,0.059,103,0.376,0.898,0.000,0.000,0.102,157093,156323,3,0.679,0.000,0.005,111432,0.115,0.298,0.002,66.23,48175,0,0.123,0.000,0.000,2520337,1.03,16.32,0.000,0.000,0.000,6,10,12,60,10330,0.039,8.35,0.0065,0.001,18,0.845,0.000,0.338,0.390,5.71,7.54,7.22,0.00,0.001,1.04,1.04,1.03,0.846,0.00034,88.86
400000,1012,1.570,0.041,8.54,97113,92330,982,0,3830,27,667816.6,5.0,0.110,0.190,0.611,0.090,668,10.45,4.17,0.09,0.85,0.04,0.55,0.09,1.21,10.22,4.05,0.00,0.06,0.002,0.029,85,0.476,0.891,0.000,0.000,0.109,157359,156472,4,0.881,0.000,0.009,111169,0.115,0.340,0.002,66.98,49939,0,0.183,0.000,0.000,2219703,1.03,16.66,0.000,0.001,0.001,6,12,12,53,10571,0.040,9.28,0.0065,0.000,23,0.811,0.000,0.274,0.394,6.04,7.60,6.92,0.00,0.001,1.04,1.04,1.03,0.811,0.00044,87.18
410000,1051,1.526,0.042,8.49,100949,96421,988,0,3501,53,659436.4,8.1,0.094,0.157,0.695,0.053,696,9.97,4.55,0.19,1.51,0.08,0.96,0.10,1.14,9.60,3.94,0.00,0.03,0.005,0.044,100,0.477,0.898,0.000,0.000,0.102,161454,161040,2,0.909,0.000,0.010,80538,0.120,0.324,0.002,66.22,49707,0,0.152,0.000,0.000,1700604,1.05,17.22,0.000,0.000,0.001,4,12,12,56,10479,0.040,10.83,0.0065,0.005,18,0.797,0.000,0.216,0.385,5.84,7.50,6.56,0.01,0.003,1.06,1.06,1.06,0.798,0.00038,86.39
420000,979,1.566,0.046,8.47,99234,95197,918,0,3191,25,662522.5,2.2,0.107,0.170,0.674,0.049,709,10.82,3.91,0.09,0.81,0.05,0.64,0.12,1.37,10.56,3.61,0.00,0.00,0.002,0.022,81,0.647,0.909,0.000,0.000,0.091,160257,159761,2,0.922,0.000,0.010,84457,0.123,0.338,0.002,66.59,47854,0,0.088,0.000,0.000,1872461,1.04,16.53,0.000,0.001,0.000,6,12,12,43,10596,0.040,10.07,0.0064,0.016,14,0.797,0.000,0.191,0.392,6.21,7.62,6.98,0.00,0.000,1.05,1.04,1.04,0.797,0.00045,86.78
