step,mass,born_size,born_hard,born_muscle,born_sensor,born_digestive,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange,turns,pace
100000,24.56,36,8,17,0,11,8,0,0,5,0,4.67,6,0.000,2488,0.00,67.77,55.21,593,0,0,0,4.00,3.00,7.00,2,3,6,21.4,17.555,13,1.170,0.715,6,1.000,0,19.75,-0.25,0,0.0000,0.373,0.0000,1731,0.8071
100000,24.40,36,6,13,0,17,6,0,0,10,0,3.50,4,0.000,2473,0.00,94.26,39.21,1347,1,0,0,3.00,1.67,5.25,2,4,6,26.8,13.899,16,1.109,0.618,6,1.000,0,19.50,11.50,0,0.0000,0.332,0.0000,1616,0.8097
100000,28.29,36,8,14,0,14,6,3,0,12,1,2.59,2,0.106,2467,0.00,81.07,13.48,593,1,0,1,3.17,2.17,2.50,4,5,6,28.8,14.282,21,1.048,0.735,6,1.000,1,20.26,11.75,0,0.0000,0.369,0.0000,1587,0.7521
100000,19.57,36,8,15,0,13,8,0,0,3,0,5.31,8,0.000,2439,0.00,48.25,35.54,1347,1,1,0,4.00,3.00,10.75,3,2,6,27.3,0.798,11,1.030,0.584,6,1.000,1,13.38,7.25,0,0.0000,0.282,0.0000,1951,0.9042
100000,26.13,49,0,18,0,31,0,4,0,12,0,1.00,8,0.153,2435,0.26,83.41,29.21,1342,0,0,0,1.00,1.00,1.00,4,6,4,22.6,16.094,16,1.633,0.655,7,1.000,1,5.13,3.50,0,0.0000,0.345,0.0000,1322,0.7825
100000,7.50,36,0,5,9,22,0,2,2,3,0,1.00,10,0.267,2421,0.05,78.70,10.43,850,0,0,0,1.00,1.00,1.00,2,5,2,21.8,9.159,7,1.250,0.717,6,1.000,3,10.20,2.00,2,0.0377,0.351,0.0000,2182,1.0000
100000,10.63,49,0,10,0,39,0,0,0,8,0,1.00,12,0.000,2343,0.00,101.84,29.15,593,0,0,0,1.00,1.00,1.00,2,3,5,23.1,2.873,8,1.329,0.559,7,1.000,1,15.75,0.00,0,0.0000,0.506,0.0000,1407,1.0000
100000,44.13,36,0,9,0,27,0,7,0,21,0,1.00,0,0.159,2276,0.00,101.64,30.42,1296,0,0,0,1.00,1.00,1.00,5,6,6,16.2,38.083,28,1.576,0.723,6,1.000,0,8.73,8.50,0,0.0269,0.528,0.0000,1256,0.6021
100000,30.10,36,0,11,0,25,0,2,0,18,0,1.00,4,0.066,2260,0.00,88.05,17.69,1285,0,0,0,1.00,1.00,1.00,4,5,5,17.1,4.025,20,1.505,0.764,6,1.000,1,0.56,0.25,0,0.0000,0.135,0.0000,1408,0.7290
100000,38.31,49,14,21,0,14,14,0,0,6,0,6.91,6,0.000,2254,0.00,47.51,25.83,593,1,1,0,6.00,3.14,11.00,2,4,7,34.3,2.052,20,1.127,0.675,7,1.000,0,13.60,-13.00,0,0.0000,0.432,0.0000,1293,0.6463
100000,33.24,36,6,16,0,14,6,4,0,14,1,3.30,4,0.120,2242,1.17,76.45,4.55,593,1,1,1,3.00,1.00,5.25,3,4,6,36.8,18.445,24,1.108,0.694,6,1.000,0,15.55,-15.50,0,0.0000,0.397,0.0000,1554,0.6938
100000,54.66,36,0,17,0,19,0,14,0,17,0,1.00,0,0.256,2146,0.00,52.47,75.72,1296,0,1,0,1.00,1.00,1.00,4,6,6,16.4,44.331,31,1.763,0.717,6,1.000,1,9.72,6.75,0,0.0027,0.586,0.0000,1108,0.5411
100000,41.17,49,8,20,0,21,8,5,0,18,1,3.46,4,0.121,2076,4.17,101.62,9.41,593,1,2,1,3.43,1.29,5.00,5,5,7,37.1,41.110,31,1.056,0.641,7,1.000,0,12.17,2.00,0,0.0000,0.401,0.0000,1132,0.6234
100000,24.75,36,0,7,0,29,0,4,0,14,0,1.00,6,0.162,2074,0.00,83.93,6.87,1296,0,1,0,1.00,1.00,1.00,4,3,6,22.5,15.325,18,1.375,0.750,6,1.000,0,10.89,9.25,0,0.0093,0.515,0.0000,1300,0.8040
100000,35.46,36,6,7,0,23,6,7,0,13,3,3.00,0,0.197,2046,0.00,68.74,5.82,593,1,0,3,3.00,1.33,3.83,7,6,6,33.8,6.093,26,1.108,0.694,6,1.000,0,27.25,-27.25,0,0.0000,0.397,0.0000,1357,0.6717
100000,45.20,49,18,18,0,13,18,0,0,1,0,9.23,6,0.000,2046,1.83,48.37,82.33,593,1,2,0,7.71,7.00,12.50,6,4,7,34.9,28.179,19,1.222,0.629,7,1.000,0,7.27,4.75,0,0.0000,0.325,0.0000,937,0.5950
100000,75.35,49,21,15,0,13,21,5,0,11,2,8.08,2,0.066,2031,0.00,58.56,29.09,593,2,2,2,9.00,2.14,11.00,6,6,7,37.6,35.756,37,1.299,0.741,7,1.000,0,26.29,1.50,0,0.0000,0.562,0.0000,864,0.4608
100000,17.47,49,9,23,0,17,2,4,0,6,2,1.88,12,0.229,2001,0.86,58.29,108.64,593,2,2,2,3.00,1.00,1.83,2,6,2,45.5,20.294,12,1.248,0.674,7,1.000,0,12.81,12.75,0,0.0000,0.449,0.0000,1172,0.9570
100000,23.27,36,6,16,0,14,4,3,0,10,2,2.00,4,0.129,1997,0.00,67.41,47.69,593,1,0,2,2.60,1.40,2.00,4,5,5,29.6,43.348,17,1.108,0.694,6,1.000,1,18.05,12.25,0,0.0000,0.397,0.0000,1507,0.8292
100000,24.72,25,5,10,0,10,5,4,0,4,2,3.20,0,0.162,1978,0.80,45.04,31.71,593,0,1,2,3.00,2.20,3.80,4,5,5,16.6,25.443,13,1.373,0.559,5,1.000,0,33.50,-33.50,0,0.0000,0.490,0.0000,1504,0.8045
100000,46.61,49,8,24,0,17,6,14,0,12,4,2.15,2,0.300,1973,0.00,36.91,34.08,593,1,0,4,3.17,1.33,2.07,6,7,6,34.6,3.189,32,1.227,0.677,7,1.000,0,31.50,0.00,0,0.0000,0.334,0.0000,1089,0.5859
100000,65.74,49,17,26,0,6,17,22,0,5,4,5.89,0,0.335,1944,1.19,24.69,69.71,593,1,0,4,7.29,1.71,7.29,6,7,7,27.1,13.405,44,1.078,0.781,7,1.000,0,27.83,-14.50,0,0.0000,0.419,0.0000,928,0.4934
100000,25.69,25,0,4,1,20,0,2,0,15,0,1.00,2,0.078,1936,0.00,43.42,10.58,1296,1,2,0,1.00,1.00,1.00,4,5,4,28.9,2.503,17,1.511,0.773,5,1.000,0,8.84,-1.25,0,0.0000,0.654,0.0000,1298,0.7892
100000,6.51,36,7,13,0,16,2,0,0,2,0,2.60,14,0.000,1901,0.00,61.17,19.25,593,1,1,0,3.00,2.00,2.67,1,3,2,35.5,0.641,4,1.086,0.805,6,1.000,1,20.25,11.00,0,0.0000,0.583,0.0000,1444,1.0000
100000,65.32,49,18,25,0,6,18,13,0,4,4,6.64,0,0.199,1879,0.00,16.45,112.21,593,0,0,4,7.71,4.00,7.43,6,7,7,21.5,24.920,35,1.233,0.660,7,1.000,0,18.76,18.75,0,0.0000,0.395,0.0000,854,0.4949
100000,25.02,36,0,13,0,23,0,2,0,16,0,1.00,4,0.080,1871,0.67,84.26,5.27,1342,1,1,0,1.00,1.00,1.00,4,4,6,33.7,37.141,18,1.390,0.600,6,1.000,0,5.27,2.75,0,0.0034,0.198,0.0000,1237,0.7996
100000,46.54,36,6,7,0,23,6,7,0,23,3,2.92,0,0.150,1870,4.84,64.91,8.59,593,0,1,3,3.00,1.00,3.83,6,6,6,17.4,8.041,36,1.108,0.694,6,1.000,0,5.93,5.25,0,0.0000,0.397,0.0000,1096,0.5863
100000,46.34,36,14,12,0,10,14,5,0,8,2,4.50,0,0.108,1868,-0.00,40.20,28.64,593,1,2,4,4.00,3.33,5.33,4,6,6,34.0,12.218,27,1.130,0.688,6,1.000,0,17.00,16.25,0,0.0000,0.322,0.0000,1063,0.5876
100000,26.52,36,9,14,0,13,7,2,0,9,1,2.68,2,0.075,1857,3.02,65.52,8.09,593,1,1,1,3.67,2.67,2.10,4,5,6,34.3,10.649,18,1.061,0.710,6,1.000,1,18.68,-4.00,0,0.0000,0.340,0.0000,1177,0.7767
100000,15.05,36,0,11,0,25,0,1,0,9,0,1.00,10,0.066,1849,0.00,60.57,7.37,1285,2,0,0,1.00,1.00,1.00,2,4,3,38.5,1.602,10,1.505,0.764,6,1.000,1,12.65,-4.00,0,0.0000,0.135,0.0000,1376,1.0000
100000,31.91,49,0,22,0,27,0,10,0,9,0,1.00,6,0.313,1843,0.05,66.77,64.39,1296,2,1,0,1.00,1.00,1.00,5,4,7,52.7,32.138,19,1.680,0.615,7,1.000,0,7.67,2.50,0,0.0192,0.570,0.0000,914,0.7081
100000,52.81,36,6,16,0,14,6,16,0,14,3,2.92,0,0.303,1839,0.00,34.88,48.66,593,2,0,3,3.00,1.00,3.83,6,6,6,52.5,15.180,36,1.257,0.643,6,1.000,0,37.74,10.50,0,0.0000,0.402,0.0000,1012,0.5505
100000,42.92,64,8,28,0,28,4,14,0,16,3,2.07,4,0.326,1827,3.16,60.36,41.44,593,1,0,3,2.33,1.00,2.38,7,8,6,28.4,49.305,34,1.130,0.583,8,1.000,0,43.75,0.00,0,0.0000,0.432,0.0000,1014,0.6105
100000,14.86,36,0,13,0,23,0,0,0,10,0,1.00,10,0.000,1780,0.00,83.97,39.79,1343,2,2,0,1.00,1.00,1.00,2,2,5,39.4,10.835,10,1.486,0.607,6,1.000,0,5.94,5.75,0,0.0000,0.298,0.0000,1192,1.0000
100000,27.15,36,0,19,0,17,0,6,0,11,0,1.00,0,0.221,1773,0.00,51.33,25.58,1296,1,2,0,1.00,1.00,1.00,3,6,6,30.8,15.025,17,1.597,0.681,6,1.000,0,7.70,4.50,0,0.0248,0.574,0.0000,1107,0.7677
100000,36.46,36,6,16,0,14,6,6,0,11,2,3.18,2,0.165,1768,0.00,52.17,44.16,593,1,2,2,3.00,1.33,4.40,4,5,6,32.4,25.669,23,1.257,0.643,6,1.000,0,30.50,30.50,0,0.0000,0.402,0.0000,1093,0.6624
100000,32.34,36,6,14,0,16,6,7,0,11,2,3.08,0,0.216,1764,0.00,69.09,13.75,1347,1,0,2,3.00,1.67,3.83,5,6,6,32.8,21.979,24,1.078,0.592,6,1.000,0,20.55,20.50,0,0.0000,0.359,0.0000,1145,0.7034
100000,24.79,36,6,14,0,16,4,5,0,10,2,2.50,4,0.202,1743,0.00,62.46,4.02,1347,1,0,2,3.00,1.00,2.83,3,6,4,35.2,3.519,19,1.078,0.592,6,1.000,0,19.83,-19.25,0,0.0000,0.359,0.0000,1152,0.8034
100000,30.20,49,4,19,0,26,3,4,0,16,3,1.64,6,0.132,1707,0.42,62.35,22.60,593,2,1,3,2.75,1.00,1.50,2,7,4,48.4,23.964,23,1.161,0.761,7,1.000,0,21.11,20.00,0,0.0000,0.473,0.0000,1080,0.7279
100000,22.64,36,10,15,0,11,10,0,0,0,0,6.38,8,0.000,1699,0.00,47.61,24.70,593,1,0,0,5.00,5.00,10.50,2,2,6,35.6,2.542,10,1.132,0.741,6,1.000,0,18.66,10.75,0,0.0000,0.525,0.0000,981,0.8407
100000,33.82,36,15,4,0,17,15,2,0,2,1,7.50,4,0.059,1694,1.10,72.67,17.52,593,0,0,2,7.50,3.67,10.38,6,4,6,11.5,23.192,19,0.995,0.760,6,1.000,0,8.31,-1.00,0,0.0000,0.263,0.0000,1006,0.6878
100000,37.72,36,8,14,0,14,8,7,0,13,2,3.54,0,0.186,1689,2.10,62.10,28.58,593,2,1,2,4.00,1.83,4.17,4,6,6,38.1,37.951,28,1.048,0.735,6,1.000,0,21.24,19.00,0,0.0000,0.369,0.0000,1039,0.6513
100000,47.65,36,7,14,0,15,7,14,0,15,3,3.12,0,0.294,1660,0.00,83.49,84.71,593,0,0,3,3.50,1.00,4.00,6,6,6,21.3,68.139,36,1.108,0.694,6,1.000,0,13.76,12.50,0,0.0000,0.397,0.0000,961,0.5795
100000,41.49,36,6,16,0,14,6,8,0,13,2,3.09,2,0.193,1657,0.00,48.70,14.46,593,1,1,2,3.00,1.00,4.40,4,5,6,36.0,9.991,27,1.257,0.643,6,1.000,1,11.86,8.00,0,0.0000,0.402,0.0000,994,0.6210
100000,12.93,36,6,14,0,16,6,0,0,0,0,5.14,10,0.000,1632,0.00,68.20,51.76,1347,1,1,0,3.00,3.00,18.00,3,1,6,35.5,2.614,6,1.078,0.592,6,1.000,0,39.00,0.00,0,0.0000,0.359,0.0000,1063,1.0000
100000,49.03,36,6,16,0,14,6,13,0,14,3,2.92,0,0.265,1622,4.33,47.27,35.98,593,1,1,3,3.00,1.00,3.83,5,6,6,35.9,31.116,33,1.257,0.643,6,1.000,0,23.64,9.25,0,0.0000,0.402,0.0000,894,0.5712
100000,13.30,36,6,16,0,14,6,0,0,0,0,5.14,10,0.000,1618,0.00,69.14,35.48,593,1,0,0,3.00,3.00,18.00,2,1,6,37.0,4.813,6,1.108,0.694,6,1.000,0,36.42,25.25,0,0.0000,0.397,0.0000,1086,1.0000
100000,15.09,36,6,16,0,14,6,0,0,0,0,5.14,10,0.000,1614,0.00,32.35,32.34,593,1,1,0,3.00,3.00,18.00,3,1,6,35.5,1.035,6,1.257,0.643,6,1.000,0,1.46,-1.25,0,0.0000,0.402,0.0000,1005,1.0000
100000,35.20,36,6,16,0,14,4,10,0,10,3,2.50,4,0.284,1610,2.57,66.46,78.42,593,1,2,3,3.00,1.00,2.83,6,6,4,31.2,48.901,24,1.257,0.643,6,1.000,0,17.32,1.50,0,0.0000,0.402,0.0000,957,0.6742
100000,15.53,36,0,13,0,23,0,3,0,8,0,1.00,8,0.193,1607,0.00,60.64,23.35,1285,0,0,0,1.00,1.00,1.00,2,5,3,22.9,22.683,11,1.412,0.730,6,1.000,0,3.51,3.50,0,0.0000,0.186,0.0000,1279,1.0000
100000,30.29,35,6,12,0,17,6,4,0,11,2,3.09,2,0.132,1600,3.80,44.48,26.55,593,0,0,2,3.00,1.00,4.40,4,5,6,14.1,18.746,21,1.122,0.761,6,1.000,0,6.52,6.50,0,0.0000,0.527,0.0000,1054,0.7268
100000,32.13,36,7,14,0,15,7,6,0,9,3,3.33,0,0.187,1593,0.87,57.39,13.56,593,2,0,3,3.50,1.83,4.00,5,6,6,39.2,17.964,22,1.108,0.694,6,1.000,0,24.23,9.00,0,0.0000,0.397,0.0000,978,0.7056
100000,44.00,36,6,16,0,14,6,13,0,10,3,2.92,0,0.295,1590,0.00,36.44,56.83,593,0,1,3,3.00,1.00,3.83,4,6,6,18.5,4.338,29,1.257,0.643,6,1.000,0,27.21,9.50,0,0.0000,0.402,0.0000,910,0.6030
100000,25.38,25,6,12,0,7,6,2,0,4,1,4.00,4,0.079,1579,-0.00,35.53,17.84,593,1,0,1,3.60,2.00,6.00,4,3,5,36.2,8.981,12,1.410,0.491,5,1.000,1,16.77,-3.00,0,0.0000,0.494,0.0000,1183,0.7940
100000,19.75,49,7,25,0,17,3,4,0,7,2,2.22,10,0.203,1574,0.12,33.27,78.14,593,2,0,2,3.00,1.00,2.33,4,6,3,39.4,22.005,14,1.162,0.735,7,1.000,0,27.17,-26.75,0,0.0000,0.439,0.0000,1183,0.9000
100000,13.86,36,6,17,0,13,6,0,0,0,0,5.14,10,0.000,1565,0.00,60.55,50.24,593,0,0,0,3.00,3.00,18.00,3,1,6,10.2,3.147,6,1.155,0.686,6,1.000,0,47.36,-47.25,0,0.0000,0.362,0.0000,999,1.0000
100000,34.35,36,6,7,0,23,6,7,0,12,3,3.08,0,0.204,1556,0.00,54.80,19.21,593,1,0,3,3.00,1.67,3.83,4,6,6,32.6,17.923,25,1.108,0.694,6,1.000,0,12.26,-9.50,0,0.0000,0.397,0.0000,981,0.6825
100000,40.69,64,13,40,0,11,13,4,0,6,2,5.62,8,0.098,1554,2.29,48.43,49.40,593,0,2,2,4.88,3.50,8.50,5,4,8,23.7,28.260,23,1.130,0.683,8,1.000,0,45.25,0.00,0,0.0000,0.544,0.0000,856,0.6271
100000,39.06,36,9,21,0,6,9,12,0,6,3,4.09,2,0.307,1545,0.00,40.50,64.57,593,1,2,3,4.50,1.83,5.20,5,5,6,36.9,31.473,27,1.085,0.677,6,1.000,0,42.29,-32.75,0,0.0000,0.447,0.0000,974,0.6400
100000,30.46,49,11,22,0,16,11,0,0,3,0,5.75,8,0.000,1545,0.00,36.36,35.32,593,0,0,0,4.71,3.71,9.33,3,3,7,18.4,4.239,14,1.218,0.738,7,1.000,0,15.25,15.25,0,0.0000,0.512,0.0000,856,0.7248
100000,29.87,25,6,15,0,4,6,5,0,3,2,3.78,2,0.167,1544,0.00,16.63,30.42,593,1,0,2,3.60,2.40,4.75,2,4,5,35.7,13.909,14,1.494,0.429,5,1.000,0,27.25,27.25,0,0.0000,0.535,0.0000,997,0.7319
100000,15.21,64,8,38,0,18,2,5,0,4,0,1.73,10,0.329,1529,0.14,43.49,54.00,593,1,1,0,2.33,1.67,1.62,4,8,3,26.2,7.801,11,1.170,0.527,8,1.000,0,31.31,29.75,0,0.0000,0.473,0.0000,904,1.0000
100000,10.66,49,4,24,0,21,3,0,0,3,0,3.20,18,0.000,1519,0.00,36.15,55.64,593,2,1,0,3.00,1.00,5.00,1,2,3,39.4,3.259,6,1.184,0.640,7,1.000,0,6.27,0.50,0,0.0000,0.428,0.0000,979,1.0000
100000,10.29,49,0,11,0,38,0,4,0,3,0,1.00,14,0.389,1510,1.45,53.31,20.16,1342,2,1,0,1.00,1.00,1.00,2,3,4,44.0,7.574,7,1.471,0.486,7,1.000,0,10.61,1.50,0,0.0000,0.000,0.0000,960,1.0000
100000,63.02,49,7,9,0,33,7,7,0,33,1,2.93,0,0.111,1504,0.10,48.04,11.38,593,2,2,1,3.00,1.00,3.86,9,7,7,48.8,12.346,47,1.167,0.669,7,1.000,0,18.92,-18.75,0,0.0000,0.437,0.0000,750,0.5039
100000,27.66,36,6,16,0,14,6,0,0,10,0,3.67,6,0.000,1497,-0.00,25.56,94.15,593,2,0,0,3.00,1.33,6.67,3,3,6,39.4,9.200,16,1.257,0.643,6,1.000,0,31.47,15.75,0,0.0000,0.402,0.0000,848,0.7606
100000,113.63,49,33,15,0,1,33,14,0,1,3,10.32,0,0.123,1492,0.00,6.57,60.61,593,2,0,6,14.14,3.86,11.64,9,7,7,40.5,9.837,48,1.403,0.640,7,1.000,1,9.86,-1.50,0,0.0000,0.139,0.0000,556,0.3752
100000,15.09,36,6,16,0,14,6,0,0,0,0,5.14,10,0.000,1489,0.00,33.46,22.36,593,1,0,0,3.00,3.00,18.00,2,1,6,36.4,2.216,6,1.257,0.643,6,1.000,0,19.50,18.00,0,0.0000,0.402,0.0000,932,1.0000
100000,25.15,36,6,16,0,14,6,2,0,6,2,3.18,2,0.080,1486,0.00,53.92,19.88,593,2,0,2,3.00,1.33,4.40,3,5,6,44.6,13.870,14,1.257,0.643,6,1.000,0,17.83,-4.50,0,0.0000,0.402,0.0000,994,0.7977
100000,27.41,36,6,16,0,14,6,2,0,8,1,3.50,4,0.073,1484,0.00,61.25,18.55,593,1,0,1,3.00,1.67,5.25,2,4,6,30.7,18.466,16,1.246,0.655,6,1.000,1,17.33,12.50,0,0.0000,0.380,0.0000,983,0.7640
100000,19.03,36,0,19,0,17,0,8,0,4,0,1.00,4,0.420,1482,1.52,46.85,11.63,1296,0,2,0,1.00,1.00,1.00,3,5,5,14.2,9.539,12,1.586,0.684,6,1.000,0,13.06,1.25,0,0.0244,0.564,0.0000,987,0.9169
100000,34.25,36,13,7,0,16,13,5,0,0,2,6.80,4,0.146,1476,0.00,51.75,3.49,593,2,0,4,6.50,3.17,9.75,3,4,6,38.4,6.564,18,1.105,0.714,6,1.000,1,12.65,-12.00,0,0.0000,0.422,0.0000,885,0.6835
100000,17.39,25,6,16,0,3,6,0,0,0,0,5.14,6,0.000,1474,0.00,19.98,31.61,593,2,0,0,3.60,3.60,9.00,2,2,5,37.6,2.346,6,1.449,0.466,5,1.000,0,44.25,0.00,0,0.0000,0.522,0.0000,961,0.9592
100000,36.02,36,0,17,0,19,0,9,0,14,0,1.00,2,0.250,1468,1.48,63.52,23.59,1296,0,0,0,1.00,1.00,1.00,4,6,5,18.3,29.606,23,1.566,0.687,6,1.000,0,5.01,-5.00,0,0.0156,0.605,0.0000,809,0.6664
100000,40.61,36,0,12,0,24,0,11,0,12,0,1.00,2,0.271,1454,4.35,62.55,40.69,1340,0,0,0,1.00,1.00,1.00,4,5,6,20.6,46.717,23,1.766,0.766,6,1.000,0,14.25,-13.25,0,0.0000,0.639,0.0000,862,0.6277
100000,27.17,36,0,12,0,24,0,5,0,13,0,1.00,4,0.184,1450,1.97,76.67,13.93,1348,0,1,0,1.00,1.00,1.00,2,6,4,18.5,20.729,18,1.509,0.887,6,1.000,1,10.79,-10.50,0,0.0000,0.527,0.0000,1013,0.7674
100000,33.84,36,12,19,0,5,12,3,0,4,1,5.50,4,0.089,1444,0.00,17.10,38.94,593,1,0,1,6.00,2.67,7.25,4,4,6,33.9,2.614,19,1.092,0.820,6,1.000,0,31.99,29.00,0,0.0000,0.499,0.0000,869,0.6876
100000,9.06,36,0,12,0,24,0,2,0,4,0,1.00,14,0.221,1431,0.00,69.40,21.97,1348,2,1,0,1.00,1.00,1.00,1,3,2,38.8,3.895,6,1.509,0.887,6,1.000,0,8.59,-1.25,0,0.0000,0.527,0.0000,1060,1.0000
100000,16.37,25,0,8,7,10,0,2,2,8,0,1.00,4,0.122,1430,0.00,69.41,11.99,1296,2,2,0,1.00,1.00,1.00,4,5,3,46.1,47.953,12,1.488,0.742,5,1.000,0,5.76,-5.75,2,0.0009,0.557,0.0000,1244,0.9887
100000,63.10,64,3,9,0,52,3,8,0,24,0,1.54,6,0.127,1428,0.24,52.48,9.60,1342,0,0,4,1.00,1.75,1.80,6,5,8,24.3,28.231,35,1.661,0.537,8,1.000,1,6.75,-6.75,0,0.0000,0.004,0.0000,650,0.5035
100000,67.00,36,14,12,0,10,14,12,0,10,3,5.50,0,0.179,1424,0.88,37.37,14.37,593,1,0,3,7.00,1.00,7.00,4,6,6,27.4,29.280,36,1.340,0.601,6,1.000,0,15.04,-14.00,0,0.0000,0.332,0.0000,695,0.4887
100000,29.05,49,7,25,0,17,4,7,0,10,4,2.36,6,0.241,1423,0.00,23.54,99.14,593,1,0,4,3.00,1.00,2.57,5,7,4,27.5,27.903,21,1.162,0.735,7,1.000,0,21.92,20.50,0,0.0000,0.439,0.0000,873,0.7422
100000,30.09,49,4,14,0,31,2,8,0,14,2,1.64,6,0.266,1422,0.00,43.99,42.86,593,1,0,2,2.00,1.00,1.71,5,7,4,32.6,17.334,24,1.157,0.675,7,1.000,0,12.50,2.50,0,0.0000,0.357,0.0000,904,0.7292
100000,14.55,25,0,5,0,20,0,5,0,6,0,1.00,4,0.344,1419,0.00,57.49,25.95,850,1,1,0,1.00,1.00,1.00,3,4,4,32.8,29.217,11,1.323,0.786,5,1.000,0,7.57,7.50,0,0.0409,0.526,0.0000,1314,1.0000
100000,28.54,49,7,22,0,20,7,7,0,5,2,3.00,0,0.245,1419,0.00,39.19,25.82,593,2,2,2,3.00,1.29,3.86,4,7,7,53.6,8.950,19,1.098,0.764,7,1.000,0,22.78,-1.25,0,0.0000,0.547,0.0000,940,0.7487
100000,29.56,49,8,20,0,21,8,0,0,12,0,3.68,6,0.000,1418,0.00,56.52,22.65,593,2,2,0,3.43,1.29,6.00,4,4,7,39.5,3.789,20,1.056,0.641,7,1.000,0,21.67,16.75,0,0.0000,0.401,0.0000,905,0.7358
100000,47.78,36,6,16,0,14,6,13,0,13,3,2.92,0,0.272,1409,0.00,32.13,35.83,593,0,1,3,3.00,1.00,3.83,4,6,6,11.8,2.691,32,1.257,0.643,6,1.000,0,20.50,0.00,0,0.0000,0.402,0.0000,810,0.5787
100000,9.88,25,0,10,0,15,0,1,0,6,0,1.00,8,0.101,1402,0.00,56.46,24.59,1344,0,1,0,1.00,1.00,1.00,4,3,3,23.4,7.342,7,1.412,0.674,5,1.000,0,8.84,-8.75,0,0.0132,0.377,0.0000,1214,1.0000
100000,55.64,36,0,8,0,28,0,8,0,28,0,1.00,0,0.144,1401,-0.00,45.98,26.67,593,2,2,0,1.00,1.00,1.00,6,6,6,46.2,8.300,36,1.545,0.766,6,1.000,0,1.46,-1.25,0,0.0000,0.476,0.0000,751,0.5363
