run,kind,share,held,side,cells,bodies,born_size,hard,open_born,travel,wood,kills,land,surface,bottom,cold,lead,mass,pace,grass,seed
S 9,plant / no tooth / roams / bottom,0.023507,False,6,422444222224422224400024400044400044,1632,20,0.00057043,1.2571,20,0,0.14696,0.050858,0,0.94914,0.020221,litter,20.08,0.879,0.03209,0
S 9,plant / no tooth / stays / bottom,0.023133,False,8,2222224420000004000000040000000400000004000000044000004444444444,1606,16,0.013254,1.2857,0,0,0.092835,0.051059,0,0.94894,0.010585,litter,18.45,0.915,0.041631,0.0011318
S 9,flesh / no tooth / roams / shore,0.020468,False,4,2222222224222442,1421,16,0.0035567,1,17.25,0.00033117,0.69499,0.53835,0,0.46165,0.015482,grass,32,0.702,0.58104,0.0031684
S 9,mixed / tooth / roams / bottom,0.016492,False,7,0000011000002100000220000022000044204444444444444,1145,24,0.12328,1,14.75,0.0027487,0.32538,0.058515,0,0.94148,0.012227,litter,25.12,0.794,0.01908,0.012566
S 9,mixed / no tooth / roams / bottom,0.011192,False,4,2222222244444444,777,16,0.0043026,1.125,20,0.00019479,0.3286,0.041184,0,0.95882,0.016731,litter,32,0.702,0.059389,0.00055706
S 9,plant / tooth / stays / shore,0.0072739,False,7,0000111000021100000210000021000022200022220444442,505,40,0.29009,0.55556,0.5,0.018814,0.20476,0.70099,0.15644,0.14257,0.049505,grass,55.98,0.528,0.49777,0.2831
S 9,plant / tooth / roams / shore,0.0031112,False,7,0002221000222100002220000044000044400004440000444,216,22,0.10379,1.05,14.875,0.010208,0.31231,0.18056,0.81944,0,0.023148,algae,21.96,0.8415,0.07588,0.027848
S 9,plant / tooth / roams / bottom,0.0029816,False,7,0000011000022100000220000002000044000004440000444,207,16,0.18985,1.4,30.5,0,0.24201,0.028986,0,0.97101,0,litter,18.13,0.931,0.0029791,0.0017034
S 9,mixed / no tooth / roams / land,0.0026791,False,4,2222222224444444,186,16,0.012152,1,13.875,0,0.34985,0.95699,0,0.043011,0.026882,grass,32,0.694,0.94968,0.0013759
S 9,plant / no tooth / stays / surface,0.0015844,False,8,0000000000000000002000000022000044420000444000004444000044440000,110,23,0.02674,1.0435,3.5,0,0.083472,0.027273,0.97273,0,0.018182,algae,21.95,0.8465,0.0045686,0
S 9,flesh / no tooth / stays / bottom,0.00095065,False,4,2222222222442444,66,19,0.0020921,1.0909,4.625,0,0.42026,0,0,1,0.015152,litter,32,0.704,0.0060731,0
S 9,plant / no tooth / roams / land,0.00066258,False,4,2222224444444444,46,16,0,1,17,0,0.15408,0.97826,0,0.021739,0.021739,grass,32,0.696,0.97876,0
S 9,flesh / no tooth / stays / shore,0.00063377,False,5,2222222222224222344223442,44,32.5,0.0064977,0.88525,3.75,0.0001744,0.57974,0.5,0,0.5,0,litter,48,0.5715,0.46787,0.03528
S 9,mixed / no tooth / roams / surface,0.00063377,False,8,0000000000000000002200000222200044422000444000004444000044440000,44,22,0.024125,1.0909,29.125,0,0.43002,0.045455,0.95455,0,0.045455,algae,22,0.845,0.014711,0
S 9,flesh / no tooth / roams / land,0.00060496,False,4,2222222224323443,42,16,0.025707,1,14.5,6.7258e-06,0.76067,1,0,0,0,grass,32,0.7035,0.9545,0.022751
S 9,flesh / no tooth / stays / land,0.00057615,False,5,2222222222222222232222442,40,25,0.034861,0.8,2.5,0,0.62453,0.975,0,0.025,0.025,grass,48.5,0.5705,0.97447,0
S 9,flesh / no tooth / roams / bottom,0.00051854,False,4,2222224424442444,36,16,0,1.25,25.625,0,0.63849,0,0,1,0,litter,32,0.702,0.1541,0
S 9,plant / tooth / roams / land,0.00047533,False,8,2222222222222222222222112222221144444411444444414444444144444444,33,49,0.16139,0.52381,8.75,0.015429,0.22526,0.9697,0,0.030303,0.12121,grass,63.78,0.5,0.627,0.33353
S 9,plant / tooth / roams / surface,8.6423e-05,False,6,000221000020000020004440004440004440,6,35,0.14216,0.98246,12,0,0.10696,0,1,0,0,algae,31.26,0.6985,0,0
S 9,plant / tooth / stays / bottom,5.7615e-05,False,6,111111014011404444444444444444444444,4,42.5,0.21176,0.51351,0.875,7.3469e-05,0.1059,0,0,1,0,litter,50.745,0.555,0.0012177,0
S 9,flesh / tooth / stays / land,4.3211e-05,False,5,2220022200224202244214442,3,64,0.047059,0.61224,0,0.03623,0.56479,1,0,0,0,seed,78.87,0.449,0.10675,0.3858
S 9,flesh / tooth / roams / shore,2.8808e-05,False,8,0011000011110000122000002220000022220000444000000000000000000000,2,26,0.26923,0.86842,29.25,0.060265,0.66706,0.5,0.5,0,0,algae,24.335,0.809,0.00020047,0.00040094
S 9,plant / tooth / stays / surface,2.8808e-05,False,9,222222222222222211222222111444441111444433111444444111444444411444444411444444441,2,53.5,0.18692,0.5514,0.25,0.008971,0,0,1,0,0,algae,46.72,0.664,0.11105,0.044369
S 9,flesh / tooth / roams / land,1.4404e-05,False,7,1011100122220022242002244400244440022444002244420,1,49,0.18367,0.54286,24.75,0.049818,0.72336,1,0,0,0,litter,41.56,0.618,0.064895,0.050262
S 9,mixed / no tooth / stays / surface,1.4404e-05,False,6,110011100001104401144441444444144441,1,28,0.42857,0.42857,0,0,0.34744,0,1,0,0,algae,33.44,0.686,0,0
S 9,flesh / no tooth / roams / surface,1.4404e-05,False,7,4444444224444422444442200444220004422204442220444,1,42,0,0.95238,13.25,0,0.70272,0,1,0,0,algae,41.73,0.61,0,0
S+Fb 9,mixed / tooth / roams / land,0.16085,True,7,1111111444444444444444444444222222222222222222222,17202,49,0.20453,0.38776,18.25,0.17548,0.41955,0.92792,0.0093012,0.062783,0.069411,grass,57.05,0.525,0.4286,0.17824
S+Fb 9,plant / no tooth / stays / shore,0.15183,True,8,4444444444444444444444444444444444444444444444444444444444444444,16238,36,0.048347,0.70588,0,0.00029161,0.074583,0.45597,0.033563,0.51047,0.028513,grass,45.2,0.589,0.50981,0.0077624
S+Fb 9,plant / no tooth / stays / bottom,0.11638,False,4,4444444444444444,12447,22,0.010909,1.2,0,8.0925e-06,0.081808,0.024745,0,0.97526,0.0032136,litter,32,0.703,0.018519,8.1617e-05
S+Fb 9,plant / no tooth / roams / surface,0.10694,False,8,4444444444444444440000444000002240000002400000024200000242200022,11437,32,0.0015342,1.2258,18,1.8251e-05,0.091358,0.022733,0.97727,0,0.0096179,algae,31,0.709,0.01276,0.00014778
S+Fb 9,mixed / no tooth / roams / shore,0.086996,False,4,4444422422222222,9304,16,0.002141,1,16.75,4.0233e-05,0.43859,0.35329,0,0.64671,0.019239,litter,32,0.697,0.34893,0.00074463
S+Fb 9,mixed / no tooth / roams / bottom,0.056963,False,4,4444422422222222,6092,16,0.0052169,1,17.75,9.0327e-06,0.37269,0.038739,0,0.96126,0.017892,litter,32,0.697,0.033443,3.2457e-05
S+Fb 9,mixed / no tooth / stays / bottom,0.051624,False,4,4444444444444444,5521,27,0.018118,1.2,1.75,5.2151e-07,0.20824,0.010143,0,0.98986,0.0023546,litter,40.06,0.624,0.0046842,5.2454e-05
S+Fb 9,plant / no tooth / roams / bottom,0.046546,False,4,4444444442244224,4978,16,0.0019537,1.125,13,8.5524e-07,0.16862,0.031137,0,0.96886,0.013057,litter,32,0.701,0.025955,1.1339e-06
S+Fb 9,plant / no tooth / roams / shore,0.046462,False,4,4444444442244224,4969,16,0.0020056,1,12.25,2.4895e-06,0.17872,0.25981,0.060777,0.67941,0.044677,litter,32,0.698,0.29958,0.00077484
S+Fb 9,plant / tooth / stays / land,0.033633,False,7,1111100111110011244001224400224400022400002000000,3597,49,0.29974,0.36957,1.75,0.033573,0.19456,0.94718,0.0091743,0.043647,0.11927,grass,66.61,0.485,0.66603,0.25647
S+Fb 9,mixed / tooth / stays / land,0.026705,False,7,1111114111144411224441222444222244422244442224444,2856,49,0.2544,0.42222,3.75,0.036582,0.30883,0.94608,0.0052521,0.048669,0.043067,grass,63.7,0.497,0.60067,0.29821
S+Fb 9,plant / no tooth / stays / land,0.023956,False,5,4444444444444444444444444,2562,49,0.30659,0.37778,0,0.0011299,0.051859,0.96214,0.0066354,0.031226,0.028884,grass,71.99,0.469,0.93531,0.016665
S+Fb 9,mixed / no tooth / stays / shore,0.022516,False,4,4444422422222222,2408,18,0.023577,1.25,4.75,0.0011039,0.30136,0.37915,0.00083056,0.62002,0.02907,litter,32,0.693,0.36202,0.0092483
S+Fb 9,mixed / tooth / stays / shore,0.018383,False,7,1111144111444412224442222444222244422244444444444,1966,49,0.19759,0.47619,4.75,0.039634,0.30087,0.85605,0.017294,0.12665,0.18667,grass,57.3,0.524,0.59167,0.23996
S+Fb 9,mixed / tooth / roams / shore,0.012109,False,8,1111111111444411244444422444444222444422222442222222222222222222,1295,64,0.21201,0.40816,13.75,0.066725,0.45608,0.85174,0.036293,0.11197,0.12587,grass,63.55,0.498,0.51645,0.23817
S+Fb 9,flesh / no tooth / roams / shore,0.0094252,False,4,4444222222222222,1008,16,0.0003041,1,21,1.0173e-05,0.70114,0.40873,0,0.59127,0.016865,litter,32,0.7,0.40066,0.00017732
S+Fb 9,plant / no tooth / stays / surface,0.008032,False,8,4444444444444422444202224400000244000002400000004000000044000000,859,29,0.0028705,1.3103,4,5.1282e-05,0.074754,0.034924,0.96391,0.0011641,0.0034924,algae,28.79,0.738,0.025172,6.7506e-05
S+Fb 9,plant / tooth / stays / shore,0.0079666,False,7,4444422444442244444424444412444441244441122222112,852,49,0.17056,0.52174,2,0.021131,0.18716,0.75352,0.0011737,0.24531,0.17136,grass,59.555,0.511,0.5644,0.18171
S+Fb 9,flesh / no tooth / roams / bottom,0.0039365,False,4,4444422222222222,421,16,0.00013848,1,26.75,0,0.65199,0.028504,0,0.9715,0.04038,litter,32,0.7,0.039256,0
S+Fb 9,mixed / no tooth / stays / land,0.003095,False,4,4444444444444444,331,25,0.12587,0.8,0,0.0067006,0.21978,0.99698,0,0.0030211,0.012085,grass,50,0.562,0.92787,0.045976
S+Fb 9,plant / tooth / roams / shore,0.0024966,False,6,222224222244122444122444124444244444,267,36,0.24869,0.55882,9.5,0.030942,0.22407,0.62547,0.31835,0.05618,0.052434,grass,43.2,0.606,0.41383,0.1985
S+Fb 9,plant / no tooth / roams / land,0.0013278,False,4,4444444444224422,142,16,0.045828,1,9.5,0.00048805,0.20461,0.93662,0,0.06338,0.035211,grass,32,0.695,0.90991,0.022365
S+Fb 9,plant / tooth / roams / bottom,0.00044882,False,6,400000440000440001440002444022444441,48,20,0.13543,1.25,9.25,0,0.24222,0,0,1,0,litter,41.04,0.617,0,0
S+Fb 9,flesh / no tooth / stays / shore,0.00027116,False,4,2224222222222222,29,16,0,1,7,0,0.92965,0.86207,0,0.13793,0,grass,32,0.702,0.87254,0
S+Fb 9,mixed / tooth / stays / bottom,0.00020571,False,6,112111122001120004100004140044444444,22,27,0.24085,1.06,2.25,0.0014292,0.28132,0,0,1,0,litter,36.27,0.654,0.010548,0.0038569
S+Fb 9,mixed / no tooth / roams / land,0.00018701,False,5,4444444444224242222222222,20,25,0,0.8,19.875,0,0.43375,1,0,0,0.15,grass,48.975,0.569,0.91736,0
S+Fb 9,flesh / no tooth / stays / bottom,0.00013091,False,4,4444444444444444,14,16,0,1.1875,1.75,0,0.70737,0,0,1,0,litter,32,0.7055,0.15208,0
S+Fb 9,mixed / no tooth / stays / surface,0.00013091,False,8,2244422244444442440000444000002400000004000000040000000400000004,14,33,0.12527,1.1803,7.125,0,0.42559,0,1,0,0,algae,29.87,0.724,0,0
S+Fb 9,flesh / no tooth / stays / land,9.3504e-05,False,4,4444422442244224,10,20.5,0.039024,1.0312,2.25,0,0.67179,1,0,0,0,grass,32,0.6925,0.67295,0.035925
S+Fb 9,flesh / tooth / stays / land,8.4154e-05,False,4,1111142104220222,9,36,0.35632,0.33333,1.75,0.0065994,0.63074,1,0,0,0,grass,58,0.523,0.52096,0.37039
S+Fb 9,mixed / tooth / roams / bottom,7.4803e-05,False,8,0044444444444444444004442200004420000004200000042200000422200041,8,38,0.049834,1.2639,9,0.0002316,0.14645,0,0,1,0,litter,46.255,0.584,0.062907,0.019297
S+Fb 9,plant / tooth / roams / land,6.5453e-05,False,8,1111111111111111111111111114411111444211124442212244422222222222,7,64,0.45409,0.22642,9,0.02676,0.27672,1,0,0,0.14286,grass,174,0.301,0.56506,0.3572
S+Fb 9,flesh / no tooth / roams / land,3.7402e-05,False,5,4444042220420202222042220,4,20,0,1.0857,10.125,0,0.73447,1,0,0,0,grass,35,0.672,0.79271,0
S+Fb 9,plant / tooth / stays / surface,3.7402e-05,False,7,1144444114004412200042222004222200422220042220004,4,35,0.11111,1.0571,0,0,0,0,1,0,0,algae,39.8,0.6315,0,0
S+Fb 9,plant / tooth / stays / bottom,1.8701e-05,False,8,4411111144441111444440004444400044442000444420004444200000442000,2,64,0.078125,0.49074,3,0.0099488,0.017571,0,0,1,0,litter,62.495,0.5035,0.022875,0.013326
S+Fb 9,plant / tooth / roams / surface,9.3504e-06,False,9,111100000111000000111000000012440000022444000024444000022444000222400000222000000,1,40,0.325,0.58333,38,0.023841,0.29013,0,1,0,0,algae,45.53,0.584,0.028977,0.045873
S+Fb 9,flesh / tooth / stays / bottom,9.3504e-06,False,4,1144111412241224,1,16,0.4375,0.5625,0.5,0,0.59222,0,0,1,0,litter,46,0.589,0,0
S+Fb 9,flesh / no tooth / roams / surface,9.3504e-06,False,6,444444244444244044220042222222222222,1,33,0,0.9697,44,0,0.72838,0,1,0,0,algae,33,0.692,0,0
S+Fb 9,mixed / tooth / roams / surface,9.3504e-06,False,8,4444111144444111444221114422221142222221422222212222222122222222,1,64,0.23438,0.32812,31.5,0.00074098,0.51067,0,1,0,0,grass,72.37,0.464,0.60413,0.30141
S+Fb 10,plant / no tooth / stays / bottom,0.16158,False,4,4444444444444444,25976,16,0.013281,1,0.25,2.7295e-06,0.069864,0.025524,0,0.97448,0.0032723,litter,31,0.704,0.014596,0.00026682
S+Fb 10,mixed / tooth / roams / land,0.14825,True,7,1111111411144444444444222444222224422222224222222,23833,49,0.20716,0.5,11.5,0.15478,0.4338,0.95447,0.0018462,0.043679,0.061385,grass,55.52,0.533,0.47739,0.18103
S+Fb 10,plant / no tooth / stays / shore,0.12601,False,4,4444444444444444,20257,16,0.045849,1,0,0.0014576,0.077452,0.46354,0.014958,0.5215,0.040332,litter,32,0.689,0.47864,0.017803
S+Fb 10,mixed / no tooth / stays / bottom,0.09891,False,4,2222222244444444,15901,16,0.009802,1,2.5,5.0375e-06,0.21923,0.027105,0,0.97289,0.0057229,litter,32,0.702,0.008342,0.00014837
S+Fb 10,mixed / no tooth / roams / shore,0.076237,False,4,2222222244444444,12256,16,0.0079892,1,14.5,0.0011506,0.43596,0.30589,8.1593e-05,0.69403,0.018114,litter,32,0.7,0.258,0.0046852
S+Fb 10,mixed / tooth / stays / land,0.056176,False,8,1111111111111111111111111111111111122244122222241222222211222222,9031,49,0.31709,0.44444,4.25,0.075815,0.33708,0.96147,0.014395,0.024139,0.051489,grass,61.79,0.505,0.60763,0.2352
S+Fb 10,plant / no tooth / roams / surface,0.04261,False,6,222222233000400000440000440000444444,6850,20,0.0099348,1.6,18,2.5042e-05,0.15878,0.019124,0.98088,0,0.013431,algae,19,0.89,0.011151,0.00092574
S+Fb 10,plant / no tooth / stays / land,0.036756,False,5,4444444444444444444444444,5909,49,0.1815,0.46512,0,0.0049156,0.060378,0.97563,0.00067693,0.023693,0.026908,grass,72,0.467,0.91246,0.043776
S+Fb 10,mixed / no tooth / roams / bottom,0.036016,False,4,2222222244444444,5790,16,0.010433,1,14.75,6.2624e-05,0.37869,0.036097,0,0.9639,0.0053541,litter,32,0.702,0.020073,0.00062472
S+Fb 10,plant / tooth / stays / land,0.033198,False,4,4441444144412221,5337,49,0.2934,0.44444,1.5,0.038203,0.18069,0.96365,0.0016863,0.034664,0.046468,grass,62.76,0.501,0.63917,0.27795
S+Fb 10,mixed / no tooth / stays / shore,0.030841,False,4,2222444244422422,4958,16,0.048269,1,3.25,0.0010936,0.29926,0.3687,0.00040339,0.6309,0.016741,litter,32,0.698,0.33789,0.02334
S+Fb 10,plant / no tooth / roams / bottom,0.025783,False,4,2222222444444444,4145,16,0.018077,1,13,4.612e-09,0.16866,0.028468,0,0.97153,0.0067551,litter,30,0.707,0.013871,0.0011718
S+Fb 10,mixed / tooth / stays / shore,0.024508,False,4,2222224224412221,3940,25,0.19543,0.70833,5,0.06052,0.33296,0.78782,0.0055838,0.2066,0.069543,grass,44,0.595,0.48304,0.24155
S+Fb 10,plant / tooth / stays / shore,0.019694,False,4,4444444424442221,3166,16,0.18454,0.875,2.58,0.033888,0.17178,0.75869,0.027479,0.21383,0.11781,grass,40,0.625,0.48848,0.27234
S+Fb 10,mixed / tooth / roams / shore,0.018618,False,4,4412444222222222,2993,34,0.16645,0.68,12.5,0.10073,0.44063,0.79619,0.035416,0.16839,0.063481,grass,41.73,0.614,0.41469,0.21459
S+Fb 10,flesh / no tooth / roams / shore,0.017504,False,4,2222244224422222,2814,16,0.004916,1,16.5,0.00010508,0.69081,0.33369,0,0.66631,0.017058,litter,32,0.703,0.29015,0.0051599
S+Fb 10,plant / tooth / roams / shore,0.0099526,False,4,4444444422242221,1600,16,0.086423,0.875,11.25,0.055747,0.21307,0.715,0.01625,0.26875,0.2175,grass,34,0.677,0.39695,0.35325
S+Fb 10,plant / no tooth / roams / shore,0.0085219,False,4,4444244422442224,1370,16,0.012138,1,12.5,3.3747e-05,0.18742,0.22044,0.13358,0.64599,0.040146,litter,32,0.702,0.20249,0.0050281
S+Fb 10,mixed / no tooth / stays / land,0.0072405,False,4,4444444444444444,1164,24,0.25502,0.70588,0,0.0029981,0.2023,0.96134,0,0.03866,0.012887,grass,49.965,0.564,0.81612,0.12475
S+Fb 10,plant / no tooth / stays / surface,0.0036514,False,8,4444444444444444444400044400000024000000220000002240000022240000,587,27,0.030726,1.3846,4.28,0,0.137,0.02385,0.97615,0,0.0017036,algae,25.6,0.786,0.0102,1.1527e-05
S+Fb 10,flesh / no tooth / stays / shore,0.0032533,False,4,2222244224422222,523,16,0.034242,1,6.25,2.4394e-05,0.68823,0.27916,0,0.72084,0.0095602,litter,32,0.703,0.22631,0.0082411
S+Fb 10,flesh / no tooth / roams / bottom,0.0027121,False,4,4442444222222222,436,16,0.010941,1.0667,15.75,1.0076e-05,0.62804,0.034404,0,0.9656,0.018349,litter,30,0.711,0.013867,0.00015947
S+Fb 10,mixed / tooth / roams / bottom,0.0025752,False,6,110000220000220000440000400000400000,414,10,0.16593,1.2,33.5,0.0011517,0.4087,0.028986,0,0.97101,0.038647,litter,12.41,1,0.012495,0.011519
S+Fb 10,flesh / tooth / stays / land,0.0021709,False,7,1111111111111142111112222111222222122222224222222,349,49,0.36511,0.34043,7,0.025426,0.72828,0.95702,0,0.04298,0.068768,grass,76.18,0.457,0.51344,0.3509
S+Fb 10,flesh / tooth / roams / land,0.0017106,False,7,1111111111111142111112222111222222122222224222222,275,49,0.45799,0.28571,8.75,0.039811,0.77484,0.96727,0,0.032727,0.098182,grass,80.69,0.444,0.53952,0.23337
S+Fb 10,flesh / tooth / roams / shore,0.0013187,False,4,4412422222222222,212,49,0.22246,0.425,15.75,0.071266,0.71077,0.71226,0,0.28774,0.051887,grass,59.755,0.5155,0.3386,0.1548
S+Fb 10,flesh / no tooth / stays / bottom,0.001045,False,4,2222244224422222,168,16,0.014801,1,3.625,0,0.65488,0.0059524,0,0.99405,0.02381,litter,32,0.703,0.0083328,0
S+Fb 10,plant / tooth / roams / land,0.00072156,False,4,4411441124112211,116,16,0.29376,0.625,10.125,0.031274,0.21838,0.98276,0,0.017241,0.060345,seed,45.395,0.585,0.44649,0.47996
S+Fb 10,mixed / no tooth / roams / surface,0.00047897,False,6,110000220000440000400000000000000000,77,9,0.1167,1.1111,27.75,0,0.44007,0.038961,0.96104,0,0.012987,algae,10.99,1,0.0044911,0.0017135
S+Fb 10,mixed / tooth / stays / bottom,0.00041677,False,7,4411144410001422000144000004400004444000444444444,67,29,0.14309,1.1154,3,0,0.26884,0,0,1,0,litter,49.18,0.564,0,0
S+Fb 10,plant / no tooth / roams / land,0.00031102,False,4,2222444244424442,50,16,0.0063521,1,12.5,0.00011934,0.12326,1,0,0,0.04,grass,32,0.695,0.93729,0.01532
S+Fb 10,flesh / no tooth / stays / land,0.00024882,False,5,4444444444444444444444444,40,16,0.19355,1,3.435,0.0002061,0.60095,1,0,0,0.15,grass,32,0.701,0.73254,0.13273
S+Fb 10,mixed / no tooth / roams / land,0.00022393,False,4,2222222244444444,36,16,0,1,18.125,0,0.43254,1,0,0,0.027778,grass,32,0.6965,0.91103,0
S+Fb 10,plant / tooth / stays / bottom,0.00013685,False,4,1120122210444444,22,16,0.16274,0.93548,0.375,0.0005301,0.11574,0,0,1,0,litter,33,0.688,0.00012386,3.1321e-05
S+Fb 10,flesh / tooth / stays / shore,0.00013685,False,4,2111244144422222,22,16,0.28186,0.73333,1.875,0,0.5729,0.5,0,0.5,0,litter,38,0.645,0.26254,0.29841
S+Fb 10,mixed / tooth / stays / surface,0.00012441,False,5,1122142222400324333304443,20,23,0.1134,1.0476,5.935,0,0.40373,0,1,0,0,algae,20.74,0.8455,0.0017902,0.00053893
S+Fb 10,flesh / tooth / roams / bottom,9.3306e-05,False,6,400000400100400110221122222022222011,15,16,0.15313,1.1538,12.25,0.00043576,0.70984,0,0,1,0,litter,36,0.661,0.047018,0.19513
S+Fb 10,flesh / no tooth / roams / land,8.7085e-05,False,4,2222222244444444,14,16,0.004,1,20.5,0,0.76855,1,0,0,0.14286,grass,32,0.701,0.69347,0
S+Fb 10,flesh / tooth / stays / bottom,5.5983e-05,False,4,4221442222222222,9,23,0.086022,1,1.5,0.0025768,0.48044,0,0,1,0,litter,30,0.723,0.10698,0.029886
S+Fb 10,plant / tooth / stays / surface,3.7322e-05,False,6,110000220000220000220000440000440000,6,34,0.1768,1.0164,3.875,0,0.17314,0,1,0,0,algae,34.675,0.6755,0,0
S+Fb 10,plant / tooth / roams / bottom,3.7322e-05,False,4,4444444422242221,6,20.5,0.081301,0.90625,24,0.082998,0.15347,0,0,1,0,litter,35,0.6655,0.011414,0.0033574
S+Fb 10,mixed / no tooth / stays / surface,2.4882e-05,False,7,4444444444444442220444222044422244444444444444444,4,48,0,0.64583,2.125,0,0.41157,0,1,0,0,algae,46.235,0.585,0,0
S+Fb 10,mixed / tooth / roams / surface,1.2441e-05,False,6,110000020000002000022000044000044000,2,32.5,0.26154,0.6,56.375,0.025095,0.33879,0,1,0,0,algae,32.255,0.7735,0.27905,0.17164
S+Fb 10,plant / tooth / roams / surface,6.2204e-06,False,6,111000210000220000420000444000444000,1,15,0.26667,0.86667,63,0,0.14755,0,1,0,0,algae,18.64,0.922,0,0
S+Fb 10,flesh / no tooth / roams / surface,6.2204e-06,False,7,0022220002222000444240044044044000004000000000000,1,34,0,1.3,17.25,0,0.73531,0,1,0,0,algae,19.73,0.896,0,0
S+Fb 11,mixed / no tooth / roams / shore,0.16188,True,4,4444444422222222,23897,16,0.0009188,1,14.75,1.2199e-05,0.40187,0.35004,0.00012554,0.64983,0.045278,litter,32,0.697,0.39938,0.00020522
S+Fb 11,plant / no tooth / stays / shore,0.12347,True,4,4444444444444444,18227,23,0.01233,1.0526,0,0.00017779,0.097799,0.3762,0.032699,0.5911,0.052669,litter,32,0.691,0.42001,0.0020271
S+Fb 11,plant / no tooth / stays / bottom,0.12283,False,4,4444444444444444,18133,16,0.0042567,1,0,9.7211e-06,0.066291,0.019908,0,0.98009,0.0033089,litter,32,0.703,0.012134,0.00019568
S+Fb 11,mixed / tooth / roams / land,0.095764,False,6,111111144441244442224422222222222222,14137,36,0.2218,0.45455,14.25,0.14166,0.4566,0.94433,7.0736e-05,0.055599,0.05475,grass,45.53,0.588,0.49241,0.17051
S+Fb 11,mixed / no tooth / roams / bottom,0.07675,False,4,4444444422222222,11330,16,0.00054658,1,18,2.2058e-07,0.39982,0.040777,0,0.95922,0.017211,litter,32,0.701,0.039757,1.7799e-06
S+Fb 11,mixed / no tooth / stays / bottom,0.074988,False,4,2222222242234444,11070,16,0.004597,1,3,4.8698e-07,0.27926,0.024571,0,0.97543,0.0065041,litter,31,0.703,0.010487,4.4502e-05
S+Fb 11,mixed / tooth / stays / land,0.072258,False,8,1111111114444111444444114444444144444422222422222222222222222222,10667,49,0.28305,0.35556,4.75,0.029273,0.40472,0.95238,9.3747e-05,0.04753,0.10472,grass,69.37,0.477,0.66866,0.24449
S+Fb 11,mixed / no tooth / stays / shore,0.051496,False,4,2222222242224444,7602,16,0.024333,1,3.25,0.0010101,0.30452,0.40476,0,0.59524,0.032228,litter,32,0.694,0.39415,0.0165
S+Fb 11,plant / no tooth / roams / surface,0.04987,False,9,440000000444000000444440000044444000004222000002222000000222000000000000000000000,7362,24,0.0058087,1.1304,23.75,7.4388e-05,0.16654,0.032192,0.96754,0.00027167,0.015213,algae,23,0.818,0.014203,0.00050046
S+Fb 11,mixed / tooth / roams / shore,0.025911,False,8,1111111144444111444444114444444144444422222222222222222222222222,3825,36,0.18713,0.51429,12.25,0.089544,0.43547,0.79268,0.0049673,0.20235,0.05281,grass,46.68,0.581,0.45265,0.16613
S+Fb 11,mixed / tooth / stays / shore,0.025477,False,7,0000000001110004424400422240042224000222000000000,3761,49,0.18157,0.54286,4.75,0.027079,0.36452,0.68413,0.038819,0.27705,0.076044,grass,47.44,0.576,0.51632,0.19343
S+Fb 11,plant / no tooth / roams / bottom,0.02146,False,4,4444422442244444,3168,16,0.0051263,1,12.25,0,0.17047,0.022412,0,0.97759,0.010417,litter,32,0.702,0.026092,0.00017736
S+Fb 11,plant / no tooth / roams / shore,0.017043,False,5,2222242222444424444444444,2516,25,0.0058587,0.8,14.25,1.9524e-05,0.21173,0.57711,0.17409,0.24881,0.17409,grass,50,0.564,0.68026,0.000224
S+Fb 11,plant / no tooth / stays / land,0.016271,False,5,4444444444444444444444444,2402,49,0.13614,0.51064,0,0.0010215,0.058459,0.98418,0,0.01582,0.069525,grass,78.695,0.448,0.96661,0.016161
S+Fb 11,plant / tooth / stays / shore,0.013108,False,10,1144444111444444441144444444414444444441444444444144444444414444444441444444444124444444222244442222,1935,49,0.2047,0.46512,1,0.033269,0.18075,0.82687,0.097158,0.075969,0.057881,grass,52.24,0.55,0.63169,0.19217
S+Fb 11,plant / tooth / stays / land,0.012789,False,4,4444444412221111,1888,49,0.26705,0.34694,1.25,0.032591,0.20264,0.96981,0.00052966,0.029661,0.045021,grass,71.75,0.467,0.67514,0.25733
S+Fb 11,mixed / no tooth / roams / land,0.011028,False,6,222222222222422222442222444444444444,1628,36,0,0.66667,13.75,0,0.38073,0.92322,0,0.076781,0.17813,grass,72,0.467,0.94808,0
S+Fb 11,plant / no tooth / stays / surface,0.0061982,False,9,000000000000000000000000000000000000440220000444220000444200000444400000444444000,915,26,0.0080645,1.2308,4,4.835e-05,0.084331,0.016393,0.98361,0,0.0065574,algae,26,0.78,0.0091171,0.0021679
S+Fb 11,flesh / no tooth / stays / bottom,0.0057782,False,4,2222442222422222,853,16,0.00021569,1,4,0,0.62332,0.022274,0,0.97773,0.0011723,litter,32,0.702,0.0055055,0
S+Fb 11,flesh / no tooth / roams / bottom,0.0037664,False,4,2222222222224444,556,16,0.00056275,1,26.25,0,0.70288,0.039568,0,0.96043,0.017986,litter,32,0.703,0.01853,0
S+Fb 11,flesh / no tooth / roams / shore,0.0029331,False,4,4444222222222222,433,16,0,1,15.75,0,0.73094,0.43649,0,0.56351,0.0092379,litter,32,0.701,0.44952,0
S+Fb 11,mixed / no tooth / stays / land,0.0029128,False,7,2222222222222242244444444444444444444444444444444,430,36,0.010194,0.71642,2,8.0844e-05,0.26345,0.95116,0,0.048837,0.16977,grass,60,0.5155,0.95081,0.00033504
