step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept,water_drunk,water_air,water_sweat,water_dead,water_born,water_spill,born_dry,water_bodies,water_err,seed,seed_set,sprouted,seed_intake,fiber_in,fermented,dung,fiber_bodies
26000,11281,1533,72889,149609,136783,75662,1058,25365,149,0,330582,2710685,38667.737,31143.451,1.0233,10001.174,0.025,0.854,0.047,0.074,0.458,0.390,249,0.0941,0.6806,0.064,16.9,41.4,67.2,36.57,2.61,7.32,0.31,26.34,6.81,1.177,0.198,0.232,0.233,6.002,0.232,0.0040,71,288,471,27056,28,11,0.779,3784,198,1586,9497,1189,1381,8711,5.25,13.19,14623,14.7005,63371,14271,185434,4303.9,-0.0,869038,10.745,2616370.561,3.03e-15,0.00024,11.77,40678,20.801,2.334,18.021,0.447,20.804,3730,2953,4598,0.4309,0.924,1.022,2.000,1.087,0.952,1.394,11575.784,13924.176,17155.881,11547.211,19965.820,12300.737,2616.180,6225.359,0.390,0.533,0.474,0.497,0.460,0.548,33994,31456,0.5058,0.1760,0.2904,0.9997,0.0378,0.0520,0.5378,0.6847,0.7545,0.1425,0.0341,0.0284,0.0000,0.0000,0.8570,0.1182,0.6323,0.9779,0.00253,3291,0.9996,0.6797,0.6997,0.9976,0.0378,0.0520,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1772,5.1069,4.3475,0.0381,0.0318,0.0289,0.086,0.036,0.069,0.052,1697,0.0862,0.0053,0.0055,0.00239,0.00084,0.00092,24.00,27.85,27.61,1625.0041,0.1111,31.7773,4.8309,5.9140,1101953,1498430,2.7365,0.1712,1830.9,1625.0041,22.90,0,0,0,0,0,0,9847,21142.277,18914.239,0.9556,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.81e-15,9257.5,3.6751,2.1082,35.150,0.000,0.000,0.000,0.0
27000,8557,1565,74192,156231,144301,80710,1329,23040,159,0,288915,2762597,39579.107,31698.290,1.0572,12608.079,0.030,0.837,0.064,0.068,0.472,0.382,421,0.1182,0.6953,0.086,16.0,32.0,58.7,28.69,3.31,8.74,0.19,16.44,6.57,1.182,0.257,0.340,0.341,5.602,0.287,0.0036,68,279,450,23614,29,13,0.743,3420,29,1979,6549,304,1441,6812,5.50,14.73,13279,12.8396,63432,13937,177731,2521.2,-0.0,876607,10.181,2616370.561,1.28e-14,0.00006,35.39,41075,21.237,2.342,18.580,0.315,21.240,2717,2160,3680,0.3990,0.953,1.023,2.000,1.041,0.966,1.414,10942.246,15292.064,18570.572,10927.549,22689.065,11242.376,2450.731,5397.104,0.409,0.517,0.493,0.554,0.421,0.542,29347,38332,0.5319,0.1593,0.2543,0.9996,0.0373,0.0415,0.5382,0.8773,0.9047,0.1918,0.0732,0.0584,0.0000,0.8017,0.9668,0.0713,0.6747,0.9954,0.00252,4664,0.9993,0.8125,0.7854,0.9978,0.0373,0.0415,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3504,5.0896,4.3280,0.0448,0.0293,0.0277,0.053,0.024,0.040,0.046,1411,0.0775,0.0042,0.0029,0.00286,0.00094,0.00095,26.11,26.50,26.69,1843.0415,0.0895,33.7774,3.8197,6.3614,1104454,1498863,3.0528,0.2376,1618.0,1843.0415,24.34,0,0,0,0,0,0,9310,19090.211,17023.947,0.9493,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,9.49e-15,8594.2,3.2099,1.7088,33.267,0.000,0.000,0.000,0.0
28000,7216,1410,67878,127293,117660,58559,856,21897,153,0,245459,2424908,34374.577,25192.079,1.0469,9131.846,0.031,0.848,0.048,0.073,0.455,0.392,232,0.1348,0.6984,0.067,17.4,32.0,61.0,28.94,3.21,8.73,0.18,16.83,6.42,1.241,0.250,0.314,0.315,5.837,0.316,0.0038,66,271,477,23276,21,14,0.683,2848,81,2235,4900,124,1026,6066,6.00,15.87,13511,12.8697,63500,14231,176976,3126.6,-0.0,880013,9.666,2616370.561,8.72e-15,0.00008,20.43,34765,18.798,2.331,16.162,0.306,18.801,2367,1918,2931,0.4059,0.953,1.023,2.000,1.098,0.969,1.534,11811.395,12059.345,14447.638,11756.575,17302.210,8503.233,2810.968,4746.031,0.362,0.529,0.476,0.480,0.423,0.477,31020,35084,0.6694,0.1650,0.2703,0.9992,0.0403,0.0459,0.5504,0.8252,0.9024,0.2184,0.0518,0.0417,0.0000,0.1419,0.9069,0.2078,0.6834,0.9884,0.00251,2986,0.9976,0.7977,0.8077,0.9973,0.0403,0.0460,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2544,4.9831,3.9061,0.0506,0.0330,0.0313,0.045,0.034,0.035,0.030,1384,0.0904,0.0045,0.0030,0.00299,0.00086,0.00072,26.38,26.53,25.89,1630.3074,0.0882,29.2489,3.7964,5.8696,1105711,1497869,2.5739,0.2178,1648.9,1630.3074,25.40,0,0,0,0,0,0,7715,16060.233,14317.092,0.9509,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.37e-14,8969.1,3.2174,1.5236,19.889,0.000,0.000,0.000,0.0
29000,7873,1762,60827,102371,90498,40772,772,23156,261,0,242530,2630839,27213.975,22516.457,1.0248,6982.569,0.027,0.882,0.046,0.045,0.458,0.399,159,0.1234,0.7143,0.056,18.6,32.0,62.2,28.22,3.24,8.79,0.27,15.91,6.37,1.306,0.251,0.305,0.307,5.957,0.317,0.0039,77,299,469,22305,40,11,0.647,3027,88,1990,5795,712,1731,5430,4.50,14.17,14072,14.0957,63519,18639,181372,1977.4,-0.0,881211,10.319,2616370.561,2.31e-14,0.00028,15.85,37318,22.709,2.355,19.953,0.402,22.712,3587,1442,2844,0.3236,0.953,1.023,2.000,1.278,0.960,1.515,7604.661,8911.573,14046.652,7539.527,12610.365,8876.815,2235.558,4421.514,0.379,0.527,0.490,0.435,0.328,0.405,37580,24222,0.5126,0.1474,0.2268,0.9999,0.0396,0.0396,0.6057,0.8230,0.9460,0.1822,0.0659,0.0382,0.0000,0.0254,0.9220,0.0753,0.6429,0.9601,0.00254,2500,0.9993,0.8029,0.7980,0.9975,0.0396,0.0396,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.7321,4.9602,4.0798,0.0510,0.0368,0.0324,0.047,0.043,0.038,0.046,1534,0.0931,0.0030,0.0034,0.00265,0.00065,0.00060,21.48,26.87,25.83,1551.1660,0.1009,20.3187,4.2464,6.0723,1105557,1496928,1.5535,0.1270,1749.2,1551.1660,20.09,0,0,0,0,0,0,8497,15533.887,13703.008,0.9541,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.24e-15,9610.3,3.5239,1.7275,17.107,0.000,0.000,0.000,0.0
30000,8842,1899,67984,109951,100284,41128,839,24407,150,0,259822,2571812,29869.769,24271.025,1.0141,7803.483,0.021,0.854,0.049,0.076,0.447,0.402,243,0.1160,0.7009,0.059,17.6,32.0,67.4,28.93,3.50,8.62,0.19,16.61,6.60,1.264,0.241,0.375,0.380,6.064,0.302,0.0040,68,285,522,27507,29,10,0.599,3605,534,1785,6523,1095,1693,6054,3.75,13.47,15363,15.2066,63663,18801,185839,1993.7,-0.0,883392,11.166,2616370.561,9.25e-15,0.00012,32.73,32333,19.271,2.348,16.505,0.418,19.274,4192,1343,3307,0.3116,0.953,1.023,2.000,1.242,0.961,1.416,8699.756,9499.283,15169.384,8645.439,13858.428,9767.053,2167.137,4533.352,0.384,0.502,0.489,0.360,0.351,0.410,45065,27524,0.5025,0.1697,0.2344,0.9999,0.0412,0.0414,0.5721,0.8457,0.9585,0.1782,0.0595,0.0486,0.0000,0.7707,0.9424,0.2766,0.6696,0.9520,0.00248,4301,0.9994,0.7398,0.7701,0.9982,0.0412,0.0414,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.8275,5.1508,4.6583,0.0462,0.0296,0.0270,0.039,0.037,0.035,0.031,1715,0.0871,0.0028,0.0032,0.00242,0.00075,0.00055,27.10,26.26,26.50,1612.3695,0.1088,22.6971,5.6572,5.5085,1105873,1495732,0.7446,0.0256,1758.9,1612.3695,22.69,0,0,0,0,0,0,8918,16467.542,14609.755,0.9518,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,7.11e-15,9861.2,3.8016,2.0803,21.869,0.000,0.000,0.000,0.0
31000,9897,2005,68254,119929,107114,50579,1096,24412,243,0,273470,2616733,32901.907,26213.090,1.0474,8310.924,0.041,0.825,0.072,0.062,0.454,0.398,201,0.1016,0.6898,0.078,17.4,32.0,57.8,29.31,2.41,7.81,0.20,18.88,6.44,1.343,0.213,0.259,0.262,5.905,0.293,0.0038,70,305,547,24377,63,11,0.589,3585,626,1275,7996,1393,1345,7159,5.75,14.87,13356,14.7638,63641,19470,187063,2644.6,-0.0,888837,11.826,2616370.561,5.87e-15,0.00003,7.71,42625,25.587,2.343,22.579,0.665,25.590,3812,1982,4103,0.3125,0.918,1.031,2.000,1.406,0.929,1.484,7447.328,10931.787,18474.431,7405.781,15332.619,11796.386,1751.493,4354.287,0.403,0.435,0.520,0.428,0.364,0.452,49247,27191,0.5356,0.1825,0.2667,0.9999,0.0362,0.0410,0.6340,0.9448,1.0449,0.1438,0.0306,0.0491,0.0000,0.0000,0.7667,0.1974,0.6396,0.9443,0.00249,4124,0.9991,0.4793,0.7358,0.9987,0.0362,0.0410,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.3536,5.0025,4.1202,0.0513,0.0329,0.0306,0.070,0.028,0.054,0.055,2305,0.1183,0.0030,0.0043,0.00203,0.00064,0.00059,23.32,28.07,27.27,1399.0286,0.1187,22.9177,6.5547,5.2713,1106831,1494189,0.6709,0.0409,1950.0,1399.0286,18.57,0,0,0,0,0,0,8924,17902.166,15897.029,0.9555,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,9.94e-15,9895.9,3.6909,2.2435,20.817,0.000,0.000,0.000,0.0
32000,9926,1848,79995,160806,146041,79494,1317,23042,453,0,277972,3027802,38287.170,29123.554,0.9890,11941.502,0.050,0.810,0.069,0.070,0.484,0.378,381,0.1018,0.7115,0.063,12.7,30.5,52.7,23.75,1.86,8.00,0.27,13.61,6.03,1.426,0.233,0.213,0.216,5.754,0.271,0.0033,63,276,613,21253,50,11,0.537,3826,464,852,8610,1168,933,7825,8.50,17.49,14570,14.4163,63628,16882,179276,2251.7,-0.0,891327,11.381,2616370.561,7.48e-15,0.00025,26.07,56325,28.792,2.337,25.628,0.826,28.794,3121,1525,5280,0.2261,0.953,1.119,2.000,1.451,0.962,1.544,9795.012,17335.267,14903.051,9807.365,25518.256,8209.020,1648.736,7324.296,0.399,0.473,0.548,0.475,0.438,0.531,44244,38760,0.6050,0.2261,0.2814,0.9994,0.0304,0.0279,0.6853,0.7617,1.0090,0.1439,0.0474,0.0403,0.0000,0.6305,0.9539,0.0885,0.6892,0.9523,0.00252,4739,0.9986,0.6976,0.8607,0.9980,0.0304,0.0279,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.1811,5.2282,4.1675,0.0590,0.0560,0.0528,0.102,0.039,0.087,0.081,1900,0.1265,0.0027,0.0028,0.00222,0.00076,0.00094,23.89,27.65,28.54,1429.8640,0.0987,35.4751,5.2559,6.1256,1107373,1493459,1.3864,0.1880,2072.0,1429.8640,17.75,0,0,0,0,0,0,11072,17182.052,14981.434,0.9515,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,6.44e-15,10313.4,3.6041,2.2860,12.588,0.000,0.000,0.000,0.0
33000,8509,1880,60124,104849,90595,43956,769,19347,265,0,218213,2724232,27127.254,20770.258,0.9773,7441.000,0.047,0.842,0.055,0.055,0.477,0.387,138,0.1072,0.7227,0.083,18.0,32.0,54.3,23.73,1.37,7.60,0.22,14.53,5.79,1.518,0.227,0.177,0.180,6.055,0.277,0.0032,76,313,506,17463,52,11,0.421,3186,59,1195,7255,337,2009,6163,10.75,19.60,16525,15.8096,63680,17900,179550,2146.5,-0.0,888743,10.023,2616370.561,1.05e-14,0.00001,17.88,43132,25.993,2.331,22.888,0.774,25.996,3513,1411,3585,0.2358,0.953,1.940,2.000,1.581,0.957,1.677,5416.188,11489.530,12739.908,5403.850,16424.495,7078.427,1236.592,5014.239,0.433,0.480,0.515,0.360,0.391,0.473,45347,28825,0.6052,0.2234,0.2843,0.9999,0.0278,0.0379,0.7387,0.9271,0.9878,0.0908,0.0295,0.0332,0.0000,0.2415,0.8907,0.2106,0.7394,0.9581,0.00249,2248,0.9994,0.7870,0.8872,0.9987,0.0278,0.0379,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,3.8452,5.1193,3.7683,0.0582,0.0337,0.0295,0.070,0.039,0.055,0.046,1836,0.1368,0.0027,0.0037,0.00229,0.00066,0.00114,24.82,26.88,28.14,1422.1712,0.0915,21.9511,4.8056,5.2174,1106480,1493866,2.1678,0.2738,2189.5,1422.1712,20.02,0,0,0,0,0,0,9020,13329.258,11494.671,0.9552,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.03e-15,11326.0,3.9524,2.3390,7.751,0.000,0.000,0.000,0.0
34000,9699,2347,76632,146511,130293,68869,1010,21320,260,0,263483,3333003,39333.459,25947.470,0.9622,10102.914,0.053,0.864,0.046,0.037,0.497,0.372,184,0.1070,0.7083,0.081,19.2,32.0,55.3,25.89,2.18,8.32,0.42,14.97,5.93,1.469,0.237,0.225,0.227,6.812,0.297,0.0030,66,283,642,19069,24,15,0.462,3783,65,1663,7971,386,2434,6879,9.00,18.15,16376,16.8359,63687,17557,173846,2288.2,-0.0,888597,11.093,2616370.561,8.90e-15,0.00008,10.03,50333,28.972,2.337,25.700,0.935,28.975,4412,1171,4116,0.2583,0.953,1.142,2.000,1.402,0.967,1.685,8385.257,17383.687,17877.054,8438.662,23120.657,8402.398,1732.031,5710.126,0.455,0.513,0.527,0.495,0.412,0.479,40231,39100,0.5528,0.2700,0.2788,0.9999,0.0391,0.0414,0.6680,0.8940,0.9404,0.1336,0.0523,0.0256,0.0000,0.0368,0.9190,0.0601,0.6543,0.9411,0.00249,2507,0.9990,0.7178,0.8676,0.9979,0.0391,0.0414,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.3053,5.0976,3.5350,0.0625,0.0480,0.0437,0.144,0.032,0.087,0.094,1792,0.1132,0.0018,0.0037,0.00239,0.00075,0.00111,23.13,26.99,27.82,1398.6142,0.0989,31.6234,5.2559,5.8367,1105809,1492612,2.4260,0.2420,2317.9,1398.6142,16.68,0,0,0,0,0,0,10463,15844.556,13775.238,0.9551,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,7.34e-15,12106.3,4.2090,2.5375,12.239,0.000,0.000,0.000,0.0
35000,10737,2580,76780,146008,129457,68273,955,23993,252,0,297349,3516006,37649.371,30356.118,1.0383,11059.454,0.048,0.857,0.050,0.044,0.499,0.370,328,0.1015,0.7034,0.070,17.2,32.0,55.8,26.21,2.09,7.85,0.25,16.02,5.85,1.453,0.223,0.197,0.198,6.698,0.303,0.0032,72,305,686,23586,54,15,0.521,3716,170,1660,8907,487,2125,8125,9.00,16.99,15145,16.3709,63894,19309,172964,3036.3,-0.0,892685,11.876,2616370.561,1.55e-14,0.00049,33.64,51882,32.677,2.377,29.260,1.041,32.680,4040,1668,5029,0.2775,0.953,1.120,2.000,1.383,0.945,1.677,6264.199,15781.287,20936.995,6240.643,21531.187,12800.274,1387.447,5108.943,0.458,0.473,0.550,0.472,0.320,0.513,41145,37143,0.5680,0.1816,0.2731,0.9999,0.0312,0.0450,0.6288,0.8517,0.9138,0.1604,0.0225,0.0190,0.0000,0.8076,0.9496,0.1593,0.6856,0.9442,0.00252,1653,0.9992,0.6523,0.8540,0.9987,0.0312,0.0450,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.4019,5.0609,3.5557,0.0640,0.0403,0.0349,0.076,0.042,0.054,0.068,2007,0.0941,0.0031,0.0054,0.00242,0.00076,0.00111,26.22,27.23,28.20,1495.8335,0.1152,27.9776,6.3999,5.4763,1106996,1491116,2.1547,0.1263,2338.1,1495.8335,21.28,0,0,0,0,0,0,10694,19296.665,16987.099,0.9575,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,7.45e-15,11931.9,4.0927,2.6133,24.379,0.000,0.000,0.000,0.0
36000,11851,2640,78847,135538,119751,55312,1379,25908,257,0,298647,3681096,35984.247,28655.453,1.0333,9368.676,0.039,0.867,0.047,0.047,0.501,0.369,188,0.0947,0.7086,0.080,19.7,32.0,63.7,28.89,2.35,7.86,0.19,18.48,6.09,1.425,0.216,0.219,0.220,6.949,0.273,0.0034,71,303,779,23892,53,19,0.548,3987,518,2083,9250,1248,1714,8889,5.75,14.36,15548,17.0738,64032,19284,174820,2813.7,-0.0,893910,12.400,2616370.561,4.27e-15,0.00004,11.63,45981,28.837,2.355,25.304,1.178,28.875,4820,1801,5230,0.2820,0.953,1.075,2.000,1.331,0.947,1.676,7651.728,13656.243,18354.789,7619.644,19378.491,12375.996,2076.129,4834.652,0.434,0.500,0.566,0.396,0.355,0.452,44602,36385,0.4809,0.1280,0.3211,1.0000,0.0270,0.0358,0.6058,0.7927,0.9417,0.1694,0.0210,0.0103,0.0000,0.0000,0.7605,0.2323,0.6312,0.9481,0.00248,3115,0.9995,0.7673,0.8819,0.9984,0.0270,0.0358,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.5770,4.9278,3.4200,0.0632,0.0312,0.0282,0.069,0.016,0.045,0.042,1829,0.0795,0.0025,0.0071,0.00237,0.00070,0.00077,24.83,28.40,27.72,1627.9877,0.1135,27.1574,6.2475,6.1528,1107609,1489826,1.8268,0.0265,2233.7,1627.9877,21.70,0,0,0,0,0,0,10239,19286.777,17031.101,0.9557,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.50e-15,11544.0,4.2685,2.6178,30.531,0.000,0.000,0.000,0.0
37000,12382,2724,85540,179014,164442,91259,2215,24675,197,0,288344,3895798,44086.041,32046.173,1.0322,13443.539,0.038,0.826,0.049,0.088,0.526,0.355,243,0.0829,0.7072,0.069,18.0,32.0,63.9,32.25,2.79,7.40,0.18,21.89,6.50,1.255,0.203,0.253,0.256,7.300,0.281,0.0030,65,301,976,23017,60,19,0.724,4123,406,1688,10288,2305,1140,8937,4.25,13.03,14904,16.3874,64120,17604,170094,3577.5,-0.0,897368,12.544,2616370.561,4.27e-15,0.00017,24.14,51582,29.301,2.347,26.093,0.861,29.341,4513,2623,5246,0.3724,0.917,1.023,2.000,1.124,0.940,1.525,9689.848,19246.660,19951.333,9664.788,27913.459,10544.697,2198.052,5859.885,0.435,0.506,0.606,0.485,0.425,0.567,41549,44433,0.3866,0.1404,0.2813,0.9999,0.0351,0.0326,0.5465,0.7830,0.8343,0.1627,0.0286,0.0312,0.0000,0.5925,0.9406,0.0727,0.6308,0.9610,0.00253,3521,0.9995,0.7352,0.7797,0.9985,0.0351,0.0326,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0531,4.9496,3.9188,0.0626,0.0255,0.0234,0.054,0.022,0.047,0.042,1827,0.0809,0.0033,0.0057,0.00237,0.00080,0.00088,23.12,28.12,27.47,1564.2322,0.1030,37.7510,6.0986,6.4454,1108875,1488395,2.1513,0.0613,2216.9,1564.2322,21.32,0,0,0,0,0,0,10356,18602.634,16372.003,0.9588,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,8.36e-15,11021.2,4.0969,2.5863,30.474,0.000,0.000,0.000,0.0
38000,9523,2392,69051,135422,123711,65460,911,21402,140,0,230593,3250887,36996.433,26345.556,1.0752,10849.477,0.036,0.839,0.050,0.075,0.522,0.359,237,0.0923,0.6996,0.080,16.6,31.2,58.1,25.88,2.12,7.18,0.27,16.31,6.08,1.387,0.217,0.220,0.223,7.860,0.300,0.0032,68,296,1242,19218,152,21,0.506,3381,233,1996,7294,949,542,8032,3.00,11.88,16089,14.7603,64245,16978,166449,2071.7,-0.0,901166,11.247,2616370.561,1.82e-14,0.00027,31.31,41591,24.609,2.351,21.446,0.812,24.639,2353,2201,4969,0.3203,0.931,1.045,2.000,1.118,0.942,1.712,8980.215,16230.023,15943.101,8962.377,22940.432,8937.902,1912.376,4645.801,0.422,0.511,0.587,0.479,0.455,0.506,39403,37506,0.5475,0.1739,0.3139,1.0000,0.0316,0.0301,0.5616,0.8804,0.9985,0.1874,0.0380,0.0241,0.0000,0.6305,0.9489,0.2137,0.6664,0.9851,0.00255,3826,0.9979,0.8561,0.9216,0.9986,0.0316,0.0301,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2172,5.2911,3.4716,0.0785,0.0421,0.0403,0.087,0.039,0.074,0.059,1539,0.0821,0.0040,0.0055,0.00250,0.00074,0.00064,26.34,26.54,26.93,1558.7375,0.0827,32.0642,4.7531,6.4936,1111701,1488011,2.6379,0.1904,2216.6,1558.7375,26.53,0,0,0,0,0,0,7497,15496.079,13776.743,0.9565,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,6.78e-16,10408.4,3.6901,2.2671,30.765,0.000,0.000,0.000,0.0
39000,6999,1867,71224,151346,138824,79006,1116,22139,162,0,237959,3267363,38469.593,27307.698,1.0182,12164.473,0.039,0.823,0.051,0.086,0.523,0.357,263,0.1268,0.7135,0.073,17.0,32.0,58.3,26.31,2.71,8.52,0.18,14.90,6.14,1.346,0.252,0.316,0.319,7.506,0.316,0.0032,68,296,1253,19997,112,18,0.532,2649,38,1704,5257,116,988,5895,3.75,13.58,16616,14.2769,64198,16184,162244,1388.3,-0.0,902661,11.420,2616370.561,1.73e-14,0.00054,12.25,49226,25.801,2.359,23.029,0.413,25.824,2268,1382,3349,0.3090,0.932,1.023,2.000,1.088,0.946,1.686,11862.444,15593.233,14618.220,11850.537,24165.309,7013.011,2097.216,6032.999,0.374,0.531,0.592,0.505,0.523,0.539,35507,37496,0.6459,0.1551,0.3557,0.9998,0.0306,0.0277,0.5687,0.9015,0.9383,0.1908,0.0495,0.0386,0.0000,0.0000,0.8605,0.0798,0.6400,0.9913,0.00256,3601,0.9989,0.8625,0.8786,0.9978,0.0306,0.0277,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3017,4.9767,3.5602,0.0734,0.0359,0.0303,0.057,0.024,0.044,0.039,1478,0.0974,0.0034,0.0033,0.00276,0.00070,0.00077,22.01,26.22,26.76,1829.0337,0.0827,36.1496,3.8124,7.6073,1112875,1488512,2.8563,0.2509,1994.1,1829.0337,22.88,0,0,0,0,0,0,8872,15143.225,13337.071,0.9517,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.81e-15,10590.1,3.5692,1.9915,20.750,0.000,0.000,0.000,0.0
40000,8239,1785,67033,128115,117004,59913,1169,21252,114,0,233082,2833855,32915.109,23566.925,1.0032,8953.106,0.030,0.849,0.062,0.058,0.492,0.375,175,0.1105,0.7199,0.073,16.8,32.0,59.0,26.61,2.67,7.20,0.28,16.45,6.28,1.326,0.226,0.294,0.300,6.415,0.311,0.0035,68,277,1082,20805,103,17,0.575,2972,63,2512,5664,180,1440,6619,4.75,14.18,18668,15.4793,64258,17443,164188,2049.7,-0.0,900081,10.046,2616370.561,3.92e-15,0.00171,36.36,38249,21.653,2.372,18.756,0.525,21.681,2650,1587,4002,0.2903,0.953,1.027,2.000,1.139,0.962,1.595,9730.697,14122.695,11744.887,9696.220,20427.109,6826.225,2598.500,5189.093,0.357,0.533,0.554,0.392,0.448,0.526,36915,29813,0.5792,0.1548,0.3424,0.9995,0.0325,0.0343,0.5795,0.8657,0.9025,0.2013,0.0450,0.0345,0.0000,0.8097,0.9647,0.1084,0.6726,0.9866,0.00256,4845,0.9987,0.6845,0.7989,0.9973,0.0325,0.0344,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1620,4.9576,3.7580,0.0626,0.0410,0.0370,0.106,0.034,0.069,0.051,1495,0.1069,0.0031,0.0029,0.00269,0.00076,0.00086,25.27,25.90,26.26,1513.5982,0.0846,30.3176,3.8527,6.1932,1113221,1487198,2.4213,0.2209,2103.5,1513.5982,24.07,0,0,0,0,0,0,8274,14613.818,12927.979,0.9548,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.03e-15,11275.9,3.8698,2.0016,17.321,0.000,0.000,0.000,0.0
