step,id,lineage,age,turns,mass,size,side,density,born_size,born_mass,born_hard,born_muscle,born_sensor,born_digestive,born_bite,hard,muscle,sensor,digestive,bite,bite_any,shell,speed,energy,fat,plant,meat,killed,scavenged,travel,path,worn,pace,place,born_place,temp,moist,height,cells
10000,37557,9,3102,1660,54.68,48,7,1.189,49,55.87,0,20,4,25,0,0,19,4,25,0,0,1.00,0.347,0.806,97.084,212.476,7.973,5.401,2.572,25.12,153.00,1,0.541,5,5,33.0,0.764,1527,2220222222222222232224433344444444444444444444444
10000,37734,21,2935,1338,76.94,64,8,1.212,64,76.94,7,21,15,21,0,7,21,15,21,0,0,1.00,0.273,0.000,50.090,109.007,81.568,65.750,15.817,13.61,66.50,0,0.456,5,2,20.4,1.000,838,2222222422222234222113342211133422113334233333444433444444444444
10000,37784,3,2890,1753,43.45,38,7,1.174,38,43.45,0,14,2,22,0,0,14,2,22,0,0,1.00,0.322,0.000,4.274,112.361,8.090,7.731,0.359,37.02,89.00,0,0.607,5,8,28.5,1.000,1090,2222000222200022444002444430244444024444432444440
10000,37802,31,2875,1807,32.38,25,6,0.952,33,41.90,11,16,0,6,5,9,12,0,4,2,4,2.75,0.371,0.000,45.815,119.196,16.209,12.100,4.110,10.00,169.50,2,0.703,5,5,3.6,0.721,750,104004102244202221200221122201110001
10000,37817,3,2860,1456,40.04,38,8,1.128,58,62.60,0,25,5,28,0,0,5,5,28,0,0,1.00,0.125,1.030,37.148,177.492,10.702,2.969,7.733,46.32,140.50,0,0.632,4,2,34.6,0.379,1944,0000000000000000000000000024444322444443244444432444444344444443
10000,37849,9,2819,1352,67.73,62,8,1.129,64,69.99,0,20,4,40,0,0,19,4,39,0,0,1.00,0.281,0.793,20.184,112.576,27.852,26.384,1.468,47.35,92.50,2,0.486,5,4,19.5,0.978,1650,0222222222222222442222444443344444433444444444444444044444444444
10000,37909,9,2755,1400,60.96,56,8,1.129,64,69.99,0,20,4,40,0,0,12,4,40,0,0,1.00,0.197,1.664,4.862,109.544,15.113,13.036,2.077,28.78,84.00,0,0.512,5,4,28.3,1.000,1583,0000002222002222442222444443344444433444444444444444444444444444
10000,37923,3,2728,1786,30.61,22,7,1.275,36,48.47,2,19,0,15,6,2,5,0,15,0,1,1.50,0.163,1.368,38.229,140.245,3.194,2.156,1.038,60.15,107.25,0,0.723,8,8,23.9,1.000,155,0000000000000022200004442000444400044442004444110
10000,37952,26,2696,2239,21.28,20,5,0.925,25,25.90,3,12,0,10,4,3,9,0,8,0,4,1.70,0.423,0.000,26.139,123.614,10.329,9.277,1.052,34.76,232.25,2,0.867,7,8,17.9,0.342,41,0224402204022442224411140
10000,37983,31,2671,2187,19.80,21,6,0.943,27,25.45,0,14,0,13,0,0,13,0,8,0,0,1.00,0.657,0.000,15.371,138.327,7.734,1.781,5.952,114.11,297.75,5,0.899,8,8,13.5,0.321,17,040444024044222240222200022000220000
10000,38000,31,2658,2509,6.76,7,6,0.966,19,18.35,0,10,0,9,0,0,0,0,7,0,0,1.00,0.000,0.000,3.364,117.358,21.006,14.595,6.411,61.41,369.25,4,1.000,5,8,1.6,1.000,1683,004444000044000040000000000000000000
10000,38018,9,2644,1422,55.28,49,7,1.189,49,55.28,0,19,5,25,0,0,19,5,25,0,0,1.00,0.344,0.000,88.754,188.306,19.154,19.092,0.062,84.68,114.25,0,0.538,8,4,38.3,1.000,108,2222222222222222232244433344444344444444444444444
10000,38027,20,2627,2505,10.66,10,6,0.969,18,19.38,2,8,0,8,2,1,5,0,4,0,0,1.33,0.469,0.088,46.470,128.549,29.330,20.419,8.910,48.87,327.50,5,1.000,5,5,4.2,1.000,1299,044000402000022000022000100000040000
10000,38032,20,2620,2418,9.69,10,6,0.969,20,19.38,0,9,0,11,0,0,3,0,7,0,0,1.00,0.310,0.000,2.143,104.328,6.358,0.000,6.358,61.14,299.25,6,1.000,5,5,4.4,1.000,1297,404404422044200000000000000000000000
10000,38094,21,2539,1448,10.05,8,9,1.256,52,64.04,0,37,2,13,0,0,5,0,3,0,0,1.00,0.498,0.000,3.429,120.860,7.767,0.000,7.767,25.43,56.25,0,1.000,8,8,20.3,1.000,226,000000000000000002000000024000022244000000000000000000000000000000000000000000000
10000,38101,31,2530,2346,15.71,16,6,0.982,20,19.64,0,9,0,11,0,0,8,0,8,0,0,1.00,0.509,0.000,50.508,134.239,8.487,6.153,2.334,22.20,370.50,4,1.000,8,8,7.8,0.633,333,444004004440222004222000200000200000
10000,38125,1,2479,2055,22.77,30,6,0.799,31,23.57,0,20,3,8,0,0,19,3,8,0,0,1.00,0.834,0.000,19.699,144.914,2.439,0.000,2.439,118.56,490.25,1,0.838,4,5,0.5,0.258,24,033344222444222244222224222200022200
10000,38196,20,2398,2115,18.41,17,6,0.969,20,21.32,2,10,0,8,4,2,9,0,6,0,3,1.64,0.489,0.000,25.051,100.382,20.564,17.694,2.870,57.03,240.00,1,0.932,8,5,17.7,0.523,21,444440422000202000222000220000110000
10000,38221,3,2365,1270,33.84,30,8,1.128,58,62.60,0,25,5,28,0,0,7,0,23,0,0,1.00,0.207,0.000,4.240,117.278,9.444,7.727,1.718,10.28,96.50,0,0.688,5,2,26.5,1.000,2199,0000000000000000000222000024440002444400244444002444440044444400
10000,38222,20,2365,2090,15.58,16,6,0.974,22,21.42,0,13,0,9,0,0,10,0,6,0,0,1.00,0.642,0.000,24.299,142.794,5.802,0.892,4.910,40.95,326.75,4,1.000,5,5,10.5,1.000,551,444000422000222000222200020000440000
10000,38250,31,2324,2094,14.34,16,6,0.896,27,24.19,0,18,0,9,0,0,10,0,6,0,0,1.00,0.698,0.000,5.709,125.272,0.279,0.000,0.279,105.91,538.25,2,1.000,5,5,3.7,1.000,1598,004440002244002204022200022200000000
10000,38281,20,2281,1972,20.45,21,6,0.974,22,21.42,0,13,0,9,0,0,12,0,9,0,0,1.00,0.587,2.970,48.637,129.032,4.631,2.195,2.436,80.23,394.75,1,0.885,5,5,3.7,0.794,1249,444444422200220200222200220000440000
10000,38293,9,2263,1289,48.02,47,7,1.033,49,50.08,0,19,1,29,0,0,19,1,27,0,0,1.00,0.396,0.094,38.972,139.055,2.208,0.000,2.208,8.76,102.75,2,0.577,5,5,29.9,1.000,736,2222222222222242222244443444444004444444444444444
10000,38295,20,2257,1958,20.35,19,6,0.969,20,21.32,2,10,0,8,4,2,10,0,7,0,4,1.58,0.491,0.000,26.677,106.724,4.163,3.844,0.319,72.49,271.75,1,0.887,5,5,4.8,0.823,1281,444440422004222000222000220000110000
10000,38318,1,2227,2076,8.49,9,6,0.998,29,26.95,1,11,6,11,3,0,0,1,8,0,0,1.00,0.000,0.000,8.944,93.041,23.274,15.407,7.867,38.14,114.25,0,1.000,4,5,4.1,0.398,557,000344004444000044000000000000000000
10000,38343,31,2204,2032,17.68,18,6,0.982,20,19.64,0,9,0,11,0,0,8,0,10,0,0,1.00,0.453,0.000,24.265,98.211,16.558,9.760,6.798,16.30,236.50,2,0.951,5,5,-1.0,1.000,1347,444444004444222000022000220000200000
10000,38369,20,2180,1917,20.45,21,6,0.974,22,21.42,0,13,0,9,0,0,12,0,9,0,0,1.00,0.587,1.151,60.835,132.176,8.999,6.967,2.032,39.48,429.50,1,0.885,10,5,4.3,1.000,1447,444444422200220200222200220000440000
10000,38383,3,2168,1455,31.10,23,7,1.296,28,37.58,3,15,4,6,4,3,10,4,6,0,3,1.67,0.322,0.000,61.736,107.716,23.782,22.128,1.654,9.96,117.00,1,0.717,8,8,24.2,1.000,127,2000000200200022200002442000244200034410003331100
10000,38398,20,2159,1864,20.01,19,6,0.953,21,21.92,2,11,0,8,4,2,11,0,6,0,4,1.58,0.550,0.000,32.002,106.607,5.724,0.377,5.346,57.84,304.00,0,0.894,5,4,1.9,0.803,1393,400444422004222000222000222000110000
10000,38417,31,2129,1933,17.68,18,6,0.982,20,19.64,0,9,0,11,0,0,8,0,10,0,0,1.00,0.453,2.938,17.900,110.517,0.511,0.000,0.511,41.38,262.50,2,0.951,5,5,-3.0,0.650,1490,444444000444222004222000020000200000
10000,38433,3,2111,1053,47.76,41,8,1.240,64,76.29,0,41,5,18,0,0,18,5,18,0,0,1.00,0.377,0.000,14.802,96.263,56.518,56.372,0.146,66.88,111.50,0,0.579,8,5,26.1,1.000,401,0000000000000000000220020024422222444422224444322244443322444433
10000,38434,9,2111,1129,55.87,49,7,1.189,49,55.87,0,20,4,25,0,0,20,4,25,0,0,1.00,0.358,0.958,79.014,161.117,36.081,35.050,1.031,62.50,114.75,0,0.535,4,4,26.1,0.563,1951,2222222222222222232224433344444444444444444444444
10000,38470,20,2067,1896,17.14,17,6,0.952,19,19.04,1,10,0,8,3,1,10,0,6,0,3,1.17,0.584,0.000,3.639,83.697,1.450,0.000,1.450,71.57,231.75,2,0.966,8,5,18.1,0.937,11,040444422000222000222000220000140000
10000,38477,31,2061,1996,11.79,12,6,0.982,20,19.64,0,9,0,11,0,0,4,0,8,0,0,1.00,0.339,0.772,6.881,87.315,9.805,8.538,1.267,57.49,195.50,1,1.000,5,8,-7.5,0.863,1991,000444004444002004022000020000000000
10000,38502,9,2042,1304,37.18,36,7,1.033,49,50.08,0,19,1,29,0,0,7,0,29,0,0,1.00,0.188,0.000,38.082,98.876,12.616,7.511,5.105,26.92,47.25,1,0.656,8,5,36.7,1.000,46,0000000200000242222244440444444444444444444444444
10000,38556,9,1997,1134,40.42,36,7,1.189,49,55.87,0,20,4,25,0,0,7,4,25,0,0,1.00,0.173,0.000,51.742,139.586,0.119,0.000,0.119,50.06,106.25,0,0.629,5,4,34.3,0.997,1583,0000000000200022232224433344444444444444444444444
10000,38565,20,1992,1801,11.63,11,6,0.969,20,21.32,2,10,0,8,4,1,7,0,3,0,2,1.25,0.602,0.000,38.825,117.051,8.959,4.449,4.510,43.97,245.50,2,1.000,5,5,4.3,1.000,1281,000440002004002000222000220000100000
10000,38606,31,1955,1834,13.75,14,6,0.982,20,19.64,0,9,0,11,0,0,9,0,5,0,0,1.00,0.655,0.000,37.627,114.141,0.084,0.000,0.084,40.57,334.00,1,1.000,5,5,-7.1,1.000,1946,000400004444222000222000220000200000
10000,38617,9,1950,1036,56.67,49,7,1.193,49,56.67,0,22,3,24,0,0,22,3,24,0,0,1.00,0.388,5.437,69.404,132.347,31.873,31.524,0.349,46.25,113.50,0,0.531,5,4,28.6,1.000,2285,2222222222222222222222433344444444444444444444444
10000,38649,1,1917,1648,17.97,19,6,0.998,29,26.95,1,11,6,11,3,1,3,4,11,0,0,1.27,0.167,0.249,8.245,80.963,5.645,0.000,5.645,39.85,132.75,0,0.944,4,5,3.2,0.278,186,033344034444000244000244000204001000
10000,38664,21,1906,933,56.59,48,9,1.179,62,73.09,0,34,0,28,0,0,29,0,19,0,0,1.00,0.512,0.399,23.009,73.608,21.698,19.598,2.100,12.22,28.25,0,0.532,5,5,18.0,1.000,695,222220000222220000222222000222222000222224444022004444000004444000004444000000444
10000,38672,31,1897,1747,18.69,19,6,0.983,20,19.67,0,8,0,12,0,0,8,0,11,0,0,1.00,0.428,0.000,1.199,79.866,4.599,3.591,1.009,14.56,147.75,1,0.925,8,8,14.1,1.000,52,444440404444222004220000220000200000
10000,38677,20,1894,1689,18.61,18,6,0.979,22,22.53,1,10,0,11,3,1,9,0,8,0,3,1.25,0.484,0.000,44.462,113.109,2.749,0.000,2.749,45.62,238.25,1,0.927,4,2,9.6,0.518,1028,400444422444220000222000220000100000
10000,38715,20,1855,1550,22.75,21,6,0.989,23,24.73,2,11,0,10,0,2,11,0,8,4,4,1.29,0.484,0.000,13.153,83.540,6.238,5.834,0.404,24.27,169.75,0,0.839,5,2,7.8,0.743,1281,040444110444222004222000222000220000
10000,38726,21,1844,873,64.20,53,9,1.167,63,75.87,2,36,0,25,0,2,26,0,25,0,0,1.00,0.405,4.777,80.454,128.457,0.218,0.000,0.218,22.94,70.00,0,0.499,5,8,20.9,1.000,1082,022222224022222244002222244002222444002214444002214444000044444000004444000000000
10000,38754,9,1816,971,55.87,49,7,1.189,49,55.87,0,20,4,25,0,0,20,4,25,0,0,1.00,0.358,0.068,5.469,87.380,1.318,0.000,1.318,29.48,101.50,0,0.535,3,4,35.4,0.162,1371,2222222222222222232224433344444444444444444444444
10000,38813,3,1758,1071,41.10,36,7,1.174,38,43.45,0,14,2,22,0,0,14,2,20,0,0,1.00,0.341,0.000,60.071,131.668,4.411,0.909,3.502,19.71,80.25,2,0.624,5,5,20.1,1.000,371,2222000222200022444002444030244444024444432440440
10000,38814,3,1757,1066,43.45,38,7,1.174,38,43.45,0,14,2,22,0,0,14,2,22,0,0,1.00,0.322,0.000,43.767,102.103,1.939,1.279,0.660,35.56,68.50,0,0.607,5,7,22.1,1.000,495,2222000222200022444002444430244444024444432444440
10000,38831,20,1745,1470,22.53,22,6,0.979,22,22.53,1,10,0,11,3,1,10,0,11,0,3,1.25,0.444,3.076,47.063,108.760,0.160,0.000,0.160,26.67,198.50,0,0.843,1,2,9.9,0.456,1624,444444422444222004222000220000100000
10000,38895,20,1676,1481,19.59,19,6,0.979,22,22.53,1,10,0,11,3,1,10,0,8,0,3,1.25,0.511,0.031,51.044,100.897,1.753,0.322,1.431,5.02,242.00,1,0.904,5,2,6.2,0.665,1638,000444422444222004222000220000100000
10000,38923,20,1652,1396,21.55,21,6,0.979,22,22.53,1,10,0,11,3,1,9,0,11,0,3,1.25,0.418,0.000,29.953,84.648,3.733,1.389,2.344,34.56,119.00,1,0.862,7,2,28.2,0.109,54,444444422444222004220000220000100000
10000,38926,9,1648,881,55.87,49,7,1.189,49,55.87,0,20,4,25,0,0,20,4,25,0,0,1.00,0.358,2.151,83.001,135.789,8.493,7.433,1.060,44.81,108.50,0,0.535,5,3,28.6,0.932,2165,2222222222222222232224433344444444444444444444444
10000,38939,20,1629,1471,18.41,17,6,0.969,21,22.29,2,10,0,9,4,2,9,0,6,0,4,1.58,0.489,0.000,21.941,79.350,0.852,0.342,0.510,26.89,202.50,1,0.932,5,5,5.0,0.679,1349,000444422044220000222000220000110000
10000,38965,31,1599,1013,39.79,38,7,1.047,38,39.79,0,12,0,26,0,0,12,0,26,0,0,1.00,0.302,0.340,39.466,93.463,1.776,1.725,0.050,21.76,92.75,0,0.634,5,8,5.6,1.000,1003,4444444444444402244442222444220004422000442200004
10000,38974,20,1590,1560,9.66,10,6,0.966,23,22.23,0,10,0,13,0,0,0,0,10,0,0,1.00,0.000,0.000,2.559,68.409,3.086,0.000,3.086,29.05,96.75,0,1.000,5,2,3.9,0.878,1144,000044000044000004000004000044000044
10000,39002,3,1573,957,42.09,31,7,1.275,36,48.47,2,19,0,15,6,2,14,0,15,0,1,1.42,0.333,1.117,19.504,78.871,7.538,4.103,3.435,29.51,40.75,0,0.617,8,8,20.5,1.000,236,2222000222200022220004442000444400044442004444110
10000,39005,20,1569,1221,26.04,26,6,1.002,27,27.05,0,10,0,17,0,0,9,0,17,0,0,1.00,0.346,0.144,6.935,75.242,1.640,0.000,1.640,8.61,100.50,1,0.784,5,2,4.3,1.000,1447,444444220444020044220004220044220444
10000,39013,9,1559,812,45.25,36,7,1.275,49,61.82,0,19,1,29,0,0,17,1,18,0,0,1.00,0.376,0.000,19.749,77.001,16.428,16.012,0.415,19.83,41.50,0,0.595,5,5,29.5,0.970,2455,2222220222222042222204443440444444044444400000000
10000,39019,3,1555,657,57.67,31,8,1.201,59,91.31,17,19,0,23,5,17,9,0,5,0,2,6.12,0.156,0.388,14.437,63.665,2.908,2.835,0.073,13.77,31.00,0,0.527,8,8,22.8,1.000,425,2200020022222200000001110000011100000111000001110000011144444110
10000,39040,3,1530,771,62.03,48,7,1.292,49,63.32,0,25,0,24,0,0,25,0,23,0,0,1.00,0.403,6.275,43.471,90.328,7.535,7.113,0.422,28.20,84.50,1,0.508,8,11,26.8,1.000,786,2222222222222222244222244442244444420444442444444
10000,39044,20,1527,1306,20.97,20,6,0.953,21,21.92,2,11,0,8,4,2,11,0,7,0,4,1.58,0.525,0.000,2.512,67.216,2.493,0.555,1.938,25.22,177.50,1,0.874,5,5,-0.9,1.000,1894,444444022004222000222000222000110000
10000,39069,20,1497,1296,21.32,20,6,0.969,20,21.32,2,10,0,8,4,2,10,0,8,0,4,1.58,0.469,2.195,32.094,90.170,0.375,0.000,0.375,70.31,178.25,0,0.866,5,8,3.0,0.870,1655,444444422004222000222000220000110000
10000,39081,31,1471,1260,21.80,24,6,0.890,24,21.80,1,12,1,10,3,1,12,1,10,0,3,1.25,0.550,0.000,8.208,65.668,0.018,0.000,0.018,46.08,190.25,0,0.857,8,8,12.2,1.000,528,444444322444222204222200220000100000
10000,39090,20,1462,1258,21.32,20,6,0.969,21,22.29,2,10,0,9,4,2,10,0,8,0,4,1.58,0.469,0.000,45.602,93.024,2.427,2.107,0.320,55.51,164.25,0,0.866,6,4,21.0,0.145,72,440444422044222000222000220000110000
10000,39105,20,1443,1281,19.38,18,6,0.969,21,22.29,2,10,0,9,4,2,10,0,6,0,4,1.58,0.516,1.352,56.623,99.974,1.806,0.420,1.386,32.33,151.50,0,0.909,5,5,3.1,0.709,1003,000444422044222000222000220000110000
10000,39107,31,1441,1284,20.06,21,6,0.892,25,23.63,2,12,1,10,2,2,12,1,6,0,2,1.46,0.598,0.489,80.981,113.122,1.351,0.000,1.351,18.51,183.00,0,0.893,5,2,2.1,0.994,1308,000044322444222204222200122000100000
10000,39117,9,1433,886,40.79,40,7,1.033,49,50.08,0,19,1,29,0,0,10,1,29,0,0,1.00,0.245,0.000,63.806,93.871,0.015,0.000,0.015,36.68,57.50,0,0.626,7,4,31.9,1.000,122,2200000220000242222244443444444444444444444444444
10000,39123,9,1426,763,55.87,49,7,1.189,49,55.87,0,20,4,25,0,0,20,4,25,0,0,1.00,0.358,0.000,20.517,86.273,0.392,0.000,0.392,35.45,53.75,0,0.535,5,1,23.6,1.000,2399,2222222222222222232224433344444444444444444444444
10000,39126,9,1422,765,55.28,49,7,1.189,49,55.28,0,19,5,25,0,0,19,5,25,0,0,1.00,0.344,0.000,53.485,94.758,0.006,0.000,0.006,90.75,90.75,0,0.538,4,5,33.0,0.557,2180,2222222222222222232244433344444344444444444444444
10000,39148,3,1390,798,47.05,39,7,1.206,47,56.70,0,30,0,17,0,0,22,0,17,0,0,1.00,0.468,0.210,42.188,88.735,6.704,5.759,0.945,84.84,90.75,0,0.583,1,2,19.2,0.608,2280,2222000222220022222002442220444422244444204444440
10000,39152,31,1389,1296,17.83,19,6,0.811,21,19.46,3,4,0,14,2,3,4,0,12,0,2,1.70,0.224,3.109,43.797,84.745,0.000,0.000,0.000,59.65,78.75,0,0.947,5,0,0.0,0.802,1703,440044444444112244102200000000000000
10000,39157,20,1386,1183,21.54,21,6,0.979,22,22.51,1,10,0,11,3,1,9,0,11,0,3,1.25,0.418,0.000,33.796,91.383,0.835,0.274,0.561,77.60,114.50,1,0.862,5,1,36.5,0.425,99,444444422444222004220000220000100000
10000,39172,3,1368,587,86.62,64,8,1.353,64,86.62,0,29,0,35,0,0,29,0,35,0,0,1.00,0.335,0.655,20.629,69.579,0.002,0.000,0.002,36.55,64.00,0,0.430,5,8,25.4,0.975,2130,2222222222222222222444222244444224444442244444442444444424444444
10000,39173,3,1367,722,49.96,44,8,1.135,52,59.04,0,23,0,29,0,0,20,0,24,0,0,1.00,0.400,0.000,49.285,99.104,0.765,0.000,0.765,10.37,76.75,0,0.566,5,8,28.6,0.952,1035,0222222002222220022222200444420004444200044444000444440004444440
10000,39197,3,1343,854,35.23,31,7,1.174,38,43.45,0,14,2,22,0,0,7,2,22,0,0,1.00,0.199,3.794,43.817,81.266,0.289,0.000,0.289,16.55,53.25,0,0.674,5,5,27.9,0.863,895,0002000000200002444002444430244444024444432444440
10000,39200,9,1335,906,34.08,33,7,1.033,49,50.08,0,19,1,29,0,0,8,0,25,0,0,1.00,0.235,0.000,38.128,85.706,1.959,0.966,0.993,3.34,37.00,0,0.685,4,5,19.4,0.786,1131,2220000222000042200004440000444444444444444444444
10000,39216,3,1314,698,56.70,47,7,1.206,47,56.70,0,30,0,17,0,0,30,0,17,0,0,1.00,0.529,0.000,4.955,73.247,0.166,0.000,0.166,18.95,49.50,0,0.531,5,2,23.2,1.000,968,2222222222222222222222442222444422244444204444440
10000,39240,9,1288,691,55.53,49,7,1.207,49,55.53,0,16,6,27,0,0,16,6,27,0,0,1.00,0.288,0.832,57.340,99.877,33.090,30.687,2.403,40.90,50.75,0,0.537,8,5,29.2,1.000,45,2222222222222442232444433344444334444444444444444
10000,39247,9,1280,684,55.87,49,7,1.189,49,55.87,0,20,4,25,0,0,20,4,25,0,0,1.00,0.358,3.807,41.191,89.789,2.128,1.965,0.163,20.48,81.00,0,0.535,5,2,25.1,0.730,2134,2222222222222222232224433344444444444444444444444
10000,39252,9,1277,545,87.83,80,9,1.372,80,87.83,0,35,32,13,0,0,35,32,13,0,0,1.00,0.399,0.000,11.770,31.228,54.628,53.686,0.942,42.50,55.00,0,0.427,5,2,29.7,0.982,2445,222222222222222222222333332223333333223333333223333333244433332444443322444440222
10000,39255,31,1275,1150,19.64,20,6,0.982,20,19.64,0,9,0,11,0,0,9,0,11,0,0,1.00,0.458,0.000,48.210,81.232,5.814,1.655,4.160,29.72,173.00,0,0.903,6,4,14.6,0.296,775,444444004444222004222000220000200000
10000,39258,9,1272,682,55.53,49,7,1.207,49,55.53,0,16,6,27,0,0,16,6,27,0,0,1.00,0.288,0.000,14.975,63.801,3.374,3.167,0.207,40.00,40.00,0,0.537,5,5,29.6,1.000,2202,2222222222222442232444433344444334444444444444444
10000,39270,20,1258,1109,20.35,20,6,0.969,21,21.32,1,9,0,11,2,1,9,0,10,0,2,1.18,0.442,0.000,60.529,91.498,0.897,0.000,0.897,40.97,142.00,0,0.887,7,5,12.9,0.309,685,440440444440422000222000222000120000
10000,39271,31,1258,1079,20.68,19,6,1.088,20,21.77,0,6,0,14,0,0,6,0,13,0,0,1.00,0.290,0.000,9.683,50.627,8.797,2.989,5.808,9.57,26.25,1,0.880,8,8,18.1,0.964,22,044444444444220044220000200000200000
10000,39274,9,1256,674,55.53,49,7,1.207,49,55.53,0,16,6,27,0,0,16,6,27,0,0,1.00,0.288,0.000,23.578,65.017,0.436,0.410,0.026,16.68,56.75,0,0.537,5,5,26.8,1.000,1810,2222222222222442232444433344444334444444444444444
10000,39276,9,1254,834,20.80,19,7,1.189,49,55.87,0,20,4,25,0,0,7,3,9,0,0,1.00,0.336,0.000,23.604,86.132,5.806,4.887,0.918,57.24,72.50,0,0.877,11,5,27.3,1.000,73,0200000002220000032220003344000044400000440000044
10000,39282,31,1248,1245,10.75,12,6,0.896,27,24.19,0,18,0,9,0,0,7,0,5,0,0,1.00,0.651,0.000,2.517,47.770,0.192,0.000,0.192,52.61,224.25,0,1.000,6,4,27.9,0.044,25,000044000244002204002200002200000000
10000,39285,9,1243,665,55.87,49,7,1.189,49,55.87,0,20,4,25,0,0,20,4,25,0,0,1.00,0.358,5.022,65.573,109.676,0.000,0.000,0.000,42.71,85.75,0,0.535,4,4,32.9,0.521,2063,2222222222222222232224433344444444444444444444444
