step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
110000,2548,1.521,0.127,5.99,176479,151625,2923,0,21915,11,1502708.9,0.0,0.067,0.136,0.053,0.744,360,6.43,3.60,0.01,0.16,0.04,0.79,0.00,0.08,6.37,3.50,0.00,0.00,0.004,0.054,170,0.193,0.906,0.000,0.000,0.094,449037,447561,2,0.992,0.000,0.001,158811,0.073,0.811,0.013,159.33,78549,0,0.000,0.000,0.000,4488898,1.01,18.75,0.000,0.000,0.000,2,7,9,48,16374,0.062,3.87,0.0093,0.007,4,0.791,0.000,0.919,0.612,3.02,3.03,5.69,0.00,0.000,1.01,1.01,1.01
120000,2658,1.511,0.119,6.02,180132,154621,3351,1,22049,15,1453262.9,1.9,0.085,0.145,0.054,0.716,366,5.81,3.04,0.00,0.10,0.03,0.36,0.00,0.09,5.77,3.06,0.00,0.00,0.007,0.077,181,0.184,0.909,0.000,0.000,0.091,442047,439316,3,0.770,0.000,0.001,38971,0.115,0.787,0.012,157.38,80920,42,0.125,1.000,0.000,4985251,1.00,19.61,0.000,0.000,0.000,2,6,9,36,15446,0.059,5.82,0.0095,0.017,2,0.830,0.000,0.928,0.597,2.83,3.07,5.15,0.00,0.000,1.00,1.00,1.00
130000,2468,1.506,0.126,6.01,169165,145206,3235,0,20914,3,1480641.6,0.0,0.098,0.207,0.040,0.655,372,6.65,4.61,0.00,0.10,0.09,1.42,0.00,0.02,6.56,4.23,0.00,0.00,0.006,0.065,170,0.226,0.906,0.000,0.000,0.094,447388,446096,1,1.000,0.000,0.000,12147,0.106,0.811,0.013,156.87,79761,0,0.000,0.000,0.000,7316728,1.00,18.72,0.000,0.000,0.000,2,7,10,64,16413,0.063,6.33,0.0091,0.022,1,0.875,0.000,0.909,0.626,3.09,3.34,5.59,0.00,0.000,1.00,1.00,1.00
140000,2520,1.511,0.121,6.01,181219,156605,3084,0,21478,21,1487743.0,0.6,0.086,0.198,0.042,0.673,338,6.15,4.08,0.01,0.26,0.05,0.70,0.00,0.02,6.09,3.84,0.00,0.00,0.005,0.058,201,0.194,0.907,0.000,0.000,0.093,456206,455793,1,1.000,0.000,0.000,6976,0.040,0.789,0.012,158.73,85100,0,0.029,0.000,0.000,6844359,1.01,19.24,0.001,0.000,0.000,2,7,9,64,15501,0.059,4.47,0.0097,0.036,4,0.872,0.000,0.889,0.607,3.04,3.98,5.21,0.00,0.000,1.01,1.01,1.01
150000,2497,1.536,0.124,6.14,181769,155996,2883,0,22913,1,1513954.4,0.0,0.099,0.159,0.044,0.698,327,6.46,4.40,0.00,0.13,0.06,0.87,0.00,0.00,6.39,4.14,0.00,0.00,0.005,0.057,206,0.147,0.926,0.000,0.000,0.074,460912,459903,1,1.000,0.000,0.000,10950,0.059,0.782,0.012,159.24,86697,0,0.000,0.000,0.000,5147811,1.00,18.77,0.000,0.000,0.000,2,7,9,64,16126,0.062,3.96,0.0095,0.024,5,0.852,0.000,0.879,0.609,3.21,4.80,5.47,0.00,0.000,1.00,1.00,1.00
160000,2525,1.523,0.131,5.99,175548,149128,3367,0,23025,0,1495784.1,0.0,0.098,0.182,0.056,0.663,333,6.41,3.95,0.00,0.06,0.08,1.03,0.00,0.00,6.33,3.73,0.00,0.00,0.006,0.066,201,0.226,0.916,0.000,0.000,0.084,450179,448779,1,1.000,0.000,0.000,13537,0.029,0.811,0.013,158.18,79203,0,0.000,0.000,0.000,6510851,1.00,18.62,0.000,0.000,0.000,2,7,10,64,16188,0.062,5.02,0.0094,0.017,3,0.881,0.000,0.886,0.613,3.21,4.39,5.75,0.00,0.000,1.00,1.00,1.00
170000,2691,1.496,0.121,6.00,182080,156113,3528,0,22273,2,1488644.1,0.4,0.094,0.224,0.035,0.647,346,6.30,4.15,0.01,0.18,0.05,0.76,0.00,0.00,6.24,4.07,0.00,0.00,0.006,0.068,196,0.190,0.907,0.000,0.000,0.093,435747,435068,1,1.000,0.000,0.000,7654,0.042,0.780,0.012,159.42,74016,0,0.224,0.000,0.000,7982794,1.01,18.83,0.000,0.000,0.000,2,6,12,59,16961,0.065,3.78,0.0089,0.005,2,0.897,0.000,0.885,0.586,3.11,3.86,5.57,0.00,0.000,1.01,1.01,1.01
180000,2292,1.557,0.131,5.93,182502,157198,3047,0,22656,18,1511941.8,1.0,0.082,0.222,0.030,0.666,335,7.14,4.03,0.01,0.21,0.06,0.76,0.00,0.00,7.07,3.91,0.00,0.00,0.006,0.066,174,0.204,0.900,0.000,0.000,0.100,452135,451728,1,1.000,0.000,0.000,3361,0.033,0.815,0.013,159.19,76413,0,0.055,0.000,0.000,7871776,1.01,17.86,0.000,0.002,0.000,2,7,13,41,16373,0.062,4.01,0.0093,0.028,2,0.903,0.000,0.882,0.600,3.68,4.70,6.37,0.00,0.000,1.01,1.01,1.01
190000,2585,1.506,0.117,5.99,172304,148690,2785,0,20536,2,1486730.5,0.0,0.082,0.198,0.043,0.678,343,6.24,4.23,0.01,0.34,0.06,0.91,0.00,0.00,6.16,4.14,0.00,0.00,0.005,0.064,183,0.206,0.898,0.000,0.000,0.102,456567,456009,1,1.000,0.000,0.000,5526,0.069,0.769,0.011,159.10,83497,0,0.000,0.000,0.000,7077051,1.01,19.09,0.000,0.000,0.000,2,6,12,46,16118,0.061,4.10,0.0093,0.013,3,0.883,0.000,0.894,0.626,3.02,3.43,5.33,0.00,0.000,1.01,1.01,1.01
200000,2483,1.520,0.127,6.08,170124,146014,3355,0,20857,7,1448654.9,0.0,0.081,0.231,0.054,0.634,346,6.15,4.42,0.02,0.42,0.07,0.68,0.00,0.09,6.06,4.17,0.00,0.00,0.009,0.086,210,0.224,0.914,0.000,0.000,0.086,451656,450749,1,1.000,0.000,0.001,6650,0.072,0.803,0.013,158.53,85126,0,0.000,0.000,0.000,8107424,1.01,19.23,0.000,0.000,0.000,2,6,12,60,15280,0.058,4.67,0.0096,0.036,4,0.910,0.000,0.914,0.626,3.07,4.13,5.18,0.00,0.000,1.02,1.02,1.01
210000,2408,1.550,0.130,6.19,154270,131584,3592,0,19169,4,1352138.8,0.2,0.068,0.292,0.059,0.581,367,6.02,4.26,0.01,0.29,0.03,0.45,0.00,0.00,5.98,4.23,0.00,0.00,0.005,0.057,172,0.235,0.922,0.000,0.000,0.078,397008,396444,1,1.000,0.000,0.000,17444,0.051,0.840,0.013,148.51,77479,0,0.062,0.000,0.000,9096635,1.01,19.55,0.000,0.000,0.000,2,5,13,63,14503,0.055,14.69,0.0094,0.010,2,0.927,0.000,0.916,0.615,3.01,3.58,4.95,0.00,0.000,1.01,1.01,1.01
220000,2349,1.592,0.114,6.16,158382,135988,3695,0,18758,1,1436500.0,0.0,0.079,0.253,0.070,0.598,350,6.70,4.95,0.02,0.28,0.05,1.22,0.00,0.00,6.63,4.80,0.00,0.00,0.004,0.055,197,0.180,0.924,0.000,0.000,0.076,420896,420238,1,1.000,0.000,0.000,12586,0.120,0.763,0.011,154.90,83199,0,0.000,0.000,0.000,8098456,1.01,18.81,0.000,0.000,0.000,2,6,13,63,15736,0.060,8.30,0.0092,0.002,1,0.920,0.000,0.919,0.627,3.19,4.16,5.01,0.00,0.000,1.02,1.02,1.01
230000,2441,1.533,0.094,6.30,162200,140245,3086,0,18777,19,1507574.5,0.0,0.078,0.175,0.073,0.674,329,6.74,5.17,0.06,0.92,0.06,0.67,0.00,0.00,6.62,4.85,0.00,0.00,0.007,0.063,210,0.164,0.905,0.000,0.000,0.095,445244,443910,1,1.000,0.000,0.000,7946,0.114,0.640,0.008,158.61,94138,0,0.000,0.000,0.000,5678725,1.02,18.73,0.000,0.000,0.000,2,6,13,64,16448,0.063,4.59,0.0093,0.018,2,0.911,0.000,0.922,0.638,3.23,4.57,5.00,0.00,0.000,1.01,1.02,1.02
240000,2478,1.535,0.084,6.22,171163,147254,3186,0,20686,6,1490651.8,0.2,0.086,0.159,0.109,0.646,331,6.71,4.12,0.02,0.40,0.04,0.58,0.00,0.02,6.65,4.09,0.00,0.08,0.004,0.054,226,0.187,0.908,0.000,0.000,0.092,451140,449957,1,1.000,0.000,0.000,12462,0.079,0.604,0.007,159.22,94120,0,0.029,0.000,0.000,5061462,1.01,18.47,0.000,0.000,0.001,3,6,13,39,16621,0.063,3.98,0.0090,0.000,2,0.905,0.000,0.927,0.623,3.25,4.22,5.09,0.00,0.001,1.01,1.01,1.01
250000,2407,1.529,0.086,6.45,169245,145456,3043,1,20816,6,1498995.1,0.0,0.109,0.161,0.120,0.610,316,7.07,4.60,0.02,0.40,0.05,0.57,0.01,0.16,7.00,4.50,0.00,0.00,0.005,0.060,219,0.158,0.896,0.000,0.000,0.104,458328,456209,1,0.661,0.339,0.001,34705,0.060,0.594,0.007,159.27,94811,55,0.000,0.000,0.000,5318070,1.01,17.80,0.000,0.000,0.000,3,7,13,64,17026,0.065,3.93,0.0089,0.000,6,0.894,0.000,0.923,0.633,3.38,4.60,5.49,0.00,0.000,1.01,1.01,1.01
260000,2184,1.618,0.079,6.25,167917,143657,2867,0,21616,6,1524306.9,0.3,0.117,0.177,0.125,0.581,317,7.57,5.05,0.01,0.14,0.07,0.93,0.00,0.00,7.49,4.90,0.00,0.00,0.006,0.067,212,0.134,0.925,0.000,0.000,0.075,449175,448243,1,1.000,0.000,0.000,8315,0.086,0.577,0.006,159.19,86812,0,0.045,0.000,0.000,5881949,1.00,17.32,0.000,0.000,0.000,2,7,13,43,16530,0.063,4.01,0.0093,0.000,4,0.884,0.000,0.916,0.629,3.62,5.06,5.90,0.00,0.000,1.00,1.00,1.01
270000,2350,1.571,0.082,6.12,156235,129208,2639,0,24222,8,1510963.1,0.3,0.110,0.207,0.061,0.623,330,6.74,5.20,0.01,0.31,0.05,0.59,0.00,0.09,6.68,5.11,0.00,0.00,0.007,0.073,220,0.137,0.924,0.000,0.000,0.076,465626,463892,1,1.000,0.000,0.001,5931,0.151,0.554,0.006,159.05,92906,0,0.033,0.000,0.000,6602605,1.00,18.91,0.000,0.000,0.000,2,6,13,58,15850,0.060,4.15,0.0096,0.000,4,0.911,0.000,0.930,0.667,3.35,4.63,5.07,0.00,0.000,1.00,1.00,1.00
280000,2537,1.521,0.067,5.84,173450,144999,3137,0,25127,8,1511595.6,0.0,0.108,0.188,0.080,0.625,328,6.50,4.66,0.00,0.02,0.05,0.71,0.00,0.08,6.44,4.56,0.00,0.00,0.005,0.062,207,0.114,0.907,0.000,0.000,0.093,463189,460727,1,1.000,0.000,0.000,13425,0.112,0.521,0.005,159.44,92411,0,0.000,0.000,0.000,5946891,1.00,19.23,0.000,0.000,0.000,2,6,13,54,16483,0.063,3.76,0.0092,0.000,5,0.911,0.000,0.931,0.628,3.21,4.97,4.50,0.00,0.000,1.00,1.00,1.00
290000,2264,1.585,0.083,5.46,171905,147358,2980,0,21840,3,1507276.4,0.8,0.138,0.155,0.097,0.610,333,7.22,4.75,0.00,0.10,0.05,0.69,0.00,0.00,7.16,4.64,0.00,0.00,0.005,0.063,166,0.151,0.933,0.000,0.000,0.067,464616,462948,1,1.000,0.000,0.000,20493,0.095,0.577,0.006,159.43,79551,0,0.262,0.000,0.000,4526458,1.00,18.20,0.000,0.000,0.000,2,6,13,64,16347,0.062,3.77,0.0093,0.000,5,0.889,0.000,0.916,0.633,3.59,4.99,4.96,0.00,0.000,1.00,1.00,1.00
300000,2265,1.551,0.071,5.22,165386,142545,2787,0,20053,3,1520872.8,0.0,0.131,0.172,0.051,0.646,341,7.04,4.24,0.00,0.06,0.04,0.80,0.00,0.09,6.99,4.10,0.00,0.00,0.004,0.055,158,0.120,0.901,0.000,0.000,0.099,484043,483648,1,1.000,0.000,0.001,5391,0.062,0.560,0.005,159.11,76307,0,0.000,0.000,0.000,5448767,1.00,18.31,0.000,0.000,0.000,3,7,13,62,15944,0.061,4.09,0.0096,0.007,3,0.909,0.000,0.913,0.660,3.57,4.91,5.40,0.00,0.000,1.00,1.00,1.00
310000,2128,1.590,0.093,5.33,167271,145636,3108,0,18664,6,1507779.0,0.2,0.143,0.164,0.040,0.653,332,7.73,5.14,0.01,0.12,0.07,0.92,0.01,0.21,7.64,5.03,0.00,0.00,0.008,0.078,171,0.153,0.905,0.000,0.000,0.095,489176,488726,1,1.000,0.000,0.001,9038,0.061,0.599,0.006,158.65,82420,0,0.040,0.000,0.000,5417110,1.00,17.60,0.002,0.000,0.000,3,7,13,64,16440,0.063,4.55,0.0093,0.002,4,0.921,0.000,0.914,0.660,3.86,5.49,5.46,0.00,0.000,1.00,1.00,1.00
320000,2564,1.531,0.085,5.28,167917,146289,3156,0,18036,18,1476046.5,0.1,0.135,0.175,0.073,0.617,334,6.66,4.44,0.01,0.17,0.04,0.50,0.00,0.00,6.62,4.42,0.00,0.00,0.005,0.060,167,0.202,0.926,0.000,0.000,0.074,455269,455018,1,1.000,0.000,0.000,14112,0.091,0.518,0.004,159.02,73472,0,0.008,0.000,0.000,5370401,1.00,19.10,0.000,0.000,0.000,2,5,12,61,17079,0.065,4.18,0.0087,0.003,6,0.898,0.000,0.898,0.634,3.35,4.70,4.66,0.00,0.000,1.00,1.01,1.00
330000,2210,1.607,0.097,5.18,168192,148096,3347,2,17101,48,1505848.0,0.3,0.146,0.165,0.095,0.594,332,7.64,4.94,0.01,0.15,0.08,0.77,0.01,0.17,7.55,4.82,0.00,0.06,0.008,0.067,202,0.147,0.920,0.000,0.000,0.080,443844,443183,1,1.000,0.000,0.001,19644,0.082,0.563,0.006,159.12,76121,686,0.005,0.000,0.000,5025160,1.01,17.95,0.001,0.000,0.000,3,7,13,64,16887,0.064,4.08,0.0090,0.000,1,0.882,0.000,0.894,0.624,3.58,4.81,5.18,0.00,0.000,1.01,1.01,1.01
340000,2357,1.565,0.093,5.02,158462,137048,2767,0,18500,28,1523988.2,2.1,0.122,0.156,0.074,0.648,348,7.24,4.84,0.02,0.28,0.06,0.78,0.00,0.13,7.16,4.76,0.00,0.00,0.005,0.060,222,0.095,0.917,0.000,0.000,0.082,457648,457084,1,1.000,0.000,0.002,39486,0.102,0.548,0.005,159.03,77732,0,0.073,0.000,0.000,4182773,1.01,18.32,0.000,0.000,0.000,2,7,13,49,17058,0.065,4.17,0.0090,0.000,3,0.863,0.000,0.888,0.657,3.45,4.73,4.93,0.00,0.000,1.01,1.01,1.01
350000,2324,1.588,0.107,5.41,154673,135339,3108,0,16259,45,1550808.0,0.1,0.108,0.135,0.064,0.693,322,7.34,5.23,0.03,0.35,0.07,0.85,0.01,0.12,7.23,4.94,0.00,0.00,0.005,0.057,210,0.108,0.912,0.000,0.000,0.088,459792,458877,1,1.000,0.000,0.009,157274,0.056,0.597,0.006,159.11,70084,0,0.003,0.000,0.000,3691758,1.02,18.16,0.000,0.000,0.000,2,7,13,64,17052,0.065,4.09,0.0092,0.000,4,0.846,0.000,0.882,0.667,3.61,5.16,5.56,0.00,0.000,1.01,1.02,1.02
360000,2253,1.581,0.104,5.91,156620,137040,2547,0,17104,17,1540879.6,0.7,0.090,0.103,0.076,0.731,320,7.22,4.37,0.04,0.29,0.07,0.69,0.01,0.12,7.09,4.24,0.00,0.00,0.007,0.065,197,0.130,0.920,0.000,0.000,0.080,468826,467810,1,1.000,0.000,0.014,311141,0.035,0.609,0.006,159.18,70456,0,0.040,0.000,0.000,2796867,1.03,17.95,0.000,0.000,0.000,2,7,12,49,16258,0.062,4.02,0.0096,0.013,6,0.814,0.000,0.880,0.669,3.99,6.33,6.48,0.00,0.000,1.02,1.04,1.03
370000,2296,1.575,0.133,6.14,166397,145616,2699,0,18039,2,1499121.1,0.0,0.066,0.100,0.078,0.757,301,7.41,5.69,0.03,0.28,0.08,0.93,0.09,0.44,7.21,5.50,0.00,0.00,0.009,0.078,241,0.152,0.909,0.000,0.000,0.091,469371,468239,1,1.000,0.000,0.045,369605,0.050,0.686,0.008,157.66,78638,0,0.000,0.000,0.000,2869366,1.02,18.10,0.001,0.000,0.000,3,7,12,64,17009,0.065,5.54,0.0091,0.003,3,0.822,0.000,0.878,0.648,3.83,5.71,5.54,0.00,0.000,1.01,1.02,1.02
380000,2341,1.580,0.140,6.51,156391,139584,2858,0,13904,21,1541875.9,0.0,0.091,0.139,0.069,0.701,302,7.30,5.54,0.00,0.07,0.06,0.58,0.07,0.92,7.17,5.22,0.00,0.00,0.006,0.060,208,0.184,0.915,0.000,0.000,0.085,448330,447920,1,0.745,0.255,0.023,885689,0.062,0.644,0.007,158.00,80472,0,0.000,0.000,0.000,4416334,1.00,18.38,0.000,0.000,0.000,2,5,12,57,17078,0.065,5.20,0.0092,0.000,6,0.882,0.000,0.881,0.653,3.76,5.84,5.15,0.00,0.000,1.00,1.00,1.00
390000,2341,1.546,0.101,6.61,165224,148084,2946,0,14194,17,1557866.9,0.4,0.174,0.127,0.071,0.628,304,7.17,4.19,0.02,0.23,0.08,0.77,0.03,0.33,7.05,4.19,0.00,0.08,0.011,0.085,225,0.126,0.906,0.000,0.000,0.094,456830,455810,1,0.750,0.250,0.011,385191,0.080,0.581,0.005,159.08,90316,0,0.021,0.000,0.000,3785403,1.01,18.26,0.000,0.000,0.000,3,7,12,44,16781,0.064,4.12,0.0094,0.001,7,0.875,0.000,0.895,0.641,3.76,6.04,4.82,0.00,0.000,1.01,1.02,1.01
400000,2117,1.622,0.128,6.74,163623,144702,2997,0,16148,21,1549678.4,0.0,0.151,0.131,0.064,0.653,295,7.86,5.11,0.01,0.21,0.10,0.93,0.06,0.47,7.69,4.95,0.00,0.00,0.011,0.092,240,0.140,0.917,0.000,0.000,0.083,452749,451310,2,0.739,0.000,0.021,282259,0.082,0.652,0.007,159.43,98713,0,0.000,0.000,0.000,3982110,1.00,17.39,0.000,0.000,0.000,3,7,13,58,16630,0.063,3.77,0.0095,0.002,2,0.847,0.000,0.909,0.641,3.78,5.82,4.89,0.00,0.001,1.00,1.01,1.00
410000,2141,1.638,0.113,6.44,156669,136837,2826,0,16982,18,1544728.1,0.0,0.153,0.099,0.042,0.706,300,8.10,6.08,0.00,0.00,0.10,0.92,0.01,0.17,7.99,5.82,0.00,0.00,0.008,0.069,231,0.134,0.907,0.000,0.000,0.093,455053,453141,2,0.886,0.000,0.003,199798,0.089,0.598,0.006,159.17,102526,0,0.000,0.000,0.000,2446885,1.00,17.25,0.000,0.001,0.000,3,7,13,61,17349,0.066,4.03,0.0090,0.001,3,0.795,0.000,0.922,0.659,3.77,5.69,5.11,0.00,0.000,1.00,1.00,1.00
420000,2329,1.597,0.102,6.56,158910,138355,2665,0,17702,16,1541637.9,0.1,0.169,0.107,0.047,0.677,296,7.42,4.75,0.02,0.44,0.07,0.64,0.02,0.21,7.31,4.62,0.00,0.08,0.010,0.078,261,0.117,0.909,0.000,0.000,0.091,456604,454602,1,1.000,0.000,0.012,358050,0.086,0.587,0.006,159.24,106447,0,0.004,0.000,0.000,2512121,1.01,17.53,0.000,0.000,0.000,2,7,13,54,17280,0.066,3.96,0.0091,0.000,8,0.813,0.000,0.917,0.655,3.61,5.97,4.77,0.00,0.000,1.01,1.00,1.01
430000,2385,1.542,0.102,6.50,167342,147859,2844,0,16583,25,1471771.6,0.1,0.171,0.144,0.060,0.625,300,7.00,4.91,0.01,0.28,0.14,1.38,0.01,0.13,6.84,4.53,0.00,0.00,0.015,0.093,211,0.186,0.906,0.000,0.000,0.094,460253,458264,2,0.912,0.000,0.005,179133,0.073,0.581,0.006,159.13,97634,0,0.003,0.000,0.000,4521308,1.01,18.40,0.000,0.001,0.000,3,6,12,64,16690,0.064,4.07,0.0090,0.000,5,0.866,0.000,0.921,0.639,3.48,4.97,5.01,0.00,0.000,1.01,1.01,1.01
