step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
190000,1934,1.493,0.088,9.30,142185,125751,1889,0,14540,1,1193266.9,0.2,0.144,0.141,0.431,0.284,343,6.84,3.85,0.04,0.43,0.02,0.24,0.06,0.69,6.72,3.69,0.00,0.00,0.003,0.032,208,0.147,0.897,0.000,0.000,0.103,323534,317902,4,0.533,0.000,0.018,234742,0.086,0.643,0.008,120.11,112679,0,0.186,0.000,0.000,3475322,1.02,18.43,0.000,0.000,0.000,3,6,11,45,13238,0.050,43.21,0.0092,0.044,10,0.789,0.000,0.905,0.568,3.03,2.19,6.33,0.00,0.000,1.02,1.02,1.03
200000,1955,1.478,0.084,9.03,145432,129162,1767,0,14482,1,1187065.1,0.2,0.160,0.108,0.481,0.251,322,6.72,3.91,0.03,0.35,0.03,0.37,0.04,0.42,6.62,3.88,0.00,0.00,0.003,0.038,224,0.144,0.907,0.000,0.000,0.093,322373,315964,5,0.521,0.000,0.021,376323,0.086,0.623,0.007,120.31,116070,0,0.168,0.000,0.000,2442561,1.02,18.43,0.000,0.000,0.000,3,6,11,49,13129,0.050,43.01,0.0092,0.008,14,0.734,0.000,0.907,0.556,3.00,2.23,6.40,0.00,0.000,1.01,1.02,1.02
210000,1988,1.489,0.084,9.37,152072,133027,1799,0,17213,0,1194323.2,0.0,0.158,0.140,0.446,0.256,332,6.48,3.92,0.03,0.31,0.01,0.28,0.03,0.40,6.41,3.89,0.00,0.00,0.001,0.020,241,0.204,0.905,0.000,0.000,0.095,321389,314303,4,0.519,0.000,0.009,202775,0.082,0.614,0.007,121.03,108286,0,0.000,0.000,0.000,3620162,1.02,18.72,0.000,0.000,0.000,2,6,11,56,12887,0.049,42.29,0.0094,0.012,13,0.798,0.000,0.897,0.535,2.92,2.31,6.03,0.00,0.000,1.02,1.02,1.02
220000,1959,1.478,0.083,9.28,145515,127981,1771,0,15792,1,1191874.8,0.3,0.187,0.140,0.450,0.224,336,6.81,4.25,0.04,0.44,0.03,0.69,0.03,0.45,6.71,4.15,0.00,0.00,0.002,0.034,232,0.161,0.903,0.000,0.000,0.097,318917,312134,4,0.522,0.031,0.009,150398,0.080,0.609,0.006,120.97,106716,0,0.283,0.000,0.000,3101217,1.02,18.44,0.000,0.000,0.000,3,6,13,63,13348,0.051,42.34,0.0091,0.001,17,0.780,0.000,0.891,0.551,3.07,2.61,5.96,0.00,0.000,1.02,1.02,1.02
230000,1977,1.452,0.077,9.95,153101,136263,1731,0,15089,1,1199613.1,0.0,0.208,0.124,0.436,0.231,324,6.64,3.30,0.02,0.48,0.01,0.24,0.03,0.53,6.57,3.22,0.00,0.00,0.002,0.035,215,0.201,0.897,0.000,0.000,0.103,323412,316827,4,0.518,0.000,0.008,173535,0.081,0.591,0.006,121.03,109719,0,0.000,0.000,0.000,2610224,1.01,18.32,0.000,0.000,0.000,3,6,11,25,13132,0.050,42.28,0.0092,0.002,20,0.747,0.000,0.899,0.534,2.92,2.27,6.14,0.00,0.000,1.01,1.01,1.01
240000,2038,1.480,0.072,9.85,151374,134297,1934,0,15082,1,1196621.8,0.1,0.191,0.098,0.478,0.233,315,6.52,3.85,0.02,0.27,0.01,0.17,0.02,0.43,6.47,3.82,0.00,0.00,0.002,0.032,210,0.142,0.914,0.000,0.000,0.086,321692,315197,5,0.351,0.000,0.007,151642,0.087,0.576,0.006,121.43,113876,0,0.143,0.000,0.000,1732782,1.01,18.76,0.000,0.000,0.000,2,6,11,45,13292,0.051,41.88,0.0091,0.000,17,0.677,0.000,0.905,0.538,2.78,2.08,5.82,0.00,0.000,1.01,1.01,1.02
250000,1993,1.480,0.072,9.74,151548,135164,1709,0,14720,2,1203394.0,0.7,0.196,0.103,0.474,0.228,308,6.78,3.46,0.04,0.45,0.03,0.40,0.03,0.45,6.68,3.38,0.00,0.00,0.004,0.048,206,0.117,0.906,0.000,0.000,0.094,325209,318290,4,0.359,0.017,0.006,120332,0.104,0.568,0.005,121.50,117022,0,0.347,0.000,0.000,1860107,1.03,18.41,0.000,0.000,0.000,3,6,10,33,13507,0.052,41.81,0.0090,0.000,25,0.687,0.000,0.906,0.543,2.83,2.11,5.90,0.00,0.000,1.02,1.02,1.04
260000,1959,1.483,0.070,9.58,151316,135365,1754,0,14231,2,1199732.1,0.4,0.165,0.123,0.486,0.226,318,6.82,3.50,0.06,0.46,0.03,0.49,0.03,0.37,6.71,3.38,0.00,0.00,0.006,0.064,218,0.140,0.895,0.000,0.000,0.105,329006,323772,5,0.518,0.002,0.008,137248,0.109,0.577,0.006,121.26,118050,0,0.185,0.000,0.000,2184582,1.03,18.26,0.000,0.000,0.000,3,6,10,41,13362,0.051,42.06,0.0091,0.001,26,0.677,0.000,0.909,0.549,2.88,2.23,6.05,0.00,0.000,1.03,1.03,1.04
270000,1949,1.483,0.069,9.78,150926,135212,1757,0,13967,9,1190004.6,1.0,0.191,0.104,0.494,0.211,322,6.90,3.92,0.03,0.37,0.05,0.65,0.02,0.31,6.79,3.74,0.00,0.00,0.003,0.038,242,0.086,0.887,0.000,0.000,0.113,321921,315799,5,0.389,0.146,0.008,170570,0.096,0.581,0.006,121.21,112862,0,0.114,0.000,0.000,1809813,1.02,18.37,0.000,0.000,0.000,3,7,12,40,13453,0.051,42.10,0.0090,0.008,6,0.659,0.000,0.910,0.539,2.94,2.31,5.97,0.00,0.000,1.02,1.02,1.03
280000,1974,1.491,0.071,9.81,148904,132643,1828,0,14408,6,1185590.4,0.9,0.206,0.132,0.452,0.210,304,6.74,3.89,0.05,0.47,0.06,0.68,0.03,0.45,6.60,3.66,0.00,0.00,0.007,0.053,234,0.108,0.888,0.000,0.000,0.112,326054,317118,5,0.342,0.002,0.008,171397,0.073,0.583,0.006,120.44,118460,0,0.153,0.000,0.000,3203901,1.02,18.57,0.000,0.000,0.000,3,6,11,48,13300,0.051,42.87,0.0091,0.001,15,0.776,0.000,0.908,0.551,2.88,2.53,5.87,0.00,0.000,1.02,1.02,1.03
290000,1946,1.458,0.064,9.85,154557,134822,2048,0,17715,9,1192528.5,1.6,0.175,0.120,0.408,0.297,306,6.31,3.38,0.03,0.28,0.02,0.47,0.03,0.48,6.23,3.27,0.00,0.00,0.002,0.037,196,0.210,0.880,0.000,0.000,0.120,337832,331164,5,0.538,0.000,0.007,156442,0.091,0.577,0.006,121.06,119216,0,0.176,0.000,0.000,3178217,1.02,19.03,0.000,0.000,0.000,2,6,10,32,12279,0.047,42.26,0.0098,0.006,13,0.817,0.000,0.931,0.548,2.84,2.29,5.97,0.00,0.000,1.02,1.02,1.03
300000,2110,1.430,0.066,9.27,154152,132677,2304,0,19007,3,1205535.9,0.2,0.119,0.095,0.613,0.173,317,5.75,3.24,0.02,0.26,0.01,0.29,0.05,0.73,5.67,3.09,0.00,0.00,0.002,0.040,179,0.186,0.879,0.000,0.000,0.121,357727,351930,3,0.421,0.003,0.008,109504,0.125,0.569,0.006,120.99,123883,0,0.072,0.000,0.000,2157678,1.02,20.06,0.000,0.000,0.000,2,6,8,40,12136,0.046,42.33,0.0101,0.007,6,0.801,0.000,0.952,0.573,2.61,1.77,5.46,0.00,0.000,1.01,1.01,1.02
310000,2014,1.462,0.068,9.28,159663,140616,2232,0,16911,10,1195656.4,1.2,0.116,0.127,0.531,0.226,339,6.46,3.47,0.02,0.22,0.01,0.19,0.04,0.68,6.39,3.31,0.00,0.00,0.002,0.034,167,0.311,0.894,0.000,0.000,0.106,317008,310342,3,0.539,0.000,0.004,140476,0.115,0.565,0.005,121.15,102537,0,0.122,0.000,0.000,3289588,1.01,19.08,0.000,0.000,0.000,3,7,10,41,13016,0.050,42.16,0.0093,0.022,13,0.808,0.000,0.931,0.503,2.92,1.91,6.11,0.00,0.000,1.01,1.01,1.01
320000,1880,1.501,0.071,9.30,152819,132542,2035,0,18376,2,1190447.8,0.6,0.130,0.118,0.467,0.285,341,6.79,3.77,0.05,0.53,0.04,0.36,0.02,0.34,6.68,3.73,0.00,0.00,0.005,0.048,192,0.273,0.891,0.000,0.000,0.109,322026,317165,3,0.586,0.004,0.005,123630,0.146,0.587,0.006,120.46,103699,0,0.298,0.000,0.000,2748247,1.03,18.64,0.000,0.000,0.000,2,7,10,48,12757,0.049,42.85,0.0095,0.033,4,0.753,0.000,0.913,0.533,2.93,1.90,6.37,0.00,0.000,1.02,1.02,1.04
330000,2014,1.487,0.072,9.51,149697,129958,1841,0,17764,3,1187739.1,0.5,0.182,0.088,0.384,0.346,330,6.23,3.28,0.05,0.44,0.01,0.28,0.04,0.54,6.13,3.16,0.00,0.00,0.002,0.038,161,0.359,0.910,0.000,0.000,0.090,326122,319809,3,0.792,0.000,0.008,172601,0.131,0.578,0.006,120.12,111083,0,0.154,0.000,0.000,1625619,1.03,19.34,0.000,0.000,0.000,2,7,9,46,12546,0.048,43.19,0.0096,0.047,11,0.650,0.000,0.913,0.548,2.85,1.97,5.98,0.00,0.000,1.02,1.02,1.04
340000,1809,1.489,0.069,9.59,144534,125725,2084,0,16930,5,1194385.8,0.6,0.212,0.087,0.332,0.369,338,7.45,7.31,0.08,1.09,0.01,0.14,0.06,0.85,7.30,7.18,0.00,0.00,0.001,0.029,147,0.384,0.898,0.000,0.000,0.102,312257,309181,3,0.891,0.000,0.009,179962,0.145,0.571,0.006,119.76,104158,0,0.111,0.000,0.000,1594640,1.04,18.37,0.012,0.000,0.000,2,7,10,64,13470,0.051,43.55,0.0090,0.071,6,0.645,0.000,0.910,0.544,3.09,2.02,6.55,0.00,0.000,1.03,1.04,1.05
350000,1998,1.461,0.076,9.49,140418,124132,1919,0,14178,3,1184752.8,0.8,0.179,0.094,0.248,0.479,346,6.56,3.34,0.02,0.28,0.02,0.47,0.05,0.66,6.47,3.23,0.00,0.00,0.001,0.033,127,0.436,0.901,0.000,0.000,0.099,309434,307184,3,0.854,0.005,0.009,253328,0.168,0.590,0.006,120.14,98166,0,0.271,0.000,0.000,1727456,1.02,18.95,0.000,0.000,0.000,2,7,10,40,13110,0.050,43.18,0.0092,0.009,21,0.684,0.000,0.911,0.553,2.89,2.02,6.09,0.00,0.000,1.01,1.02,1.03
360000,1948,1.470,0.071,9.38,148763,130523,2024,0,16266,0,1201190.6,0.0,0.223,0.075,0.215,0.487,341,6.32,3.23,0.04,0.39,0.00,0.08,0.03,0.44,6.24,3.19,0.00,0.00,0.001,0.027,142,0.359,0.889,0.000,0.000,0.111,336425,333238,2,0.862,0.000,0.008,209740,0.108,0.581,0.006,120.79,107593,0,0.000,0.000,0.000,1309254,1.03,19.31,0.000,0.000,0.000,2,7,10,25,12313,0.047,42.53,0.0099,0.000,5,0.666,0.000,0.926,0.563,2.76,2.05,5.69,0.00,0.000,1.03,1.03,1.03
370000,2063,1.459,0.074,9.36,149122,128275,2162,0,18570,17,1190712.9,3.4,0.252,0.080,0.184,0.484,341,6.27,2.96,0.06,0.61,0.00,0.14,0.03,0.49,6.17,2.83,0.00,0.04,0.001,0.033,165,0.333,0.897,0.000,0.000,0.103,356731,351533,2,0.830,0.021,0.007,140822,0.108,0.574,0.006,121.09,117996,0,0.201,0.000,0.000,1462416,1.03,19.29,0.000,0.000,0.000,3,7,9,31,12925,0.049,42.22,0.0094,0.001,14,0.741,0.000,0.933,0.586,2.78,2.10,5.69,0.00,0.000,1.03,1.03,1.04
380000,2096,1.467,0.071,9.70,152428,132315,2035,1,18044,9,1191641.2,2.1,0.209,0.084,0.272,0.435,331,6.18,3.45,0.05,0.48,0.00,0.06,0.04,0.63,6.09,3.27,0.00,0.00,0.001,0.026,167,0.349,0.911,0.000,0.000,0.089,319665,313237,3,0.939,0.007,0.009,185185,0.136,0.574,0.006,121.27,108996,10,0.232,1.000,0.000,1560188,1.03,19.54,0.000,0.000,0.000,2,7,9,41,12962,0.049,42.04,0.0093,0.010,6,0.679,0.000,0.919,0.529,2.75,2.03,5.63,0.00,0.000,1.03,1.03,1.04
390000,1990,1.467,0.080,9.71,141874,122399,2044,0,17537,6,1179090.0,1.1,0.186,0.089,0.307,0.418,324,6.21,3.60,0.05,0.45,0.03,0.42,0.05,0.71,6.10,3.43,0.00,0.00,0.003,0.038,171,0.354,0.913,0.000,0.000,0.087,305597,300985,2,0.874,0.000,0.008,138202,0.120,0.599,0.006,119.23,112902,0,0.184,0.000,0.000,1597604,1.02,19.41,0.000,0.000,0.000,2,7,9,46,12365,0.047,44.09,0.0097,0.093,7,0.651,0.000,0.913,0.543,2.73,2.06,5.67,0.00,0.000,1.02,1.02,1.03
400000,2072,1.440,0.078,9.75,148875,129205,1928,0,17660,4,1187331.1,0.7,0.157,0.093,0.314,0.436,309,6.38,3.16,0.04,0.47,0.01,0.27,0.04,0.72,6.29,3.01,0.00,0.00,0.001,0.017,150,0.393,0.903,0.000,0.000,0.097,315743,311733,2,0.839,0.000,0.006,146432,0.123,0.577,0.006,120.50,114382,0,0.169,0.000,0.000,1711616,1.03,18.95,0.000,0.000,0.000,2,7,9,39,13227,0.050,42.82,0.0091,0.007,6,0.662,0.000,0.917,0.536,2.88,2.16,6.00,0.00,0.000,1.03,1.03,1.03
410000,1993,1.481,0.075,9.99,147014,127212,1791,0,18090,3,1205311.4,0.0,0.166,0.104,0.319,0.412,311,6.69,3.63,0.07,0.68,0.00,0.04,0.06,0.76,6.55,3.46,0.00,0.00,0.001,0.022,191,0.368,0.904,0.000,0.000,0.096,318141,313706,2,0.860,0.000,0.015,189879,0.121,0.568,0.005,121.71,116570,0,0.000,0.000,0.000,1944698,1.04,18.84,0.000,0.000,0.000,3,7,10,41,13335,0.051,41.61,0.0092,0.001,13,0.693,0.000,0.910,0.545,2.92,2.25,5.85,0.00,0.001,1.04,1.04,1.04
420000,1998,1.466,0.081,9.84,146279,128121,1967,0,16186,7,1188753.5,1.0,0.161,0.108,0.326,0.405,303,6.63,3.73,0.03,0.48,0.02,0.65,0.04,0.55,6.54,3.63,0.00,0.00,0.002,0.037,186,0.383,0.915,0.000,0.000,0.085,316254,311145,2,0.821,0.010,0.008,210296,0.129,0.590,0.006,120.91,117874,0,0.139,0.000,0.000,1977891,1.02,18.79,0.000,0.001,0.000,2,7,10,55,13240,0.051,42.40,0.0091,0.000,16,0.708,0.000,0.909,0.545,2.94,2.23,6.16,0.00,0.000,1.01,1.01,1.02
430000,2042,1.465,0.079,9.72,143757,126640,1998,0,15075,3,1193365.1,0.3,0.122,0.104,0.335,0.440,307,6.45,3.60,0.07,0.97,0.01,0.16,0.06,0.94,6.31,3.35,0.00,0.00,0.002,0.031,197,0.366,0.906,0.000,0.000,0.094,310977,306230,2,0.839,0.000,0.013,222510,0.125,0.571,0.005,120.75,117369,0,0.090,0.000,0.000,1933835,1.03,19.00,0.000,0.000,0.000,2,7,9,38,13177,0.050,42.57,0.0093,0.003,12,0.690,0.000,0.911,0.545,2.88,2.24,5.84,0.00,0.000,1.02,1.03,1.05
