step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
120000,8021,1.459,0.270,6.79,668725,593810,8994,0,65947,20,3049321.5,2.1,0.440,0.110,0.158,0.292,118,6.14,3.47,0.03,0.37,0.04,0.53,0.02,0.28,6.06,3.39,0.00,0.00,0.004,0.053,566,0.177,0.868,0.000,0.000,0.132,1415015,1393256,15,0.740,0.012,0.006,432823,0.089,1.223,0.030,485.86,331167,0,0.105,0.000,0.000,10082331,1.02,20.14,0.000,0.000,0.000,3,6,10,48,49249,0.047,167.40,0.0063,0.005,26,0.796,0.000,0.609,0.532,3.46,4.46,6.04,0.00,0.000,1.02,1.02,1.02
130000,7998,1.451,0.267,6.69,662514,588218,9545,0,64774,26,3050244.2,2.3,0.388,0.110,0.180,0.322,113,6.12,3.72,0.03,0.37,0.02,0.26,0.02,0.48,6.06,3.67,0.00,0.00,0.003,0.048,596,0.241,0.868,0.000,0.000,0.132,1452506,1431855,13,0.734,0.012,0.006,451590,0.076,1.216,0.030,485.35,326179,0,0.088,0.000,0.000,10804438,1.01,20.23,0.000,0.000,0.000,3,6,10,56,48961,0.047,167.92,0.0063,0.005,37,0.809,0.000,0.520,0.548,3.52,4.85,6.18,0.00,0.000,1.02,1.02,1.01
140000,8073,1.479,0.246,6.87,652720,577308,9274,0,66063,36,3067755.0,2.9,0.322,0.112,0.192,0.375,110,6.36,3.97,0.03,0.41,0.02,0.34,0.02,0.39,6.29,3.88,0.00,0.00,0.002,0.036,595,0.195,0.882,0.000,0.000,0.118,1424802,1401060,15,0.723,0.026,0.005,405864,0.084,1.158,0.027,483.75,331445,0,0.082,0.000,0.000,11063898,1.02,20.02,0.000,0.000,0.000,3,6,11,64,51360,0.049,169.51,0.0060,0.009,37,0.804,0.000,0.514,0.547,3.65,4.95,6.15,0.00,0.000,1.02,1.02,1.02
150000,7775,1.482,0.237,6.74,659329,585952,8687,0,64988,37,3254251.8,4.0,0.329,0.103,0.186,0.383,107,6.67,3.92,0.05,0.72,0.05,0.73,0.02,0.55,6.54,3.78,0.00,0.01,0.007,0.077,590,0.180,0.876,0.000,0.000,0.124,1396884,1379404,11,0.727,0.018,0.004,328066,0.089,1.133,0.026,486.51,317439,0,0.107,0.000,0.000,9720726,1.02,19.77,0.000,0.000,0.000,3,6,11,64,51825,0.049,166.76,0.0064,0.004,47,0.793,0.000,0.565,0.533,3.72,5.06,6.19,0.00,0.001,1.02,1.03,1.02
160000,7735,1.493,0.207,6.72,650599,577901,8741,4,63993,150,3366450.0,15.7,0.380,0.108,0.174,0.338,114,6.68,3.81,0.04,0.64,0.04,0.50,0.03,0.51,6.58,3.63,0.00,0.05,0.004,0.051,575,0.154,0.884,0.000,0.000,0.116,1414429,1400608,5,0.761,0.045,0.006,294462,0.095,1.043,0.022,486.01,317224,277,0.105,0.000,0.000,10589170,1.02,19.71,0.000,0.000,0.000,2,6,11,51,51681,0.049,167.25,0.0066,0.003,36,0.795,0.000,0.560,0.545,3.87,5.24,6.30,0.00,0.000,1.02,1.02,1.02
170000,7636,1.480,0.196,6.80,647252,575237,8947,0,63167,38,3316626.0,2.3,0.419,0.117,0.167,0.298,114,6.69,3.60,0.05,0.62,0.03,0.42,0.03,0.54,6.59,3.49,0.00,0.00,0.004,0.053,614,0.128,0.885,0.000,0.000,0.115,1418979,1404284,7,0.723,0.004,0.006,376841,0.101,1.015,0.020,484.87,316890,0,0.060,0.000,0.000,12330648,1.02,19.57,0.000,0.000,0.000,3,7,10,46,51079,0.049,168.40,0.0066,0.032,21,0.811,0.000,0.557,0.548,3.91,5.37,6.43,0.00,0.000,1.02,1.03,1.02
180000,7699,1.492,0.184,6.91,626093,553904,8316,0,63810,42,3369311.2,7.0,0.400,0.143,0.180,0.277,116,6.86,3.89,0.04,0.69,0.04,0.51,0.02,0.56,6.76,3.77,0.00,0.04,0.005,0.054,692,0.100,0.888,0.000,0.000,0.112,1389712,1369949,11,0.723,0.051,0.004,337335,0.088,0.984,0.019,482.28,319962,0,0.165,0.000,0.000,15146807,1.02,19.28,0.000,0.000,0.000,3,7,12,48,52842,0.050,170.98,0.0065,0.020,20,0.829,0.000,0.583,0.554,3.83,5.05,6.29,0.00,0.000,1.03,1.02,1.02
190000,7535,1.492,0.184,7.18,618992,548378,8338,0,62440,88,3444383.2,5.7,0.356,0.156,0.185,0.304,115,6.93,3.59,0.04,0.46,0.04,0.54,0.02,0.41,6.83,3.53,0.00,0.00,0.005,0.056,662,0.104,0.885,0.000,0.000,0.115,1387141,1364522,7,0.714,0.127,0.006,403067,0.068,0.982,0.019,483.96,339093,0,0.065,0.000,0.000,15898692,1.02,19.27,0.000,0.001,0.000,2,7,11,60,52226,0.050,169.31,0.0067,0.017,25,0.845,0.000,0.618,0.559,3.97,5.68,6.07,0.00,0.000,1.03,1.03,1.02
200000,7494,1.514,0.186,7.12,619449,550455,8088,0,60947,50,3460852.0,6.0,0.366,0.126,0.203,0.306,109,7.14,4.03,0.04,0.51,0.04,0.45,0.04,0.47,7.03,3.96,0.00,0.01,0.005,0.055,687,0.125,0.890,0.000,0.000,0.110,1414756,1395453,10,0.675,0.115,0.015,565513,0.075,0.983,0.019,485.06,337789,0,0.120,0.000,0.000,11970912,1.03,19.09,0.000,0.000,0.000,3,7,12,64,53533,0.051,168.20,0.0066,0.003,35,0.816,0.000,0.644,0.567,4.00,5.74,6.11,0.00,0.000,1.03,1.04,1.02
210000,7624,1.504,0.177,7.27,604778,534353,8243,0,62052,51,3425788.2,6.9,0.352,0.132,0.220,0.295,114,6.96,4.03,0.04,0.48,0.04,0.59,0.03,0.52,6.85,3.88,0.00,0.03,0.003,0.040,686,0.126,0.887,0.000,0.000,0.113,1398918,1380348,8,0.772,0.005,0.010,899857,0.084,0.962,0.018,485.85,334654,0,0.135,0.000,0.000,12586523,1.02,19.25,0.000,0.001,0.000,3,6,11,54,53069,0.051,167.41,0.0066,0.003,42,0.826,0.000,0.650,0.572,3.88,5.61,6.03,0.00,0.000,1.02,1.03,1.02
220000,7291,1.513,0.175,7.43,639244,566239,8076,0,65262,74,3368973.2,7.2,0.398,0.132,0.199,0.271,108,7.20,4.16,0.05,0.81,0.02,0.34,0.02,0.34,7.10,4.06,0.00,0.00,0.003,0.051,618,0.113,0.881,0.000,0.000,0.119,1416199,1397428,7,0.775,0.008,0.007,586237,0.083,0.952,0.018,484.82,364193,0,0.098,0.000,0.000,13177194,1.03,18.97,0.000,0.000,0.000,3,7,11,57,52473,0.050,168.44,0.0065,0.002,40,0.845,0.000,0.646,0.553,3.93,5.64,6.12,0.00,0.000,1.03,1.03,1.03
230000,7716,1.490,0.171,7.44,631527,557736,8139,0,65227,66,3372930.5,8.9,0.420,0.127,0.208,0.245,110,6.92,3.71,0.05,0.59,0.03,0.51,0.03,0.45,6.82,3.58,0.00,0.07,0.002,0.041,634,0.133,0.883,0.000,0.000,0.117,1420337,1402110,8,0.780,0.000,0.008,554786,0.101,0.939,0.017,485.71,356270,0,0.135,0.000,0.000,12647559,1.03,19.33,0.000,0.001,0.000,3,7,11,50,53383,0.051,167.56,0.0064,0.006,29,0.827,0.000,0.619,0.560,3.89,5.30,6.13,0.00,0.001,1.04,1.04,1.02
240000,7554,1.511,0.171,7.18,629969,561241,8154,0,60736,85,3347574.5,5.0,0.443,0.140,0.195,0.223,117,7.14,4.19,0.04,0.52,0.02,0.42,0.02,0.38,7.05,4.06,0.00,0.06,0.003,0.043,614,0.113,0.882,0.000,0.000,0.118,1393494,1375011,6,0.862,0.017,0.005,537592,0.090,0.937,0.017,483.37,333582,0,0.058,0.000,0.000,14448783,1.02,19.03,0.000,0.000,0.000,3,7,11,64,53902,0.051,169.89,0.0063,0.010,39,0.850,0.000,0.646,0.553,3.88,5.08,6.22,0.00,0.000,1.03,1.04,1.02
250000,7621,1.500,0.167,6.91,618772,549678,8336,0,60691,53,3359000.2,7.9,0.449,0.135,0.177,0.239,116,6.85,3.77,0.04,0.55,0.02,0.51,0.01,0.24,6.77,3.69,0.00,0.05,0.003,0.046,569,0.132,0.882,0.000,0.000,0.118,1380689,1363499,5,0.891,0.003,0.005,413183,0.085,0.931,0.017,483.58,327020,0,0.149,0.000,0.000,13518551,1.02,19.37,0.000,0.000,0.000,2,7,11,62,52178,0.050,169.69,0.0065,0.019,17,0.836,0.000,0.673,0.557,3.85,5.07,6.19,0.00,0.000,1.03,1.04,1.02
260000,7561,1.488,0.160,7.10,607023,535367,8106,0,63610,81,3361305.8,10.8,0.455,0.147,0.151,0.247,126,6.63,3.92,0.03,0.68,0.03,0.38,0.03,0.52,6.54,3.82,0.00,0.01,0.005,0.057,587,0.088,0.869,0.000,0.000,0.130,1387879,1374126,4,0.927,0.000,0.007,392517,0.067,0.916,0.016,476.52,317887,0,0.133,0.000,0.000,14633795,1.02,19.53,0.000,0.000,0.000,2,6,10,64,50094,0.048,176.74,0.0068,0.018,33,0.856,0.000,0.667,0.567,3.69,4.61,6.16,0.00,0.000,1.02,1.02,1.01
270000,7955,1.449,0.162,7.22,641932,564032,8759,0,68747,24,3316985.0,2.6,0.453,0.147,0.144,0.256,123,6.50,3.54,0.03,0.66,0.02,0.26,0.02,0.52,6.43,3.43,0.00,0.03,0.003,0.041,539,0.116,0.878,0.000,0.000,0.122,1379440,1363121,3,0.937,0.007,0.005,330334,0.089,0.927,0.017,481.78,321208,0,0.108,0.000,0.000,14881913,1.02,19.55,0.000,0.000,0.000,2,6,10,64,51737,0.049,171.48,0.0065,0.038,29,0.840,0.000,0.712,0.540,3.74,4.55,6.51,0.00,0.000,1.02,1.02,1.02
280000,7610,1.467,0.156,6.99,664315,589611,8644,0,66405,3,3226622.2,0.4,0.476,0.142,0.104,0.278,124,6.67,3.63,0.02,0.27,0.02,0.30,0.03,0.53,6.61,3.55,0.00,0.00,0.003,0.045,557,0.159,0.875,0.000,0.000,0.125,1369098,1354205,3,0.961,0.002,0.007,381904,0.088,0.903,0.016,482.77,311212,0,0.138,0.000,0.000,14835293,1.01,19.29,0.000,0.000,0.000,3,7,10,58,50789,0.048,170.49,0.0064,0.010,25,0.826,0.000,0.699,0.520,3.70,4.33,6.41,0.00,0.000,1.01,1.02,1.01
290000,7900,1.462,0.153,6.94,676213,602249,8143,0,65531,12,3277496.2,1.2,0.531,0.115,0.069,0.285,126,6.67,3.75,0.02,0.40,0.01,0.24,0.01,0.38,6.62,3.75,0.00,0.00,0.002,0.042,556,0.154,0.874,0.000,0.000,0.126,1393678,1386507,2,0.936,0.037,0.003,440487,0.101,0.897,0.015,484.71,300217,0,0.098,0.000,0.000,10716872,1.01,19.34,0.000,0.000,0.000,3,7,10,54,52676,0.050,168.56,0.0063,0.001,69,0.769,0.000,0.684,0.520,3.78,4.46,6.68,0.00,0.000,1.01,1.02,1.02
300000,7716,1.483,0.149,6.95,677517,603591,8121,1,65988,13,3307108.2,2.5,0.559,0.105,0.054,0.282,119,6.67,3.48,0.03,0.54,0.02,0.40,0.01,0.33,6.61,3.42,0.00,0.00,0.004,0.054,580,0.165,0.869,0.000,0.000,0.131,1410462,1403081,4,0.913,0.000,0.004,357162,0.107,0.877,0.015,485.30,301822,70,0.189,0.000,0.000,9936223,1.01,19.34,0.000,0.000,0.000,3,7,10,57,51466,0.049,167.96,0.0065,0.004,30,0.752,0.000,0.664,0.525,3.79,4.55,6.86,0.00,0.000,1.02,1.02,1.01
310000,7581,1.476,0.146,6.60,678978,600152,8270,1,70690,18,3464996.0,1.7,0.558,0.119,0.057,0.265,127,6.75,3.62,0.02,0.31,0.03,0.53,0.02,0.46,6.68,3.54,0.00,0.00,0.004,0.057,524,0.187,0.868,0.000,0.000,0.132,1420782,1410939,4,0.929,0.002,0.005,521634,0.097,0.867,0.014,484.58,294054,1178,0.092,0.000,0.000,12156811,1.01,19.34,0.000,0.000,0.000,3,7,9,57,51174,0.049,168.68,0.0068,0.007,34,0.805,0.000,0.663,0.527,3.86,4.64,6.78,0.00,0.000,1.02,1.02,1.01
320000,8201,1.442,0.145,6.39,677311,604514,8745,1,63431,8,3194158.0,1.4,0.547,0.121,0.049,0.283,136,6.30,3.45,0.03,0.42,0.01,0.26,0.02,0.47,6.24,3.36,0.00,0.00,0.002,0.043,456,0.212,0.868,0.000,0.000,0.132,1370967,1361437,4,0.936,0.049,0.002,235333,0.111,0.863,0.014,476.25,259095,2,0.177,1.000,0.000,12934360,1.02,19.90,0.000,0.000,0.000,2,7,9,64,51659,0.049,177.01,0.0062,0.018,33,0.805,0.000,0.680,0.512,3.68,4.36,6.61,0.00,0.000,1.02,1.03,1.02
330000,8063,1.458,0.141,6.35,693473,620716,8358,0,64537,7,3166261.8,1.1,0.561,0.119,0.052,0.268,136,6.36,3.50,0.01,0.14,0.01,0.22,0.02,0.52,6.32,3.47,0.00,0.00,0.003,0.045,440,0.182,0.882,0.000,0.000,0.118,1402211,1396728,2,0.958,0.002,0.004,283266,0.088,0.848,0.014,483.99,249464,0,0.152,0.000,0.000,12631254,1.00,19.78,0.000,0.000,0.000,2,7,9,43,51306,0.049,169.27,0.0062,0.007,40,0.796,0.000,0.651,0.511,3.69,4.33,6.77,0.00,0.000,1.00,1.01,1.00
340000,8112,1.456,0.144,6.55,670499,598146,8546,0,63758,6,3211166.2,0.9,0.556,0.125,0.051,0.268,134,6.33,3.47,0.03,0.42,0.01,0.22,0.01,0.28,6.29,3.42,0.00,0.00,0.002,0.034,439,0.199,0.881,0.000,0.000,0.119,1367888,1362781,2,0.956,0.001,0.002,302112,0.083,0.860,0.014,481.38,261572,0,0.145,0.000,0.000,13254464,1.01,19.70,0.000,0.000,0.000,3,7,9,62,51386,0.049,171.88,0.0063,0.016,31,0.794,0.000,0.641,0.516,3.71,4.61,6.61,0.00,0.000,1.02,1.02,1.01
350000,7948,1.449,0.129,6.63,678530,599985,8603,1,70105,17,3244945.8,2.2,0.547,0.129,0.047,0.278,126,6.54,3.39,0.02,0.32,0.01,0.23
