step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,crowd_max,wasted,intake_per_gut
170000,2526,1.307,0.026,5.25,505430,492498,472,85,12290,21359,1651240.5,1890.2,0.978,0.004,0.003,0.006,0.009,668,12.93,9.45,0.37,2.39,0.53,3.24,0.87,4.57,11.16,6.36,0.03,0.37,0.025,0.131,515,0.189,0.480,0.005,0.000,0.515,505009,504285,1,1.000,0.000,0.070,1863748,0.027,0.253,0.001,163.42,128275,248,0.088,0.506,0.001,1397610,1.09,15.66,0.005,0.049,0.007,6,10,21,64,453,27,0.08,0.0059
180000,2522,1.329,0.024,5.21,526583,511799,318,118,14352,16962,1622708.2,1353.7,0.976,0.005,0.004,0.006,0.009,645,12.73,9.09,0.43,2.63,0.50,2.72,0.72,3.56,11.09,6.71,0.02,0.25,0.031,0.145,529,0.124,0.472,0.004,0.002,0.522,526245,525867,1,1.000,0.000,0.085,1944230,0.032,0.256,0.001,163.42,131610,286,0.080,0.542,0.002,2357799,1.12,16.05,0.002,0.045,0.008,6,10,23,64,441,29,0.08,0.0058
190000,2614,1.328,0.044,6.04,517471,504456,266,190,12467,20453,1626645.9,2057.1,0.980,0.004,0.003,0.006,0.007,619,12.20,8.83,0.15,1.35,0.54,3.59,1.01,4.30,10.50,6.13,0.04,0.44,0.019,0.109,567,0.076,0.484,0.003,0.001,0.513,517156,516761,1,0.726,0.274,0.127,3099234,0.021,0.352,0.002,163.41,139401,297,0.101,0.553,0.001,1597984,1.05,15.89,0.005,0.053,0.010,5,10,20,64,440,29,0.09,0.0059
200000,2495,1.356,0.034,5.57,516501,503455,344,59,12762,16475,1620428.5,1476.4,0.980,0.004,0.003,0.006,0.007,548,13.08,8.92,0.34,2.44,0.55,2.92,1.01,4.32,11.19,6.54,0.03,0.33,0.025,0.123,591,0.059,0.487,0.008,0.000,0.505,516133,515265,1,1.000,0.000,0.107,3365833,0.021,0.305,0.002,163.39,141753,372,0.090,0.441,0.001,1891566,1.11,14.75,0.003,0.083,0.008,6,11,22,64,452,29,0.11,0.0058
210000,2355,1.357,0.046,6.30,519915,507131,411,155,12358,22471,1607559.6,2060.6,0.984,0.004,0.002,0.005,0.006,526,15.07,11.42,0.46,2.59,0.56,2.91,0.88,3.93,13.17,9.02,0.02,0.22,0.027,0.124,671,0.064,0.457,0.012,0.003,0.529,519657,518861,2,0.782,0.000,0.093,1981695,0.025,0.384,0.002,163.42,161169,162,0.092,0.594,0.003,1326219,1.15,14.85,0.006,0.040,0.006,6,11,30,64,417,27,0.09,0.0052
220000,2162,1.446,0.021,6.14,505753,492149,321,32,13444,9719,1638487.0,743.5,0.988,0.003,0.002,0.003,0.005,494,16.23,11.21,0.52,2.73,0.44,2.60,1.07,5.08,14.19,8.26,0.02,0.26,0.016,0.094,639,0.057,0.470,0.008,0.000,0.522,505434,504425,1,0.757,0.243,0.093,2099236,0.023,0.212,0.001,163.39,166716,401,0.077,0.625,0.000,848412,1.13,13.27,0.009,0.026,0.010,6,13,29,64,426,25,0.11,0.0053
230000,2487,1.341,0.020,6.19,506709,492777,255,34,13318,10142,1640095.6,820.6,0.985,0.003,0.002,0.005,0.005,551,13.34,9.00,0.35,2.46,0.19,1.49,0.91,3.98,11.90,7.25,0.02,0.28,0.015,0.102,569,0.052,0.458,0.005,0.000,0.537,506344,505434,2,0.478,0.269,0.142,2545819,0.022,0.207,0.001,163.43,153428,159,0.081,0.588,0.000,981957,1.10,14.75,0.004,0.023,0.004,6,11,23,64,446,24,0.08,0.0055
240000,2495,1.326,0.029,6.61,507495,492418,321,25,14723,8999,1637711.5,767.7,0.984,0.002,0.003,0.005,0.006,530,13.42,8.86,0.22,1.82,0.19,1.60,0.67,3.11,12.35,7.57,0.01,0.13,0.009,0.075,660,0.054,0.454,0.002,0.000,0.543,507131,506270,2,0.266,0.489,0.104,3270745,0.019,0.235,0.001,163.44,160215,339,0.085,0.480,0.000,1047337,1.09,14.33,0.002,0.018,0.004,6,11,24,64,450,27,0.06,0.0053
250000,2236,1.410,0.029,6.11,513268,495721,332,13,17461,5705,1628517.1,518.4,0.986,0.003,0.003,0.004,0.004,470,15.94,10.53,0.35,2.03,0.36,2.61,0.86,4.17,14.36,8.66,0.02,0.32,0.014,0.086,652,0.032,0.460,0.007,0.001,0.533,512866,512133,2,0.730,0.000,0.092,3050941,0.014,0.233,0.001,163.45,165672,183,0.091,0.615,0.001,828481,1.09,13.62,0.007,0.019,0.008,6,12,30,64,443,24,0.06,0.0051
260000,2223,1.444,0.028,6.52,487920,474113,279,3,13538,4506,1646277.2,289.8,0.988,0.003,0.002,0.003,0.004,553,16.58,10.61,0.71,2.64,0.51,2.72,1.30,5.21,14.06,7.94,0.03,0.32,0.026,0.122,644,0.072,0.453,0.008,0.000,0.539,487312,486410,1,0.767,0.233,0.135,2931192,0.016,0.218,0.001,163.35,153466,38,0.064,0.667,0.001,599130,1.20,12.50,0.007,0.022,0.009,7,14,29,64,447,30,0.16,0.0053
270000,2407,1.381,0.025,6.33,466707,455413,200,76,10834,12782,1641513.5,1186.6,0.981,0.005,0.004,0.004,0.006,588,14.20,9.87,0.59,3.19,0.40,2.45,1.07,4.85,12.14,7.53,0.01,0.16,0.017,0.091,619,0.068,0.460,0.004,0.000,0.536,466113,464887,1,0.998,0.002,0.131,3634458,0.018,0.184,0.000,163.36,144676,423,0.093,0.382,0.000,916165,1.18,13.19,0.003,0.010,0.004,6,12,24,64,429,27,0.15,0.0056
280000,2267,1.430,0.040,6.74,486108,473008,266,5,12969,9714,1630674.9,649.6,0.984,0.005,0.003,0.004,0.003,531,15.48,10.47,0.25,1.76,0.51,3.77,0.51,2.97,14.21,9.24,0.01,0.24,0.015,0.094,606,0.078,0.441,0.004,0.000,0.555,485527,484718,2,0.259,0.513,0.066,2567071,0.019,0.354,0.002,163.25,149990,19,0.067,1.000,0.000,833039,1.09,13.33,0.006,0.014,0.004,7,14,28,64,420,23,0.25,0.0051
290000,2107,1.461,0.033,6.15,491036,476419,324,15,14438,4612,1619869.5,408.1,0.987,0.004,0.002,0.004,0.003,530,18.05,12.96,0.20,2.00,0.35,2.44,0.71,3.38,16.79,12.04,0.01,0.16,0.014,0.092,585,0.104,0.440,0.002,0.000,0.558,490423,489805,3,0.549,0.006,0.091,2231940,0.017,0.289,0.002,163.31,153039,98,0.088,0.733,0.000,509647,1.05,12.75,0.022,0.015,0.002,6,14,34,64,399,26,0.20,0.0046
300000,2294,1.382,0.026,5.94,484394,469135,226,4,14842,4355,1633118.5,316.7,0.984,0.006,0.003,0.004,0.003,574,15.88,11.49,0.31,2.18,0.64,3.83,0.82,3.58,14.12,10.12,0.01,0.18,0.030,0.148,614,0.092,0.464,0.001,0.000,0.535,483801,483077,2,0.514,0.226,0.149,3222249,0.018,0.198,0.000,163.36,138836,123,0.073,0.250,0.000,680399,1.09,13.99,0.006,0.005,0.004,7,12,30,64,443,26,0.15,0.0050
310000,2098,1.495,0.033,6.25,497927,481977,283,29,15834,6251,1630426.9,521.8,0.985,0.007,0.003,0.003,0.002,609,18.66,11.57,0.29,2.16,0.46,2.83,1.53,4.53,16.37,10.51,0.01,0.13,0.022,0.118,702,0.036,0.442,0.003,0.000,0.554,497404,496735,3,0.403,0.245,0.268,3168244,0.017,0.237,0.001,163.44,138526,299,0.083,0.724,0.000,605118,1.09,11.42,0.008,0.015,0.003,7,17,32,64,424,20,0.06,0.0047
320000,2315,1.387,0.020,5.83,453028,440957,319,6,11529,4420,1638588.5,321.9,0.980,0.010,0.003,0.003,0.004,645,16.28,10.95,0.25,1.76,0.60,3.31,0.96,3.47,14.47,9.54,0.00,0.11,0.031,0.135,658,0.058,0.457,0.002,0.000,0.542,452434,451825,1,0.773,0.227,0.167,5128917,0.016,0.178,0.000,163.44,134391,58,0.073,0.833,0.000,527597,1.07,13.39,0.007,0.029,0.001,7,12,33,64,456,24,0.06,0.0049
330000,2438,1.361,0.024,5.76,508610,495245,350,19,12873,5886,1616024.5,439.8,0.978,0.012,0.003,0.004,0.004,573,13.16,10.39,0.17,1.62,0.57,3.00,0.76,3.61,11.66,8.04,0.01,0.12,0.030,0.128,600,0.045,0.500,0.003,0.000,0.497,508107,507513,1,0.993,0.007,0.102,2932837,0.021,0.202,0.000,163.48,150289,225,0.075,0.737,0.001,711521,1.06,14.94,0.012,0.027,0.002,5,10,25,64,458,28,0.03,0.0057
340000,2424,1.345,0.025,5.32,517712,504023,321,5,13377,4840,1611600.6,343.4,0.980,0.010,0.003,0.003,0.003,581,14.00,8.95,0.19,1.68,0.30,2.06,0.79,3.57,12.73,7.52,0.01,0.18,0.016,0.098,599,0.051,0.464,0.002,0.001,0.533,517261,516733,1,1.000,0.000,0.090,2599021,0.021,0.179,0.000,163.47,151268,845,0.071,0.200,0.001,832011,1.05,13.82,0.006,0.016,0.002,7,12,24,64,447,25,0.03,0.0052
350000,2416,1.341,0.021,5.49,497689,483518,279,13,13887,5623,1632839.2,320.3,0.983,0.007,0.002,0.003,0.004,639,14.55,11.14,0.25,2.17,0.64,3.84,0.89,4.26,12.77,9.23,0.01,0.19,0.028,0.137,651,0.051,0.459,0.003,0.000,0.537,497142,496670,1,1.000,0.000,0.104,2072984,0.021,0.159,0.000,163.45,139277,154,0.057,0.462,0.000,646129,1.08,13.50,0.017,0.009,0.005,6,12,26,64,446,24,0.06,0.0053
360000,2409,1.379,0.026,5.59,495086,481511,171,41,13370,9346,1630802.5,652.4,0.981,0.007,0.003,0.004,0.004,668,13.98,10.21,0.25,1.97,0.36,2.24,0.57,3.34,12.80,8.51,0.01,0.22,0.017,0.103,604,0.094,0.459,0.002,0.000,0.540,494621,494201,1,1.000,0.000,0.055,2271464,0.021,0.212,0.000,163.45,141917,226,0.070,0.488,0.000,831302,1.08,13.88,0.010,0.013,0.002,6,12,25,64,428,26,0.06,0.0053
370000,2507,1.327,0.024,4.70,512898,497402,253,9,15136,8182,1632374.0,608.2,0.982,0.007,0.004,0.004,0.004,655,13.04,9.83,0.26,2.48,0.48,3.19,0.77,3.88,11.53,7.25,0.01,0.15,0.015,0.088,559,0.080,0.486,0.003,0.001,0.510,512455,512055,1,1.000,0.000,0.086,1540427,0.028,0.242,0.001,163.43,142069,81,0.074,0.778,0.001,1164783,1.05,13.97,0.009,0.024,0.005,6,12,22,64,434,31,0.07,0.0056
380000,2655,1.306,0.026,5.13,514329,500647,324,29,13181,46278,1631031.4,3745.4,0.982,0.006,0.003,0.004,0.004,664,12.11,9.45,0.42,2.81,0.43,2.75,0.54,2.58,10.72,7.53,0.01,0.23,0.015,0.090,602,0.067,0.480,0.005,0.000,0.514,513912,513308,1,1.000,0.000,0.095,2923273,0.019,0.213,0.001,163.43,137591,167,0.081,0.690,0.001,1309533,1.12,14.45,0.005,0.066,0.003,5,10,22,64,453,34,0.07,0.0057
390000,2403,1.391,0.027,5.81,510954,496690,339,15,14162,15448,1626523.5,1580.6,0.985,0.005,0.002,0.003,0.004,627,13.77,9.74,0.34,2.03,0.27,2.32,0.77,2.93,12.39,8.39,0.02,0.29,0.009,0.070,605,0.065,0.476,0.004,0.000,0.520,510538,510169,1,0.522,0.478,0.129,2549947,0.022,0.245,0.001,163.34,137724,60,0.102,0.867,0.000,906603,1.10,14.00,0.007,0.043,0.006,6,11,25,64,447,28,0.16,0.0055
400000,2280,1.411,0.018,5.59,497762,484752,248,15,12870,13705,1625899.4,1397.6,0.983,0.006,0.003,0.004,0.003,634,15.27,11.32,0.16,1.41,1.07,4.67,1.01,3.74,13.03,8.33,0.01,0.20,0.031,0.128,611,0.087,0.498,0.004,0.001,0.497,497313,496682,1,1.000,0.000,0.156,2720534,0.025,0.174,0.000,163.41,140892,341,0.102,0.400,0.002,937194,1.05,13.88,0.004,0.044,0.005,6,12,34,64,460,25,0.09,0.0055
410000,2465,1.393,0.030,5.47,516254,502694,310,26,13039,8623,1604730.6,770.7,0.983,0.006,0.003,0.004,0.004,635,13.16,9.27,0.10,0.96,0.48,3.04,0.32,2.54,12.25,8.08,0.00,0.09,0.019,0.102,526,0.069,0.465,0.004,0.002,0.529,515865,515372,1,1.000,0.000,0.044,1837072,0.024,0.297,0.002,163.38,142792,252,0.089,0.462,0.002,925406,1.04,15.30,0.003,0.024,0.001,6,10,26,64,436,28,0.12,0.0053
420000,2582,1.324,0.022,5.63,514206,503090,222,23,10754,7970,1630305.1,706.1,0.981,0.006,0.003,0.004,0.005,647,12.23,8.93,0.10,1.07,0.29,2.38,0.87,3.85,10.97,7.07,0.00,0.06,0.010,0.070,494,0.065,0.478,0.000,0.000,0.522,513789,513265,1,1.000,0.000,0.138,2201208,0.023,0.192,0.000,163.40,137236,84,0.089,0.696,0.000,956711,1.04,16.56,0.003,0.017,0.002,6,10,21,64,443,33,0.10,0.0058
430000,2543,1.352,0.038,4.75,503548,492227,282,121,10957,11888,1619988.2,1095.3,0.983,0.006,0.003,0.004,0.004,652,12.76,9.88,0.31,2.02,0.11,1.25,0.58,2.85,11.76,8.68,0.00,0.15,0.004,0.042,444,0.094,0.466,0.002,0.000,0.531,503050,502548,1,1.000,0.000,0.070,2863377,0.019,0.311,0.001,163.33,133481,175,0.092,0.612,0.000,874961,1.11,16.32,0.004,0.018,0.002,5,9,28,64,430,29,0.18,0.0054
440000,2609,1.304,0.032,5.36,519921,506376,260,6,13213,5581,1627961.9,386.5,0.985,0.005,0.003,0.004,0.003,614,12.16,7.91,0.12,1.05,0.28,2.11,0.52,2.73,11.24,6.91,0.01,0.15,0.013,0.093,570,0.072,0.483,0.001,0.000,0.517,519473,519025,1,1.000,0.000,0.089,1973043,0.020,0.259,0.001,163.41,143390,98,0.069,0.333,0.000,949721,1.05,16.23,0.002,0.017,0.002,6,10,22,64,450,27,0.09,0.0056
450000,2538,1.325,0.025,5.62,514354,500445,341,33,13606,5260,1635642.5,398.4,0.987,0.004,0.002,0.004,0.003,575,12.49,7.94,0.21,2.42,0.29,2.34,0.32,2.29,11.67,6.69,0.00,0.10,0.011,0.085,523,0.060,0.466,0.000,0.000,0.533,513918,513405,1,0.724,0.276,0.039,1607798,0.022,0.227,0.001,163.41,152021,295,0.076,0.424,0.000,1001522,1.07,16.20,0.004,0.002,0.001,6,11,20,64,455,30,0.09,0.0055
460000,2401,1.350,0.025,5.25,514445,503240,154,9,11179,6441,1626899.1,520.7,0.984,0.005,0.003,0.005,0.004,592,15.18,11.33,0.37,2.67,0.28,2.31,0.39,2.80,14.14,10.26,0.01,0.17,0.012,0.096,540,0.067,0.458,0.003,0.000,0.539,513997,513318,1,1.000,0.000,0.043,1508311,0.027,0.196,0.000,163.41,150312,127,0.081,0.667,0.000,1164638,1.10,14.57,0.012,0.033,0.002,7,11,29,64,448,28,0.09,0.0048
470000,2458,1.337,0.025,5.42,527114,515006,199,7,11845,7331,1629786.4,569.2,0.985,0.004,0.002,0.004,0.004,627,13.58,10.96,0.19,1.85,0.24,1.78,0.63,2.85,12.53,10.24,0.00,0.12,0.010,0.072,580,0.068,0.495,0.004,0.001,0.500,526659,526176,1,1.000,0.000,0.110,2020039,0.025,0.229,0.001,163.37,146539,676,0.078,0.429,0.001,1009568,1.06,15.79,0.002,0.009,0.001,5,10,29,64,425,29,0.13,0.0053
480000,2404,1.355,0.030,5.60,518571,506623,246,13,11743,5773,1613891.5,370.3,0.983,0.004,0.003,0.005,0.005,614,14.20,10.83,0.49,3.08,0.32,2.59,0.82,4.07,12.55,8.62,0.01,0.15,0.010,0.080,593,0.153,0.481,0.005,0.002,0.513,518151,517309,1,0.690,0.310,0.107,2641727,0.028,0.253,0.001,163.36,150186,101,0.064,0.615,0.002,1486054,1.17,15.46,0.015,0.029,0.003,6,10,24,64,451,30,0.15,0.0053
490000,2558,1.328,0.043,5.59,507921,496578,343,190,10656,8264,1618472.4,806.9,0.982,0.004,0.004,0.005,0.005,599,12.68,8.48,0.09,1.07,0.32,2.17,0.41,2.63,11.86,7.42,0.00,0.02,0.014,0.088,534,0.073,0.475,0.000,0.000,0.525,507524,506804,1,1.000,0.000,0.061,2111672,0.026,0.316,0.002,163.39,148835,417,0.098,0.595,0.000,1510643,1.04,16.00,0.004,0.008,0.000,6,10,22,64,455,32,0.11,0.0053
500000,2243,1.430,0.052,5.55,503178,492950,302,7,10234,5408,1633415.0,308.7,0.982,0.004,0.004,0.005,0.005,610,15.49,9.80,0.47,2.94,0.20,1.57,0.38,2.29,14.44,9.10,0.00,0.04,0.007,0.056,571,0.046,0.460,0.005,0.000,0.535,502742,502231,1,0.724,0.276,0.055,1995053,0.030,0.412,0.003,163.32,138757,436,0.057,0.286,0.000,1366803,1.18,14.10,0.007,0.020,0.000,6,14,26,64,428,28,0.18,0.0050
510000,2439,1.321,0.031,4.98,499909,489797,211,97,9608,17203,1618334.2,1605.0,0.983,0.004,0.003,0.005,0.005,656,13.70,10.56,0.27,2.34,0.49,3.03,0.85,4.07,12.10,8.91,0.00,0.06,0.019,0.107,581,0.058,0.488,0.003,0.000,0.509,499514,498830,1,1.000,0.000,0.091,2560848,0.023,0.247,0.001,163.31,139518,130,0.093,0.454,0.000,1358359,1.11,15.28,0.006,0.035,0.000,6,11,25,64,430,28,0.20,0.0055
520000,2485,1.337,0.024,4.70,511220,499833,270,34,11037,16786,1632640.6,1247.8,0.986,0.003,0.003,0.004,0.004,683,13.16,10.15,0.40,2.69,0.32,2.21,0.50,3.62,11.94,9.25,0.01,0.26,0.018,0.094,524,0.089,0.475,0.007,0.000,0.518,510856,510432,1,1.000,0.000,0.058,1909296,0.024,0.219,0.001,163.42,142735,164,0.074,0.618,0.000,1131392,1.15,15.03,0.008,0.022,0.002,6,11,23,64,453,32,0.09,0.0055
530000,2357,1.389,0.018,4.97,508646,496946,355,144,11329,17799,1623071.5,1754.3,0.986,0.003,0.003,0.004,0.005,682,13.69,9.34,0.46,2.77,0.39,2.85,0.34,2.10,12.50,8.01,0.02,0.33,0.014,0.095,596,0.053,0.485,0.005,0.000,0.511,508256,507710,1,0.998,0.002,0.042,1402310,0.028,0.177,0.000,163.41,137576,277,0.099,0.583,0.000,958791,1.17,15.05,0.004,0.061,0.005,6,12,24,64,430,28,0.09,0.0055
