step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,crowd_max,wasted,intake_per_gut
110000,1484,1.995,0.007,5.93,257072,246943,2,7210,2686,4777000,1574208.2,306493.8,0.720,0.003,0.003,0.133,0.140,702,28.33,20.57,10.36,13.82,2.74,5.41,0.38,2.70,14.85,12.61,1.01,1.70,0.068,0.126,764,0.104,0.431,0.324,0.042,0.203,257048,256610,2,0.426,0.441,0.038,476498,0.026,0.119,0.000,157.37,90121,62,0.064,0.667,0.149,89323790,3.47,8.05,0.095,0.790,0.273,8,21,63,64,150,63,6.38,0.0071
120000,1501,1.954,0.008,7.52,262126,252761,9,7208,2131,5150239,1582238.9,335487.1,0.662,0.003,0.004,0.164,0.167,595,26.21,20.64,8.76,12.85,2.27,5.22,0.15,1.44,15.03,14.50,0.87,1.69,0.054,0.116,654,0.148,0.410,0.324,0.051,0.215,262087,261404,3,0.305,0.536,0.033,675622,0.022,0.137,0.000,158.37,91480,60,0.065,0.669,0.157,129884021,3.23,9.12,0.133,0.735,0.239,7,17,64,64,162,71,5.38,0.0070
130000,1202,2.315,0.016,7.24,231504,220158,8,9690,1947,4919170,1561251.2,328242.7,0.612,0.005,0.005,0.188,0.191,595,34.39,22.43,13.24,15.06,3.70,6.68,0.32,2.06,17.13,17.36,1.32,1.91,0.088,0.138,535,0.081,0.416,0.397,0.023,0.164,231461,230578,5,0.673,0.114,0.042,620872,0.037,0.255,0.001,156.45,86524,65,0.067,0.655,0.173,136172517,4.47,6.98,0.254,0.723,0.349,8,30,64,64,148,61,7.30,0.0076
140000,1187,2.425,0.007,6.51,199273,187811,1,10906,570,5028047,1542508.4,333496.5,0.515,0.009,0.004,0.234,0.237,662,36.11,20.67,15.77,15.04,3.36,5.41,0.12,1.45,16.85,15.21,1.42,1.88,0.079,0.114,486,0.065,0.286,0.548,0.025,0.142,199224,198312,4,0.390,0.396,0.018,563965,0.037,0.131,0.000,153.79,73832,54,0.066,0.697,0.180,143880156,5.06,6.44,0.221,0.753,0.393,8,34,64,64,154,50,9.96,0.0077
150000,1234,2.341,0.006,7.87,182770,178783,14,3774,152,3629332,1597614.9,242408.2,0.601,0.013,0.004,0.189,0.193,765,35.24,21.05,15.01,15.62,3.01,5.10,0.06,1.11,17.15,14.44,1.18,1.78,0.070,0.113,667,0.062,0.351,0.450,0.051,0.148,182712,181712,3,0.575,0.339,0.013,312176,0.041,0.124,0.000,159.64,64439,53,0.067,0.685,0.147,89346121,4.83,6.89,0.155,0.788,0.322,8,33,64,64,169,54,4.11,0.0075
160000,1278,2.283,0.011,8.57,224019,219812,5,3616,542,4441450,1589886.8,299071.8,0.682,0.018,0.013,0.142,0.145,593,33.25,20.89,13.86,14.10,2.96,5.78,0.92,3.38,15.51,12.95,1.24,1.76,0.081,0.132,806,0.024,0.290,0.534,0.040,0.137,223985,222866,1,0.633,0.367,0.120,545720,0.033,0.188,0.001,158.46,84189,99,0.067,0.564,0.153,113735746,4.40,7.21,0.129,0.818,0.377,8,30,64,64,161,62,5.29,0.0080
170000,1578,1.852,0.010,5.93,247728,243259,3,2808,1358,4849572,1595595.8,317098.7,0.687,0.019,0.015,0.138,0.141,587,25.11,19.19,8.74,13.10,2.24,4.71,0.25,2.52,13.87,11.83,0.88,1.62,0.065,0.124,756,0.086,0.439,0.281,0.035,0.245,247691,246848,1,0.331,0.669,0.025,812486,0.024,0.158,0.000,160.44,90184,108,0.065,0.538,0.125,122029997,3.07,10.05,0.079,0.752,0.243,6,18,59,64,176,62,3.32,0.0073
180000,1709,1.815,0.008,5.60,276218,269909,13,3680,2485,5238751,1594280.0,356066.2,0.678,0.020,0.016,0.142,0.144,564,21.49,19.11,8.42,13.41,1.78,4.23,0.11,1.28,11.18,10.84,0.74,1.44,0.048,0.104,847,0.074,0.518,0.331,0.020,0.130,276189,275379,2,0.887,0.081,0.014,514121,0.038,0.154,0.000,160.11,90572,134,0.068,0.420,0.132,160438735,3.06,12.77,0.060,0.855,0.232,3,15,56,64,182,78,3.64,0.0083
190000,1615,1.761,0.006,5.16,301762,296139,13,2280,3424,4846413,1596128.2,332019.2,0.732,0.032,0.029,0.102,0.105,553,23.85,20.06,6.77,12.83,2.04,4.44,0.42,2.30,14.62,14.93,0.64,1.35,0.054,0.119,797,0.050,0.519,0.242,0.032,0.207,301742,300731,1,0.918,0.082,0.055,660237,0.031,0.117,0.000,160.69,91865,156,0.069,0.415,0.146,155024722,2.25,11.48,0.071,0.844,0.205,6,15,60,64,170,68,3.06,0.0068
200000,1882,1.629,0.005,5.77,309986,303934,38,2289,3458,6462996,1592260.5,422926.5,0.697,0.052,0.050,0.099,0.102,507,18.60,16.10,6.08,11.08,1.79,4.28,0.09,1.28,10.64,10.87,0.62,1.25,0.052,0.107,956,0.035,0.530,0.298,0.020,0.152,309965,308700,1,0.911,0.089,0.015,544284,0.027,0.108,0.000,160.60,90039,184,0.065,0.322,0.161,202962960,2.32,13.51,0.018,0.902,0.230,4,12,47,64,161,74,3.15,0.0080
210000,1914,1.587,0.006,5.02,308297,300002,16,3753,4494,6766890,1574151.1,445886.3,0.688,0.068,0.066,0.089,0.089,520,17.72,17.88,5.24,11.48,1.97,5.18,0.20,1.63,10.31,11.57,0.51,1.26,0.047,0.117,810,0.062,0.636,0.200,0.011,0.154,308275,306945,3,0.782,0.084,0.029,439078,0.028,0.130,0.000,160.15,86374,184,0.066,0.306,0.147,228463872,2.05,14.84,0.025,0.886,0.155,2,11,53,64,176,81,3.60,0.0080
220000,1798,1.610,0.005,5.35,328728,318532,39,3794,6479,5966159,1606401.1,394590.1,0.747,0.069,0.068,0.058,0.057,547,19.13,18.94,6.09,12.30,1.95,4.98,0.16,1.87,10.93,13.13,0.66,1.43,0.050,0.114,810,0.034,0.591,0.260,0.013,0.137,328695,327698,3,0.729,0.225,0.016,337862,0.029,0.115,0.000,161.11,85483,158,0.066,0.387,0.145,188479289,2.36,13.95,0.046,0.917,0.196,2,11,55,64,162,80,2.65,0.0082
230000,1952,1.616,0.003,5.31,306185,296801,60,4911,4259,6379210,1602656.0,421137.1,0.725,0.085,0.084,0.053,0.052,543,18.00,18.67,6.36,12.27,1.39,3.80,0.18,1.94,10.07,12.52,0.47,1.15,0.036,0.086,788,0.076,0.591,0.258,0.011,0.141,306150,304958,7,0.878,0.000,0.028,551421,0.023,0.075,0.000,159.59,88979,150,0.066,0.319,0.150,188997524,2.30,14.88,0.040,0.870,0.164,2,10,54,64,146,101,4.16,0.0082
240000,1838,1.691,0.005,4.77,330919,321880,129,2494,6530,4939823,1618708.9,338865.9,0.784,0.048,0.047,0.061,0.060,590,18.56,18.70,6.45,13.36,1.37,3.93,0.07,1.13,10.67,11.29,0.43,1.12,0.035,0.103,751,0.078,0.606,0.205,0.012,0.178,330899,330030,3,0.831,0.004,0.011,344197,0.028,0.095,0.000,161.31,77445,184,0.069,0.273,0.099,154268882,2.39,14.51,0.030,0.849,0.151,2,12,54,64,165,86,2.44,0.0083
250000,1843,1.649,0.005,4.66,325374,316278,157,2992,5942,5039763,1626453.8,328466.1,0.781,0.061,0.060,0.050,0.049,632,18.82,17.13,5.23,12.17,1.43,4.32,0.28,2.96,11.88,9.80,0.36,1.06,0.033,0.100,664,0.203,0.565,0.179,0.009,0.247,325350,324589,3,0.777,0.147,0.017,266637,0.030,0.097,0.000,161.18,71142,167,0.065,0.217,0.108,140360103,2.04,13.59,0.029,0.736,0.117,4,12,52,64,182,106,2.57,0.0074
260000,1955,1.567,0.005,4.39,334753,325391,167,2926,6157,4792442,1607889.2,312373.2,0.787,0.054,0.054,0.051,0.053,653,18.43,16.93,5.48,12.53,1.26,3.91,0.13,1.31,11.56,9.22,0.35,1.05,0.034,0.113,688,0.215,0.523,0.152,0.018,0.307,334731,333954,4,0.835,0.000,0.017,341246,0.026,0.110,0.000,160.75,70965,134,0.065,0.317,0.088,132766128,2.10,13.70,0.031,0.666,0.113,4,12,52,64,165,86,3.00,0.0071
270000,1889,1.591,0.005,4.99,320570,313034,134,2546,4922,5453252,1608800.4,368633.7,0.761,0.065,0.064,0.055,0.056,563,17.84,17.34,5.88,12.31,1.50,4.05,0.17,1.34,10.29,9.61,0.47,1.21,0.038,0.098,807,0.058,0.589,0.206,0.017,0.188,320551,319746,3,0.751,0.058,0.030,623522,0.014,0.099,0.000,161.16,84691,161,0.068,0.255,0.126,167098088,2.19,14.39,0.020,0.887,0.145,4,10,50,64,173,79,2.59,0.0083
280000,1910,1.595,0.005,4.42,316147,306893,170,3179,5884,5145290,1605432.9,366333.2,0.772,0.063,0.062,0.051,0.053,587,17.52,17.02,5.64,12.00,1.57,4.58,0.31,2.94,10.00,9.51,0.47,1.19,0.039,0.103,797,0.156,0.609,0.209,0.006,0.176,316133,315186,4,0.761,0.009,0.029,443319,0.019,0.122,0.000,160.60,76625,187,0.071,0.265,0.132,165777996,2.17,14.56,0.019,0.785,0.153,3,12,50,64,180,82,3.15,0.0084
290000,1956,1.660,0.005,4.95,313478,306092,154,2295,4891,5287058,1616722.1,359751.0,0.766,0.065,0.063,0.052,0.053,598,17.85,18.40,6.04,12.38,1.46,4.26,0.14,1.89,10.21,11.61,0.43,1.10,0.036,0.095,822,0.051,0.640,0.224,0.010,0.126,313453,312463,2,0.741,0.227,0.015,356769,0.021,0.107,0.000,161.25,74955,170,0.068,0.321,0.123,159999231,2.26,14.82,0.020,0.885,0.155,2,10,52,64,181,74,2.50,0.0081
300000,1804,1.672,0.005,5.04,291781,283169,179,4680,3905,5692353,1609401.4,395500.1,0.729,0.083,0.083,0.051,0.053,587,19.44,19.07,7.22,13.75,1.73,4.38,0.19,2.24,10.31,10.12,0.49,1.15,0.042,0.113,689,0.071,0.591,0.236,0.007,0.166,291754,290584,3,0.698,0.145,0.017,306704,0.017,0.117,0.000,159.94,75288,166,0.069,0.237,0.116,168923081,2.41,14.18,0.043,0.833,0.173,3,12,54,64,183,75,3.81,0.0087
310000,1607,1.884,0.004,4.83,291179,281599,288,4018,5471,4681538,1612037.4,326827.2,0.756,0.076,0.073,0.047,0.049,699,23.54,19.76,8.59,15.21,1.51,4.01,0.38,3.14,13.07,11.11,0.46,1.16,0.031,0.086,658,0.093,0.546,0.223,0.021,0.210,291151,289923,3,0.866,0.009,0.049,518881,0.019,0.092,0.000,160.06,72100,165,0.070,0.226,0.110,140180405,2.77,11.87,0.036,0.794,0.161,4,14,56,64,167,70,3.69,0.0077
320000,1897,1.656,0.003,4.29,294207,284261,363,3338,5955,4195424,1621900.6,295989.3,0.769,0.069,0.067,0.047,0.048,715,19.45,18.43,6.31,13.66,1.05,3.31,0.09,0.94,12.00,10.35,0.30,0.92,0.025,0.088,639,0.147,0.578,0.149,0.017,0.256,294181,293147,3,0.886,0.003,0.013,413190,0.020,0.067,0.000,160.85,70499,181,0.071,0.187,0.071,131722909,2.33,13.81,0.038,0.698,0.114,4,12,52,64,172,85,2.90,0.0071
330000,1528,1.962,0.005,4.91,281902,269756,348,6087,6080,4164535,1611675.0,297105.9,0.753,0.070,0.069,0.053,0.055,749,25.41,21.05,9.67,16.05,1.74,4.68,0.16,2.19,13.84,12.11,0.46,1.07,0.044,0.121,690,0.126,0.537,0.249,0.016,0.198,281878,280536,2,0.902,0.045,0.012,225533,0.025,0.093,0.000,160.26,70702,153,0.071,0.201,0.101,128313738,2.99,11.36,0.054,0.766,0.182,6,14,59,64,160,67,3.49,0.0076
340000,1484,1.981,0.005,4.93,256907,249089,442,2949,4471,4600831,1625740.5,308628.0,0.700,0.088,0.089,0.061,0.062,749,25.40,20.91,10.12,16.29,1.89,4.51,0.03,0.35,13.36,11.44,0.52,1.16,0.045,0.115,678,0.055,0.577,0.257,0.017,0.149,256873,256045,3,0.675,0.031,0.007,198682,0.021,0.109,0.000,161.21,68271,171,0.067,0.222,0.105,140205257,3.03,11.31,0.038,0.802,0.193,4,15,58,64,166,54,2.54,0.0082
350000,1515,1.985,0.007,4.96,256860,249374,431,3285,3739,4303076,1616981.2,300064.5,0.699,0.082,0.084,0.066,0.070,731,25.35,21.27,10.53,16.73,1.70,4.14,0.10,1.04,13.01,11.47,0.49,1.10,0.042,0.113,686,0.086,0.553,0.257,0.020,0.170,256832,255941,2,0.661,0.251,0.020,283290,0.020,0.112,0.000,160.63,68769,169,0.070,0.196,0.110,135499842,3.23,11.25,0.057,0.788,0.191,4,15,58,64,168,59,3.12,0.0082
360000,1507,2.016,0.007,4.72,265975,254595,392,5138,5858,3702692,1612353.1,277899.6,0.728,0.073,0.074,0.062,0.063,760,24.41,21.03,10.74,16.39,1.51,3.45,0.18,1.56,11.98,10.90,0.49,1.06,0.036,0.091,641,0.066,0.562,0.285,0.019,0.134,265948,264955,4,0.708,0.017,0.022,288892,0.018,0.140,0.000,159.87,61423,170,0.075,0.162,0.134,143869161,3.29,11.79,0.040,0.833,0.200,4,13,56,64,173,68,3.89,0.0089
370000,1560,1.955,0.006,4.41,254333,242136,387,6449,5308,3845969,1602999.8,294929.2,0.714,0.080,0.082,0.062,0.062,764,24.16,20.97,9.47,16.14,1.24,3.88,0.18,1.30,13.27,11.87,0.36,0.95,0.027,0.084,638,0.068,0.570,0.242,0.013,0.176,254308,253403,4,0.917,0.000,0.033,260414,0.026,0.120,0.000,159.21,59544,148,0.077,0.177,0.083,142257084,3.04,11.95,0.069,0.782,0.151,4,14,58,64,168,77,4.54,0.0077
380000,1547,1.954,0.008,5.09,232511,221546,376,6627,3975,4076578,1580534.1,315771.0,0.676,0.092,0.094,0.069,0.069,778,24.31,20.96,10.51,16.45,1.29,3.55,0.16,1.96,12.35,10.12,0.39,0.93,0.028,0.079,714,0.032,0.555,0.260,0.016,0.169,232486,231578,3,0.858,0.019,0.025,273030,0.027,0.148,0.000,157.64,60595,138,0.077,0.198,0.103,147664598,3.13,11.66,0.046,0.847,0.173,4,14,56,64,165,52,6.11,0.0083
390000,1625,1.885,0.006,5.85,229592,217968,410,7333,3803,4125743,1589950.8,316430.1,0.632,0.095,0.098,0.087,0.088,722,21.99,20.38,10.12,15.98,1.36,3.63,0.04,0.65,10.46,8.68,0.42,1.01,0.030,0.078,758,0.039,0.586,0.296,0.014,0.105,229571,228614,3,0.823,0.000,0.006,302877,0.017,0.110,0.000,158.65,71312,143,0.077,0.191,0.124,164768414,3.26,12.62,0.025,0.901,0.179,3,13,54,64,174,67,5.10,0.0094
400000,1637,1.881,0.006,5.66,232996,221880,376,7064,3664,4136295,1591897.0,319787.1,0.656,0.095,0.098,0.075,0.075,704,21.96,20.37,9.23,15.32,1.27,3.66,0.06,1.15,11.41,10.80,0.35,0.88,0.030,0.087,757,0.045,0.568,0.276,0.015,0.141,232978,231909,5,0.684,0.056,0.007,212753,0.025,0.133,0.000,158.65,71940,133,0.077,0.196,0.108,153323560,3.02,12.72,0.035,0.809,0.156,3,12,54,64,161,64,5.10,0.0085
410000,1382,2.068,0.007,5.87,232724,222482,385,6871,3241,4440204,1603159.6,327302.7,0.660,0.092,0.095,0.077,0.076,708,28.02,21.88,12.18,17.19,1.49,3.47,0.07,1.25,14.27,12.95,0.44,0.98,0.033,0.087,728,0.049,0.527,0.317,0.025,0.132,232694,231696,2,0.943,0.000,0.009,203004,0.022,0.139,0.000,159.25,70636,127,0.074,0.179,0.139,141722267,3.59,10.27,0.056,0.872,0.195,4,17,60,64,165,61,4.50,0.0081
420000,1545,1.959,0.006,5.89,221900,214057,398,4920,2362,4335370,1593936.1,324304.2,0.657,0.092,0.097,0.077,0.078,693,25.72,21.74,10.47,16.75,1.42,3.51,0.14,1.68,13.69,12.96,0.39,0.94,0.030,0.080,709,0.052,0.555,0.257,0.014,0.175,221873,220923,2,0.972,0.000,0.017,253223,0.018,0.104,0.000,158.20,74471,131,0.075,0.208,0.115,144650393,3.23,11.38,0.045,0.845,0.173,3,15,57,64,165,69,5.55,0.0075
430000,1482,2.043,0.005,6.22,226303,218505,376,4251,3234,4121232,1589998.4,310954.1,0.678,0.085,0.087,0.075,0.075,728,26.63,22.01,11.91,17.15,1.62,3.66,0.01,0.31,13.09,12.26,0.46,1.03,0.036,0.084,642,0.048,0.538,0.304,0.017,0.140,226270,225273,2,0.626,0.336,0.001,216187,0.031,0.094,0.000,157.71,66865,137,0.075,0.233,0.123,137027254,3.59,11.13,0.041,0.864,0.198,4,15,60,64,155,56,6.04,0.0082
440000,1531,2.006,0.006,5.97,236135,228328,391,3808,3559,4139214,1602542.0,308066.0,0.690,0.087,0.090,0.067,0.067,708,24.58,21.13,10.64,16.65,1.36,3.68,0.07,1.13,12.50,10.81,0.39,0.98,0.034,0.088,622,0.057,0.579,0.270,0.014,0.137,236108,235197,2,0.953,0.001,0.008,133384,0.032,0.111,0.000,159.04,68021,149,0.074,0.214,0.112,138528217,3.36,11.85,0.040,0.873,0.167,4,14,54,64,161,60,4.71,0.0084
450000,1634,1.891,0.008,5.60,248873,238592,407,5679,4092,4039001,1599414.8,304305.4,0.715,0.079,0.082,0.061,0.062,708,23.01,20.66,8.90,15.87,1.32,3.57,0.04,0.64,12.76,11.36,0.37,0.99,0.030,0.094,630,0.119,0.556,0.218,0.018,0.207,248849,247930,3,0.755,0.141,0.007,216210,0.021,0.136,0.000,158.67,71780,127,0.075,0.266,0.107,131827792,2.95,12.27,0.034,0.758,0.150,4,12,56,64,166,71,5.08,0.0077
460000,1580,1.922,0.006,5.78,255888,246469,335,4570,4568,3823982,1609385.4,289907.0,0.721,0.081,0.083,0.057,0.058,740,24.47,20.98,10.38,16.51,1.35,3.52,0.21,1.36,12.53,10.34,0.41,1.01,0.028,0.077,659,0.073,0.548,0.254,0.020,0.178,255863,254986,2,0.828,0.137,0.039,193109,0.031,0.127,0.000,159.70,72884,144,0.076,0.216,0.108,129469907,3.23,11.80,0.035,0.829,0.167,4,14,57,64,177,56,4.05,0.0081
470000,1460,2.060,0.006,6.51,236199,228554,374,4445,2946,3929834,1599575.6,302260.2,0.693,0.087,0.090,0.065,0.065,734,25.70,21.03,10.74,16.27,1.35,4.02,0.06,0.97,13.55,10.85,0.38,0.97,0.027,0.078,611,0.112,0.535,0.272,0.016,0.177,236170,235115,3,0.632,0.316,0.005,218496,0.029,0.136,0.000,158.71,74359,150,0.077,0.185,0.103,133678079,3.26,11.21,0.031,0.786,0.160,4,15,56,64,179,53,5.04,0.0081
480000,1468,2.034,0.006,6.23,234385,226990,416,4012,2959,3884770,1608992.2,296640.7,0.690,0.086,0.090,0.067,0.067,689,26.12,21.38,11.67,16.83,1.37,3.44,0.11,1.26,12.96,10.97,0.41,0.98,0.036,0.103,739,0.065,0.553,0.296,0.012,0.139,234351,233322,4,0.648,0.050,0.020,179982,0.022,0.132,0.000,159.17,75210,152,0.076,0.228,0.127,134812697,3.63,10.96,0.035,0.901,0.181,3,16,55,64,169,61,4.58,0.0085
490000,1524,2.028,0.006,5.64,221152,214681,416,3622,2377,3944343,1606661.8,302417.4,0.669,0.097,0.098,0.068,0.069,729,25.46,21.30,11.38,16.89,1.45,3.73,0.01,0.23,12.62,10.53,0.43,0.98,0.033,0.087,652,0.062,0.537,0.301,0.012,0.150,221133,220167,5,0.663,0.026,0.004,246423,0.022,0.114,0.000,158.68,73286,141,0.077,0.216,0.113,140781694,3.47,11.24,0.034,0.881,0.192,4,16,56,64,164,69,5.07,0.0084
500000,1476,2.059,0.005,6.07,223197,216323,448,3635,2839,3654440,1598462.4,285273.2,0.670,0.095,0.096,0.069,0.070,739,26.70,22.13,11.58,16.98,1.69,4.08,0.00,0.08,13.43,12.93,0.45,1.05,0.043,0.096,740,0.058,0.537,0.297,0.026,0.140,223173,222125,4,0.606,0.208,0.002,117895,0.029,0.094,0.000,158.64,64645,130,0.078,0.264,0.136,137103955,3.56,10.90,0.056,0.862,0.186,4,16,58,64,169,85,5.11,0.0081
510000,1402,2.101,0.005,5.71,218996,213824,448,2516,2282,3973641,1605704.1,296756.7,0.664,0.094,0.096,0.073,0.074,775,28.83,21.12,11.78,16.79,1.82,4.45,0.10,1.47,15.13,12.53,0.49,1.13,0.042,0.103,682,0.066,0.494,0.293,0.024,0.188,218975,217871,3,0.628,0.313,0.011,155245,0.025,0.088,0.000,159.42,70185,165,0.075,0.196,0.143,138320623,3.53,9.58,0.061,0.862,0.191,6,20,59,64,159,56,4.33,0.0076
520000,1426,2.137,0.007,5.96,215588,210145,402,2976,2041,4209665,1600357.4,312152.1,0.648,0.101,0.103,0.073,0.074,779,26.83,21.81,11.39,16.31,1.94,4.78,0.55,3.21,12.95,11.63,0.50,1.09,0.044,0.103,755,0.050,0.548,0.311,0.022,0.119,215553,214602,6,0.602,0.151,0.067,241876,0.021,0.135,0.000,159.00,66925,154,0.074,0.215,0.129,142789866,3.35,11.00,0.048,0.863,0.204,4,16,58,64,174,60,4.76,0.0087
530000,1481,2.057,0.005,5.75,221746,215873,378,2981,2459,3970316,1600543.4,302113.8,0.673,0.094,0.097,0.068,0.068,737,25.94,21.57,10.46,16.47,1.49,4.03,0.02,0.52,13.97,12.51,0.42,0.99,0.033,0.095,700,0.058,0.558,0.256,0.022,0.164,221711,220858,6,0.678,0.151,0.004,312612,0.022,0.100,0.000,158.86,71493,158,0.076,0.206,0.120,141179620,3.17,11.32,0.045,0.891,0.180,4,15,57,64,159,56,4.89,0.0077
