step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,crowd_max,wasted,intake_per_gut
190000,1298,2.264,0.007,8.15,220184,217387,173,1135,1543,4680130,1563799.5,309623.5,0.652,0.103,0.109,0.067,0.069,604,30.69,23.49,14.87,19.85,1.74,3.62,0.21,1.46,13.87,11.44,0.62,1.31,0.045,0.126,621,0.048,0.486,0.300,0.009,0.205,220139,218646,7,0.351,0.133,0.036,328169,0.039,0.153,0.000,155.72,81018,132,0.066,0.497,0.097,99920009,4.84,9.36,0.210,0.637,0.203,5,19,64,64,161,51,8.03,0.0087
200000,1285,2.275,0.010,8.21,191726,187857,185,2202,1495,3909058,1527765.6,277334.9,0.637,0.105,0.110,0.074,0.074,599,29.15,25.10,14.38,20.13,1.28,3.35,0.17,1.87,13.33,13.73,0.48,1.15,0.025,0.068,542,0.033,0.602,0.272,0.006,0.121,191677,190153,6,0.152,0.538,0.023,577245,0.029,0.197,0.001,152.22,76686,162,0.071,0.327,0.079,97787714,4.78,10.91,0.194,0.714,0.170,2,16,64,64,159,67,11.53,0.0089
210000,1282,2.228,0.008,7.70,170492,167338,225,1348,1584,3419047,1526446.0,254749.2,0.634,0.108,0.112,0.072,0.074,722,29.96,24.20,15.15,19.46,1.31,3.36,0.15,1.45,13.36,14.23,0.52,1.20,0.026,0.067,590,0.059,0.568,0.331,0.004,0.098,170451,169032,4,0.634,0.123,0.023,443361,0.043,0.168,0.001,151.95,66258,146,0.075,0.375,0.108,103271969,5.05,10.05,0.173,0.761,0.177,3,22,64,64,163,57,11.81,0.0089
220000,1448,2.027,0.007,7.82,162692,159979,267,1295,985,3640429,1533982.1,262265.2,0.592,0.119,0.123,0.081,0.084,753,26.63,22.51,12.11,18.99,1.26,2.92,0.17,1.50,13.09,11.16,0.44,1.09,0.035,0.095,778,0.047,0.548,0.251,0.012,0.189,162634,160951,8,0.175,0.335,0.032,399179,0.034,0.159,0.001,152.97,63189,145,0.072,0.355,0.094,106652132,4.15,10.51,0.130,0.733,0.162,4,18,64,64,158,67,10.78,0.0081
230000,1175,2.585,0.006,8.91,162079,159381,259,1686,1026,3309519,1542739.5,246149.1,0.574,0.124,0.127,0.087,0.088,707,36.26,22.99,18.71,20.90,1.46,3.25,0.58,3.54,15.51,12.62,0.55,1.21,0.031,0.077,640,0.046,0.477,0.352,0.010,0.160,162032,160703,8,0.270,0.117,0.068,520000,0.027,0.123,0.000,153.28,64847,176,0.074,0.292,0.095,108715313,5.86,7.65,0.233,0.700,0.194,6,39,64,64,154,41,10.47,0.0085
240000,1372,2.240,0.003,7.39,205093,202008,228,1008,1652,3946473,1594505.2,267417.3,0.630,0.097,0.099,0.086,0.088,676,30.66,22.51,14.35,18.89,1.75,4.84,0.09,1.39,14.47,12.45,0.54,1.28,0.044,0.122,738,0.021,0.519,0.281,0.015,0.185,205042,203652,13,0.273,0.024,0.014,355729,0.033,0.076,0.000,159.02,74578,153,0.068,0.412,0.098,114492503,4.70,9.33,0.167,0.800,0.166,6,22,64,64,171,59,4.74,0.0080
250000,1489,1.987,0.006,7.13,241802,237122,205,1510,2848,3986750,1608253.6,275262.8,0.717,0.073,0.074,0.068,0.068,672,27.18,22.00,12.15,18.69,1.47,3.60,0.23,1.48,13.33,11.22,0.49,1.19,0.038,0.112,793,0.030,0.570,0.208,0.017,0.206,241757,240690,8,0.645,0.137,0.049,435040,0.028,0.119,0.000,159.90,77343,126,0.069,0.503,0.113,99291877,4.08,10.66,0.143,0.758,0.162,4,17,64,64,167,62,3.85,0.0081
260000,1826,1.754,0.005,6.88,322378,312281,153,2202,7405,4259552,1615691.6,284926.9,0.832,0.039,0.040,0.044,0.045,567,19.31,19.68,7.64,15.62,1.24,3.62,0.23,1.59,10.20,10.05,0.40,1.08,0.030,0.097,706,0.053,0.608,0.187,0.009,0.196,322328,321077,7,0.489,0.260,0.039,583712,0.023,0.101,0.000,161.31,90509,224,0.067,0.371,0.110,89998295,3.00,14.22,0.085,0.801,0.132,4,10,58,64,163,88,2.44,0.0087
270000,1510,1.881,0.005,7.42,308928,302009,205,1384,5646,4693326,1613546.5,318717.4,0.799,0.050,0.050,0.051,0.050,542,25.01,21.33,8.32,17.25,2.42,6.60,0.27,1.92,13.99,13.82,0.45,1.14,0.067,0.198,740,0.044,0.552,0.189,0.009,0.250,308896,307821,6,0.498,0.332,0.044,555911,0.029,0.113,0.000,160.57,95813,151,0.068,0.459,0.096,99426083,3.25,11.58,0.137,0.721,0.155,5,16,64,64,172,54,3.18,0.0076
280000,1582,1.778,0.007,7.78,299460,293220,216,1819,4133,5019034,1604545.6,342494.6,0.784,0.059,0.057,0.052,0.048,529,21.63,20.61,7.79,16.15,1.30,3.91,0.16,1.21,12.38,11.91,0.41,1.12,0.028,0.089,734,0.078,0.534,0.213,0.011,0.242,299432,297831,7,0.393,0.391,0.025,706024,0.023,0.145,0.001,160.03,97726,205,0.068,0.308,0.084,98603158,3.11,12.79,0.107,0.640,0.136,3,12,64,64,175,70,3.72,0.0082
290000,1689,1.825,0.006,7.88,294295,287774,186,1923,4305,4356387,1539917.0,300572.8,0.772,0.062,0.064,0.051,0.050,534,22.30,20.23,9.33,16.89,1.35,4.13,0.18,1.70,11.44,9.98,0.38,1.08,0.037,0.115,833,0.066,0.541,0.201,0.009,0.249,294216,292704,10,0.318,0.009,0.032,658250,0.029,0.120,0.000,153.67,98335,185,0.069,0.369,0.089,91099478,3.50,12.31,0.108,0.725,0.126,4,12,64,64,165,75,10.08,0.0080
300000,1884,1.638,0.005,7.97,291012,284294,201,2246,4076,4488549,1536714.6,314896.6,0.765,0.065,0.067,0.051,0.053,510,18.51,19.40,6.85,15.63,1.05,3.12,0.27,2.09,10.33,8.59,0.31,1.00,0.029,0.096,800,0.060,0.605,0.143,0.007,0.245,290958,289239,10,0.328,0.127,0.046,786295,0.036,0.121,0.000,154.11,97330,195,0.070,0.320,0.069,95206017,2.81,14.31,0.091,0.711,0.101,2,11,61,64,177,81,9.64,0.0079
310000,1618,1.878,0.006,7.68,274481,268911,199,1920,3717,4192554,1559017.8,305884.7,0.759,0.063,0.063,0.057,0.057,578,23.74,22.26,10.18,17.71,1.35,3.56,0.14,0.98,12.08,11.80,0.38,1.04,0.034,0.096,715,0.095,0.631,0.203,0.005,0.161,274424,272710,7,0.270,0.426,0.042,841456,0.027,0.117,0.000,155.64,91037,185,0.073,0.283,0.098,93410650,3.66,12.38,0.115,0.782,0.130,3,13,64,64,173,73,8.11,0.0080
320000,1259,2.255,0.008,7.90,246651,242985,253,1003,2769,3530203,1585110.6,261446.8,0.735,0.058,0.064,0.074,0.068,621,31.00,22.99,14.20,18.99,1.41,4.05,0.52,2.43,14.87,11.60,0.39,1.08,0.030,0.091,660,0.033,0.570,0.245,0.009,0.176,246604,245025,7,0.561,0.145,0.080,604412,0.027,0.175,0.001,157.95,83850,228,0.074,0.274,0.083,93753823,4.65,9.17,0.149,0.674,0.131,4,24,64,64,175,53,5.80,0.0085
330000,1396,2.161,0.008,7.45,238633,233693,217,1179,3407,3242833,1566535.9,232804.2,0.683,0.068,0.072,0.091,0.086,644,28.32,23.12,14.21,17.81,1.28,3.92,0.08,1.39,12.76,10.35,0.32,0.98,0.030,0.092,703,0.070,0.592,0.210,0.014,0.184,238590,236620,9,0.330,0.259,0.012,482981,0.029,0.175,0.001,156.35,77551,218,0.072,0.391,0.097,89724029,4.59,10.35,0.121,0.737,0.107,3,20,64,64,173,56,7.40,0.0088
340000,1562,1.925,0.006,7.28,260639,254257,225,1295,4696,3192663,1592819.1,230416.6,0.766,0.052,0.054,0.064,0.063,621,24.49,20.25,10.12,16.90,1.36,3.74,0.12,1.08,12.88,10.12,0.46,1.23,0.029,0.084,631,0.094,0.544,0.198,0.012,0.246,260602,259187,7,0.740,0.047,0.022,323944,0.025,0.141,0.000,158.77,81839,158,0.072,0.421,0.094,86407734,3.48,11.55,0.064,0.713,0.132,6,14,58,64,176,66,4.98,0.0079
350000,1737,1.773,0.006,7.45,320036,311781,132,691,7257,3984175,1595375.4,261084.9,0.776,0.048,0.050,0.062,0.064,517,21.26,19.05,8.61,14.79,1.16,3.93,0.07,0.85,11.41,9.04,0.33,1.06,0.031,0.106,766,0.142,0.511,0.200,0.006,0.283,320004,318514,7,0.371,0.432,0.010,283285,0.024,0.117,0.000,159.54,101795,135,0.066,0.521,0.063,88549683,3.20,12.48,0.051,0.694,0.096,4,12,57,64,169,75,4.21,0.0080
360000,1470,2.006,0.008,8.27,271311,262998,135,2720,5725,3270970,1549100.2,253725.9,0.748,0.058,0.060,0.066,0.067,555,24.10,20.60,9.75,16.85,0.88,2.96,0.60,3.57,12.87,10.92,0.34,1.08,0.021,0.080,610,0.167,0.531,0.208,0.003,0.259,271254,269529,9,0.403,0.048,0.050,200031,0.036,0.185,0.001,154.11,90581,176,0.078,0.345,0.061,98802475,3.55,11.77,0.068,0.635,0.098,4,12,60,64,155,62,9.64,0.0082
370000,1709,1.807,0.004,8.05,274974,267675,169,2557,4334,4309011,1593437.2,294156.2,0.793,0.051,0.051,0.052,0.053,507,22.44,20.71,9.18,17.09,1.04,3.24,0.06,1.37,12.15,10.65,0.35,1.07,0.023,0.080,763,0.101,0.575,0.197,0.009,0.219,274944,273493,8,0.507,0.337,0.007,272336,0.023,0.081,0.000,159.31,101307,201,0.068,0.285,0.082,91943888,3.45,12.19,0.080,0.695,0.106,3,12,62,64,163,67,4.44,0.0077
380000,1675,1.850,0.007,7.64,264828,260427,201,1188,3046,3922474,1582853.5,277751.6,0.762,0.058,0.059,0.061,0.059,534,21.26,20.48,8.30,15.24,1.04,3.40,0.12,0.95,11.81,10.09,0.33,1.06,0.026,0.090,812,0.051,0.585,0.202,0.014,0.199,264781,263362,9,0.449,0.297,0.035,400726,0.024,0.142,0.000,158.05,93337,189,0.071,0.376,0.076,93783575,3.12,12.91,0.069,0.788,0.100,3,12,60,64,182,93,5.70,0.0080
390000,1506,2.018,0.005,7.59,220714,215261,221,1990,3411,3879559,1589356.5,270638.0,0.662,0.080,0.084,0.089,0.084,615,25.75,22.54,12.16,17.24,1.11,3.15,0.17,1.73,12.30,11.00,0.42,1.16,0.024,0.072,735,0.080,0.553,0.299,0.007,0.140,220644,219115,9,0.456,0.007,0.024,357344,0.034,0.102,0.000,158.57,78033,175,0.070,0.362,0.086,116218073,4.14,11.59,0.121,0.774,0.127,4,14,64,64,150,64,5.19,0.0086
400000,1545,2.020,0.005,8.00,227524,222654,294,870,3667,3689915,1614376.0,257144.0,0.676,0.080,0.082,0.083,0.079,608,24.27,21.41,12.38,17.32,1.15,3.22,0.13,0.95,10.61,10.15,0.44,1.16,0.027,0.077,699,0.033,0.599,0.291,0.009,0.101,227467,226082,14,0.360,0.292,0.041,319566,0.033,0.115,0.000,161.09,78020,234,0.070,0.282,0.107,118241595,4.21,12.19,0.070,0.860,0.143,3,14,60,64,154,73,2.66,0.0098
410000,1635,1.873,0.004,7.18,237643,231908,322,1508,3815,3563309,1605637.4,260441.2,0.680,0.080,0.083,0.080,0.078,601,22.26,20.69,9.58,16.45,1.17,3.65,0.09,1.15,11.42,9.47,0.39,1.14,0.029,0.092,740,0.031,0.605,0.209,0.017,0.170,237599,236242,13,0.702,0.012,0.012,240152,0.040,0.088,0.000,160.67,79616,188,0.073,0.322,0.083,129358433,3.44,12.97,0.069,0.823,0.114,4,12,58,64,164,61,3.08,0.0086
420000,1654,1.853,0.004,7.22,286092,280459,199,1219,4196,3497341,1600974.8,258459.8,0.741,0.068,0.069,0.062,0.061,545,22.42,21.10,9.38,16.57,1.30,4.00,0.62,2.87,11.12,8.47,0.43,1.21,0.027,0.082,800,0.048,0.586,0.185,0.012,0.216,286031,284462,11,0.256,0.505,0.078,423744,0.045,0.102,0.000,159.96,96242,158,0.074,0.382,0.073,113242194,3.39,12.34,0.081,0.731,0.122,4,12,62,64,181,59,3.79,0.0087
430000,1814,1.739,0.005,6.77,294696,288747,183,926,4680,3481196,1601733.2,253727.1,0.747,0.071,0.072,0.054,0.056,579,20.27,19.31,7.91,15.10,0.99,3.33,0.12,1.27,11.25,8.47,0.31,1.02,0.023,0.078,784,0.060,0.571,0.180,0.008,0.241,294641,293349,11,0.266,0.484,0.021,497469,0.052,0.086,0.000,160.21,92516,243,0.073,0.436,0.061,107981603,2.98,13.17,0.051,0.756,0.090,4,12,58,64,168,74,3.54,0.0079
440000,1686,1.789,0.006,7.00,293824,288834,144,680,4294,3673416,1598270.4,263163.8,0.729,0.079,0.079,0.056,0.057,557,20.56,21.21,8.38,16.06,0.99,3.46,0.13,1.52,11.06,10.17,0.31,0.99,0.022,0.077,738,0.049,0.612,0.189,0.010,0.189,293777,292788,11,0.743,0.000,0.015,489245,0.067,0.138,0.000,160.74,97113,217,0.072,0.418,0.068,121926440,3.16,13.66,0.085,0.738,0.100,3,11,63,64,183,78,3.01,0.0086
450000,1786,1.682,0.007,6.86,262370,256262,226,1893,3889,3959401,1594649.5,278915.2,0.689,0.089,0.089,0.067,0.067,566,18.95,18.82,6.79,15.39,1.07,3.38,0.13,1.43,10.95,9.90,0.34,1.05,0.024,0.077,747,0.101,0.594,0.186,0.006,0.214,262311,260717,12,0.347,0.321,0.021,394749,0.060,0.152,0.000,159.76,87323,223,0.070,0.293,0.094,140658318,2.81,14.24,0.052,0.732,0.105,4,12,57,64,173,76,3.99,0.0082
460000,1774,1.713,0.006,7.04,350166,344030,214,747,5187,5903148,1616793.1,358204.2,0.790,0.050,0.051,0.056,0.052,482,20.66,20.42,7.67,16.41,1.45,3.86,0.15,1.51,11.39,11.44,0.41,1.17,0.037,0.099,769,0.051,0.626,0.165,0.010,0.200,350135,348607,10,0.673,0.165,0.022,387195,0.041,0.104,0.000,161.87,114829,197,0.061,0.438,0.104,113662007,3.05,13.64,0.055,0.779,0.116,3,12,60,64,186,77,1.88,0.0080
470000,1808,1.688,0.006,7.34,345911,338416,174,2494,4793,5008469,1611862.5,340894.2,0.831,0.045,0.046,0.040,0.037,463,18.48,19.65,7.10,15.72,0.99,3.26,0.12,1.37,10.27,8.78,0.33,1.07,0.023,0.076,761,0.062,0.606,0.155,0.004,0.234,345879,344265,8,0.567,0.017,0.026,549840,0.023,0.132,0.000,160.98,118301,197,0.068,0.247,0.077,95563486,2.87,14.30,0.072,0.790,0.097,3,10,60,64,176,63,2.78,0.0087
480000,1666,1.814,0.005,7.77,298201,290390,278,2556,5119,4458107,1579801.6,324741.1,0.789,0.054,0.054,0.052,0.051,476,21.84,20.88,8.47,17.24,1.31,3.78,0.04,0.44,12.02,10.69,0.42,1.15,0.032,0.096,773,0.040,0.646,0.173,0.010,0.170,298160,296172,12,0.587,0.059,0.011,327547,0.030,0.087,0.000,158.29,104869,177,0.073,0.315,0.094,108705391,3.26,12.97,0.095,0.804,0.127,4,13,63,64,182,69,5.46,0.0079
490000,1831,1.673,0.005,7.77,286942,278889,275,2252,5361,4357779,1561109.6,308152.8,0.672,0.084,0.087,0.077,0.079,461,17.76,18.83,6.13,15.05,0.86,2.90,0.06,0.83,10.70,9.59,0.30,0.97,0.020,0.077,731,0.119,0.645,0.126,0.007,0.222,286890,284154,14,0.507,0.097,0.021,361054,0.035,0.129,0.000,157.19,104330,242,0.071,0.293,0.076,176542105,2.60,14.58,0.056,0.734,0.099,3,11,57,64,195,82,6.56,0.0080
500000,1969,1.586,0.005,6.91,309044,299466,216,2139,7085,4395115,1597072.0,297182.4,0.685,0.089,0.091,0.067,0.069,451,18.05,18.48,5.47,14.69,0.98,3.27,0.06,0.84,11.54,10.52,0.26,0.90,0.028,0.105,688,0.174,0.631,0.111,0.006,0.251,308998,306609,10,0.688,0.050,0.013,255892,0.034,0.122,0.000,159.82,109916,225,0.068,0.282,0.074,198813809,2.50,14.61,0.073,0.622,0.087,4,12,57,64,197,77,3.93,0.0070
510000,1667,1.826,0.006,6.43,297046,286341,269,3073,7665,4235580,1608655.1,291270.8,0.792,0.058,0.059,0.045,0.046,617,21.92,19.91,8.08,16.54,0.91,2.75,0.15,1.18,12.79,9.62,0.35,1.03,0.022,0.071,779,0.133,0.530,0.172,0.013,0.285,297017,295404,7,0.810,0.000,0.025,462253,0.028,0.128,0.000,159.44,91820,209,0.069,0.264,0.067,102137756,3.15,12.33,0.098,0.654,0.120,5,12,63,64,170,63,4.31,0.0075
520000,1661,1.886,0.005,6.11,310320,301621,253,2048,6404,4568944,1616768.0,304943.9,0.813,0.051,0.050,0.042,0.044,627,21.43,21.51,8.82,17.86,1.26,3.19,0.13,1.05,11.22,10.50,0.41,1.08,0.035,0.100,741,0.072,0.610,0.184,0.005,0.200,310286,309020,8,0.804,0.033,0.031,410805,0.038,0.097,0.000,160.81,90367,208,0.067,0.225,0.084,86487192,3.47,13.50,0.128,0.715,0.142,3,12,64,64,170,71,2.94,0.0087
530000,1394,2.139,0.006,6.92,243176,236333,261,3664,3185,4476793,1579298.6,308682.3,0.745,0.074,0.074,0.053,0.054,668,28.76,24.44,12.46,20.05,2.02,5.05,0.39,2.59,13.89,13.67,0.53,1.17,0.049,0.127,563,0.079,0.562,0.253,0.009,0.176,243134,241463,4,0.737,0.015,0.060,404647,0.037,0.147,0.000,156.71,78012,193,0.069,0.193,0.093,100278167,4.51,10.80,0.245,0.611,0.194,4,15,64,64,177,53,7.04,0.0082
