step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung
110000,1236,1.963,0.518,7.54,103020,98457,18,2229,2363,133647,727139.8,441952.7,0.030,0.650,0.105,0.215,145,19.51,12.29,0.07,0.82,0.91,4.80,0.11,1.15,15.75,5.64,0.00,0.00,0.016,0.072,288,0.112,0.044,0.946,0.001,0.009,133014,114642,4,0.903,0.051,0.020,777972,0.146,1.789,0.037,21.46,48917,203,3.307,0.298,0.275,7839339,1.02,8.23,0.000,0.048,0.000,11.6,16.7,27.9,104.3,20818,0.079,0.00,0.0037,0.089,123,0.684,0.000,0.751,0.277,4.15,4.70,7.34,0.01,0.006,1.02,1.03,1.02,0.688,0.00525,2.27,104.1615,3515.13,115720.0,139958.7,70.410,73.8667,102.576,305.622,0.877,0.364,6.0,6.483,203.860,626,1814.3,47.48,18.276,121.852,2395.5,88.692,0.134,2.00,10.3897,12841.6,0.8282,0.3865,16.84,1.128,0.163,1.3183,0.0000,0.437,0.071,0.174,62.8627
120000,1252,1.871,0.509,7.32,57396,55917,1,295,1167,21169,394032.2,189057.9,0.021,0.647,0.074,0.259,177,16.95,7.39,0.13,1.05,0.12,1.68,0.29,1.27,14.80,6.03,0.00,0.00,0.004,0.049,275,0.083,0.035,0.952,0.000,0.013,51529,44964,2,0.918,0.076,0.093,394019,0.154,1.574,0.036,18.83,20637,151,8.931,0.363,0.192,3381660,1.03,8.36,0.001,0.018,0.000,10.6,15.7,23.3,65.0,19207,0.073,0.00,0.0021,0.076,120,0.576,0.000,0.660,0.080,4.19,4.30,7.77,0.00,0.002,1.01,1.04,1.04,0.577,0.00326,1.16,53.3791,3419.60,115348.5,139958.7,35.241,40.3875,54.912,185.592,0.857,0.360,5.6,4.082,104.468,729,2114.8,32.74,16.465,56.449,2066.7,40.187,0.134,2.00,10.7809,13497.7,0.9201,0.3407,15.34,1.107,0.081,0.6817,0.0000,0.440,0.055,0.101,30.7769
130000,1093,2.040,0.548,7.89,97738,91610,10,4035,2242,211101,704328.4,432686.4,0.026,0.651,0.090,0.233,142,19.63,13.83,0.15,1.19,1.12,4.50,0.39,1.48,15.29,6.85,0.00,0.00,0.022,0.086,364,0.064,0.049,0.934,0.000,0.016,135075,117421,2,0.919,0.065,0.178,1851182,0.142,1.745,0.041,21.25,48300,214,2.050,0.269,0.210,7525329,1.04,8.56,0.002,0.116,0.000,9.8,16.1,30.8,104.3,18531,0.071,0.00,0.0042,0.091,110,0.686,0.000,0.714,0.321,4.23,4.44,7.54,0.01,0.003,1.02,1.05,1.06,0.693,0.00584,2.52,94.9818,3641.41,115429.3,139958.7,68.433,76.7010,96.237,314.556,0.859,0.364,6.3,6.383,201.948,683,1992.8,32.72,18.151,123.789,2578.0,86.004,0.134,2.00,11.7954,12892.4,1.0019,0.4058,16.95,1.128,0.154,1.3183,0.0000,0.450,0.055,0.154,61.9657
140000,905,2.122,0.550,7.65,55717,54102,0,923,880,52043,391223.4,195503.5,0.017,0.664,0.076,0.243,176,23.37,16.43,0.17,1.10,2.51,6.19,1.69,3.21,16.40,8.39,0.01,0.17,0.053,0.135,409,0.056,0.031,0.945,0.000,0.024,51348,44051,1,0.785,0.215,0.429,2512385,0.131,1.586,0.042,19.24,20116,166,3.757,0.304,0.239,3314639,1.05,7.76,0.011,0.215,0.001,10.3,16.7,53.7,98.1,18800,0.072,0.00,0.0026,0.106,120,0.561,0.000,0.633,0.094,4.52,4.88,7.43,0.01,0.002,1.03,1.06,1.05,0.564,0.00482,1.28,52.2817,2857.55,120419.1,139958.7,34.028,41.1150,54.680,191.113,0.902,0.375,9.8,4.366,103.826,853,2600.7,23.91,16.743,57.140,2720.0,40.015,0.135,1.99,9.0367,8178.2,0.7239,0.3389,20.77,1.132,0.094,0.6817,0.0000,0.450,0.045,0.115,31.4004
150000,977,2.264,0.553,8.63,83446,77133,14,4845,1382,359151,692081.8,412270.5,0.027,0.684,0.088,0.201,140,25.41,22.19,0.17,1.21,2.38,6.82,0.49,1.73,16.98,7.91,0.00,0.10,0.038,0.109,400,0.036,0.056,0.931,0.000,0.012,113223,97478,3,0.417,0.508,0.143,2466478,0.134,1.761,0.041,22.70,41562,200,1.148,0.273,0.218,5863180,1.04,7.86,0.025,0.151,0.002,12.6,18.2,50.7,119.5,19557,0.075,0.00,0.0042,0.086,108,0.633,0.000,0.689,0.320,4.34,4.65,7.53,0.01,0.005,1.02,1.06,1.05,0.647,0.00846,2.32,82.9906,3422.32,118417.6,139958.7,66.230,79.3561,89.812,327.335,0.945,0.363,7.7,8.267,203.135,740,2276.9,35.85,21.082,124.744,2630.0,82.014,0.134,2.00,9.9905,9760.8,0.7472,0.3454,20.02,1.191,0.225,1.3183,0.0000,0.415,0.096,0.100,59.6195
160000,1236,1.925,0.486,8.62,57192,55390,0,594,949,41372,405133.7,190322.4,0.016,0.660,0.072,0.252,179,18.56,8.40,0.20,1.58,0.55,3.76,0.38,1.53,15.20,5.03,0.00,0.04,0.013,0.074,328,0.116,0.061,0.924,0.000,0.015,50075,41925,1,0.447,0.553,0.121,896734,0.137,1.517,0.038,19.93,21326,156,4.600,0.295,0.209,3084689,1.05,8.57,0.000,0.041,0.002,11.6,17.6,23.8,86.0,20174,0.077,0.00,0.0022,0.082,132,0.534,0.000,0.641,0.072,3.96,4.24,7.61,0.01,0.004,1.01,1.06,1.06,0.536,0.00394,1.27,52.6456,3273.96,117834.5,139958.7,33.922,40.1850,55.725,192.960,0.871,0.365,6.4,4.868,103.431,688,1942.7,34.08,17.350,56.573,2009.2,40.407,0.135,1.99,9.1511,11310.8,0.7671,0.3003,16.32,1.136,0.090,0.6817,0.0000,0.432,0.055,0.091,31.3884
170000,1052,2.039,0.559,8.59,95779,91745,28,2452,1738,146207,694413.8,420107.6,0.031,0.653,0.104,0.212,139,21.16,15.26,0.29,1.90,1.51,5.69,0.43,1.63,15.81,7.11,0.00,0.09,0.027,0.093,396,0.088,0.029,0.954,0.000,0.016,127115,108632,7,0.287,0.607,0.145,1632613,0.152,1.799,0.041,21.13,49109,211,2.873,0.258,0.218,7375239,1.08,8.09,0.001,0.115,0.001,9.9,17.1,33.3,107.6,18979,0.072,0.00,0.0042,0.071,94,0.686,0.000,0.733,0.296,4.28,4.72,7.49,0.01,0.004,1.02,1.10,1.10,0.691,0.00590,2.46,97.2535,3359.55,116753.8,139958.7,70.228,76.8583,96.704,305.850,0.863,0.359,4.7,6.202,201.708,728,2180.3,46.63,18.019,122.168,2864.7,85.193,0.135,2.00,10.8900,11456.2,0.8549,0.4387,18.04,1.136,0.147,1.3183,0.0000,0.453,0.069,0.222,60.1321
180000,1173,1.903,0.502,8.71,55019,53847,2,254,795,19354,387657.3,182991.3,0.021,0.663,0.085,0.231,175,18.70,7.27,0.26,1.62,0.23,1.40,0.35,1.28,15.98,5.53,0.00,0.00,0.010,0.057,330,0.051,0.048,0.945,0.000,0.008,50059,42491,3,0.653,0.215,0.148,1485092,0.126,1.527,0.039,19.13,21569,185,9.455,0.217,0.196,3278717,1.06,8.31,0.000,0.025,0.000,12.2,17.7,26.1,102.8,19724,0.075,0.00,0.0021,0.090,99,0.564,0.000,0.644,0.087,4.07,4.44,7.51,0.01,0.003,1.02,1.07,1.08,0.565,0.00352,1.19,52.1078,3266.53,117880.9,139958.7,35.199,41.1129,53.699,185.421,0.872,0.367,5.2,4.132,103.928,722,2127.3,26.76,16.993,56.176,2088.9,39.128,0.134,2.00,9.5295,11178.1,0.7680,0.3996,16.82,1.114,0.096,0.6817,0.0000,0.446,0.059,0.146,30.1694
190000,1307,1.910,0.536,8.35,107065,104854,45,262,1770,19525,731178.2,439858.7,0.023,0.641,0.108,0.228,144,18.20,7.35,0.10,0.85,0.20,1.42,0.33,1.30,15.43,5.82,0.00,0.00,0.007,0.046,407,0.051,0.039,0.948,0.000,0.013,143955,125142,7,0.283,0.528,0.122,2279210,0.151,1.824,0.039,20.73,54353,256,22.528,0.328,0.281,8782665,1.03,8.36,0.000,0.024,0.000,10.2,17.7,25.5,55.4,20995,0.080,0.00,0.0036,0.073,96,0.713,0.000,0.743,0.298,4.17,4.69,7.52,0.00,0.002,1.03,1.04,1.03,0.713,0.00406,2.63,112.1220,4117.51,113841.8,139958.7,72.238,71.9131,105.532,298.390,0.852,0.357,5.0,5.308,199.698,594,1675.6,45.46,16.560,120.396,2191.4,90.974,0.137,1.99,10.9903,14364.3,0.9110,0.4623,16.06,1.140,0.122,1.3183,0.0000,0.430,0.067,0.109,63.5003
200000,1179,2.021,0.498,7.71,55523,54867,1,25,758,4089,402360.1,185632.8,0.016,0.648,0.087,0.250,171,19.65,7.95,0.19,1.55,0.06,0.97,0.81,2.00,16.34,6.13,0.00,0.00,0.002,0.037,379,0.038,0.048,0.936,0.000,0.016,50843,43748,3,0.611,0.094,0.234,1479526,0.144,1.490,0.036,19.45,21170,136,45.398,0.400,0.181,3332869,1.05,8.33,0.000,0.009,0.000,11.8,18.4,28.3,69.5,20515,0.078,0.00,0.0021,0.075,115,0.579,0.000,0.664,0.091,4.17,4.74,7.37,0.00,0.000,1.02,1.06,1.05,0.579,0.00358,1.20,54.9141,3326.06,116753.6,139958.7,34.919,41.3280,55.553,184.055,0.870,0.364,5.2,4.217,104.274,751,2049.7,26.56,17.010,56.118,2011.7,39.637,0.134,2.00,10.3436,12195.1,0.7961,0.3248,17.40,1.146,0.125,0.6817,0.0000,0.378,0.090,0.033,30.3154
210000,1225,1.932,0.570,7.55,106811,104257,55,162,2291,15443,745940.2,431678.8,0.020,0.617,0.124,0.239,139,18.15,9.73,0.10,1.11,0.70,3.72,0.34,1.51,14.76,6.47,0.00,0.00,0.018,0.086,403,0.052,0.038,0.945,0.000,0.017,147952,131368,5,0.461,0.332,0.107,2173395,0.163,1.772,0.037,20.52,51408,215,27.953,0.346,0.233,8628244,1.02,9.80,0.001,0.047,0.000,9.1,15.8,26.6,80.6,19477,0.074,0.00,0.0041,0.079,112,0.716,0.000,0.750,0.319,4.31,5.09,7.08,0.01,0.005,1.01,1.03,1.03,0.716,0.00412,2.39,113.9125,3993.42,114856.9,139958.7,72.968,72.8907,105.156,298.259,0.818,0.357,5.5,5.053,201.386,720,1950.6,47.53,16.547,120.115,2476.0,90.804,0.137,2.00,10.5731,12952.1,0.9215,0.3845,15.90,1.145,0.118,1.3183,0.0000,0.413,0.099,0.112,62.4998
220000,1288,1.801,0.546,7.61,55091,54200,2,36,790,4771,397872.1,178944.6,0.018,0.704,0.078,0.201,170,16.57,6.78,0.14,1.18,0.10,0.85,0.35,1.16,14.54,5.63,0.00,0.00,0.004,0.034,287,0.087,0.038,0.950,0.000,0.012,50417,43401,3,0.809,0.009,0.155,932241,0.132,1.584,0.040,19.30,18919,122,37.507,0.361,0.178,3902165,1.04,9.00,0.001,0.008,0.000,11.4,15.3,22.2,76.2,19484,0.074,0.00,0.0021,0.093,135,0.604,0.000,0.664,0.086,4.25,4.34,7.75,0.00,0.001,1.03,1.06,1.03,0.604,0.00310,1.11,53.8241,3311.58,115597.3,139958.7,35.348,41.6040,54.681,185.821,0.872,0.359,5.7,3.991,105.419,969,2896.3,27.81,17.207,55.922,2037.7,39.249,0.138,1.99,9.8303,12661.4,0.8606,0.2804,15.13,1.105,0.091,0.6817,0.0000,0.413,0.071,0.051,29.7062
230000,1250,1.837,0.554,7.56,108373,105678,57,446,2230,28278,745802.2,430262.6,0.027,0.676,0.100,0.197,141,18.24,9.96,0.26,1.75,0.95,4.21,0.59,2.06,14.27,5.96,0.00,0.11,0.023,0.101,405,0.074,0.031,0.958,0.000,0.010,146562,128691,4,0.551,0.090,0.234,2592391,0.133,1.599,0.040,21.15,48416,212,15.215,0.276,0.254,9917926,1.06,9.01,0.001,0.079,0.001,10.1,16.0,30.3,98.3,20089,0.077,0.00,0.0042,0.085,129,0.724,0.000,0.767,0.299,4.26,4.57,7.37,0.00,0.001,1.04,1.08,1.06,0.725,0.00420,2.73,112.7891,3578.29,116038.0,139958.7,71.413,73.8848,106.368,297.338,0.886,0.365,6.9,5.255,198.762,720,2009.6,25.12,17.010,120.700,2632.7,90.758,0.135,2.00,9.6701,12087.6,0.8583,0.4154,16.07,1.127,0.128,1.3183,0.0000,0.405,0.074,0.032,62.7525
240000,1309,1.866,0.515,7.07,57531,56162,1,434,875,26706,417175.9,188760.2,0.013,0.705,0.073,0.208,173,17.08,6.95,0.11,1.15,0.07,0.74,0.53,2.15,14.19,4.97,0.00,0.00,0.003,0.033,283,0.124,0.033,0.957,0.000,0.010,52851,44805,6,0.324,0.130,0.196,1689030,0.116,1.493,0.035,20.06,20153,186,7.068,0.293,0.173,3846944,1.03,9.35,0.000,0.011,0.000,10.6,15.3,22.5,66.4,19499,0.074,0.00,0.0022,0.071,118,0.583,0.000,0.670,0.092,4.17,4.23,7.71,0.00,0.000,1.02,1.04,1.03,0.584,0.00341,1.33,54.5408,3390.00,114368.6,139958.7,33.509,41.3651,56.903,190.651,0.863,0.359,4.8,4.459,103.388,849,2312.5,23.73,17.303,56.788,1984.1,40.635,0.134,2.01,10.8868,14250.9,0.9403,0.3819,14.90,1.162,0.145,0.6817,0.0000,0.345,0.102,0.011,30.8585
250000,1375,1.898,0.608,6.72,109362,105905,32,39,3320,5872,787694.1,412916.9,0.012,0.678,0.109,0.200,138,17.62,6.96,0.10,1.04,0.07,0.85,0.39,2.39,13.64,5.10,0.00,0.00,0.002,0.027,266,0.214,0.025,0.961,0.000,0.014,147853,134492,3,0.655,0.160,0.067,2150047,0.137,1.979,0.042,21.36,45618,111,70.320,0.513,0.204,10487101,1.03,9.71,0.001,0.009,0.000,9.9,17.7,23.1,86.9,19529,0.074,0.00,0.0042,0.071,114,0.739,0.000,0.795,0.296,4.15,3.96,7.85,0.00,0.000,1.02,1.03,1.04,0.740,0.00391,2.49,116.4992,4419.67,110419.6,139958.7,73.501,73.9834,108.797,300.178,0.869,0.344,4.6,5.370,203.664,870,2617.4,43.50,17.720,118.635,2225.2,90.294,0.134,1.99,11.9881,16483.6,1.0878,0.2994,14.20,1.260,0.153,1.3183,0.0000,0.283,0.119,0.034,60.2509
260000,1381,1.954,0.571,6.51,58968,57259,4,4,1695,1296,447449.8,173166.9,0.005,0.654,0.081,0.259,167,18.10,8.30,0.08,0.96,0.05,0.79,0.36,2.27,13.22,5.89,0.00,0.00,0.002,0.020,193,0.228,0.030,0.957,0.000,0.012,52439,46250,2,0.963,0.012,0.062,649906,0.129,1.581,0.042,18.90,18559,146,133.616,0.000,0.122,4332921,1.02,10.47,0.001,0.003,0.000,11.6,16.9,23.9,81.0,18936,0.072,0.00,0.0025,0.070,131,0.636,0.000,0.759,0.077,4.00,3.48,7.74,0.00,0.001,1.01,1.03,1.02,0.636,0.00288,1.16,58.5198,3729.38,112881.7,139958.7,35.551,43.5114,58.760,181.861,0.855,0.353,5.4,3.981,103.646,966,2858.7,25.82,16.365,56.076,2009.5,40.658,0.135,2.01,10.5100,14514.3,1.0401,0.3526,13.71,1.336,0.092,0.6817,0.0000,0.210,0.058,0.001,27.7265
270000,1449,1.922,0.606,6.33,113726,109135,7,1,4515,794,854162.4,406245.2,0.003,0.644,0.137,0.215,135,18.43,7.89,0.07,1.12,0.01,0.24,0.36,2.49,13.29,5.51,0.00,0.00,0.000,0.009,205,0.205,0.039,0.957,0.000,0.004,146664,135179,1,0.999,0.001,0.051,910119,0.159,1.660,0.047,22.92,43868,121,511.644,0.000,0.155,10895078,1.02,10.21,0.002,0.002,0.000,11.3,16.9,25.3,81.7,19901,0.076,0.00,0.0044,0.084,155,0.751,0.000,0.819,0.266,4.01,3.43,7.82,0.00,0.001,1.01,1.03,1.03,0.751,0.00382,2.61,122.9290,4784.36,110407.0,139958.7,74.142,74.8815,115.248,300.881,0.889,0.344,6.2,5.540,203.654,826,2374.5,23.16,19.396,116.321,2028.6,89.946,0.134,2.00,11.2450,16294.1,1.0932,0.2734,13.73,1.359,0.075,1.3183,0.0000,0.199,0.033,0.000,58.5746
