step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung
280000,1399,1.759,0.527,6.64,67848,65870,24,11,1860,1307,439692.0,206084.6,0.012,0.774,0.152,0.062,178,14.19,5.91,0.24,1.38,0.03,0.73,0.37,2.48,13.87,4.94,0.00,0.00,0.001,0.016,183,0.140,0.034,0.947,0.000,0.019,73957,72094,1,1.000,0.000,0.040,429770,0.143,1.580,0.038,17.57,19255,33,157.678,0.727,0.197,6167685,1.06,7.72,0.000,0.006,0.000,10.1,14.2,16.9,57.4,20289,0.077,0.00,0.0023,0.053,69,0.727,0.000,0.819,0.177,4.20,4.68,7.86,0.00,0.001,1.04,1.07,1.07,0.727,0.00210,1.28,62.5827,3684.81,114195.8,140456.7,33.275,43.5960,59.894,184.973,0.740,0.328,3.3,2.936,100.028,735,2022.5,40.16,14.369,59.569,2073.2,42.708,0.136,2.00,10.5535,14764.4,0.9485,0.2104,14.50,0.981,0.064,0.6817,0.0000,0.276,0.040,0.000,31.1885
290000,1376,1.840,0.560,6.65,111723,106724,123,18,4881,2014,771096.8,411174.1,0.014,0.769,0.127,0.089,146,14.76,6.92,0.35,2.06,0.01,0.29,0.29,2.14,13.90,5.19,0.00,0.00,0.001,0.016,191,0.240,0.027,0.953,0.000,0.020,189013,186340,1,0.964,0.036,0.033,536140,0.161,1.826,0.038,16.86,45405,100,204.158,0.667,0.232,12908232,1.08,7.29,0.001,0.002,0.000,7.6,14.9,17.6,77.6,20037,0.076,0.00,0.0040,0.057,82,0.823,0.000,0.875,0.427,4.36,5.28,7.79,0.00,0.000,1.06,1.10,1.09,0.823,0.00238,2.32,116.6999,4138.32,109806.8,140456.7,74.822,76.2972,101.300,284.642,0.749,0.318,3.1,3.269,192.947,659,1779.4,48.32,13.162,121.989,2422.8,90.022,0.135,2.00,13.4646,18527.3,1.1543,0.3144,14.56,1.002,0.066,1.3183,0.0000,0.281,0.043,0.000,58.8477
300000,1405,1.695,0.516,6.73,69808,67582,4,6,2187,1273,444228.2,209301.8,0.011,0.744,0.180,0.064,179,13.79,6.46,0.18,1.59,0.00,0.03,0.47,3.12,13.11,5.00,0.00,0.00,0.000,0.001,174,0.130,0.037,0.947,0.000,0.016,72137,70126,2,0.944,0.001,0.048,445271,0.150,1.555,0.037,17.64,20052,215,164.416,0.500,0.189,5984896,1.05,9.09,0.001,0.000,0.000,8.6,14.2,16.9,96.8,19349,0.074,0.00,0.0024,0.053,110,0.714,0.000,0.811,0.142,4.10,4.13,7.79,0.00,0.000,1.05,1.05,1.06,0.714,0.00214,1.31,63.1639,3450.83,114843.0,140456.7,33.718,42.6032,61.179,182.737,0.780,0.329,3.2,3.013,100.230,697,2100.5,35.20,14.305,59.016,2037.0,43.195,0.135,2.00,10.2407,14388.2,0.9737,0.3052,13.77,1.009,0.065,0.6817,0.0000,0.277,0.042,0.000,31.5463
310000,1443,1.733,0.517,6.99,116993,111703,125,17,5110,2253,778678.7,418094.2,0.016,0.744,0.154,0.086,145,14.48,6.75,0.26,1.73,0.04,0.42,0.38,2.62,13.88,5.45,0.00,0.08,0.002,0.026,212,0.168,0.030,0.958,0.000,0.012,183876,179669,2,0.994,0.000,0.035,694571,0.173,1.674,0.036,17.73,46475,52,185.572,0.882,0.236,12861960,1.06,7.42,0.000,0.010,0.001,9.7,14.3,17.5,73.9,21000,0.080,0.00,0.0039,0.059,113,0.815,0.000,0.869,0.387,4.24,5.01,7.83,0.00,0.001,1.03,1.07,1.07,0.815,0.00231,2.50,118.4778,3701.79,112112.0,140456.7,74.680,75.5839,104.525,283.833,0.781,0.321,3.4,3.334,193.269,589,1664.8,52.93,13.623,121.083,2273.7,90.082,0.136,2.00,11.7441,16946.7,1.0419,0.2431,14.55,0.992,0.078,1.3183,0.0000,0.269,0.048,0.000,59.6213
320000,1459,1.706,0.457,7.07,72317,70149,11,15,2126,1578,453166.4,213218.2,0.011,0.755,0.170,0.065,180,13.91,5.84,0.20,1.63,0.01,0.24,0.36,2.63,13.87,4.77,0.00,0.00,0.000,0.010,186,0.139,0.023,0.966,0.000,0.010,77449,75144,1,0.996,0.004,0.034,407314,0.155,1.493,0.031,17.73,22763,147,135.119,0.400,0.189,6108211,1.05,7.30,0.000,0.003,0.000,10.0,13.9,16.3,66.1,21071,0.080,0.00,0.0022,0.056,88,0.718,0.000,0.805,0.162,4.14,4.88,7.83,0.00,0.000,1.02,1.06,1.05,0.718,0.00203,1.33,64.0074,2928.60,112912.7,140456.7,33.554,42.3642,61.964,185.597,0.759,0.322,3.5,2.964,100.697,586,1892.4,32.35,14.338,59.074,1861.1,43.192,0.136,2.00,11.7583,17155.4,1.0303,0.3328,14.44,0.965,0.067,0.6817,0.0000,0.246,0.048,0.000,31.5554
330000,1436,1.773,0.536,6.72,116690,111787,129,10,4787,1281,795877.9,424143.4,0.010,0.768,0.135,0.087,147,14.05,6.23,0.20,1.58,0.01,0.46,0.37,2.66,13.90,4.84,0.00,0.00,0.000,0.010,190,0.184,0.031,0.955,0.000,0.014,200667,198507,1,1.000,0.000,0.036,619852,0.164,1.831,0.037,16.86,50198,98,331.103,0.700,0.236,13162442,1.05,7.16,0.001,0.004,0.000,8.0,14.3,16.4,66.1,20790,0.079,0.00,0.0040,0.050,109,0.818,0.000,0.880,0.436,4.30,5.18,7.77,0.00,0.000,1.04,1.05,1.06,0.818,0.00230,2.49,120.7405,4140.27,109463.9,140456.7,73.423,76.4630,103.980,287.294,0.731,0.315,3.3,3.299,193.230,579,1561.1,64.15,12.603,123.217,2221.3,91.812,0.135,2.00,13.4162,19265.7,1.1445,0.2496,14.48,0.970,0.062,1.3183,0.0000,0.266,0.053,0.000,59.9722
340000,1421,1.754,0.485,7.01,72430,70358,2,1,2084,692,458768.1,218775.1,0.008,0.771,0.150,0.070,181,14.79,6.53,0.19,1.70,0.00,0.12,0.51,3.14,14.45,5.19,0.00,0.00,0.000,0.005,202,0.155,0.039,0.947,0.000,0.014,79616,77233,1,1.000,0.000,0.046,442588,0.157,1.457,0.033,17.68,22283,9,316.149,1.000,0.208,6233624,1.04,7.49,0.002,0.001,0.000,9.5,14.2,19.1,87.1,21539,0.082,0.00,0.0022,0.059,111,0.716,0.000,0.808,0.178,4.20,4.84,7.76,0.00,0.000,1.03,1.04,1.05,0.716,0.00219,1.35,65.5054,3381.31,114509.9,140456.7,33.121,42.4206,62.756,185.653,0.774,0.328,3.9,3.107,99.423,608,1806.6,25.06,14.101,59.541,1929.0,44.050,0.134,2.00,10.6139,15082.4,0.9172,0.2016,15.16,0.981,0.064,0.6817,0.0000,0.252,0.049,0.000,32.1957
350000,1403,1.801,0.520,6.74,118324,113223,129,14,4976,2117,793929.8,426948.2,0.015,0.764,0.128,0.093,146,14.42,5.69,0.22,1.51,0.02,0.37,0.47,3.01,13.89,4.50,0.00,0.00,0.001,0.022,193,0.252,0.014,0.977,0.000,0.009,194199,189694,1,1.000,0.000,0.042,723704,0.169,1.784,0.034,17.44,46103,380,201.676,0.500,0.253,13117361,1.05,6.98,0.001,0.009,0.000,10.1,14.5,16.8,72.5,20483,0.078,0.00,0.0041,0.056,102,0.809,0.000,0.862,0.410,4.30,5.31,7.67,0.00,0.000,1.05,1.06,1.06,0.809,0.00251,2.45,120.4204,3793.60,109671.1,140456.7,73.040,76.0181,105.474,293.116,0.756,0.315,3.5,3.525,194.216,633,1731.4,59.71,13.337,123.065,2159.5,91.828,0.134,2.00,13.7746,19325.7,1.1574,0.5387,14.60,0.992,0.057,1.3183,0.0000,0.268,0.049,0.001,60.4785
360000,1454,1.725,0.486,7.26,69064,66827,14,9,2163,1192,449960.2,208946.4,0.015,0.776,0.133,0.077,176,14.46,6.48,0.20,1.68,0.01,0.30,0.49,2.97,14.14,5.61,0.00,0.05,0.000,0.009,215,0.171,0.032,0.952,0.000,0.017,75028,71370,1,1.000,0.000,0.053,612210,0.141,1.451,0.035,17.63,21132,164,175.291,0.333,0.186,6068441,1.05,7.01,0.000,0.007,0.001,9.5,14.2,18.5,73.5,21581,0.082,0.00,0.0022,0.059,139,0.716,0.000,0.794,0.174,4.26,5.40,7.46,0.00,0.001,1.05,1.06,1.06,0.716,0.00209,1.26,63.5568,3155.41,113617.9,140456.7,33.351,43.2115,61.102,186.403,0.785,0.324,4.0,3.041,101.200,689,1995.5,18.87,14.446,59.449,1978.5,43.068,0.135,2.00,10.9673,15946.5,0.9598,0.2988,14.84,0.980,0.063,0.6817,0.0000,0.253,0.050,0.000,31.2236
370000,1419,1.818,0.544,6.78,115998,110505,81,14,5433,1385,797785.2,426471.9,0.019,0.763,0.115,0.103,144,15.17,6.11,0.19,1.47,0.02,0.37,0.53,3.11,14.62,5.20,0.00,0.00,0.001,0.015,203,0.357,0.030,0.957,0.000,0.013,193960,187167,1,1.000,0.000,0.049,860886,0.158,1.874,0.037,17.73,47975,151,307.922,0.643,0.235,12878285,1.04,6.46,0.001,0.008,0.000,10.1,15.2,18.2,65.8,21805,0.083,0.00,0.0038,0.052,89,0.814,0.000,0.870,0.421,4.46,5.69,7.68,0.00,0.000,1.03,1.05,1.04,0.814,0.00239,2.45,120.9255,4086.79,108937.9,140456.7,73.165,76.1479,105.211,287.565,0.766,0.314,3.3,3.388,193.952,535,1567.9,68.29,13.885,122.644,2443.7,91.534,0.135,2.00,13.8084,19594.2,1.1288,0.3090,15.37,0.997,0.062,1.3183,0.0000,0.272,0.047,0.000,60.3695
380000,1406,1.723,0.471,7.50,69976,67565,8,7,2409,1004,447243.5,211652.7,0.020,0.731,0.160,0.088,178,13.98,5.60,0.13,1.32,0.03,0.73,0.57,3.10,13.79,5.17,0.00,0.00,0.001,0.030,221,0.117,0.044,0.943,0.000,0.013,75660,71825,1,1.000,0.000,0.091,685909,0.147,1.442,0.034,17.21,21012,264,210.809,0.143,0.187,5833893,1.03,7.97,0.000,0.005,0.000,9.8,13.7,16.8,67.1,20425,0.078,0.00,0.0023,0.071,101,0.716,0.000,0.789,0.168,4.11,4.95,7.42,0.00,0.001,1.02,1.04,1.03,0.716,0.00201,1.27,63.8607,3099.50,114459.9,140456.7,33.749,42.9937,61.152,185.169,0.776,0.326,4.1,2.832,101.416,563,1620.4,20.47,13.944,59.457,2169.7,43.222,0.137,1.99,10.9935,15456.9,0.9666,0.3060,14.53,0.977,0.048,0.6817,0.0000,0.253,0.049,0.000,31.3953
390000,1442,1.774,0.518,7.18,121946,115556,75,17,6262,1343,797212.4,430117.3,0.020,0.729,0.133,0.118,144,14.31,6.00,0.15,1.27,0.00,0.03,0.52,2.88,13.94,4.95,0.00,0.00,0.000,0.002,216,0.210,0.031,0.949,0.000,0.021,191863,182641,1,1.000,0.000,0.070,1135026,0.162,1.598,0.035,17.37,50365,120,320.266,0.353,0.262,12591382,1.04,7.32,0.001,0.005,0.000,9.5,14.5,16.8,70.9,21064,0.080,0.00,0.0040,0.059,88,0.805,0.000,0.856,0.387,4.24,5.37,7.45,0.00,0.000,1.04,1.03,1.04,0.805,0.00233,2.31,121.4548,3814.07,109727.4,140456.7,74.302,74.8345,106.996,287.680,0.767,0.318,3.1,3.360,197.017,589,1776.3,33.35,13.411,122.014,2072.1,92.183,0.135,2.00,13.3626,19268.9,1.1256,0.3227,14.61,0.988,0.052,1.3183,0.0000,0.266,0.047,0.000,60.7133
400000,1293,1.789,0.513,7.05,69281,67303,17,2,2108,616,445632.2,210474.1,0.014,0.741,0.160,0.085,177,15.24,8.06,0.56,2.28,0.03,0.63,0.55,3.73,14.20,6.00,0.00,0.00,0.001,0.019,207,0.121,0.026,0.954,0.001,0.020,74524,69992,1,0.967,0.033,0.044,631150,0.148,1.502,0.035,17.25,21131,104,341.679,0.500,0.197,5747021,1.12,7.16,0.002,0.002,0.000,8.6,14.2,22.8,66.0,19825,0.076,0.00,0.0024,0.045,86,0.711,0.000,0.745,0.167,4.31,5.11,7.72,0.00,0.000,1.12,1.13,1.12,0.711,0.00225,1.24,63.3974,3289.35,112859.1,140456.7,33.898,42.6348,60.844,185.334,0.777,0.320,3.0,2.913,100.952,776,2231.4,23.60,14.034,59.307,2002.2,43.125,0.136,2.00,12.7415,16474.8,1.0213,0.2675,15.33,0.972,0.075,0.6817,0.0000,0.264,0.043,0.000,31.3196
410000,1437,1.776,0.561,7.13,111820,106373,129,30,5144,2287,769862.4,410345.8,0.021,0.731,0.144,0.104,143,14.32,6.71,0.26,2.00,0.04,0.55,0.20,1.81,13.87,5.23,0.00,0.08,0.001,0.016,254,0.098,0.020,0.962,0.000,0.017,185534,179044,1,1.000,0.000,0.026,715864,0.175,1.867,0.037,16.70,46612,133,179.425,0.667,0.233,12356551,1.08,7.74,0.000,0.008,0.004,7.9,14.2,18.4,86.0,20667,0.079,0.00,0.0039,0.043,92,0.823,0.000,0.830,0.417,4.42,5.50,7.50,0.01,0.004,1.08,1.08,1.08,0.823,0.00211,2.32,116.8759,4110.48,109025.2,140456.7,75.381,76.2175,101.648,280.248,0.735,0.315,3.0,3.036,192.439,646,1870.1,38.45,13.084,121.593,2348.0,89.734,0.135,2.00,13.4088,19268.5,1.1735,0.4086,14.38,0.990,0.093,1.3183,0.0000,0.274,0.048,0.000,58.6540
420000,1358,1.718,0.521,6.85,69113,67062,8,10,2112,1282,441900.3,206254.1,0.013,0.758,0.154,0.074,170,14.18,5.67,0.17,1.58,0.00,0.03,0.22,1.84,13.56,4.27,0.00,0.00,0.000,0.001,165,0.272,0.036,0.954,0.000,0.010,73221,68338,1,0.943,0.057,0.026,533124,0.144,1.625,0.035,17.52,20633,186,160.885,0.300,0.200,5990182,1.05,7.67,0.001,0.000,0.000,8.9,14.5,17.0,96.6,18948,0.072,0.00,0.0024,0.055,91,0.718,0.000,0.794,0.158,4.33,5.18,7.75,0.00,0.000,1.04,1.05,1.06,0.718,0.00215,1.26,62.5749,3539.22,112551.4,140456.7,34.186,42.6708,60.394,186.160,0.766,0.323,3.3,2.920,100.896,716,2063.8,38.28,14.293,58.718,2066.7,42.617,0.135,2.00,12.2561,16643.8,1.0682,0.3015,13.95,1.011,0.075,0.6817,0.0000,0.283,0.043,0.000,31.0002
430000,1342,1.863,0.577,6.94,109655,105108,143,13,4407,1660,765375.2,411300.0,0.015,0.760,0.122,0.103,146,15.26,6.36,0.26,1.79,0.01,0.34,0.40,3.05,14.15,4.76,0.00,0.00,0.000,0.013,201,0.183,0.018,0.974,0.000,0.008,188120,183001,2,0.827,0.158,0.030,637841,0.164,2.134,0.038,16.36,40832,74,247.771,0.538,0.238,12790015,1.06,7.17,0.000,0.004,0.000,9.9,15.2,17.8,86.9,19887,0.076,0.00,0.0040,0.060,71,0.823,0.000,0.862,0.435,4.52,5.73,7.64,0.00,0.000,1.08,1.05,1.06,0.823,0.00236,2.39,116.3500,4694.22,108886.2,140456.7,74.345,76.8103,100.539,282.799,0.732,0.317,2.7,3.168,190.613,589,1694.5,76.00,12.490,122.901,2204.1,90.311,0.135,2.00,14.3083,19201.8,1.1951,0.3279,14.82,1.027,0.099,1.3183,0.0000,0.294,0.058,0.001,58.9159
440000,1226,1.786,0.542,7.95,64551,62736,20,7,1904,616,426980.1,203659.6,0.013,0.758,0.137,0.091,177,15.28,7.08,0.46,2.40,0.03,0.50,0.45,2.91,14.23,4.75,0.00,0.00,0.001,0.016,239,0.143,0.030,0.957,0.000,0.013,71883,68599,1,0.732,0.268,0.043,443114,0.149,1.878,0.034,16.78,19739,167,330.616,0.571,0.206,6135365,1.10,6.55,0.002,0.004,0.000,10.6,13.9,21.0,88.8,18597,0.071,0.00,0.0024,0.046,93,0.745,0.000,0.731,0.187,4.71,6.07,7.81,0.00,0.000,1.11,1.09,1.11,0.745,0.00212,1.25,61.1256,3689.89,112587.6,140456.7,34.849,42.7833,58.271,181.129,0.733,0.323,2.3,2.596,99.510,594,1876.3,42.98,13.644,58.811,2442.1,41.940,0.134,2.00,13.4011,16429.8,1.0737,0.2556,15.17,0.995,0.149,0.6817,0.0000,0.268,0.083,0.001,30.5834
450000,1321,1.813,0.537,8.31,105289,100492,110,9,4583,1529,757308.8,413339.8,0.018,0.712,0.137,0.133,140,15.66,7.96,0.57,2.67,0.15,1.18,0.32,2.41,13.87,5.01,0.00,0.03,0.006,0.043,298,0.120,0.011,0.975,0.000,0.014,185902,182014,1,0.584,0.416,0.039,527483,0.171,1.710,0.036,15.22,51715,145,270.333,0.556,0.259,12832146,1.12,7.35,0.001,0.020,0.001,8.1,14.1,24.6,110.0,19699,0.075,0.00,0.0041,0.042,64,0.859,0.000,0.792,0.448,5.05,6.32,7.79,0.00,0.002,1.12,1.12,1.12,0.859,0.00176,2.28,116.1711,3568.82,106572.8,140456.7,76.711,75.8431,99.559,275.207,0.659,0.310,2.3,2.326,189.345,591,1848.4,27.04,12.027,121.784,2471.3,89.751,0.134,2.00,16.8670,22281.4,1.3441,0.4345,14.91,1.033,0.172,1.3183,0.0000,0.289,0.091,0.008,58.2293
460000,1203,1.808,0.499,7.96,66766,64864,41,7,1972,1486,435077.2,209151.5,0.010,0.736,0.163,0.091,176,15.17,7.63,0.37,2.09,0.00,0.10,0.50,2.94,15.37,5.77,0.00,0.00,0.000,0.005,219,0.145,0.025,0.949,0.000,0.026,77838,74838,1,0.964,0.036,0.063,524270,0.141,1.625,0.035,15.59,23445,173,140.748,0.714,0.242,6121147,1.08,5.63,0.001,0.003,0.000,8.8,13.2,22.2,82.7,19543,0.075,0.00,0.0024,0.049,97,0.767,0.000,0.707,0.217,4.58,5.79,7.78,0.00,0.000,1.06,1.10,1.08,0.767,0.00190,1.23,62.9726,3467.80,112840.3,140456.7,35.206,43.1242,58.864,181.705,0.703,0.320,3.2,2.284,97.098,529,1689.9,33.56,12.513,59.661,2179.1,42.835,0.136,1.99,14.0504,16902.6,1.0633,0.3991,16.25,0.925,0.121,0.6817,0.0000,0.233,0.070,0.006,30.4719
470000,1306,1.849,0.514,7.85,110595,104480,166,119,5727,5472,772250.2,413601.6,0.016,0.729,0.150,0.105,144,15.22,8.10,0.48,2.81,0.18,1.26,0.25,2.10,14.09,5.25,0.00,0.00,0.011,0.074,254,0.120,0.025,0.958,0.000,0.018,200079,196231,1,0.993,0.007,0.046,679774,0.164,1.590,0.035,15.00,52626,331,75.585,0.319,0.254,12374570,1.11,6.94,0.001,0.010,0.000,8.9,13.6,22.2,88.6,19589,0.075,0.00,0.0042,0.047,73,0.843,0.000,0.819,0.461,4.73,5.92,7.81,0.01,0.002,1.11,1.12,1.12,0.844,0.00195,2.28,117.1173,3534.14,108461.9,140456.7,77.018,75.8652,99.307,273.042,0.671,0.314,2.4,2.543,188.443,606,1775.9,43.19,11.568,121.696,2227.7,89.829,0.135,2.00,15.9008,20766.5,1.2798,0.7034,15.00,0.997,0.160,1.3183,0.0000,0.266,0.093,0.015,57.8466
480000,1293,1.827,0.514,7.65,67525,65597,33,10,1898,1209,437420.9,211540.8,0.014,0.715,0.183,0.088,177,15.88,9.14,0.38,2.54,0.07,0.91,0.47,2.50,15.04,6.30,0.00,0.00,0.003,0.039,226,0.093,0.034,0.948,0.000,0.018,77183,73991,1,0.937,0.063,0.073,527095,0.145,1.602,0.036,15.86,23355,341,174.972,0.400,0.226,5902457,1.08,6.71,0.002,0.005,0.000,10.0,14.0,23.2,102.0,20629,0.079,0.00,0.0022,0.054,80,0.757,0.000,0.709,0.204,4.83,5.75,7.84,0.00,0.000,1.07,1.09,1.08,0.758,0.00180,1.22,63.3091,3266.45,112656.0,140456.7,35.240,42.3999,59.475,182.213,0.749,0.322,3.0,2.334,99.097,705,2162.7,26.78,12.708,59.366,2154.5,43.270,0.136,1.99,12.8412,16603.6,1.0070,0.3663,15.95,0.987,0.141,0.6817,0.0000,0.274,0.104,0.063,30.9089
490000,1351,1.797,0.534,7.61,109100,104234,158,6,4644,977,764189.8,419406.3,0.016,0.719,0.157,0.108,144,14.66,6.69,0.22,1.86,0.01,0.12,0.24,2.13,14.37,5.37,0.00,0.00,0.001,0.030,252,0.056,0.014,0.974,0.000,0.012,190922,184457,1,1.000,0.000,0.028,689895,0.157,1.784,0.037,15.46,52228,53,429.280,0.833,0.272,12569724,1.05,7.56,0.000,0.001,0.000,9.5,13.1,21.6,69.5,20032,0.076,0.00,0.0039,0.048,70,0.843,0.000,0.806,0.446,4.78,5.83,7.81,0.00,0.000,1.03,1.06,1.05,0.843,0.00189,2.41,117.6125,3594.78,108717.8,140456.7,76.644,75.5172,100.407,277.367,0.704,0.315,2.7,2.554,190.595,691,2126.6,52.86,11.910,121.477,2169.0,89.873,0.134,2.00,14.9191,20155.6,1.2133,0.4293,14.83,0.984,0.146,1.3183,0.0000,0.284,0.108,0.070,58.4693
500000,1344,1.841,0.486,7.65,69034,67163,48,5,1825,882,443285.5,212460.4,0.015,0.729,0.163,0.093,176,15.22,7.26,0.38,2.22,0.02,0.61,0.36,3.17,14.98,5.52,0.00,0.00,0.001,0.016,218,0.178,0.029,0.956,0.000,0.015,77038,71893,2,0.903,0.010,0.033,425047,0.166,1.476,0.032,16.42,23436,165,240.885,0.600,0.211,5882011,1.08,7.14,0.000,0.001,0.000,10.0,13.0,23.5,72.3,21160,0.081,0.00,0.0022,0.054,109,0.737,0.000,0.679,0.193,4.49,5.10,7.80,0.00,0.000,1.03,1.10,1.10,0.737,0.00189,1.22,63.6442,3150.79,112089.7,140456.7,35.170,42.2298,60.247,182.852,0.742,0.324,3.8,2.537,100.702,726,2024.5,25.75,13.356,58.881,1955.1,43.112,0.135,2.00,13.0302,17512.6,0.9835,0.2876,15.74,0.955,0.100,0.6817,0.0000,0.237,0.088,0.046,30.8725
