step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung
110000,1147,2.075,0.594,7.20,81836,78217,164,110,3222,18123,690619.4,387440.5,0.039,0.626,0.179,0.156,138,20.55,11.37,0.24,1.93,0.63,3.01,0.29,1.66,16.60,7.99,0.00,0.12,0.021,0.093,361,0.092,0.012,0.972,0.000,0.016,158177,154732,3,0.901,0.019,0.049,476104,0.166,1.862,0.042,12.79,42817,260,21.378,0.536,0.272,10178839,1.05,6.49,0.002,0.073,0.001,9.3,19.8,30.9,86.9,20375,0.078,0.00,0.0036,0.027,36,0.907,0.000,0.754,0.493,6.03,7.40,7.40,0.01,0.003,1.03,1.06,1.05,0.908,0.00147,1.78,105.6557,3693.50,104872.5,140332.6,79.771,76.3673,88.692,259.044,0.662,0.328,2.3,1.685,191.347,713,2494.9,44.35,11.044,121.654,2592.3,86.584,0.136,2.00,19.9475,22879.8,1.3835,0.5210,17.76,1.145,0.085,1.3183,0.0000,0.342,0.057,0.004,55.7537
120000,977,2.266,0.629,7.19,48107,46970,59,56,1192,10474,366953.1,184405.8,0.025,0.698,0.128,0.149,165,23.31,10.26,0.26,1.84,0.48,3.27,0.56,2.24,18.37,7.13,0.00,0.00,0.015,0.074,245,0.170,0.018,0.971,0.000,0.010,60894,59141,2,0.922,0.036,0.104,390892,0.173,1.961,0.043,11.96,16184,180,17.606,0.446,0.259,5252780,1.05,4.95,0.003,0.050,0.000,12.5,22.6,36.1,83.0,19226,0.073,0.00,0.0020,0.036,37,0.861,0.000,0.595,0.264,6.68,7.53,7.72,0.00,0.003,1.07,1.06,1.04,0.862,0.00158,0.80,53.6554,3349.55,108454.3,140332.6,37.439,44.4420,49.064,173.870,0.676,0.340,1.7,1.546,102.241,990,3377.1,47.69,10.807,61.487,2511.8,40.239,0.136,2.00,19.3488,18903.8,1.2063,0.3332,19.68,1.182,0.092,0.6817,0.0000,0.348,0.060,0.004,27.8212
130000,1123,2.184,0.592,7.25,79569,76183,235,43,2962,8498,683482.2,392817.3,0.030,0.658,0.150,0.162,141,20.68,10.30,0.22,1.81,0.05,0.81,0.16,1.29,17.32,7.84,0.00,0.00,0.002,0.030,287,0.208,0.008,0.973,0.000,0.019,161845,159292,1,0.881,0.119,0.030,607060,0.172,1.914,0.040,11.78,37877,237,46.225,0.488,0.323,10770801,1.03,6.46,0.004,0.024,0.000,9.0,22.0,28.4,104.3,19927,0.076,0.00,0.0035,0.022,31,0.917,0.000,0.720,0.517,6.44,7.64,7.51,0.01,0.002,1.01,1.05,1.04,0.917,0.00137,1.72,106.5211,3716.45,103015.4,140332.6,81.266,74.9845,87.031,258.939,0.636,0.323,1.7,1.533,190.838,756,2615.2,45.93,10.421,121.229,2339.3,86.958,0.135,2.00,21.9985,24704.3,1.4983,0.4609,17.74,1.153,0.108,1.3183,0.0000,0.350,0.065,0.004,55.9454
140000,992,2.142,0.652,6.95,48306,47359,103,15,960,4086,366789.6,192217.5,0.025,0.742,0.103,0.131,167,21.98,9.50,0.22,1.84,0.04,0.72,0.36,1.93,17.89,7.62,0.00,0.00,0.001,0.020,184,0.345,0.011,0.966,0.000,0.023,64404,63295,2,0.940,0.005,0.080,445877,0.139,1.916,0.048,11.04,15932,299,47.043,0.400,0.308,5885324,1.05,5.68,0.001,0.008,0.000,9.9,22.6,28.1,86.7,18362,0.070,0.00,0.0021,0.021,35,0.883,0.000,0.546,0.291,6.91,7.80,7.62,0.00,0.001,1.03,1.06,1.05,0.883,0.00142,0.75,54.8521,2625.42,106130.0,140332.6,38.069,43.0960,49.363,180.267,0.687,0.334,1.5,1.411,101.276,1206,4571.4,47.68,9.785,61.832,2555.7,41.884,0.136,2.00,21.1242,20955.2,1.3313,0.4254,18.51,1.188,0.097,0.6817,0.0000,0.374,0.057,0.005,28.6751
150000,1092,2.209,0.642,7.05,75424,72982,267,174,1901,11507,664578.1,385884.2,0.029,0.704,0.136,0.130,139,22.15,10.69,0.24,1.98,0.14,1.42,0.26,1.87,17.61,7.33,0.00,0.00,0.004,0.038,227,0.344,0.011,0.976,0.000,0.013,155518,153724,1,0.948,0.052,0.055,1111399,0.148,1.964,0.046,11.25,31253,404,33.535,0.276,0.335,11227316,1.04,6.19,0.006,0.020,0.000,10.8,22.8,30.6,108.5,19935,0.076,0.00,0.0035,0.016,17,0.923,0.000,0.717,0.523,6.66,7.68,7.66,0.00,0.001,1.04,1.03,1.04,0.923,0.00140,1.53,103.2197,3338.24,101091.4,140332.6,82.773,74.4325,84.464,256.613,0.616,0.321,1.3,1.530,195.267,1003,3589.0,37.69,9.961,120.439,2444.2,86.077,0.135,2.00,23.6562,25832.5,1.5100,0.6053,18.26,1.202,0.112,1.3183,0.0000,0.377,0.062,0.008,55.2241
160000,1049,2.213,0.561,7.13,47891,46994,140,3,797,2649,367541.2,195162.3,0.017,0.744,0.103,0.136,160,22.39,9.46,0.33,2.22,0.15,1.38,0.47,2.19,17.80,6.35,0.00,0.00,0.006,0.063,201,0.287,0.004,0.972,0.000,0.024,65647,64819,2,0.964,0.028,0.089,467435,0.138,1.597,0.041,10.45,14827,192,73.674,0.333,0.316,5779058,1.05,5.48,0.000,0.028,0.000,11.0,22.6,25.5,87.8,19664,0.075,0.00,0.0020,0.031,14,0.884,0.000,0.502,0.308,7.01,7.76,7.70,0.01,0.004,1.04,1.06,1.06,0.884,0.00135,0.69,55.0881,2432.90,104063.6,140332.6,39.082,41.7927,49.255,177.732,0.659,0.326,1.1,1.418,103.186,1080,4082.4,27.03,9.450,61.462,1743.5,42.698,0.133,2.00,23.1478,24282.0,1.4272,0.3528,18.75,1.191,0.099,0.6817,0.0000,0.358,0.062,0.010,29.0019
170000,1076,2.184,0.573,7.33,78333,75922,249,14,2121,4363,684335.3,399611.1,0.018,0.658,0.167,0.157,139,21.02,8.82,0.18,1.54,0.22,1.80,0.17,1.06,16.80,6.37,0.00,0.09,0.007,0.054,235,0.287,0.009,0.977,0.000,0.014,161386,159572,1,0.995,0.005,0.047,846768,0.152,1.830,0.038,11.78,34341,123,91.591,0.714,0.321,10908168,1.03,6.67,0.001,0.020,0.001,9.5,22.6,25.5,80.2,18695,0.071,0.00,0.0038,0.035,29,0.919,0.000,0.676,0.523,6.67,7.62,7.55,0.01,0.003,1.02,1.04,1.04,0.920,0.00140,1.81,107.9563,3152.02,102099.2,140332.6,81.834,73.9696,87.655,251.739,0.625,0.325,1.3,1.505,193.315,886,3016.9,48.24,9.987,120.573,2203.5,87.591,0.135,2.00,24.2088,26048.6,1.5679,0.4677,17.37,1.203,0.089,1.3183,0.0000,0.372,0.069,0.013,56.6801
180000,1028,2.230,0.613,7.35,47757,46911,113,10,771,3439,367702.5,190902.8,0.018,0.705,0.121,0.156,163,22.69,10.58,0.25,2.01,0.19,1.71,0.51,1.92,18.17,7.91,0.00,0.00,0.006,0.050,241,0.244,0.011,0.970,0.000,0.019,63175,62249,1,1.000,0.000,0.144,858278,0.123,1.736,0.045,11.00,15880,164,55.511,0.700,0.293,5317878,1.05,5.45,0.007,0.020,0.000,10.0,22.6,31.1,104.3,19647,0.075,0.00,0.0020,0.040,25,0.876,0.000,0.456,0.290,6.84,7.66,7.68,0.01,0.003,1.05,1.07,1.05,0.876,0.00140,0.75,55.0617,2845.88,107714.5,140332.6,38.943,42.5375,49.216,175.956,0.694,0.338,1.7,1.439,101.625,1096,3862.3,31.28,9.812,60.994,2403.7,41.928,0.134,2.00,19.2782,19818.0,1.2302,0.3819,19.11,1.193,0.089,0.6817,0.0000,0.350,0.061,0.006,28.5751
190000,1129,2.170,0.651,7.36,78913,76145,255,15,2397,4670,692643.2,397254.7,0.018,0.614,0.191,0.176,139,20.30,9.26,0.31,2.31,0.12,1.17,0.20,1.17,16.46,6.49,0.00,0.00,0.004,0.035,251,0.234,0.010,0.980,0.000,0.011,162617,161209,1,1.000,0.000,0.071,1180388,0.147,2.000,0.047,11.48,36749,34,85.065,0.733,0.325,10130606,1.06,6.83,0.000,0.020,0.000,8.4,22.6,25.5,99.1,19294,0.074,0.00,0.0037,0.031,25,0.918,0.000,0.614,0.523,6.62,7.67,7.53,0.00,0.002,1.05,1.07,1.05,0.919,0.00127,1.77,108.1899,3942.03,100468.9,140332.6,82.204,73.5068,88.128,255.464,0.638,0.316,1.1,1.437,192.388,889,3316.6,40.27,9.781,120.532,2338.1,87.936,0.136,2.00,23.2824,26285.9,1.5607,0.4698,17.09,1.177,0.093,1.3183,0.0000,0.340,0.065,0.005,56.3471
200000,1038,2.222,0.628,7.71,51849,50831,125,4,980,3080,386005.7,198046.2,0.013,0.633,0.151,0.203,157,21.71,8.46,0.30,1.54,0.23,1.93,0.41,1.02,17.37,6.82,0.00,0.00,0.007,0.054,223,0.209,0.013,0.972,0.000,0.015,68601,67492,1,0.987,0.013,0.234,918471,0.118,1.900,0.047,10.46,17239,116,64.301,0.750,0.266,5065164,1.06,4.88,0.007,0.020,0.000,11.1,22.6,28.4,80.2,19013,0.073,0.00,0.0021,0.031,51,0.882,0.000,0.401,0.289,6.69,7.54,7.60,0.01,0.003,1.03,1.09,1.07,0.882,0.00118,0.76,57.5626,3258.99,104710.4,140332.6,38.117,42.8670,51.325,181.440,0.712,0.329,1.5,1.227,103.888,1055,3821.4,49.05,9.174,62.351,2351.9,43.648,0.135,2.00,21.7459,22572.2,1.3661,0.5142,18.32,1.188,0.085,0.6817,0.0000,0.306,0.055,0.004,29.1419
210000,1086,2.221,0.632,7.41,81421,78378,250,11,2734,5210,705690.9,390686.8,0.013,0.559,0.213,0.216,136,21.44,10.14,0.35,2.19,0.19,1.87,0.27,1.24,17.33,7.07,0.00,0.00,0.006,0.053,267,0.215,0.011,0.971,0.000,0.018,163960,161941,2,0.988,0.000,0.099,2224689,0.141,1.918,0.046,11.58,38027,61,74.988,0.818,0.290,9044830,1.06,5.89,0.004,0.020,0.000,10.1,22.6,28.3,97.4,19707,0.075,0.00,0.0037,0.023,24,0.914,0.000,0.584,0.513,6.65,7.45,7.65,0.02,0.006,1.03,1.08,1.06,0.914,0.00126,1.75,109.2241,3989.44,101478.2,140332.6,81.843,75.0489,88.953,252.762,0.652,0.322,1.1,1.373,190.865,849,2843.0,33.58,9.941,120.818,2508.1,87.807,0.134,2.00,23.5938,25622.8,1.5075,0.5090,18.15,1.173,0.089,1.3183,0.0000,0.319,0.060,0.000,55.6562
220000,1052,2.193,0.583,7.67,53675,52358,144,2,1205,3870,395088.2,197669.2,0.010,0.612,0.151,0.227,166,22.40,10.30,0.48,2.86,0.19,1.75,0.57,1.58,17.70,6.43,0.00,0.00,0.006,0.048,216,0.212,0.007,0.981,0.000,0.012,71523,70572,1,1.000,0.000,0.229,1514989,0.128,1.845,0.039,9.93,17722,62,51.077,0.500,0.300,4972630,1.07,4.58,0.002,0.024,0.000,13.4,22.6,27.1,113.9,19914,0.076,0.00,0.0021,0.029,33,0.889,0.000,0.384,0.292,7.04,7.69,7.69,0.02,0.016,1.03,1.10,1.08,0.889,0.00108,0.77,58.1644,3131.09,103381.9,140332.6,37.637,43.0999,51.930,179.281,0.655,0.324,1.5,1.139,100.607,895,3242.8,33.87,8.484,63.348,2091.2,44.919,0.133,2.00,23.4024,24619.3,1.4523,0.5680,18.93,1.179,0.095,0.6817,0.0000,0.290,0.039,0.001,29.2289
230000,1118,2.114,0.649,7.63,79956,76547,311,22,3010,7376,703842.5,381714.2,0.011,0.521,0.244,0.224,137,20.66,9.64,0.39,2.24,0.14,1.15,0.32,1.27,16.69,6.88,0.00,0.00,0.006,0.057,281,0.131,0.014,0.971,0.000,0.014,164084,162283,1,1.000,0.000,0.145,2334695,0.167,2.172,0.044,10.92,39002,186,51.751,0.591,0.304,8361627,1.06,6.22,0.001,0.024,0.000,9.2,21.9,26.8,97.4,19610,0.075,0.00,0.0038,0.029,20,0.913,0.000,0.573,0.522,6.60,7.64,7.51,0.01,0.003,1.04,1.07,1.06,0.913,0.00114,1.69,108.2345,4207.31,101238.6,140332.6,82.687,75.6419,87.611,255.323,0.633,0.320,0.9,1.278,188.006,858,2856.4,48.33,9.168,120.697,2538.2,87.157,0.134,2.00,22.9274,25632.9,1.5037,0.5236,17.54,1.164,0.092,1.3183,0.0000,0.297,0.045,0.000,54.4806
240000,1062,2.128,0.678,7.65,53007,51648,150,6,1259,4297,389495.0,189582.7,0.010,0.542,0.199,0.250,163,21.48,9.53,0.31,1.81,0.22,1.70,0.54,1.65,17.32,7.10,0.00,0.00,0.007,0.053,254,0.214,0.011,0.972,0.000,0.017,68335,67415,1,1.000,0.000,0.194,1290473,0.148,2.169,0.048,9.74,17962,243,44.120,0.667,0.273,4218026,1.05,4.85,0.002,0.042,0.000,13.2,22.0,26.2,98.1,19526,0.074,0.00,0.0021,0.026,43,0.883,0.000,0.352,0.272,6.82,7.62,7.58,0.04,0.010,1.02,1.06,1.05,0.884,0.00097,0.74,56.8729,3893.02,101974.4,140332.6,39.321,42.4937,50.978,179.908,0.660,0.321,1.1,1.027,101.959,1076,3883.0,51.03,8.458,61.893,2366.3,43.867,0.135,1.99,23.1055,24538.1,1.4958,0.5567,18.39,1.172,0.091,0.6817,0.0000,0.291,0.047,0.001,28.1846
250000,1194,2.142,0.570,7.53,80851,76830,303,24,3562,6669,706413.9,385081.7,0.022,0.486,0.266,0.226,133,20.25,9.10,0.28,1.78,0.14,1.40,0.44,1.32,16.64,6.92,0.00,0.00,0.004,0.038,288,0.099,0.009,0.977,0.001,0.013,167356,165594,1,0.997,0.003,0.186,1833037,0.180,1.773,0.039,11.17,41145,138,57.742,0.542,0.311,7470230,1.04,6.04,0.001,0.025,0.000,9.9,20.3,25.5,82.4,20898,0.080,0.00,0.0036,0.021,31,0.909,0.000,0.532,0.526,6.49,7.60,7.41,0.01,0.005,1.02,1.06,1.05,0.909,0.00103,1.72,108.7302,3517.69,101423.7,140332.6,82.325,75.7411,87.256,253.382,0.616,0.325,1.3,1.232,193.969,800,2766.9,48.46,9.422,120.774,1910.6,87.395,0.134,2.00,22.2149,26524.6,1.4748,0.5610,17.50,1.160,0.104,1.3183,0.0000,0.304,0.052,0.003,54.9191
260000,1044,2.168,0.626,7.76,53268,51837,152,14,1415,4368,392317.7,192739.3,0.010,0.539,0.203,0.247,161,22.03,9.88,0.32,2.19,0.21,1.67,0.77,1.74,17.18,6.87,0.00,0.00,0.005,0.038,243,0.107,0.010,0.973,0.000,0.017,69051,67925,1,1.000,0.000,0.335,1967986,0.137,2.039,0.043,9.94,18553,65,44.125,0.571,0.284,4312817,1.06,4.54,0.003,0.039,0.000,13.9,21.8,28.0,99.6,19303,0.074,0.00,0.0022,0.024,22,0.886,0.000,0.362,0.275,6.75,7.48,7.70,0.02,0.006,1.04,1.08,1.07,0.886,0.00098,0.73,57.5828,3304.31,102814.2,140332.6,38.693,42.6965,51.549,177.424,0.658,0.324,1.4,1.018,101.873,1017,3795.1,63.22,8.638,62.320,2112.2,44.326,0.135,2.00,23.5061,24540.3,1.5223,0.5344,18.49,1.203,0.110,0.6817,0.0000,0.300,0.042,0.000,28.6887
270000,1162,2.130,0.625,7.88,77326,73891,279,18,3020,5582,697163.2,367787.4,0.008,0.503,0.254,0.235,129,19.75,9.50,0.19,1.59,0.18,1.66,0.85,1.83,15.45,6.93,0.00,0.00,0.005,0.039,260,0.116,0.013,0.972,0.000,0.015,157725,155516,1,1.000,0.000,0.410,4528095,0.163,1.894,0.045,11.41,37173,98,65.888,0.667,0.266,8086759,1.03,6.13,0.003,0.015,0.000,8.2,20.0,27.1,94.6,19375,0.074,0.00,0.0039,0.020,27,0.919,0.000,0.584,0.519,6.25,7.55,7.43,0.01,0.002,1.01,1.03,1.03,0.919,0.00099,1.73,106.3242,3757.40,101176.0,140332.6,81.684,77.7486,86.641,249.366,0.644,0.318,1.0,1.146,187.698,818,2815.3,55.69,9.858,121.163,2554.7,86.306,0.133,2.01,22.3574,25979.3,1.5383,0.5731,16.67,1.209,0.122,1.3183,0.0000,0.304,0.045,0.000,53.5154
