step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung
110000,1071,2.079,0.514,11.37,115846,107011,3,7381,1498,363429,756625.8,447129.8,0.029,0.671,0.212,0.089,144,21.54,18.42,0.20,1.40,1.95,6.31,0.66,2.31,16.38,7.77,0.01,0.18,0.040,0.108,498,0.021,0.052,0.935,0.000,0.013,140593,112336,5,0.321,0.589,0.174,1640498,0.120,1.634,0.035,23.81,52795,166,1.230,0.308,0.222,6711543,1.06,11.40,0.015,0.201,0.001,8.2,16.0,36.0,108.7,20559,0.078,0.00,0.0043,0.065,150,0.611,0.000,0.822,0.254,3.84,4.77,5.59,0.03,0.010,1.04,1.06,1.06,0.623,0.00776,2.61,92.7474,3174.28,120091.0,140277.1,78.330,68.1744,102.186,322.254,0.899,0.371,9.3,8.307,199.810,677,1871.0,38.45,19.937,111.242,2482.5,79.288,0.134,2.00,8.4631,9064.0,0.7258,0.3587,19.20,1.060,0.182,1.3183,0.0000,0.273,0.113,0.051,58.4245
120000,1210,1.805,0.450,11.51,64996,63341,0,1039,477,62431,424313.8,197417.6,0.017,0.681,0.213,0.089,179,16.57,8.02,0.20,1.40,0.41,1.75,0.74,2.64,14.97,6.38,0.00,0.00,0.020,0.085,418,0.081,0.050,0.936,0.000,0.015,56785,46374,2,0.926,0.073,0.204,2141947,0.104,1.340,0.029,19.50,23626,140,3.162,0.336,0.172,3152616,1.05,11.92,0.001,0.088,0.000,8.7,14.9,25.3,63.6,19751,0.075,0.00,0.0023,0.068,90,0.520,0.000,0.762,0.072,3.61,4.30,5.79,0.00,0.003,1.02,1.07,1.06,0.524,0.00402,1.22,54.3340,2972.78,119884.9,140277.1,38.566,38.0667,58.034,194.525,0.794,0.371,5.1,4.871,102.081,682,1732.8,26.26,16.194,52.399,1645.5,37.583,0.134,2.00,8.6232,10434.1,0.7571,0.3291,16.32,1.021,0.111,0.6817,0.0000,0.258,0.061,0.000,28.9454
130000,1024,1.940,0.535,12.01,108985,104107,32,3948,1084,201273,754693.9,415928.6,0.015,0.655,0.216,0.114,144,20.11,14.58,0.31,1.85,2.11,5.41,0.79,3.14,14.98,7.27,0.00,0.11,0.062,0.140,460,0.033,0.036,0.947,0.000,0.017,145019,121978,6,0.677,0.183,0.172,2903747,0.131,1.563,0.037,20.82,53260,185,2.066,0.297,0.203,7187958,1.07,11.59,0.007,0.204,0.002,9.0,15.6,35.7,98.1,18628,0.071,0.00,0.0049,0.064,128,0.659,0.000,0.824,0.305,3.75,4.72,5.54,0.05,0.022,1.04,1.10,1.08,0.665,0.00616,2.58,99.9423,2887.95,120293.9,140277.1,82.463,67.8637,100.559,289.809,0.826,0.372,7.7,6.308,196.190,759,2221.1,36.23,16.241,110.129,2624.2,80.770,0.135,2.00,8.6033,8809.8,0.7348,0.3688,18.19,1.078,0.127,1.3183,0.0000,0.217,0.060,0.001,56.8153
140000,1029,2.022,0.506,11.81,61063,57981,0,2617,460,128715,424628.1,186850.1,0.015,0.706,0.195,0.084,172,21.01,15.89,0.46,2.48,3.33,7.00,0.77,2.09,13.70,6.43,0.00,0.00,0.085,0.165,457,0.063,0.050,0.934,0.000,0.017,53799,43070,3,0.626,0.134,0.258,2443696,0.109,1.515,0.034,19.88,22071,140,1.452,0.300,0.149,3152358,1.13,11.52,0.001,0.230,0.000,8.0,14.7,42.9,136.7,18786,0.072,0.00,0.0030,0.060,121,0.520,0.000,0.766,0.078,3.83,4.82,5.51,0.06,0.029,1.07,1.19,1.13,0.527,0.00501,1.27,49.3855,2714.48,120369.0,140277.1,38.605,39.2298,56.026,189.372,0.779,0.371,7.0,5.160,101.886,744,2004.0,47.02,16.692,51.930,2434.7,35.245,0.135,2.00,8.8440,9100.5,0.7676,0.2989,18.26,1.098,0.176,0.6817,0.0000,0.195,0.044,0.000,27.4289
150000,1186,1.897,0.568,13.11,96998,89466,21,6268,1086,356519,719978.2,375217.7,0.011,0.696,0.165,0.128,141,18.42,11.31,0.22,1.30,2.12,4.16,0.57,1.78,12.48,6.29,0.00,0.00,0.080,0.143,584,0.031,0.041,0.943,0.000,0.016,128335,105395,2,0.592,0.212,0.173,1785073,0.123,1.687,0.040,21.07,49533,187,1.052,0.296,0.205,6120305,1.05,13.47,0.000,0.331,0.000,6.8,15.0,32.9,79.2,18253,0.070,0.00,0.0049,0.082,166,0.611,0.000,0.829,0.307,3.43,4.88,4.46,0.03,0.019,1.03,1.09,1.05,0.624,0.00638,2.46,80.0563,3213.11,119743.2,140277.1,78.968,75.2067,89.949,302.743,0.880,0.371,8.5,7.570,197.322,815,2257.2,58.67,17.365,113.496,2796.2,73.913,0.135,2.00,7.1900,8527.3,0.7560,0.3718,15.39,1.165,0.280,1.3183,0.0000,0.220,0.061,0.000,51.7242
160000,1329,1.761,0.458,12.12,65737,64089,0,1036,469,85065,447957.6,192787.6,0.014,0.721,0.179,0.087,174,15.75,8.30,0.20,1.52,0.50,1.82,0.88,2.58,13.89,5.97,0.00,0.00,0.024,0.081,432,0.043,0.048,0.938,0.000,0.014,57174,44869,3,0.892,0.084,0.261,2542106,0.107,1.463,0.031,20.60,24636,158,2.266,0.311,0.161,3400779,1.04,12.30,0.001,0.089,0.000,8.3,14.3,25.7,86.5,20554,0.078,0.00,0.0024,0.074,127,0.503,0.000,0.753,0.065,3.48,4.65,5.23,0.00,0.002,1.02,1.07,1.05,0.508,0.00414,1.36,54.0085,3282.26,119038.5,140277.1,37.445,39.1400,59.778,197.132,0.801,0.370,6.0,5.505,101.572,567,1428.3,50.25,16.977,52.285,1809.1,37.032,0.136,1.99,8.2565,10972.9,0.7698,0.3165,15.47,1.023,0.115,0.6817,0.0000,0.184,0.044,0.000,28.1725
170000,1250,1.754,0.514,11.72,125224,113426,6,10188,1683,487634,761414.8,444181.0,0.017,0.699,0.181,0.103,134,16.35,9.16,0.17,1.13,0.87,2.96,0.40,2.08,14.47,6.80,0.00,0.03,0.037,0.119,547,0.029,0.054,0.929,0.000,0.017,154250,121735,4,0.363,0.266,0.069,2021306,0.135,1.604,0.036,24.76,58578,168,0.911,0.307,0.195,6806810,1.04,12.63,0.001,0.218,0.001,7.0,14.5,25.5,88.1,19889,0.076,0.00,0.0042,0.073,172,0.572,0.000,0.792,0.258,3.38,4.49,5.28,0.01,0.002,1.02,1.06,1.04,0.590,0.00726,2.61,85.2327,3432.44,120428.6,140277.1,76.644,71.5720,100.020,332.760,0.913,0.374,6.9,9.078,201.654,668,1884.2,30.28,21.551,111.985,2317.2,75.903,0.135,2.00,7.0588,8823.5,0.7253,0.3542,15.91,1.025,0.236,1.3183,0.0000,0.239,0.083,0.003,56.2294
180000,1303,1.672,0.417,12.10,77648,75637,0,812,1146,58929,445329.8,203110.5,0.015,0.663,0.234,0.088,182,13.68,7.92,0.06,0.47,0.67,2.54,0.28,1.73,14.77,7.09,0.00,0.06,0.036,0.130,463,0.036,0.058,0.924,0.000,0.018,64045,49793,5,0.190,0.643,0.062,799377,0.128,1.349,0.028,20.95,30485,138,3.447,0.346,0.182,2719283,1.01,13.91,0.003,0.091,0.001,6.8,11.9,21.1,76.2,20541,0.078,0.00,0.0023,0.067,136,0.427,0.000,0.709,0.052,3.23,4.36,4.71,0.00,0.001,1.01,1.01,1.01,0.431,0.00380,1.25,57.4437,2923.32,121489.8,140277.1,38.585,37.6463,61.044,197.039,0.878,0.374,6.7,4.951,103.231,534,1410.7,20.80,17.221,50.902,1724.0,37.288,0.134,1.99,7.2309,9421.9,0.6751,0.2879,15.76,0.861,0.124,0.6817,0.0000,0.219,0.050,0.002,29.3634
190000,1237,1.866,0.470,12.42,118071,110908,29,5500,1700,264306,766232.9,415885.2,0.014,0.659,0.226,0.101,145,17.69,19.40,0.23,1.73,1.41,5.41,0.54,2.87,15.89,8.59,0.00,0.09,0.037,0.130,504,0.049,0.049,0.935,0.000,0.016,140905,115356,7,0.348,0.293,0.099,1401862,0.131,1.530,0.031,23.01,59820,160,1.573,0.347,0.217,5807388,1.06,13.18,0.035,0.140,0.001,6.3,12.9,26.6,115.1,22352,0.085,0.00,0.0039,0.065,167,0.563,0.000,0.762,0.256,3.53,4.48,4.97,0.01,0.004,1.05,1.07,1.07,0.570,0.00602,2.49,97.3017,3335.48,119853.4,140277.1,79.545,69.8997,100.773,317.812,0.866,0.370,7.1,7.447,202.366,562,1501.5,26.29,18.406,110.953,2047.7,79.194,0.136,2.00,8.0571,9966.6,0.6728,0.3354,18.07,0.892,0.218,1.3183,0.0000,0.223,0.069,0.001,56.4503
200000,1247,1.658,0.433,12.32,72039,69666,0,1424,939,73007,423584.7,194216.0,0.015,0.677,0.235,0.073,174,14.85,9.46,0.18,1.24,1.16,3.56,0.96,2.62,15.58,6.93,0.00,0.00,0.039,0.120,562,0.032,0.045,0.931,0.000,0.024,60408,48093,6,0.309,0.387,0.274,1849921,0.117,1.353,0.028,20.28,30002,126,2.660,0.340,0.242,2711644,1.05,11.36,0.000,0.120,0.000,6.5,12.4,28.9,75.8,22293,0.085,0.00,0.0022,0.066,107,0.463,0.000,0.714,0.064,3.69,3.95,6.40,0.00,0.001,1.03,1.05,1.06,0.468,0.00368,1.21,54.2219,3198.42,121721.3,140277.1,38.946,38.3969,57.820,195.107,0.838,0.373,6.2,4.587,102.562,542,1450.9,20.87,16.965,51.253,1528.2,36.111,0.135,2.00,7.2266,9011.6,0.6083,0.2733,17.88,0.813,0.137,0.6817,0.0000,0.238,0.060,0.000,28.7334
210000,1038,1.969,0.518,11.44,102353,96280,10,5236,1036,333392,742883.2,401916.4,0.021,0.682,0.195,0.102,142,19.71,14.31,0.26,1.51,2.20,6.45,0.85,2.24,17.86,7.84,0.00,0.00,0.049,0.124,545,0.024,0.043,0.938,0.000,0.018,134750,112837,7,0.395,0.415,0.266,2400134,0.119,1.613,0.037,23.66,56060,167,1.206,0.319,0.171,5538563,1.07,10.22,0.007,0.215,0.000,7.4,15.7,42.0,95.6,21974,0.084,0.00,0.0040,0.061,142,0.597,0.000,0.745,0.317,3.99,4.28,6.69,0.03,0.013,1.06,1.07,1.09,0.609,0.00701,2.93,90.9394,3197.80,120744.6,140277.1,77.815,72.0008,94.949,305.201,0.890,0.372,8.0,7.274,195.524,687,1928.1,29.29,19.275,111.585,2559.6,77.083,0.134,2.01,8.2668,8581.0,0.5834,0.3066,21.17,0.884,0.207,1.3183,0.0000,0.229,0.078,0.001,55.8753
220000,824,2.139,0.548,11.91,68682,65899,2,2341,654,149039,429335.6,197390.8,0.015,0.701,0.222,0.063,163,23.03,12.64,0.27,1.86,2.46,5.02,1.93,3.12,20.90,8.72,0.00,0.00,0.079,0.146,444,0.062,0.039,0.950,0.000,0.011,59518,48126,5,0.375,0.154,0.534,2697155,0.110,1.637,0.041,21.51,29241,117,1.324,0.353,0.161,2548800,1.06,7.35,0.010,0.221,0.000,9.5,22.9,37.3,107.0,21066,0.080,0.00,0.0025,0.055,106,0.461,0.000,0.684,0.094,4.62,4.96,7.42,0.01,0.002,1.08,1.05,1.06,0.470,0.00618,1.31,51.6941,2966.60,121725.2,140277.1,37.225,39.7090,57.178,199.545,0.829,0.373,6.0,5.095,101.868,765,2639.1,22.32,18.447,51.639,2511.3,34.929,0.136,2.00,9.0151,7428.4,0.5164,0.2504,25.57,0.890,0.185,0.6817,0.0000,0.240,0.093,0.001,28.4456
230000,818,2.259,0.576,13.53,105578,96679,4,7911,990,489871,763004.6,420111.6,0.021,0.692,0.205,0.083,134,26.56,25.70,0.23,1.56,3.53,6.81,0.82,2.43,21.05,10.91,0.00,0.05,0.072,0.131,470,0.035,0.056,0.936,0.000,0.007,137811,113406,9,0.185,0.496,0.211,3776087,0.129,1.750,0.043,24.83,62275,146,0.858,0.328,0.159,5252519,1.06,9.38,0.020,0.258,0.002,6.7,15.7,77.8,105.1,20964,0.080,0.00,0.0044,0.065,188,0.574,0.000,0.731,0.314,4.19,4.70,6.64,0.04,0.017,1.06,1.04,1.09,0.591,0.01060,3.10,87.6149,2972.43,121671.2,140277.1,74.686,73.0850,95.937,326.949,0.919,0.374,8.6,8.674,197.295,832,2640.5,34.52,21.096,113.372,2996.1,76.324,0.135,2.00,8.4042,6874.6,0.5312,0.2752,25.63,0.903,0.315,1.3183,0.0000,0.208,0.069,0.000,56.4411
240000,1397,1.557,0.416,12.31,82977,80138,0,1273,987,84143,464895.9,213265.6,0.018,0.629,0.284,0.069,173,11.34,5.30,0.13,1.03,0.02,0.34,0.87,2.04,15.68,6.39,0.00,0.00,0.001,0.019,421,0.054,0.061,0.916,0.000,0.023,71824,59512,3,0.621,0.248,0.346,2716724,0.124,1.375,0.026,21.33,35519,115,2.535,0.368,0.234,2765859,1.05,12.17,0.001,0.011,0.000,6.1,10.4,17.1,61.3,23335,0.089,0.00,0.0021,0.055,129,0.468,0.000,0.737,0.080,3.47,3.34,6.61,0.00,0.000,1.04,1.04,1.08,0.473,0.00331,1.39,59.7430,3259.64,120276.6,140277.1,37.007,38.1768,63.144,204.381,0.755,0.369,3.7,4.626,101.306,501,1243.7,49.98,17.695,51.964,1473.2,38.458,0.135,2.00,7.6559,10695.3,0.6527,0.2369,16.70,0.683,0.060,0.6817,0.0000,0.172,0.053,0.000,30.3474
250000,1003,1.846,0.561,12.51,124861,113695,0,9878,1682,532653,758136.4,470027.0,0.028,0.647,0.255,0.070,135,19.25,21.62,0.15,1.34,2.54,6.99,1.18,3.21,17.27,10.12,0.00,0.00,0.048,0.132,515,0.025,0.050,0.930,0.000,0.020,162544,134249,7,0.297,0.286,0.267,4163136,0.131,1.925,0.039,24.39,70154,142,0.882,0.348,0.188,5441312,1.04,10.76,0.033,0.173,0.000,5.2,12.1,44.0,112.0,21194,0.081,0.00,0.0044,0.061,144,0.562,0.000,0.752,0.307,3.87,4.06,6.61,0.01,0.003,1.02,1.04,1.05,0.581,0.00776,3.29,92.0161,3675.89,120122.9,140277.1,74.685,72.3570,99.360,312.860,0.895,0.373,7.4,7.785,195.688,687,2001.9,43.06,19.690,113.621,2694.0,77.850,0.136,2.00,8.6926,8718.7,0.6165,0.3001,21.13,0.806,0.270,1.3183,0.0000,0.250,0.162,0.131,57.8563
260000,1488,1.498,0.414,11.61,86987,83585,0,1324,1593,78970,454544.8,217290.3,0.022,0.612,0.301,0.064,175,10.05,4.93,0.15,1.23,0.01,0.27,0.46,1.80,14.87,6.45,0.00,0.00,0.003,0.056,421,0.051,0.064,0.926,0.000,0.010,75696,62689,5,0.232,0.511,0.109,1793759,0.127,1.281,0.027,20.50,35682,118,2.752,0.358,0.196,2859566,1.04,13.04,0.001,0.006,0.000,5.2,9.3,15.5,49.4,23048,0.088,0.00,0.0021,0.056,106,0.480,0.000,0.756,0.081,3.42,3.43,6.12,0.00,0.000,1.05,1.03,1.05,0.484,0.00258,1.31,60.2634,3273.99,120387.9,140277.1,38.334,38.5125,62.555,193.119,0.784,0.370,3.4,3.841,101.192,509,1390.0,25.97,16.854,51.552,1274.9,38.118,0.134,2.00,7.1057,10573.3,0.6720,0.2851,15.49,0.647,0.058,0.6817,0.0000,0.188,0.066,0.000,29.7215
270000,1276,1.575,0.493,11.15,153940,143126,4,7110,3912,281958,773007.4,460482.3,0.036,0.616,0.256,0.093,139,12.23,8.09,0.19,1.29,1.15,3.24,1.02,2.95,14.72,7.71,0.00,0.04,0.052,0.145,506,0.070,0.068,0.913,0.000,0.019,190862,159554,10,0.379,0.151,0.160,1892872,0.203,1.674,0.031,22.76,72982,147,1.633,0.366,0.223,7027166,1.04,12.74,0.002,0.161,0.002,5.2,10.8,21.2,72.8,21789,0.083,0.00,0.0041,0.062,182,0.604,0.000,0.796,0.264,3.38,4.21,5.47,0.00,0.002,1.04,1.04,1.04,0.613,0.00379,2.76,106.3759,3189.18,120446.2,140277.1,81.533,67.3310,107.336,298.894,0.828,0.372,5.3,4.838,199.277,537,1484.9,56.52,17.716,108.933,2538.4,80.188,0.136,2.00,7.3910,9430.9,0.6860,0.3131,17.08,0.711,0.168,1.3183,0.0000,0.248,0.110,0.016,59.5320
