step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density,digest
9000,33,184,21.3,0.0,0.4,0.0,18.3,0.0,1.01,6.7,74,233,20.77,8.87,54,119,11,0.0,1.01,1.01,1.01,4.10,5.15,7.61,28.4,1.135,0.404
9000,35,76,19.8,0.5,0.4,0.1,16.3,0.0,1.10,9.1,33,116,7.67,4.38,2,74,0,0.0,1.00,1.18,1.11,4.08,4.50,7.05,31.1,1.105,0.406
9000,7,53,19.3,0.0,1.7,1.7,13.1,0.0,1.00,9.1,26,251,20.15,8.58,10,43,0,0.0,1.00,1.00,1.00,4.21,4.58,7.11,28.7,1.234,0.343
9000,2,42,13.9,0.4,0.0,0.0,12.7,0.0,1.09,11.0,11,157,8.72,3.51,34,8,0,0.0,1.08,1.11,1.10,3.60,4.60,5.88,21.4,1.050,0.502
9000,34,36,18.1,0.9,0.0,1.7,13.4,0.0,1.16,13.3,16,187,11.12,5.79,0,35,1,0.0,1.07,1.26,1.15,3.36,4.47,4.94,34.6,1.134,0.245
9000,43,32,35.0,0.7,0.9,3.8,26.9,0.0,1.18,3.6,16,133,13.59,8.17,15,17,0,0.2,1.19,1.22,1.16,4.94,6.31,8.00,24.0,1.135,0.438
9000,12,12,17.8,0.0,3.2,0.0,13.4,0.0,1.00,8.5,10,768,103.70,30.96,12,0,0,0.0,1.00,1.00,1.00,4.58,7.25,4.50,19.7,1.068,0.611
9000,47,8,12.1,0.0,0.0,0.0,11.1,0.0,1.00,14.8,5,455,40.77,23.51,0,8,0,0.0,1.00,1.00,1.00,3.12,6.62,2.38,27.7,1.089,0.257
9000,25,7,17.1,0.0,0.0,0.0,15.9,0.0,1.00,12.0,3,240,14.48,6.00,7,0,0,0.0,1.00,1.00,1.00,4.00,7.29,2.71,11.3,1.087,0.397
10000,1,262,15.4,0.2,0.5,0.1,14.4,0.0,1.06,9.0,96,202,12.80,6.68,177,81,4,0.0,1.05,1.08,1.04,4.94,5.55,7.45,19.5,0.996,0.473
10000,33,233,21.6,0.0,0.5,0.1,18.4,0.0,1.00,7.4,91,151,10.73,6.58,88,137,8,0.0,1.00,1.00,1.00,4.09,5.17,7.15,26.9,1.145,0.397
10000,2,107,17.1,0.8,0.0,0.0,15.4,0.0,1.25,9.4,33,140,8.41,4.05,98,7,2,0.0,1.20,1.22,1.29,3.93,4.95,6.36,20.0,1.007,0.485
10000,35,54,14.6,0.0,0.0,0.0,13.3,0.0,1.01,11.7,26,128,7.28,4.27,4,50,0,0.0,1.01,1.01,1.01,3.85,4.19,6.02,32.4,1.086,0.370
10000,34,45,16.4,0.4,0.0,0.1,13.4,0.0,1.21,13.3,21,133,7.80,3.95,0,45,0,0.0,1.14,1.17,1.30,3.09,4.20,5.16,32.7,1.144,0.299
10000,7,30,25.1,0.0,2.3,4.5,16.3,0.0,1.00,6.9,15,220,15.49,6.01,6,24,0,0.0,1.00,1.00,1.00,5.07,4.87,7.80,27.2,1.215,0.344
10000,52,26,24.0,0.0,2.0,1.5,19.5,0.0,1.00,8.3,19,92,8.23,3.92,17,9,0,0.0,1.00,1.00,1.00,4.23,5.08,6.96,14.4,1.057,0.300
10000,50,17,12.5,0.6,1.1,0.2,11.8,0.0,1.11,11.8,8,158,7.44,4.89,17,0,0,0.2,1.00,1.18,1.15,4.06,4.29,7.53,22.8,0.889,0.427
10000,12,12,16.3,0.0,1.5,0.0,13.5,0.0,1.00,10.0,5,240,20.04,13.00,12,0,0,0.0,1.00,1.00,1.00,4.58,8.00,3.25,20.3,1.084,0.637
10000,51,9,12.6,0.0,0.0,0.0,12.2,0.0,1.00,15.6,3,235,8.89,8.06,0,9,0,0.0,1.00,1.00,1.00,2.89,3.00,5.22,30.7,1.057,0.594
10000,53,9,15.5,0.0,0.0,1.3,12.1,0.0,1.00,13.6,6,269,11.45,9.96,0,9,0,0.0,1.00,1.00,1.00,3.56,3.00,6.33,31.1,1.219,0.448
10000,47,8,17.2,0.0,0.0,0.0,15.6,0.0,1.00,12.2,4,112,7.68,3.53,0,8,0,0.0,1.00,1.00,1.00,3.38,6.25,3.62,31.1,1.083,0.320
11000,1,244,15.8,0.1,0.1,0.1,16.6,0.0,1.02,7.7,90,174,11.12,5.51,173,69,2,0.0,1.03,1.03,1.01,5.48,6.45,7.47,20.2,0.954,0.473
11000,33,196,21.9,0.1,0.6,0.1,18.4,0.0,1.03,7.7,79,150,10.15,5.20,65,108,23,0.0,1.03,1.03,1.04,4.08,4.89,7.26,29.0,1.132,0.387
11000,2,93,16.7,0.6,0.0,0.0,15.6,0.0,1.12,9.2,23,160,11.08,4.30,46,44,3,0.0,1.05,1.18,1.12,4.01,4.96,6.48,24.4,0.990,0.481
11000,50,35,10.9,0.1,1.4,0.0,10.3,0.0,1.03,15.4,7,82,5.67,2.00,34,1,0,0.0,1.04,1.04,1.03,2.06,4.17,4.29,17.2,0.920,0.467
11000,35,32,14.5,0.0,0.8,0.0,12.9,0.0,1.00,13.2,17,125,5.83,3.57,3,28,1,0.0,1.00,1.00,1.00,3.53,4.06,5.31,30.9,1.067,0.396
11000,7,21,23.1,0.0,0.5,2.7,17.8,0.0,1.00,6.9,13,191,17.86,5.21,6,15,0,0.0,1.00,1.00,1.00,4.38,5.10,7.76,30.5,1.189,0.343
11000,52,5,6.9,0.0,0.0,1.8,7.4,0.0,1.00,14.4,4,284,20.01,4.84,1,4,0,0.0,1.00,1.00,1.00,3.20,6.80,5.80,27.5,0.824,0.343
12000,1,258,17.6,0.2,0.2,0.0,17.8,0.0,1.05,6.7,93,176,11.62,6.18,135,118,5,0.0,1.03,1.06,1.08,6.17,6.93,7.73,23.6,0.947,0.493
12000,33,143,17.9,0.1,0.7,0.3,15.5,0.0,1.01,10.5,60,155,9.73,4.82,46,90,7,0.0,1.01,1.00,1.01,3.87,4.50,6.29,28.1,1.086,0.381
12000,65,58,13.6,0.1,0.0,0.1,15.4,0.0,1.01,8.0,23,129,7.10,4.25,48,10,0,0.0,1.00,1.02,1.01,4.90,6.24,6.84,19.2,0.883,0.504
12000,2,41,20.3,0.7,0.0,0.0,19.1,0.0,1.18,7.9,16,130,8.65,4.85,18,22,1,0.0,1.09,1.23,1.21,4.32,5.10,7.15,27.8,1.000,0.482
12000,50,34,13.5,0.1,2.7,0.0,11.3,0.0,1.01,12.9,14,160,7.82,5.09,34,0,0,0.1,1.00,1.03,1.01,3.12,4.53,5.29,18.7,0.940,0.440
12000,35,25,16.6,0.4,0.2,0.0,14.5,0.0,1.08,10.6,9,110,6.41,3.69,20,5,0,0.1,1.00,1.14,1.09,3.72,5.24,5.44,21.3,1.060,0.413
12000,52,22,43.8,0.0,1.8,3.3,35.8,0.0,1.00,2.2,16,96,13.29,5.17,7,15,0,0.0,1.00,1.00,1.00,6.82,6.91,8.00,27.5,1.118,0.294
12000,7,12,31.9,0.0,0.0,1.8,26.1,0.0,1.00,2.3,2,88,8.96,2.98,0,11,1,0.0,1.00,1.00,1.00,5.92,6.83,8.00,34.5,1.186,0.396
13000,1,199,16.5,0.3,0.2,0.0,16.5,0.0,1.05,7.0,60,178,12.21,5.25,131,61,7,0.0,1.04,1.10,1.03,5.75,6.38,7.91,20.9,0.955,0.480
13000,33,88,18.7,0.6,0.6,0.0,15.7,0.0,1.12,10.9,32,117,7.81,3.27,33,55,0,0.0,1.13,1.13,1.11,3.80,5.07,5.50,27.1,1.069,0.428
13000,50,37,14.5,0.1,0.6,0.0,13.6,0.0,1.06,8.4,18,116,9.00,2.11,32,5,0,0.0,1.05,1.06,1.05,3.38,5.24,6.73,22.3,1.008,0.403
13000,65,31,15.5,0.0,0.9,0.4,16.5,0.0,1.00,5.8,14,139,9.87,3.16,14,14,3,0.0,1.00,1.00,1.00,4.90,6.65,7.39,28.3,0.883,0.409
13000,69,30,11.2,0.0,0.0,1.0,12.4,0.0,1.02,12.0,15,124,7.55,2.94,11,11,8,0.0,1.02,1.02,1.02,3.70,4.60,6.07,30.2,0.885,0.409
13000,2,27,25.6,0.8,0.0,0.0,24.4,0.0,1.32,5.9,8,104,9.24,3.88,5,22,0,0.0,1.25,1.25,1.43,4.96,5.85,7.22,30.3,0.988,0.519
13000,35,20,17.1,0.1,1.0,0.0,14.3,0.0,1.01,9.6,10,120,7.91,2.61,6,14,0,0.3,1.00,1.01,1.01,3.55,5.80,5.40,27.9,1.100,0.413
14000,1,185,16.7,0.5,0.1,0.0,15.2,0.0,1.07,8.1,41,145,9.39,3.92,131,54,0,0.0,1.00,1.18,1.06,5.00,5.63,7.85,19.1,1.019,0.464
14000,65,48,17.4,0.0,0.7,0.3,18.3,0.0,1.01,5.8,26,118,8.73,3.48,25,18,5,0.0,1.00,1.01,1.01,5.46,6.65,7.73,26.0,0.914,0.418
14000,33,46,21.2,0.0,0.8,0.0,18.0,0.0,1.00,8.2,19,143,9.53,5.28,33,12,1,0.0,1.00,1.00,1.00,4.22,5.02,6.87,21.7,1.117,0.470
14000,35,13,12.4,0.0,0.0,0.0,11.3,0.0,1.00,13.8,5,104,6.83,1.15,2,11,0,0.0,1.00,1.00,1.00,3.08,5.15,3.92,29.6,1.099,0.422
14000,2,10,24.2,0.0,0.0,0.0,23.5,0.0,1.00,6.4,4,82,7.77,0.91,4,6,0,0.0,1.00,1.00,1.00,4.90,5.90,7.80,28.4,1.011,0.479
14000,50,9,14.3,0.1,1.2,0.3,11.9,0.0,1.01,11.6,5,236,13.91,3.36,8,1,0,0.1,1.00,1.03,1.00,3.56,3.11,7.11,23.8,1.052,0.364
15000,1,140,19.6,0.1,0.5,0.0,19.4,0.0,1.01,6.0,50,161,10.94,4.28,86,42,12,0.0,1.01,1.02,1.00,5.46,6.01,7.83,23.3,0.994,0.459
15000,65,34,12.5,0.0,0.0,0.4,13.2,0.0,1.00,9.5,14,153,9.04,3.09,9,25,0,0.0,1.00,1.00,1.00,4.44,5.91,6.82,29.7,0.935,0.408
15000,2,26,28.8,0.2,0.3,0.0,26.3,0.0,1.04,9.2,6,105,12.80,2.03,2,24,0,0.0,1.05,1.02,1.04,5.12,5.81,7.54,28.0,1.075,0.439
15000,33,23,23.6,0.4,1.9,0.0,18.4,0.0,1.07,5.5,12,104,7.05,5.18,21,2,0,0.0,1.00,1.12,1.07,4.65,5.35,7.91,17.9,1.115,0.494
15000,35,9,13.5,0.0,0.0,0.0,12.0,0.0,1.00,12.7,2,165,8.58,3.87,0,4,5,0.0,1.00,1.00,1.00,3.00,5.00,4.67,39.2,1.124,0.465
16000,1,181,18.2,0.1,0.0,0.0,19.2,0.0,1.01,5.7,56,159,12.45,4.26,87,84,10,0.0,1.01,1.02,1.01,5.67,6.35,7.78,26.4,0.944,0.481
16000,33,80,23.6,0.2,2.9,0.6,18.3,0.0,1.03,6.3,34,136,10.23,5.25,80,0,0,0.0,1.00,1.06,1.04,4.59,5.05,7.81,16.0,1.080,0.485
16000,65,59,25.5,0.3,1.5,0.3,26.4,0.0,1.05,4.4,34,146,11.39,4.32,20,38,1,0.0,1.02,1.08,1.05,6.10,6.56,7.66,27.8,0.907,0.474
16000,2,28,35.7,3.5,0.0,0.0,25.6,0.0,2.27,7.6,13,129,13.57,3.32,10,13,5,0.0,1.85,2.22,2.71,5.14,5.11,7.46,29.8,1.095,0.426
16000,35,28,17.0,0.0,0.1,0.0,15.0,0.0,1.00,10.2,12,126,8.70,2.26,5,20,3,0.0,1.00,1.00,1.00,3.57,5.64,5.25,30.4,1.131,0.448
16000,50,14,12.5,0.0,0.4,0.0,11.5,0.0,1.00,10.3,4,133,9.07,3.04,7,7,0,0.0,1.00,1.00,1.00,3.64,2.93,8.00,26.0,1.056,0.367
17000,1,242,19.2,0.1,0.4,0.2,20.3,0.0,1.01,4.6,64,145,11.74,4.20,108,127,7,0.0,1.00,1.01,1.01,5.78,6.57,7.90,25.4,0.926,0.475
17000,33,85,24.1,0.0,2.7,0.2,19.5,0.0,1.00,6.6,46,137,10.19,5.67,70,15,0,0.0,1.00,1.00,1.00,4.53,4.89,7.82,19.4,1.084,0.482
17000,35,26,13.7,0.0,0.0,0.0,12.3,0.0,1.00,11.4,8,129,7.37,2.18,3,21,2,0.0,1.00,1.00,1.00,3.00,5.69,4.62,31.8,1.116,0.474
17000,65,20,14.8,0.0,0.8,0.0,15.4,0.0,1.00,5.8,7,128,9.43,2.74,13,7,0,0.0,1.00,1.00,1.00,4.20,5.45,7.75,19.6,0.914,0.445
17000,50,7,12.7,0.0,0.0,0.0,12.4,0.0,1.00,12.6,4,174,9.91,2.85,5,2,0,0.0,1.00,1.00,1.00,3.43,3.14,8.00,15.5,1.041,0.377
18000,1,364,19.8,0.1,0.3,0.0,21.8,0.0,1.03,3.7,102,151,12.10,5.12,177,158,29,0.0,1.02,1.03,1.03,6.18,7.16,7.85,25.3,0.890,0.489
18000,33,96,25.2,1.1,2.6,0.1,18.6,0.0,1.23,6.7,42,113,10.57,3.94,65,30,1,0.0,1.04,1.26,1.35,4.36,5.14,7.60,22.6,1.069,0.416
18000,95,57,20.7,0.3,1.0,4.0,15.4,0.0,1.08,11.8,28,136,12.25,3.31,27,21,9,0.2,1.04,1.12,1.08,4.05,5.21,4.93,28.6,1.086,0.271
18000,50,22,18.9,0.0,0.0,1.7,17.7,0.0,1.00,9.0,10,73,7.02,1.67,22,0,0,0.0,1.00,1.00,1.00,4.95,3.73,8.00,9.5,1.018,0.376
18000,35,10,28.0,0.0,6.2,0.0,15.6,0.0,1.00,1.2,3,205,17.40,6.17,9,0,1,0.0,1.00,1.00,1.00,5.60,7.70,7.70,16.6,1.278,0.365
19000,1,602,19.1,0.1,0.4,0.0,21.1,0.0,1.03,4.0,169,150,12.24,5.44,297,262,43,0.0,1.02,1.03,1.03,5.96,7.19,7.65,25.6,0.889,0.487
19000,33,48,30.7,0.1,5.7,0.0,21.8,0.0,1.03,6.3,26,152,12.86,9.11,39,7,2,0.0,1.03,1.03,1.02,4.56,5.33,7.62,19.0,1.095,0.393
19000,95,23,25.4,0.4,3.1,3.8,18.5,0.0,1.29,8.4,17,150,14.91,6.24,7,15,1,0.0,1.26,1.30,1.30,4.70,5.26,6.70,26.6,1.048,0.264
19000,50,22,25.5,0.3,0.0,2.6,22.5,0.0,1.05,6.0,11,118,11.84,3.82,21,1,0,0.0,1.00,1.07,1.09,4.64,5.05,7.95,13.3,1.051,0.333
20000,1,753,19.2,0.4,0.4,0.1,20.4,0.0,1.07,4.3,240,176,15.11,5.95,330,373,50,0.0,1.07,1.09,1.07,5.97,7.13,7.72,26.2,0.892,0.489
20000,33,73,28.9,0.2,5.5,0.0,20.6,0.0,1.04,6.8,35,103,8.03,6.51,60,13,0,0.0,1.01,1.09,1.04,4.52,5.10,7.55,18.3,1.088,0.399
20000,95,7,34.3,0.0,11.3,1.9,21.9,0.0,1.00,3.4,3,56,5.29,2.97,7,0,0,0.0,1.00,1.00,1.00,5.57,6.29,8.00,17.7,1.006,0.242
21000,1,1067,18.5,0.2,0.4,0.1,19.7,0.0,1.02,4.7,362,202,17.72,7.37,531,467,69,0.0,1.02,1.04,1.02,6.05,7.22,7.75,25.1,0.904,0.486
21000,33,22,31.1,1.1,5.5,0.2,20.3,0.0,1.19,6.2,11,143,9.78,8.99,19,3,0,0.0,1.00,1.36,1.21,4.50,5.00,7.91,12.7,1.108,0.397
22000,1,1148,18.3,0.3,0.2,0.0,19.4,0.0,1.05,5.3,361,244,23.55,9.20,565,494,89,0.0,1.03,1.07,1.05,5.88,6.98,7.68,25.3,0.907,0.485
23000,1,1288,16.7,0.3,0.3,0.0,17.4,0.0,1.05,6.6,460,267,24.75,10.41,616,587,85,0.0,1.03,1.08,1.04,5.51,6.93,7.43,25.4,0.911,0.489
24000,1,1426,15.9,0.3,1.1,0.0,15.2,0.0,1.04,8.5,558,247,21.03,9.85,735,610,81,0.0,1.03,1.04,1.06,5.12,6.49,7.12,24.5,0.948,0.477
25000,1,1277,16.0,0.2,1.0,0.1,14.8,0.0,1.05,8.5,525,261,21.81,8.53,624,593,60,0.0,1.03,1.06,1.06,5.08,6.35,7.11,24.7,0.985,0.463
26000,1,1380,15.3,0.2,0.7,0.0,14.6,0.0,1.04,8.9,505,292,23.24,8.21,715,591,74,0.0,1.02,1.05,1.06,4.80,6.00,7.12,24.6,0.992,0.461
27000,1,1417,16.1,0.2,0.8,0.0,14.7,0.0,1.04,8.7,502,271,20.84,8.49,700,643,74,0.0,1.02,1.05,1.04,4.92,6.22,7.21,24.7,1.013,0.447
28000,1,1366,16.8,0.2,0.9,0.1,14.9,0.0,1.04,8.7,508,244,18.89,8.31,721,599,46,0.0,1.02,1.05,1.03,5.03,6.37,7.09,23.7,1.045,0.433
29000,1,1215,17.2,0.2,0.6,0.0,15.6,0.0,1.04,8.0,414,237,17.16,8.13,603,545,67,0.0,1.03,1.05,1.04,5.07,6.42,7.33,24.4,1.029,0.432
30000,1,1004,18.8,0.2,0.7,0.2,16.7,0.0,1.04,7.2,380,235,17.52,8.38,488,464,52,0.0,1.02,1.05,1.04,5.54,6.87,7.65,25.0,1.051,0.423
31000,1,877,18.4,0.2,0.4,0.2,16.6,0.0,1.03,7.4,319,221,15.90,7.33,434,378,65,0.0,1.03,1.05,1.02,5.52,6.68,7.55,25.2,1.050,0.422
32000,1,664,18.4,0.1,0.2,0.1,17.3,0.0,1.01,6.8,239,198,13.79,6.42,337,299,28,0.0,1.01,1.02,1.01,5.72,6.79,7.68,24.4,1.045,0.420
33000,1,511,18.5,0.2,0.2,0.1,17.1,0.0,1.03,6.5,196,197,14.46,6.08,233,235,43,0.0,1.03,1.04,1.03,5.79,6.92,7.68,25.6,1.040,0.416
34000,1,391,17.3,0.3,0.3,0.1,16.1,0.0,1.04,7.7,139,187,12.80,5.25,192,182,17,0.0,1.04,1.05,1.05,5.36,6.65,7.55,24.7,1.026,0.419
34000,109,15,11.0,0.0,0.0,0.0,10.1,0.0,1.00,12.8,4,196,9.89,5.32,15,0,0,0.0,1.00,1.00,1.00,4.40,6.67,6.93,19.4,1.094,0.474
35000,1,285,18.4,0.2,0.4,0.1,17.2,0.0,1.04,7.0,104,171,11.91,4.92,145,135,5,0.0,1.05,1.05,1.03,5.33,6.59,7.51,24.4,1.010,0.425
36000,1,179,17.3,0.2,0.2,0.8,17.3,0.0,1.05,6.4,57,146,10.27,4.43,96,78,5,0.0,1.04,1.08,1.05,4.98,6.07,7.48,23.2,0.928,0.440
37000,1,473,15.9,0.1,0.1,0.1,16.2,0.0,1.03,7.4,125,130,9.33,3.47,260,177,36,0.0,1.02,1.04,1.03,4.49,5.08,7.59,24.8,0.958,0.436
37000,114,43,21.8,0.4,0.3,0.0,18.5,0.0,1.02,6.3,16,123,8.79,3.31,15,28,0,0.1,1.01,1.06,1.01,4.98,6.65,6.40,26.7,1.139,0.351
38000,1,474,16.8,0.1,0.2,0.2,17.2,0.0,1.02,6.3,125,144,10.19,4.15,279,167,28,0.0,1.00,1.03,1.01,4.82,5.52,7.73,22.9,0.951,0.436
38000,114,82,21.2,0.0,1.2,0.0,17.2,0.0,1.00,5.2,42,156,10.40,3.82,26,54,2,0.1,1.00,1.01,1.01,4.99,7.02,7.17,27.4,1.167,0.375
39000,1,737,15.4,0.2,0.4,0.1,15.4,0.0,1.04,8.2,214,150,9.95,4.35,386,309,42,0.0,1.02,1.05,1.04,4.60,5.05,7.52,24.1,0.956,0.437
39000,119,85,26.9,0.5,0.0,0.2,22.5,0.0,1.03,3.2,40,183,17.85,6.04,32,51,2,0.0,1.00,1.08,1.02,7.62,8.00,7.67,27.5,1.151,0.246
39000,114,65,22.9,0.0,0.6,0.0,19.2,0.0,1.00,3.7,26,193,16.16,6.31,11,54,0,0.0,1.00,1.00,1.00,5.26,7.26,6.91,28.5,1.161,0.352
40000,1,923,15.3,0.1,0.2,0.1,15.2,0.0,1.03,8.1,224,153,10.47,4.69,475,387,61,0.0,1.01,1.04,1.03,4.54,5.04,7.56,24.1,0.977,0.439
40000,114,132,18.5,0.1,1.1,0.0,14.8,0.0,1.01,7.1,52,155,10.31,4.59,68,64,0,0.0,1.02,1.02,1.01,4.36,6.66,6.05,26.1,1.158,0.387
40000,119,38,19.8,0.1,0.0,0.0,17.7,0.0,1.02,7.4,19,169,13.77,5.32,38,0,0,0.0,1.03,1.04,1.02,6.87,7.61,7.37,20.8,1.098,0.233
41000,1,969,15.7,0.1,0.3,0.2,15.8,0.0,1.02,7.4,246,188,12.94,6.03,577,328,64,0.0,1.01,1.03,1.02,4.59,5.11,7.69,23.5,0.962,0.435
41000,114,126,20.5,0.2,0.9,0.0,16.3,0.0,1.02,6.2,56,207,13.71,6.92,44,82,0,0.0,1.00,1.05,1.02,4.44,6.40,6.66,27.5,1.175,0.396
41000,119,48,23.2,0.3,0.0,0.5,19.6,0.0,1.05,5.7,23,225,21.53,8.87,42,6,0,0.0,1.05,1.06,1.06,7.02,7.38,7.88,21.1,1.134,0.223
41000,123,15,12.0,0.0,0.0,0.0,11.7,0.0,1.00,11.9,8,237,11.66,8.60,0,15,0,0.0,1.00,1.00,1.00,5.00,7.60,5.20,29.9,1.017,0.325
42000,1,1179,16.0,0.1,0.2,0.1,15.7,0.0,1.02,7.7,340,204,14.83,7.03,688,439,52,0.0,1.01,1.03,1.02,4.86,5.59,7.59,23.1,0.985,0.435
42000,114,155,21.6,0.4,1.8,0.0,16.1,0.0,1.08,6.6,66,186,11.98,6.82,71,74,10,0.1,1.00,1.12,1.14,4.30,6.13,6.72,27.8,1.153,0.408
42000,119,27,20.3,0.0,0.0,0.0,18.0,0.0,1.00,8.3,14,236,17.83,9.55,26,1,0,0.0,1.00,1.00,1.00,7.26,7.52,7.74,20.3,1.122,0.233
42000,123,11,11.1,0.0,0.0,0.0,11.1,0.0,1.00,12.0,5,224,9.66,4.84,0,11,0,0.0,1.00,1.00,1.00,4.73,7.45,6.27,31.2,1.010,0.300
43000,1,1249,17.2,0.1,0.3,0.1,17.0,0.0,1.02,6.9,368,221,18.61,8.78,710,495,44,0.0,1.01,1.03,1.03,5.04,5.63,7.62,23.5,0.976,0.435
43000,119,40,15.8,0.0,0.0,0.0,14.3,0.0,1.00,10.8,14,190,12.20,4.76,34,6,0,0.0,1.00,1.00,1.00,6.75,7.85,7.65,20.7,1.107,0.225
43000,114,34,23.6,0.6,1.8,0.0,17.5,0.0,1.12,5.8,14,231,22.19,8.19,33,1,0,0.0,1.00,1.28,1.11,4.29,8.00,5.09,20.2,1.159,0.401
43000,125,14,22.5,0.0,0.0,0.0,18.9,0.0,1.00,6.7,5,312,27.88,14.46,2,12,0,0.0,1.00,1.00,1.00,6.86,8.00,8.00,31.0,1.193,0.396
43000,123,14,12.8,0.0,0.0,0.0,13.7,0.0,1.00,7.9,5,104,7.43,3.69,0,14,0,0.0,1.00,1.00,1.00,4.00,8.00,6.21,29.8,0.938,0.305
44000,1,1152,16.1,0.1,0.3,0.1,15.8,0.0,1.03,7.6,309,254,21.80,9.97,656,431,65,0.0,1.02,1.04,1.04,4.76,5.13,7.57,23.6,0.979,0.438
