a,b,dist
3076,479,0.38758
4598,1993,0.25217
2986,3251,0.53352
213,1249,0.30213
1380,2047,0.36368
4792,906,0.18302
1777,2042,0.44808
2930,4798,0.28402
189,1212,0.34373
4517,698,0.37243
2688,1157,0.36422
708,3363,0.55023
810,3720,0.52490
3105,618,0.44470
4212,2624,0.52462
218,4451,0.25118
2338,1605,0.42229
3679,1882,0.25763
3148,444,0.34080
2292,3118,0.28503
4327,3946,0.43326
3524,4884,0.66457
4278,4570,0.63473
2242,646,0.34779
2368,3916,0.41211
2488,3258,0.20526
1635,4490,0.38023
4909,4277,0.28148
31,4005,0.36363
1173,3934,0.44893
4051,460,0.37994
223,4327,0.38619
3939,3937,0.46930
2835,3341,0.37805
2099,1604,0.21512
4253,4019,0.41296
586,2296,0.59576
4636,2982,0.41244
1313,1024,0.33910
1429,926,0.55744
1519,3859,0.37196
621,1873,0.41926
3749,3692,0.50362
1615,2964,0.56686
1762,4548,0.52811
584,4687,0.39402
150,3013,0.17083
4181,4411,0.44523
959,3272,0.41813
1116,1262,0.53131
672,4559,0.24323
4454,4544,0.30048
3262,4482,0.50688
2848,4314,0.22792
4412,297,0.41476
3238,4839,0.45198
1959,3541,0.18839
3957,2405,0.19907
1439,1113,0.37958
4272,375,0.45614
1138,1548,0.49181
2256,3383,0.31714
2222,3670,0.60890
3052,446,0.28149
3832,4009,0.50123
4738,1768,0.33884
42,4017,0.32179
4929,3496,0.31404
2117,4140,0.36314
1635,4534,0.51413
2184,3127,0.27019
4864,3871,0.34328
4047,2124,0.61111
2357,614,0.33839
29,3504,0.32232
3682,245,0.45552
2554,3742,0.37268
2642,1523,0.46324
4734,4919,0.37901
4568,3110,0.37690
3705,605,0.44464
3862,317,0.38801
1868,878,0.40503
1475,4289,0.24830
1443,4284,0.43243
3736,2326,0.60342
1843,3485,0.48358
3139,1902,0.63634
3614,4423,0.49747
1656,416,0.34854
2901,2589,0.50692
3653,1309,0.48802
836,4273,0.32856
2224,3892,0.57264
2030,2116,0.37446
135,2079,0.37469
577,1849,0.58564
2835,2579,0.47861
2843,2627,0.28246
2519,4419,0.41233
1095,4018,0.30478
1162,1333,0.32145
4657,2593,0.59107
2465,4260,0.48835
4269,4553,0.37222
928,2427,0.44405
2889,3634,0.46798
3403,3996,0.46474
54,3833,0.45665
1004,1016,0.56374
1922,3168,0.45552
2227,3066,0.24163
4193,4805,0.24608
4566,4165,0.34624
1431,3938,0.67996
3573,361,0.16472
4606,1174,0.42854
2420,1421,0.43722
1754,3584,0.53422
1804,402,0.42453
4253,2687,0.38902
1551,2606,0.56134
2785,88,0.37496
3480,3760,0.24942
3936,3202,0.38128
1463,4993,0.32911
279,4880,0.47440
2168,490,0.34226
504,141,0.36013
1426,2295,0.38774
3629,1367,0.22577
2460,1721,0.38560
4995,349,0.30008
77,133,0.30477
1677,3816,0.39587
3730,1086,0.50108
4809,4121,0.43217
451,3423,0.19653
2697,2988,0.43398
4070,2948,0.49720
1730,1379,0.49536
2517,1147,0.49941
727,2243,0.35818
1861,3092,0.33211
3284,4770,0.42115
4676,2214,0.54632
741,4216,0.21029
2304,4877,0.47935
4515,4281,0.36673
4609,1193,0.29297
3985,1433,0.31616
1773,1981,0.39168
4731,521,0.45873
1569,3468,0.31606
3140,3289,0.68786
736,2980,0.19136
1520,3863,0.45192
3575,4279,0.41390
1127,3772,0.15393
499,724,0.39511
2700,2653,0.31044
2646,3189,0.42163
906,1961,0.23382
2094,1014,0.31649
1860,4297,0.32308
1601,3908,0.42035
4547,1490,0.58074
2463,1277,0.56510
4123,456,0.40989
3424,3658,0.39203
4086,425,0.30047
4014,4616,0.62171
4531,824,0.45634
234,335,0.81356
852,1566,0.77016
4791,718,0.65195
4488,4078,0.34606
2268,2028,0.40827
1358,2535,0.25426
985,538,0.60713
3716,2930,0.26867
3354,3797,0.52637
2807,803,0.28498
2311,392,0.48548
4631,2882,0.39998
4143,88,0.45554
3360,4875,0.44217
127,240,0.61191
2939,1409,0.30598
796,1542,0.68883
4369,1363,0.33235
3566,437,0.36356
104,586,0.32105
2806,4048,0.29384
4385,342,0.32574
4718,4201,0.18501
2955,3418,0.37047
4474,4034,0.30683
1118,698,0.56997
3291,1380,0.38012
2697,3348,0.37575
4284,2588,0.40483
4111,2871,0.31552
3258,76,0.39837
2834,1567,0.54988
1341,3155,0.54738
4668,4681,0.63122
441,1137,0.34867
2393,18,0.36773
4566,917,0.45406
1156,3378,0.29982
3685,3391,0.38096
3662,2747,0.34793
4261,2891,0.39500
784,4790,0.60797
1679,3679,0.27869
4730,4074,0.36623
1324,4346,0.65712
4412,1896,0.35403
3782,3004,0.43321
630,3259,0.32118
1539,685,0.31235
392,4212,0.62493
4781,604,0.50369
3040,4541,0.18720
2812,1159,0.45063
4429,161,0.40806
2568,2360,0.50512
1447,3556,0.46913
2148,3331,0.35197
3397,1658,0.26403
1385,4429,0.37178
464,1949,0.44139
527,4919,0.47444
2239,3911,0.27620
3567,602,0.48693
2644,1581,0.23229
1233,2374,0.26553
4723,4477,0.41258
511,2988,0.34644
226,3340,0.57424
2756,2626,0.31170
1962,2836,0.87151
1431,3303,0.76533
2615,708,0.27381
335,4969,0.63098
3906,2247,0.28795
3327,4063,0.43448
1615,775,0.41603
2986,2229,0.42220
3983,2931,0.45682
1393,1658,0.34151
3985,746,0.21440
3126,1008,0.29028
3453,2552,0.41176
1355,3650,0.53229
4284,3518,0.29752
4040,1195,0.21869
4470,549,0.39831
673,1454,0.61278
3066,2206,0.24608
2670,4513,0.63033
3982,2292,0.56530
2950,493,0.29244
3724,3754,0.29449
2315,3190,0.31978
2802,4323,0.20558
766,2518,0.41955
3014,816,0.30667
515,1993,0.35064
4568,4303,0.28107
4433,3590,0.32821
2608,3047,0.30372
398,1586,0.38169
995,3089,0.40036
3221,4725,0.36493
4829,2039,0.39571
1082,4834,0.46067
2177,1990,0.66091
689,1767,0.55083
49,1258,0.39842
4785,3538,0.33262
2162,2334,0.58111
1895,2711,0.41260
1681,1005,0.45102
993,4190,0.29885
1318,4984,0.36043
503,3915,0.39284
1694,4249,0.59100
4329,340,0.49506
4559,1526,0.48229
1144,797,0.36817
4489,3464,0.33335
3397,3654,0.39416
1452,4485,0.41783
2201,3842,0.34525
96,867,0.26407
2788,3216,0.33811
4001,3827,0.53018
2644,4200,0.39911
1835,2174,0.47750
1005,610,0.41286
388,3076,0.40891
4951,4352,0.64489
590,3957,0.27495
4234,1405,0.44734
601,2965,0.35714
1692,3863,0.53885
3845,2887,0.26761
1032,4429,0.45674
226,1581,0.41803
3731,1870,0.36849
4139,3759,0.52841
1592,4815,0.23602
4360,4413,0.47765
305,2060,0.19660
916,2506,0.29497
1540,2853,0.49433
1507,2267,0.47437
1819,1680,0.34814
3402,652,0.28998
706,4754,0.38065
1003,881,0.18701
2195,1921,0.41078
1654,2175,0.22310
3659,926,0.46361
2984,4062,0.43353
2757,4738,0.38227
2926,1826,0.33886
2370,695,0.28859
415,3601,0.36181
3896,4490,0.31412
3671,2101,0.40400
1287,3516,0.57458
808,4566,0.37334
4933,3475,0.53951
1836,2367,0.38210
45,4910,0.45278
3083,607,0.31544
196,1000,0.43885
4641,923,0.45079
517,526,0.22342
4266,1438,0.56640
1171,2825,0.43223
1333,3789,0.19272
4015,3278,0.38186
3829,352,0.42806
3163,1112,0.47082
2903,20,0.35310
2705,1423,0.38552
1559,3088,0.56370
2504,4355,0.46915
3021,2081,0.36777
1121,1325,0.50148
3700,695,0.20472
1260,2449,0.54336
940,3256,0.33817
3988,3881,0.24415
1154,3445,0.76993
4756,164,0.71291
35,1774,0.39231
1286,1750,0.21528
462,4805,0.31037
1028,2389,0.64852
1676,3313,0.66357
362,2148,0.40687
4729,2591,0.33916
736,4442,0.19870
4572,538,0.41665
2425,2652,0.44583
3063,4036,0.41257
2876,1070,0.50925
725,3878,0.40239
4187,1597,0.44060
4765,2425,0.63981
3574,4742,0.32132
4288,4953,0.14282
1459,127,0.67290
4250,2368,0.40926
4221,798,0.46768
3259,776,0.44479
4688,162,0.29207
2947,2224,0.55185
2443,2432,0.49473
1216,3002,0.29157
4790,4039,0.59290
61,2977,0.23415
593,3828,0.47776
3910,670,0.53848
2791,4912,0.25617
2452,1029,0.46719
1908,27,0.49149
1872,596,0.40484
4560,3351,0.37465
2855,4563,0.23743
1872,3358,0.47549
3090,552,0.27956
4213,1888,0.39492
2718,3799,0.38295
2739,35,0.55762
2750,363,0.30770
764,522,0.32178
4345,3137,0.28189
995,1306,0.46648
4082,4160,0.21676
4597,4320,0.41085
3074,3551,0.37802
4802,4200,0.40645
3305,3471,0.43232
4736,2716,0.33839
2555,4369,0.34652
4863,245,0.41660
1710,3524,0.60857
2027,3260,0.57807
356,2121,0.22661
2677,2513,0.37400
676,3542,0.48153
3388,4961,0.58818
944,1245,0.35067
2322,1384,0.12881
2994,4109,0.31817
1349,2505,0.31793
3642,46,0.44062
650,958,0.44618
953,4837,0.35266
1397,135,0.51277
1361,2460,0.34653
1922,620,0.32225
4460,3186,0.58541
2981,1987,0.45055
1712,976,0.36283
354,292,0.52316
1214,622,0.50435
2587,1899,0.31436
3339,35,0.57150
3766,2907,0.28731
4322,3990,0.33265
2345,2083,0.54174
3319,1078,0.48932
1465,3724,0.38879
3106,1673,0.39171
4944,209,0.88264
3599,1142,0.27871
4278,2113,0.52748
4265,4990,0.35887
4955,3336,0.67172
4911,2674,0.39203
3340,4705,0.73947
3313,2647,0.28185
2682,4068,0.41992
2983,977,0.51583
56,2205,0.46952
329,3024,0.49281
897,1959,0.35108
2289,2156,0.33368
2980,1014,0.29304
3263,3315,0.36779
1278,2162,0.31404
971,4990,0.40827
1695,866,0.43382
3644,4320,0.54337
3766,929,0.39647
3040,717,0.37838
3792,1035,0.34905
602,1106,0.39784
3947,3709,0.56247
2354,3493,0.37281
664,4638,0.62238
4694,4500,0.19818
1136,1767,0.62493
1839,3266,0.49624
1395,703,0.35655
2754,2208,0.48999
1331,4550,0.27621
137,1351,0.37708
2101,1645,0.77709
852,3057,0.54559
2132,767,0.31659
1650,3230,0.45910
992,395,0.49922
3884,4664,0.38520
2900,4038,0.21075
2611,1387,0.80644
4002,2997,0.54644
1138,249,0.57763
2088,976,0.22875
3985,66,0.35104
376,309,0.42467
2815,1828,0.36633
4127,4701,0.56222
271,2495,0.30764
1575,1240,0.40027
2206,1157,0.51882
1328,3832,0.37511
3669,2189,0.43445
1488,4422,0.40894
1224,4960,0.54784
3286,3581,0.48271
4377,4603,0.40035
3229,1748,0.41033
1893,344,0.29890
3840,2105,0.52161
1018,113,0.59629
4558,3088,0.30045
4283,2188,0.46146
2385,248,0.20108
2976,3832,0.78134
819,593,0.35002
1636,4181,0.39687
590,4563,0.46305
1747,3675,0.47679
174,3592,0.52964
4549,2020,0.76469
274,47,0.22143
595,1944,0.28708
2131,3460,0.22612
970,3396,0.38012
1694,1672,0.40652
3490,1011,0.26937
1095,690,0.29914
121,65,0.70771
3006,3496,0.45891
4528,4144,0.51574
2663,2289,0.38752
638,628,0.24311
1517,2162,0.74169
916,1137,0.38833
1117,3670,0.50315
261,1937,0.65380
1956,1968,0.38251
4357,3811,0.33905
2469,2492,0.43114
1478,32,0.43812
2955,3326,0.27863
1240,3945,0.34965
4255,2087,0.51751
3986,1307,0.34984
432,3354,0.35923
1342,4999,0.45420
30,3816,0.70741
1656,2321,0.26610
3403,4098,0.47242
1098,1340,0.35871
1766,740,0.47543
1611,4426,0.57603
287,1906,0.37468
3797,2545,0.42393
2715,3518,0.53910
769,1771,0.38684
2309,4403,0.43478
4791,1036,0.44961
1557,1101,0.45816
3261,3563,0.40800
1415,275,0.52080
288,3717,0.65145
1666,1075,0.49831
4101,987,0.52520
4375,2589,0.44502
3071,990,0.41920
774,565,0.80371
1873,3886,0.32540
1989,3904,0.35851
3865,713,0.52480
18,1985,0.29149
1081,1990,0.62767
4392,3178,0.34479
3661,2080,0.38922
4476,2535,0.30944
903,1784,0.42870
1178,3290,0.52124
1290,3042,0.64997
4475,1856,0.34450
3362,4671,0.33805
1018,2615,0.38397
2026,1977,0.50156
193,2065,0.39592
3251,4373,0.83733
1405,2131,0.33376
881,733,0.38939
4697,4445,0.49138
2875,1652,0.27799
3202,2988,0.38391
4019,4030,0.47823
31,4036,0.21752
344,4329,0.51618
4933,4273,0.25878
4344,1125,0.58128
236,4416,0.76682
1933,2099,0.41253
906,864,0.45672
1971,3018,0.33019
3678,1468,0.46689
111,1980,0.44250
4979,2660,0.37567
3259,2661,0.41413
4793,979,0.45655
2142,2227,0.39230
4063,3244,0.66993
3057,4917,0.20046
1193,3537,0.40928
2523,4125,0.37549
3163,2467,0.34668
2017,1135,0.35812
2078,2617,0.31732
4447,3198,0.53501
957,2700,0.27155
3819,277,0.38959
2558,4662,0.44351
211,3870,0.36471
715,3788,0.74218
4432,601,0.40804
3569,4158,0.59043
3745,94,0.35947
1499,946,0.72237
1560,2131,0.23612
1009,4872,0.21717
2859,346,0.28032
3900,247,0.26008
2657,954,0.35679
2709,830,0.44506
2994,4689,0.46459
3614,1504,0.28502
374,1413,0.59028
357,2278,0.60857
3459,2360,0.56064
3303,2447,0.65002
304,2330,0.37515
4838,2489,0.42185
3775,4220,0.38853
1607,309,0.47044
1745,1888,0.37567
1070,1815,0.47296
3853,2969,0.47186
4147,3290,0.32225
1984,3710,0.19024
2691,1094,0.33371
1072,3779,0.26203
3475,2848,0.58999
2556,3965,0.32087
704,4969,0.61286
1365,1406,0.39517
3510,1069,0.32546
2728,4589,0.31789
3868,1931,0.54363
3747,4949,0.35949
2695,3239,0.47168
4317,4884,0.65434
282,4387,0.42546
282,2123,0.53251
4575,3532,0.40268
1504,1223,0.31622
4495,2455,0.26287
1094,3180,0.26524
4804,2135,0.40899
3291,3614,0.38377
2923,3039,0.52009
3478,1258,0.61792
887,2864,0.61009
150,488,0.14079
2271,1618,0.40103
4048,364,0.20991
1603,4063,0.56844
2181,4759,0.27402
2395,1857,0.50894
4294,1931,0.40965
538,219,0.62735
2961,2452,0.36896
317,461,0.42148
2400,3049,0.29336
2137,3792,0.17829
2386,493,0.39406
1646,3067,0.48716
3421,1971,0.30883
659,2196,0.57709
1766,4669,0.32408
1789,4924,0.26640
4272,1332,0.38438
3429,3030,0.28254
2303,4925,0.70744
