a,b,dist
2787,497,0.70396
3429,3876,0.41100
2766,2101,0.37667
4364,3859,0.64041
3531,2003,0.33528
481,4044,0.52157
393,3327,0.43649
2135,1272,0.43470
2848,4816,0.50615
2045,1305,0.43709
2772,2053,0.44603
3032,3712,0.54674
90,2737,0.42441
4731,3868,0.54932
2299,3549,0.24030
3544,243,0.26650
672,3544,0.35260
3522,4398,0.59036
4747,818,0.25858
2729,1663,0.38185
3963,3181,0.38255
4081,941,0.52365
2743,4020,0.40567
4325,2912,0.23706
2134,3712,0.34272
1341,347,0.25509
3349,4155,0.41325
972,4313,0.42586
143,2655,0.48987
178,2278,0.33777
4056,2817,0.31364
4799,1116,0.38597
1326,3332,0.89201
4514,4585,0.48778
1873,4370,0.42974
1552,715,0.32136
1221,1447,0.44653
3454,4358,0.47520
1840,685,0.17093
3082,313,0.37290
2797,1965,0.44405
2157,1589,0.42965
2897,411,0.36928
1238,2227,0.61806
3112,4447,0.31929
3103,2077,0.40255
2045,1120,0.23513
1092,348,0.56038
3354,1505,0.35894
2027,732,0.18913
986,4588,0.47472
3215,4429,0.24006
1298,3898,0.34616
966,4374,0.40232
3780,4687,0.37796
2978,2844,0.67864
2371,1158,0.68051
466,2270,0.54949
2943,105,0.31524
1339,3182,0.51912
992,1134,0.40119
1900,504,0.35578
4137,2925,0.66240
457,3044,0.33191
3658,1168,0.46987
781,3571,0.29327
3351,68,0.23367
3141,485,0.35010
4887,1717,0.27909
4373,1311,0.27233
4936,1755,0.30300
2845,1911,0.56642
4178,2582,0.28982
1868,2244,0.36351
3842,3635,0.48432
3671,369,0.23807
4315,1127,0.41780
3348,2502,0.19521
4342,488,0.29907
4573,699,0.44260
1154,1612,0.42542
2692,3231,0.60956
4326,1899,0.49903
2720,2903,0.48931
39,4846,0.40067
3052,2673,0.69722
3089,3272,0.18788
2199,538,0.43027
3231,1157,0.41569
2545,3233,0.40968
510,1598,0.34056
1742,761,0.71332
4227,586,0.51102
1697,3704,0.58968
2768,3974,0.34627
3440,3807,0.41212
1780,1417,0.46341
1577,2769,0.32983
4428,422,0.34199
1581,773,0.52875
460,4527,0.32052
4635,3042,0.19623
1950,1385,0.40355
1132,4373,0.40361
2584,1530,0.29975
4785,4010,0.26629
3255,2417,0.55711
1856,2615,0.28486
2783,2152,0.30398
4135,4466,0.60661
2126,2076,0.52101
4820,4122,0.38584
1191,3909,0.48573
559,1739,0.33490
4405,3779,0.35247
439,2678,0.31190
2616,3586,0.57863
1928,1072,0.36428
1597,1355,0.62908
1900,1255,0.24637
1651,1040,0.36258
3306,1592,0.32464
4928,4254,0.50762
3486,3373,0.57161
3789,3712,0.41960
1365,4289,0.29675
3608,337,0.39700
4752,2249,0.40784
1048,4033,0.61984
1361,3770,0.48146
4904,3086,0.36580
8,4408,0.41126
4171,2198,0.44160
653,2024,0.44142
506,1952,0.33623
428,1960,0.50704
2856,642,0.25450
4616,3936,0.43360
4399,1065,0.32552
2624,2400,0.45965
3582,3687,0.50674
2814,1793,0.36542
1825,1599,0.32090
4449,527,0.29580
4711,2626,0.35718
2786,742,0.35774
3609,605,0.56228
2923,4130,0.28905
1863,4146,0.29366
2693,2999,0.52613
4677,1436,0.56135
3201,1611,0.36881
1968,1124,0.43963
795,4259,0.43820
370,290,0.32115
4360,2681,0.39356
598,3900,0.49372
4820,2238,0.47852
2898,3599,0.57527
3378,811,0.49489
469,297,0.31898
3340,931,0.61098
3756,4394,0.37555
4839,4393,0.27655
2055,3754,0.30043
4754,547,0.57208
2784,2859,0.41881
41,1163,0.46672
2330,243,0.38966
3009,3355,0.37792
787,1279,0.53031
2932,3095,0.16228
326,3258,0.39016
3240,2390,0.30498
4006,1703,0.50992
952,2983,0.48312
876,453,0.25946
3179,4316,0.33963
1753,4639,0.30697
2092,1528,0.33545
4674,804,0.32532
245,2757,0.45070
2933,2533,0.49435
2430,325,0.53219
384,870,0.47321
4534,2618,0.58507
515,3294,0.63270
1213,4314,0.64217
2449,1077,0.50190
4325,4360,0.59471
2728,601,0.40227
3947,3226,0.46470
3476,38,0.41227
2867,1840,0.35015
4383,1884,0.52232
1665,989,0.51460
1153,3550,0.46693
4711,792,0.58132
4620,3195,0.33242
831,1482,0.50908
1429,334,0.52123
2282,3592,0.48191
4091,2068,0.40153
4370,4666,0.42913
227,1218,0.62062
255,2828,0.52910
572,369,0.38285
3896,3596,0.55647
1695,4996,0.35105
2846,562,0.33595
3383,2131,0.75614
1975,3452,0.46021
664,3910,0.50395
4340,670,0.71374
1300,2562,0.45103
437,269,0.49611
1043,3014,0.39013
93,3069,0.50771
4303,396,0.43889
3321,4657,0.37098
1410,412,0.33530
3173,1686,0.55740
1945,1887,0.38879
2455,4721,0.59976
1983,2007,0.32531
4085,3709,0.52699
1030,3425,0.28759
3959,2000,0.19569
3701,2804,0.50599
2529,4965,0.57568
3178,59,0.40522
797,2177,0.37140
1424,4710,0.30579
1500,3712,0.40153
1026,2728,0.39374
2121,4481,0.26549
1754,4017,0.36555
3519,1670,0.40824
4452,2278,0.35703
1028,2544,0.26395
3375,132,0.63491
4721,1644,0.43040
2009,3911,0.58993
357,3908,0.46492
4007,3044,0.39097
4509,1305,0.35902
3360,4872,0.31959
2380,2609,0.66660
891,4733,0.44732
3755,4790,0.53019
4552,1350,0.32767
4883,3711,0.41376
4583,1831,0.28297
1886,2287,0.22849
2289,1546,0.41043
3019,1626,0.49655
1577,436,0.20478
1936,613,0.66431
3421,2088,0.47145
3710,955,0.40717
263,55,0.44689
4295,4585,0.45042
3638,3280,0.31457
2508,1992,0.61553
51,1289,0.36459
2267,3430,0.55859
1432,4987,0.43592
1075,627,0.45415
732,1832,0.27670
246,513,0.33549
3043,424,0.56042
1139,35,0.39748
2107,3516,0.49423
3847,4717,0.37657
3893,3078,0.34035
1063,2826,0.56213
4393,3125,0.17250
4157,4274,0.40886
2850,2751,0.45936
4689,1562,0.13943
3099,4153,0.41801
3940,2403,0.34932
1624,990,0.40920
3217,3754,0.35087
3529,4128,0.27710
4376,416,0.38631
4291,1592,0.48797
1326,3957,0.51572
4638,3424,0.20191
1571,1702,0.33458
913,846,0.34685
565,4180,0.23097
794,1566,0.41361
3053,2254,0.25220
2401,1616,0.62524
4423,2702,0.38869
441,4659,0.41862
1147,261,0.41753
1398,4243,0.30348
1849,3507,0.39874
2277,4382,0.45176
1126,4943,0.36515
2334,265,0.45371
4840,1856,0.46475
3637,1862,0.29245
3281,4862,0.41026
4426,4593,0.34487
2625,3564,0.41472
1021,2831,0.59398
1420,3568,0.46321
4268,2313,0.26823
4354,3211,0.39939
205,1972,0.48676
4929,438,0.44894
2205,968,0.31017
4475,2029,0.53314
4557,1772,0.51701
4561,2670,0.48522
4911,2742,0.32151
575,2717,0.24878
2449,1208,0.66571
2924,4003,0.26309
4824,3651,0.57255
1690,4506,0.54066
4371,961,0.18433
3988,2799,0.43886
2744,160,0.37414
1939,3468,0.49356
57,3366,0.29657
495,1398,0.55712
882,4252,0.39187
3417,1255,0.35380
4033,2499,0.46184
4131,2006,0.49530
2799,1888,0.74092
2910,3571,0.29756
4374,2740,0.41174
2828,3488,0.48619
4730,262,0.46452
4149,4106,0.37848
4826,2714,0.58353
3428,3546,0.44682
2536,3347,0.30826
1994,4514,0.37331
42,3647,0.23518
4600,3730,0.41937
4409,136,0.28060
3470,2318,0.47008
4044,3001,0.42755
3476,3761,0.30730
2449,1903,0.75996
4817,1596,0.39751
3634,2112,0.30096
2222,4836,0.28363
1651,1362,0.45700
3128,4907,0.38941
3247,663,0.46107
2363,2803,0.70524
751,2788,0.26411
4731,4931,0.60348
2544,1757,0.38934
3545,1796,0.47780
2666,2948,0.50336
4074,2140,0.37938
2827,1178,0.32657
3550,703,0.58277
4418,4071,0.29701
3622,3467,0.44567
1359,541,0.60661
4988,2803,0.39056
2094,4362,0.31208
4463,154,0.58342
2938,803,0.93476
3839,4618,0.41013
1505,817,0.40316
4786,1162,0.50415
4250,1029,0.38660
2527,749,0.26189
1173,2677,0.58163
3652,2318,0.49130
3978,845,0.34075
3162,4036,0.52640
4121,2614,0.49257
1701,211,0.31284
4002,1373,0.39038
190,135,0.35560
1979,847,0.31127
1142,3627,0.31158
2368,3154,0.39475
2301,1839,0.47147
2399,4845,0.25717
3077,2760,0.35482
3457,2831,0.44935
3416,4975,0.63140
4560,1105,0.39831
2364,2976,0.47481
4971,866,0.37316
1719,2920,0.21591
161,548,0.46364
1056,846,0.45056
1096,888,0.45559
4897,939,0.81186
4786,2278,0.35456
2236,1620,0.30129
365,1973,0.38729
3610,1022,0.44202
384,110,0.53245
183,1421,0.46225
1708,4411,0.49843
1067,2926,0.42811
3022,4337,0.39069
3875,3508,0.34511
2744,4381,0.28377
4763,4272,0.38365
2000,1364,0.21130
2527,2262,0.31806
371,3288,0.59366
3300,1013,0.47857
2515,2451,0.49232
2718,1670,0.50780
2510,2424,0.29662
2437,3241,0.23338
2396,2803,0.80505
505,3402,0.52143
4121,4161,0.34393
749,1142,0.32668
1907,3189,0.40178
2619,550,0.59678
4345,879,0.27191
3034,4935,0.48023
4294,1378,0.54465
3960,3369,0.38795
555,1982,0.45194
639,4159,0.40095
839,4965,0.39476
3589,4809,0.54186
4685,904,0.27961
4500,3595,0.35676
1159,4332,0.36619
4932,272,0.36126
1216,2887,0.40987
3627,4117,0.34825
326,552,0.44104
553,4923,0.31795
2000,3922,0.38543
948,2950,0.75276
3228,3727,0.50594
2917,52,0.40151
4567,4266,0.39695
173,669,0.24588
4568,2695,0.68686
420,3216,0.28219
1882,1886,0.40940
1555,2448,0.54259
1729,1906,0.36579
3859,4728,0.51047
3875,1826,0.41567
3897,3901,0.46766
485,4400,0.40325
1221,595,0.49788
3916,2068,0.43806
3070,4530,0.41993
4362,1820,0.66255
2923,1299,0.26815
2520,238,0.56969
4266,2329,0.39015
1713,789,0.67274
4667,2367,0.64750
770,2845,0.31946
3456,3135,0.64541
4350,3350,0.40598
1737,1492,0.29185
2699,3215,0.35979
4045,187,0.25448
2713,3948,0.43373
1620,2967,0.18216
3403,4265,0.54964
3633,4466,0.36837
3089,2683,0.30394
2205,3268,0.32316
2344,2974,0.40014
4590,3922,0.49497
4893,2913,0.35773
1165,1661,0.29303
2912,4907,0.16630
3257,4391,0.61723
3700,3639,0.48490
1962,1366,0.41160
4385,4009,0.45292
4250,4709,0.39578
4094,512,0.29300
3703,2932,0.54855
1987,1609,0.44093
4260,2660,0.68367
1002,254,0.44886
1706,1543,0.50713
4136,2696,0.32936
3495,1273,0.39657
3821,1800,0.41770
1900,2625,0.18893
4805,28,0.12355
3329,1282,0.55025
3037,4919,0.41309
133,4384,0.34636
1731,1509,0.39533
2209,2840,0.47557
3648,1691,0.24969
1277,1039,0.57881
1521,4126,0.20827
2563,4639,0.24953
1752,1965,0.58109
164,145,0.56164
1490,3667,0.65639
4793,3297,0.39206
757,4626,0.35523
3645,997,0.39118
1861,608,0.52377
3283,3782,0.37215
4307,3019,0.45710
1687,2754,0.53363
3397,947,0.36100
1229,639,0.35098
1076,939,0.53384
1690,2412,0.41507
3470,3274,0.43611
1533,379,0.36291
1878,641,0.30193
381,2296,0.43836
1550,4619,0.41516
4107,4466,0.49550
3855,1789,0.24209
3864,4762,0.48970
3462,4546,0.37556
2268,1007,0.36122
3570,4314,0.52102
3964,4478,0.38271
2939,3921,0.43432
2544,4438,0.51111
1663,2194,0.47414
2076,1227,0.57475
3561,487,0.41280
1146,2966,0.37173
3106,4367,0.20759
20,4016,0.60368
2042,969,0.38691
4127,2181,0.33691
4953,398,0.33896
4719,1015,0.42609
3428,1739,0.45836
3259,1032,0.46178
504,2676,0.67692
477,1675,0.38365
2761,3499,0.38466
1525,3940,0.32926
4647,684,0.13994
4337,2220,0.35454
3476,4473,0.42677
1987,4930,0.47491
2852,2509,0.37809
3931,2762,0.43013
866,2499,0.29075
2903,2877,0.39996
827,1761,0.57997
2465,3428,0.41953
510,817,0.26529
3765,397,0.38315
4412,2560,0.28787
4452,2452,0.50555
4982,3572,0.59441
1625,1058,0.45752
2893,4096,0.21336
1450,3812,0.12811
393,1838,0.30376
3974,3850,0.17165
569,1758,0.50395
4521,3868,0.49552
2226,938,0.53013
1659,99,0.46914
472,2144,0.62988
2131,2153,0.32979
2922,1278,0.56684
1769,2257,0.43773
4344,3833,0.32610
3531,3440,0.51621
337,2229,0.35467
2764,2943,0.32337
395,1514,0.26128
2169,837,0.62378
2066,4128,0.45898
1774,4218,0.52113
2898,3496,0.63267
3185,4161,0.34145
2180,3590,0.27341
3969,1617,0.34630
947,4537,0.53211
4190,993,0.48228
1958,3160,0.23588
3762,3311,0.44344
4308,2974,0.49505
785,4376,0.48221
3929,1020,0.38285
856,1003,0.45345
4198,3573,0.47971
3055,1113,0.40365
1682,1379,0.33679
1725,2358,0.23479
3989,1843,0.35583
397,4024,0.38299
3408,2592,0.35878
2007,176,0.32464
3598,1512,0.26933
563,4672,0.37401
2419,2277,0.62073
3463,3333,0.63836
3655,2687,0.61053
453,35,0.41244
3935,2863,0.40714
3104,4702,0.55461
2986,4401,0.33924
3930,2780,0.36896
445,3074,0.38732
1456,1454,0.32364
1697,2232,0.38512
427,2705,0.58381
4495,2417,0.53663
606,3950,0.48787
3933,1742,0.47181
4462,1065,0.44042
4493,4818,0.44042
4005,943,0.52600
4058,4245,0.51311
3691,785,0.59215
3432,3277,0.23047
1909,1944,0.80804
3605,765,0.50730
3223,1972,0.36958
1268,1574,0.27816
665,219,0.29974
1556,4066,0.41254
4953,2096,0.43674
4809,2070,0.50541
2785,693,0.36327
921,444,0.60535
1841,41,0.26569
868,615,0.48291
14,2605,0.48028
3495,4209,0.50134
4089,686,0.50480
3050,1601,0.56961
701,2483,0.36275
1907,177,0.23336
2176,1783,0.48369
1889,45,0.61643
3621,459,0.60140
559,2661,0.42880
1352,1427,0.18809
3285,3568,0.48338
381,4578,0.32565
4603,1221,0.50102
275,1874,0.73670
1870,3188,0.39616
1421,3297,0.29061
61,4714,0.36738
3710,459,0.60713
2581,959,0.19104
1337,599,0.47692
3913,264,0.29169
3296,162,0.22400
1889,2516,0.43422
2661,4126,0.26550
1769,123,0.22424
30,3515,0.47427
2301,2663,0.26948
646,16,0.23854
3614,739,0.48694
669,248,0.44004
72,1488,0.61716
3566,373,0.35594
2477,1714,0.46153
3761,2957,0.29719
3413,1028,0.45406
2738,2020,0.23268
4145,4631,0.33803
4678,3571,0.22469
3708,4893,0.42208
3692,342,0.60574
4627,2779,0.31495
4003,1429,0.45043
3682,2795,0.30067
2614,4554,0.31328
3527,4051,0.38340
1935,553,0.37048
3225,1743,0.52577
971,2557,0.35233
2194,2729,0.43855
702,2442,0.40817
2692,905,0.60184
4351,4440,0.24284
440,2521,0.43449
1587,3608,0.41588
4871,768,0.29951
2572,99,0.28874
2661,4259,0.46871
3480,3241,0.29723
417,895,0.65094
2915,456,0.32232
3037,1363,0.54054
2760,2977,0.53680
2100,138,0.53280
4342,357,0.46855
4290,3828,0.45425
823,3978,0.31632
1641,3277,0.46555
4250,69,0.47803
4478,3558,0.41796
1680,2898,0.59386
3987,4060,0.49843
3857,1012,0.27136
4333,268,0.28858
3651,1226,0.46032
4785,266,0.28108
1198,2680,0.39858
3119,2306,0.37368
690,4005,0.40870
4660,4381,0.39975
3815,3196,0.43553
4956,2210,0.31778
1389,4023,0.48707
256,407,0.36497
4724,1876,0.28870
4293,2912,0.47093
4941,3293,0.25014
3643,868,0.24117
3862,2529,0.31293
2188,650,0.59769
3133,4077,0.51860
3000,4114,0.46987
4934,4243,0.29514
3418,1914,0.63637
2626,1176,0.38149
4343,4548,0.42665
3598,4265,0.38972
4977,3658,0.37922
4940,1379,0.50300
522,1697,0.44988
2973,458,0.33862
2553,2671,0.44930
2509,3054,0.33220
3968,4388,0.31237
3291,1467,0.50324
459,4712,0.61561
4233,1162,0.38280
3777,3791,0.53261
3705,1054,0.40806
2448,2439,0.32823
1613,840,0.33678
61,3076,0.39930
3095,3444,0.38739
4658,4892,0.38998
2012,1200,0.42970
4353,1925,0.48634
657,2535,0.18169
615,44,0.31070
2875,4815,0.42436
4214,1743,0.34632
4933,2464,0.38819
4168,3568,0.33385
84,2863,0.61598
3845,4142,0.50432
3964,2593,0.30559
1289,2024,0.37758
630,136,0.33302
170,4799,0.27840
1470,2626,0.38526
4777,1491,0.50708
3417,4228,0.36670
4957,650,0.58281
4227,244,0.64775
1416,2819,0.31163
4762,4945,0.39078
3417,3654,0.34778
3279,1399,0.28137
4274,4783,0.56124
1911,3921,0.44961
3394,3719,0.32543
1053,4500,0.47719
3065,2113,0.34301
1816,1153,0.35061
2505,1477,0.24444
2730,3636,0.26430
3875,4497,0.51547
786,3354,0.46091
4796,1929,0.55608
2637,4504,0.52041
4345,56,0.31215
4595,3480,0.33146
4420,2992,0.21505
4339,4774,0.39045
961,671,0.25128
3286,3324,0.50015
526,2577,0.43380
527,2691,0.63581
1266,2896,0.46272
1159,940,0.28449
1176,1548,0.64852
4889,1063,0.24001
955,3321,0.50578
3990,2258,0.53282
1070,3131,0.44539
1015,1573,0.34770
568,2538,0.29385
2047,67,0.34524
566,3669,0.77648
832,1745,0.59146
1769,4687,0.31062
4675,1557,0.54999
1129,2133,0.13859
2602,3649,0.87726
4734,4830,0.48780
3885,2074,0.37299
4492,1075,0.39701
26,1744,0.54763
4837,3219,0.30279
1697,2772,0.55982
2259,1421,0.38822
4790,2588,0.71582
2506,1112,0.59405
2516,3700,0.52688
2012,2195,0.43481
1008,4234,0.38452
1380,1994,0.28286
710,3709,0.27982
27,2720,0.34320
4132,1722,0.55927
3934,2792,0.61825
265,2986,0.36959
911,462,0.58509
2118,2459,0.37290
4272,2327,0.18760
133,4737,0.35586
2912,2917,0.28010
748,4899,0.41532
3028,696,0.68183
2080,565,0.15905
1918,709,0.39422
4623,678,0.50004
4089,18,0.63191
2991,1622,0.41032
722,3532,0.35810
551,424,0.24712
4418,3511,0.50491
4647,779,0.48688
2406,2443,0.49685
2558,2111,0.48001
4404,2216,0.40013
333,4535,0.26976
2212,2346,0.41909
665,2906,0.42454
3260,1502,0.35684
2275,1185,0.56916
224,2363,0.41915
4218,1166,0.22622
2190,2843,0.51555
569,705,0.39193
2882,3789,0.31734
692,3347,0.41127
2589,3416,0.43305
3910,3793,0.69489
2403,3905,0.34958
4641,1296,0.47363
4182,1830,0.47733
839,4440,0.43432
2672,269,0.35772
4360,1122,0.59789
989,1907,0.45699
1101,2503,0.46749
2423,4693,0.57488
247,2820,0.34414
430,2259,0.28256
1133,4249,0.48876
2092,49,0.23760
3779,3380,0.25779
4923,2879,0.48243
4175,989,0.46988
1511,641,0.22656
4834,873,0.37733
144,3718,0.38979
530,1732,0.35085
4549,3104,0.55502
4262,4407,0.35296
3283,4049,0.33806
4318,153,0.32664
857,4676,0.42564
304,4528,0.62116
695,3612,0.22171
1282,4871,0.39682
3985,2059,0.52824
4055,674,0.58802
2538,2455,0.35917
4228,1541,0.31895
4243,407,0.63269
4513,1573,0.35878
3209,4864,0.30789
3627,3594,0.55382
2013,1075,0.42042
1767,1827,0.57761
3316,2707,0.46050
2009,3475,0.37368
2992,2451,0.30982
4614,1059,0.55551
1470,463,0.43834
3984,326,0.58718
2425,899,0.29136
1108,1022,0.44190
2906,3823,0.60213
522,1444,0.34443
1634,467,0.31170
2677,4358,0.32404
1071,4128,0.41077
4005,2405,0.33295
2990,3631,0.57973
3801,3452,0.41923
342,1554,0.72026
1759,1939,0.44384
4932,4068,0.28057
3144,3545,0.65025
4735,1010,0.51308
1459,3100,0.37720
4892,896,0.42662
3386,3768,0.43871
475,1122,0.51879
2746,547,0.43571
4110,2423,0.22864
4304,3879,0.34499
4727,76,0.43977
1992,140,0.39812
3291,797,0.35409
4373,184,0.42889
1491,112,0.46149
4440,2188,0.24079
1461,4544,0.57794
552,3387,0.36885
1710,3077,0.45349
3628,699,0.25991
1904,815,0.48979
237,4790,0.49444
481,1421,0.33600
503,676,0.47615
1539,3352,0.28366
4143,341,0.33999
2371,3953,0.64001
3236,3241,0.44634
833,2937,0.27211
3483,4342,0.47437
723,2949,0.42637
498,2939,0.44410
510,4926,0.32917
1212,4591,0.36031
3191,4156,0.50368
972,2870,0.51001
623,3879,0.21839
1854,962,0.27436
1112,3111,0.50855
460,2881,0.30409
3690,40,0.52756
1784,4259,0.61108
4269,4191,0.20250
2012,3941,0.59881
3013,3735,0.44546
2007,4316,0.35937
2808,4714,0.71492
4163,1016,0.29391
3680,3682,0.76862
60,2164,0.60791
3935,526,0.26219
4143,2340,0.32052
4054,4361,0.38133
1033,1419,0.31849
1621,2214,0.39925
4830,4992,0.54959
503,1640,0.37967
3407,4610,0.42012
4407,1367,0.41275
101,585,0.54549
3806,4704,0.33070
2377,1306,0.58208
3873,2342,0.39692
2748,4992,0.64333
1520,211,0.34253
2701,4433,0.40603
3081,3826,0.32737
3654,1825,0.25754
1434,2231,0.45889
4787,808,0.38423
4003,1273,0.37618
3990,4222,0.47118
1915,3511,0.63486
1765,996,0.28441
802,4905,0.41254
1368,3659,0.31862
281,1145,0.59060
4945,1994,0.47715
850,4062,0.34478
4986,4665,0.34602
3010,1229,0.52254
1654,4206,0.24549
865,1198,0.36148
4622,473,0.30732
1382,2221,0.44196
2644,2740,0.39681
3531,875,0.41889
4647,320,0.31192
2862,1178,0.40296
2673,751,0.37692
1399,47,0.19324
3393,3834,0.41792
768,3312,0.64419
533,769,0.43308
1470,2709,0.28220
1607,3715,0.34648
602,2773,0.47576
1978,2688,0.54085
4179,3038,0.43142
1849,4198,0.50767
112,3090,0.42058
455,932,0.19355
3996,1020,0.46433
3743,2048,0.43067
3873,4766,0.36598
4119,4522,0.66316
1167,3768,0.33673
4364,2456,0.45775
3981,3443,0.52433
1805,4990,0.55155
3108,2959,0.65168
4520,3603,0.14652
2449,1322,0.64019
2014,534,0.54478
4828,4774,0.41618
4999,575,0.39799
4505,2187,0.51812
3665,1237,0.53440
4651,4101,0.50994
3106,2622,0.27945
1325,3704,0.48853
1958,4667,0.36729
2977,2009,0.63885
3198,4059,0.71824
538,4290,0.38819
1176,3856,0.39482
318,957,0.48843
2111,450,0.43795
133,1655,0.27239
4856,4866,0.30328
389,4823,0.66141
4824,4233,0.27006
447,360,0.38033
4854,3837,0.26348
591,22,0.31321
2614,1739,0.67844
4376,1461,0.39474
4861,4147,0.68338
3920,485,0.42063
3271,4321,0.56472
723,2180,0.39591
3405,1518,0.49779
3099,2233,0.43916
2344,1610,0.36044
2294,2130,0.50081
2805,291,0.51183
327,4173,0.47671
4576,1299,0.36704
3157,2228,0.45513
172,4276,0.29929
4302,4045,0.44489
1057,3559,0.40349
541,2721,0.79071
3926,3088,0.34664
3980,4147,0.48543
4865,2499,0.57969
1082,2902,0.28919
1669,3826,0.38585
3548,3687,0.34887
4953,1342,0.44699
110,2995,0.26868
2212,754,0.38463
3843,2062,0.30075
281,3668,0.29542
4834,1359,0.58383
2068,1332,0.46721
1286,1455,0.31087
1672,4098,0.26931
3947,3093,0.38339
4066,2778,0.42309
3272,4,0.27639
1309,591,0.27818
4011,3597,0.50078
2372,4162,0.44652
2240,3353,0.63700
1437,1259,0.41840
1232,2382,0.37507
1186,1945,0.60720
491,2281,0.24196
1377,3092,0.48225
3272,2662,0.23730
4639,43,0.58860
1723,4685,0.50907
4652,1534,0.19906
1841,1819,0.22502
3127,84,0.71846
2869,24,0.32933
2318,711,0.47814
1753,1845,0.40771
512,3236,0.42720
3195,338,0.38476
11,3560,0.29106
2072,4471,0.53875
4877,3218,0.36856
1894,4218,0.44831
3404,2047,0.47636
978,3908,0.19796
1115,2988,0.44040
1761,1333,0.51177
1279,2429,0.39142
3386,2226,0.42479
2745,4441,0.15310
1508,4686,0.37415
3424,2868,0.31203
4871,230,0.12127
4054,3384,0.53968
4554,2611,0.53807
2653,2263,0.35699
687,4525,0.45833
1867,696,0.79134
1895,1614,0.47384
3020,944,0.42058
4839,4522,0.47959
2387,2110,0.42357
3550,4415,0.40168
4056,258,0.50818
4039,34,0.47181
4084,1797,0.47515
3908,4497,0.46976
3986,981,0.63420
3422,3063,0.40564
896,3780,0.49981
1367,1203,0.55599
2639,1547,0.37007
297,1863,0.35240
2164,3827,0.40944
3387,4431,0.58386
3915,2316,0.46258
804,3658,0.39735
2756,3999,0.39107
3961,4371,0.28993
3065,1988,0.31337
1652,2319,0.42299
1919,804,0.42599
2046,3405,0.46682
3118,4653,0.50878
335,2404,0.38691
331,382,0.24513
2204,3712,0.41851
2069,1846,0.36971
3204,768,0.36280
1771,3171,0.33046
311,2861,0.51210
3987,4879,0.23905
4657,2695,0.45789
813,4666,0.44820
4802,3282,0.30006
449,3111,0.67416
1098,1442,0.38309
2767,4779,0.29908
3399,4669,0.45464
4689,340,0.37501
3633,2893,0.31377
1571,1212,0.34146
3717,88,0.53652
2464,2381,0.30730
3725,1510,0.49754
1177,1995,0.54071
2336,1644,0.50814
4707,3729,0.48603
1709,360,0.54005
4147,1437,0.42181
4779,4149,0.27218
4926,3812,0.22579
2379,4432,0.35649
4306,810,0.43191
2684,3473,0.33074
3509,4597,0.25830
219,4986,0.12445
4661,163,0.40170
2467,3090,0.40773
2595,2544,0.38779
2796,1594,0.27779
2393,4797,0.39682
2415,4668,0.38273
4294,1324,0.34294
4023,2571,0.57942
916,108,0.55010
4327,2016,0.30496
2001,3913,0.40617
1686,3088,0.35490
47,3570,0.35859
1911,1927,0.57013
2429,830,0.58159
3471,4634,0.25398
2937,4837,0.26950
4975,2447,0.46524
2646,2148,0.43931
4308,3485,0.46637
1550,2927,0.62989
2737,3812,0.45448
537,3402,0.36953
1834,2722,0.46439
905,3023,0.27665
1781,2081,0.25673
