a,b,dist
4583,3964,0.30607
3410,4800,0.36717
2319,2068,0.20816
2787,4374,0.32664
4895,4864,0.34132
3867,4432,0.40482
3277,1176,0.14689
3490,1954,0.30364
1531,3761,0.35859
3102,1609,0.39403
991,2999,0.35069
1520,1999,0.31579
4072,3402,0.32271
3263,2968,0.62151
4371,3206,0.27180
3119,1192,0.37321
2597,3471,0.38963
3783,1394,0.54432
834,3402,0.37136
3284,338,0.33873
2431,1444,0.56773
1626,2294,0.57164
1130,2777,0.28280
3083,1685,0.50623
2898,3622,0.58895
4491,2286,0.31092
3295,1934,0.34868
4112,1529,0.38903
1123,2527,0.33285
235,185,0.39463
4494,4263,0.52937
3003,3340,0.32203
959,3900,0.46448
463,732,0.36783
370,1292,0.33869
1233,998,0.32853
3951,3765,0.40034
573,4279,0.47864
4453,3419,0.45052
264,2760,0.32369
457,2202,0.55011
141,3517,0.58378
2237,3565,0.40351
134,3201,0.44821
1089,3365,0.43212
2648,1166,0.89295
1114,4173,0.06523
2965,2667,0.34262
668,2875,0.53100
1022,3936,0.43742
488,632,0.45284
4642,4386,0.33750
3343,2541,0.40430
2345,3004,0.30914
1045,3684,0.40173
4304,4688,0.48163
2931,1350,0.32046
4134,2375,0.62073
490,3264,0.60683
4931,1485,0.34364
3196,544,0.27991
2038,742,0.31493
937,3035,0.25531
4600,3521,0.44833
3977,3627,0.45651
737,4107,0.52742
717,212,0.25831
659,2679,0.52514
1203,113,0.36915
4613,4325,0.23336
3692,2823,0.31476
1142,2632,0.47225
2289,556,0.24718
4023,883,0.46056
4282,3603,0.58514
1705,4932,0.47294
493,1380,0.59683
1774,412,0.58088
224,4284,0.47356
3456,3528,0.32358
4862,187,0.43911
4292,569,0.74324
3441,566,0.41690
3743,2102,0.56632
2878,2858,0.53231
2750,3015,0.51391
455,4735,0.30378
4751,3597,0.19440
403,1349,0.69012
4770,651,0.41740
3017,1885,0.41084
4456,1711,0.35608
4370,3509,0.30887
2341,2709,0.32999
2628,4296,0.53867
4060,187,0.43512
4498,1237,0.46190
296,2422,0.33339
3673,294,0.64673
533,2113,0.48795
4966,2628,0.39159
4549,3057,0.58518
4649,2054,0.44157
3111,4429,0.43416
4600,2839,0.51053
2251,789,0.36682
2708,304,0.48513
2703,4306,0.34329
386,3810,0.55414
3822,4369,0.35725
3686,217,0.45481
808,2613,0.44251
1384,2616,0.37541
3061,4843,0.59216
589,3374,0.37890
2502,2442,0.37963
538,2128,0.36229
2014,1030,0.63160
3802,4977,0.39966
1781,3625,0.35674
328,2553,0.31873
1400,1283,0.55970
1284,3321,0.40930
4630,107,0.48565
4255,345,0.47094
1997,3878,0.21278
4602,3112,0.49270
713,1656,0.46665
407,2212,0.27495
3057,2574,0.69828
1537,2291,0.29926
3769,3922,0.20760
1967,4034,0.41789
3195,4225,0.30252
2421,822,0.38378
3768,2833,0.44889
1206,4847,0.42789
2288,3268,0.33839
36,3561,0.46268
4405,800,0.36832
2125,4031,0.36025
2908,2990,0.64925
4862,4500,0.42672
3204,2366,0.59322
4651,3303,0.46321
459,615,0.60230
4592,783,0.43878
1908,3338,0.39468
1524,2120,0.25143
452,2501,0.47077
213,3202,0.47213
1657,448,0.51637
895,441,0.52415
2216,325,0.40487
789,4991,0.34091
2599,2745,0.65951
2976,4841,0.23598
2416,2903,0.55495
897,1981,0.57718
4240,1141,0.41971
585,1288,0.56282
2630,2718,0.50816
2219,106,0.34153
678,3285,0.43998
4894,3454,0.59068
415,4796,0.65054
4105,560,0.41699
1050,4895,0.53419
601,1441,0.62041
408,2052,0.60147
1504,299,0.30537
1119,1608,0.40377
1206,3845,0.37011
296,2975,0.29988
1318,1268,0.50646
2090,4996,0.43009
2740,520,0.38326
4783,2127,0.18160
632,1186,0.60294
1156,2519,0.29227
2838,4515,0.55658
1194,1754,0.37420
1128,2785,0.42869
501,1152,0.64801
1103,4338,0.44633
4104,4929,0.52695
4190,3777,0.38778
3785,2719,0.32366
4428,4334,0.23231
3439,4807,0.64224
989,316,0.41940
3282,3866,0.35357
3464,984,0.44619
4071,1083,0.35478
4339,1382,0.25939
826,3415,0.30642
1425,284,0.39546
4019,3592,0.55719
3575,1091,1.02793
2674,3428,0.48444
948,1730,0.35285
2322,3294,0.39424
424,2939,0.37523
2551,1356,0.42174
918,4550,0.31414
2777,4874,0.43033
2363,202,0.37888
3936,3377,0.35263
4463,2335,0.46688
506,56,0.36177
606,1198,0.42537
1798,602,0.23219
3923,2017,0.37612
2564,1022,0.33710
2120,1354,0.28112
408,4268,0.45266
3515,716,0.34756
3942,2054,0.44440
616,2296,0.53492
2469,739,0.26561
1925,1717,0.30907
2045,2444,0.31767
3661,176,0.35556
2277,4661,0.36941
4797,4828,0.26573
1507,1093,0.44058
2138,1998,0.33810
2124,756,0.66992
3153,2324,0.50582
247,3300,0.44344
3122,23,0.39387
4094,279,0.36047
2878,1663,0.44134
1835,2741,0.41508
2450,4565,0.57340
4661,4937,0.55213
4471,1671,0.41248
3666,2193,0.44008
4690,4931,0.25308
57,4512,0.21801
4181,3137,0.65684
4120,2626,0.29532
1747,1704,0.43738
3339,2972,0.22530
656,1285,0.25785
3620,759,0.39037
2770,3684,0.28030
2997,1707,0.52364
3265,2422,0.44647
3883,4537,0.45585
1505,1508,0.48594
2981,4344,0.44911
2026,2063,0.46289
4719,3187,0.23491
1398,2638,0.37388
1708,4149,0.23139
4006,2552,0.37774
2869,4161,0.61230
3339,870,0.25929
2137,3080,0.38216
4391,912,0.67484
3482,3464,0.57331
1444,2009,0.32450
4340,3559,0.29608
2043,3241,0.34750
4006,3981,0.50666
3635,436,0.48370
4897,4391,0.47506
4517,3201,0.42694
2176,513,0.37729
1396,50,0.46608
3369,4149,0.36149
1309,2049,0.42016
2043,3230,0.60147
3030,3321,0.51280
676,1545,0.37996
1152,2782,0.78843
856,4503,0.32104
1116,641,0.43823
2246,3817,0.37293
1598,272,0.41930
2498,2777,0.36265
3156,1205,0.39236
1586,4207,0.52501
2032,2730,0.40053
3722,1886,0.46344
4255,4844,0.27083
1852,2195,0.18257
3423,498,0.32929
390,2059,0.23015
960,2948,0.30887
4588,1365,0.54019
3496,406,0.60206
4154,2730,0.36542
1170,942,0.72678
1818,2865,0.24356
4404,3181,0.30380
2714,2326,0.55912
4091,3116,0.42171
4529,1723,0.28101
3212,4329,0.23493
1981,158,0.48994
4690,3043,0.31281
1820,3960,0.46217
4322,424,0.61078
304,3470,0.35687
1509,3666,0.21662
1249,3146,0.29945
2677,4896,0.30300
3307,1209,0.44828
1255,409,0.45653
4578,1762,0.80835
1812,886,0.51042
187,2643,0.45273
2824,3761,0.41996
4369,4338,0.45570
2964,254,0.39066
4995,682,0.36975
3108,3135,0.34121
2057,491,0.24697
3013,4999,0.33559
1897,2039,0.77341
1503,1724,0.66330
4688,4269,0.47182
2471,4149,0.42949
2492,1110,0.40348
3773,1347,0.45921
288,972,0.37185
2326,4160,0.50937
1374,2644,0.45444
1978,1699,0.35317
874,458,0.31894
2795,1850,0.55440
1699,3449,0.54668
4358,1077,0.62433
4168,2348,0.41259
786,2639,0.38217
2807,2333,0.46969
4494,174,0.38905
2477,3075,0.17308
2674,1406,0.38507
4023,3761,0.34153
4627,3438,0.41447
1167,4662,0.55598
3098,1982,0.47488
2405,743,0.47376
3860,636,0.38878
3964,2781,0.24465
3757,2890,0.29931
2542,3864,0.31875
2318,4571,0.34584
1465,4347,0.60496
739,323,0.25211
4130,3736,0.34446
834,3339,0.27947
323,2437,0.53089
42,724,0.39153
1953,4423,0.43474
1815,2255,0.51648
3664,1073,0.35427
1676,2057,0.36954
1431,1139,0.55443
22,3769,0.37318
3593,3146,0.33290
1787,1515,0.29404
3886,2029,0.31239
3567,3527,0.36728
4911,3523,0.54911
4764,4282,0.38778
2929,2036,0.29019
1924,986,0.43373
4764,3633,0.44341
4444,1470,0.36426
3395,4643,0.46315
4684,3646,0.42022
3129,3663,0.15760
601,4169,0.41882
1621,1994,0.38911
2313,1865,0.44371
893,374,0.37072
321,3341,0.38656
4708,851,0.21259
4631,4750,0.62169
1690,3576,0.36552
3716,2891,0.41187
3528,4948,0.46416
3045,1572,0.50474
4733,1020,0.47551
4083,488,0.34658
2012,3733,0.60332
111,957,0.30791
1550,2772,0.35617
656,4730,0.50622
3208,868,0.43429
3386,2161,0.35841
2026,1227,0.41858
376,3042,0.47695
992,727,0.36381
301,133,0.25853
2548,672,0.27751
743,4198,0.20237
4325,3645,0.44927
89,4455,0.31771
4856,4150,0.50352
71,4071,0.34656
4055,4568,0.25323
3866,4294,0.30946
4709,970,0.53877
2044,2674,0.41139
2630,3028,0.42436
1611,1310,0.51368
164,792,0.66514
3984,748,0.29215
3893,2274,0.43158
717,4966,0.37526
443,4713,0.41790
996,3122,0.48100
777,3831,0.41710
683,1911,0.51477
2697,1928,0.46566
3079,3725,0.22458
1535,2266,0.41231
1151,3813,0.70373
3826,4997,0.39290
304,18,0.55929
4752,1132,0.19527
2568,3409,0.23779
843,3118,0.38347
2850,1763,0.45456
2628,1903,0.34302
821,2920,0.26801
1591,4028,0.42172
4934,3022,0.25548
2926,3146,0.53908
4217,2557,0.21183
4852,2869,0.61972
3496,3859,0.39686
4504,4201,0.38812
1519,1212,0.57739
3371,1247,0.43509
2061,4096,0.44962
2595,1456,0.35119
482,122,0.37330
2691,3476,0.36534
2349,3585,0.25926
2475,374,0.35563
2514,3041,0.39208
602,1252,0.51989
3582,4803,0.41874
1054,2028,0.38547
3690,2458,0.53953
1084,2971,0.24190
2702,3972,0.28922
2238,1963,0.43848
263,3514,0.43541
4843,4867,0.29487
182,1889,0.41834
442,804,0.42142
4871,2819,0.64362
2794,1733,0.37159
3003,4707,0.22001
1582,86,0.43856
3784,1445,0.43995
636,2977,0.38558
3340,1964,0.27903
4518,1358,0.25593
3271,3071,0.57645
4754,3746,0.55035
2962,4664,0.38684
1566,1027,0.30508
1130,3223,0.62765
748,2511,0.40235
2576,4959,0.26461
2786,3441,0.47256
4368,511,0.35759
1437,3315,0.53149
2679,1195,0.58570
1484,4845,0.43705
282,4761,0.32409
2201,1741,0.34898
625,4348,0.22151
3563,902,0.61063
754,1720,0.47933
3460,1988,0.32509
263,1736,0.48141
4901,2559,0.55972
2874,4507,0.40337
3694,159,0.50440
4480,4320,0.34505
3273,139,0.47567
695,4155,0.48893
188,423,0.33736
2566,2838,0.41739
393,3271,0.40348
4137,3005,0.43101
772,2641,0.28906
3643,4065,0.29911
84,73,0.29854
3785,1643,0.37096
985,1818,0.16764
4939,2293,0.39624
1030,3168,0.62147
1664,635,0.21349
3861,2028,0.31231
2044,537,0.31229
3550,4100,0.45942
569,1223,0.52290
3918,2033,0.46591
2165,417,0.43215
3462,3954,0.60032
2731,3726,0.32615
3580,3838,0.45348
3422,2946,0.29299
3158,3967,0.47241
3972,3027,0.50604
1881,4933,0.54572
820,4697,0.56436
4199,1875,0.39456
3587,1229,0.22637
330,851,0.45099
343,1139,0.57954
1244,3389,0.42412
2742,3720,0.33265
615,3255,0.58037
602,3694,0.39186
825,4073,0.38412
1660,1157,0.62048
4421,2964,0.40546
107,3744,0.33802
3342,3842,0.37127
1394,1467,0.57075
4831,959,0.58266
4902,3521,0.45557
287,2547,0.42608
1869,4284,0.61078
2373,1746,0.31829
4646,2646,0.17413
2537,4339,0.22867
4420,2290,0.54170
4246,1323,0.44904
535,203,0.19509
3167,4708,0.18827
1782,3051,0.40323
2491,3639,0.28615
788,1552,0.75960
3425,3161,0.43095
1991,2696,0.33213
3721,3728,0.60557
1517,1416,0.56774
4251,2236,0.75343
3933,4883,0.57150
2265,84,0.16793
3365,4859,0.50923
2673,3775,0.52220
3337,4239,0.67328
3385,3109,0.23946
4128,719,0.33566
634,2369,0.33479
1430,1709,0.83182
1799,3030,0.55525
26,3775,0.78949
1041,1875,0.49016
3435,393,0.33611
2311,3717,0.30667
3957,3149,0.58433
1689,3679,0.30496
1632,3719,0.45602
4020,1680,0.22057
2621,396,0.60119
366,2239,0.27156
3098,3806,0.52508
2528,2436,0.35636
3157,428,0.50357
659,313,0.45946
4350,3695,0.30718
3426,1017,0.47638
243,4126,0.39850
4462,4352,0.62817
4950,3738,0.65975
2633,1241,0.32324
2544,1635,0.45641
1393,988,0.45381
1148,4578,0.63337
1259,917,0.54571
1713,4000,0.27316
4100,3108,0.46733
2360,484,0.48621
961,1605,0.46272
233,1629,0.43903
2194,3705,0.54400
1974,4989,0.50204
679,3010,0.35373
2070,264,0.32545
2969,1071,0.41081
3056,215,0.56922
4832,3139,0.32945
4573,1146,0.57598
710,2012,0.35818
4134,3041,0.61070
3571,3770,0.81302
3661,4092,0.26541
950,2199,0.46503
2305,830,0.31423
4970,3410,0.33224
3837,3197,0.37777
1398,2216,0.63791
985,864,0.39679
3133,4215,0.39655
2407,4432,0.40067
4035,539,0.41784
1720,3820,0.20750
3689,1071,0.21692
4002,2897,0.42920
1296,3379,0.32096
3933,973,0.37456
4728,4729,0.30769
789,3179,0.43529
1091,413,0.40058
4785,4179,0.46976
3139,4032,0.34783
226,2156,0.49303
4027,4859,0.56787
2725,764,0.38074
449,2406,0.44901
167,2732,0.44027
1465,3319,0.58875
2166,4763,0.44455
2297,4527,0.36608
836,1966,0.55287
2440,3036,0.16911
3331,1257,0.42241
3701,3276,0.29589
2784,4183,0.23108
2658,4320,0.48651
436,2110,0.56161
4582,1765,0.28115
3071,2913,0.46632
390,691,0.36242
569,665,0.68085
491,4230,0.36036
2834,11,0.38876
1306,695,0.74183
1430,680,0.49267
4273,4170,0.35467
1049,2720,0.19471
1223,1519,0.46230
4779,1983,0.35969
2078,488,0.47788
1767,971,0.50343
4278,4709,0.53324
4514,1873,0.42513
508,4515,0.36749
2205,1971,0.22912
3656,4638,0.45163
752,3004,0.35183
3291,4561,0.36278
971,3982,0.55184
750,2947,0.42924
2301,889,0.11055
136,1279,0.31080
2347,2911,0.50872
774,2642,0.23541
1787,3109,0.30018
3019,4615,0.60634
3721,2776,0.47353
4013,3163,0.25941
1617,3840,0.45691
2628,3887,0.35076
2824,3409,0.51487
3522,3806,0.31644
4851,4343,0.40876
102,3944,0.25590
1055,4247,0.34036
412,4460,0.64714
847,2500,0.42858
1037,2252,0.31365
4694,1939,0.54632
973,4385,0.49203
218,4543,0.26500
1271,4212,0.53733
2933,1498,0.38482
3900,4424,0.31562
3214,2788,0.52941
428,2231,0.42482
1046,3762,0.26244
1030,2495,0.60355
1965,2427,0.30011
3079,358,0.21427
1827,1733,0.63332
4622,1444,0.27949
243,33,0.38275
1043,999,0.18993
2679,4989,0.36558
2294,2281,0.54229
3233,4063,0.29490
1287,3069,0.42147
1855,4531,0.23600
855,261,0.42566
3612,4970,0.28347
3262,3745,0.59167
628,1395,0.60921
1729,3744,0.39863
2344,3129,0.24293
3651,43,0.29454
870,2336,0.63712
678,2212,0.25490
4776,3307,0.37228
4493,2727,0.57581
3594,2574,0.45604
706,610,0.51520
1919,285,0.37579
1873,4085,0.47772
59,3451,0.22211
254,4191,0.37450
2958,987,0.53565
2549,1419,0.42930
959,3264,0.35291
212,2034,0.33575
2799,2443,0.31188
247,3015,0.26276
3563,4253,0.58688
4881,4229,0.42925
1550,2719,0.48107
3222,4836,0.38030
2316,1512,0.30917
292,4974,0.39272
3816,2943,0.58353
1152,386,0.62907
2551,2128,0.40281
3334,1100,0.33902
2104,3542,0.37060
4782,3900,0.35867
91,3506,0.61420
1165,1287,0.33489
2625,281,0.56755
2276,1370,0.36985
3116,3249,0.54580
4496,4246,0.72673
634,1086,0.45384
954,2895,0.35166
3917,4552,0.40887
3914,715,0.24191
3581,617,0.55559
668,3347,0.22928
3765,1784,0.24535
2357,4919,0.57274
3589,4679,0.52638
1775,331,0.41555
4667,3693,0.49091
2258,4117,0.43763
4578,3366,0.64581
3098,4597,0.31112
1378,266,0.50287
4179,4593,0.48603
285,2732,0.35577
1395,340,0.26858
1461,4513,0.29037
2192,1198,0.36301
4388,1801,0.34986
1891,3159,0.30009
2552,316,0.44501
4268,1200,0.26479
2259,4956,0.29392
2796,680,0.22262
2283,2712,0.38297
1386,1461,0.24008
4549,2358,0.31746
4981,1127,0.48455
4780,4818,0.52103
1314,4012,0.45383
1675,4600,0.41035
1588,3471,0.46120
4087,1274,0.29601
4706,3093,0.47602
1662,2033,0.46593
3331,4125,0.34400
3738,4463,0.67679
4609,3368,0.32480
2595,418,0.31455
958,3935,0.48981
1454,1575,0.43777
2866,4591,0.45852
702,1579,0.37807
4690,512,0.27400
3786,3234,0.41772
4673,4747,0.23433
3002,2792,0.44165
1979,2561,0.39763
3529,3755,0.36630
2514,2771,0.34428
2731,2819,0.45594
2640,1597,0.58015
2096,767,0.28393
1659,1561,0.39915
1321,780,0.57818
790,2942,0.65638
596,101,0.33002
1928,1443,0.34251
49,3442,0.30416
864,615,0.36647
438,168,0.20530
3270,2918,0.43962
4169,138,0.38403
3373,3612,0.54460
264,2631,0.49703
50,2042,0.41366
2221,3046,0.58277
2956,3420,0.32362
4242,2020,0.43225
4783,4957,0.26333
4077,1285,0.54510
4432,4116,0.33193
1566,2987,0.28753
3188,3386,0.26299
3066,3540,0.57861
2094,2461,0.50856
1637,1060,0.41701
4263,1085,0.52534
1023,3872,0.43526
130,2160,0.42762
2353,1952,0.29357
507,2917,0.47868
876,2982,0.44898
29,2003,0.59074
2480,4491,0.39933
3450,2549,0.27041
3826,299,0.45882
15,834,0.67950
4733,1751,0.45169
3877,4522,0.31616
2309,4680,0.34561
4208,3371,0.32344
2888,797,0.26217
3181,4614,0.40225
536,3824,0.70444
2576,2409,0.22551
4204,4205,0.30623
4884,2206,0.49722
3006,4781,0.49807
4666,2491,0.28082
1405,525,0.44917
1782,3054,0.48244
2402,262,0.43839
1876,1568,0.45283
3644,2860,0.43423
34,4707,0.46894
1106,2281,0.41476
1224,3532,0.54208
2935,3907,0.36397
1496,377,0.37913
3014,3698,0.55526
3836,4418,0.36468
254,990,0.60596
3367,1542,0.32463
3980,3457,0.40811
2393,228,0.51476
3356,192,0.27930
213,2100,0.30484
4432,3549,0.36681
628,4563,0.47826
3765,333,0.23007
4020,4085,0.37864
1167,1528,0.44689
1267,1563,0.34745
2653,4895,0.50666
740,557,0.18470
1168,1790,0.44724
3754,681,0.55480
1720,4313,0.42836
3856,1015,0.25626
2565,85,0.25017
3513,392,0.51862
2105,1452,0.56349
4955,871,0.30363
298,213,0.56324
4611,2529,0.35145
609,4768,0.48039
4300,2641,0.38128
4295,1637,0.37499
4476,3293,0.28015
1032,2595,0.48238
2719,4686,0.52443
2165,4730,0.39344
4599,1345,0.62982
129,4011,0.44621
393,1066,0.34250
273,2549,0.33613
2052,1398,0.41327
4503,1455,0.30547
2742,2831,0.25074
1464,2703,0.44120
96,3255,0.38717
4897,521,0.32244
146,2896,0.27306
2587,401,0.38640
4311,1916,0.50173
4461,1600,0.40835
2176,3127,0.28885
3043,881,0.24243
1132,2057,0.20610
1259,3432,0.46046
4385,2454,0.43509
2705,1328,0.39841
1109,4724,0.59610
3967,2534,0.39107
4089,71,0.32682
878,4629,0.32206
1152,4090,0.51491
1987,1540,0.23674
3535,4322,0.23448
715,1841,0.42168
1868,1785,0.48567
3805,526,0.34736
2640,1035,0.62730
4251,3950,0.76744
2739,2272,0.54683
1010,1408,0.23678
69,1799,0.53844
1517,4479,0.55418
4096,3586,0.44009
1882,670,0.45964
3257,4501,0.66031
1773,972,0.33825
4998,4646,0.37104
3997,1116,0.44849
1370,251,0.45025
2954,4694,0.50411
3144,4696,0.35288
4832,3579,0.48285
208,2575,0.30983
3828,3825,0.32858
4957,4227,0.28185
2534,4241,0.46109
3400,741,0.37229
1106,4238,0.24757
4683,1782,0.52667
3647,1143,0.43862
855,441,0.37189
3317,3323,0.37297
2086,2943,0.51415
344,1126,0.36363
1408,597,0.53137
2488,4069,0.49942
4063,2370,0.41441
4816,3312,0.29932
1874,4137,0.36562
4094,2672,0.47140
1856,325,0.28420
1305,4054,0.47943
2641,3175,0.31671
3411,706,0.51156
312,4146,0.53030
1133,190,0.40407
543,2934,0.49495
2018,4160,0.36918
1737,220,0.40119
2906,2298,0.35579
295,2354,0.36954
4978,3947,0.52665
1405,360,0.37845
2766,3800,0.38377
3092,2934,0.41991
816,2646,0.63408
3773,1742,0.29270
2863,4836,0.46601
17,3421,0.15698
4716,2478,0.64095
1933,4586,0.29692
4964,4757,0.38723
4243,1238,0.35258
1454,766,0.53416
2210,3341,0.51442
4174,2891,0.39078
2389,3744,0.42676
4897,611,0.34774
2575,1796,0.38291
4149,3032,0.32518
4284,4150,0.21676
546,1300,0.51519
308,591,0.24510
268,4991,0.48698
1388,2776,0.35863
3399,1170,0.57458
1630,3216,0.47713
744,4183,0.31615
3281,4478,0.27511
36,372,0.47711
4499,3432,0.40516
316,2401,0.45872
175,1694,0.35022
1522,2644,0.32849
109,3403,0.34961
2064,4312,0.33868
1403,2077,0.27311
4223,70,0.31098
3246,2101,0.33403
1776,2821,0.20276
571,1414,0.25253
1423,3644,0.28730
3147,493,0.42343
4342,1397,0.44401
3046,727,0.42802
3564,4812,0.30074
3647,1970,0.46514
2002,3620,0.26582
1714,3789,0.28738
3368,628,0.58911
3051,4164,0.13810
2493,3223,0.48773
339,1393,0.46399
216,701,0.43219
3275,3268,0.63124
4119,2812,0.18730
83,1857,0.48107
2464,4529,0.26545
4229,3610,0.52664
1060,1231,0.41460
823,2438,0.35997
1517,1537,0.65172
4093,3324,0.30352
3068,2514,0.55692
650,1269,0.26574
1418,3791,0.45009
594,902,0.24401
3445,4831,0.28908
3680,1966,0.48128
2526,2389,0.63625
2384,4124,0.23810
2845,3911,0.38686
156,3888,0.32127
3888,1237,0.48876
3736,3351,0.33161
3274,46,0.34075
834,4439,0.28299
1789,2749,0.30535
4808,3888,0.29018
3657,3504,0.28764
4984,938,0.56939
1209,2639,0.20327
3683,1012,0.42545
4746,3089,0.37620
4995,2747,0.60208
4781,743,0.36594
1428,2259,0.39128
3320,1378,0.40075
3341,2682,0.22303
2176,3696,0.47708
2776,2690,0.36698
4216,4027,0.38083
951,4294,0.36868
3215,1109,0.35450
3529,2481,0.44265
3658,2336,0.49805
676,1799,0.51126
3022,3069,0.42349
4097,4225,0.16176
1120,3944,0.53377
2224,1192,0.31941
3506,2550,0.48247
2864,4094,0.25600
3529,2426,0.37876
1298,2562,0.49241
2578,3461,0.60931
1143,37,0.36480
4415,360,0.47611
1114,4342,0.45366
3665,4605,0.63260
2926,2946,0.53018
145,3007,0.44760
1286,4346,0.40291
750,2655,0.48128
3974,2729,0.40882
317,1977,0.30043
4151,677,0.27682
3286,4000,0.42737
462,2660,0.65558
3712,4312,0.58482
2325,1386,0.44491
4323,1953,0.38982
954,3007,0.41221
3247,2631,0.48980
4103,3660,0.50452
3640,2829,0.57597
4148,407,0.32455
256,2551,0.35342
3839,3758,0.54666
4158,519,0.49606
4357,3613,0.50124
562,2405,0.37914
1293,2438,0.56859
116,3302,0.46324
624,2436,0.47465
2962,1406,0.44635
2353,700,0.46449
2212,3,0.15640
573,3009,0.33716
1301,4739,0.24080
2159,3975,0.43492
2625,2448,0.43002
773,4822,0.24478
454,160,0.68586
2099,1589,0.27691
2264,3818,0.42936
348,1641,0.58267
2837,343,0.45291
3572,2338,0.36915
1485,972,0.47806
3483,4598,0.45862
2084,4451,0.31184
2942,197,0.47233
1492,2817,0.39643
2857,2681,0.27683
880,4050,0.58533
3520,3079,0.35549
4707,3571,0.37804
4679,2986,0.55315
556,3094,0.41941
4087,4493,0.42884
705,2701,0.43447
3934,1810,0.55701
3613,3213,0.32511
174,4989,0.37161
3377,1151,0.67894
248,1919,0.25128
2590,2974,0.24000
2419,2039,0.75386
907,3126,0.27464
3641,3248,0.30165
3875,3451,0.34969
4947,2100,0.31954
3738,3055,0.72558
593,2631,0.54932
4287,2384,0.33152
670,1540,0.40508
4686,468,0.38841
1402,4057,0.59018
3630,1008,0.34893
1372,3065,0.53712
3226,1264,0.59535
761,4178,0.33925
4923,4951,0.57820
401,75,0.34251
4459,4725,0.49121
1013,2798,0.39655
977,3126,0.36014
2292,4116,0.61615
2201,1867,0.32323
619,26,0.85411
239,1654,0.49433
4603,1163,0.34504
2481,2002,0.51626
2749,4453,0.24767
3577,3687,0.53678
398,4261,0.58130
2206,4195,0.49179
2475,2393,0.60543
433,3545,0.36707
994,3259,0.59116
139,4334,0.38522
2935,603,0.28954
3788,3643,0.29921
1025,1465,0.52703
1090,4761,0.35164
3995,4283,0.53055
4417,2362,0.37828
1210,52,0.34983
1776,1422,0.32564
4000,1059,0.29075
4843,1966,0.30131
2523,3167,0.40519
19,3974,0.29632
3863,1166,0.61707
3631,4448,0.49984
1114,1106,0.31706
3310,41,0.31281
