step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share
80000,6594,2650,15418,25855,21036,10279,158,12283,570,12,125170,1234125,15056.041,4181.582,0.2907,1907.761,0.043,0.703,0.220,0.034,0.413,0.349,1121,0.1400,0.6703,0.145,20.0,40.2,52.9,37.29,1.18,15.24,0.98,19.90,6.78,1.039,0.395,0.132,0.140,12.452,0.419,0.0030,214,821,2273,5029,439,6,0.696,3387,671,1179,4744,348,1225,5021,8.04,53.10,4536,8.2553,67466,2496,58394,442.7,-0.0,1052243,11.746,2631002.543,1.06e-15,0.00004,7.81,6549,10.316,1.327,8.926,0.064,10.333,2556,2338,1700,0.5155,0.942,1.000,1.149,1.026,0.985,1.132,5998.002,3459.879,7002.283,5969.175,3992.343,687.010,981.656,605.156,0.520,0.423,0.290,0.565,0.193,0.248,1402,2752,0.4102,1.0000,1.0000,0.0627,1.0000,1.0000,0.6611,0.7114,0.7338,0.0195,0.0544,0.0219,0.0000,0.0000,0.7030,0.1614,0.6810,0.9517,0.00264
81000,6070,2691,16264,28658,23375,12246,148,11406,536,17,127109,1276186,15827.039,4968.945,0.2938,2634.856,0.042,0.708,0.216,0.034,0.421,0.344,1230,0.1518,0.6625,0.147,18.0,39.6,55.4,36.43,1.50,14.25,1.11,19.57,6.84,1.049,0.370,0.156,0.165,12.844,0.451,0.0028,190,745,2483,5113,552,6,0.350,3098,11,698,5361,290,780,5000,8.63,54.97,4403,7.7196,67405,2421,58240,329.4,-0.0,1053902,11.648,2631002.543,2.35e-14,0.00053,22.95,7311,10.619,1.324,9.242,0.053,10.620,1638,2615,1817,0.5002,0.974,1.000,1.141,1.061,0.985,1.132,6297.187,3685.818,7953.041,6271.086,4237.767,816.307,958.402,559.381,0.573,0.411,0.283,0.605,0.177,0.242,1405,4829,0.5577,1.0000,0.9999,0.0592,1.0000,1.0000,0.6610,0.7091,0.7128,0.0367,0.0541,0.0278,0.0000,0.5047,0.9536,0.0308,0.6833,0.9505,0.00264
82000,6556,3040,16168,27239,22278,10918,153,11983,490,11,115797,1306738,16370.418,4363.477,0.3051,2155.272,0.041,0.691,0.227,0.041,0.428,0.345,918,0.1376,0.6557,0.148,23.3,40.9,56.0,38.36,1.45,15.12,1.22,20.57,6.76,1.056,0.378,0.162,0.169,13.081,0.462,0.0028,210,784,2402,4937,463,6,0.286,3443,62,828,5666,458,1265,4833,7.65,47.99,4888,9.5595,67522,2452,58268,552.8,-0.0,1052852,12.281,2631002.543,1.10e-14,0.00000,22.90,7374,11.018,1.294,9.655,0.070,11.018,2362,2432,1762,0.4654,0.970,1.013,1.177,1.062,0.983,1.150,6201.005,3523.674,8254.926,6168.229,4102.535,609.430,929.609,669.167,0.573,0.417,0.292,0.551,0.185,0.263,1426,3198,0.3872,1.0000,1.0000,0.0575,1.0000,1.0000,0.6493,0.6821,0.7179,0.0286,0.0515,0.0321,0.0000,0.4377,0.9119,0.2415,0.7055,0.9460,0.00260
83000,6608,2930,18166,35027,29803,16693,168,13034,487,13,125455,1374834,17837.533,5292.430,0.2981,2954.853,0.060,0.675,0.221,0.043,0.434,0.340,1188,0.1411,0.6622,0.171,21.8,42.5,58.0,39.33,1.34,13.59,1.60,22.80,6.88,1.045,0.346,0.142,0.146,12.964,0.445,0.0029,198,754,2480,5243,537,6,0.907,3224,32,517,6059,979,1532,4097,7.67,49.02,3425,9.3279,67561,2527,57997,583.7,-0.0,1054274,12.902,2631002.543,3.12e-14,0.00001,9.34,8403,11.968,1.318,10.589,0.061,11.968,2981,2090,1537,0.5378,0.950,1.000,1.175,1.031,0.985,1.156,6068.221,3364.299,10769.359,6059.465,3963.562,676.158,1108.565,552.854,0.569,0.420,0.305,0.619,0.203,0.266,1381,4580,0.3224,0.9999,1.0000,0.0500,1.0000,1.0000,0.6059,0.7312,0.7259,0.0294,0.0489,0.0262,0.0000,0.0000,0.8820,0.1174,0.6289,0.9434,0.00262
84000,6115,2877,15541,22252,17021,6595,116,12321,449,10,110681,1210148,15464.273,3852.104,0.2937,1820.686,0.060,0.678,0.223,0.039,0.409,0.354,1107,0.1503,0.6566,0.159,18.7,40.4,54.7,37.07,1.34,14.88,1.26,19.59,6.79,1.057,0.389,0.137,0.139,12.546,0.470,0.0029,229,768,2626,4822,587,6,0.917,3126,176,1065,4874,304,705,5106,9.09,52.62,4773,8.2518,67708,2559,57319,264.1,-0.0,1055747,12.703,2631002.543,9.91e-15,0.00003,36.11,6000,11.077,1.316,9.703,0.057,11.077,1761,2477,1877,0.4762,0.973,1.011,1.182,1.063,0.984,1.149,6717.807,3731.231,6299.789,6692.751,4292.420,469.597,1028.827,532.993,0.485,0.436,0.292,0.432,0.188,0.247,1537,3254,0.4942,0.9999,1.0000,0.0551,1.0000,1.0000,0.6403,0.7252,0.7082,0.0372,0.0390,0.0312,0.0000,0.8251,0.9596,0.1561,0.6491,0.9561,0.00261
85000,5578,2853,17835,30064,24792,12047,182,13577,627,15,141783,1383801,17120.371,5080.113,0.2869,2538.181,0.051,0.679,0.232,0.038,0.426,0.342,1192,0.1755,0.6585,0.160,21.7,40.1,53.5,36.82,1.45,15.36,1.01,19.00,6.68,1.055,0.401,0.151,0.157,12.915,0.482,0.0030,210,748,2452,5975,386,6,0.872,3043,91,799,4688,489,820,4269,8.14,51.53,3890,8.0077,67732,2265,56680,410.4,-0.0,1057476,13.514,2631002.543,1.98e-14,0.00003,16.98,7967,11.950,1.319,10.576,0.055,11.950,1652,2285,1641,0.5308,0.957,1.000,1.182,1.057,0.986,1.150,6716.563,3614.460,8780.756,6688.126,4189.671,808.034,1140.929,592.968,0.538,0.431,0.299,0.549,0.203,0.235,1330,4153,0.3644,0.9999,0.9996,0.0497,1.0000,1.0000,0.6426,0.7080,0.7216,0.0409,0.0469,0.0272,0.0000,0.0000,0.8909,0.2093,0.6596,0.9726,0.00266
86000,6030,2900,16629,25468,20427,8691,148,11811,543,15,120369,1263452,15746.397,4077.322,0.2906,1891.405,0.043,0.698,0.225,0.034,0.426,0.342,1068,0.1492,0.6628,0.153,20.3,40.2,51.5,37.13,1.39,15.71,1.27,18.75,6.71,1.040,0.412,0.152,0.158,12.642,0.494,0.0029,190,760,2380,4408,485,7,0.315,3174,228,1014,4788,519,562,4949,8.25,50.67,3928,7.7197,67654,2578,56824,417.2,-0.0,1057892,11.870,2631002.543,4.78e-15,0.00001,21.43,6878,10.354,1.274,9.026,0.054,10.354,1807,2622,1601,0.5325,0.968,1.000,1.144,1.033,0.985,1.138,6762.996,3394.406,6969.612,6739.427,3928.763,514.039,1121.586,550.292,0.529,0.461,0.272,0.487,0.184,0.242,1529,3808,0.5035,1.0000,1.0000,0.0631,1.0000,1.0000,0.6315,0.7125,0.7150,0.0282,0.0480,0.0334,0.0000,0.5138,0.9324,0.0159,0.6377,0.9901,0.00269
87000,6191,3162,17156,30116,24693,12801,159,13678,589,12,132852,1420908,16615.044,4794.244,0.2935,2357.270,0.047,0.672,0.240,0.040,0.440,0.333,1116,0.1538,0.6714,0.153,18.6,38.6,52.4,35.64,1.42,14.58,0.97,18.67,6.67,1.048,0.397,0.133,0.137,12.501,0.516,0.0030,221,752,2554,5218,463,6,0.853,3305,12,920,5259,388,782,5021,7.98,48.25,3143,6.1550,67694,2305,56212,240.1,-0.0,1059988,13.393,2631002.543,8.85e-16,0.00001,34.08,8402,11.763,1.325,10.373,0.065,11.763,1406,2887,1898,0.5566,0.968,1.000,1.188,1.052,0.985,1.139,7334.668,4003.296,6992.879,7313.270,4666.165,520.461,1298.154,618.360,0.529,0.479,0.297,0.632,0.206,0.276,1332,2716,0.4681,0.9999,1.0000,0.0607,1.0000,1.0000,0.6452,0.7285,0.7013,0.0444,0.0425,0.0329,0.0000,0.7446,0.9541,0.1881,0.6793,0.9948,0.00271
88000,6615,2857,15814,22085,16749,6078,193,12459,585,10,123495,1297058,14815.293,3713.369,0.3022,1381.225,0.042,0.704,0.226,0.029,0.428,0.339,1237,0.1397,0.6745,0.148,16.4,40.1,52.1,36.68,1.23,15.56,1.30,18.59,6.79,1.042,0.411,0.128,0.136,11.952,0.461,0.0030,203,847,2534,4321,529,6,0.929,3266,34,1063,5518,385,967,5263,8.55,50.56,4439,7.4557,67613,2529,56288,251.4,-0.0,1059129,12.002,2631002.543,7.96e-15,0.00014,10.34,5930,10.516,1.335,9.116,0.065,10.516,1748,3048,1819,0.5947,0.968,0.999,1.173,1.034,0.985,1.146,7097.753,3478.364,5098.459,7067.993,4030.067,452.817,1251.143,628.184,0.529,0.474,0.268,0.425,0.175,0.235,1548,2336,0.5057,1.0000,1.0000,0.0735,1.0000,1.0000,0.6262,0.7187,0.7111,0.0302,0.0416,0.0247,0.0000,0.0000,0.8437,0.1407,0.6475,0.9690,0.00273
89000,6650,2929,17446,29710,24048,12084,180,13782,709,9,143368,1419527,16927.971,4752.563,0.2918,2138.218,0.044,0.696,0.231,0.029,0.433,0.332,1299,0.1513,0.6710,0.153,21.0,41.0,53.9,38.73,1.03,15.94,1.76,20.00,6.81,1.035,0.408,0.119,0.122,12.095,0.448,0.0030,206,743,2388,5671,521,6,0.612,3326,58,1129,5463,644,1170,4836,8.13,50.78,4270,8.9973,67628,2595,56269,418.1,-0.0,1058854,13.229,2631002.543,6.55e-15,0.00002,32.05,7743,12.041,1.307,10.663,0.070,12.041,2461,2530,1659,0.5653,0.940,1.000,1.161,1.011,0.985,1.145,6605.815,3506.521,8434.578,6589.190,4042.421,763.975,1213.057,637.313,0.554,0.444,0.284,0.584,0.164,0.252,1519,2911,0.3917,1.0000,1.0000,0.0687,1.0000,1.0000,0.6107,0.7195,0.7121,0.0188,0.0372,0.0257,0.0000,0.7488,0.9614,0.1184,0.6574,0.9552,0.00272
90000,5600,2907,17149,26735,21020,9418,168,13178,607,12,128742,1346268,16474.155,4642.351,0.2933,2282.676,0.046,0.690,0.224,0.039,0.421,0.342,1086,0.1769,0.6639,0.154,22.7,40.2,53.1,37.18,1.17,15.39,1.20,19.43,6.67,1.052,0.402,0.145,0.144,13.212,0.491,0.0030,207,728,2388,4982,411,6,0.879,2885,274,648,4678,372,693,4535,8.90,51.94,4346,8.2134,67621,2440,55676,235.8,-0.0,1060743,13.007,2631002.543,1.12e-14,0.00015,15.85,6869,11.948,1.323,10.572,0.054,11.962,1561,2367,1672,0.5402,0.968,1.000,1.194,1.040,0.987,1.154,6582.054,3633.843,8052.720,6560.017,4144.095,734.479,1133.704,491.491,0.560,0.418,0.266,0.507,0.180,0.204,1526,4402,0.4872,1.0000,1.0000,0.0601,1.0000,1.0000,0.6397,0.7105,0.7157,0.0261,0.0398,0.0254,0.0000,0.1410,0.8427,0.2900,0.6625,0.9472,0.00268
91000,6294,2889,16954,28086,22963,11008,124,12211,449,5,116948,1305144,17195.395,4263.323,0.2816,2205.137,0.049,0.694,0.218,0.039,0.428,0.337,806,0.1490,0.6503,0.148,26.1,43.1,53.7,39.54,1.13,16.06,1.59,20.76,6.76,1.048,0.395,0.132,0.129,12.985,0.437,0.0029,212,787,2377,4110,487,6,0.909,3051,778,1066,4450,563,1317,4414,8.75,50.69,3546,9.5926,67485,2406,55937,531.7,-0.0,1060449,12.662,2631002.543,9.91e-15,0.00000,12.95,7433,11.602,1.301,10.242,0.059,11.602,2906,1949,1439,0.4439,0.979,1.013,1.170,1.041,0.985,1.149,5973.340,3227.162,9746.501,5955.707,3698.324,651.632,947.954,458.600,0.561,0.411,0.279,0.517,0.174,0.215,1597,3595,0.3734,0.9998,1.0000,0.0519,1.0000,1.0000,0.6304,0.6991,0.7085,0.0225,0.0424,0.0245,0.0000,0.1205,0.9313,0.1007,0.6418,0.9445,0.00271
92000,4951,2603,12958,19708,15325,6672,78,10134,310,11,88481,1081560,14136.190,3579.276,0.3081,1875.284,0.041,0.715,0.212,0.033,0.396,0.356,669,0.1814,0.6436,0.151,21.3,39.9,53.1,37.07,1.33,15.75,1.21,18.77,6.72,1.048,0.411,0.185,0.187,13.670,0.528,0.0027,224,851,2198,3176,376,6,0.841,2692,250,654,4047,303,307,4341,10.25,58.98,3820,6.4478,67482,1967,55181,230.5,-0.0,1062993,11.659,2631002.543,1.91e-14,0.00000,29.72,5158,10.259,1.318,8.903,0.038,10.260,1062,2367,1522,0.5413,0.984,1.000,1.153,1.050,0.988,1.139,6146.092,3353.494,6159.287,6117.953,3734.234,472.945,788.716,442.333,0.542,0.388,0.257,0.537,0.148,0.176,1428,3846,0.5027,1.0000,1.0000,0.0590,1.0000,1.0000,0.6392,0.7097,0.7113,0.0336,0.0406,0.0308,0.0000,0.6927,0.9475,0.1939,0.7609,0.9595,0.00265
93000,6139,2724,13074,18944,14751,5817,53,9437,354,12,87715,979430,13658.786,2844.990,0.2851,1282.146,0.044,0.698,0.230,0.028,0.401,0.351,637,0.1301,0.6493,0.149,26.0,43.1,54.9,39.41,1.59,15.66,1.72,20.44,6.75,1.044,0.391,0.163,0.166,12.406,0.442,0.0027,219,932,2265,3281,500,6,0.942,3090,24,691,5424,361,1635,4143,8.31,51.16,5814,10.1107,67409,2328,55814,357.7,-0.0,1059612,10.304,2631002.543,2.25e-14,0.00014,7.39,5072,9.351,1.321,7.974,0.056,9.351,2700,2122,1317,0.5082,0.975,1.000,1.152,1.043,0.989,1.136,5270.332,2905.605,6418.172,5254.388,3268.372,509.802,694.689,358.353,0.525,0.416,0.247,0.424,0.162,0.193,1530,2083,0.4039,1.0000,1.0000,0.0605,1.0000,1.0000,0.6098,0.7012,0.6975,0.0430,0.0431,0.0293,0.0000,0.0000,0.7397,0.1277,0.6720,0.9482,0.00264
94000,5936,2872,17482,33274,28206,15705,87,11730,662,9,123602,1302691,17987.456,5260.368,0.2779,3113.643,0.046,0.670,0.233,0.050,0.435,0.335,1116,0.1520,0.6397,0.160,25.1,40.9,54.0,38.42,1.57,15.70,1.32,19.83,6.67,1.050,0.399,0.156,0.157,12.829,0.503,0.0027,207,708,2297,4015,470,6,0.887,3184,22,844,5070,572,933,4431,8.75,51.90,4153,8.8861,67452,2314,55542,333.1,-0.0,1062347,12.947,2631002.543,7.08e-15,0.00016,25.94,9210,12.318,1.311,10.947,0.060,12.318,2036,2170,1730,0.4990,0.982,1.001,1.190,1.042,0.988,1.137,6082.468,3533.464,11067.047,6067.222,3966.829,887.580,802.218,456.927,0.575,0.426,0.255,0.612,0.162,0.189,1394,5284,0.4625,0.9999,0.9998,0.0447,1.0000,1.0000,0.6196,0.7052,0.7120,0.0499,0.0404,0.0289,0.0000,0.6110,0.9527,0.0373,0.6723,0.9418,0.00264
95000,6486,2952,16011,25517,20611,9428,78,11786,468,8,105126,1188574,16436.690,3982.337,0.3062,1970.573,0.049,0.679,0.228,0.044,0.415,0.347,860,0.1385,0.6454,0.156,24.9,41.8,58.2,38.92,1.52,15.76,1.24,20.41,6.76,1.060,0.390,0.144,0.144,12.372,0.458,0.0029,220,809,2254,3962,465,6,0.884,3407,62,527,5897,649,1185,4652,8.25,50.28,5216,10.0270,67619,2233,55238,358.8,-0.0,1061421,12.540,2631002.543,3.59e-14,0.00007,22.75,7018,11.205,1.322,9.812,0.072,11.206,2371,2392,1723,0.4823,0.977,1.006,1.219,1.068,0.985,1.151,6260.659,3611.012,8079.686,6242.891,4084.686,563.879,847.896,599.989,0.560,0.416,0.272,0.511,0.186,0.213,1300,3199,0.4701,1.0000,0.9997,0.0561,1.0000,1.0000,0.6447,0.7053,0.7013,0.0361,0.0496,0.0293,0.0000,0.3884,0.9102,0.3041,0.6543,0.9463,0.00259
96000,6480,3067,17681,29448,24196,11569,198,12802,601,6,124110,1352147,17944.049,4977.338,0.2988,2659.206,0.062,0.682,0.213,0.043,0.429,0.341,976,0.1459,0.6417,0.161,17.7,39.7,58.5,38.44,1.53,15.03,1.10,20.78,6.92,1.046,0.391,0.133,0.137,12.128,0.473,0.0029,217,777,2239,4717,503,4,0.845,3382,156,1083,5241,619,1011,4850,8.10,49.00,3991,9.5666,67636,2518,55190,643.3,-0.0,1063046,13.508,2631002.543,3.10e-14,0.00014,11.79,8659,12.351,1.325,10.953,0.073,12.351,2261,2556,1663,0.5302,0.965,1.000,1.184,1.043,0.985,1.145,6155.029,3382.566,10610.765,6137.974,3854.516,661.888,1144.035,512.209,0.553,0.423,0.290,0.537,0.171,0.209,1443,4278,0.3962,1.0000,0.9995,0.0470,1.0000,1.0000,0.5815,0.7663,0.7148,0.0446,0.0410,0.0294,0.0000,0.0000,0.8984,0.1245,0.6181,0.9531,0.00265
97000,5384,2504,18094,26802,20548,8370,338,14808,975,7,161807,1429654,15469.157,5036.541,0.2996,2006.986,0.046,0.717,0.195,0.042,0.419,0.346,1500,0.1926,0.6769,0.158,14.0,39.2,55.4,35.56,1.47,14.56,0.82,18.71,6.94,1.063,0.387,0.129,0.136,11.762,0.471,0.0033,203,741,2095,6673,376,3,0.774,2921,113,897,4374,330,831,4223,10.08,54.73,4193,7.5359,67720,2390,54513,273.3,-0.0,1064819,12.991,2631002.543,3.72e-15,0.00000,37.87,7176,11.562,1.319,10.183,0.060,11.562,1531,2157,1696,0.5156,0.968,1.000,1.223,1.071,0.982,1.159,6374.071,3676.262,6827.741,6356.229,4292.172,720.922,1585.110,723.523,0.520,0.428,0.309,0.475,0.187,0.227,1279,3400,0.4840,1.0000,0.9998,0.0614,1.0000,1.0000,0.6284,0.7818,0.7136,0.0412,0.0535,0.0285,0.0000,0.8388,0.9645,0.1455,0.6578,0.9769,0.00268
98000,6399,2855,18750,29315,22886,10201,364,14328,857,8,146715,1439813,16135.781,4566.255,0.2831,1970.371,0.040,0.723,0.190,0.046,0.427,0.343,1430,0.1561,0.6811,0.153,14.0,39.6,54.1,35.82,1.27,14.12,1.14,19.29,6.96,1.050,0.384,0.110,0.116,11.707,0.486,0.0032,187,704,2068,6136,445,4,0.858,3190,170,1254,4975,616,774,5009,8.61,48.27,4028,7.3554,67664,2314,54421,292.4,-0.0,1065275,12.274,2631002.543,3.12e-14,0.00003,16.14,7320,11.050,1.320,9.664,0.066,11.050,1909,2574,1916,0.5363,0.968,1.000,1.174,1.033,0.985,1.155,6877.274,3766.828,6811.047,6866.417,4428.687,445.851,1571.140,578.893,0.511,0.439,0.340,0.538,0.203,0.242,1279,2542,0.5115,0.9995,1.0000,0.0670,1.0000,1.0000,0.6327,0.7702,0.7099,0.0369,0.0455,0.0219,0.0000,0.0279,0.8835,0.1557,0.6694,0.9922,0.00270
99000,6516,2775,19009,28908,22411,9493,406,15649,871,10,163215,1552130,15991.047,5010.019,0.2965,1985.311,0.037,0.740,0.182,0.041,0.432,0.339,1425,0.1627,0.6813,0.150,14.0,39.6,56.6,35.37,1.41,13.70,1.03,19.23,7.07,1.060,0.376,0.129,0.138,11.293,0.484,0.0034,200,696,1968,6746,387,4,0.368,3341,46,1121,5349,477,812,5227,8.56,48.22,3654,6.7692,67584,2710,54495,326.4,-0.0,1066559,13.069,2631002.543,9.91e-15,0.00043,23.57,7448,11.848,1.309,10.471,0.067,11.848,1599,2837,2080,0.5092,0.972,1.000,1.225,1.068,0.985,1.157,6870.475,3862.548,6499.764,6858.855,4617.739,587.301,1694.024,743.382,0.512,0.444,0.347,0.496,0.228,0.279,1393,2362,0.4829,1.0000,1.0000,0.0694,1.0000,1.0000,0.6175,0.7857,0.6994,0.0325,0.0541,0.0309,0.0000,0.5690,0.9425,0.0143,0.6510,0.9899,0.00272
100000,7193,3140,19338,32776,26525,13054,384,15549,765,19,156707,1584250,17036.525,5016.857,0.2885,2191.103,0.040,0.725,0.186,0.049,0.441,0.340,1334,0.1405,0.6805,0.153,14.0,40.1,59.5,36.20,1.63,13.18,0.90,20.49,7.08,1.066,0.348,0.155,0.164,11.715,0.473,0.0033,196,698,2162,6586,484,4,0.943,3648,44,1354,5795,238,1459,5496,7.25,42.83,4015,8.0668,67649,2559,54513,398.8,-0.0,1065907,12.970,2631002.543,2.12e-15,0.00004,30.54,8856,11.532,1.300,10.139,0.093,11.550,2289,2857,2047,0.4927,0.968,1.004,1.266,1.089,0.978,1.164,7281.285,4120.594,7063.525,7263.287,4900.816,462.873,1557.615,805.266,0.536,0.458,0.354,0.614,0.212,0.279,1456,2328,0.4929,1.0000,0.9998,0.0705,1.0000,1.0000,0.6325,0.7589,0.6995,0.0412,0.0628,0.0284,0.0000,0.6486,0.9336,0.2671,0.6716,0.9706,0.00270
