step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share
26000,7458,3518,20884,37889,31724,16929,76,17347,1212,28,203764,2165148,20386.116,7225.164,0.3010,3391.595,0.060,0.714,0.167,0.059,0.515,0.322,1362,0.1163,0.6346,0.143,23.6,45.0,63.3,40.07,1.37,14.62,1.26,22.82,7.00,1.108,0.343,0.092,0.098,12.939,0.478,0.0031,238,823,2649,7859,653,22,0.674,4092,352,926,6180,1149,736,5573,5.75,27.73,4222,8.4329,67325,2973,120288,489.7,-0.0,941537,16.809,2631002.543,4.60e-15,0.00010,11.77,10822,14.241,1.263,12.832,0.146,14.241,2614,2681,2163,0.4987,0.955,1.001,1.374,1.101,0.979,1.275,8328.978,4542.856,9974.395,8177.957,5625.358,1212.583,1445.011,1175.975,0.600,0.506,0.441,0.543,0.320,0.429,2116,4246,0.4226,1.0000,1.0000,0.0962,1.0000,1.0000,0.6136,0.7027,0.7370,0.0338,0.0385,0.0292,0.0000,0.0000,0.8570,0.1182,0.6323,0.9779,0.00253
27000,6904,3308,18121,32495,26671,14274,100,14321,1127,30,173246,1784756,17580.948,5994.271,0.3079,2660.798,0.058,0.705,0.172,0.065,0.508,0.321,1368,0.1114,0.6435,0.151,17.9,43.4,61.1,38.03,1.22,14.21,1.57,21.02,7.05,1.117,0.345,0.090,0.097,12.768,0.482,0.0030,226,848,2154,7052,461,22,0.641,3979,25,994,5885,209,747,5948,6.17,28.51,5408,7.8977,67314,3036,116958,333.8,-0.0,946164,14.132,2631002.543,9.56e-15,0.00016,35.39,9377,11.895,1.245,10.511,0.139,11.895,1609,2917,2378,0.5051,0.963,1.000,1.410,1.171,0.980,1.248,8672.167,4381.907,6320.621,8530.740,5390.385,641.536,1581.407,1110.530,0.559,0.530,0.438,0.577,0.330,0.413,2277,3197,0.6058,1.0000,0.9999,0.1338,1.0000,1.0000,0.6628,0.7249,0.7366,0.0315,0.0322,0.0322,0.0000,0.8017,0.9668,0.0713,0.6747,0.9954,0.00252
28000,8337,3725,22130,38451,31551,16232,89,16038,1482,20,231983,2072264,20318.261,7303.978,0.3005,2946.659,0.054,0.724,0.171,0.051,0.516,0.319,1650,0.1007,0.6442,0.154,20.3,45.0,64.4,39.46,1.42,14.14,1.29,22.61,7.01,1.099,0.336,0.100,0.104,12.019,0.470,0.0031,210,772,2186,9407,449,23,0.679,4573,35,1387,6915,495,1299,6543,5.50,26.12,6259,10.0447,67315,2948,114390,556.4,-0.0,947983,14.917,2631002.543,8.14e-15,0.00010,20.43,11010,13.283,1.251,11.856,0.175,13.283,2571,3157,2609,0.4823,0.960,1.008,1.330,1.134,0.979,1.210,9180.795,4959.612,8018.530,9050.381,6196.009,1091.203,1936.658,1329.458,0.570,0.542,0.436,0.511,0.344,0.411,2061,3157,0.5427,0.9999,1.0000,0.1220,1.0000,0.9999,0.6267,0.7212,0.7133,0.0388,0.0362,0.0322,0.0000,0.1419,0.9069,0.2078,0.6834,0.9884,0.00251
29000,8163,3999,22608,47034,40255,24349,77,17640,1367,19,229901,2148660,22231.445,8358.794,0.2948,4122.632,0.072,0.686,0.170,0.072,0.516,0.315,1578,0.1088,0.6367,0.175,23.6,45.3,64.0,40.33,1.55,14.63,1.28,22.86,7.09,1.091,0.343,0.103,0.110,12.529,0.504,0.0031,226,765,2169,9360,462,24,0.679,4532,72,1437,6654,766,1345,6052,5.00,25.44,3657,8.9226,67267,3098,111281,539.3,-0.0,954667,17.136,2631002.543,1.35e-14,0.00014,15.85,13832,14.885,1.253,13.459,0.173,14.885,2929,2928,2306,0.4926,0.958,1.003,1.315,1.110,0.980,1.208,8666.603,4694.914,12091.369,8518.331,5744.378,1326.469,1743.839,1165.853,0.608,0.521,0.414,0.648,0.320,0.418,2015,3756,0.4305,0.9999,1.0000,0.0869,1.0000,1.0000,0.6105,0.7241,0.7173,0.0459,0.0327,0.0348,0.0000,0.0254,0.9220,0.0753,0.6429,0.9601,0.00254
30000,6781,3348,17676,28028,22171,10308,44,15183,999,7,177179,1700594,17296.251,5378.183,0.2931,2132.341,0.058,0.715,0.176,0.051,0.476,0.339,1281,0.1249,0.6367,0.149,23.1,45.0,64.4,40.05,1.33,14.60,1.56,22.55,7.04,1.099,0.346,0.099,0.106,12.661,0.498,0.0032,238,859,2110,7280,466,23,0.801,3851,108,636,6037,326,763,5692,6.25,30.21,6366,9.0411,67357,2826,107009,236.9,-0.0,958587,15.023,2631002.543,1.47e-14,0.00011,32.73,8114,12.130,1.251,10.760,0.119,12.146,1917,2710,2154,0.4865,0.964,1.009,1.359,1.162,0.978,1.194,8571.119,4694.592,5372.120,8448.792,5607.679,849.634,1498.829,897.379,0.511,0.499,0.416,0.458,0.309,0.368,1893,2869,0.5297,0.9997,1.0000,0.1319,1.0000,0.9999,0.6260,0.7117,0.7077,0.0333,0.0333,0.0329,0.0000,0.7707,0.9424,0.2766,0.6696,0.9520,0.00248
31000,8874,3655,20332,44961,39633,24542,87,13846,877,19,167972,1809890,21855.856,6688.796,0.2885,3659.594,0.065,0.704,0.179,0.052,0.507,0.320,1226,0.0887,0.6242,0.158,23.6,45.6,66.8,42.27,1.47,13.58,1.14,26.07,7.12,1.061,0.309,0.090,0.096,12.199,0.432,0.0029,225,827,2136,5264,464,21,0.705,4365,891,1195,6788,1228,1977,5669,4.78,27.60,4963,12.5445,67278,2884,104481,1027.0,-0.0,960638,14.327,2631002.543,6.19e-15,0.00035,7.71,12284,12.693,1.253,11.261,0.179,12.694,4465,2433,1976,0.5212,0.934,1.000,1.300,1.051,0.980,1.184,7398.259,4071.437,13404.788,7289.587,4821.075,1037.395,1165.604,826.203,0.617,0.497,0.388,0.668,0.299,0.359,1961,3497,0.3935,0.9998,1.0000,0.0817,1.0000,1.0000,0.5985,0.6997,0.7003,0.0334,0.0362,0.0366,0.0000,0.0000,0.7667,0.1974,0.6396,0.9443,0.00249
32000,5692,2826,16579,28505,23471,11876,50,14158,817,13,155767,1584437,17010.598,5922.699,0.2962,3039.014,0.064,0.695,0.182,0.058,0.474,0.332,1036,0.1479,0.6235,0.150,24.8,45.4,62.2,40.38,1.39,15.60,1.27,22.13,6.95,1.089,0.363,0.112,0.119,13.241,0.477,0.0031,243,808,1952,4818,435,20,0.724,3213,162,526,5004,315,483,4894,7.79,37.42,4908,7.7712,67209,2612,101358,331.5,-0.0,968325,14.994,2631002.543,9.03e-15,0.00013,26.07,8080,11.934,1.245,10.609,0.081,11.934,1489,2386,1817,0.5028,0.968,1.000,1.337,1.151,0.980,1.181,7377.712,3930.171,8249.533,7267.822,4532.257,926.077,1166.300,791.309,0.580,0.463,0.360,0.561,0.263,0.309,1887,4773,0.5257,1.0000,1.0000,0.0865,1.0000,1.0000,0.6393,0.6785,0.6949,0.0378,0.0301,0.0370,0.0000,0.6305,0.9539,0.0885,0.6892,0.9523,0.00252
33000,6389,2985,15079,27772,23231,12646,47,11554,644,13,134935,1386385,16184.021,4634.268,0.2964,2134.882,0.066,0.692,0.187,0.055,0.478,0.326,1254,0.1142,0.6292,0.169,24.5,44.9,63.3,40.69,1.33,14.05,1.68,23.63,6.96,1.078,0.334,0.102,0.110,12.876,0.497,0.0029,235,916,1700,4245,297,14,0.761,3336,104,982,5303,564,1199,4626,5.51,34.09,5620,9.5080,67203,2453,99475,467.1,-0.0,969503,12.431,2631002.543,2.50e-14,0.00026,17.88,7992,10.636,1.253,9.281,0.101,10.636,2526,2167,1696,0.4815,0.962,1.009,1.286,1.090,0.984,1.181,6662.996,3533.930,7648.028,6558.264,4112.611,706.726,1054.916,737.744,0.574,0.481,0.375,0.589,0.278,0.350,1807,2171,0.5251,1.0000,0.9998,0.1056,1.0000,1.0000,0.6185,0.6904,0.7082,0.0301,0.0351,0.0341,0.0000,0.2415,0.8907,0.2106,0.7394,0.9581,0.00249
34000,6461,2974,17569,32561,27671,14867,125,12974,740,12,143442,1480107,18020.490,5329.438,0.2956,2679.507,0.081,0.669,0.195,0.055,0.483,0.328,913,0.1155,0.6296,0.193,25.4,45.3,60.0,40.53,1.43,15.68,1.26,22.17,6.97,1.079,0.372,0.112,0.121,12.888,0.479,0.0030,223,784,1865,4929,310,15,0.380,3542,23,760,5678,519,975,4967,6.27,36.67,4734,8.8065,67152,2676,97390,351.4,-0.0,974038,13.447,2631002.543,2.74e-14,0.00044,10.03,9448,12.887,1.331,11.453,0.103,12.887,2146,2514,1801,0.4982,0.971,1.001,1.312,1.111,0.986,1.169,7089.529,3637.732,9535.515,6976.494,4187.988,823.218,1084.718,741.995,0.577,0.488,0.368,0.589,0.261,0.301,1869,3771,0.5260,1.0000,0.9993,0.0776,1.0000,1.0000,0.6111,0.6882,0.7043,0.0425,0.0292,0.0335,0.0000,0.0368,0.9190,0.0601,0.6543,0.9411,0.00249
35000,6492,3180,17594,31875,26778,14234,47,13477,891,16,163078,1563341,18045.400,5588.416,0.2999,2531.818,0.066,0.686,0.196,0.052,0.485,0.319,1004,0.1258,0.6313,0.160,25.0,45.3,59.5,40.41,1.31,15.81,1.92,21.36,7.01,1.093,0.374,0.096,0.099,13.313,0.464,0.0030,228,804,1999,5179,413,16,0.687,3623,30,713,5749,588,1148,4756,6.43,35.88,4882,10.0587,67319,2641,94822,488.3,-0.0,976707,13.891,2631002.543,1.45e-14,0.00005,33.64,9286,13.364,1.325,11.939,0.101,13.365,2574,2270,1648,0.5009,0.977,1.000,1.329,1.119,0.984,1.204,7045.765,3573.559,9499.053,6931.039,4147.126,949.789,1283.265,823.545,0.585,0.490,0.361,0.568,0.273,0.309,1852,3179,0.4276,1.0000,0.9996,0.0807,0.9999,1.0000,0.6186,0.7061,0.7121,0.0328,0.0303,0.0352,0.0000,0.8076,0.9496,0.1593,0.6856,0.9442,0.00252
36000,7184,3322,19107,31980,26078,12809,64,13170,1084,12,196264,1689841,18741.658,6207.045,0.2970,2564.202,0.054,0.705,0.187,0.054,0.484,0.320,1563,0.1214,0.6329,0.146,22.6,44.9,64.4,39.91,1.24,15.07,1.46,22.13,7.12,1.112,0.356,0.079,0.086,12.579,0.449,0.0028,221,784,1922,6243,293,16,0.638,4102,159,908,6117,422,949,5813,6.62,35.32,5235,9.7387,67417,2831,92094,468.5,-0.0,980686,13.793,2631002.543,0.00e0,0.00010,11.63,9465,14.232,1.320,12.767,0.145,14.232,2323,2698,2163,0.5118,0.968,1.000,1.435,1.140,0.985,1.241,7693.540,4045.546,8996.884,7591.236,4717.741,1257.959,1398.932,985.951,0.564,0.492,0.382,0.499,0.292,0.343,2034,4149,0.5869,0.9999,1.0000,0.0810,1.0000,0.9999,0.6073,0.7236,0.7164,0.0333,0.0238,0.0382,0.0000,0.0000,0.7605,0.2323,0.6312,0.9481,0.00248
37000,8037,3753,18626,34483,28536,15762,95,14479,1025,4,188975,1753598,19770.719,6328.509,0.3094,2674.320,0.049,0.715,0.190,0.046,0.475,0.328,1123,0.1162,0.6293,0.142,23.6,46.4,69.2,40.27,1.18,14.35,1.40,23.34,7.09,1.148,0.329,0.087,0.093,12.747,0.467,0.0029,240,853,2106,6923,445,16,0.735,4222,240,1308,6489,818,1616,5603,6.00,31.53,5480,10.8932,67456,2943,89955,531.0,-0.0,982511,14.843,2631002.543,1.82e-14,0.00004,24.14,9708,14.711,1.309,13.234,0.169,14.712,3343,2461,2233,0.4274,0.986,1.030,1.592,1.175,0.986,1.285,7589.301,4518.351,9632.547,7488.705,5323.788,1147.875,1355.887,1150.427,0.551,0.490,0.378,0.583,0.291,0.381,1760,2265,0.4570,0.9998,1.0000,0.0886,1.0000,1.0000,0.6226,0.7237,0.7219,0.0315,0.0253,0.0302,0.0000,0.5925,0.9406,0.0727,0.6308,0.9610,0.00253
38000,7095,3579,19173,35673,29349,16435,65,14819,1068,12,196480,1948892,19410.284,6939.273,0.3138,3086.358,0.046,0.720,0.182,0.051,0.500,0.319,1276,0.1268,0.6328,0.154,21.6,44.3,63.1,38.66,1.26,14.87,1.71,20.82,7.02,1.146,0.354,0.090,0.097,12.788,0.491,0.0029,238,817,1971,7740,404,16,0.655,4066,193,949,5953,704,673,5718,6.75,32.65,4493,8.2655,67533,2663,87866,488.9,-0.0,987836,15.315,2631002.543,3.36e-15,0.00027,31.31,10848,15.542,1.325,14.070,0.148,15.542,2109,2667,2319,0.4799,0.978,1.014,1.725,1.173,0.986,1.306,8029.788,4442.713,9116.176,7937.310,5443.156,1160.636,1335.940,1356.339,0.548,0.516,0.437,0.559,0.345,0.420,1658,4216,0.4515,1.0000,0.9999,0.0883,1.0000,1.0000,0.6252,0.7214,0.7412,0.0485,0.0209,0.0295,0.0000,0.6305,0.9489,0.2137,0.6664,0.9851,0.00255
39000,6711,3154,15855,24962,19432,9037,70,12696,1007,12,156363,1588573,16156.481,4967.213,0.3296,1745.927,0.045,0.742,0.173,0.040,0.474,0.334,1136,0.1235,0.6388,0.138,22.5,45.0,63.5,38.91,1.35,15.29,1.43,20.84,7.01,1.149,0.357,0.107,0.114,13.247,0.443,0.0029,239,937,1727,5771,328,13,0.366,3812,39,845,5827,455,815,5441,6.80,34.04,6162,8.4755,67429,3293,87128,332.7,-0.0,988910,12.934,2631002.543,2.65e-14,0.00051,12.25,7578,12.477,1.311,11.030,0.136,12.477,1782,2637,2292,0.5160,0.973,1.000,1.767,1.174,0.985,1.319,7581.351,4329.824,5234.594,7481.533,5186.280,685.028,1430.559,1105.700,0.492,0.502,0.427,0.404,0.325,0.382,1957,2524,0.5775,1.0000,1.0000,0.1295,1.0000,1.0000,0.6263,0.7155,0.7248,0.0359,0.0358,0.0318,0.0000,0.0000,0.8605,0.0798,0.6400,0.9913,0.00256
40000,7033,3579,21742,42925,36217,21008,175,14549,1418,9,206970,2100642,21198.516,7976.981,0.3230,3798.405,0.046,0.737,0.172,0.045,0.516,0.312,1437,0.1264,0.6377,0.139,21.5,44.9,66.3,39.11,1.24,15.26,1.69,20.92,7.00,1.152,0.361,0.087,0.087,13.484,0.488,0.0028,202,753,1816,7328,333,12,0.576,4107,43,1190,5800,298,826,5909,6.25,30.47,4403,8.5385,67439,3194,85868,405.0,-0.0,992662,14.668,2631002.543,8.85e-15,0.00035,36.36,13518,16.036,1.335,14.553,0.148,16.057,1847,2724,2462,0.4870,0.968,1.005,1.760,1.198,0.979,1.307,8374.662,4918.977,10661.333,8291.102,6044.485,1117.106,1639.500,1421.971,0.551,0.533,0.465,0.590,0.350,0.470,1872,5444,0.5297,1.0000,1.0000,0.0957,1.0000,1.0000,0.6136,0.7511,0.7233,0.0323,0.0351,0.0270,0.0000,0.8097,0.9647,0.1084,0.6726,0.9866,0.00256
41000,8163,3787,18032,31053,24809,12920,101,13801,1309,7,194372,1879243,18767.742,6217.536,0.3254,2264.836,0.045,0.734,0.181,0.040,0.499,0.317,1585,0.1086,0.6361,0.150,22.8,45.3,69.8,40.39,1.81,14.66,2.01,21.91,7.11,1.143,0.335,0.105,0.105,13.200,0.458,0.0028,242,885,1949,7475,496,12,0.520,4636,33,965,7165,617,1474,6072,6.17,29.80,6355,10.0476,67453,3395,84947,487.2,-0.0,992191,14.140,2631002.543,1.77e-16,0.00002,15.95,9703,14.391,1.321,12.861,0.209,14.392,2638,2923,2602,0.5069,0.945,1.000,1.756,1.145,0.981,1.322,8427.963,5055.422,6578.896,8335.682,6117.999,833.880,1566.028,1552.793,0.538,0.531,0.436,0.524,0.320,0.428,2041,1785,0.4999,1.0000,1.0000,0.1221,1.0000,1.0000,0.5749,0.7377,0.7394,0.0643,0.0339,0.0305,0.0000,0.0000,0.8419,0.2526,0.6592,0.9613,0.00253
42000,7459,3777,21234,40193,33520,18825,134,16249,1460,5,217636,1990045,21713.049,7784.577,0.3188,3447.720,0.067,0.692,0.191,0.049,0.493,0.320,1581,0.1305,0.6280,0.178,22.9,44.9,66.7,39.44,2.09,15.02,1.61,20.72,7.11,1.137,0.357,0.118,0.125,13.268,0.478,0.0029,229,815,2151,8476,560,14,0.561,4373,330,1104,6025,446,1132,5881,5.50,30.96,4692,9.6373,67402,3175,83329,426.3,-0.0,997034,16.844,2631002.543,4.96e-15,0.00000,16.82,12383,17.304,1.314,15.814,0.176,17.305,2366,2640,2453,0.5123,0.953,1.000,1.721,1.119,0.982,1.321,8150.738,4871.337,11197.682,8055.656,5907.431,1067.482,1913.212,1356.162,0.570,0.497,0.425,0.597,0.299,0.417,2015,4224,0.5136,1.0000,0.9996,0.0830,1.0000,0.9999,0.5816,0.7463,0.7295,0.0840,0.0356,0.0351,0.0000,0.1603,0.9333,0.1028,0.6443,0.9489,0.00254
43000,7623,3552,18803,30042,23748,11108,131,15476,1324,12,209557,1769507,18284.656,5988.478,0.3033,2016.608,0.051,0.713,0.189,0.047,0.471,0.329,1618,0.1269,0.6362,0.149,24.0,45.3,70.4,40.43,1.80,15.11,1.66,21.85,7.07,1.139,0.352,0.113,0.111,12.255,0.461,0.0031,238,929,2059,7031,460,17,0.688,4316,509,1000,6114,738,1094,5791,6.54,32.50,6975,11.0452,67440,2575,81977,413.8,-0.0,996729,15.173,2631002.543,1.24e-15,0.00009,28.99,8999,14.432,1.325,12.926,0.181,14.433,2800,2560,2263,0.4911,0.963,1.004,1.715,1.161,0.983,1.289,7957.271,4516.660,7052.249,7858.740,5390.275,891.405,1751.007,1329.460,0.538,0.489,0.402,0.483,0.277,0.355,1854,1827,0.5240,1.0000,1.0000,0.0995,1.0000,1.0000,0.5929,0.7147,0.7269,0.0578,0.0412,0.0273,0.0000,0.6894,0.9354,0.2576,0.7183,0.9491,0.00250
44000,6923,3110,20301,36576,30220,16109,166,14619,1361,7,226100,1748500,19800.403,7163.288,0.2787,3224.635,0.054,0.701,0.196,0.050,0.480,0.325,1626,0.1313,0.6218,0.160,22.5,45.3,67.6,39.73,1.80,15.61,1.56,20.76,7.12,1.136,0.365,0.118,0.117,12.104,0.436,0.0030,220,803,1936,7425,350,17,0.713,3926,436,686,5801,472,783,5668,6.62,33.49,4905,9.7906,67319,2935,81315,646.2,-0.0,1001006,14.741,2631002.543,2.96e-14,0.00007,6.88,11283,15.139,1.308,13.697,0.134,15.139,2124,2667,2132,0.4943,0.974,1.003,1.729,1.182,0.985,1.279,6837.546,3901.658,11684.584,6765.981,4574.474,1502.898,1465.183,970.572,0.575,0.475,0.368,0.559,0.266,0.323,1963,5014,0.4572,1.0000,1.0000,0.0620,1.0000,1.0000,0.6015,0.7113,0.7096,0.0542,0.0450,0.0337,0.0000,0.0000,0.8035,0.1463,0.6613,0.9447,0.00255
45000,6293,3079,17773,29226,23166,11293,160,14177,1268,8,202239,1666005,17121.668,5933.056,0.2957,2195.314,0.043,0.733,0.186,0.039,0.469,0.326,1606,0.1488,0.6349,0.149,24.0,45.3,63.8,39.29,1.87,15.84,1.08,20.49,7.06,1.115,0.376,0.146,0.143,12.673,0.487,0.0031,225,809,1839,6682,295,17,0.699,3642,36,771,5486,417,840,5036,7.27,36.33,5790,8.9297,67272,2491,80179,303.8,-0.0,1002659,13.786,2631002.543,1.20e-14,0.00065,27.80,8289,13.272,1.333,11.831,0.107,13.272,1834,2429,2030,0.5172,0.965,1.000,1.464,1.151,0.984,1.238,7429.908,4145.824,7094.084,7350.923,4871.975,1133.187,1572.290,1032.265,0.557,0.485,0.369,0.535,0.261,0.319,1665,2950,0.5062,1.0000,1.0000,0.0883,1.0000,1.0000,0.6219,0.6986,0.7030,0.0524,0.0478,0.0423,0.0000,0.6890,0.9547,0.0691,0.7077,0.9563,0.00253
46000,7202,3128,18442,31192,25707,12589,161,12602,1185,4,184537,1501701,17425.796,5583.899,0.2893,2246.738,0.045,0.721,0.196,0.038,0.468,0.329,1457,0.1166,0.6332,0.143,23.1,45.3,69.4,40.14,1.60,14.51,1.33,22.70,7.11,1.139,0.342,0.116,0.114,11.778,0.441,0.0030,191,793,1906,5566,390,18,0.730,4014,49,982,6171,561,1478,5163,5.93,33.64,6431,10.8721,67333,2586,80039,446.2,-0.0,1002259,12.345,2631002.543,6.73e-15,0.00000,16.52,9301,12.137,1.303,10.678,0.156,12.137,3022,2344,1836,0.4743,0.963,1.015,1.707,1.200,0.986,1.237,6812.345,3491.094,8764.337,6747.970,4160.226,1076.431,1481.457,779.273,0.534,0.495,0.360,0.528,0.261,0.301,1916,3742,0.4359,1.0000,0.9998,0.0890,1.0000,1.0000,0.6112,0.7248,0.7110,0.0381,0.0437,0.0383,0.0000,0.1989,0.8646,0.2177,0.7076,0.9489,0.00251
47000,7580,3368,21970,40551,34144,18338,243,15173,1308,14,211023,1685748,20713.697,7120.927,0.2811,3413.317,0.053,0.696,0.200,0.051,0.461,0.335,1586,0.1260,0.6348,0.163,20.4,45.2,67.6,40.67,1.69,14.58,1.22,23.18,7.26,1.091,0.352,0.114,0.115,12.112,0.465,0.0030,197,708,1986,6514,418,19,0.759,4155,38,816,6726,929,1554,5097,6.25,32.50,4225,10.0116,67364,2699,78682,486.3,-0.0,1006415,14.290,2631002.543,9.03e-15,0.00005,12.20,11872,14.825,1.334,13.343,0.147,14.825,3173,2473,1934,0.5131,0.958,1.000,1.254,1.118,0.987,1.180,7093.809,3979.615,12483.996,7022.344,4620.675,1376.629,1616.706,714.275,0.551,0.452,0.361,0.602,0.225,0.270,1816,5097,0.4580,0.9998,1.0000,0.0677,1.0000,1.0000,0.6061,0.7308,0.7067,0.0437,0.0491,0.0280,0.0000,0.0491,0.9221,0.0796,0.6427,0.9419,0.00254
48000,7075,2997,18731,30941,24991,11953,257,15130,1172,5,193075,1553482,17493.918,5832.232,0.2818,2431.775,0.042,0.694,0.207,0.057,0.452,0.339,1275,0.1311,0.6382,0.142,16.0,41.2,64.8,38.60,1.36,14.69,1.27,21.28,7.05,1.089,0.375,0.105,0.104,11.621,0.458,0.0032,224,799,1710,6054,259,18,0.743,3783,301,914,5860,351,1082,5642,7.27,37.12,5033,9.3162,67558,2498,76605,423.4,-0.0,1009176,14.534,2631002.543,6.02e-15,0.00003,35.52,8810,13.573,1.330,12.119,0.125,13.574,2417,2671,1987,0.5281,0.964,1.000,1.242,1.106,0.986,1.207,7209.879,3969.582,8150.236,7135.806,4639.651,1184.084,1450.114,766.259,0.530,0.465,0.354,0.546,0.243,0.285,1704,2929,0.4660,0.9998,0.9999,0.0780,1.0000,1.0000,0.6112,0.7379,0.7046,0.0346,0.0417,0.0283,0.0000,0.8251,0.9503,0.2215,0.6527,0.9517,0.00251
49000,6769,2994,20183,33315,27166,12876,256,15257,1264,7,194332,1514759,18060.112,5865.790,0.2735,2544.119,0.038,0.708,0.196,0.058,0.440,0.342,1758,0.1432,0.6428,0.146,20.0,43.0,58.4,38.95,1.18,15.49,1.33,20.95,7.03,1.083,0.387,0.093,0.090,11.651,0.492,0.0033,194,718,1916,6685,348,20,0.818,3581,163,873,5733,627,714,5428,7.20,38.33,4527,8.5400,67580,2622,75051,284.9,-0.0,1012794,13.892,2631002.543,3.89e-15,0.00000,12.67,9103,13.114,1.309,11.697,0.108,13.114,2071,2698,2000,0.5343,0.975,1.000,1.248,1.115,0.985,1.184,7323.763,3905.172,8723.656,7257.219,4623.357,964.567,1658.758,698.346,0.515,0.466,0.330,0.537,0.246,0.282,1731,3961,0.5452,1.0000,0.9999,0.0764,1.0000,1.0000,0.6204,0.7186,0.7106,0.0356,0.0291,0.0251,0.0000,0.0000,0.8238,0.2005,0.6398,0.9637,0.00255
50000,6809,2800,18435,29540,23626,10897,208,14983,1138,8,184397,1573657,16736.180,5223.546,0.2796,2001.530,0.040,0.727,0.188,0.045,0.453,0.333,1476,0.1406,0.6496,0.145,17.5,42.1,57.4,37.89,1.08,15.24,1.16,20.41,7.06,1.084,0.387,0.075,0.073,11.072,0.453,0.0033,221,774,1859,6318,351,18,0.732,3557,220,1355,5234,340,950,5519,6.58,37.13,4696,7.8435,67549,2582,74045,320.9,-0.0,1014642,13.730,2631002.543,2.81e-14,0.00076,27.47,7806,12.529,1.330,11.097,0.102,12.545,1929,2853,2027,0.5186,0.968,1.000,1.255,1.118,0.983,1.193,7469.863,3879.730,6662.161,7410.268,4665.282,826.079,1619.812,776.125,0.528,0.478,0.345,0.493,0.291,0.312,1711,2266,0.4414,1.0000,1.0000,0.0819,1.0000,1.0000,0.6275,0.7549,0.7157,0.0324,0.0300,0.0220,0.0000,0.6512,0.9569,0.0347,0.6482,0.9851,0.00260
51000,6532,2732,18745,29626,23708,10686,195,14146,1203,10,181667,1594022,16139.572,5243.793,0.2873,1981.946,0.035,0.732,0.187,0.046,0.475,0.321,1329,0.1349,0.6586,0.141,19.7,42.0,57.0,37.73,1.16,15.08,1.11,20.38,6.97,1.088,0.377,0.093,0.088,11.568,0.439,0.0032,188,732,1692,6166,388,19,0.720,3501,37,739,5756,370,715,5447,6.91,37.78,5577,7.8871,67574,2846,73578,316.6,-0.0,1015556,12.459,2631002.543,7.08e-16,0.00181,29.17,8174,11.776,1.333,10.341,0.101,11.776,1577,2877,2078,0.5211,0.968,1.000,1.256,1.162,0.982,1.179,7677.064,3976.107,5682.624,7616.039,4822.855,663.860,1682.840,915.146,0.515,0.515,0.380,0.480,0.275,0.350,1801,3663,0.4866,1.0000,0.9999,0.1137,1.0000,1.0000,0.6287,0.7435,0.7149,0.0344,0.0330,0.0249,0.0000,0.5546,0.9483,0.1972,0.6793,0.9961,0.00259
52000,6725,2929,20802,35119,28505,14039,278,15559,1433,7,210224,1656307,17807.038,6134.370,0.2868,2366.031,0.034,0.728,0.189,0.050,0.464,0.325,1756,0.1441,0.6563,0.136,22.2,43.7,62.1,39.41,1.46,14.98,1.28,21.69,7.05,1.102,0.358,0.111,0.108,11.919,0.446,0.0033,178,668,1629,8039,298,20,0.729,3702,32,911,5782,875,1051,4799,7.25,36.74,5555,8.9482,67481,2765,73499,499.2,-0.0,1015671,13.299,2631002.543,2.58e-14,0.00050,11.84,9926,12.765,1.309,11.337,0.119,12.765,2435,2414,1876,0.5074,0.960,1.000,1.384,1.127,0.984,1.220,7797.184,3938.497,7622.899,7733.639,4816.531,773.764,2001.400,993.175,0.534,0.490,0.373,0.545,0.272,0.343,1675,3610,0.4690,1.0000,1.0000,0.1033,1.0000,1.0000,0.6197,0.7535,0.7245,0.0462,0.0345,0.0254,0.0000,0.0000,0.8796,0.0900,0.6490,0.9780,0.00260
