step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake
40000,1,1103,17.40,0.26,3.31,0.06,7.67,0.00,1.11,0.000,0.143,144191.6,131887.0,4,152,2.59,1.10,1.11,7.2972,1089.18,30459.7,0.0471,4.4618,5461,13.7117,34,11.7482,23774.0,81.35,3.9478,4001.7,7.4375
40000,2,723,18.39,0.22,3.58,0.12,8.24,0.01,1.08,0.003,0.100,90557.1,72567.7,4,182,2.84,1.09,1.08,3.2937,266.97,38709.9,0.0173,3.9238,5461,13.7117,31,5.7991,9823.4,53.21,7.6857,2176.9,4.1163
50000,0,1211,26.91,0.42,5.83,0.02,8.20,0.00,1.16,0.000,0.200,477808.4,508995.0,7,116,2.38,1.15,1.16,44.0912,1496.86,15547.9,13.3129,1.9981,5462,24.8239,90,60.6146,161393.0,165.42,3.0355,5833.4,30.2595
50000,1,1043,25.68,0.35,5.76,0.07,8.04,0.00,1.14,0.000,0.170,443477.0,460400.5,7,110,2.43,1.13,1.13,38.8969,1040.52,18225.9,13.6323,2.4327,5461,24.8193,85,55.8551,146039.6,81.35,16.3774,5154.2,27.8433
50000,2,771,23.21,0.38,4.65,0.04,8.45,0.00,1.14,0.000,0.119,326156.6,324200.5,7,113,2.64,1.12,1.14,25.4885,428.01,23563.6,7.7341,3.6641,5461,24.8193,77,36.4419,88391.4,53.21,32.6067,3491.5,20.2804
60000,0,1094,22.35,0.65,4.35,0.08,7.45,0.01,1.30,0.005,0.156,284720.6,174213.6,10,90,2.36,1.30,1.27,17.2840,1428.36,20453.5,1.2740,4.1463,5462,13.8082,30,29.0890,71197.3,165.42,1.0698,4929.9,17.1793
60000,1,805,19.15,0.51,3.00,0.07,8.88,0.00,1.18,0.000,0.115,144793.2,79415.5,10,137,2.81,1.15,1.18,7.3392,609.95,26508.7,0.2808,4.4350,5461,13.8057,33,11.3810,23708.8,81.35,3.7192,3233.2,7.5770
60000,2,714,18.44,0.66,2.84,0.00,8.77,0.00,1.24,0.001,0.100,90872.8,43851.5,7,177,2.87,1.19,1.24,3.2335,270.40,34360.8,0.1128,4.1219,5461,13.8057,22,5.3481,9096.0,53.21,7.6348,2197.7,4.0273
70000,0,1226,25.53,0.64,5.31,0.00,7.79,0.00,1.26,0.000,0.192,437161.9,322260.8,16,159,2.43,1.24,1.23,34.4467,1543.91,16085.7,20.4515,2.0832,5462,25.1111,70,53.0543,130338.8,165.42,2.8250,5726.6,29.0159
70000,1,1066,25.10,0.61,5.14,0.04,7.83,0.00,1.27,0.003,0.165,397049.4,270497.1,17,123,2.44,1.26,1.25,28.6221,1299.62,19034.5,21.3202,3.0040,5461,25.1065,78,46.1942,112107.8,81.35,16.6821,5032.4,25.7547
70000,2,760,26.12,0.72,5.46,0.00,7.78,0.00,1.31,0.004,0.123,301405.9,180561.4,14,136,2.59,1.30,1.32,18.3372,636.26,24285.1,12.8400,3.7567,5461,25.1065,51,32.8922,77327.3,53.21,31.8719,3863.5,18.6329
80000,0,1004,22.87,0.32,5.27,0.00,6.75,0.00,1.13,0.000,0.142,274738.5,159035.9,13,161,2.39,1.11,1.12,17.1992,1780.42,22609.4,1.1777,4.6312,5462,13.0124,48,28.3166,75122.4,165.42,0.5866,4883.3,15.3237
80000,1,703,20.52,0.24,4.34,0.03,7.43,0.00,1.09,0.000,0.097,140257.2,73216.6,9,115,2.49,1.08,1.09,6.4670,419.83,25331.9,0.4083,4.7513,5461,13.0100,41,10.9940,23340.1,81.35,4.1189,3205.3,6.8415
80000,2,628,19.34,0.43,4.02,0.00,7.39,0.00,1.14,0.002,0.085,92021.7,42817.5,9,177,2.62,1.08,1.16,3.7016,304.08,31925.7,0.1327,3.7185,5461,13.0100,34,6.1844,12866.0,53.21,7.3509,2497.2,4.1644
90000,0,1071,24.18,0.45,4.77,0.00,8.12,0.00,1.18,0.000,0.164,432559.8,273079.2,14,119,2.51,1.17,1.16,37.4761,1508.40,16676.5,19.6836,2.1736,5462,21.0158,47,57.4355,153558.7,165.42,2.4589,5287.9,26.0846
90000,1,970,25.12,0.27,5.53,0.01,7.77,0.00,1.11,0.001,0.150,373558.9,224460.9,16,123,2.52,1.09,1.11,28.3975,1668.69,18841.1,21.3132,3.7119,5461,21.0120,29,46.0669,119904.8,81.35,17.3921,4635.4,21.7766
90000,2,679,22.36,0.33,4.63,0.03,8.05,0.00,1.12,0.000,0.101,270856.9,151006.7,12,127,2.75,1.11,1.17,16.1630,540.87,20133.6,11.7187,5.7015,5461,21.0120,32,27.3944,64882.8,53.21,29.3341,3042.7,14.9097
100000,0,959,24.25,0.26,5.62,0.01,7.13,0.00,1.12,0.001,0.143,279377.4,175046.2,16,109,2.48,1.12,1.10,20.6495,1742.45,23515.9,0.8993,4.3509,5462,12.2084,17,29.5830,81015.9,165.42,0.8479,4906.6,15.4711
100000,1,797,19.69,0.28,4.41,0.01,7.22,0.00,1.11,0.000,0.108,138442.6,72029.4,11,140,2.70,1.10,1.10,8.0622,587.30,25754.5,0.4284,5.0508,5461,12.2061,29,10.4409,24676.3,81.35,3.7815,3173.8,6.2414
100000,2,611,20.74,0.18,4.88,0.06,7.29,0.00,1.07,0.000,0.087,84778.1,38594.8,11,191,2.72,1.07,1.07,2.7049,229.13,30616.7,0.1807,4.4867,5461,12.2061,30,4.4431,9020.6,53.21,7.3579,2521.8,3.0951
