step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right
65000,8823,2748,32030,46828,36554,14201,597,23655,1609,9,200536,3016885,19899.762,6029.448,0.2622,2743.146,0.013,0.910,0.053,0.024,0.460,0.391,1213,0.1359,0.7578,0.135,13.4,28.0,45.4,25.10,0.25,8.57,0.25,16.03,6.31,1.256,0.275,0.020,0.021,7.238,0.447,0.0035,171,562,978,8759,151,22,0.658,4050,60,1314,7449,539,903,7381,20.50,30.26,6503,9.5103,67412,4305,70669,494.5,-0.0,1074857,15.297,2630837.750,2.14e-14,0.00005,11.33,18607,18.753,1.318,16.792,0.643,18.753,2275,3197,3351,0.4411,0.941,1.027,2.000,1.405,0.964,1.432,8718.665,5799.203,6930.424,8675.424,7037.060,1295.512,767.669,1223.121,0.365,0.557,0.423,0.414,0.218,0.295,4206,5356,0.4515,0.9998,0.9997,0.0642,1.0000,1.0000,0.9047,1.0827,1.0941,0.0219,0.0028,0.0083,0.0000,0.0000,0.9102,0.1176,0.6391,0.9549,0.00264,1283,0.9998,0.9292,0.9074,0.9978,0.0191,0.0243,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0567,0.0482,0.0331,0.054,0.037,0.049,0.052
66000,9146,2922,37802,60961,49280,22407,752,24461,1819,10,232731,3271186,22825.871,7915.957,0.2549,4208.329,0.016,0.901,0.056,0.028,0.473,0.382,1338,0.1358,0.7587,0.141,14.1,29.0,47.3,26.09,0.23,8.72,0.27,16.87,6.38,1.238,0.272,0.017,0.020,7.274,0.446,0.0034,154,492,970,8921,153,20,0.651,4357,412,1325,7409,517,1262,7367,20.00,28.88,5724,10.9504,67452,3908,70239,775.3,-0.0,1076807,15.820,2630837.750,2.05e-14,0.00016,33.72,23780,20.995,1.319,19.016,0.660,20.996,3104,2950,3092,0.4208,0.939,1.031,2.000,1.336,0.966,1.400,8348.803,5995.858,11482.663,8299.459,7252.078,1884.865,757.217,1065.546,0.403,0.551,0.451,0.470,0.222,0.346,4091,10165,0.4009,1.0000,0.9999,0.0465,1.0000,1.0000,0.8720,1.0416,1.0806,0.0177,0.0028,0.0049,0.0000,0.7967,0.9498,0.2155,0.6742,0.9501,0.00260,1024,0.9996,0.8890,0.9138,0.9984,0.0195,0.0223,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0559,0.0508,0.0367,0.061,0.038,0.055,0.052
67000,7607,2638,31032,50212,40391,18714,466,22768,1387,10,197143,2757382,19536.666,6695.799,0.2527,3582.715,0.017,0.892,0.060,0.031,0.453,0.395,1142,0.1519,0.7520,0.133,14.0,29.0,48.3,26.73,0.24,8.98,0.37,17.14,6.45,1.211,0.282,0.015,0.016,7.819,0.482,0.0035,169,538,981,7890,101,24,0.663,3537,451,760,6396,623,899,6085,18.00,30.00,5320,9.1680,67368,3964,69747,626.4,-0.0,1079579,14.878,2630837.750,2.28e-14,0.00000,9.25,19503,18.229,1.297,16.514,0.418,18.230,2591,2380,2636,0.4188,0.948,1.030,2.000,1.259,0.974,1.379,7354.407,5450.603,9238.706,7320.104,6560.572,1520.903,682.454,909.726,0.411,0.518,0.425,0.515,0.201,0.298,4062,6892,0.4576,0.9997,0.9996,0.0530,1.0000,1.0000,0.8277,1.1276,1.0295,0.0153,0.0017,0.0080,0.0000,0.0000,0.6748,0.2179,0.6618,0.9452,0.00261,1514,0.9996,0.9130,0.8732,0.9976,0.0194,0.0248,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0601,0.0594,0.0450,0.076,0.068,0.080,0.066
68000,7687,2774,29541,43934,34170,13914,479,20717,1297,11,186915,2665324,18978.455,5763.856,0.2502,2841.282,0.014,0.908,0.051,0.027,0.461,0.384,940,0.1463,0.7483,0.149,14.1,29.0,48.1,26.63,0.32,9.13,0.31,16.88,6.48,1.200,0.285,0.013,0.014,7.774,0.514,0.0034,167,525,1073,7424,250,20,0.686,3675,334,895,6458,572,797,6318,15.75,28.16,5037,8.3641,67251,3822,69481,440.3,-0.0,1082193,13.971,2630837.750,6.37e-15,0.00074,20.48,16962,16.848,1.306,15.118,0.424,16.849,2141,2475,3071,0.4221,0.948,1.031,2.000,1.231,0.968,1.366,7526.191,5427.045,7785.937,7487.178,6546.622,1360.976,666.153,895.445,0.397,0.533,0.438,0.431,0.219,0.283,4149,5909,0.4875,1.0000,0.9998,0.0490,1.0000,1.0000,0.8353,1.0802,1.0580,0.0228,0.0035,0.0100,0.0000,0.3545,0.9508,0.0615,0.6783,0.9521,0.00263,1527,0.9992,0.9099,0.8643,0.9990,0.0193,0.0225,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0598,0.0467,0.0343,0.066,0.058,0.065,0.051
69000,7629,2530,28305,41010,31932,12141,564,20992,1282,17,169294,2593855,18045.518,4985.503,0.2475,2366.621,0.013,0.912,0.052,0.023,0.452,0.392,1094,0.1468,0.7551,0.148,14.2,28.1,47.8,27.24,0.18,9.28,0.28,17.49,6.58,1.163,0.289,0.012,0.012,7.612,0.461,0.0035,172,559,961,7204,120,21,0.730,3687,48,810,6771,409,938,6282,20.50,30.97,5591,8.4390,67278,3648,69160,397.8,-0.0,1083520,13.958,2630837.750,2.30e-15,0.00004,23.82,15379,15.863,1.292,14.183,0.387,15.863,2066,2850,2713,0.4791,0.924,1.005,2.000,1.157,0.967,1.373,7438.487,5294.073,6733.660,7400.716,6277.763,1168.073,623.456,827.353,0.385,0.536,0.418,0.416,0.201,0.262,4139,4854,0.4776,0.9999,0.9998,0.0510,1.0000,1.0000,0.8174,1.0920,1.0664,0.0139,0.0019,0.0049,0.0000,0.4988,0.9177,0.2122,0.7499,0.9592,0.00260,1218,0.9993,0.9107,0.8975,0.9988,0.0198,0.0186,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0596,0.0412,0.0315,0.073,0.037,0.060,0.047
70000,8374,2427,30265,46295,37092,15496,534,20863,1140,20,175137,2570838,18969.844,5632.343,0.2467,2931.418,0.017,0.890,0.064,0.029,0.461,0.384,1332,0.1292,0.7547,0.151,13.1,28.1,46.5,26.19,0.30,8.40,0.32,17.17,6.59,1.193,0.266,0.021,0.024,7.201,0.441,0.0035,160,522,1084,7603,140,24,0.644,3988,64,1165,7145,372,1280,6722,18.75,30.55,5739,9.0675,67250,3731,68719,503.3,-0.0,1084716,13.628,2630837.750,3.19e-14,0.00000,7.77,17241,16.418,1.318,14.625,0.475,16.441,2608,2723,3043,0.4281,0.930,1.026,2.000,1.236,0.965,1.361,7423.759,5413.715,7931.081,7392.590,6577.592,1164.221,680.324,856.380,0.385,0.527,0.448,0.449,0.242,0.287,3906,6117,0.4594,1.0000,1.0000,0.0489,1.0000,1.0000,0.8368,1.1117,1.0904,0.0189,0.0051,0.0094,0.0000,0.0000,0.8614,0.0908,0.6505,0.9409,0.00259,1380,0.9993,0.9339,0.9053,0.9987,0.0182,0.0173,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0576,0.0454,0.0369,0.093,0.031,0.064,0.071
71000,7777,2589,32079,50713,40296,18074,560,23077,1441,19,202164,2772360,20113.051,6679.405,0.2546,3461.948,0.019,0.877,0.067,0.037,0.464,0.384,1164,0.1443,0.7500,0.149,13.7,29.0,49.0,27.11,0.28,8.86,0.29,17.67,6.55,1.196,0.273,0.012,0.013,7.220,0.478,0.0036,163,512,1019,8500,150,25,0.700,3776,179,1026,6572,414,1014,6349,17.50,28.54,5361,9.7242,67389,3814,68071,648.5,-0.0,1086828,14.938,2630837.750,3.72e-15,0.00000,33.11,19712,18.377,1.313,16.630,0.434,18.378,2448,2505,2824,0.4309,0.929,1.028,2.000,1.252,0.969,1.349,7419.337,5380.123,9628.581,7385.682,6560.737,1620.224,659.128,938.105,0.397,0.530,0.455,0.478,0.218,0.307,3850,6950,0.4449,0.9998,0.9998,0.0437,1.0000,1.0000,0.8448,1.0737,1.0514,0.0154,0.0052,0.0103,0.0000,0.7810,0.9584,0.1060,0.6708,0.9450,0.00259,1189,0.9993,0.8863,0.8757,0.9986,0.0187,0.0141,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0550,0.0428,0.0355,0.075,0.038,0.059,0.060
72000,8337,2669,31991,47016,36462,14484,541,22260,1462,15,204593,2728476,19686.237,5853.286,0.2463,2703.308,0.015,0.902,0.058,0.026,0.458,0.384,1340,0.1400,0.7556,0.141,14.3,29.0,50.0,27.41,0.22,9.44,0.44,17.30,6.49,1.227,0.284,0.011,0.012,7.346,0.462,0.0036,159,511,955,8966,126,29,0.675,4041,144,1092,7101,819,1242,6276,19.50,29.68,5981,9.9678,67496,3788,67400,526.7,-0.0,1088015,14.334,2630837.750,7.43e-15,0.00002,16.62,17679,17.401,1.326,15.545,0.530,17.402,2956,2418,2963,0.4007,0.943,1.034,2.000,1.288,0.977,1.370,7662.064,5593.210,8131.328,7632.629,6625.588,1557.275,717.164,875.539,0.356,0.541,0.450,0.404,0.211,0.289,3823,6610,0.3824,0.9998,0.9999,0.0490,1.0000,1.0000,0.8310,1.1028,1.0428,0.0090,0.0064,0.0087,0.0000,0.0000,0.8708,0.2621,0.6418,0.9529,0.00257,1084,0.9994,0.9194,0.8786,0.9984,0.0177,0.0180,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0549,0.0498,0.0427,0.114,0.053,0.079,0.067
73000,9074,2882,35281,53153,41410,17265,607,23616,1961,14,248326,2968589,21137.333,7352.217,0.2542,3406.872,0.014,0.888,0.058,0.041,0.460,0.384,1657,0.1373,0.7513,0.156,13.5,28.0,47.0,25.38,0.23,8.68,0.27,16.20,6.44,1.223,0.278,0.012,0.014,7.255,0.491,0.0034,158,508,885,10258,111,28,0.678,4272,214,1568,7292,696,796,7582,19.25,28.56,4695,8.5531,67475,3649,66583,451.8,-0.0,1091760,15.401,2630837.750,5.66e-15,0.00023,18.56,20307,19.531,1.306,17.696,0.528,19.531,2484,3283,3307,0.4232,0.948,1.031,2.000,1.408,0.969,1.335,8142.632,5781.812,9534.150,8108.637,6901.418,2270.901,713.275,961.168,0.386,0.549,0.436,0.428,0.215,0.287,3666,7805,0.4756,1.0000,0.9997,0.0441,1.0000,1.0000,0.9055,1.0912,1.0835,0.0138,0.0063,0.0088,0.0000,0.2810,0.9234,0.0654,0.6275,0.9666,0.00262,1148,0.9992,0.9021,0.8947,0.9975,0.0181,0.0182,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0562,0.0392,0.0342,0.076,0.042,0.058,0.054
74000,7995,2410,26490,36461,27364,9511,460,20534,1378,7,159142,2471907,16724.286,4522.085,0.2673,1863.835,0.014,0.914,0.043,0.028,0.446,0.395,1144,0.1371,0.7586,0.148,13.2,28.0,48.7,26.19,0.26,9.49,0.29,16.15,6.49,1.216,0.293,0.024,0.027,7.010,0.452,0.0036,174,587,761,6732,115,28,0.679,3725,171,1441,6383,431,843,6721,22.50,32.25,6126,8.5815,67531,4060,66750,437.0,-0.0,1092045,13.576,2630837.750,2.89e-14,0.00026,35.96,13457,15.031,1.317,13.327,0.387,15.032,2206,2930,2859,0.4380,0.949,1.025,2.000,1.394,0.973,1.327,7412.619,4902.077,5423.289,7378.590,5786.241,1051.634,658.844,947.772,0.335,0.538,0.423,0.355,0.199,0.247,4108,4435,0.5015,0.9999,1.0000,0.0590,1.0000,1.0000,0.8528,1.1234,1.0388,0.0164,0.0037,0.0113,0.0000,0.7848,0.9663,0.1735,0.6720,0.9909,0.00263,1215,0.9997,0.9251,0.8689,0.9978,0.0190,0.0206,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0541,0.0425,0.0376,0.087,0.038,0.059,0.058
75000,8811,2616,33472,50723,39895,16609,642,23225,1912,7,235977,3014186,20759.317,6921.623,0.2620,3057.284,0.014,0.902,0.055,0.029,0.471,0.377,1375,0.1365,0.7527,0.169,13.9,28.0,48.2,25.99,0.27,9.18,0.30,16.25,6.38,1.242,0.281,0.020,0.024,7.281,0.453,0.0035,165,516,840,9851,123,24,0.646,4281,80,1452,7279,578,1165,7068,20.50,30.96,4953,8.2977,67424,4113,66593,590.8,-0.0,1094106,15.011,2630837.750,2.71e-14,0.00006,12.11,19180,18.674,1.313,16.851,0.510,18.675,2936,2920,2955,0.4029,0.948,1.036,2.000,1.396,0.970,1.356,8204.386,5947.992,8487.439,8170.120,7159.042,1872.516,781.502,1210.321,0.372,0.564,0.449,0.426,0.237,0.305,3769,6341,0.4297,1.0000,0.9996,0.0483,1.0000,1.0000,0.8510,1.1090,1.0431,0.0189,0.0032,0.0091,0.0000,0.0000,0.8633,0.1112,0.6515,0.9903,0.00267,1171,0.9998,0.9310,0.8706,0.9986,0.0170,0.0219,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0559,0.0461,0.0412,0.083,0.047,0.074,0.063
76000,8078,2767,30875,45216,35006,13709,632,23625,1743,6,197333,3027420,19168.375,5828.453,0.2607,2613.179,0.012,0.912,0.050,0.026,0.471,0.382,1220,0.1449,0.7627,0.170,14.0,28.0,49.3,26.51,0.18,9.08,0.22,17.03,6.48,1.210,0.286,0.015,0.017,7.319,0.475,0.0036,174,537,894,8674,91,25,0.674,3645,67,1600,6411,340,912,6826,21.25,30.15,5188,7.7641,67404,4087,66596,441.4,-0.0,1096366,15.151,2630837.750,5.13e-15,0.00011,31.62,16959,17.563,1.305,15.885,0.372,17.563,1975,2976,3127,0.4426,0.954,1.029,2.000,1.311,0.975,1.369,8504.478,5596.836,6632.424,8465.344,6683.786,1379.197,749.190,1086.888,0.384,0.569,0.429,0.425,0.220,0.278,4055,5196,0.5017,1.0000,1.0000,0.0591,1.0000,1.0000,0.8973,1.0575,1.0526,0.0125,0.0029,0.0071,0.0000,0.7248,0.9646,0.0661,0.6583,0.9758,0.00270,1038,0.9986,0.9008,0.8901,0.9967,0.0156,0.0205,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0562,0.0307,0.0262,0.060,0.034,0.043,0.045
77000,8813,2769,32899,48141,37267,14679,563,24218,1997,11,214695,3029880,19811.545,6423.610,0.2788,2682.256,0.012,0.912,0.050,0.026,0.457,0.393,1433,0.1389,0.7600,0.164,14.9,29.9,50.0,26.04,0.27,8.86,0.25,16.67,6.28,1.270,0.274,0.017,0.021,6.919,0.446,0.0035,176,551,929,8709,120,23,0.595,4105,152,1375,7286,722,1302,6789,21.25,30.36,5871,9.4146,67442,4060,66129,559.2,-0.0,1096743,15.335,2630837.750,1.38e-14,0.00002,20.50,18602,18.880,1.309,17.015,0.556,18.880,3133,2793,2887,0.4122,0.943,1.035,2.000,1.403,0.965,1.422,8051.291,5908.144,7305.943,8013.671,7174.187,1661.729,680.734,1398.890,0.375,0.554,0.423,0.415,0.204,0.293,3856,4665,0.4252,0.9998,0.9995,0.0581,1.0000,1.0000,0.8635,1.0316,1.0457,0.0135,0.0057,0.0118,0.0000,0.2304,0.8852,0.3148,0.6553,0.9568,0.00266,1273,0.9992,0.8777,0.8898,0.9985,0.0195,0.0203,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0512,0.0356,0.0319,0.077,0.032,0.046,0.051
78000,8042,2519,33563,50142,39909,15981,598,23403,1784,1,213350,2776725,19969.971,6438.391,0.2524,3072.991,0.014,0.901,0.055,0.030,0.445,0.401,1190,0.1492,0.7523,0.142,15.0,28.6,48.6,26.85,0.26,9.29,0.28,17.03,6.46,1.206,0.286,0.016,0.020,6.955,0.446,0.0036,162,513,820,8176,160,18,0.713,3956,402,973,6667,892,1313,5837,22.75,31.86,5599,9.6865,67348,4074,66064,556.4,-0.0,1098696,14.850,2630837.750,2.18e-14,0.00012,11.73,19047,18.228,1.318,16.482,0.429,18.229,3255,2250,2537,0.4413,0.925,1.022,2.000,1.243,0.971,1.366,7520.587,5410.649,9143.382,7491.459,6408.120,1759.192,639.687,966.521,0.376,0.529,0.420,0.420,0.210,0.279,4052,7956,0.4024,1.0000,0.9999,0.0422,1.0000,1.0000,0.8685,1.0930,1.0615,0.0132,0.0030,0.0108,0.0000,0.0000,0.9232,0.1237,0.6302,0.9463,0.00266,1190,0.9995,0.8990,0.8804,0.9986,0.0167,0.0170,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0522,0.0428,0.0381,0.075,0.052,0.052,0.067
79000,7586,2376,30894,46087,35765,14747,446,21093,1654,3,208186,2482549,18568.078,6293.324,0.2513,3023.350,0.016,0.904,0.058,0.022,0.431,0.405,1330,0.1536,0.7514,0.158,15.5,29.3,48.8,25.69,0.27,9.08,0.31,16.02,6.27,1.277,0.283,0.019,0.022,7.248,0.452,0.0035,159,505,775,8151,106,18,0.599,3630,268,769,6549,545,946,6095,24.75,34.74,6658,10.0181,67345,3841,65872,419.4,-0.0,1099607,13.664,2630837.750,3.31e-14,0.00003,31.48,17364,16.622,1.300,14.919,0.404,16.623,2480,2313,2793,0.3825,0.949,1.060,2.000,1.432,0.970,1.393,7158.663,5364.323,8060.554,7129.726,6401.148,1684.840,619.898,965.236,0.389,0.496,0.404,0.440,0.209,0.258,4026,7131,0.4913,0.9999,0.9999,0.0464,1.0000,1.0000,0.8890,1.0865,1.0240,0.0156,0.0039,0.0119,0.0000,0.7376,0.9454,0.2239,0.7287,0.9517,0.00263,1469,0.9995,0.9174,0.8540,0.9985,0.0183,0.0207,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0534,0.0463,0.0370,0.077,0.049,0.048,0.057
80000,7399,2498,33318,52957,41911,19108,531,21788,1864,3,232897,2574496,20379.741,7401.554,0.2616,3593.754,0.021,0.893,0.055,0.031,0.429,0.407,1324,0.1644,0.7446,0.156,14.8,30.0,50.1,26.38,0.39,9.30,0.32,16.37,6.31,1.274,0.284,0.030,0.034,7.294,0.457,0.0034,161,501,734,8493,107,17,0.634,3609,819,837,5743,480,957,5962,22.75,31.87,4938,9.8498,67234,3683,66066,688.2,-0.0,1102117,14.156,2630837.750,3.19e-15,0.00013,7.81,20707,18.551,1.292,16.841,0.418,18.571,2655,2279,2465,0.3899,0.948,1.055,2.000,1.402,0.970,1.416,6920.234,4998.269,11086.553,6899.630,5987.312,2181.792,660.017,965.992,0.399,0.497,0.390,0.484,0.194,0.273,3966,8537,0.4587,1.0000,0.9994,0.0358,1.0000,1.0000,0.8130,1.0951,1.0461,0.0255,0.0049,0.0109,0.0000,0.0000,0.7030,0.1614,0.6810,0.9517,0.00264,1313,0.9993,0.9118,0.8953,0.9985,0.0166,0.0166,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0529,0.0477,0.0387,0.089,0.043,0.055,0.058
81000,7296,2203,27730,40501,31424,12202,569,19780,1377,5,164117,2364412,16794.605,5066.220,0.2623,2375.738,0.015,0.913,0.053,0.019,0.434,0.406,1004,0.1485,0.7581,0.143,14.0,28.4,47.5,25.09,0.23,8.71,0.35,15.80,6.23,1.290,0.276,0.017,0.019,7.075,0.455,0.0035,167,551,718,7456,94,16,0.654,3341,44,829,6423,427,1119,5750,24.50,33.44,5606,8.6486,67169,3706,66122,412.5,-0.0,1103351,12.798,2630837.750,1.20e-14,0.00002,22.95,15546,15.188,1.314,13.460,0.413,15.188,2675,2225,2396,0.4069,0.948,1.034,2.000,1.440,0.972,1.419,6767.007,4693.484,6937.185,6741.426,5491.733,1230.530,625.887,834.065,0.376,0.525,0.386,0.430,0.200,0.230,4099,5732,0.4532,0.9996,0.9997,0.0437,1.0000,1.0000,0.8711,1.0999,1.0954,0.0154,0.0024,0.0083,0.0000,0.5047,0.9536,0.0308,0.6833,0.9505,0.00264,939,1.0000,0.9334,0.9126,0.9984,0.0169,0.0199,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0532,0.0519,0.0459,0.115,0.050,0.058,0.073
82000,8376,2492,32685,47358,36835,14105,568,21784,1786,3,192231,2671405,18822.702,5902.433,0.2701,2656.868,0.016,0.898,0.060,0.026,0.445,0.400,1248,0.1380,0.7655,0.165,12.5,28.6,45.7,24.94,0.18,8.45,0.36,15.95,6.36,1.260,0.268,0.009,0.010,6.664,0.461,0.0034,158,498,733,8856,79,13,0.697,3870,30,1117,7229,475,1182,6719,22.00,32.43,6344,10.5272,67279,3840,66087,643.3,-0.0,1103679,13.722,2630837.750,2.80e-14,0.00003,22.90,18601,17.468,1.306,15.653,0.510,17.468,2798,2562,3016,0.3820,0.954,1.035,2.000,1.449,0.971,1.329,6913.221,5174.369,8660.266,6887.178,5932.125,1802.560,607.063,835.942,0.405,0.517,0.411,0.409,0.188,0.219,4113,7340,0.4220,1.0000,0.9998,0.0383,1.0000,1.0000,0.9115,1.0950,1.0776,0.0107,0.0045,0.0071,0.0000,0.4377,0.9119,0.2415,0.7055,0.9460,0.00260,692,0.9997,0.9139,0.9052,0.9978,0.0168,0.0183,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0525,0.0506,0.0423,0.088,0.060,0.059,0.072
83000,8949,2599,34496,54520,43530,19351,673,22724,1662,3,209065,2772269,20725.588,6786.214,0.2544,3462.230,0.015,0.898,0.057,0.030,0.444,0.400,1629,0.1350,0.7639,0.160,13.4,28.0,47.1,25.28,0.17,8.06,0.31,16.74,6.39,1.241,0.262,0.013,0.014,6.793,0.429,0.0035,157,495,759,9336,98,13,0.701,4080,37,965,7947,843,1652,6454,21.75,32.49,6383,11.1226,67309,3406,65638,683.6,-0.0,1104591,14.350,2630837.750,7.08e-15,0.00020,9.34,20730,18.316,1.314,16.462,0.541,18.317,3744,2485,2720,0.4095,0.954,1.033,2.000,1.340,0.976,1.346,7486.729,5478.868,10188.851,7454.079,6544.888,1809.657,663.822,850.505,0.387,0.511,0.428,0.465,0.210,0.303,3715,8609,0.4058,0.9998,1.0000,0.0419,1.0000,1.0000,0.8825,1.1467,1.0937,0.0102,0.0026,0.0054,0.0000,0.0000,0.8820,0.1174,0.6289,0.9434,0.00262,925,0.9999,0.9501,0.9100,0.9981,0.0159,0.0173,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0532,0.0469,0.0424,0.096,0.044,0.050,0.081
84000,8814,2410,33967,50160,38997,15585,608,21891,1794,4,223924,2687696,19493.069,6761.958,0.2507,3253.826,0.017,0.903,0.058,0.022,0.437,0.402,1348,0.1390,0.7602,0.168,13.1,28.0,47.0,25.77,0.16,8.70,0.27,16.63,6.61,1.181,0.280,0.012,0.013,6.618,0.450,0.0034,153,499,801,8856,132,13,0.764,4159,254,1444,7116,607,1155,7052,22.00,32.77,6087,10.6116,67455,3609,65668,548.3,-0.0,1107042,14.185,2630837.750,1.81e-14,0.00001,36.11,19270,17.928,1.315,16.157,0.456,17.929,2859,3031,2924,0.4698,0.945,1.010,2.000,1.281,0.971,1.302,6931.818,4736.305,10453.121,6911.098,5382.675,2222.434,622.179,663.519,0.407,0.504,0.402,0.419,0.173,0.199,4178,9706,0.4089,0.9998,0.9997,0.0332,0.9999,1.0000,0.9352,1.1065,1.0716,0.0074,0.0027,0.0092,0.0000,0.8251,0.9596,0.1561,0.6491,0.9561,0.00261,707,0.9998,0.9172,0.8984,0.9980,0.0163,0.0162,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0520,0.0399,0.0348,0.079,0.029,0.054,0.062
85000,7511,2234,30557,48723,39350,17600,566,21154,1398,4,196470,2552948,18983.193,6420.416,0.2479,3376.087,0.016,0.906,0.057,0.021,0.448,0.393,1231,0.1499,0.7526,0.174,14.5,28.1,49.4,27.59,0.21,8.79,0.38,18.21,6.71,1.165,0.276,0.013,0.014,6.939,0.427,0.0036,159,509,775,8497,107,15,0.769,3514,129,1011,6371,543,664,6304,22.75,33.75,5119,8.8193,67475,4080,65112,746.5,-0.0,1109950,13.708,2630837.750,4.07e-15,0.00026,16.98,17704,16.281,1.315,14.673,0.293,16.281,1937,2779,2795,0.4710,0.938,1.012,1.742,1.220,0.973,1.318,6834.054,5155.101,9520.046,6813.227,6026.007,1501.069,602.826,940.434,0.391,0.522,0.421,0.505,0.188,0.259,4132,8352,0.4122,1.0000,0.9994,0.0426,0.9999,1.0000,0.7862,1.0993,1.0876,0.0109,0.0030,0.0101,0.0000,0.0000,0.8909,0.2093,0.6596,0.9726,0.00266,952,0.9993,0.9226,0.9009,0.9989,0.0164,0.0214,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0528,0.0539,0.0455,0.100,0.061,0.074,0.084
86000,7574,2311,30014,43063,33552,12498,551,21889,1406,7,183480,2738305,18640.203,5408.146,0.2544,2491.001,0.014,0.917,0.050,0.019,0.458,0.390,1193,0.1486,0.7576,0.170,13.9,28.0,46.1,26.14,0.24,8.76,0.38,16.76,6.60,1.170,0.280,0.017,0.018,7.090,0.450,0.0036,167,525,807,8509,171,14,0.733,3654,299,1322,5953,471,700,6403,24.75,33.36,5483,8.0674,67397,3806,64588,445.2,-0.0,1111595,14.191,2630837.750,1.20e-14,0.00001,21.43,15709,16.146,1.300,14.548,0.297,16.146,1854,2922,2798,0.4752,0.937,1.009,1.757,1.233,0.968,1.339,7898.876,5652.970,6592.219,7871.764,6667.221,1096.786,695.884,1124.475,0.362,0.560,0.413,0.392,0.215,0.276,3771,5636,0.5937,0.9997,0.9998,0.0516,1.0000,1.0000,0.8850,1.1195,1.0432,0.0173,0.0040,0.0088,0.0000,0.5138,0.9324,0.0159,0.6377,0.9901,0.00269,1013,0.9997,0.9139,0.8802,0.9983,0.0151,0.0184,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0543,0.0485,0.0437,0.106,0.042,0.061,0.082
