step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right
11000,9638,2510,46123,71351,55343,24780,448,33608,2744,1,300616,3243012,22919.433,9796.030,0.2910,4328.467,0.019,0.852,0.055,0.073,0.405,0.428,1344,0.1679,0.8266,0.136,9.5,19.7,46.1,21.03,0.55,6.14,0.24,14.10,6.62,1.137,0.249,0.032,0.038,5.869,0.461,0.0038,146,462,800,12270,84,15,0.436,5428,69,1047,8522,668,1221,7749,19.75,29.70,5980,9.9357,66820,3910,243518,595.2,-0.0,801842,17.292,2631075.518,9.03e-15,0.00108,16.93,27248,23.518,1.395,21.533,0.590,23.519,2701,3648,3289,0.4721,0.908,1.012,1.742,1.293,0.954,1.211,9588.927,5665.129,10677.503,9434.558,7135.839,2887.884,1563.668,1016.011,0.401,0.390,0.431,0.439,0.265,0.337,3591,10143,0.5111,0.9998,0.9997,0.0866,1.0000,1.0000,0.8666,1.0598,0.9882,0.0452,0.0104,0.0234,0.0000,0.2188,0.9371,0.0473,0.6605,0.9412,0.00249,1242,0.9990,0.9280,0.8721,0.9979,0.0441,0.0540,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0601,0.0423,0.0384,0.048,0.057,0.056,0.060
12000,10009,2401,45320,68177,53289,22418,439,32721,2277,4,256547,2966783,22740.240,8012.306,0.2684,3708.597,0.021,0.846,0.057,0.076,0.395,0.441,1494,0.1523,0.8346,0.135,10.1,20.9,49.8,22.09,0.50,6.42,0.28,14.89,6.62,1.168,0.247,0.031,0.037,6.003,0.410,0.0039,144,443,761,11808,78,13,0.453,5779,250,1280,8479,757,1365,7887,19.75,29.98,6670,11.9408,67048,3994,225883,642.3,-0.0,819651,16.362,2631075.518,3.75e-14,0.00030,31.67,26831,22.555,1.386,20.496,0.673,22.555,3893,3272,2844,0.4219,0.915,1.035,1.740,1.327,0.954,1.197,9277.432,5543.352,10604.477,9099.168,6745.192,2082.849,1334.069,886.791,0.380,0.386,0.421,0.426,0.247,0.302,3507,8698,0.4482,0.9995,0.9992,0.0933,1.0000,1.0000,0.8654,1.0710,1.0080,0.0311,0.0111,0.0205,0.0000,0.7468,0.9383,0.2621,0.6599,0.9485,0.00244,1249,0.9997,0.9262,0.8831,0.9984,0.0438,0.0575,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0584,0.0336,0.0311,0.053,0.053,0.044,0.080
13000,9501,2669,47658,73720,57554,25541,521,34668,2755,4,299897,3179641,24013.249,9441.463,0.2693,4393.007,0.020,0.835,0.063,0.082,0.400,0.438,1493,0.1669,0.8206,0.162,9.7,21.4,47.9,22.38,0.62,6.43,0.18,15.16,6.78,1.151,0.250,0.045,0.053,6.542,0.472,0.0039,145,439,776,15486,80,15,0.428,5484,416,1254,7831,796,1513,7192,15.50,26.84,5530,10.0880,67096,4049,210627,628.9,-0.0,838092,17.503,2631075.518,1.77e-15,0.00023,10.33,29481,23.552,1.351,21.550,0.650,23.552,3368,2981,3152,0.4385,0.893,1.022,1.767,1.255,0.957,1.223,9955.059,5852.922,11337.366,9782.468,7286.422,2612.819,1581.630,854.007,0.395,0.395,0.411,0.438,0.267,0.333,3432,9394,0.4327,1.0000,0.9999,0.0823,1.0000,1.0000,0.8325,1.0820,1.0220,0.0433,0.0097,0.0219,0.0000,0.0000,0.8274,0.1762,0.6233,0.9563,0.00248,1345,0.9999,0.9329,0.8684,0.9985,0.0476,0.0603,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0615,0.0269,0.0237,0.034,0.041,0.033,0.044
14000,9253,2462,43577,64977,50155,20872,528,32904,3082,2,277616,2907633,21691.257,7896.791,0.2593,3397.360,0.021,0.836,0.069,0.074,0.400,0.430,1623,0.1661,0.8281,0.139,10.7,21.0,49.2,22.87,0.50,6.46,0.28,15.63,6.91,1.150,0.250,0.031,0.037,6.399,0.447,0.0040,146,450,813,14857,130,13,0.410,5259,215,1405,7633,895,803,7555,17.00,29.00,6424,9.7364,67132,4096,199025,527.6,-0.0,851131,16.562,2631075.518,1.42e-15,0.00078,33.24,25891,22.078,1.331,20.142,0.605,22.078,2805,3237,3211,0.4557,0.912,1.015,1.790,1.285,0.958,1.227,10173.194,5715.134,7905.080,10010.218,7173.319,1614.025,1777.620,1107.786,0.352,0.412,0.425,0.409,0.270,0.323,3516,6565,0.5087,0.9998,0.9997,0.1016,1.0000,0.9999,0.8304,1.0872,1.0162,0.0306,0.0115,0.0213,0.0000,0.7572,0.9652,0.0775,0.6548,0.9787,0.00250,1272,0.9999,0.9371,0.8831,0.9989,0.0451,0.0587,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0608,0.0473,0.0319,0.057,0.049,0.046,0.056
15000,9247,2833,48711,77493,60971,28273,509,34524,4184,6,347763,3574954,24186.040,10570.781,0.2717,4665.298,0.020,0.842,0.066,0.073,0.435,0.403,1953,0.1786,0.8213,0.107,9.9,20.8,47.3,21.46,0.52,6.69,0.26,13.98,6.75,1.189,0.266,0.037,0.042,6.553,0.474,0.0038,142,443,796,16224,59,14,0.247,5199,63,1087,8097,404,1280,7563,16.25,26.92,4709,8.3744,67148,4499,189899,520.9,0.0,864166,17.798,2631075.518,4.96e-15,0.00052,23.67,30847,24.772,1.326,22.859,0.587,24.773,2861,3192,3194,0.4293,0.928,1.032,1.839,1.370,0.961,1.254,10603.457,6186.962,10511.738,10422.147,7917.454,2501.847,1993.384,1410.252,0.418,0.453,0.430,0.462,0.285,0.362,3668,8577,0.5702,0.9998,0.9998,0.1039,1.0000,1.0000,0.9283,1.0839,1.0280,0.0361,0.0157,0.0210,0.0000,0.2819,0.9314,0.1919,0.6827,0.9948,0.00250,1426,0.9995,0.9381,0.8918,0.9974,0.0432,0.0557,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0647,0.0650,0.0317,0.051,0.042,0.054,0.036
16000,9082,2811,44190,66273,52369,21597,486,34543,4262,2,279471,3603686,21942.441,8010.593,0.2755,3198.641,0.022,0.863,0.067,0.049,0.443,0.403,2018,0.1730,0.8416,0.090,9.9,20.0,44.2,21.31,0.38,6.43,0.41,14.09,6.89,1.155,0.268,0.022,0.027,6.331,0.475,0.0039,150,473,739,14406,70,15,0.287,5045,75,1378,7629,365,861,7856,16.25,28.54,6474,8.1997,67064,4887,182364,417.9,-0.0,873128,17.600,2631075.518,1.24e-14,0.00000,15.34,24898,22.193,1.345,20.330,0.518,22.193,1842,3723,3517,0.4781,0.929,1.008,1.803,1.304,0.965,1.279,11603.762,6588.259,5238.191,11440.993,8461.898,1365.559,1886.617,1559.775,0.350,0.490,0.440,0.357,0.299,0.365,3850,4526,0.6512,1.0000,0.9997,0.1347,1.0000,1.0000,0.9554,1.0558,1.0267,0.0342,0.0095,0.0170,0.0000,0.0229,0.9110,0.0494,0.6444,0.9855,0.00253,1022,0.9994,0.9462,0.8900,0.9974,0.0427,0.0505,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0658,0.0905,0.0519,0.079,0.070,0.088,0.072
17000,11047,3122,52811,81743,65299,28384,548,37995,4589,3,332319,4095256,26208.781,9905.974,0.2819,4051.068,0.028,0.864,0.058,0.050,0.446,0.403,2303,0.1549,0.8358,0.094,9.6,20.4,48.4,22.50,0.48,6.75,0.47,14.81,6.94,1.196,0.260,0.029,0.033,6.296,0.440,0.0038,144,452,819,16131,83,14,0.278,6255,99,1515,9433,651,1727,8669,15.25,26.43,6663,11.2725,67152,4200,174389,822.2,-0.0,881243,19.101,2631075.518,1.33e-14,0.00033,36.12,31466,26.315,1.322,24.177,0.816,26.315,3824,3644,3579,0.4408,0.912,1.023,1.878,1.322,0.966,1.295,11842.510,6829.346,9838.934,11700.408,8720.507,2311.331,1741.485,1802.090,0.401,0.481,0.439,0.416,0.291,0.360,3608,7161,0.4905,1.0000,0.9995,0.0946,1.0000,1.0000,0.8752,1.0497,1.0280,0.0324,0.0108,0.0170,0.0000,0.8136,0.9543,0.2285,0.6720,0.9671,0.00249,1098,0.9995,0.9415,0.8897,0.9979,0.0422,0.0516,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0609,0.1279,0.0632,0.095,0.088,0.105,0.083
18000,10627,2883,47442,75463,60808,27461,560,34223,3544,3,293090,3635510,24137.384,9446.449,0.2691,4517.441,0.029,0.865,0.058,0.048,0.433,0.412,1654,0.1499,0.8273,0.075,10.0,20.0,45.7,21.05,0.28,6.55,0.45,13.77,6.86,1.181,0.265,0.019,0.022,6.255,0.455,0.0038,143,476,810,14466,68,13,0.345,5450,102,1198,9327,697,952,8978,17.25,29.46,6145,9.1393,67133,4342,165246,476.1,-0.0,894329,18.095,2631075.518,1.84e-14,0.00001,9.52,28303,24.108,1.309,22.215,0.585,24.109,2599,4068,3960,0.4515,0.949,1.017,1.833,1.336,0.972,1.294,10926.651,6301.203,10150.271,10778.352,7726.203,2262.416,1217.241,1449.350,0.370,0.487,0.418,0.500,0.254,0.331,3935,9239,0.5503,0.9999,0.9998,0.0941,0.9999,1.0000,0.9303,1.0811,1.0241,0.0240,0.0057,0.0126,0.0000,0.0000,0.7510,0.2293,0.6411,0.9510,0.00249,853,0.9998,0.9556,0.9035,0.9987,0.0424,0.0563,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0630,0.1518,0.0610,0.091,0.091,0.111,0.065
19000,10813,2850,48538,72068,56430,23013,517,35277,3383,4,300417,3649059,24211.589,9016.818,0.2768,3818.869,0.022,0.868,0.067,0.044,0.422,0.417,1506,0.1570,0.8285,0.067,10.7,20.5,46.5,21.47,0.39,7.22,0.47,13.38,6.68,1.214,0.276,0.026,0.030,6.111,0.447,0.0038,146,465,826,14007,95,13,0.293,5789,638,1082,9093,804,1575,8434,20.01,32.15,6143,11.3872,67099,4134,156785,703.4,0.0,903881,18.347,2631075.518,1.12e-14,0.00024,24.64,26847,24.104,1.343,22.079,0.682,24.105,4157,3619,3037,0.3912,0.956,1.052,1.860,1.359,0.971,1.306,10279.470,5852.190,10622.460,10146.501,7261.497,2687.744,1050.881,1459.323,0.386,0.467,0.405,0.391,0.244,0.325,3936,8778,0.4325,0.9999,0.9992,0.0847,1.0000,1.0000,0.9203,1.0932,1.0140,0.0339,0.0032,0.0130,0.0000,0.5700,0.9495,0.1120,0.6545,0.9455,0.00251,910,0.9996,0.9587,0.9037,0.9980,0.0411,0.0520,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0589,0.1603,0.0584,0.100,0.082,0.102,0.063
20000,9707,2520,40900,59305,46079,18004,401,30136,2617,3,231392,2970752,21362.833,7029.499,0.2720,3095.951,0.023,0.866,0.066,0.044,0.402,0.433,1297,0.1547,0.8254,0.062,11.1,20.0,47.3,22.74,0.40,7.28,0.55,14.52,6.87,1.146,0.279,0.025,0.027,6.246,0.414,0.0038,147,483,811,10644,95,14,0.389,5007,636,1041,8030,735,1274,7698,20.50,35.08,6747,10.3683,67107,4108,150315,671.9,-0.0,912459,16.269,2631075.518,1.95e-15,0.00013,20.54,21247,20.244,1.329,18.412,0.503,20.270,3073,3695,2939,0.4897,0.932,1.002,1.783,1.230,0.971,1.278,9538.478,5313.261,8783.117,9398.052,6277.616,1961.173,935.991,1036.384,0.370,0.456,0.362,0.399,0.222,0.293,4237,8620,0.4356,1.0000,0.9999,0.0818,1.0000,0.9999,0.8542,1.0852,0.9983,0.0273,0.0087,0.0155,0.0000,0.3531,0.9048,0.2450,0.7352,0.9551,0.00248,630,0.9999,0.9578,0.8917,0.9991,0.0409,0.0544,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0591,0.1845,0.0669,0.112,0.097,0.145,0.061
