step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right
43000,9490,2541,43878,62278,49098,17954,446,31328,1289,3,147653,2899285,23063.185,5765.742,0.2749,3229.241,0.021,0.862,0.113,0.004,0.390,0.468,777,0.1342,0.8352,0.132,11.1,20.8,54.8,24.72,0.27,6.71,0.29,17.44,7.62,1.116,0.235,0.009,0.010,6.613,0.491,0.0038,143,441,851,7016,101,11,0.761,4380,676,1111,7703,693,1071,7726,21.50,30.71,6051,11.3629,67391,3657,87958,804.1,-0.0,1014727,16.709,2631075.518,2.16e-14,0.00000,28.99,21147,20.291,1.325,18.532,0.435,20.292,3079,3316,3095,0.4668,0.949,1.007,1.473,1.186,0.981,1.192,9183.338,5835.083,10385.936,9120.657,6785.833,1349.149,443.967,743.385,0.389,0.412,0.362,0.411,0.148,0.275,3339,9302,0.4566,0.9998,0.9997,0.0633,1.0000,1.0000,0.8030,1.0649,0.9767,0.0180,0.0037,0.0077,0.0000,0.6894,0.9354,0.2576,0.7183,0.9491,0.00250,849,0.9998,0.9264,0.8717,0.9984,0.0271,0.0362,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0611,0.0466,0.0390,0.045,0.072,0.024,0.089
44000,8953,2215,38924,52785,39896,13488,373,29207,1308,0,148486,2602940,20643.340,5256.689,0.2742,2711.953,0.020,0.868,0.108,0.004,0.376,0.473,631,0.1411,0.8327,0.120,11.0,20.0,52.9,24.27,0.23,6.49,0.32,17.23,7.60,1.104,0.240,0.013,0.014,6.123,0.432,0.0039,151,479,775,6328,72,10,0.835,3978,764,1046,7143,589,1310,7054,26.25,35.65,6049,9.8254,67269,3710,87051,611.3,0.0,1017775,16.054,2631075.518,7.43e-15,0.00016,6.88,18330,18.742,1.331,17.046,0.366,18.742,3032,3289,2632,0.4964,0.946,1.000,1.416,1.153,0.981,1.200,8590.208,5258.942,8799.473,8526.577,6029.244,1380.501,407.801,756.434,0.366,0.410,0.338,0.380,0.147,0.216,3480,8240,0.3956,0.9998,0.9996,0.0630,1.0000,1.0000,0.7738,1.0846,0.9703,0.0150,0.0057,0.0055,0.0000,0.0000,0.8035,0.1463,0.6613,0.9447,0.00255,706,0.9996,0.9577,0.8825,0.9983,0.0242,0.0337,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0575,0.0413,0.0373,0.049,0.068,0.035,0.077
45000,8593,2262,38303,53993,41954,15293,397,28670,1111,2,139435,2473754,20837.998,5361.085,0.2723,2987.887,0.020,0.845,0.130,0.005,0.375,0.472,812,0.1428,0.8350,0.132,10.9,19.4,49.9,23.70,0.37,6.36,0.29,16.68,7.62,1.089,0.240,0.017,0.018,6.448,0.474,0.0039,147,456,839,5359,100,9,0.835,3842,48,1053,7492,407,1192,6994,23.00,34.06,5195,9.0496,67219,3463,86038,501.6,-0.0,1021495,15.411,2631075.518,2.35e-14,0.00011,27.80,18518,18.266,1.335,16.580,0.352,18.267,2451,3445,2697,0.5079,0.946,1.000,1.347,1.155,0.980,1.171,8708.773,4970.234,9502.918,8655.366,5667.602,1297.068,402.253,673.876,0.369,0.401,0.343,0.448,0.138,0.215,3452,8331,0.4841,0.9998,1.0000,0.0582,1.0000,1.0000,0.7692,1.0584,0.9875,0.0275,0.0056,0.0119,0.0000,0.6890,0.9547,0.0691,0.7077,0.9563,0.00253,549,0.9995,0.9622,0.8900,0.9986,0.0253,0.0332,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0605,0.0413,0.0351,0.057,0.066,0.030,0.076
46000,9045,2234,37055,49027,37311,11607,365,29062,1053,3,114620,2503518,19367.185,4143.801,0.2754,2171.246,0.018,0.855,0.120,0.007,0.383,0.469,581,0.1314,0.8477,0.143,10.6,19.0,46.5,22.51,0.33,6.42,0.30,15.46,7.59,1.083,0.248,0.012,0.013,6.148,0.501,0.0040,150,458,883,4252,92,9,0.809,4046,53,1305,7687,415,1166,7464,22.75,34.37,6323,9.8187,67278,3739,85147,446.1,-0.0,1022922,15.453,2631075.518,2.78e-14,0.00024,16.52,16685,17.208,1.318,15.510,0.380,17.209,2743,3476,2826,0.5208,0.941,1.000,1.268,1.118,0.982,1.174,8451.691,5136.380,7326.298,8406.326,5805.807,1016.326,373.904,582.324,0.373,0.417,0.342,0.379,0.133,0.199,3592,6026,0.4699,1.0000,0.9995,0.0619,1.0000,1.0000,0.8324,1.0909,0.9728,0.0283,0.0067,0.0069,0.0000,0.1989,0.8646,0.2177,0.7076,0.9489,0.00251,459,0.9995,0.9666,0.8779,0.9982,0.0242,0.0294,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0608,0.0398,0.0354,0.061,0.071,0.027,0.088
47000,9392,2530,42484,61067,47599,18055,528,30833,1696,3,167568,2773887,22308.886,6237.143,0.2865,3237.058,0.026,0.857,0.112,0.006,0.384,0.465,1197,0.1413,0.8389,0.139,10.2,18.4,46.3,21.32,0.31,5.95,0.28,14.78,7.47,1.143,0.240,0.010,0.011,6.172,0.487,0.0039,143,441,754,7786,99,9,0.824,4215,73,1125,8194,740,1298,7354,21.00,31.39,5994,10.6966,67312,3983,83837,607.7,-0.0,1025774,16.245,2631075.518,2.16e-14,0.00021,12.20,20953,19.946,1.324,18.183,0.440,19.947,2973,3461,2958,0.4836,0.953,1.006,1.538,1.248,0.978,1.231,8673.650,5685.924,10341.119,8626.858,6577.968,1783.113,392.490,824.483,0.390,0.403,0.352,0.431,0.128,0.267,3452,8884,0.4736,1.0000,0.9996,0.0527,1.0000,1.0000,0.8624,1.1039,1.0112,0.0316,0.0043,0.0051,0.0000,0.0491,0.9221,0.0796,0.6427,0.9419,0.00254,721,0.9998,0.9541,0.8794,0.9982,0.0213,0.0324,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0620,0.0408,0.0350,0.047,0.067,0.024,0.079
48000,9991,2437,45090,62969,47871,17356,523,31517,2072,5,182398,2850490,22556.583,7014.862,0.3080,3503.995,0.029,0.861,0.105,0.005,0.374,0.468,926,0.1465,0.8486,0.148,11.4,20.0,45.9,21.47,0.18,6.79,0.26,14.24,7.08,1.176,0.263,0.009,0.010,5.909,0.431,0.0038,140,445,770,7538,87,12,0.676,4502,241,1120,8630,935,1671,7385,26.50,35.76,6132,11.1138,67503,3973,82270,598.6,-0.0,1028410,16.432,2631075.518,1.59e-15,0.00018,35.52,21940,20.862,1.323,18.961,0.577,20.862,3692,3310,2989,0.4280,0.961,1.020,1.634,1.284,0.983,1.258,8940.356,5675.229,10538.912,8889.000,6632.666,1754.424,459.522,1296.922,0.364,0.402,0.347,0.387,0.127,0.286,3501,9962,0.4118,1.0000,0.9998,0.0484,1.0000,1.0000,0.8485,1.1165,1.0048,0.0124,0.0031,0.0070,0.0000,0.8251,0.9503,0.2215,0.6527,0.9517,0.00251,935,0.9995,0.9617,0.8846,0.9991,0.0234,0.0287,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0589,0.0399,0.0327,0.050,0.059,0.033,0.070
49000,9267,2517,43961,60896,45902,16499,436,33503,1793,3,184728,2983153,22462.251,6529.379,0.2921,3156.478,0.028,0.855,0.109,0.009,0.383,0.461,1146,0.1601,0.8478,0.139,10.5,19.8,45.8,21.68,0.24,6.27,0.23,14.94,7.35,1.140,0.250,0.010,0.011,6.087,0.466,0.0039,149,449,764,6256,59,13,0.764,4189,412,1261,7594,987,903,7377,25.25,34.24,6208,9.9779,67524,3497,80617,490.4,-0.0,1031713,17.461,2631075.518,7.96e-15,0.00012,12.67,21598,21.159,1.327,19.379,0.452,21.160,2884,3437,2946,0.4731,0.961,1.008,1.566,1.246,0.982,1.219,9713.120,5836.760,9092.124,9670.436,6856.168,1800.117,557.025,1015.760,0.346,0.422,0.360,0.407,0.148,0.262,3178,8565,0.4581,0.9998,0.9989,0.0575,1.0000,1.0000,0.8413,1.1143,0.9764,0.0221,0.0021,0.0079,0.0000,0.0000,0.8238,0.2005,0.6398,0.9637,0.00255,821,0.9999,0.9649,0.8656,0.9988,0.0233,0.0280,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0604,0.0353,0.0312,0.044,0.052,0.022,0.074
50000,9131,2511,41673,55299,41315,13226,400,30873,1509,3,158699,2701994,21010.324,5612.827,0.2854,2782.276,0.024,0.859,0.110,0.007,0.373,0.474,977,0.1479,0.8485,0.145,11.0,18.6,43.1,20.96,0.16,6.05,0.35,14.39,7.46,1.127,0.247,0.006,0.007,5.950,0.469,0.0039,146,454,730,5030,74,12,0.807,3935,205,1494,7432,627,925,7579,24.50,32.71,5966,9.2379,67487,3810,80005,408.8,-0.0,1034746,16.219,2631075.518,1.08e-14,0.00031,27.47,18847,19.214,1.328,17.494,0.392,19.238,2499,3687,2945,0.5094,0.962,1.000,1.548,1.219,0.986,1.225,9152.686,5347.155,8606.045,9109.313,6077.242,1504.947,500.893,824.711,0.353,0.414,0.329,0.386,0.111,0.202,3294,8791,0.4943,1.0000,0.9994,0.0562,1.0000,1.0000,0.8899,1.0968,0.9793,0.0120,0.0043,0.0070,0.0000,0.6512,0.9569,0.0347,0.6482,0.9851,0.00260,633,1.0000,0.9698,0.8727,0.9990,0.0215,0.0367,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0602,0.0473,0.0424,0.078,0.074,0.032,0.101
51000,8842,2256,38746,50223,37291,11072,405,30931,1508,1,147216,2612079,19947.681,4783.957,0.2851,2160.865,0.022,0.868,0.105,0.006,0.372,0.470,1152,0.1537,0.8555,0.157,10.3,18.0,46.0,21.15,0.16,6.15,0.35,14.50,7.50,1.128,0.251,0.007,0.007,6.016,0.461,0.0040,149,470,673,5039,50,13,0.808,3856,55,1178,7609,303,1076,7463,26.75,35.21,6462,9.0428,67507,3926,80041,440.3,-0.0,1036041,15.856,2631075.518,3.11e-14,0.00008,29.17,16607,17.966,1.311,16.284,0.371,17.967,2310,3748,2784,0.5063,0.967,1.000,1.575,1.299,0.985,1.179,9323.660,5151.939,6961.290,9272.485,5874.771,1178.083,541.619,903.391,0.319,0.427,0.329,0.373,0.122,0.196,3612,6098,0.4882,1.0000,0.9999,0.0662,1.0000,1.0000,0.8596,1.0939,0.9766,0.0122,0.0058,0.0047,0.0000,0.5546,0.9483,0.1972,0.6793,0.9961,0.00259,497,0.9993,0.9787,0.8858,0.9989,0.0209,0.0313,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0613,0.0435,0.0401,0.061,0.100,0.041,0.091
52000,9933,2552,45120,61790,46800,16151,519,34024,1700,2,175410,3092289,22904.608,5921.835,0.2762,2893.654,0.025,0.873,0.095,0.007,0.391,0.458,986,0.1477,0.8572,0.151,11.1,19.0,47.9,22.67,0.22,6.60,0.33,15.51,7.50,1.121,0.259,0.010,0.010,5.960,0.450,0.0039,146,444,815,5851,97,13,0.772,4372,95,1858,7980,690,1746,7497,23.25,31.94,5500,9.4602,67416,3871,79862,676.1,-0.0,1037890,17.346,2631075.518,2.09e-14,0.00009,11.84,21104,20.798,1.333,19.031,0.435,20.799,3331,3949,2653,0.4921,0.961,1.004,1.432,1.233,0.983,1.188,10010.972,5770.166,9189.778,9968.654,6639.830,1655.644,510.110,862.428,0.364,0.426,0.361,0.420,0.129,0.219,3389,7705,0.4244,1.0000,1.0000,0.0598,1.0000,1.0000,0.7899,1.0915,0.9733,0.0160,0.0025,0.0088,0.0000,0.0000,0.8796,0.0900,0.6490,0.9780,0.00260,598,0.9995,0.9723,0.8773,0.9985,0.0226,0.0297,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0574,0.0471,0.0412,0.066,0.075,0.030,0.097
53000,9879,2477,40902,52901,39458,11490,509,31249,1333,2,139160,2660052,20784.188,4913.916,0.2792,2485.509,0.021,0.869,0.104,0.006,0.373,0.472,657,0.1383,0.8498,0.140,11.1,18.5,47.2,22.57,0.24,6.20,0.33,15.80,7.64,1.096,0.248,0.012,0.012,5.733,0.468,0.0040,145,456,708,4621,80,12,0.828,4121,166,1557,8156,815,1241,7823,23.25,32.95,6201,9.2504,67471,3826,79114,499.5,-0.0,1040207,16.304,2631075.518,3.31e-14,0.00000,35.70,17089,18.399,1.319,16.714,0.366,18.400,2898,3898,3083,0.5029,0.959,1.000,1.288,1.179,0.983,1.160,9567.260,5502.232,7445.270,9533.877,6290.550,1182.119,470.036,776.252,0.339,0.413,0.336,0.346,0.123,0.211,3548,7607,0.4806,0.9999,0.9995,0.0621,1.0000,1.0000,0.8344,1.0694,0.9540,0.0203,0.0022,0.0083,0.0000,0.8160,0.9595,0.1737,0.6633,0.9604,0.00260,765,0.9995,0.9586,0.8580,0.9990,0.0213,0.0315,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0566,0.0358,0.0342,0.075,0.070,0.034,0.089
54000,8953,2344,43443,60600,46819,16631,526,32061,1731,1,175123,2799294,22663.012,6437.843,0.2679,3505.178,0.021,0.857,0.111,0.011,0.376,0.466,912,0.1617,0.8421,0.151,10.6,18.0,50.0,22.21,0.48,6.36,0.39,14.97,7.57,1.108,0.250,0.021,0.025,6.133,0.469,0.0039,145,446,795,4683,72,10,0.779,3757,495,979,7479,583,1097,7273,26.00,35.13,4734,9.3810,67451,3792,77818,528.7,-0.0,1044506,17.025,2631075.518,2.14e-14,0.00010,11.91,19160,19.926,1.326,18.295,0.305,19.926,2654,3627,2672,0.5311,0.947,1.000,1.430,1.185,0.984,1.198,9153.779,5378.119,10855.976,9113.538,6198.676,1720.175,396.135,816.356,0.385,0.394,0.341,0.428,0.109,0.221,3594,9654,0.4371,0.9999,0.9999,0.0515,1.0000,1.0000,0.7722,1.1105,0.9792,0.0503,0.0034,0.0036,0.0000,0.0000,0.7388,0.2764,0.6462,0.9489,0.00256,922,0.9996,0.9731,0.8649,0.9995,0.0223,0.0338,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0602,0.0448,0.0379,0.078,0.078,0.033,0.104
55000,8122,2206,35833,46106,33949,9834,439,29475,1294,2,118246,2405787,18748.558,4056.764,0.2886,1923.851,0.025,0.867,0.102,0.006,0.360,0.481,891,0.1620,0.8600,0.141,11.0,18.0,47.2,21.72,0.20,6.13,0.36,15.03,7.48,1.130,0.250,0.013,0.014,6.297,0.445,0.0040,152,473,702,3761,57,8,0.763,3313,373,712,7037,645,964,6513,26.75,36.99,6278,9.8438,67354,3936,77228,486.6,-0.0,1045489,15.400,2631075.518,4.78e-15,0.00001,18.47,14469,16.865,1.338,15.254,0.273,16.866,2764,3093,2265,0.5139,0.961,1.000,1.540,1.238,0.987,1.195,8414.973,4866.858,6831.790,8377.510,5463.109,1009.346,359.592,763.975,0.341,0.391,0.327,0.367,0.096,0.186,3851,5345,0.4454,0.9999,1.0000,0.0589,1.0000,1.0000,0.8518,1.1001,0.9747,0.0155,0.0033,0.0061,0.0000,0.2209,0.9429,0.1043,0.6496,0.9443,0.00259,548,0.9998,0.9744,0.8472,0.9982,0.0199,0.0250,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0617,0.0448,0.0409,0.071,0.086,0.037,0.104
56000,7501,2012,40103,55636,42618,15044,489,28950,1373,1,142667,2420154,20852.906,5583.006,0.2781,3103.600,0.025,0.868,0.098,0.009,0.354,0.486,828,0.1783,0.8429,0.122,11.3,17.6,45.4,21.26,0.21,6.12,0.41,14.52,7.62,1.119,0.248,0.011,0.012,6.104,0.481,0.0038,142,444,698,4217,65,9,0.781,2990,323,816,6362,446,802,6253,30.25,39.49,6007,10.0519,67356,3498,76619,531.5,0.0,1048184,15.447,2631075.518,2.30e-14,0.00004,25.84,18126,18.072,1.320,16.511,0.241,18.072,1866,3251,2384,0.5141,0.962,1.000,1.467,1.267,0.983,1.187,8433.690,5080.362,9826.015,8396.882,5733.609,1421.335,349.478,708.593,0.354,0.381,0.315,0.434,0.111,0.187,3669,9713,0.4680,1.0000,1.0000,0.0489,1.0000,1.0000,0.8510,1.1049,0.9617,0.0215,0.0016,0.0083,0.0000,0.5752,0.9312,0.2258,0.7588,0.9578,0.00256,687,0.9985,0.9706,0.8476,0.9991,0.0194,0.0275,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0612,0.0480,0.0444,0.091,0.089,0.047,0.121
57000,10293,2164,40050,55047,42191,14503,494,27488,1443,1,138189,2360996,20646.088,4881.642,0.2752,2504.797,0.029,0.875,0.087,0.009,0.357,0.482,1201,0.1276,0.8558,0.141,10.4,18.1,42.8,21.68,0.24,6.31,0.44,14.69,7.56,1.104,0.251,0.013,0.014,5.789,0.416,0.0038,138,435,680,3916,72,9,0.733,4215,87,1380,8826,774,1866,7653,26.25,34.90,5440,10.0542,67250,3739,76682,609.1,-0.0,1049524,14.367,2631075.518,2.30e-15,0.00011,6.93,17289,17.082,1.312,15.344,0.426,17.082,3650,3641,3002,0.4774,0.952,1.007,1.380,1.167,0.984,1.172,8147.660,4996.211,9475.592,8112.554,5562.740,1298.518,387.503,690.824,0.347,0.386,0.321,0.427,0.105,0.171,3778,7719,0.4456,1.0000,0.9997,0.0494,1.0000,1.0000,0.8412,1.1071,0.9901,0.0206,0.0033,0.0039,0.0000,0.0000,0.8445,0.0944,0.6621,0.9452,0.00257,607,0.9998,0.9704,0.8725,0.9991,0.0187,0.0235,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0580,0.0572,0.0532,0.094,0.091,0.041,0.140
58000,7477,2297,37550,49727,36439,11683,494,29974,1475,0,159051,2516863,19412.945,5278.073,0.2779,2515.143,0.028,0.864,0.100,0.008,0.360,0.476,951,0.1888,0.8566,0.148,11.4,17.2,41.7,20.56,0.16,6.57,0.39,13.44,7.39,1.131,0.268,0.014,0.015,6.316,0.474,0.0039,149,457,650,5465,42,9,0.747,3030,29,818,6630,410,1050,6017,29.00,37.80,5803,9.0721,67297,3784,75928,401.1,-0.0,1052420,15.946,2631075.518,1.24e-15,0.00002,30.20,16168,17.832,1.313,16.286,0.232,17.832,2200,3079,2198,0.5014,0.964,1.000,1.518,1.253,0.983,1.217,8345.723,4943.325,8033.008,8317.294,5577.786,1667.983,333.109,761.838,0.339,0.394,0.331,0.382,0.108,0.190,3803,8104,0.4671,1.0000,0.9996,0.0516,1.0000,1.0000,0.8694,1.1138,1.0057,0.0181,0.0011,0.0034,0.0000,0.7430,0.9559,0.0754,0.6969,0.9466,0.00256,813,0.9993,0.9652,0.8543,0.9980,0.0182,0.0212,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0651,0.0465,0.0443,0.068,0.092,0.035,0.110
59000,9677,2534,42818,56727,42051,13392,517,29675,1463,0,150671,2536223,21605.249,5405.220,0.2904,2670.247,0.027,0.865,0.102,0.006,0.353,0.482,1028,0.1504,0.8585,0.147,11.3,18.1,47.0,21.60,0.22,6.58,0.32,14.48,7.33,1.144,0.259,0.012,0.013,6.127,0.460,0.0037,139,438,704,4385,60,13,0.689,4008,96,1465,8116,700,1551,7426,26.25,35.54,6420,11.0985,67424,3796,74984,539.2,-0.0,1053187,15.595,2631075.518,5.13e-15,0.00004,16.19,18074,18.511,1.328,16.799,0.384,18.511,3718,3273,2686,0.4615,0.962,1.007,1.560,1.246,0.984,1.197,8668.657,5590.985,9323.073,8634.545,6317.879,1538.150,362.040,834.783,0.341,0.377,0.331,0.364,0.109,0.191,3554,8594,0.4714,1.0000,1.0000,0.0436,1.0000,1.0000,0.8418,1.0917,0.9821,0.0166,0.0037,0.0059,0.0000,0.1058,0.8556,0.2678,0.6521,0.9438,0.00252,886,0.9996,0.9626,0.8431,0.9992,0.0181,0.0234,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0603,0.0463,0.0408,0.072,0.077,0.039,0.093
60000,8740,2340,39843,51014,37203,10715,456,30489,1328,2,153652,2574636,20765.513,5157.580,0.2888,2384.495,0.028,0.869,0.097,0.006,0.357,0.480,763,0.1654,0.8470,0.134,11.0,17.1,46.2,21.47,0.27,6.30,0.39,14.52,7.61,1.133,0.247,0.021,0.022,6.191,0.450,0.0038,149,476,773,4549,79,14,0.801,3455,200,1082,7458,521,1027,7192,27.75,36.95,7259,10.9813,67471,3926,74510,548.9,-0.0,1055118,16.260,2631075.518,8.85e-16,0.00001,15.16,15990,18.406,1.308,16.816,0.283,18.430,2434,3545,2761,0.5035,0.964,1.000,1.570,1.250,0.982,1.224,8648.874,5275.438,8699.065,8621.468,5829.475,1705.497,355.204,712.384,0.351,0.385,0.322,0.360,0.086,0.152,3674,8265,0.4434,0.9999,0.9997,0.0458,1.0000,1.0000,0.8198,1.0787,0.9950,0.0313,0.0014,0.0044,0.0000,0.0846,0.9169,0.1021,0.6214,0.9491,0.00256,696,0.9997,0.9600,0.8668,0.9987,0.0173,0.0271,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0612,0.0442,0.0411,0.075,0.093,0.027,0.119
61000,10155,2675,42028,55785,42450,13199,558,28739,1312,2,136928,2566087,21666.129,5207.902,0.2935,2696.434,0.035,0.857,0.104,0.004,0.366,0.479,824,0.1315,0.8474,0.148,11.0,18.9,50.0,21.41,0.14,6.31,0.46,14.50,7.50,1.179,0.244,0.008,0.008,6.178,0.431,0.0037,139,449,760,3594,54,13,0.796,4040,369,1520,8266,683,1285,8187,22.25,31.80,8473,12.7110,67594,3980,74774,661.1,-0.0,1054593,15.394,2631075.518,4.42e-15,0.00024,36.46,17325,18.531,1.318,16.803,0.410,18.532,3138,3664,3353,0.4420,0.978,1.018,1.983,1.354,0.985,1.228,8678.391,5534.012,9496.665,8649.160,6216.739,1344.506,384.362,782.600,0.344,0.393,0.347,0.370,0.090,0.220,3772,9963,0.3763,1.0000,0.9997,0.0456,1.0000,1.0000,0.8438,1.0995,1.0059,0.0134,0.0007,0.0042,0.0000,0.8099,0.9592,0.2142,0.6514,0.9698,0.00260,597,0.9993,0.9707,0.8597,0.9991,0.0171,0.0244,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0600,0.0576,0.0493,0.095,0.096,0.039,0.136
62000,8455,2600,44991,64989,50452,19397,601,33123,1899,4,171185,3047775,23737.639,7387.774,0.3097,4074.499,0.036,0.863,0.096,0.005,0.383,0.466,901,0.1724,0.8428,0.140,11.2,17.0,50.0,20.88,0.12,6.17,0.31,14.29,7.43,1.190,0.249,0.006,0.007,6.427,0.476,0.0038,145,460,799,4900,74,15,0.769,3391,162,1609,6684,462,895,7098,24.50,33.93,6007,9.4600,67526,3583,74341,465.2,-0.0,1059615,17.288,2631075.518,1.43e-14,0.00003,13.00,21425,21.566,1.330,19.932,0.304,21.567,2274,3470,2711,0.4771,0.973,1.007,1.992,1.415,0.983,1.266,9393.129,5672.729,11920.025,9361.344,6530.769,1738.214,369.660,1205.401,0.362,0.418,0.355,0.467,0.126,0.212,3495,11006,0.5287,1.0000,0.9996,0.0510,1.0000,1.0000,0.8381,1.0974,0.9993,0.0107,0.0006,0.0062,0.0000,0.0000,0.8590,0.1356,0.6489,0.9867,0.00265,659,0.9998,0.9754,0.8627,0.9976,0.0170,0.0235,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0631,0.0381,0.0336,0.065,0.067,0.028,0.090
63000,8924,2459,38402,47439,34573,8538,499,30110,1209,1,118433,2575355,19478.360,4032.450,0.2968,1835.484,0.026,0.868,0.105,0.002,0.366,0.480,637,0.1489,0.8676,0.143,10.7,17.0,46.0,20.12,0.11,5.98,0.39,13.65,7.54,1.157,0.247,0.005,0.005,6.147,0.488,0.0038,149,479,665,3508,68,12,0.803,3357,101,1689,7134,340,1051,7533,25.50,34.00,7460,9.6372,67469,3791,74706,390.9,-0.0,1059828,15.672,2631075.518,5.84e-15,0.00034,29.99,14253,17.281,1.341,15.647,0.294,17.282,2032,3843,3049,0.4917,0.973,1.006,1.681,1.354,0.985,1.243,9284.993,5390.184,6005.322,9258.436,6050.086,1004.951,336.252,855.762,0.291,0.421,0.337,0.323,0.090,0.175,3537,6070,0.5121,1.0000,1.0000,0.0608,1.0000,1.0000,0.8692,1.1189,0.9900,0.0073,0.0007,0.0085,0.0000,0.7113,0.9643,0.0304,0.6604,0.9946,0.00263,543,0.9996,0.9780,0.8707,0.9991,0.0159,0.0260,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0637,0.0410,0.0377,0.090,0.076,0.039,0.103
64000,9714,2647,40464,50856,37396,9897,495,31150,1337,1,132843,2725957,20881.942,4559.888,0.3094,1991.307,0.028,0.871,0.099,0.003,0.372,0.475,943,0.1412,0.8519,0.140,11.5,18.0,49.9,20.88,0.15,6.42,0.38,13.93,7.43,1.207,0.252,0.011,0.012,6.056,0.466,0.0038,149,475,719,3670,39,12,0.745,3919,91,1659,7964,599,1440,7675,24.00,33.30,8920,11.7146,67496,3602,75616,471.7,-0.0,1058378,16.182,2631075.518,3.36e-15,0.00001,25.46,16190,18.880,1.323,17.142,0.415,18.880,3171,3664,2879,0.4581,0.971,1.010,1.999,1.439,0.986,1.233,9388.402,5364.371,7448.277,9351.808,6073.164,1361.336,366.728,840.517,0.317,0.418,0.347,0.324,0.100,0.179,3571,6483,0.4885,1.0000,0.9996,0.0602,1.0000,1.0000,0.8572,1.1084,1.0043,0.0105,0.0027,0.0078,0.0000,0.4411,0.9201,0.2438,0.6780,0.9809,0.00262,703,0.9998,0.9766,0.8707,0.9983,0.0146,0.0289,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0588,0.0457,0.0414,0.081,0.078,0.028,0.121
