run,kind,share,censuses,held,forms,lineages,top_lineages,born_size,density,open_born,grass,algae,detritus,meat,kills,travel,land,surface,bottom,side,cells,eye_feeling,eye_sighted,eye_sensors,eye_sight_front,eye_sight_back,eye_sight_left,eye_sight_right
given10,plant / no tooth / roams / shore,0.2387982509755983,6,True,17,8,1227:0.92 3632:0.03 2782:0.03,20,1.0,1.0,0.13763819861544926,0.5112776154442125,0.1556858808507683,0.19539830508957,0.15076276434232705,14.47,0.2252411892104745,0.5646780862374483,0.21008072455207719,6,444444444444222222222222000222000222,0.05867296711951171,0.052766292577278995,0.3191573144319748,0.034258712344949795,0.1179366016932467,0.08092144122858831,0.05355384918291002
given10,plant / no tooth / stays / bottom,0.17527857445107903,5,False,84,75,1406:0.20 2509:0.10 3015:0.08,21.0,1.475,1.0769230769230769,0.009530135013768884,0.0,0.7789457820563648,0.21152408292986632,0.12417264655292187,5.76,0.029774678111587984,0.0,0.970225321888412,6,444222442222442220000000000000000000,0.013680257510729614,0.009656652360515022,0.05472103004291846,0.004828326180257511,0.01528969957081545,0.014753218884120171,0.00536480686695279
given10,plant / no tooth / roams / bottom,0.11693074427570643,6,True,60,55,3015:0.16 1436:0.13 2509:0.09,20,1.211,1.12,0.00957805459312167,0.0,0.805435302311599,0.18498664309527943,0.11169051456864666,9.82,0.025331724969843185,0.0,0.9746682750301568,7,4444444222244422220000000000000000000000000000000,0.01648572577402493,0.015681544028950542,0.03900281463610776,0.01166063530357861,0.013671089666264576,0.007639726578206675,0.009650180940892641
given10,plant / no tooth / roams / surface,0.08966100898020593,4,False,21,6,1227:0.95 2282:0.05 2782:0.00,13,1.0,1.5,0.011076250211988338,0.8611018726169393,0.0,0.1278218771710724,0.12488931602207716,18.46,0.04929208180388044,0.9507079181961196,0.0,6,444444222440002000000000000000000000,0.0005243838489774515,0.0005243838489774515,0.0005243838489774515,0.0,0.0005243838489774515,0.0005243838489774515,0.0005243838489774515
given10,plant / no tooth / stays / land,0.08942592505524473,6,True,89,83,2139:0.12 2146:0.12 1227:0.07,57.0,1.973,0.5405405405405406,0.7802747747345558,9.278476871990137e-05,0.009017947371368783,0.2106144931253556,0.08991676887249989,1.25,0.9894847528916929,0.0,0.010515247108307046,11,4444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444,0.3864353312302839,0.334384858044164,4.8212407991587805,0.2392218717139853,1.2823343848580442,1.0425867507886435,0.2833859095688749
given10,plant / no tooth / stays / shore,0.0774836616672152,3,False,25,22,1227:0.54 2012:0.12 3632:0.08,27.0,1.0625,0.9523809523809523,0.28178242544208215,0.10212140911614001,0.37456881540848086,0.24152735003329703,0.09546050314440549,2.85,0.39745145631067963,0.16808252427184467,0.4344660194174757,8,4444444444444444444444444444444444444444444444444444444444444444,0.0770631067961165,0.06856796116504854,0.3640776699029126,0.010315533980582525,0.14684466019417475,0.09344660194174757,0.058859223300970875
given10,mixed / no tooth / roams / shore,0.0677982039588133,3,False,33,31,1227:0.34 1953:0.20 2491:0.08,24.0,1.999,1.0,0.10799851989075017,0.17890315298207518,0.21458112587057013,0.4985172012566045,0.43368143648618657,14.01,0.31484049930651875,0.2926490984743412,0.3925104022191401,6,444444224442222222220022000000000000,0.1927877947295423,0.10957004160887657,0.7697642163661581,0.033287101248266296,0.11165048543689321,0.18862690707350901,0.05894590846047157
given10,mixed / no tooth / stays / land,0.0429733414829094,1,False,34,30,3267:0.23 2404:0.22 2547:0.13,36.0,2.0,0.6666666666666666,0.5587389298377078,5.509743805890564e-06,0.004553072730431348,0.436702487688055,0.3374707343268604,4.28,0.9912472647702407,0.0010940919037199124,0.007658643326039387,8,4444444444444444444444444444444444444224222222242222222222222222,0.4474835886214442,0.42778993435448576,1.9212253829321664,0.4223194748358862,0.4923413566739606,0.9026258205689278,0.0962800875273523
given10,mixed / no tooth / stays / shore,0.03836569655366966,3,False,20,20,2612:0.37 3314:0.16 3182:0.14,25.0,2.0,1.0,0.21256998818131836,0.008731156935927745,0.28180565553328246,0.4968931993494715,0.37195773486596917,3.5,0.5012254901960784,0.013480392156862746,0.4852941176470588,4,2444244422222222,0.1556372549019608,0.13112745098039216,0.7561274509803921,0.12990196078431374,0.1568627450980392,0.22794117647058823,0.10416666666666667
senses10,plant / no tooth / roams / shore,0.639515570934256,6,True,91,56,933:0.87 2285:0.02 2153:0.01,17,1.0,1.0588235294117647,0.07396612050796468,0.5393314073224098,0.28208401693166235,0.10461845523796313,0.07463614058439819,33.0,0.22681527973163076,0.48014284168380045,0.29304187858456876,8,4440000044420000442200004422000044000000000000000000000000000000,0.017855210475056813,0.014067741586408397,0.10788875662807056,0.02099339898279407,0.025646575045990695,0.005518883237744833,0.034520073585109834
senses10,mixed / no tooth / roams / shore,0.12657439446366783,6,True,66,65,1564:0.17 1810:0.14 2221:0.12,25,1.992,1.0,0.2108812495952235,0.0,0.3697037798807595,0.419414970524017,0.3510429931477776,33.75,0.4669218151995626,0.0,0.5330781848004374,5,2222222222444424444444444,0.03171131765992345,0.013121924548933843,0.08747949699289229,0.009841443411700382,0.018589393110989613,0.002733734281027884,0.017495899398578457
senses10,plant / no tooth / stays / shore,0.09024221453287197,6,True,6,5,933:0.97 2515:0.01 1906:0.01,30.0,1.113,0.8571428571428571,0.2656133500054229,0.0,0.5701560522810956,0.16423059771348159,0.043342473301646214,0.0,0.2684049079754601,0.0,0.7315950920245399,8,4444000044440000444200004442000044400000440000000000000000000000,0.08742331288343558,0.08205521472392638,0.7047546012269938,0.11503067484662577,0.13113496932515337,0.02223926380368098,0.20398773006134968
senses10,mixed / no tooth / stays / shore,0.017716262975778548,1,False,4,4,2221:0.51 2535:0.45 2667:0.03,23.0,1.997,1.0,0.3089073690442651,0.0,0.28177712345709477,0.4093155074986401,0.24642360783265302,3.375,0.6171875,0.0,0.3828125,4,4444444444444444,0.03515625,0.01953125,0.06640625,0.015625,0.01171875,0.0078125,0.03125
given11,plant / no tooth / roams / shore,0.22622359608449252,6,True,48,19,1:0.93 1455:0.01 1418:0.01,50,1.0,0.96,0.07794461844038837,0.7727678671487095,0.053345565426324536,0.09594194898457754,0.07514719901039812,12.3,0.20314279207469824,0.7125939421544067,0.08426326577089502,8,4444444444000044440000444400004424400442222222222222222222222222,0.1790025051241175,0.16989296287861536,0.34775677522204507,0.24982919608289683,0.03803233887497153,0.1587337736278752,0.1250284673195172
given11,plant / no tooth / stays / shore,0.15497166409067492,6,True,26,16,1:0.95 2131:0.02 2061:0.01,46.0,1.051,0.9230769230769231,0.2537711356757301,0.13053507757255423,0.37110796613923247,0.24458582061248318,0.08620708314920082,3.25,0.3853058510638298,0.12732712765957446,0.48736702127659576,7,2222244224444400444440003444000004400000000000000,0.26595744680851063,0.22074468085106383,1.7689494680851063,0.24933510638297873,0.5292553191489362,0.3148271276595745,0.33011968085106386
given11,mixed / no tooth / roams / shore,0.13704276146316333,6,True,34,33,1468:0.29 1:0.22 1278:0.13,25.0,1.707,1.0,0.20587863643507828,0.0005381471664667954,0.3548989793853448,0.43868423701311005,0.3479882396247639,11.865,0.43157894736842106,0.0,0.5684210526315789,8,2444444424000044220000442200000422000044222000442222224422222222,0.1274436090225564,0.10714285714285714,0.5620300751879699,0.02406015037593985,0.2556390977443609,0.05413533834586466,0.15338345864661654
given11,plant / no tooth / roams / surface,0.13596084492529623,6,True,12,1,1:1.00,50,1.0,0.96,0.02023652395218135,0.9183828197011712,0.0,0.06138065634664754,0.058350706740647955,15.75,0.09056460780598712,0.9094353921940129,0.0,8,4444444444400444440000444400004424000042224444222222222222222222,0.03713527851458886,0.03675634710117469,0.03978779840848806,0.0007578628268283441,0.004547176960970065,0.03637741568776052,0.0015157256536566881
given11,plant / no tooth / roams / bottom,0.11597114889232354,6,True,43,42,1297:0.19 1551:0.16 1388:0.13,23,1.399,1.1304347826086956,0.008483182325754374,0.0,0.7743867321744919,0.2171300854997537,0.14460796811304255,12.56,0.0422034651266104,0.0,0.9577965348733896,6,222222222222220022400004440044444444,0.3038649489115948,0.14926699244780098,0.6370501999111506,0.03509551310528654,0.16392714349178142,0.04975566414926699,0.06263882718791648
given11,mixed / no tooth / roams / bottom,0.061463163317877385,2,False,45,40,1418:0.31 2039:0.15 2015:0.08,16,1.999,1.0,0.008834174865377638,0.0,0.5418580541983796,0.4493077709362427,0.36197505455597573,15.32,0.04526404023470243,0.0,0.9547359597652976,4,4444444422222222,0.022632020117351215,0.00586756077116513,0.03101424979044426,0.0016764459346186086,0.01173512154233026,0.005029337803855826,0.002514668901927913
given11,plant / no tooth / stays / land,0.04518289541473467,3,False,34,32,1728:0.24 1489:0.24 1527:0.23,49,1.214,0.5714285714285714,0.7330017165653019,0.004824175739393471,0.006313600496701579,0.255860507198603,0.13323240086858265,3.05,0.984036488027366,0.0011402508551881414,0.014823261117445839,6,222222444222444442444444444444444444,0.18015963511972635,0.14937286202964653,1.2759407069555302,0.11630558722919042,0.30444697833523376,0.2542759407069555,0.19954389965792474
given11,plant / tooth / stays / land,0.009582689335394128,1,False,6,4,1805:0.92 1970:0.05 1972:0.01,81.0,1.121,0.30612244897959184,0.823630956662945,0.0,0.0,0.1763690433370551,0.11133221434093232,3.45,1.0,0.0,0.0,8,0000000044400000444440004444440044444401344444323333333233333322,0.3870967741935484,0.3817204301075269,2.0,0.04838709677419355,1.2634408602150538,0.7903225806451613,0.10752688172043011
senses11,plant / no tooth / roams / shore,0.5542276474723589,6,True,82,55,6:0.80 2319:0.03 2892:0.03,28.0,1.0,1.2142857142857142,0.11162986427404889,0.44055532245100454,0.266840996510061,0.1809738167648856,0.12933058930537397,27.5,0.2588791512915129,0.4219326568265683,0.3191881918819188,7,0000000000000002222242200024220004422444444444444,0.022486162361623617,0.01833487084870849,0.11600553505535055,0.02467712177121771,0.024907749077490774,0.025830258302583026,0.017066420664206643
senses11,mixed / no tooth / roams / shore,0.2074519077139388,6,True,93,89,2665:0.13 3033:0.09 1780:0.09,16.0,2.0,1.0,0.1369537611928918,0.0,0.4111612861891468,0.45188495261796136,0.35654916347897225,28.875,0.39125077017868143,0.0,0.6087492298213185,4,2222222244444444,0.036044362292051754,0.019408502772643253,0.12538508934072704,0.028034504004929142,0.011090573012939002,0.015095502156500308,0.029574861367837338
senses11,plant / no tooth / stays / shore,0.07777848788905221,6,True,16,14,6:0.72 2665:0.09 1780:0.05,32,1.04,1.0,0.1923435681025574,0.223686596135744,0.3915068864652323,0.1924629492964662,0.03809859652096741,0.5,0.2818405916187346,0.2629416598192276,0.4552177485620378,7,4444444444444444444444444444444444444444444444444,0.043549712407559574,0.03204601479046836,0.18323746918652423,0.05341002465078061,0.038619556285949055,0.030402629416598194,0.03697617091207888
senses11,plant / no tooth / stays / bottom,0.050552821627148976,4,False,36,36,6:0.78 3033:0.04 2765:0.03,19,1.076,1.25,0.03189367865524256,0.0,0.7587885218349639,0.20931779950979346,0.026191963377876794,0.0,0.04804045512010114,0.0,0.9519595448798989,6,444444444444444444444444444444444444,0.025284450063211124,0.022756005056890013,0.14032869785082175,0.0606826801517067,0.007585335018963337,0.021491782553729456,0.021491782553729456
senses11,plant / no tooth / roams / bottom,0.03246628746724612,1,False,51,51,6:0.45 2046:0.09 2945:0.06,17.0,1.151,1.1111111111111112,0.010368502732875397,0.0,0.7994905754086479,0.19014092185847678,0.09269123879056987,18.0,0.05905511811023622,0.0,0.9409448818897638,7,0000000000000000000000000000200000422004444444444,0.01968503937007874,0.017716535433070866,0.047244094488188976,0.017716535433070866,0.005905511811023622,0.031496062992125984,0.01968503937007874
senses11,mixed / no tooth / stays / shore,0.01904518438039241,1,False,5,5,2839:0.74 2975:0.13 3372:0.06,32.0,1.4285,0.9696969696969697,0.3316719444297925,0.009057684344293255,0.2743966949865191,0.3848736762393952,0.1985537837711664,4.0,0.5738255033557047,0.003355704697986577,0.4228187919463087,6,222222222222422224442244444444444444,0.1040268456375839,0.06040268456375839,0.7550335570469798,0.21476510067114093,0.006711409395973154,0.09060402684563758,0.087248322147651
