run,lat,quarter,grass,seed,seed_per_grass,sprout_share
s0.1,30,0,1.0685,0.25675,0.24029,0.093585
s0.1,30,1,1.0445,0.27137,0.25981,0.086037
s0.1,30,2,1.0317,0.27472,0.26628,0.098489
s0.1,30,3,0.9678,0.26102,0.2697,0.10459
s0.1,40,0,0.69248,0.21624,0.31227,0.093484
s0.1,40,1,0.93682,0.22817,0.24355,0.086023
s0.1,40,2,0.94858,0.23171,0.24427,0.098628
s0.1,40,3,0.59769,0.2231,0.37327,0.10714
s0.1,50,0,0.23332,0.14106,0.60456,0.092859
s0.1,50,1,0.55011,0.14555,0.26459,0.08643
s0.1,50,2,0.5512,0.14906,0.27042,0.097492
s0.1,50,3,0.20663,0.14686,0.71071,0.11483
s0.1,60,0,0.017795,0.043837,2.4635,0.088857
s0.1,60,1,0.083509,0.042986,0.51475,0.087976
s0.1,60,2,0.07413,0.045033,0.60749,0.083306
s0.1,60,3,0.020462,0.0451,2.2041,0.14135
s0.1,70,0,0.0017032,0.010908,6.4043,0.088005
s0.1,70,1,0.022866,0.010629,0.46482,0.090241
s0.1,70,2,0.014937,0.011082,0.74193,0.083218
s0.1,70,3,0.0035334,0.011089,3.1383,0
s0.1,80,0,0.00029966,0.0056268,18.777,0.085217
s0.1,80,1,0.010407,0.0053811,0.51705,0.097483
s0.1,80,2,0.0055368,0.0056019,1.0117,0.091501
s0.1,80,3,0.0012313,0.0056019,4.5496,0
s0.2,-60,0,1.7462,0.59501,0.34074,0.18851
s0.2,-60,1,0.62214,0.58357,0.93801,0.21852
s0.2,-60,2,0.61108,0.5558,0.90954,0.21448
s0.2,-60,3,1.6444,0.58412,0.35522,0.17754
s0.2,-50,0,1.2149,0.58389,0.48062,0.18801
s0.2,-50,1,0.75979,0.5648,0.74336,0.21178
s0.2,-50,2,0.84729,0.54591,0.6443,0.19783
s0.2,-50,3,1.1513,0.57623,0.5005,0.17517
s0.2,-40,0,1.0333,0.59306,0.57397,0.18828
s0.2,-40,1,1.046,0.56671,0.54176,0.20719
s0.2,-40,2,1.1526,0.55638,0.48271,0.19021
s0.2,-40,3,1.0354,0.58582,0.56577,0.17441
s0.2,-30,0,1.2195,0.62222,0.51021,0.1891
s0.2,-30,1,1.4746,0.58991,0.40005,0.2051
s0.2,-30,2,1.6449,0.58066,0.35302,0.18879
s0.2,-30,3,1.3128,0.6122,0.46634,0.17759
s0.2,-20,0,1.5716,0.57138,0.36357,0.19
s0.2,-20,1,1.8655,0.54281,0.29098,0.20095
s0.2,-20,2,1.8993,0.54104,0.28486,0.18765
s0.2,-20,3,1.5998,0.5655,0.35348,0.18486
s0.2,-10,0,1.7019,0.54079,0.31775,0.19016
s0.2,-10,1,1.8349,0.53062,0.28919,0.19617
s0.2,-10,2,1.7851,0.53092,0.29742,0.18955
s0.2,-10,3,1.7018,0.53906,0.31675,0.19101
s0.2,0,0,1.8504,0.54208,0.29295,0.19011
s0.2,0,1,1.7406,0.55107,0.3166,0.19062
s0.2,0,2,1.6551,0.5541,0.33479,0.19182
s0.2,0,3,1.8263,0.5426,0.2971,0.19664
s0.2,10,0,1.8132,0.57317,0.31612,0.18967
s0.2,10,1,1.5444,0.59331,0.38416,0.18518
s0.2,10,2,1.4098,0.60072,0.42611,0.19291
s0.2,10,3,1.688,0.57642,0.34149,0.20049
s0.2,20,0,1.3701,0.51711,0.37742,0.18918
s0.2,20,1,1.172,0.53894,0.45985,0.1821
s0.2,20,2,1.1364,0.54512,0.47967,0.19425
s0.2,20,3,1.2767,0.52069,0.40785,0.20309
s0.2,30,0,1.0405,0.50503,0.48537,0.18855
s0.2,30,1,1.0141,0.53367,0.52624,0.17466
s0.2,30,2,1.0126,0.54018,0.53346,0.19728
s0.2,30,3,0.95087,0.51388,0.54043,0.20787
s0.2,40,0,0.6852,0.42809,0.62478,0.18835
s0.2,40,1,0.91372,0.45117,0.49378,0.17539
s0.2,40,2,0.92732,0.45738,0.49323,0.19778
s0.2,40,3,0.58924,0.44068,0.74788,0.21207
s0.2,50,0,0.23576,0.28632,1.2145,0.18711
s0.2,50,1,0.54603,0.29529,0.54081,0.17577
s0.2,50,2,0.54889,0.30188,0.54998,0.1959
s0.2,50,3,0.20615,0.29746,1.4429,0.22498
s0.2,60,0,0.019618,0.093915,4.7873,0.17939
s0.2,60,1,0.087993,0.092452,1.0507,0.1776
s0.2,60,2,0.076055,0.096383,1.2673,0.17323
s0.2,60,3,0.020946,0.096455,4.605,0.2698
s0.2,70,0,0.0020636,0.023936,11.599,0.17774
s0.2,70,1,0.024531,0.023418,0.95463,0.18259
s0.2,70,2,0.015654,0.024295,1.552,0.1721
s0.2,70,3,0.0037045,0.024305,6.5609,0
s0.2,80,0,0.0003266,0.012108,37.074,0.17322
s0.2,80,1,0.011512,0.011651,1.0121,0.19468
s0.2,80,2,0.0058441,0.012063,2.0641,0.19077
s0.2,80,3,0.0013,0.012062,9.2784,0
s0.4,-60,0,1.7078,1.1767,0.68905,0.38262
s0.4,-60,1,0.6127,1.1544,1.8842,0.42528
s0.4,-60,2,0.62148,1.1031,1.775,0.41796
s0.4,-60,3,1.6079,1.1631,0.72334,0.36571
s0.4,-50,0,1.1935,1.1642,0.97549,0.38174
s0.4,-50,1,0.75851,1.1273,1.4862,0.41676
s0.4,-50,2,0.85108,1.0915,1.2825,0.39585
s0.4,-50,3,1.124,1.1505,1.0236,0.36246
s0.4,-40,0,0.95783,1.1295,1.1792,0.38233
s0.4,-40,1,1.0085,1.0874,1.0783,0.40869
s0.4,-40,2,1.1087,1.0688,0.96399,0.38551
s0.4,-40,3,0.95742,1.1186,1.1684,0.36463
s0.4,-30,0,1.1953,1.2444,1.0411,0.38338
s0.4,-30,1,1.4966,1.1879,0.79371,0.40484
s0.4,-30,2,1.6805,1.1761,0.6999,0.38263
s0.4,-30,3,1.2949,1.2254,0.94637,0.37055
s0.4,-20,0,1.564,1.1577,0.74019,0.3847
s0.4,-20,1,1.896,1.1098,0.58533,0.39928
s0.4,-20,2,1.9144,1.1034,0.57633,0.38381
s0.4,-20,3,1.576,1.1405,0.72367,0.37749
s0.4,-10,0,1.6952,1.0882,0.64194,0.38501
s0.4,-10,1,1.8396,1.0703,0.58178,0.39324
s0.4,-10,2,1.7794,1.0684,0.60045,0.38547
s0.4,-10,3,1.691,1.0837,0.64084,0.38534
s0.4,0,0,1.8403,1.0791,0.5864,0.38498
s0.4,0,1,1.7188,1.0915,0.63505,0.38644
s0.4,0,2,1.6355,1.0976,0.6711,0.38714
s0.4,0,3,1.8232,1.0814,0.59312,0.39307
s0.4,10,0,1.7991,1.1354,0.63112,0.38431
s0.4,10,1,1.5063,1.1644,0.77301,0.38007
s0.4,10,2,1.3813,1.1793,0.85377,0.3877
s0.4,10,3,1.6875,1.1424,0.677,0.39808
s0.4,20,0,1.398,1.0543,0.75417,0.38344
s0.4,20,1,1.1652,1.0895,0.93497,0.37647
s0.4,20,2,1.1265,1.0988,0.9754,0.39019
s0.4,20,3,1.3055,1.0582,0.81059,0.40158
s0.4,30,0,1.0143,0.98917,0.97519,0.38255
s0.4,30,1,0.96621,1.0371,1.0734,0.36485
s0.4,30,2,0.96226,1.0456,1.0866,0.39516
s0.4,30,3,0.92823,1.0031,1.0807,0.4078
s0.4,40,0,0.69268,0.85967,1.2411,0.38219
s0.4,40,1,0.90268,0.90803,1.0059,0.36125
s0.4,40,2,0.92222,0.91947,0.99702,0.39734
s0.4,40,3,0.59554,0.88487,1.4858,0.41856
s0.4,50,0,0.24526,0.58619,2.3901,0.38013
s0.4,50,1,0.54421,0.60548,1.1126,0.36256
s0.4,50,2,0.54668,0.61729,1.1292,0.39471
s0.4,50,3,0.20774,0.60828,2.9281,0.4366
s0.4,60,0,0.022437,0.20207,9.006,0.36717
s0.4,60,1,0.09283,0.20019,2.1565,0.36409
s0.4,60,2,0.076292,0.20711,2.7147,0.36692
s0.4,60,3,0.021021,0.20708,9.8509,0.49362
s0.4,70,0,0.002677,0.05346,19.97,0.36436
s0.4,70,1,0.026614,0.052596,1.9762,0.37267
s0.4,70,2,0.016406,0.054245,3.3065,0.36281
s0.4,70,3,0.0038842,0.054256,13.968,0
s0.4,80,0,0.00036532,0.026245,71.842,0.35832
s0.4,80,1,0.01275,0.025444,1.9956,0.39023
s0.4,80,2,0.0061191,0.026179,4.2783,0.39637
s0.4,80,3,0.0013618,0.026178,19.224,0
