run,kind,share,censuses,held,forms,lineages,top_lineages,born_size,density,open_born,grass,algae,detritus,meat,kills,travel,land,surface,bottom,side,cells,seed,arm,bodies,open,hard,blocks,fat_fill,mass,temp,btemp,warmed,cooled,wood,store,height,tooth,in_land,in_surface,in_bottom,band_cold,band_mild,band_hot
sets9,plant / no tooth / roams / shore,0.04451340736071377,3,False,26,25,4493:0.24 6137:0.12 1927:0.08,25.0,1.158,1.0,0.3951646215544344,0.2791701318745969,0.15381194857606778,0.17185329799490098,0.10149181702518803,13.0,0.4684095860566449,0.3082788671023965,0.2233115468409586,7,4444444444004440000024000002400000240000224400222,9,sets,918,0.9867019009462109,0.07535589463813827,25.55773420479303,0.06001710140876954,32.0,22.6,26.270000000000003,0.05057803993178621,0.0004877784991528242,0.001841089615836038,5.79,-20.5,0.027233115468409588,0.4684095860566449,0.3082788671023965,0.2233115468409586,0.1721132897603486,0.29302832244008714,0.5348583877995643
sets9,plant / no tooth / stays / bottom,0.04136158657809242,3,False,54,54,3416:0.42 6210:0.17 4661:0.11,27,1.056,1.2121212121212122,0.037339505587089365,0.0,0.7582885780364866,0.204371916376424,0.025167702519004975,0.0,0.03985932004689332,0.0,0.9601406799531067,7,2222222444444444000044000004400000040000004400000,9,sets,853,1.1273651899024144,0.04650203875933477,25.588511137162953,0.07417843620511194,27.34,21.9,24.99,0.0048006791467243804,0.00012163005813453993,0.00029385490356157644,5.172,-124.0,0.011723329425556858,0.03985932004689332,0.0,0.9601406799531067,0.0035169988276670576,0.45720984759671746,0.5392731535756154
sets9,mixed / no tooth / stays / land,0.029918052659651844,1,False,63,61,3996:0.27 3869:0.20 4092:0.06,25,2.0,0.8,0.5419111183892135,0.0,0.0052383553507735275,0.4528505262600131,0.17235280489862198,0.0,0.9967585089141004,0.0,0.0032414910858995136,5,2222222222244422444244444,9,sets,617,0.7749952207990823,0.01994519849614478,25.434359805510535,0.03194501391876927,46.0,10.8,20.68,0.0233657450639752,0.001962714492759747,0.0001170718889609834,9.507,448.0,0.004862236628849271,0.9967585089141004,0.0,0.0032414910858995136,0.014586709886547812,0.014586709886547812,0.9708265802269044
control10,plant / no tooth / roams / shore,0.639515570934256,6,True,91,56,933:0.87 2285:0.02 2153:0.01,17,1.0,1.0588235294117647,0.07396612050796468,0.5393314073224098,0.28208401693166235,0.10461845523796313,0.07463614058439819,33.0,0.22681527973163076,0.48014284168380045,0.29304187858456876,8,4440000044420000442200004422000044000000000000000000000000000000,10,control,9241,1.0917267697920292,0.0036601903298971545,18.034628286981928,0.10194117647058823,17.0,31.1,0.0,0.0,0.0,0.0,5.0,-164.0,0.002597121523644627,0.22681527973163076,0.48014284168380045,0.29304187858456876,0.027269775998268585,0.14706200627637703,0.8256682177253544
control10,mixed / no tooth / roams / shore,0.12657439446366783,6,True,66,65,1564:0.17 1810:0.14 2221:0.12,25,1.992,1.0,0.2108812495952235,0.0,0.3697037798807595,0.419414970524017,0.3510429931477776,33.75,0.4669218151995626,0.0,0.5330781848004374,5,2222222222444424444444444,10,control,1829,1.0147845076432642,0.0009538392027912347,21.781848004373973,0.07166666666666667,37.96,29.5,0.0,0.0,0.0,0.0,5.0,-29.0,0.0038272279934390375,0.4669218151995626,0.0,0.5330781848004374,0.02569710224166211,0.11153635866593767,0.8627665390924002
control10,plant / no tooth / stays / shore,0.09024221453287197,6,True,6,5,933:0.97 2515:0.01 1906:0.01,30.0,1.113,0.8571428571428571,0.2656133500054229,0.0,0.5701560522810956,0.16423059771348159,0.043342473301646214,0.0,0.2684049079754601,0.0,0.7315950920245399,8,4444000044440000444200004442000044400000440000000000000000000000,10,control,1304,0.7583027063147344,0.015970598062145003,34.42868098159509,0.05896978120618458,29.060000000000002,28.3,0.0,0.0,0.0,0.0,5.0,-71.0,0.0,0.2684049079754601,0.0,0.7315950920245399,0.03067484662576687,0.16257668711656442,0.8067484662576687
control10,mixed / no tooth / stays / shore,0.017716262975778548,1,False,4,4,2221:0.51 2535:0.45 2667:0.03,23.0,1.997,1.0,0.3089073690442651,0.0,0.28177712345709477,0.4093155074986401,0.24642360783265302,3.375,0.6171875,0.0,0.3828125,4,4444444444444444,10,control,256,1.0075665120820112,0.04735172077129607,16.00390625,0.06875726798196923,28.57,14.850000000000001,0.0,0.0,0.0,0.0,5.0,254.0,0.0234375,0.6171875,0.0,0.3828125,0.0,0.09375,0.90625
sets10,plant / tooth / stays / land,0.3207332391270215,6,True,166,150,777:0.13 4309:0.11 1:0.07,36,1.293,0.4489795918367347,0.7517721143122998,0.0004130446030692219,0.004430159705434773,0.24338468137919614,0.1340294717080363,1.75,0.9849467629421124,0.0009790723289683026,0.014074164728919349,6,111111114444214444224442222222222222,10,sets,8171,0.5625182978831735,0.277563506913948,28.843837963529555,0.11597967793416036,45.11,19.2,28.01,0.012287386522149649,0.0024501879967733114,0.0009685096308898602,5.088,1065.0,0.49932688777383427,0.9849467629421124,0.0009790723289683026,0.014074164728919349,0.00501774568596255,0.06853506302778117,0.9264471912862563
sets10,plant / no tooth / stays / land,0.20466321243523317,6,True,415,407,4604:0.05 3631:0.03 2636:0.02,36.0,1.778,0.5714285714285714,0.7841993253739232,6.430004111537162e-05,0.0058112671752441735,0.20992510740971718,0.05232265079240319,0.25,0.9932873034138857,0.00019179133103183735,0.00652090525508247,8,4444444444444444444444444444444444444444444444444444444444444444,10,sets,5214,0.6111905417981606,0.11577874712099864,36.88933640199463,0.07305207002507363,53.545,16.5,26.88,0.024223576844996788,0.0021598243916207986,0.000420768819907268,5.6495,689.5,0.10107403145377829,0.9932873034138857,0.00019179133103183735,0.00652090525508247,0.02397391637897967,0.05005753739930955,0.9259685462217108
sets10,plant / no tooth / stays / shore,0.14967027790861986,6,True,57,46,1:0.40 4490:0.13 2748:0.09,47,1.252,0.6666666666666666,0.5442857531760957,0.02807243301118456,0.18911954835006492,0.23852226546265468,0.060867360411341866,0.75,0.6008392341987936,0.057435090479937057,0.34172567532126935,8,4444444444444444444444444444444444444444444444444444444444444444,10,sets,3813,0.7134430957220016,0.04558308938238457,42.19590873328088,0.0697645282232443,50.66,23.4,27.79,0.027513463657329422,0.0010246055881466627,0.00046188357818961333,5.282,65.0,0.032520325203252036,0.6008392341987936,0.057435090479937057,0.34172567532126935,0.0044584316810910045,0.1765014424337792,0.8190401258851299
sets10,plant / no tooth / roams / shore,0.06888836552048987,4,False,28,22,1:0.60 4188:0.16 4427:0.08,46,1.256,1.0,0.3637005812675576,0.18283687665333584,0.22144568668795503,0.23201685539115138,0.14336145865165367,13.75,0.4256410256410256,0.2438746438746439,0.33048433048433046,8,2200000022200000222000002220000022200000420000004440000044400000,10,sets,1755,0.848974294827694,0.023688160610419663,36.442165242165245,0.06504634287862943,44.94,21.3,24.72,0.04957411949784621,0.0004611012279964515,0.00019838205357399012,5.201,-39.0,0.022792022792022793,0.4256410256410256,0.2438746438746439,0.33048433048433046,0.09230769230769231,0.31225071225071227,0.5954415954415955
sets10,mixed / no tooth / stays / shore,0.043295650808604175,2,False,20,20,3429:0.21 4937:0.21 3999:0.09,25,1.985,0.8,0.3149510681765673,0.0,0.2480902096081603,0.4369587222152724,0.21761347536703599,2.75,0.43880326382592927,0.0,0.5611967361740707,4,4444444444444444,10,sets,1103,0.9209484465100267,0.04221533694810225,21.067996373526746,0.05648082031163173,35.92,23.7,28.51,0.02408656209865403,0.0010738745020512223,0.0009349267499845012,6.456,-29.0,0.038984587488667274,0.43880326382592927,0.0,0.5611967361740707,0.07252946509519492,0.18495013599274707,0.742520398912058
sets10,plant / no tooth / stays / bottom,0.040940493013031876,1,False,47,47,1:0.53 5268:0.12 2794:0.06,28,1.098,1.0714285714285714,0.05777689275661088,0.0,0.6944597415108981,0.24776336573249108,0.038976399190021375,0.0,0.05656759348034516,0.0,0.9434324065196549,8,4444444444444444000044440000004400000004000000000000000000000000,10,sets,1043,1.108807701053589,0.010725384673690594,25.29817833173538,0.08148106132942183,29.85,22.5,25.96,0.005502659135241585,0.00016702058586482476,0.0,5.017,-96.0,0.0,0.05656759348034516,0.0,0.9434324065196549,0.010546500479386385,0.37488015340364333,0.6145733461169702
sets10,mixed / no tooth / stays / land,0.03603391427225624,2,False,68,66,4697:0.16 4696:0.13 3820:0.08,35.0,1.965,0.6666666666666666,0.5801819116481992,0.0005736465990913245,0.024791171129637513,0.3944532706230719,0.175995992487603,1.75,0.9662309368191722,0.0010893246187363835,0.032679738562091505,5,4444444444444442222422224,10,sets,918,0.7000676565893957,0.06630345760780543,30.591503267973856,0.04666122755073066,46.39,22.75,27.84,0.01857540941280159,0.002396287646707778,6.44481192256431e-05,7.253,562.0,0.0915032679738562,0.9662309368191722,0.0010893246187363835,0.032679738562091505,0.12854030501089325,0.044662309368191724,0.826797385620915
sets10,mixed / no tooth / roams / shore,0.023276809546239598,1,False,14,13,1:0.55 5261:0.10 5038:0.10,36,1.603,0.72,0.3591040589723247,0.0,0.16088865487172735,0.4800072861559479,0.36963170047068283,15.75,0.5851602023608768,0.0,0.4148397976391231,7,2222222222222222222222444222444442244444424444444,10,sets,593,0.845464725643897,0.012848470560499793,28.61214165261383,0.06175185904549346,41.97,18.3,25.43,0.04312248883902397,0.0011273112100108297,0.003434511759955315,5.379,96.0,0.05396290050590219,0.5851602023608768,0.0,0.4148397976391231,0.08263069139966273,0.19898819561551434,0.718381112984823
control11,plant / no tooth / roams / shore,0.5542276474723589,6,True,82,55,6:0.80 2319:0.03 2892:0.03,28.0,1.0,1.2142857142857142,0.11162986427404889,0.44055532245100454,0.266840996510061,0.1809738167648856,0.12933058930537397,27.5,0.2588791512915129,0.4219326568265683,0.3191881918819188,7,0000000000000002222242200024220004422444444444444,11,control,8672,1.121563528752539,0.00610247250823002,26.34132841328413,0.07697066442073741,28.0,31.3,0.0,0.0,0.0,0.0,5.0,-127.0,0.009455719557195572,0.2588791512915129,0.4219326568265683,0.3191881918819188,0.04001383763837638,0.13952952029520296,0.8204566420664207
control11,mixed / no tooth / roams / shore,0.2074519077139388,6,True,93,89,2665:0.13 3033:0.09 1780:0.09,16.0,2.0,1.0,0.1369537611928918,0.0,0.4111612861891468,0.45188495261796136,0.35654916347897225,28.875,0.39125077017868143,0.0,0.6087492298213185,4,2222222244444444,11,control,3246,1.0957586357673808,0.005574989068648885,16.909426987061,0.07828423645320198,32.0,31.1,0.0,0.0,0.0,0.0,5.0,-63.0,0.006777572396796057,0.39125077017868143,0.0,0.6087492298213185,0.021873074553296366,0.12692544670363523,0.8512014787430684
control11,plant / no tooth / stays / shore,0.07777848788905221,6,True,16,14,6:0.72 2665:0.09 1780:0.05,32,1.04,1.0,0.1923435681025574,0.223686596135744,0.3915068864652323,0.1924629492964662,0.03809859652096741,0.5,0.2818405916187346,0.2629416598192276,0.4552177485620378,7,4444444444444444444444444444444444444444444444444,11,control,1217,0.9280157408808839,0.005509308309368851,27.144617912900575,0.05935528436564586,30.0,30.7,0.0,0.0,0.0,0.0,5.0,-74.0,0.0008216926869350862,0.2818405916187346,0.2629416598192276,0.4552177485620378,0.051766639276910435,0.1257189811010682,0.8225143796220213
control11,plant / no tooth / stays / bottom,0.050552821627148976,4,False,36,36,6:0.78 3033:0.04 2765:0.03,19,1.076,1.25,0.03189367865524256,0.0,0.7587885218349639,0.20931779950979346,0.026191963377876794,0.0,0.04804045512010114,0.0,0.9519595448798989,6,444444444444444444444444444444444444,11,control,791,1.243471184434416,0.0022934083006584303,17.088495575221238,0.07418009478672985,18.59,31.3,0.0,0.0,0.0,0.0,5.0,-113.0,0.0,0.04804045512010114,0.0,0.9519595448798989,0.0025284450063211127,0.14791403286978508,0.8495575221238938
control11,plant / no tooth / roams / bottom,0.03246628746724612,1,False,51,51,6:0.45 2046:0.09 2945:0.06,17.0,1.151,1.1111111111111112,0.010368502732875397,0.0,0.7994905754086479,0.19014092185847678,0.09269123879056987,18.0,0.05905511811023622,0.0,0.9409448818897638,7,0000000000000000000000000000200000422004444444444,11,control,508,1.2868861929520508,0.013056036972848064,17.037401574803148,0.09167674750177435,22.1,31.45,0.0,0.0,0.0,0.0,5.0,-210.0,0.003937007874015748,0.05905511811023622,0.0,0.9409448818897638,0.013779527559055118,0.1889763779527559,0.797244094488189
control11,mixed / no tooth / stays / shore,0.01904518438039241,1,False,5,5,2839:0.74 2975:0.13 3372:0.06,32.0,1.4285,0.9696969696969697,0.3316719444297925,0.009057684344293255,0.2743966949865191,0.3848736762393952,0.1985537837711664,4.0,0.5738255033557047,0.003355704697986577,0.4228187919463087,6,222222222222422224442244444444444444,11,control,298,0.8871545181154231,0.03207790347987971,23.43288590604027,0.07155549317152404,32.0,29.9,0.0,0.0,0.0,0.0,5.0,60.5,0.06040268456375839,0.5738255033557047,0.003355704697986577,0.4228187919463087,0.15100671140939598,0.17785234899328858,0.6711409395973155
sets11,plant / no tooth / stays / shore,0.19206680584551147,6,True,35,27,1:0.89 3351:0.01 3841:0.01,49.0,1.066,0.7586206896551724,0.5092948164565124,0.05741725338186096,0.1986735988425604,0.2346143313190662,0.044076804397737195,0.0,0.5513285024154589,0.08907004830917874,0.3596014492753623,7,4444444444444444444444444444444444444444444444444,11,sets,3312,0.7802504005041417,0.0563211321929405,39.76721014492754,0.0687829847177954,42.815,20.4,25.465,0.02599210860972833,0.0011603115043538332,0.0006788835960081771,5.241,58.0,0.020833333333333332,0.5513285024154589,0.08907004830917874,0.3596014492753623,0.058574879227053143,0.18297101449275363,0.7584541062801933
sets11,mixed / tooth / stays / land,0.18238227789376016,5,False,2,1,1:1.00,49,1.071,0.3877551020408163,0.6455452728465612,0.0,0.006635354331327043,0.3478193728221118,0.22901923097437496,5.5,0.9828298887122416,0.0,0.017170111287758347,7,1111111444444444444444444444222222222222224444444,11,sets,3145,0.4704006287239098,0.2188379573783675,34.794276629570746,0.07178128507841275,49.25,23.7,29.72,0.011501131649997455,0.002663028403498381,0.00033205504661706057,5.467,932.0,0.1847376788553259,0.9828298887122416,0.0,0.017170111287758347,0.034022257551669315,0.09030206677265501,0.8756756756756757
sets11,plant / no tooth / stays / land,0.11609835305033635,6,True,93,88,1:0.43 2188:0.14 3327:0.05,49.0,1.346,0.4444444444444444,0.7803997386189286,0.00035985710183863854,0.025337693759274964,0.19390271051995783,0.032111694583929,0.0,0.958041958041958,0.0,0.04195804195804196,7,1111111111111122222224444444444444444444444444444,11,sets,2002,0.4858887788815592,0.17835649049425428,44.9015984015984,0.05562718430198644,61.2,20.9,28.205,0.015615609600913937,0.00207685594409545,0.0009242626048675711,5.5525,343.5,0.06443556443556443,0.958041958041958,0.0,0.04195804195804196,0.011988011988011988,0.05094905094905095,0.9370629370629371
sets11,plant / tooth / stays / land,0.09556947344003712,4,False,16,10,1:0.83 3327:0.10 3348:0.04,49.0,1.058,0.32653061224489793,0.7302455444523054,0.001327493230698008,0.005959833852144217,0.2624671284648522,0.17433265281845417,3.25,0.9720873786407767,0.0054611650485436895,0.022451456310679612,8,1111111111111111244444422444444222444422222222222222222222222222,11,sets,1648,0.44373719391354,0.36302106076383056,36.12985436893204,0.0896331674022546,49.760000000000005,4.1,24.595,0.009566341785099136,0.002740591311667454,0.000936372725777661,5.409,999.5,0.6074029126213593,0.9720873786407767,0.0054611650485436895,0.022451456310679612,0.007281553398058253,0.09223300970873786,0.9004854368932039
sets11,mixed / no tooth / roams / shore,0.07724425887265135,4,False,28,26,1:0.42 4108:0.14 2873:0.06,25.0,1.875,0.967741935483871,0.3200916342396151,0.0,0.24476287610335026,0.4351454896570347,0.31505126544002365,15.25,0.5067567567567568,0.0,0.49324324324324326,6,222222222222222222444444444444444444,11,sets,1332,0.9695201507683386,0.0067410843722818204,20.714714714714713,0.04888117577158096,31.955,18.0,23.28,0.06120302649073847,0.0008092785019276666,2.3981272185206046e-07,7.336,3.0,0.006006006006006006,0.5067567567567568,0.0,0.49324324324324326,0.10135135135135136,0.268018018018018,0.6306306306306306
sets11,plant / no tooth / roams / shore,0.06993736951983298,5,False,15,12,1:0.94 4194:0.02 2631:0.01,40.0,1.031,1.3529411764705883,0.21273893554532622,0.3019381036920448,0.26209007908402143,0.22323288167860755,0.13708006477136042,15.75,0.23466003316749584,0.3706467661691542,0.3946932006633499,8,2222222222222222220000222400002244000042440000444444444444444444,11,sets,1206,1.2153087205601527,0.009415446636961596,31.263681592039802,0.0790542246421371,33.0,23.7,26.384999999999998,0.03765548572149676,0.0006021317970908712,6.229601014973014e-06,5.074,-118.5,0.008291873963515755,0.23466003316749584,0.3706467661691542,0.3946932006633499,0.01824212271973466,0.25538971807628524,0.7263681592039801
sets11,plant / no tooth / roams / surface,0.05955694734400371,4,False,17,13,1:0.80 3755:0.06 3836:0.06,34,1.0,1.2903225806451613,0.03558789899463335,0.8697701156820051,0.0,0.09464198532336153,0.08844428326296783,15.75,0.04771178188899708,0.952288218111003,0.0,9,222222222422200000422000000442000000442000000444000000444400002444442222444444222,11,sets,1027,1.2531051689537342,0.006644247979606227,35.90457643622201,0.08269957569153007,34.0,23.0,25.46,0.006418435617555006,8.130796466915403e-05,0.0,5.074,-146.0,0.0038948393378773127,0.04771178188899708,0.952288218111003,0.0,0.011684518013631937,0.3339824732229795,0.6543330087633885
sets11,mixed / no tooth / stays / land,0.04813268383205753,2,False,33,32,2316:0.24 3631:0.16 2561:0.14,25.0,1.994,1.0,0.5707245641130084,0.0,0.016445796143405796,0.41282963974358583,0.1839601460925778,1.25,0.9759036144578314,0.0,0.024096385542168676,4,4444444422222222,11,sets,830,0.8798708920187793,0.03192488262910798,20.53012048192771,0.05838397709744733,32.0,35.4,26.18,0.04833209742062947,0.0022720595607116185,6.862110723675558e-06,6.747,450.0,0.010843373493975903,0.9759036144578314,0.0,0.024096385542168676,0.007228915662650603,0.00963855421686747,0.983132530120482
sets11,mixed / no tooth / stays / shore,0.04610299234516353,2,False,10,10,2629:0.31 1:0.19 2955:0.18,25,1.738,0.8,0.31415006324203476,0.0,0.2389812732917321,0.4468686634662332,0.23955082255676546,3.25,0.5371069182389937,0.0,0.4628930817610063,5,2222222222222224444444444,11,sets,795,0.8950673554137547,0.02770181302542287,24.837735849056603,0.057176799204870586,41.31,22.9,27.51,0.028949039461220606,0.0007467204846603796,0.00048505320234233017,6.356,12.0,0.03270440251572327,0.5371069182389937,0.0,0.4628930817610063,0.012578616352201259,0.2188679245283019,0.7685534591194969
sets11,mixed / no tooth / roams / bottom,0.03125724889816748,1,False,25,25,2825:0.55 3660:0.11 3923:0.06,16,2.0,1.0,0.014784349851335768,0.0,0.46540372763418797,0.5198119225144762,0.4046744691215309,17.75,0.03710575139146568,0.0,0.9628942486085343,4,4444444422222222,11,sets,539,1.1104778074217803,0.000606354596167839,15.2987012987013,0.050416388590662456,32.0,23.8,27.86,0.007215097401709738,0.0002386440438789985,0.0,9.354,-156.0,0.0,0.03710575139146568,0.0,0.9628942486085343,0.0074211502782931356,0.32838589981447125,0.6641929499072357
sets11,mixed / no tooth / stays / bottom,0.01925307353282301,1,False,20,20,4155:0.38 3966:0.14 2957:0.08,16.0,1.997,1.0,0.005204270482680261,0.0,0.5064745768556796,0.4883211526616401,0.29311943786765104,1.5,0.006024096385542169,0.0,0.9939759036144579,4,2222222222224444,11,sets,332,1.1727078891257996,0.014072494669509595,14.126506024096386,0.05825477268203086,24.22,21.1,25.395,0.0006625222183916793,0.00015999589306569812,0.0,6.634,-140.5,0.0030120481927710845,0.006024096385542169,0.0,0.9939759036144579,0.009036144578313253,0.5692771084337349,0.42168674698795183
