x,y,land,air,ground
92,0,1.000,0.2911,0.0002
93,0,1.000,0.2919,0.0007
94,0,1.000,0.2924,0.0016
95,0,1.000,0.2927,0.0006
96,0,1.000,0.2926,0.0003
97,0,1.000,0.2917,0.0008
98,0,1.000,0.2934,0.0015
99,0,1.000,0.2961,0.0019
100,0,1.000,0.3000,0.0649
101,0,0.812,0.3064,0.0906
102,0,0.000,-0.0000,-0.0000
103,0,0.000,-0.0000,-0.0000
104,0,0.000,-0.0000,-0.0000
105,0,0.000,-0.0000,-0.0000
106,0,0.000,-0.0000,-0.0000
107,0,0.000,-0.0000,-0.0000
108,0,0.000,-0.0000,-0.0000
109,0,0.000,-0.0000,-0.0000
110,0,0.000,-0.0000,-0.0000
111,0,0.000,-0.0000,-0.0000
112,0,0.000,-0.0000,-0.0000
113,0,0.000,-0.0000,-0.0000
114,0,0.000,-0.0000,-0.0000
115,0,0.000,-0.0000,-0.0000
116,0,0.000,-0.0000,-0.0000
117,0,0.000,-0.0000,-0.0000
118,0,0.000,-0.0000,-0.0000
119,0,0.000,-0.0000,-0.0000
120,0,0.000,-0.0000,-0.0000
121,0,0.000,-0.0000,-0.0000
122,0,0.000,-0.0000,-0.0000
123,0,0.000,-0.0000,-0.0000
124,0,0.000,-0.0000,-0.0000
125,0,0.000,-0.0000,-0.0000
126,0,0.000,-0.0000,-0.0000
127,0,0.000,-0.0000,-0.0000
0,1,0.000,-0.0000,-0.0000
1,1,0.000,-0.0000,-0.0000
2,1,0.000,-0.0000,-0.0000
3,1,0.000,-0.0000,-0.0000
4,1,0.000,-0.0000,-0.0000
5,1,0.000,-0.0000,-0.0000
6,1,0.000,-0.0000,-0.0000
7,1,0.000,-0.0000,-0.0000
8,1,0.000,-0.0000,-0.0000
9,1,0.000,-0.0000,-0.0000
10,1,0.000,-0.0000,-0.0000
11,1,0.000,-0.0000,-0.0000
12,1,0.000,-0.0000,-0.0000
13,1,0.000,-0.0000,-0.0000
14,1,0.000,-0.0000,-0.0000
15,1,0.000,-0.0000,-0.0000
16,1,0.000,-0.0000,-0.0000
17,1,0.000,-0.0000,-0.0000
18,1,0.000,-0.0000,-0.0000
19,1,0.000,-0.0000,-0.0000
20,1,0.000,-0.0000,-0.0000
21,1,0.000,-0.0000,-0.0000
22,1,0.000,-0.0000,-0.0000
23,1,0.000,-0.0000,-0.0000
24,1,0.000,-0.0000,-0.0000
25,1,0.000,-0.0000,-0.0000
26,1,0.000,-0.0000,-0.0000
27,1,0.000,-0.0000,-0.0000
28,1,0.000,-0.0000,-0.0000
29,1,0.000,-0.0000,-0.0000
30,1,0.000,-0.0000,-0.0000
31,1,0.688,0.2546,0.5152
32,1,1.000,0.4186,0.8312
33,1,1.000,0.4399,0.8126
34,1,1.000,0.4010,0.6664
35,1,1.000,0.3827,0.6004
36,1,1.000,0.3850,0.6192
37,1,1.000,0.3845,0.6124
38,1,1.000,0.3698,0.5306
39,1,1.000,0.3550,0.4444
40,1,1.000,0.3465,0.3878
41,1,1.000,0.3413,0.3448
42,1,1.000,0.3334,0.2833
43,1,1.000,0.3247,0.2156
44,1,1.000,0.3114,0.0911
45,1,1.000,0.3019,0.0037
46,1,1.000,0.3001,0.0006
47,1,1.000,0.3002,0.0004
48,1,1.000,0.3002,0.0015
49,1,1.000,0.3007,0.0022
50,1,1.000,0.3006,0.0025
51,1,1.000,0.3014,0.0012
52,1,1.000,0.3010,0.0001
53,1,1.000,0.3012,0.0000
54,1,1.000,0.3012,0.0003
55,1,1.000,0.2451,0.0004
56,1,1.000,0.3014,0.0012
57,1,1.000,0.2647,0.0009
58,1,1.000,0.3026,0.0020
59,1,1.000,0.3073,0.0005
60,1,0.000,-0.0000,-0.0000
61,1,0.000,-0.0000,-0.0000
62,1,0.000,-0.0000,-0.0000
63,1,0.000,-0.0000,-0.0000
64,1,0.000,-0.0000,-0.0000
65,1,0.000,-0.0000,-0.0000
66,1,0.000,-0.0000,-0.0000
67,1,0.000,-0.0000,-0.0000
68,1,0.000,-0.0000,-0.0000
69,1,0.000,-0.0000,-0.0000
70,1,0.188,0.1660,0.2500
71,1,1.000,0.3214,0.6325
72,1,1.000,0.3761,0.5415
73,1,1.000,0.3538,0.4307
74,1,1.000,0.3516,0.4252
75,1,1.000,0.3478,0.4023
76,1,1.000,0.3480,0.4022
77,1,1.000,0.3491,0.4085
78,1,1.000,0.3523,0.4231
79,1,1.000,0.3533,0.4261
80,1,1.000,0.3537,0.4254
81,1,1.000,0.3524,0.4174
82,1,1.000,0.3502,0.4025
83,1,1.000,0.3470,0.3829
84,1,1.000,0.3412,0.3451
85,1,1.000,0.3376,0.3162
86,1,1.000,0.3289,0.2578
87,1,1.000,0.3210,0.2006
88,1,1.000,0.3118,0.1245
89,1,1.000,0.3066,0.0685
90,1,1.000,0.3030,0.0293
91,1,1.000,0.2996,0.0049
92,1,1.000,0.2977,0.0007
93,1,1.000,0.2984,0.0005
94,1,1.000,0.2976,0.0020
95,1,1.000,0.2983,0.0027
96,1,1.000,0.2990,0.0024
97,1,1.000,0.2994,0.0024
98,1,1.000,0.3023,0.0179
99,1,1.000,0.3105,0.1016
100,1,1.000,0.3202,0.2043
101,1,0.812,0.3268,0.1982
102,1,0.000,-0.0000,-0.0000
103,1,0.000,-0.0000,-0.0000
104,1,0.000,-0.0000,-0.0000
105,1,0.000,-0.0000,-0.0000
106,1,0.000,-0.0000,-0.0000
107,1,0.000,-0.0000,-0.0000
108,1,0.000,-0.0000,-0.0000
109,1,0.000,-0.0000,-0.0000
110,1,0.000,-0.0000,-0.0000
111,1,0.000,-0.0000,-0.0000
112,1,0.000,-0.0000,-0.0000
113,1,0.000,-0.0000,-0.0000
114,1,0.000,-0.0000,-0.0000
115,1,0.000,-0.0000,-0.0000
116,1,0.000,-0.0000,-0.0000
117,1,0.000,-0.0000,-0.0000
118,1,0.000,-0.0000,-0.0000
119,1,0.000,-0.0000,-0.0000
120,1,0.000,-0.0000,-0.0000
121,1,0.000,-0.0000,-0.0000
122,1,0.000,-0.0000,-0.0000
123,1,0.000,-0.0000,-0.0000
124,1,0.000,-0.0000,-0.0000
125,1,0.000,-0.0000,-0.0000
126,1,0.000,-0.0000,-0.0000
127,1,0.000,-0.0000,-0.0000
0,2,0.000,-0.0000,-0.0000
1,2,0.000,-0.0000,-0.0000
2,2,0.000,-0.0000,-0.0000
3,2,0.000,-0.0000,-0.0000
4,2,0.000,-0.0000,-0.0000
5,2,0.000,-0.0000,-0.0000
6,2,0.000,-0.0000,-0.0000
7,2,0.000,-0.0000,-0.0000
8,2,0.000,-0.0000,-0.0000
9,2,0.000,-0.0000,-0.0000
10,2,0.000,-0.0000,-0.0000
11,2,0.000,-0.0000,-0.0000
12,2,0.000,-0.0000,-0.0000
13,2,0.000,-0.0000,-0.0000
14,2,0.000,-0.0000,-0.0000
15,2,0.000,-0.0000,-0.0000
16,2,0.000,-0.0000,-0.0000
17,2,0.000,-0.0000,-0.0000
18,2,0.000,-0.0000,-0.0000
19,2,0.000,-0.0000,-0.0000
20,2,0.000,-0.0000,-0.0000
21,2,0.000,-0.0000,-0.0000
22,2,0.000,-0.0000,-0.0000
23,2,0.000,-0.0000,-0.0000
24,2,0.000,-0.0000,-0.0000
25,2,0.000,-0.0000,-0.0000
26,2,0.000,-0.0000,-0.0000
27,2,0.000,-0.0000,-0.0000
28,2,0.000,-0.0000,-0.0000
29,2,0.000,-0.0000,-0.0000
30,2,0.000,-0.0000,-0.0000
31,2,0.250,0.1871,0.2241
32,2,1.000,0.3614,0.7135
33,2,1.000,0.4534,0.8474
34,2,1.000,0.4438,0.7919
35,2,1.000,0.3959,0.6107
36,2,1.000,0.3722,0.5191
37,2,1.000,0.3731,0.5284
38,2,1.000,0.3652,0.4708
39,2,1.000,0.3511,0.3830
40,2,1.000,0.3438,0.3301
41,2,1.000,0.3374,0.2778
42,2,1.000,0.3301,0.2223
43,2,1.000,0.3230,0.1726
44,2,1.000,0.3199,0.1492
45,2,1.000,0.3176,0.1236
46,2,1.000,0.3116,0.0702
47,2,1.000,0.3060,0.0166
48,2,1.000,0.3054,0.0070
49,2,1.000,0.3060,0.0055
50,2,1.000,0.3052,0.0052
51,2,1.000,0.3064,0.0111
52,2,1.000,0.3070,0.0153
53,2,1.000,0.3070,0.0154
54,2,1.000,0.3061,0.0084
55,2,1.000,0.3056,0.0035
56,2,1.000,0.3062,0.0033
57,2,1.000,0.3066,0.0027
58,2,1.000,0.3081,0.0144
59,2,0.812,0.3143,0.0214
60,2,0.000,-0.0000,-0.0000
61,2,0.000,-0.0000,-0.0000
62,2,0.000,-0.0000,-0.0000
63,2,0.000,-0.0000,-0.0000
64,2,0.000,-0.0000,-0.0000
65,2,0.000,-0.0000,-0.0000
66,2,0.000,-0.0000,-0.0000
67,2,0.000,-0.0000,-0.0000
68,2,0.000,-0.0000,-0.0000
69,2,0.125,0.2072,0.3220
70,2,0.812,0.2804,0.5376
71,2,1.000,0.3845,0.6434
72,2,1.000,0.3692,0.4808
73,2,1.000,0.3676,0.4985
74,2,1.000,0.3742,0.5294
75,2,1.000,0.3677,0.4900
76,2,1.000,0.3637,0.4639
77,2,1.000,0.3643,0.4662
78,2,1.000,0.3624,0.4565
79,2,1.000,0.3642,0.4576
80,2,1.000,0.3630,0.4462
81,2,1.000,0.3556,0.4046
82,2,1.000,0.3529,0.3863
83,2,1.000,0.3490,0.3628
84,2,1.000,0.3460,0.3409
85,2,1.000,0.3431,0.3205
86,2,1.000,0.3356,0.2745
87,2,1.000,0.3269,0.2187
88,2,1.000,0.3221,0.1771
89,2,1.000,0.3215,0.1645
90,2,1.000,0.3181,0.1406
91,2,1.000,0.3150,0.1151
92,2,1.000,0.3089,0.0571
93,2,1.000,0.3055,0.0319
94,2,1.000,0.3066,0.0467
95,2,1.000,0.3076,0.0468
96,2,1.000,0.3093,0.0600
97,2,1.000,0.3126,0.0974
98,2,1.000,0.3198,0.1593
99,2,1.000,0.3305,0.2457
100,2,1.000,0.3400,0.3239
101,2,0.875,0.3427,0.3234
102,2,0.000,-0.0000,-0.0000
103,2,0.000,-0.0000,-0.0000
104,2,0.000,-0.0000,-0.0000
105,2,0.000,-0.0000,-0.0000
106,2,0.000,-0.0000,-0.0000
107,2,0.000,-0.0000,-0.0000
108,2,0.000,-0.0000,-0.0000
109,2,0.000,-0.0000,-0.0000
110,2,0.000,-0.0000,-0.0000
111,2,0.000,-0.0000,-0.0000
112,2,0.000,-0.0000,-0.0000
113,2,0.000,-0.0000,-0.0000
114,2,0.000,-0.0000,-0.0000
115,2,0.000,-0.0000,-0.0000
116,2,0.000,-0.0000,-0.0000
117,2,0.000,-0.0000,-0.0000
118,2,0.000,-0.0000,-0.0000
119,2,0.000,-0.0000,-0.0000
120,2,0.000,-0.0000,-0.0000
121,2,0.000,-0.0000,-0.0000
122,2,0.000,-0.0000,-0.0000
123,2,0.000,-0.0000,-0.0000
124,2,0.000,-0.0000,-0.0000
125,2,0.000,-0.0000,-0.0000
126,2,0.000,-0.0000,-0.0000
127,2,0.000,-0.0000,-0.0000
0,3,0.000,-0.0000,-0.0000
1,3,0.000,-0.0000,-0.0000
2,3,0.000,-0.0000,-0.0000
3,3,0.000,-0.0000,-0.0000
4,3,0.000,-0.0000,-0.0000
5,3,0.000,-0.0000,-0.0000
6,3,0.000,-0.0000,-0.0000
7,3,0.000,-0.0000,-0.0000
8,3,0.000,-0.0000,-0.0000
9,3,0.000,-0.0000,-0.0000
10,3,0.000,-0.0000,-0.0000
11,3,0.000,-0.0000,-0.0000
12,3,0.000,-0.0000,-0.0000
13,3,0.000,-0.0000,-0.0000
14,3,0.000,-0.0000,-0.0000
15,3,0.000,-0.0000,-0.0000
16,3,0.000,-0.0000,-0.0000
17,3,0.000,-0.0000,-0.0000
18,3,0.000,-0.0000,-0.0000
19,3,0.000,-0.0000,-0.0000
20,3,0.000,-0.0000,-0.0000
21,3,0.000,-0.0000,-0.0000
22,3,0.000,-0.0000,-0.0000
23,3,0.000,-0.0000,-0.0000
24,3,0.000,-0.0000,-0.0000
25,3,0.000,-0.0000,-0.0000
26,3,0.000,-0.0000,-0.0000
27,3,0.000,-0.0000,-0.0000
28,3,0.000,-0.0000,-0.0000
29,3,0.000,-0.0000,-0.0000
30,3,0.000,-0.0000,-0.0000
31,3,0.000,-0.0000,-0.0000
32,3,0.625,0.2812,0.4255
33,3,1.000,0.4117,0.7585
34,3,1.000,0.4457,0.7973
35,3,1.000,0.4013,0.6021
36,3,1.000,0.3636,0.4388
37,3,1.000,0.3607,0.4398
38,3,1.000,0.3598,0.4148
39,3,1.000,0.3468,0.3194
40,3,1.000,0.3391,0.2640
41,3,1.000,0.3361,0.2424
42,3,1.000,0.3298,0.2053
43,3,1.000,0.3302,0.2084
44,3,1.000,0.3318,0.2180
45,3,1.000,0.3310,0.2103
46,3,1.000,0.3257,0.1667
47,3,1.000,0.3186,0.1051
48,3,1.000,0.3148,0.0697
49,3,1.000,0.3157,0.0761
50,3,1.000,0.3130,0.0549
51,3,1.000,0.3141,0.0585
52,3,1.000,0.3155,0.0689
53,3,1.000,0.3138,0.0537
54,3,1.000,0.3138,0.0509
55,3,1.000,0.3107,0.0242
56,3,1.000,0.3108,0.0229
57,3,1.000,0.3122,0.0357
58,3,1.000,0.3175,0.0850
59,3,1.000,0.3213,0.1278
60,3,0.188,0.3128,0.0331
61,3,0.000,-0.0000,-0.0000
62,3,0.000,-0.0000,-0.0000
63,3,0.000,-0.0000,-0.0000
64,3,0.000,-0.0000,-0.0000
65,3,0.000,-0.0000,-0.0000
66,3,0.000,-0.0000,-0.0000
67,3,0.000,-0.0000,-0.0000
68,3,0.000,-0.0000,-0.0000
69,3,0.938,0.2894,0.5010
70,3,1.000,0.4288,0.7996
71,3,1.000,0.4210,0.6786
72,3,1.000,0.3775,0.4961
73,3,1.000,0.3750,0.5114
74,3,1.000,0.3872,0.5779
75,3,1.000,0.3944,0.6035
76,3,1.000,0.3900,0.5784
77,3,1.000,0.3788,0.5191
78,3,1.000,0.3676,0.4545
79,3,1.000,0.3635,0.4300
80,3,1.000,0.3628,0.4253
81,3,1.000,0.3556,0.3821
82,3,1.000,0.3536,0.3610
83,3,1.000,0.3484,0.3298
84,3,1.000,0.3472,0.3240
85,3,1.000,0.3437,0.3076
86,3,1.000,0.3401,0.2906
87,3,1.000,0.3361,0.2659
88,3,1.000,0.3355,0.2579
89,3,1.000,0.3358,0.2593
90,3,1.000,0.3343,0.2495
91,3,1.000,0.3325,0.2373
92,3,1.000,0.3290,0.2181
93,3,1.000,0.3265,0.2051
94,3,1.000,0.3272,0.2086
95,3,1.000,0.3289,0.2164
96,3,1.000,0.3307,0.2292
97,3,1.000,0.3336,0.2484
98,3,1.000,0.3397,0.2916
99,3,1.000,0.3475,0.3474
100,3,1.000,0.3544,0.3996
101,3,1.000,0.3598,0.4377
102,3,0.562,0.3405,0.3579
103,3,0.000,-0.0000,-0.0000
104,3,0.000,-0.0000,-0.0000
105,3,0.000,-0.0000,-0.0000
106,3,0.000,-0.0000,-0.0000
107,3,0.000,-0.0000,-0.0000
108,3,0.000,-0.0000,-0.0000
109,3,0.000,-0.0000,-0.0000
110,3,0.000,-0.0000,-0.0000
111,3,0.000,-0.0000,-0.0000
112,3,0.000,-0.0000,-0.0000
113,3,0.000,-0.0000,-0.0000
114,3,0.000,-0.0000,-0.0000
115,3,0.000,-0.0000,-0.0000
116,3,0.000,-0.0000,-0.0000
117,3,0.000,-0.0000,-0.0000
118,3,0.000,-0.0000,-0.0000
119,3,0.000,-0.0000,-0.0000
120,3,0.000,-0.0000,-0.0000
121,3,0.000,-0.0000,-0.0000
122,3,0.000,-0.0000,-0.0000
123,3,0.000,-0.0000,-0.0000
124,3,0.000,-0.0000,-0.0000
125,3,0.000,-0.0000,-0.0000
126,3,0.000,-0.0000,-0.0000
127,3,0.000,-0.0000,-0.0000
0,4,0.000,-0.0000,-0.0000
1,4,0.000,-0.0000,-0.0000
2,4,0.000,-0.0000,-0.0000
3,4,0.000,-0.0000,-0.0000
4,4,0.000,-0.0000,-0.0000
5,4,0.000,-0.0000,-0.0000
6,4,0.000,-0.0000,-0.0000
7,4,0.000,-0.0000,-0.0000
8,4,0.000,-0.0000,-0.0000
9,4,0.000,-0.0000,-0.0000
10,4,0.000,-0.0000,-0.0000
11,4,0.000,-0.0000,-0.0000
12,4,0.000,-0.0000,-0.0000
13,4,0.000,-0.0000,-0.0000
14,4,0.000,-0.0000,-0.0000
15,4,0.000,-0.0000,-0.0000
16,4,0.000,-0.0000,-0.0000
17,4,0.000,-0.0000,-0.0000
18,4,0.000,-0.0000,-0.0000
19,4,0.000,-0.0000,-0.0000
20,4,0.000,-0.0000,-0.0000
21,4,0.000,-0.0000,-0.0000
22,4,0.000,-0.0000,-0.0000
23,4,0.000,-0.0000,-0.0000
24,4,0.000,-0.0000,-0.0000
25,4,0.000,-0.0000,-0.0000
26,4,0.000,-0.0000,-0.0000
27,4,0.000,-0.0000,-0.0000
28,4,0.000,-0.0000,-0.0000
29,4,0.000,-0.0000,-0.0000
30,4,0.000,-0.0000,-0.0000
31,4,0.000,-0.0000,-0.0000
32,4,0.188,0.2070,0.1535
33,4,1.000,0.3465,0.5996
34,4,1.000,0.4333,0.7688
35,4,1.000,0.4012,0.5900
36,4,1.000,0.3554,0.3658
37,4,1.000,0.3477,0.3276
38,4,1.000,0.3494,0.3207
39,4,1.000,0.3396,0.2515
40,4,1.000,0.3379,0.2450
41,4,1.000,0.3405,0.2700
42,4,1.000,0.3394,0.2678
43,4,1.000,0.3399,0.2677
44,4,1.000,0.3404,0.2680
45,4,1.000,0.3392,0.2574
46,4,1.000,0.3364,0.2336
47,4,1.000,0.3304,0.1859
48,4,1.000,0.3262,0.1521
49,4,1.000,0.3239,0.1313
50,4,1.000,0.3191,0.0897
51,4,1.000,0.3200,0.0904
52,4,1.000,0.3217,0.1040
53,4,1.000,0.3206,0.0937
54,4,1.000,0.3194,0.0852
55,4,1.000,0.3171,0.0673
56,4,1.000,0.3177,0.0691
57,4,1.000,0.3213,0.0976
58,4,1.000,0.3266,0.1442
59,4,1.000,0.3306,0.1806
60,4,0.812,0.3236,0.1520
61,4,0.000,-0.0000,-0.0000
62,4,0.000,-0.0000,-0.0000
63,4,0.000,-0.0000,-0.0000
64,4,0.000,-0.0000,-0.0000
65,4,0.000,-0.0000,-0.0000
66,4,0.000,-0.0000,-0.0000
67,4,0.000,-0.0000,-0.0000
68,4,0.125,0.2064,0.1486
69,4,1.000,0.3347,0.5667
70,4,1.000,0.4475,0.8038
71,4,1.000,0.4397,0.7373
72,4,1.000,0.3981,0.5761
73,4,1.000,0.3823,0.5243
74,4,1.000,0.3856,0.5520
75,4,1.000,0.3953,0.5982
76,4,1.000,0.4026,0.6278
77,4,1.000,0.3963,0.5935
78,4,1.000,0.3754,0.4767
79,4,1.000,0.3573,0.3741
80,4,1.000,0.3539,0.3526
81,4,1.000,0.3552,0.3572
82,4,1.000,0.3558,0.3583
83,4,1.000,0.3515,0.3363
84,4,1.000,0.3467,0.3134
85,4,1.000,0.3442,0.3046
86,4,1.000,0.3456,0.3157
87,4,1.000,0.3498,0.3442
88,4,1.000,0.3506,0.3536
89,4,1.000,0.3500,0.3500
90,4,1.000,0.3487,0.3405
91,4,1.000,0.3463,0.3247
92,4,1.000,0.3439,0.3115
93,4,1.000,0.3426,0.3058
94,4,1.000,0.3437,0.3137
95,4,1.000,0.3477,0.3387
96,4,1.000,0.3491,0.3494
97,4,1.000,0.3514,0.3619
98,4,1.000,0.3578,0.4022
99,4,1.000,0.3624,0.4331
100,4,1.000,0.3657,0.4574
101,4,1.000,0.3707,0.4857
102,4,0.688,0.3732,0.4853
103,4,0.000,-0.0000,-0.0000
104,4,0.000,-0.0000,-0.0000
105,4,0.000,-0.0000,-0.0000
106,4,0.000,-0.0000,-0.0000
107,4,0.000,-0.0000,-0.0000
108,4,0.000,-0.0000,-0.0000
109,4,0.000,-0.0000,-0.0000
110,4,0.000,-0.0000,-0.0000
111,4,0.000,-0.0000,-0.0000
112,4,0.000,-0.0000,-0.0000
113,4,0.000,-0.0000,-0.0000
114,4,0.000,-0.0000,-0.0000
115,4,0.000,-0.0000,-0.0000
116,4,0.000,-0.0000,-0.0000
117,4,0.000,-0.0000,-0.0000
118,4,0.000,-0.0000,-0.0000
119,4,0.000,-0.0000,-0.0000
120,4,0.000,-0.0000,-0.0000
121,4,0.000,-0.0000,-0.0000
122,4,0.000,-0.0000,-0.0000
123,4,0.000,-0.0000,-0.0000
124,4,0.000,-0.0000,-0.0000
125,4,0.000,-0.0000,-0.0000
126,4,0.000,-0.0000,-0.0000
127,4,0.000,-0.0000,-0.0000
0,5,0.000,-0.0000,-0.0000
1,5,0.000,-0.0000,-0.0000
2,5,0.000,-0.0000,-0.0000
3,5,0.000,-0.0000,-0.0000
4,5,0.000,-0.0000,-0.0000
5,5,0.000,-0.0000,-0.0000
6,5,0.000,-0.0000,-0.0000
7,5,0.000,-0.0000,-0.0000
8,5,0.000,-0.0000,-0.0000
9,5,0.000,-0.0000,-0.0000
10,5,0.000,-0.0000,-0.0000
11,5,0.000,-0.0000,-0.0000
12,5,0.000,-0.0000,-0.0000
13,5,0.000,-0.0000,-0.0000
14,5,0.000,-0.0000,-0.0000
15,5,0.000,-0.0000,-0.0000
16,5,0.000,-0.0000,-0.0000
17,5,0.000,-0.0000,-0.0000
18,5,0.000,-0.0000,-0.0000
19,5,0.000,-0.0000,-0.0000
20,5,0.000,-0.0000,-0.0000
21,5,0.000,-0.0000,-0.0000
22,5,0.000,-0.0000,-0.0000
23,5,0.000,-0.0000,-0.0000
24,5,0.000,-0.0000,-0.0000
25,5,0.000,-0.0000,-0.0000
26,5,0.000,-0.0000,-0.0000
27,5,0.000,-0.0000,-0.0000
28,5,0.000,-0.0000,-0.0000
29,5,0.000,-0.0000,-0.0000
30,5,0.000,-0.0000,-0.0000
31,5,0.000,-0.0000,-0.0000
32,5,0.500,0.2523,0.2553
33,5,1.000,0.3890,0.6816
34,5,1.000,0.4294,0.7239
35,5,1.000,0.3829,0.4860
36,5,1.000,0.3449,0.2759
37,5,1.000,0.3419,0.2686
38,5,1.000,0.3437,0.2750
39,5,1.000,0.3407,0.2569
40,5,1.000,0.3437,0.2865
41,5,1.000,0.3524,0.3479
42,5,1.000,0.3543,0.3637
43,5,1.000,0.3519,0.3435
44,5,1.000,0.3462,0.2956
45,5,1.000,0.3438,0.2724
46,5,1.000,0.3426,0.2636
47,5,1.000,0.3391,0.2420
48,5,1.000,0.3349,0.2131
49,5,1.000,0.3312,0.1825
50,5,1.000,0.3266,0.1403
51,5,1.000,0.3241,0.1130
52,5,1.000,0.3256,0.1234
53,5,1.000,0.3270,0.1364
54,5,1.000,0.3250,0.1247
55,5,1.000,0.3239,0.1143
56,5,1.000,0.3249,0.1195
57,5,1.000,0.3292,0.1532
58,5,1.000,0.3351,0.2025
59,5,1.000,0.3365,0.2181
60,5,1.000,0.3409,0.2449
61,5,0.188,0.3328,0.1531
62,5,0.000,-0.0000,-0.0000
63,5,0.000,-0.0000,-0.0000
64,5,0.000,-0.0000,-0.0000
65,5,0.000,-0.0000,-0.0000
66,5,0.000,-0.0000,-0.0000
67,5,0.000,-0.0000,-0.0000
68,5,0.250,0.2208,0.1436
69,5,1.000,0.3671,0.6127
70,5,1.000,0.4501,0.7949
71,5,1.000,0.4590,0.7966
72,5,1.000,0.4400,0.7344
73,5,1.000,0.4109,0.6276
74,5,1.000,0.3863,0.5270
75,5,1.000,0.3808,0.5060
76,5,1.000,0.3883,0.5515
77,5,1.000,0.3931,0.5742
78,5,1.000,0.3839,0.5161
79,5,1.000,0.3595,0.3706
80,5,1.000,0.3499,0.3048
81,5,1.000,0.3541,0.3386
82,5,1.000,0.3584,0.3737
83,5,1.000,0.3583,0.3807
84,5,1.000,0.3555,0.3691
85,5,1.000,0.3530,0.3554
86,5,1.000,0.3569,0.3777
87,5,1.000,0.3587,0.3932
88,5,1.000,0.3597,0.4028
89,5,1.000,0.3597,0.4038
90,5,1.000,0.3623,0.4178
91,5,1.000,0.3607,0.4095
92,5,1.000,0.3593,0.4013
93,5,1.000,0.3591,0.4031
94,5,1.000,0.3600,0.4104
95,5,1.000,0.3612,0.4199
