step,month,steps_sea,steps_fed,steps_seasonal,steps_never,torpid_sea,torpid_fed,torpid_seasonal,torpid_never,births_sea,births_fed,births_seasonal,births_never,deaths_sea,deaths_fed,deaths_seasonal,deaths_never,young_sea,young_fed,young_seasonal,young_never,grown_sea,grown_fed,grown_seasonal,grown_never,winter,winter_torpid,winter_grown,winter_grown_torpid,winter_temp,entered,fat_in,resolved,lived,moved,fed_end
1791,5,1135374,316157,42793,1049,0,0,0,0,9250,1827,225,14,8546,2250,278,19,4167,1063,165,16,534,385,54,0,2214,0,165,0,18.70,0,0.0,323,95,0.17,95
1891,6,1112065,307390,41783,1582,0,0,0,0,9045,1927,183,17,9634,1902,227,35,4686,932,103,23,708,295,42,1,1718,0,102,0,20.74,1,72.5,7,1,0.00,1
1991,7,1030459,312066,42092,1274,0,0,0,0,7514,1847,145,13,8309,2230,188,21,3752,1100,68,14,747,318,33,3,5648,0,1272,0,17.47,12,195.1,0,0,0.00,0
2091,8,930121,268629,42720,902,0,0,0,0,6605,1590,208,3,7168,2090,243,29,3191,965,73,13,741,346,70,2,12939,0,6356,0,15.82,58,160.1,1,0,0.00,0
2191,9,832546,231176,50780,686,0,0,0,0,6762,1207,299,15,8056,1703,224,26,3943,771,79,20,759,335,54,1,7354,0,2973,0,16.51,1,360.3,13,8,1.06,8
2291,10,692093,209555,63468,680,0,0,0,0,5629,1434,432,5,6676,1679,365,18,3517,840,185,13,635,254,62,1,3259,0,979,0,19.81,1,157.9,39,15,0.58,15
2391,11,578810,199253,86406,169,0,0,0,0,3862,1236,716,0,4736,1380,425,3,2267,678,194,0,600,207,40,3,254,0,156,0,20.28,0,0.0,17,2,0.00,2
2491,0,476986,201105,121358,382,0,0,0,0,2642,1135,773,0,3431,1104,522,3,1333,514,230,0,464,174,52,2,493,0,8,0,18.41,0,0.0,3,0,0.00,0
2591,1,430751,232336,115806,407,0,0,0,0,2829,1313,455,0,2661,947,897,6,990,366,307,1,467,161,111,1,75154,0,10119,0,15.29,99,135.0,1,0,0.00,0
2691,2,450532,283358,65284,366,0,0,0,0,2837,1670,142,4,2602,1200,663,6,1045,490,146,2,440,180,136,3,54072,0,12428,0,15.27,40,142.0,0,0,0.00,0
2791,3,514212,321380,30799,540,0,0,0,0,3714,1914,64,6,2307,1801,298,11,808,729,57,5,326,236,97,2,19977,0,9436,0,15.31,7,186.1,5,2,5.38,1
2891,4,632745,320056,22772,961,0,0,0,0,5319,2050,146,17,4543,2045,153,13,2297,960,43,13,416,308,58,0,6716,0,4312,0,16.11,2,118.1,27,11,2.09,11
2991,5,724260,358717,32158,1152,0,0,0,0,5904,2685,187,19,4592,2230,114,28,2340,1162,57,18,417,253,21,4,1621,0,713,0,20.48,2,203.7,110,14,7.77,13
3091,6,810202,432141,37931,1314,0,0,0,0,6241,3242,239,34,5691,2357,182,42,2752,1196,78,33,443,278,23,0,1979,0,448,0,19.74,1,173.6,5,1,27.75,1
3191,7,832411,523405,43354,1593,0,0,0,0,6102,3523,203,17,6132,2707,229,30,2889,1362,88,17,575,319,35,1,9086,0,2298,0,16.89,17,198.3,0,0,0.00,0
3291,8,774130,594533,44377,1013,0,0,0,0,5436,3636,263,15,6323,3090,286,19,2888,1367,135,14,602,363,52,0,20019,0,6849,0,15.31,46,194.6,0,0,0.00,0
3391,9,701367,600365,49078,658,0,0,0,0,4791,3547,308,6,4922,4261,269,8,2247,1880,105,5,673,537,59,0,12677,0,4170,0,15.46,1,53.6,16,12,0.81,12
3491,10,691846,525864,62284,820,0,0,0,0,5189,3288,411,11,4823,4014,305,32,2228,1877,151,24,586,619,39,4,4696,0,2108,0,18.47,1,214.0,26,13,3.00,11
3591,11,689549,453817,72590,689,0,0,0,0,5778,2994,384,8,6505,3882,331,18,3491,2039,140,14,582,554,44,2,351,0,282,0,18.65,0,0.0,19,6,1.04,5
3691,0,629947,394087,80046,563,0,0,0,0,4775,2310,504,4,4586,2742,452,13,2252,1233,195,7,530,508,63,1,166,0,129,0,17.05,0,0.0,7,0,0.00,0
3791,1,648979,362196,75909,599,0,0,0,0,4649,2032,406,0,3936,2351,616,12,1691,1046,251,1,455,428,122,2,33606,0,5459,0,15.43,63,119.1,0,0,0.00,0
3891,2,697752,359836,58898,404,0,0,0,0,5554,2225,269,0,5790,2377,545,16,2809,1117,204,6,513,409,103,0,35844,0,8601,0,15.27,57,117.9,1,0,0.00,0
3991,3,598268,343465,40117,233,0,0,0,0,4755,1992,159,3,5716,1992,328,8,2973,845,118,2,458,373,65,3,18846,0,6529,0,15.10,8,188.6,15,4,5.56,4
4091,4,510920,357183,36218,491,0,0,0,0,3980,1979,189,10,4364,1825,268,18,2334,715,120,16,459,361,65,1,9634,0,3877,0,15.59,0,0.0,45,16,7.48,16
4191,5,510525,393591,35590,770,0,0,0,0,3327,2268,231,26,2831,1779,205,36,1153,685,74,30,408,312,50,0,1145,0,614,0,21.75,0,0.0,61,6,3.71,6
4291,6,569693,445098,47194,658,0,0,0,0,4548,2569,315,12,3929,2244,241,14,2011,993,119,11,383,333,32,0,1123,0,445,0,18.62,3,144.3,6,0,0.00,0
4391,7,645122,451903,58146,561,0,0,0,0,5236,2461,358,13,4132,2533,279,23,2199,1065,103,18,449,366,38,1,7181,0,2014,0,16.78,16,168.3,0,0,0.00,0
4491,8,700306,445598,71873,430,0,0,0,0,5372,2440,552,18,5103,2743,455,24,2676,1178,217,17,401,457,47,4,23940,0,4907,0,15.43,35,145.9,0,0,0.00,0
4591,9,738752,405365,82287,503,0,0,0,0,5581,2237,470,10,4723,2976,426,18,2348,1206,148,9,508,589,77,4,14608,0,3920,0,15.45,2,78.1,9,6,0.75,6
4691,10,837507,350575,86953,101,0,0,0,0,6787,2170,417,2,5573,2524,402,5,2739,1131,126,4,575,456,67,0,2570,0,1302,0,16.74,0,0.0,28,9,3.44,8
4791,11,903057,324225,89466,69,0,0,0,0,7960,2112,442,0,8127,2368,422,1,4306,1160,141,0,691,402,78,1,661,0,641,0,17.23,0,0.0,16,3,0.00,3
4891,0,799525,323892,93882,371,0,0,0,0,6974,2320,440,0,8706,2378,527,1,4825,1285,178,0,651,312,114,1,0,0,0,0,0.00,0,0.0,3,0,0.00,0
4991,1,587283,323776,70005,283,0,0,0,0,4452,2164,311,0,6172,2161,655,4,3077,1130,184,0,585,293,130,4,42239,0,6369,0,15.28,77,109.0,1,0,0.00,0
5091,2,460875,330837,43598,131,0,0,0,0,2976,1984,195,0,3458,2150,434,2,1483,1007,148,0,475,324,98,2,29890,0,7817,0,15.31,56,115.7,0,0,0.00,0
5191,3,442526,335464,30235,318,0,0,0,0,3161,2078,142,1,3020,1967,249,2,1316,888,85,0,443,279,61,1,13292,0,4494,0,15.33,4,251.0,6,2,8.38,1
5291,4,468821,348238,27809,645,0,0,0,0,4250,2019,207,14,3433,1992,269,13,1779,828,131,12,360,351,42,0,5528,0,2034,0,16.66,0,0.0,35,11,6.43,8
5391,5,541013,366391,34431,403,0,0,0,0,4337,2293,318,11,3771,2171,226,13,2007,993,122,11,315,327,32,0,1444,0,686,0,20.50,2,193.1,93,7,14.75,4
5491,6,569655,372386,53823,395,0,0,0,0,4365,2057,457,3,3789,2172,298,2,1790,889,172,0,349,331,31,1,869,0,512,0,18.40,0,0.0,3,0,0.00,0
5591,7,630998,364169,68092,489,0,0,0,0,4658,1894,426,4,3934,2076,390,4,1914,817,161,1,361,308,30,1,13485,0,1537,0,16.04,9,116.4,0,0,0.00,0
5691,8,644136,352964,68134,607,0,0,0,0,4424,1897,320,20,4404,2209,413,17,2133,847,131,15,444,409,64,1,24811,0,5011,0,15.26,35,138.5,0,0,0.00,0
5791,9,667930,334463,59387,456,0,0,0,0,4570,2005,254,6,4398,2238,366,16,1971,892,117,12,551,376,76,1,10883,0,3855,0,15.21,3,69.5,8,4,3.44,3
5891,10,616291,315961,64050,381,0,0,0,0,4794,2020,319,5,5142,2189,239,6,2493,999,65,3,533,411,50,1,4133,0,1869,0,17.66,0,0.0,25,6,1.88,5
5991,11,613879,315519,71687,719,0,0,0,0,4901,1934,276,2,4868,1955,292,12,2645,951,93,3,556,272,59,2,250,0,149,0,16.27,0,0.0,10,0,0.00,0
6091,0,589543,332110,67024,456,0,0,0,0,3847,1811,255,9,3632,1685,347,4,1598,742,98,3,465,277,73,0,66,0,47,0,17.16,0,0.0,4,0,0.00,0
6191,1,630162,353026,58156,584,0,0,0,0,4439,2003,281,7,3662,2063,453,11,1538,829,128,4,480,310,118,0,20712,0,6903,0,15.96,82,108.1,2,0,0.00,0
6291,2,731112,352849,45934,359,0,0,0,0,6297,2207,212,6,4863,2345,357,9,2516,1066,126,8,504,366,89,0,23868,0,10323,0,15.52,68,105.3,0,0,0.00,0
6391,3,778235,337265,39702,463,0,0,0,0,6243,2042,203,19,6549,2244,244,18,3691,1081,89,15,521,328,58,1,12671,0,5574,0,15.37,3,202.4,18,8,1.03,8
6491,4,752770,341410,40856,351,0,0,0,0,5287,2172,203,6,4983,2323,252,14,2333,1123,89,13,522,365,59,0,4474,0,2714,0,16.30,1,5.9,43,15,5.43,13
6591,5,738994,348971,39040,234,0,0,0,0,6133,2598,204,2,6397,2573,218,3,3364,1385,87,0,599,317,39,3,714,0,569,0,21.19,3,124.7,81,7,10.50,7
6691,6,693201,365446,40853,768,0,0,0,0,5190,2612,193,0,5581,2411,227,3,2951,1277,97,0,621,309,48,1,932,0,661,0,17.27,2,292.9,11,0,0.00,0
6791,7,611540,387622,38213,531,0,0,0,0,3965,2653,155,1,5138,2470,215,6,2462,1291,57,3,577,297,58,1,9315,0,3781,0,15.73,30,131.7,0,0,0.00,0
6891,8,508448,369305,37611,863,0,0,0,0,3130,2164,226,7,3661,2728,245,9,1626,1232,87,2,547,381,58,3,17577,0,7327,0,15.23,48,143.2,1,0,0.00,0
6991,9,453751,332235,45214,725,0,0,0,0,2653,1910,269,3,3065,2160,217,12,1256,929,73,3,500,382,52,3,12944,0,5965,0,15.27,5,130.2,8,6,1.38,5
7091,10,421036,342821,61579,928,0,0,0,0,3172,2295,443,7,3003,2122,211,10,1478,938,60,6,434,341,44,0,4374,0,2083,0,15.54,0,0.0,45,16,5.88,13
7191,11,451006,335212,90775,484,0,0,0,0,3825,2390,643,12,3308,2649,365,20,1799,1427,159,12,357,314,45,3,2101,0,748,0,15.59,0,0.0,27,3,10.25,1
7291,0,472112,327518,112936,423,0,0,0,0,3893,2063,553,1,3702,2115,495,12,2002,1066,167,1,320,286,55,7,347,0,243,0,19.21,1,39.2,6,0,0.00,0
7391,1,481862,354470,102068,88,0,0,0,0,4224,2227,443,0,4139,2018,750,4,2332,951,212,0,310,281,125,0,50661,0,8004,0,15.23,73,109.4,2,0,0.00,0
7491,2,525627,358590,67081,235,0,0,0,0,4829,2167,219,0,4205,2402,564,13,2517,1128,132,1,316,358,117,2,42165,0,11364,0,15.40,46,119.7,0,0,0.00,0
7591,3,543679,342934,43006,98,0,0,0,0,4924,1837,159,0,4942,1983,351,3,2958,811,85,0,348,374,109,3,19154,0,8882,0,15.15,30,89.1,8,8,2.38,6
7691,4,514931,330580,33795,148,0,0,0,0,3953,1708,163,1,4242,1856,241,2,2325,776,85,1,338,301,67,1,6272,0,3498,0,16.51,2,277.9,51,13,3.21,10
7791,5,522482,342615,34977,425,0,0,0,0,3671,1969,234,13,2798,1750,165,8,1264,712,64,7,337,344,27,1,2703,0,1241,0,21.50,3,198.5,88,3,15.58,1
7891,6,654464,354920,48407,954,0,0,0,0,4892,1981,273,13,3217,1907,156,15,1462,816,59,12,390,334,24,1,2302,0,1094,0,17.80,2,208.3,3,0,0.00,0
7991,7,772770,378923,58935,895,0,0,0,0,6239,2361,373,21,5609,2149,319,26,3015,971,110,19,442,338,61,2,10058,0,2035,0,15.95,18,119.5,0,0,0.00,0
8091,8,873711,385206,68317,1148,0,0,0,0,6772,2490,411,13,5306,2526,412,20,2697,1139,165,14,471,358,77,4,18233,0,6267,0,15.39,42,131.5,0,0,0.00,0
8191,9,844324,389218,73279,799,0,0,0,0,6825,2844,416,6,8426,2871,416,14,4579,1365,149,8,619,415,71,3,9952,0,4444,0,15.36,2,43.4,9,3,0.67,2
8291,10,737029,382733,70812,895,0,0,0,0,6174,3248,354,9,6334,3540,372,9,3519,2086,127,4,666,324,64,1,2547,0,1019,0,16.14,0,0.0,30,14,4.98,11
8391,11,745102,339084,80958,981,0,0,0,0,6600,2747,432,9,6445,3457,329,24,3613,2081,109,10,718,342,65,3,270,0,99,0,16.34,0,0.0,23,2,0.75,2
8491,0,668464,308534,85447,690,0,0,0,0,5457,2068,363,9,6486,2140,455,20,3455,1154,134,8,685,256,98,5,0,0,0,0,0.00,0,0.0,7,0,0.00,0
8591,1,565533,300382,71997,374,0,0,0,0,3892,1775,200,8,4511,2072,469,17,2269,1011,129,12,503,285,96,0,39431,0,11764,0,15.58,122,110.2,0,0,0.00,0
8691,2,511866,302417,44423,59,0,0,0,0,3257,1637,128,7,3587,1662,356,9,1609,662,67,8,462,278,103,0,33179,0,15164,0,15.30,57,79.3,0,0,0.00,0
8791,3,467314,298200,32519,82,0,0,0,0,3193,1555,143,3,3610,1608,227,3,1776,594,60,1,426,300,100,0,14214,0,8556,0,15.13,6,176.8,23,14,1.07,13
8891,4,439802,306365,34954,150,0,0,0,0,3643,1791,258,5,3327,1737,169,8,1731,755,55,7,450,290,54,1,5413,0,3978,0,15.21,0,0.0,37,16,4.12,12
8991,5,511444,324417,43980,111,0,0,0,0,4361,2067,210,3,3404,1781,219,3,1848,813,95,2,438,277,33,1,140,0,90,0,20.33,0,0.0,115,12,9.33,12
9091,6,585911,384201,46293,477,0,0,0,0,4530,2823,171,8,3877,2231,195,13,2164,1136,49,9,331,268,34,2,692,0,218,0,18.92,1,260.3,10,0,0.00,0
9191,7,581267,409575,40850,969,0,0,0,0,3931,2798,148,26,4102,3013,275,30,1942,1586,69,16,370,313,64,0,7424,0,1678,0,15.92,15,175.5,0,0,0.00,0
9291,8,564660,412101,33778,637,0,0,0,0,3949,2923,162,11,4261,2928,268,30,2088,1432,93,27,490,348,63,0,21234,0,7229,0,15.42,66,104.5,0,0,0.00,0
9391,9,494038,404194,31814,732,0,0,0,0,3972,2775,181,5,4426,2945,247,11,2318,1508,89,6,510,340,62,0,12707,0,4839,0,15.27,2,58.7,17,12,2.23,11
9491,10,497400,390233,33221,733,0,0,0,0,4333,2611,199,9,3787,2671,172,24,2071,1467,78,16,452,327,34,3,5261,0,2359,0,17.41,0,0.0,43,9,1.44,8
9591,11,527448,344534,40682,205,0,0,0,0,4146,2075,251,1,4000,2863,208,6,2191,1462,114,0,399,419,26,5,450,0,430,0,18.61,0,0.0,19,5,3.30,4
9691,0,569933,316126,49805,84,0,0,0,0,4790,1727,246,0,4095,1707,193,6,2095,739,81,1,430,324,28,4,0,0,0,0,0.00,0,0.0,5,0,0.00,0
9791,1,588789,322874,52402,173,0,0,0,0,5492,1713,214,2,5463,1776,277,4,3172,820,106,2,391,302,55,1,22291,0,3953,0,15.73,35,151.7,0,0,0.00,0
9891,2,578044,324471,41658,264,0,0,0,0,5097,1774,137,2,5292,1619,277,8,3118,674,58,6,422,351,74,1,29074,0,9473,0,16.05,61,117.0,0,0,0.00,0
9991,3,593333,340697,36332,238,0,0,0,0,5252,2056,212,0,4798,2053,231,3,2765,952,90,0,401,347,59,1,17614,0,6334,0,15.76,8,222.0,10,8,1.00,7
10091,4,604826,362027,38170,419,0,0,0,0,5648,2587,239,4,5265,2314,248,5,3009,1284,112,4,399,336,54,0,8303,0,2292,0,16.49,2,69.2,44,13,3.08,13
10191,5,618438,385550,41908,810,0,0,0,0,5503,2403,230,17,5947,2326,248,16,3574,1230,116,10,402,334,23,1,1560,0,512,0,19.71,1,165.7,47,7,19.64,6
10291,6,556871,410026,42432,1145,0,0,0,0,4835,2528,176,27,4913,2105,167,26,2729,1064,49,24,439,282,38,0,1019,0,468,0,18.50,1,283.8,3,0,0.00,0
10391,7,598928,389911,46005,806,0,0,0,0,4815,2190,213,7,4358,2822,215,15,2322,1294,67,9,418,427,37,2,8333,0,3008,0,15.63,21,143.6,0,0,0.00,0
10491,8,564947,372229,54613,400,0,0,0,0,3692,1883,365,1,4190,2066,269,6,2059,806,90,2,408,428,63,0,18396,0,7321,0,15.26,39,150.8,0,0,0.00,0
10591,9,505998,349817,74453,531,0,0,0,0,2914,1616,533,2,3441,2018,308,11,1381,670,111,4,466,443,68,4,10563,0,5474,0,15.18,3,105.1,5,3,6.67,2
10691,10,442612,307378,106597,362,0,0,0,0,2760,1496,708,1,3533,1833,432,14,1710,690,177,5,468,358,57,5,5245,0,2571,0,16.62,2,266.5,30,16,1.33,15
10791,11,364762,283438,122506,43,0,0,0,0,2144,1399,479,0,2565,1581,444,1,1078,526,138,0,472,366,60,1,620,0,397,0,15.66,0,0.0,24,8,3.16,7
10891,0,351996,292805,120767,213,0,0,0,0,2485,1402,398,0,2353,1185,555,3,1127,433,140,1,398,249,112,2,614,0,317,0,16.94,0,0.0,10,0,0.00,0
10991,1,389453,308608,99076,83,0,0,0,0,3318,1536,324,1,2472,1551,618,5,1366,614,138,2,290,284,162,2,50087,0,18814,0,15.46,182,111.4,0,0,0.00,0
11091,2,497531,309289,68853,2,0,0,0,0,4360,1641,217,0,2589,1529,508,0,1399,625,112,0,282,284,193,0,49238,0,20904,0,15.48,70,94.7,0,0,0.00,0
11191,3,748093,313105,46994,13,0,0,0,0,7524,1841,142,0,5247,1885,323,2,3099,906,56,1,321,314,121,1,22116,0,11779,0,15.14,8,235.6,17,12,2.62,11
11291,4,906940,344666,41090,0,0,0,0,0,8543,2430,209,0,6813,2019,257,0,3975,1059,91,0,414,308,56,0,9681,0,5946,0,15.72,1,211.2,40,10,1.18,9
11391,5,1020640,382930,43780,59,0,0,0,0,10119,2646,215,2,9345,2305,221,1,5355,1184,104,1,514,316,46,0,2325,0,593,0,20.36,2,99.0,186,16,6.81,15
11491,6,940779,430851,49752,309,0,0,0,0,9050,2734,272,10,11422,2283,224,14,7115,1167,95,12,608,292,37,0,5875,0,535,0,17.18,2,151.1,17,1,7.00,1
11591,7,759308,485560,51630,1397,0,0,0,0,5233,2844,229,29,6040,2256,314,24,3015,1013,106,20,608,367,60,0,12309,0,2867,0,15.62,21,117.1,0,0,0.00,0
11691,8,706130,501999,43368,1060,0,0,0,0,4947,2948,167,27,5444,3313,322,33,2610,1349,98,28,664,467,74,0,22880,0,7590,0,15.46,56,138.7,0,0,0.00,0
11791,9,657281,467539,35222,750,0,0,0,0,4867,2750,153,16,5212,3075,237,19,2354,1254,88,15,634,512,57,0,15032,0,5901,0,15.28,5,131.4,11,9,1.17,8
11891,10,647540,429229,29856,281,0,0,0,0,5290,2658,164,7,5018,3126,219,14,2704,1530,89,12,611,460,48,1,3672,0,1352,0,16.39,1,98.7,38,19,3.95,15
11991,11,587053,405115,34796,283,0,0,0,0,3824,2550,216,7,4678,3094,180,8,2214,1529,90,5,512,461,37,2,533,0,479,0,16.94,0,0.0,32,5,13.20,3
12091,0,492367,371889,43405,435,0,0,0,0,3375,2047,293,0,4132,2297,206,6,2020,1091,93,0,471,425,31,1,188,0,0,0,24.63,0,0.0,5,0,0.00,0
12191,1,428159,355179,51817,284,0,0,0,0,2646,1720,242,3,3086,1811,240,11,1446,680,82,3,465,378,29,2,18142,0,3424,0,15.83,36,142.5,2,0,0.00,0
12291,2,377515,351564,49028,146,0,0,0,0,2074,1846,223,0,2435,1934,316,3,1058,790,91,0,382,395,50,1,32618,0,7920,0,15.38,41,130.0,0,0,0.00,0
12391,3,348200,333808,41164,25,0,0,0,0,1936,1754,184,1,1958,2030,283,4,722,826,98,3,360,440,49,1,26501,0,6494,0,15.06,9,290.1,13,8,2.56,7
12491,4,333589,322794,37067,66,0,0,0,0,1741,1773,186,1,1987,1924,194,2,835,773,72,1,339,375,42,1,14956,0,4110,0,15.14,1,451.0,30,16,3.89,13
12591,5,324372,311997,39199,0,0,0,0,0,1985,1535,232,0,1829,1609,177,0,745,621,54,0,326,304,37,0,404,0,344,0,17.13,1,97.0,41,6,10.96,6
12691,6,362558,320189,57202,238,0,0,0,0,2567,1779,501,9,1742,1698,232,11,762,738,120,10,265,281,36,1,412,0,231,0,19.94,2,192.5,3,1,3.75,1
12791,7,438725,332169,93615,385,0,0,0,0,2597,1762,654,9,2037,1443,397,11,915,529,207,10,288,304,35,0,7556,0,1711,0,15.83,10,165.1,0,0,0.00,0
12891,8,453651,361552,108881,479,0,0,0,0,2642,1828,615,31,2820,1736,589,31,1228,627,232,29,333,307,52,1,21707,0,6189,0,15.50,41,133.1,0,0,0.00,0
12991,9,435651,348972,108170,413,0,0,0,0,2864,1924,702,32,2552,2187,786,39,1132,826,329,38,370,400,108,0,14443,0,4315,0,15.16,4,173.9,12,7,0.93,7
13091,10,475188,333290,97841,55,0,0,0,0,3976,2080,668,4,3472,2198,747,6,1778,994,300,4,429,364,122,0,4881,0,2127,0,16.19,0,0.0,28,13,3.08,10
13191,11,549694,325861,105336,31,0,0,0,0,4932,1980,726,0,4087,2200,610,3,2481,1044,294,0,381,332,78,3,1551,0,1029,0,19.76,0,0.0,12,2,1.00,2
13291,0,573392,327556,115489,243,0,0,0,0,5188,1923,663,1,5339,1800,662,2,3230,893,301,0,386,251,84,1,144,0,1,0,23.06,0,0.0,6,0,0.00,0
13391,1,536845,366262,101639,594,0,0,0,0,3851,2068,416,2,4223,1666,667,15,2255,667,208,5,405,291,118,3,48568,0,10859,0,15.57,112,134.7,0,0,0.00,0
13491,2,492214,408462,70818,455,0,0,0,0,3443,2335,234,0,3821,1879,552,7,1993,723,141,0,417,374,117,5,45498,0,16520,0,15.54,72,120.6,0,0,0.00,0
13591,3,454145,429740,50076,478,0,0,0,0,3280,2361,241,1,3339,2546,347,5,1736,1146,109,0,429,386,94,1,19627,0,9592,0,15.34,3,149.3,24,15,2.47,14
13691,4,428497,414109,44441,442,0,0,0,0,3693,2267,257,0,4221,2418,306,6,2437,1062,140,1,447,431,66,2,6918,0,4800,0,15.99,2,140.1,38,17,4.37,13
13791,5,397308,432451,42705,263,0,0,0,0,3426,2559,214,3,3123,2181,252,4,1760,961,103,1,422,415,50,3,1918,0,1174,0,22.14,5,180.3,115,17,5.09,15
13891,6,435685,453271,45946,564,0,0,0,0,3919,2667,206,18,3393,2635,213,32,2115,1266,87,27,301,395,38,2,2952,0,1324,0,17.07,5,82.0,9,1,6.75,1
13991,7,489398,464781,44207,546,0,0,0,0,3596,2640,183,30,2870,2660,282,43,1480,1074,85,37,314,498,51,3,9556,0,2775,0,15.65,21,124.4,0,0,0.00,0
14091,8,555386,451205,35756,371,0,0,0,0,4014,2226,185,16,3446,2416,290,20,1866,932,100,17,332,431,76,0,20809,0,7192,0,15.52,59,137.4,0,0,0.00,0
14191,9,581457,427823,34638,527,0,0,0,0,4040,2086,223,14,3517,2358,229,20,1763,838,95,15,413,493,60,1,13615,0,4961,0,15.25,7,224.1,10,7,1.61,7
14291,10,647495,398994,36338,135,0,0,0,0,4659,2052,189,5,4589,2470,184,9,2210,1031,88,6,512,487,35,1,3260,0,1569,0,15.92,1,123.5,49,16,2.59,16
14391,11,527990,382356,47360,0,0,0,0,0,5204,2192,277,0,6680,2223,216,0,3820,980,120,0,611,415,28,0,453,0,443,0,16.12,0,0.0,23,5,5.85,3
14491,0,471589,383411,54297,53,0,0,0,0,4184,2244,255,0,4009,2331,230,5,2307,1124,81,0,375,428,45,5,129,0,129,0,15.93,0,0.0,14,1,7.75,1
14591,1,469141,367541,55598,61,0,0,0,0,4284,2027,235,0,4068,2273,270,2,2389,1009,69,0,316,436,59,2,20740,0,6446,0,15.57,66,144.5,5,0,0.00,0
14691,2,487828,365228,49464,37,0,0,0,0,4225,2087,184,0,4195,2105,331,1,2392,879,106,0,319,400,76,1,33710,0,9935,0,15.38,45,134.7,0,0,0.00,0
14791,3,474090,363780,42956,41,0,0,0,0,3590,2163,190,0,3671,2183,274,0,2011,935,99,0,340,391,66,0,21550,0,8200,0,15.11,11,161.7,15,12,1.19,12
