step,month,steps_sea,steps_fed,steps_seasonal,steps_never,torpid_sea,torpid_fed,torpid_seasonal,torpid_never,births_sea,births_fed,births_seasonal,births_never,deaths_sea,deaths_fed,deaths_seasonal,deaths_never,young_sea,young_fed,young_seasonal,young_never,grown_sea,grown_fed,grown_seasonal,grown_never,winter,winter_torpid,winter_grown,winter_grown_torpid,winter_temp,entered,fat_in,resolved,lived,moved,fed_end
1891,6,1164920,301694,245377,2745,8777,23116,96443,220,9835,2745,487,28,8520,3209,529,21,4517,1934,136,15,409,275,316,0,3802,1919,576,472,8.10,3,119.7,108,96,0.00,96
1991,7,1212397,261041,240966,3323,13696,17408,54858,744,10349,2396,662,29,9692,2984,818,31,4898,1748,233,15,556,295,404,0,19891,15048,6745,5829,-0.11,58,200.8,0,0,0.00,0
2091,8,1247642,244840,224572,3722,17245,25626,43375,1700,12040,2966,850,44,12047,3216,1098,36,6592,2242,445,21,817,217,389,0,41221,38063,17304,16919,-7.64,90,222.4,0,0,0.00,0
2191,9,1059575,241576,183328,5685,19887,34738,40981,2646,9356,3239,697,75,11922,3815,1227,111,7037,2761,543,89,839,239,375,3,40227,37511,23050,22597,-8.50,3,135.6,11,11,0.09,11
2291,10,813435,199386,145052,4304,16297,36822,39893,2581,6101,2278,472,17,8008,2532,837,38,3820,1737,314,13,804,167,267,5,23222,21761,15804,15582,-9.86,0,0.0,65,58,0.19,58
2391,11,629335,170952,122049,3085,11702,20767,39623,1481,4418,1783,412,9,5569,2528,495,27,2434,1711,160,8,751,157,188,7,5955,5561,3890,3707,-11.30,0,0.0,72,56,0.63,55
2491,0,587615,138963,120135,1166,9260,12928,42908,121,4241,1074,473,6,4110,1298,447,24,1622,769,145,7,577,132,143,4,1858,1637,1789,1605,-7.39,0,0.0,6,4,0.00,4
2591,1,538520,138540,121749,563,8561,15316,77766,48,3664,998,338,2,4424,980,366,10,2056,449,112,3,448,129,110,5,62428,56951,34425,32196,-4.19,332,223.5,5,2,5.38,1
2691,2,507970,154894,121166,285,9248,32103,89388,0,3818,1108,277,0,3407,989,333,3,1444,458,101,0,385,126,89,0,89205,86979,43592,43364,-11.77,71,220.8,1,1,8.00,1
2791,3,509918,180453,122261,295,9221,38264,92031,0,4054,1333,333,0,4111,1092,361,4,1920,546,125,0,426,126,102,2,86113,85081,51992,51656,-14.15,4,146.8,6,4,1.00,4
2891,4,467565,224371,121876,279,7653,41314,95467,0,3706,1890,288,0,4389,1570,389,4,2391,815,138,1,372,170,105,2,76981,76004,57690,57044,-13.49,4,125.1,29,24,1.41,24
2991,5,414609,267818,115565,83,6266,38315,84344,0,3111,2538,275,0,2778,2157,337,3,1162,1254,89,0,329,144,131,1,5316,4984,4858,4619,-8.49,0,0.0,359,289,0.15,287
3091,6,525430,323949,111479,44,5720,22504,42177,0,5083,3403,519,2,3467,3021,536,2,1848,1823,128,2,308,189,228,0,567,326,438,304,1.92,2,52.0,11,8,0.00,8
3191,7,681716,309611,119484,50,5807,14299,26999,46,6537,3000,788,0,4580,3295,713,2,2556,1981,299,1,293,212,199,1,5297,4399,1814,1674,-1.76,10,120.8,0,0,0.00,0
3291,8,787532,305049,117531,57,6842,27229,14576,30,5747,2639,880,1,5662,2798,1008,4,2776,1622,488,2,341,196,169,1,14343,12865,6417,6098,-5.57,41,213.5,1,0,0.00,0
3391,9,778814,267672,94634,136,8398,47367,16545,41,5939,1972,499,1,6467,2542,865,6,3093,1317,383,2,357,252,100,0,17037,15828,6983,6930,-7.31,0,0.0,4,3,0.00,3
3491,10,634313,274534,70809,91,10412,45981,16642,24,4311,2041,373,0,5412,1651,500,3,2378,823,190,0,519,164,101,1,7589,6369,4652,4351,-4.49,0,0.0,31,26,2.14,24
3591,11,581791,352577,63632,116,9115,54687,17695,58,4561,2777,269,0,5047,1876,297,5,2612,951,108,2,568,237,77,2,787,671,640,587,-12.84,0,0.0,16,12,6.46,10
3691,0,493159,440420,65826,0,7519,40161,22619,0,3644,3195,277,0,4152,2764,225,0,1915,1348,59,0,555,303,60,0,425,405,425,405,-12.40,0,0.0,4,1,0.00,1
3791,1,470128,475384,78478,36,7117,20639,42517,0,3813,3827,404,0,3613,3681,270,1,1909,1774,110,0,429,376,55,0,33722,31582,13752,12867,-4.70,114,156.7,0,0,0.00,0
3891,2,465929,497739,88608,2,7580,30189,48185,0,3323,4185,467,0,3570,4212,417,1,1588,2242,200,0,407,459,52,0,47201,46069,21889,21646,-10.81,27,101.1,4,2,5.12,2
3991,3,457879,432431,81083,100,6986,42736,51302,0,3658,3504,394,0,3077,4343,550,1,1468,2254,327,0,350,503,49,1,48332,47660,28679,28460,-13.35,5,225.7,5,4,1.94,3
4091,4,430345,410348,70304,3,6124,44106,52439,0,3676,3539,197,0,4675,3792,225,0,2619,2004,93,0,307,358,42,0,40174,39816,31771,31604,-13.74,1,552.3,16,14,1.50,12
4191,5,401390,405259,78096,0,5161,42774,49369,0,3735,3160,320,0,3407,3046,208,0,1998,1578,65,0,357,255,77,0,2930,2725,2097,1962,-8.02,0,0.0,115,103,1.42,101
4291,6,456366,403895,96299,2,4825,18339,33096,0,4187,3263,535,0,3131,3497,361,0,1637,1870,119,0,310,348,108,0,575,348,200,186,2.00,0,0.0,10,8,0.53,8
4391,7,567125,379812,115435,68,6672,19262,29369,0,4880,3241,719,26,3877,3448,634,24,2070,1787,316,24,278,390,119,0,6881,5225,1202,1084,0.05,8,148.8,0,0,0.00,0
4491,8,607243,321757,111354,274,9536,41014,28731,0,4438,2492,810,87,4370,3286,937,92,1960,1806,449,92,316,345,129,0,27846,25997,7809,7560,-6.13,39,168.5,0,0,0.00,0
4591,9,620372,251856,113008,357,10177,54951,33074,86,5261,1851,953,39,5024,2680,795,37,2620,1331,434,37,342,305,81,0,32103,30363,13718,13615,-8.33,6,86.1,3,3,0.00,3
4691,10,623171,255043,125550,903,10218,51319,36360,427,5222,1932,986,16,4819,1652,917,24,2478,865,559,16,481,194,70,0,12477,11010,6772,6566,-6.86,0,0.0,38,37,0.30,36
4791,11,657623,274261,128397,494,10318,47775,39964,98,5941,2077,790,34,5551,2158,760,44,3069,1248,367,36,429,204,72,2,2077,2026,1614,1614,-11.45,0,0.0,11,10,3.25,10
4891,0,618783,280617,141268,47,9212,28741,48335,0,5733,2116,753,5,6430,2136,609,8,3854,1095,230,7,429,278,114,0,332,310,325,310,-12.26,0,0.0,1,1,0.00,1
4991,1,558997,303472,152065,1,9675,14182,92704,0,4364,2350,581,2,4464,2309,561,1,2274,1173,206,1,417,307,121,0,61083,58195,16150,15322,-4.88,116,146.0,0,0,0.00,0
5091,2,550231,311656,149817,24,10459,31548,110294,0,4548,2375,462,2,4919,2490,490,5,2616,1336,166,3,459,267,104,2,105386,103828,36071,35763,-10.59,68,109.7,1,1,43.25,0
5191,3,485741,319918,145098,6,9884,55636,114535,0,3906,2654,289,0,4209,2251,393,1,2292,1072,114,0,377,344,105,1,109495,108569,57549,57291,-13.33,15,166.4,11,11,3.30,11
5291,4,457460,393797,140121,7,8752,88764,115351,0,3346,3165,226,3,3356,2455,258,3,1574,1243,53,3,409,256,89,0,84001,83616,63300,63035,-13.58,2,121.1,31,24,0.97,24
5391,5,450145,486448,145355,21,6831,95963,97764,2,3984,4669,419,2,3784,3613,427,2,1963,2020,104,2,404,308,177,0,3863,3657,3432,3304,-8.93,2,138.9,151,124,0.67,123
5491,6,488973,553347,154621,143,6424,43821,56600,7,4348,6295,764,2,3735,6589,705,3,2058,4027,237,2,289,480,271,0,525,119,117,105,16.59,1,19.2,5,4,1.25,4
5591,7,527654,460521,165747,853,6456,23591,36683,489,4862,4795,1159,10,4866,5970,1041,11,2797,3680,487,9,296,324,248,0,15040,12960,7635,7123,-2.09,66,136.2,0,0,0.00,0
5691,8,455305,303048,167245,767,6747,24093,26902,505,3290,2518,1122,3,3849,4171,1316,12,1960,2338,618,8,319,239,224,2,27264,25225,13766,13548,-7.05,33,182.9,0,0,0.00,0
5791,9,469821,201045,135691,3065,6985,31419,27919,1616,3616,1335,876,39,3013,2011,1421,16,1384,985,684,11,370,201,199,2,26040,24695,15588,15500,-9.63,2,99.6,4,4,0.50,3
5891,10,464591,217679,92728,4991,7888,30890,25584,2838,3645,1533,410,27,3819,1129,674,44,1963,545,254,21,334,107,88,4,15920,14827,12543,12453,-9.56,0,0.0,27,23,1.20,21
5991,11,428853,259755,76383,3397,6936,35067,24876,1100,3104,1794,295,15,3225,1434,350,45,1624,793,97,13,371,151,89,2,2924,2726,2384,2384,-9.36,0,0.0,67,48,0.19,48
6091,0,417170,289366,76815,757,6358,14545,26252,76,2868,1819,303,0,3328,1775,319,21,1637,914,86,4,359,206,101,6,740,559,431,411,-4.12,0,0.0,5,4,0.00,4
6191,1,357296,305124,77925,151,5242,11235,46374,14,2272,1723,313,0,2525,1654,242,6,1146,688,62,2,307,308,78,1,38338,36351,13024,12406,-4.73,108,156.6,2,1,14.50,1
6291,2,347501,325497,85325,14,4782,14604,48330,0,2194,2048,380,0,2244,1703,379,1,1062,692,174,1,327,298,58,0,47660,46523,22232,21927,-11.26,32,130.6,2,1,36.00,1
6391,3,340205,354815,75524,22,3894,22888,50641,0,2584,2415,221,0,2152,2447,334,2,999,1188,174,0,327,340,41,2,47881,47348,31213,31062,-14.31,5,324.7,6,4,8.81,4
6491,4,417194,365219,73928,0,4266,34700,52794,0,3750,2523,170,0,2810,2262,213,0,1657,1071,80,0,267,358,59,0,40865,40605,33153,32985,-14.28,0,0.0,18,17,1.41,17
6591,5,449893,397457,73823,34,4184,26512,46354,0,4033,3021,178,0,3710,2900,191,1,2090,1593,43,0,270,347,76,0,2014,1996,1810,1796,-9.96,0,0.0,118,101,1.05,100
6691,6,505886,415363,79436,0,4011,12229,30043,0,4744,2909,302,0,4113,2803,266,0,2384,1455,66,0,271,386,116,0,965,438,166,123,9.46,2,309.5,2,0,0.00,0
6791,7,570065,407761,85865,0,5264,11061,22565,0,5082,2688,437,0,4145,3052,354,0,2290,1461,114,0,311,375,122,0,9435,8069,5740,5345,-3.10,51,115.9,0,0,0.00,0
6891,8,620781,360864,90714,19,7298,31580,22109,0,4732,2330,449,1,4367,3016,559,3,2132,1397,211,2,362,461,94,1,22593,21152,9335,9043,-5.53,25,159.7,0,0,0.00,0
6991,9,647766,304385,82528,619,8015,47964,24660,341,5756,1963,398,9,5213,2765,348,9,2829,1289,120,8,389,401,66,0,22852,21893,10924,10807,-9.05,2,266.6,8,7,0.00,7
7091,10,685844,295888,87688,1884,7673,47659,25034,1305,6455,2056,502,28,6483,1752,493,43,3887,851,259,37,454,256,66,0,13325,11795,8116,8046,-7.08,0,0.0,16,16,0.80,15
7191,11,594933,331089,94726,2129,7209,43672,23596,890,5190,2461,544,30,6124,2231,382,65,3450,1290,155,47,491,227,75,4,2919,2352,1399,1355,-2.87,0,0.0,52,35,0.36,34
7291,0,478394,364367,120317,1487,6156,20148,44027,442,3522,2818,556,22,4349,2585,423,46,2201,1437,190,31,427,311,80,0,736,582,671,532,-6.13,0,0.0,5,3,6.33,2
7391,1,440934,378716,135305,489,7304,10365,93565,78,3227,2636,367,17,3090,2723,261,23,1568,1388,90,19,386,322,42,0,70712,66568,21174,20183,-5.21,160,154.1,0,0,0.00,0
7491,2,436507,374218,142689,783,6735,17574,110449,0,3293,2350,296,17,4040,2734,328,46,2266,1442,124,39,326,300,66,2,107926,105796,45284,44854,-10.35,77,138.7,0,0,0.00,0
7591,3,342255,323492,140155,151,5723,24634,115923,0,1960,1799,253,1,2234,2310,294,2,948,975,102,1,363,473,59,0,110354,109522,70632,70331,-14.68,4,292.9,10,9,1.11,8
7691,4,336799,296825,139036,121,5418,35087,119427,0,2067,1740,165,0,1884,1869,238,2,739,756,70,0,346,425,71,1,89062,88354,73705,73360,-13.88,0,0.0,51,48,0.90,46
7791,5,349394,313768,139059,72,4343,28853,98963,0,2496,2258,309,0,2360,1758,261,2,1154,770,49,0,290,339,123,1,3792,3428,2747,2571,-6.61,1,318.9,171,153,0.54,152
7891,6,339529,370012,152721,261,3979,18560,65617,1,2296,2748,548,6,2191,2269,390,3,918,1049,104,3,290,332,185,0,727,573,355,312,-8.64,1,74.7,9,9,0.83,9
7991,7,388278,396385,167989,663,3247,11130,26506,137,3259,2871,717,11,2451,2955,701,10,1307,1441,201,6,249,317,258,0,3342,2539,1707,1530,-1.59,13,100.2,0,0,0.00,0
8091,8,432966,360178,170512,1748,3460,25481,12212,784,3405,2859,982,38,2773,3747,1029,27,1386,1933,384,24,243,415,285,0,12663,10613,3888,3332,-2.33,18,320.6,0,0,0.00,0
8191,9,482155,249661,156008,1590,4054,32590,16911,927,3965,2091,946,13,3838,3117,1226,24,2151,1698,500,14,302,274,250,0,16034,14587,4756,4395,-5.86,2,132.3,7,6,0.12,6
8291,10,463472,233617,131871,554,4393,42922,19817,305,3186,1969,768,3,3464,1848,918,12,1746,1173,376,6,304,176,175,0,5143,4297,2463,2410,-2.61,0,0.0,13,11,0.39,11
8391,11,418381,260812,119047,231,4063,36865,26374,17,3102,2009,581,10,3224,1718,661,10,1449,1055,265,8,400,157,93,1,752,564,442,338,-1.64,0,0.0,13,10,1.10,10
8491,0,426943,292071,127316,134,3473,18312,40732,25,3609,2358,654,3,3163,2286,479,5,1654,1264,180,3,358,267,95,0,297,164,246,164,6.91,0,0.0,1,1,5.75,0
8591,1,439646,288575,145834,313,3760,13265,90006,0,3501,2217,566,13,3855,2379,395,26,2214,1292,133,24,335,239,71,0,68929,65892,24794,23696,-5.54,198,137.3,1,0,0.00,0
8691,2,366972,265102,150646,9,4546,14765,96622,0,2552,1792,539,0,3101,1991,649,3,1438,1083,331,0,272,248,77,0,96418,94589,43958,43727,-11.77,70,130.3,0,0,0.00,0
8791,3,327070,265723,119126,0,5293,25264,98035,0,2242,1750,202,0,2394,2017,595,0,1062,924,226,0,300,331,111,0,92164,91794,59101,58876,-15.07,7,222.8,15,11,1.30,11
8891,4,356954,265553,113146,11,5208,38951,99602,0,3017,1885,221,0,2141,1590,211,2,1012,726,88,2,298,247,68,0,77322,77132,61976,61835,-15.34,1,824.5,33,28,1.18,27
8991,5,430004,317148,120761,2,5063,34710,88485,0,3135,2573,444,0,2423,1899,361,1,1096,957,126,0,237,258,143,0,15412,14789,10499,10137,-8.32,0,0.0,209,169,0.38,168
9091,6,503048,389831,140994,209,4779,26267,53114,15,3804,3261,844,12,2817,2656,590,7,1220,1347,236,6,273,256,193,0,391,129,21,21,13.92,0,0.0,18,15,1.63,13
9191,7,595797,428533,155832,431,4948,18872,34378,75,4814,3364,855,9,4125,3215,851,10,2164,1733,369,4,270,235,229,1,6568,4992,1420,1065,0.43,11,86.5,0,0,0.00,0
9291,8,579432,423546,151099,1517,6285,41395,18853,620,4495,3399,904,38,5244,3797,1078,33,2726,1942,437,27,416,363,199,0,19269,17699,7225,6685,-4.21,39,149.3,0,0,0.00,0
9391,9,505142,371431,138762,3202,6305,70238,23202,1978,3998,3115,933,36,4258,3986,1022,54,2243,2047,435,37,382,456,160,0,22301,20776,10795,10533,-7.31,2,68.0,3,3,1.17,3
9491,10,441386,386317,121842,2077,5065,93826,25110,1083,3532,3171,665,17,4074,2455,960,42,2154,1438,415,21,448,186,89,0,11411,10496,7116,6961,-8.08,0,0.0,35,28,0.79,27
9591,11,410924,459243,104065,1934,4686,82676,27339,415,3990,4192,548,6,3933,3365,560,23,2331,2033,218,7,381,255,85,4,1189,1099,970,941,-12.56,0,0.0,14,11,0.57,11
9691,0,362412,544633,116884,1254,4127,54409,43277,240,2915,5647,624,0,3609,5078,518,17,2127,3164,218,1,342,386,94,3,691,611,611,611,-9.30,0,0.0,0,0,0.00,0
9791,1,355078,554634,137921,355,3968,34245,80292,27,3062,5640,637,1,2506,5726,455,12,1339,3399,217,2,296,493,73,1,68011,63589,21639,20185,-5.00,174,155.3,1,0,0.00,0
9891,2,388820,455143,155583,173,4379,18467,89438,0,2905,4094,627,0,2946,5464,602,4,1638,3272,265,0,252,346,76,2,86614,84899,36963,36525,-10.64,53,154.8,0,0,0.00,0
9991,3,348882,386392,148898,55,5682,35872,93054,0,2463,2874,632,0,2964,3473,940,1,1630,1824,518,0,248,374,94,1,90870,90209,54483,54306,-14.76,5,288.8,7,4,2.75,4
10091,4,324752,386785,121191,0,6712,49748,95069,0,2551,2922,257,0,2162,2602,361,0,1023,1310,150,0,296,326,76,0,76368,75731,60741,60451,-13.83,1,67.6,20,18,2.08,18
10191,5,400854,417931,121527,27,5806,37567,80460,0,4200,3392,379,1,3037,3109,290,0,1880,1625,83,0,280,326,140,0,7453,6907,6496,6044,-7.03,0,0.0,182,151,0.63,150
10291,6,485316,414648,135263,105,5099,25202,58045,0,4937,3397,600,2,4436,3625,438,1,2879,2024,107,1,264,364,202,0,50,50,50,50,-4.89,0,0.0,23,19,1.59,19
10391,7,528512,389755,161761,260,4772,11661,26127,0,4010,3120,1022,6,3683,3671,883,2,1943,2046,361,1,267,356,228,0,4953,4202,3516,3172,-0.26,33,120.0,0,0,0.00,0
10491,8,520917,342750,160848,493,5707,27327,14525,30,3900,2493,1164,12,3987,3095,1373,12,1878,1558,614,10,290,315,218,0,15423,13215,7058,6408,-2.90,29,170.3,0,0,0.00,0
10591,9,491155,320956,122538,1019,6936,44352,16710,259,4122,2188,792,20,4416,2427,1214,15,2437,1177,594,13,395,281,131,0,15110,13865,7021,6767,-6.63,3,137.0,13,11,0.55,8
10691,10,452503,316061,86261,1638,7503,52508,16686,554,3411,2097,459,39,3440,2272,764,39,1885,1221,343,33,368,234,109,0,7058,6257,4685,4683,-6.37,0,0.0,14,14,0.95,14
10791,11,452965,298815,73875,1052,7593,33167,15395,132,3599,2024,259,28,3493,2165,307,34,1935,1061,95,30,329,310,77,0,789,681,473,450,-6.81,0,0.0,37,29,0.72,27
10891,0,451478,288931,77091,321,6795,15511,27871,50,3454,2187,301,0,3389,2395,246,8,1889,1222,70,5,336,303,77,0,245,215,236,215,-5.49,0,0.0,1,1,2.75,1
10991,1,415268,279891,87626,42,5871,7934,54578,0,2952,2021,259,0,3288,1934,195,5,1662,929,60,2,369,291,48,2,42949,39501,19605,18647,-3.74,156,142.8,1,0,0.00,0
11091,2,412186,281188,93185,145,5292,10332,65928,0,3150,2020,325,1,2899,2364,343,12,1480,1208,154,3,393,272,62,0,65222,63806,32594,32193,-10.16,35,190.3,0,0,0.00,0
11191,3,418432,273378,90461,244,6078,19902,70406,0,3630,2023,229,0,3473,2155,393,6,1969,1101,215,1,381,260,59,1,65119,64470,41662,41550,-14.66,4,463.9,9,8,1.78,8
11291,4,393133,275999,84870,146,6801,30401,71572,0,3370,1740,146,0,3390,1638,176,8,1907,786,60,0,286,202,57,0,54722,53782,45456,44858,-12.69,1,59.1,14,13,0.62,13
11391,5,397473,304201,87948,38,7253,22378,61415,0,3498,2343,235,0,3149,2133,197,1,1903,1009,77,0,279,280,66,0,1706,1435,1516,1256,-3.69,0,0.0,164,144,0.71,143
11491,6,412125,357241,101903,0,6929,20450,39884,0,3022,2721,446,0,2872,1989,319,0,1529,1039,108,0,314,214,123,0,526,261,254,240,3.03,0,0.0,8,7,2.68,7
11591,7,436699,408964,127347,0,6779,18780,26390,0,3137,3441,816,0,2742,3184,518,0,1334,1813,217,0,269,295,156,0,6692,5210,1506,1251,-0.34,14,131.5,0,0,0.00,0
11691,8,445034,398294,151155,0,7344,23962,32668,0,3919,3062,958,0,3704,4215,965,0,1966,2249,510,0,363,400,141,0,34883,31383,6103,5451,-5.45,33,133.0,0,0,0.00,0
11791,9,488372,274497,156785,8,7648,31083,35701,0,5096,1893,1021,0,4122,3030,1019,2,2482,1453,505,0,368,392,135,1,34418,32924,9202,8961,-8.10,7,110.1,7,7,0.00,7
11891,10,598508,222055,147898,39,7499,41982,35889,0,6217,1527,972,6,4948,1351,1055,11,3159,668,497,11,309,226,134,0,17485,16712,6547,6461,-9.88,0,0.0,26,23,1.16,23
11991,11,612438,253476,158849,105,7316,32639,39276,0,4860,2111,1058,24,5541,2154,867,31,3099,1350,421,31,337,178,142,0,2350,2116,626,591,-6.79,0,0.0,21,16,1.97,15
12091,0,510055,282275,180900,16,9575,14122,68725,0,3293,2251,1001,4,4138,1861,912,5,1972,1060,412,4,362,193,131,0,267,239,197,183,-9.12,0,0.0,1,0,0.00,0
12191,1,430848,331569,189791,69,9972,17903,124569,0,2902,2461,850,0,3290,1943,765,1,1448,1039,377,0,441,237,103,1,98270,90607,24284,22590,-4.60,175,148.6,0,0,0.00,0
12291,2,405072,371041,184406,77,10021,25625,140053,0,2877,2675,668,0,2738,2743,851,2,1225,1395,486,0,451,284,93,2,139743,135425,57554,57213,-10.22,117,123.5,0,0,0.00,0
12391,3,405269,351920,183770,4,9736,55018,151933,0,2923,2398,567,0,2989,2710,659,1,1503,1389,367,0,386,352,73,0,144241,143451,85929,85776,-15.00,7,235.4,16,11,0.20,11
12491,4,385914,374439,179262,28,9925,68378,153277,0,2822,2437,403,5,2623,1887,402,6,1223,805,187,5,302,298,96,1,120078,118923,91444,91168,-13.47,1,26.1,69,60,0.21,59
12591,5,413067,444382,189999,44,9113,46860,128068,0,3237,3403,646,8,2772,2706,508,11,1380,1248,156,9,336,434,219,1,12425,11496,10010,9431,-6.74,0,0.0,199,167,0.62,165
12691,6,465988,520433,208698,0,8610,36294,93110,0,4288,4148,917,0,3468,3625,860,0,1853,1806,290,0,312,409,308,0,288,256,279,256,-9.47,1,7.6,14,13,0.23,13
12791,7,505454,491379,210020,0,9300,21831,37391,0,3727,4099,1257,0,3606,4831,1525,0,2025,2662,672,0,268,432,345,0,9429,7530,5080,4210,-1.14,35,165.3,0,0,0.00,0
12891,8,491655,452883,194419,37,9828,32934,23726,36,3945,3421,1322,0,3949,4310,1485,1,2053,2171,627,0,324,444,327,1,23876,22037,12425,11883,-5.45,42,142.0,0,0,0.00,0
12991,9,525501,366214,160679,47,10770,55008,26129,44,5129,2356,1024,0,4155,3165,1492,2,2361,1534,671,2,421,323,208,0,25530,24005,14972,14897,-8.26,1,155.3,11,10,1.15,9
13091,10,539234,335742,116129,161,10137,75607,27154,4,5340,2152,700,21,5906,1969,1123,25,3753,927,501,23,376,261,159,0,13538,12527,10670,10441,-7.90,1,46.2,24,22,0.68,19
13191,11,474299,397937,100759,314,8684,55293,26778,1,4131,2953,507,26,4265,2172,511,34,2385,1033,218,26,355,322,84,2,2027,1699,1710,1483,-4.19,0,0.0,43,38,0.62,38
13291,0,461174,464134,113288,266,7293,40032,48215,1,4346,4214,493,20,4613,3910,310,26,2912,2349,95,24,360,341,100,0,176,137,163,137,-8.38,0,0.0,2,1,0.00,1
13391,1,428520,482107,131023,137,6501,21095,72218,0,3407,4258,513,12,3528,4870,445,16,1909,2985,160,15,356,372,101,0,59810,53215,17811,16593,-3.91,146,146.6,2,1,19.00,0
13491,2,410908,407725,135003,211,6523,27742,86184,0,3298,3114,574,5,3214,3816,608,11,1566,1939,296,8,374,449,90,1,85541,83343,33700,33276,-10.23,38,118.6,0,0,0.00,0
13591,3,417409,347404,133520,69,7092,45576,92187,0,3398,2228,578,3,3158,2554,649,9,1667,1240,364,6,329,361,86,1,84462,83860,51324,51235,-15.31,9,241.1,9,5,0.65,5
13691,4,426603,332420,120548,7,6406,48565,92745,0,3102,2066,381,1,2820,2051,533,2,1204,905,249,2,293,378,91,0,65637,64857,52210,51627,-12.76,1,192.1,29,25,0.95,25
13791,5,471702,368627,118651,41,6548,40606,74195,0,4173,2845,467,6,3159,2386,429,12,1585,1121,146,9,303,378,154,0,5813,5278,5104,4624,-6.39,1,134.2,134,102,1.14,102
13891,6,566474,430490,127585,54,6724,31205,57191,0,5465,3700,668,7,4678,3282,617,9,2736,1958,239,9,334,330,208,0,845,500,174,148,3.17,0,0.0,21,16,1.52,15
