step,month,steps_sea,steps_fed,steps_seasonal,steps_never,torpid_sea,torpid_fed,torpid_seasonal,torpid_never,births_sea,births_fed,births_seasonal,births_never,deaths_sea,deaths_fed,deaths_seasonal,deaths_never,young_sea,young_fed,young_seasonal,young_never,grown_sea,grown_fed,grown_seasonal,grown_never,winter,winter_torpid,winter_grown,winter_grown_torpid,winter_temp,entered,fat_in,resolved,lived,moved,fed_end
3091,6,670198,385832,110515,253,7806,19046,41951,29,4873,3444,526,1,4760,3135,509,2,2283,1680,145,1,486,226,196,0,2312,1993,803,711,-9.03,0,0.0,12,11,0.00,11
3191,7,691097,396954,112260,1079,8157,17761,30802,162,4466,3647,534,16,4261,3584,652,3,1752,2027,226,1,523,269,186,1,7720,6137,3685,3155,-5.08,22,172.9,0,0,0.00,0
3291,8,663943,387921,105122,1536,9286,32746,23351,526,4491,3499,536,3,5086,3820,642,3,2252,2243,231,0,517,254,135,0,25442,22438,8657,7968,-5.88,34,206.4,0,0,0.00,0
3391,9,609174,325916,99718,1406,9379,53093,26136,387,4971,2507,597,2,5010,3196,736,4,2534,1820,305,0,556,288,130,0,25740,24501,10858,10613,-9.75,1,124.4,7,7,0.14,7
3491,10,565258,319941,80179,876,8841,47787,25256,339,4656,2509,379,1,5085,2347,568,7,2739,1280,252,0,601,246,82,2,11667,10591,7620,7235,-9.79,0,0.0,24,21,0.95,21
3591,11,522657,347790,72789,425,7584,45712,24124,101,4063,2420,343,1,4270,2299,322,7,2220,1238,111,1,415,258,78,4,3127,3034,2482,2436,-19.44,0,0.0,27,22,0.49,21
3691,0,463633,365423,79336,32,7261,36976,29418,0,3423,2136,364,0,4238,2288,305,2,2258,1072,122,0,412,328,70,2,2171,1947,1715,1516,-11.63,0,0.0,4,0,0.00,0
3791,1,429201,330851,89978,51,6735,14365,50939,0,3358,2112,374,0,2948,2439,302,1,1427,925,88,0,362,379,89,0,39212,34801,10804,9723,-3.49,78,173.0,0,0,0.00,0
3891,2,455142,340624,94004,119,7620,34966,63023,0,3191,2361,273,1,3069,2137,315,2,1526,1015,99,0,314,379,70,0,62684,60841,22636,22391,-10.33,47,129.0,3,1,17.25,0
3991,3,474452,350990,99976,367,7300,50078,69208,0,3466,2410,321,7,2918,2315,266,11,1327,1052,86,7,305,300,59,0,64014,62560,32213,31893,-12.02,0,0.0,7,5,0.45,4
4091,4,513655,386306,102860,603,7344,68628,73565,0,3481,2593,351,17,3068,2219,359,9,1486,898,108,7,343,366,67,0,50646,48739,35464,35305,-11.64,0,0.0,26,22,0.61,22
4191,5,559723,445667,111687,461,6311,61381,68226,0,4363,3593,447,13,3814,3315,386,25,1949,1790,157,24,410,287,82,0,5234,4481,3268,3111,-4.82,1,30.8,87,79,1.40,79
4291,6,623665,459842,132379,752,5686,22133,41953,15,4224,3924,844,17,3261,3907,635,7,1383,2025,245,5,465,384,178,0,2291,1407,589,423,4.55,2,132.6,5,3,5.42,3
4391,7,688006,434318,142752,1875,6166,21246,33933,488,4270,3343,799,11,4052,3889,849,4,1811,1942,345,3,453,442,157,0,11194,8480,3194,2583,0.15,15,170.8,0,0,0.00,0
4491,8,635687,343735,134798,2044,6354,42792,30693,1106,3965,2468,732,1,5028,3235,859,4,2274,1705,375,0,512,320,140,0,29575,27954,11667,11064,-6.03,52,133.9,0,0,0.00,0
4591,9,547775,275561,109968,1514,8150,60185,30646,873,3779,1712,488,0,4385,2607,742,12,2108,1334,279,0,574,369,126,6,26487,25943,14794,14568,-9.12,5,49.7,18,14,0.00,14
4691,10,490224,270623,99235,1015,9406,61422,30109,818,3584,1710,434,1,3391,1365,500,4,1642,643,175,1,549,209,86,3,13096,12843,8865,8780,-10.20,0,0.0,33,28,0.38,27
4791,11,531615,313760,100897,878,9921,50435,29358,431,3984,2231,486,1,3076,2047,409,2,1388,1180,155,1,472,216,89,1,2406,2329,1872,1821,-11.33,0,0.0,22,15,1.40,14
4891,0,534644,336456,108154,508,10735,20785,34754,78,3854,2141,378,0,4476,2023,359,4,2344,1001,107,0,358,348,99,3,906,658,810,617,-1.46,0,0.0,1,1,17.75,1
4991,1,500668,369601,113380,220,11898,10983,69724,0,3525,2241,288,2,3430,1961,295,4,1598,911,82,0,394,345,91,4,52154,48296,17172,16165,-3.76,131,138.1,1,0,0.00,0
5091,2,544649,336689,114224,257,10511,22379,75649,0,4062,2279,252,13,3330,3096,276,13,1669,1472,81,12,357,419,81,1,74639,73389,35427,35222,-10.59,65,156.2,0,0,0.00,0
5191,3,531627,272471,107836,519,9593,34451,77933,0,4297,1941,189,14,4696,2413,358,15,2545,1171,148,15,396,471,103,0,74301,73470,50749,50581,-13.35,10,141.7,13,12,2.04,11
5291,4,486177,272040,98567,313,8598,44170,77558,0,3838,1894,143,7,4155,1837,265,5,2233,853,96,3,439,279,96,0,58308,57044,48708,48340,-13.04,5,82.8,45,44,0.66,42
5391,5,462475,287509,92177,226,7545,34102,67026,0,3400,2302,187,3,3410,2412,239,5,1707,1336,57,4,405,261,121,0,3328,3124,2797,2674,-8.27,0,0.0,133,111,1.07,110
5491,6,462284,289118,91597,392,7343,11228,35857,12,3447,2314,277,1,2967,2416,276,1,1429,1260,50,0,367,258,169,0,580,430,329,278,-2.30,2,341.8,15,13,0.77,13
5591,7,522750,297700,95286,478,7743,11918,20192,151,4112,2385,381,8,3445,2066,352,0,1792,1066,85,0,350,232,166,0,8199,7147,2815,2556,-2.11,22,219.5,0,0,0.00,0
5691,8,509313,344755,100543,1329,8795,29887,19039,585,3755,2520,438,3,4179,2246,429,1,2215,1270,129,0,370,214,155,0,19662,18377,6187,5957,-5.88,21,130.4,0,0,0.00,0
5791,9,469281,294237,104064,1231,8312,46791,22013,705,3821,1880,582,2,3909,3244,614,2,2094,1424,227,0,392,395,122,0,22120,21276,8709,8619,-8.94,2,132.0,1,1,0.00,1
5891,10,451614,245145,94798,1226,8087,38727,22198,744,3617,1558,529,1,3609,1496,631,5,1947,702,246,1,460,166,115,0,10689,10084,6850,6673,-9.08,0,0.0,17,14,0.96,14
5991,11,501578,260333,99487,847,7656,34767,25694,181,4478,2020,604,4,3481,1752,455,11,1854,921,172,4,389,201,75,4,1036,796,542,477,-4.76,0,0.0,28,17,1.47,16
6091,0,566633,294909,124591,434,7125,22059,41994,43,5150,2207,652,0,4584,2086,488,8,2656,1135,154,3,368,239,90,4,529,395,325,290,-0.59,0,0.0,1,0,0.00,0
6191,1,577472,276371,139333,279,7860,11005,85859,31,4556,1912,533,2,4794,2346,467,2,2472,1287,195,0,352,275,61,0,56713,53447,15436,14721,-4.85,117,124.7,2,0,0.00,0
6291,2,546387,296275,135312,173,9167,21214,99639,0,4183,1943,348,2,4209,1525,492,3,2068,691,224,1,379,241,48,1,97092,94869,36013,35811,-9.41,77,133.6,4,1,0.00,1
6391,3,549072,337582,127309,85,9242,40172,104589,0,4608,2077,284,9,4063,1880,362,8,2129,867,140,7,401,249,71,0,101099,99409,60788,60440,-12.70,9,93.0,7,7,1.14,7
6491,4,599122,378944,124195,76,8884,52127,105785,0,5214,2310,243,1,4418,1810,291,4,2331,827,141,3,405,310,64,0,74470,73738,59407,59162,-13.30,0,0.0,59,51,0.24,51
6591,5,684602,443511,123351,527,8270,36874,85410,54,5961,3418,233,11,4996,3077,272,3,2805,1779,73,3,348,280,110,0,4419,4135,3519,3385,-7.86,0,0.0,127,105,0.97,99
6691,6,743918,461593,125293,1319,8178,19718,45984,298,5999,3770,434,10,5962,3965,430,8,3351,2134,123,0,399,459,208,0,584,279,177,150,7.39,0,0.0,9,7,3.82,7
6791,7,682834,415505,125773,1559,8934,14387,23069,1006,5238,3453,476,7,5927,4265,513,5,3114,2373,143,0,483,570,205,1,5585,4036,1815,1504,1.00,10,187.2,0,0,0.00,0
6891,8,613421,351378,123377,1764,10287,33119,18057,1097,4770,2728,685,13,5396,3186,807,14,2897,1684,280,6,582,462,256,1,19040,17261,5435,5272,-4.40,29,165.9,0,0,0.00,0
6991,9,511025,304130,106625,1502,10662,49212,19204,1033,3588,2121,587,10,4343,2883,800,15,2244,1454,290,9,486,327,213,1,17039,16310,6989,6891,-7.64,3,135.3,5,5,0.00,5
7091,10,458533,312390,86121,1654,10586,62880,19219,1151,3369,2207,385,6,3529,1687,637,19,1671,864,248,6,537,192,115,5,10061,9371,5416,5259,-6.97,0,0.0,18,16,0.81,15
7191,11,462487,375019,68953,994,10330,48752,16333,419,3535,2601,343,4,3428,2180,471,11,1756,1158,178,5,436,231,85,4,1295,1060,758,705,-2.29,0,0.0,19,14,1.70,13
7291,0,411469,381516,69170,1171,9615,22327,21513,193,2801,2606,285,8,2990,2975,295,12,1333,1455,84,6,363,335,76,3,342,214,205,113,2.30,1,198.7,0,0,0.00,0
7391,1,433499,324923,72102,466,8482,10502,41389,26,3154,2224,250,5,2815,2796,205,11,1427,1454,72,4,331,362,38,2,32202,30079,10587,10021,-3.54,89,106.8,0,0,0.00,0
7491,2,434915,284926,73675,335,7545,12845,46641,0,3639,1782,207,5,3510,2440,255,12,1986,1242,85,6,337,425,56,3,44735,43612,19968,19654,-9.94,39,108.0,0,0,0.00,0
7591,3,450033,240963,68400,265,7125,19407,50750,0,3438,1426,204,9,3079,1759,328,12,1616,783,128,10,269,399,75,0,47636,47139,29211,29107,-13.40,9,97.4,9,7,2.25,7
7691,4,487826,248728,70209,483,7152,27435,53361,0,3767,1783,275,15,2949,1482,299,15,1519,721,159,13,309,269,48,0,37934,37528,29098,29072,-13.36,0,0.0,28,25,1.13,25
7791,5,554419,285862,72860,881,5621,26361,46995,31,4658,1948,370,19,3726,1564,353,16,1883,819,183,10,399,228,84,1,2707,2352,2258,2181,-5.33,0,0.0,86,69,1.19,68
7891,6,669816,343512,84067,1145,5034,13854,30015,193,6170,2414,488,15,5015,1943,383,27,2752,890,143,20,450,266,114,1,753,313,191,143,10.54,1,143.2,14,8,0.44,8
7991,7,736641,378918,89291,383,5729,15201,14223,99,6392,3004,542,7,5392,3007,603,12,2784,1637,261,9,444,319,124,1,4482,3558,1362,1218,-0.80,7,113.2,0,0,0.00,0
8091,8,754265,324853,81345,367,7682,31847,18193,139,6110,2185,449,1,6458,3177,561,2,3461,1617,233,1,388,398,107,0,18476,16103,4702,4267,-3.58,16,210.8,0,0,0.00,0
8191,9,709724,271189,80815,386,9621,42332,24710,189,5083,1653,422,1,5621,2079,468,2,2856,951,194,0,478,313,68,2,24532,22846,7170,6896,-7.09,1,84.1,1,1,6.00,1
8291,10,626449,275171,89477,581,9922,41773,27572,268,4173,1682,528,2,4890,1549,409,8,2172,706,162,3,562,236,64,3,12619,11617,5163,5068,-7.83,0,0.0,14,13,1.12,12
8391,11,537513,281217,97574,98,8946,35224,25453,30,3846,1872,462,0,4494,2024,465,6,2240,1041,220,0,533,273,51,0,3121,3057,2255,2239,-11.17,0,0.0,9,8,1.22,8
8491,0,477630,288831,105661,23,7506,16738,33587,3,3113,1998,501,0,3846,1981,332,2,1809,944,121,0,513,309,48,1,485,369,348,277,-3.58,1,91.1,1,1,7.00,0
8591,1,418487,307724,119092,330,8107,22523,65031,6,2770,2029,499,8,2698,1854,470,9,1146,849,186,5,417,273,89,2,40439,38342,11684,11228,-3.84,88,134.1,0,0,0.00,0
8691,2,421883,342763,119966,456,7222,44892,71486,0,3087,2302,456,7,3062,2005,514,12,1439,944,229,9,386,284,85,0,70353,68765,32265,31877,-9.45,115,126.6,1,0,0.00,0
8791,3,388128,367322,103993,252,6840,65307,73902,0,2596,2034,389,5,2944,1930,527,7,1428,748,261,3,340,315,84,0,69541,68994,43676,43630,-13.73,5,94.4,16,13,0.77,12
8891,4,354251,394913,111381,353,6152,84700,75654,0,2460,2268,412,17,2427,1909,329,19,1191,735,163,18,273,305,66,0,53323,52726,39143,39030,-13.26,0,0.0,73,71,0.50,69
8991,5,397406,442569,116094,384,6563,60519,66998,5,3260,3187,416,13,2523,2656,368,11,1286,1228,149,9,288,366,103,0,2883,2610,1234,1173,-6.68,0,0.0,113,92,1.26,91
9091,6,512780,480621,128721,495,5765,28231,48775,48,4210,3493,595,16,2619,3250,474,18,1319,1552,161,15,279,399,171,0,605,189,121,100,13.01,1,7.8,7,4,2.31,4
9191,7,638666,523465,140368,698,6258,19107,38988,380,4972,4047,782,7,4119,3482,696,5,2209,1720,285,3,268,447,174,0,22587,19347,9394,8486,-1.49,65,141.7,0,0,0.00,0
9291,8,682737,430398,143444,857,6803,37707,41887,355,5284,3441,824,17,5069,5891,945,16,2668,3247,503,11,359,562,116,1,43158,40323,18524,17921,-5.93,30,124.6,0,0,0.00,0
9391,9,569548,306790,132781,975,7997,60078,45912,585,4989,2289,606,12,6398,2732,641,25,3816,1348,270,15,505,474,129,1,41761,40354,24301,23923,-9.76,7,155.3,7,7,0.39,6
9491,10,530767,317645,134961,508,7887,73659,46609,341,4659,2435,598,3,4782,1915,591,13,2850,1080,251,4,500,206,120,1,24913,24018,20168,20101,-10.38,0,0.0,22,17,0.37,16
9591,11,484656,389471,136845,349,6404,71747,38539,147,3737,3320,696,2,3741,2754,623,3,1905,1592,243,1,528,290,133,0,2851,2811,2551,2527,-9.11,0,0.0,65,54,0.46,53
9691,0,484066,441932,156141,344,5082,35313,54567,78,3291,3629,814,12,3251,3594,606,9,1544,1927,239,9,418,337,133,0,604,507,168,134,-6.08,0,0.0,9,9,0.94,8
9791,1,482538,404487,171736,374,4966,21641,99412,16,3494,2980,642,11,3527,3622,527,14,1747,1945,195,11,348,281,107,2,71717,67583,20862,19905,-4.92,174,123.8,0,0,0.00,0
9891,2,434070,340717,174405,114,5438,23835,115794,0,2982,2257,496,4,3615,3120,575,7,1798,1549,202,4,415,412,129,1,113132,109202,39525,39061,-9.41,85,134.1,0,0,0.00,0
9991,3,395693,279251,153524,364,5589,38737,123796,0,2819,1732,350,14,2926,2212,656,14,1477,938,284,11,380,409,136,0,115026,114240,61728,61616,-14.15,13,96.4,14,14,1.14,14
10091,4,350828,270362,144116,331,5624,49621,126483,0,1990,1697,251,4,2280,1426,237,6,1088,606,66,5,284,260,99,0,89063,87642,64175,63869,-13.38,1,4.0,58,55,0.67,55
10191,5,350021,306876,143417,378,5820,37097,98141,8,2301,2218,434,4,2155,1702,481,8,1132,766,132,5,272,250,212,0,7741,7153,5975,5621,-7.17,0,0.0,181,153,0.89,152
10291,6,375783,348688,148236,538,6389,27035,64245,143,2953,2789,742,13,2389,2572,698,6,1315,1234,233,5,294,335,288,0,821,354,100,100,9.52,1,104.0,19,12,0.90,12
10391,7,426946,330020,146634,902,5360,12593,25088,294,3208,2744,852,12,2786,3525,895,17,1612,2001,375,13,326,276,236,1,8474,6598,2951,2600,-0.06,26,202.0,0,0,0.00,0
10491,8,436468,246220,135189,867,5631,25076,18376,318,3225,1696,785,13,3061,2472,1007,12,1640,1223,398,9,320,272,215,0,19381,17576,6599,6225,-4.28,20,149.9,0,0,0.00,0
10591,9,475257,213215,118100,847,6314,34104,22485,590,3675,1386,558,11,2974,1630,701,13,1571,789,272,9,304,208,127,0,20822,19614,9291,8994,-7.90,1,146.4,7,7,0.32,7
10691,10,512971,217604,98005,1047,7261,49074,24400,717,3929,1273,354,7,3513,1096,599,5,1841,537,212,3,345,152,99,2,13758,13269,8605,8475,-8.39,0,0.0,14,14,0.38,13
10791,11,517309,255383,87910,945,6765,38834,21016,290,3837,1789,362,2,4222,1574,355,11,2275,894,91,7,412,188,97,1,920,694,508,411,0.77,0,0.0,26,20,0.86,20
10891,0,449663,282725,97326,655,5489,19406,32050,71,3294,2108,429,1,3763,1822,336,4,1942,936,105,0,477,215,94,2,16,0,0,0,16.56,0,0.0,2,2,0.00,2
10991,1,440342,323963,106826,435,5355,13617,52614,0,3202,2437,381,2,2700,2157,358,7,1244,1210,136,2,397,266,73,3,39825,37136,18206,17281,-3.64,161,114.2,0,0,0.00,0
11091,2,510779,347501,105945,69,5825,17995,54529,0,4220,2397,382,0,3182,2415,401,2,1669,1262,146,0,336,289,71,2,53035,51874,28225,27953,-10.43,44,130.0,0,0,0.00,0
11191,3,561769,344465,100671,41,5858,33554,57538,0,4730,2477,405,0,4455,2704,600,1,2563,1359,288,0,308,350,89,1,55273,54829,37786,37710,-14.76,12,114.5,11,8,2.28,8
11291,4,603086,340615,91328,166,6603,50321,59166,0,5383,2548,279,7,4543,2393,316,7,2588,1280,130,5,387,335,67,1,45250,44859,37231,37151,-13.06,0,0.0,31,28,2.40,25
11391,5,690532,389700,97353,338,6458,34952,56462,12,6718,3253,399,3,5588,2685,312,2,3312,1482,121,1,399,360,93,1,2556,2410,2203,2142,-6.56,0,0.0,165,135,1.30,131
11491,6,720096,441739,120852,405,7423,26566,46372,58,5970,3826,620,6,6313,3797,408,7,3586,2233,135,4,464,321,122,0,310,150,117,100,9.70,1,143.6,10,9,0.42,9
11591,7,616501,426080,142900,418,7477,19522,33203,188,4597,3439,831,14,5903,3917,717,16,3118,2229,271,13,480,346,160,1,11091,8825,3891,3214,-0.58,35,137.5,0,0,0.00,0
11691,8,515450,425824,141928,427,8193,50632,42084,71,3780,3076,720,17,3965,3390,886,18,2000,1607,377,15,470,448,140,2,43310,40187,12616,12032,-5.63,59,126.0,0,0,0.00,0
11791,9,526246,392716,127841,429,9532,79822,48789,202,4018,2626,648,9,3808,2873,755,13,2078,1430,305,8,434,371,122,0,46422,44844,20069,19603,-8.03,2,136.5,6,6,0.38,4
11891,10,517866,388661,112635,152,9861,92441,49135,79,4282,2665,521,2,4193,2549,686,7,2257,1503,297,4,466,239,116,1,18586,17503,11306,11121,-7.70,0,0.0,47,39,0.56,38
11991,11,497693,420812,116816,90,8897,72718,38216,44,3880,2913,674,2,4141,2599,624,4,2251,1365,293,2,433,338,119,1,1029,1010,824,824,-12.41,0,0.0,42,29,1.32,29
12091,0,476766,427326,125351,52,8259,34056,46983,0,3474,3115,627,0,3098,3477,581,2,1418,1799,222,0,378,620,141,0,441,400,427,400,-10.41,0,0.0,2,2,0.12,2
12191,1,465542,381846,124917,64,7878,16358,64852,6,3158,2552,490,1,3564,3211,526,3,1816,1558,185,1,398,503,111,2,49917,44710,13558,12580,-3.14,112,130.6,0,0,0.00,0
12291,2,425084,334452,116438,236,7212,20868,72752,0,2770,2163,405,8,2854,2656,555,8,1278,1159,217,5,368,417,126,1,72289,70306,27530,27183,-10.25,50,122.9,0,0,0.00,0
12391,3,418618,316927,99115,333,7194,39993,75436,0,2832,1937,264,12,2862,2002,527,14,1333,798,243,10,372,342,91,2,70648,70078,41787,41689,-15.08,5,152.7,9,8,0.19,8
12491,4,402736,322103,87815,369,6671,54849,76053,0,3019,2098,145,0,2992,1972,251,19,1614,902,87,5,329,296,78,1,59586,58811,44417,44211,-12.25,1,68.1,26,25,1.23,24
12591,5,392003,354515,91654,667,5352,34888,67231,5,2774,2784,304,26,2755,2293,248,20,1404,1052,78,16,311,354,108,0,2549,2389,2299,2198,-6.81,0,0.0,119,95,1.33,92
12691,6,402753,395352,106688,753,4996,25381,44367,57,3171,3204,587,19,2813,3003,452,24,1536,1573,165,20,320,330,157,1,1084,483,200,200,8.42,0,0.0,13,12,1.44,12
12791,7,433112,375647,111887,974,5423,11829,14105,274,3360,3134,665,17,3140,3782,773,23,1820,2080,327,17,343,314,164,1,4672,2726,1434,829,3.69,12,224.6,0,0,0.00,0
12891,8,402634,321269,108834,800,6629,22030,11361,422,2638,2419,742,3,3004,3236,747,14,1582,1594,325,9,296,322,135,2,11453,10039,3411,3007,-4.20,8,165.3,0,0,0.00,0
12991,9,362516,277862,108081,1177,7714,33166,14230,1021,2063,1753,679,10,2160,1951,679,7,1005,903,333,2,322,231,88,0,14139,13237,5438,5228,-7.05,2,129.3,2,2,2.75,1
13091,10,364271,266836,107160,1485,7335,46411,14254,1082,2563,1501,583,7,2363,1552,593,10,1177,722,229,4,372,244,89,1,6710,5896,3952,3797,-5.88,0,0.0,7,6,3.33,6
13191,11,376112,267200,116512,1303,7443,27257,15639,605,2507,1436,688,3,2263,1449,594,14,1065,583,264,0,381,226,88,3,783,679,700,633,-5.14,0,0.0,13,12,3.02,12
13291,0,426254,289439,129741,1051,7781,14903,47639,365,3334,1798,659,4,2546,1501,511,16,1295,686,188,3,340,253,89,7,111,100,109,100,-6.69,0,0.0,0,0,0.00,0
13391,1,464552,308351,150659,419,7933,12399,97349,0,3891,1896,579,4,3411,1939,413,16,1819,1004,201,4,336,283,64,10,75281,69766,19929,18667,-3.61,155,132.4,1,0,0.00,0
13491,2,536645,331206,163525,639,7674,23738,117873,0,4570,2124,623,8,3357,1961,729,17,1677,845,403,7,331,315,79,0,111893,109000,45651,45072,-10.17,93,114.2,0,0,0.00,0
13591,3,583148,347830,154499,357,6780,45659,122647,0,5046,2319,461,14,5412,2433,493,17,2907,1198,259,14,386,362,67,2,117208,116591,71719,71546,-14.67,13,101.3,20,18,1.44,18
13691,4,594877,357479,148586,394,6744,52744,123027,0,5196,2599,380,9,4248,2344,477,13,2334,1175,250,11,326,328,84,0,89721,89040,72258,71940,-13.10,0,0.0,66,61,0.40,60
13791,5,597738,406711,154964,263,6557,46532,108825,0,4851,3437,466,9,5117,3015,428,8,2904,1528,161,7,369,374,160,0,6399,6163,5240,5089,-7.00,0,0.0,164,134,0.82,134
13891,6,559209,439470,163641,296,7492,25047,72188,57,4061,3711,631,4,4437,3721,566,7,2357,2157,153,6,453,312,267,1,266,136,236,136,6.62,3,117.6,9,5,0.85,5
