run,lineage,light,where,bodies,born_size,share
breath 0.003,1888,0,water,221,48,0.1493212669683258
breath 0.003,1888,0,water,221,52,0.02262443438914027
breath 0.003,1888,0,water,221,56,0.058823529411764705
breath 0.003,1888,0,water,221,60,0.06334841628959276
breath 0.003,1888,0,water,221,64,0.16289592760180996
breath 0.003,1888,0,water,221,68,0.004524886877828055
breath 0.003,1888,0,water,221,72,0.03167420814479638
breath 0.003,1888,0,water,221,76,0.004524886877828055
breath 0.003,1888,0,water,221,80,0.013574660633484163
breath 0.003,1888,1,land,176,36,0.011363636363636364
breath 0.003,1888,1,land,176,40,0.5284090909090909
breath 0.003,1888,1,land,176,44,0.21022727272727273
breath 0.003,1888,1,land,176,48,0.09090909090909091
breath 0.003,1888,1,land,176,52,0.022727272727272728
breath 0.003,1888,1,land,176,56,0.022727272727272728
breath 0.003,1888,1,land,176,60,0.011363636363636364
breath 0.003,1888,1,land,176,64,0.07954545454545454
breath 0.003,1888,1,land,176,72,0.005681818181818182
breath 0.003,1888,1,land,176,80,0.017045454545454544
breath 0.003,1888,1,water,814,24,0.0012285012285012285
breath 0.003,1888,1,water,814,32,0.0085995085995086
breath 0.003,1888,1,water,814,36,0.02334152334152334
breath 0.003,1888,1,water,814,40,0.6326781326781327
breath 0.003,1888,1,water,814,44,0.2493857493857494
breath 0.003,1888,1,water,814,48,0.0171990171990172
breath 0.003,1888,1,water,814,52,0.02334152334152334
breath 0.003,1888,1,water,814,56,0.018427518427518427
breath 0.003,1888,1,water,814,60,0.0085995085995086
breath 0.003,1888,1,water,814,64,0.0085995085995086
breath 0.003,1888,1,water,814,76,0.002457002457002457
breath 0.003,1888,1,water,814,80,0.006142506142506142
breath 0.01,908,0,land,544,4,0.0055147058823529415
breath 0.01,908,0,land,544,8,0.001838235294117647
breath 0.01,908,0,land,544,12,0.02022058823529412
breath 0.01,908,0,land,544,16,0.08088235294117647
breath 0.01,908,0,land,544,20,0.32536764705882354
breath 0.01,908,0,land,544,24,0.11397058823529412
breath 0.01,908,0,land,544,28,0.07904411764705882
breath 0.01,908,0,land,544,32,0.05514705882352941
breath 0.01,908,0,land,544,36,0.08272058823529412
breath 0.01,908,0,land,544,40,0.03308823529411765
breath 0.01,908,0,land,544,44,0.011029411764705883
breath 0.01,908,0,land,544,48,0.14338235294117646
breath 0.01,908,0,land,544,52,0.0055147058823529415
breath 0.01,908,0,land,544,56,0.009191176470588236
breath 0.01,908,0,land,544,64,0.025735294117647058
breath 0.01,908,0,land,544,80,0.007352941176470588
breath 0.01,908,0,water,2921,0,0.0006846970215679561
breath 0.01,908,0,water,2921,4,0.0010270455323519343
breath 0.01,908,0,water,2921,8,0.011639849366655255
breath 0.01,908,0,water,2921,12,0.02327969873331051
breath 0.01,908,0,water,2921,16,0.13077713111947964
breath 0.01,908,0,water,2921,20,0.5676138308798356
breath 0.01,908,0,water,2921,24,0.15097569325573434
breath 0.01,908,0,water,2921,28,0.0499828825744608
breath 0.01,908,0,water,2921,32,0.02704553235193427
breath 0.01,908,0,water,2921,36,0.014036288942143102
breath 0.01,908,0,water,2921,40,0.007531667237247518
breath 0.01,908,0,water,2921,44,0.005477576172543649
breath 0.01,908,0,water,2921,48,0.005819924683327628
breath 0.01,908,0,water,2921,52,0.00034234851078397807
breath 0.01,908,0,water,2921,56,0.0017117425539198905
breath 0.01,908,0,water,2921,60,0.00034234851078397807
breath 0.01,908,0,water,2921,64,0.00034234851078397807
breath 0.01,908,0,water,2921,68,0.00034234851078397807
breath 0.01,908,0,water,2921,72,0.00034234851078397807
breath 0.01,908,0,water,2921,80,0.0006846970215679561
breath 0.01,908,1,land,409,8,0.05378973105134474
breath 0.01,908,1,land,409,12,0.044009779951100246
breath 0.01,908,1,land,409,16,0.5965770171149144
breath 0.01,908,1,land,409,20,0.034229828850855744
breath 0.01,908,1,land,409,24,0.017114914425427872
breath 0.01,908,1,land,409,28,0.012224938875305624
breath 0.01,908,1,land,409,32,0.017114914425427872
breath 0.01,908,1,land,409,36,0.0488997555012225
breath 0.01,908,1,land,409,40,0.012224938875305624
breath 0.01,908,1,land,409,44,0.009779951100244499
breath 0.01,908,1,land,409,48,0.13691931540342298
breath 0.01,908,1,land,409,64,0.007334963325183374
breath 0.01,908,1,land,409,80,0.004889975550122249
breath 0.01,908,1,land,409,96,0.0024449877750611247
breath 0.01,908,1,land,409,112,0.0024449877750611247
breath 0.01,908,1,water,2894,4,0.000691085003455425
breath 0.01,908,1,water,2894,8,0.10124395300621976
breath 0.01,908,1,water,2894,12,0.11022805805114029
breath 0.01,908,1,water,2894,16,0.6945404284727021
breath 0.01,908,1,water,2894,20,0.036973047684865236
breath 0.01,908,1,water,2894,24,0.02073255010366275
breath 0.01,908,1,water,2894,28,0.006910850034554251
breath 0.01,908,1,water,2894,32,0.0034554250172771253
breath 0.01,908,1,water,2894,36,0.020041465100207326
breath 0.01,908,1,water,2894,40,0.0024187975120939877
breath 0.01,908,1,water,2894,44,0.0003455425017277125
breath 0.01,908,1,water,2894,48,0.000691085003455425
breath 0.01,908,1,water,2894,52,0.000691085003455425
breath 0.01,908,1,water,2894,56,0.0003455425017277125
breath 0.01,908,1,water,2894,64,0.0003455425017277125
breath 0.01,908,1,water,2894,80,0.0003455425017277125
breath 0.01,1640,0,land,329,8,0.00303951367781155
breath 0.01,1640,0,land,329,20,0.0182370820668693
breath 0.01,1640,0,land,329,24,0.06382978723404255
breath 0.01,1640,0,land,329,28,0.0425531914893617
breath 0.01,1640,0,land,329,32,0.0547112462006079
breath 0.01,1640,0,land,329,36,0.10030395136778116
breath 0.01,1640,0,land,329,40,0.0972644376899696
breath 0.01,1640,0,land,329,44,0.0486322188449848
breath 0.01,1640,0,land,329,48,0.3495440729483283
breath 0.01,1640,0,land,329,52,0.00911854103343465
breath 0.01,1640,0,land,329,56,0.0121580547112462
breath 0.01,1640,0,land,329,60,0.00911854103343465
breath 0.01,1640,0,land,329,64,0.1398176291793313
breath 0.01,1640,0,land,329,80,0.05167173252279635
breath 0.01,1640,0,water,588,8,0.0017006802721088435
breath 0.01,1640,0,water,588,12,0.006802721088435374
breath 0.01,1640,0,water,588,16,0.006802721088435374
breath 0.01,1640,0,water,588,20,0.09863945578231292
breath 0.01,1640,0,water,588,24,0.20918367346938777
breath 0.01,1640,0,water,588,28,0.25510204081632654
breath 0.01,1640,0,water,588,32,0.10884353741496598
breath 0.01,1640,0,water,588,36,0.09693877551020408
breath 0.01,1640,0,water,588,40,0.07993197278911565
breath 0.01,1640,0,water,588,44,0.05612244897959184
breath 0.01,1640,0,water,588,48,0.0663265306122449
breath 0.01,1640,0,water,588,52,0.0017006802721088435
breath 0.01,1640,0,water,588,56,0.0017006802721088435
breath 0.01,1640,0,water,588,60,0.003401360544217687
breath 0.01,1640,0,water,588,64,0.003401360544217687
breath 0.01,1640,0,water,588,80,0.003401360544217687
breath 0.01,1640,1,land,73,24,0.1232876712328767
breath 0.01,1640,1,land,73,28,0.3013698630136986
breath 0.01,1640,1,land,73,32,0.0547945205479452
breath 0.01,1640,1,land,73,36,0.0821917808219178
breath 0.01,1640,1,land,73,40,0.0136986301369863
breath 0.01,1640,1,land,73,44,0.0273972602739726
breath 0.01,1640,1,land,73,48,0.1643835616438356
breath 0.01,1640,1,land,73,60,0.0136986301369863
breath 0.01,1640,1,land,73,64,0.0273972602739726
breath 0.01,1640,1,land,73,68,0.1643835616438356
breath 0.01,1640,1,land,73,80,0.0136986301369863
breath 0.01,1640,1,land,73,92,0.0136986301369863
breath 0.01,1640,1,water,623,12,0.0016051364365971107
breath 0.01,1640,1,water,623,16,0.006420545746388443
breath 0.01,1640,1,water,623,20,0.004815409309791332
breath 0.01,1640,1,water,623,24,0.4012841091492777
breath 0.01,1640,1,water,623,28,0.48314606741573035
breath 0.01,1640,1,water,623,32,0.09149277688603531
breath 0.01,1640,1,water,623,36,0.004815409309791332
breath 0.01,1640,1,water,623,40,0.0032102728731942215
breath 0.01,1640,1,water,623,48,0.0032102728731942215
breath 0.01,964,0,land,153,4,0.006535947712418301
breath 0.01,964,0,land,153,12,0.006535947712418301
breath 0.01,964,0,land,153,16,0.006535947712418301
breath 0.01,964,0,land,153,20,0.026143790849673203
breath 0.01,964,0,land,153,24,0.05228758169934641
breath 0.01,964,0,land,153,28,0.11764705882352941
breath 0.01,964,0,land,153,32,0.10457516339869281
breath 0.01,964,0,land,153,36,0.0915032679738562
breath 0.01,964,0,land,153,40,0.1503267973856209
breath 0.01,964,0,land,153,44,0.058823529411764705
breath 0.01,964,0,land,153,48,0.27450980392156865
breath 0.01,964,0,land,153,52,0.006535947712418301
breath 0.01,964,0,land,153,56,0.013071895424836602
breath 0.01,964,0,land,153,60,0.0196078431372549
breath 0.01,964,0,land,153,64,0.0392156862745098
breath 0.01,964,0,land,153,72,0.013071895424836602
breath 0.01,964,0,land,153,80,0.013071895424836602
breath 0.01,964,0,water,428,12,0.011682242990654205
breath 0.01,964,0,water,428,16,0.009345794392523364
breath 0.01,964,0,water,428,20,0.04672897196261682
breath 0.01,964,0,water,428,24,0.10046728971962617
breath 0.01,964,0,water,428,28,0.17990654205607476
breath 0.01,964,0,water,428,32,0.18691588785046728
breath 0.01,964,0,water,428,36,0.13317757009345793
breath 0.01,964,0,water,428,40,0.19626168224299065
breath 0.01,964,0,water,428,44,0.0514018691588785
breath 0.01,964,0,water,428,48,0.04205607476635514
breath 0.01,964,0,water,428,52,0.02102803738317757
breath 0.01,964,0,water,428,56,0.007009345794392523
breath 0.01,964,0,water,428,60,0.004672897196261682
breath 0.01,964,0,water,428,64,0.004672897196261682
breath 0.01,964,0,water,428,76,0.004672897196261682
breath 0.01,964,1,land,123,8,0.008130081300813009
breath 0.01,964,1,land,123,16,0.008130081300813009
breath 0.01,964,1,land,123,20,0.024390243902439025
breath 0.01,964,1,land,123,24,0.18699186991869918
breath 0.01,964,1,land,123,28,0.44715447154471544
breath 0.01,964,1,land,123,32,0.13008130081300814
breath 0.01,964,1,land,123,36,0.10569105691056911
breath 0.01,964,1,land,123,40,0.04878048780487805
breath 0.01,964,1,land,123,44,0.008130081300813009
breath 0.01,964,1,land,123,48,0.032520325203252036
breath 0.01,964,1,water,889,8,0.0022497187851518562
breath 0.01,964,1,water,889,12,0.0022497187851518562
breath 0.01,964,1,water,889,16,0.00562429696287964
breath 0.01,964,1,water,889,20,0.013498312710911136
breath 0.01,964,1,water,889,24,0.2283464566929134
breath 0.01,964,1,water,889,28,0.530933633295838
breath 0.01,964,1,water,889,32,0.1597300337457818
breath 0.01,964,1,water,889,36,0.014623172103487065
breath 0.01,964,1,water,889,40,0.01687289088863892
breath 0.01,964,1,water,889,44,0.01687289088863892
breath 0.01,964,1,water,889,48,0.0022497187851518562
breath 0.01,964,1,water,889,52,0.0011248593925759281
breath 0.01,964,1,water,889,56,0.0011248593925759281
breath 0.01,964,1,water,889,60,0.0044994375703037125
