step,year,land_temp,land_rain,land_evap,sea_evap,sea_rain,to_sea,water,water_err,a,b,a_err,b_err,weathered_a,weathered_b,river_a,river_b,buried_a,buried_b,rivers,lakes,storms,land_water,land_biomass,sea_biomass,land_cover,sea_cover,land_height,litter,eaters,eater_cells,gpp,resp,transp,eaten,decayed,burnt,burnt_cells,genotypes,eater_genotypes,leading,mutant_share,matter,c_err,ms_step
130680,11,21.086,1970.0,1789.4,6.866676e7,4.923724e7,173.8,1.801432e7,1.241e-14,1.625932e5,3.192672e5,9.200e-14,6.800e-14,4.516408e4,5.093007e4,3.743432e4,2.944473e4,3.097972e4,2.340895e4,1842,331,141,1.177792e7,0.00347,0.00640,0.0414,0.2589,0.773,0.00188,1.2744e-7,170708,2.962397e3,2.458517e2,4.1,2.905934e-1,2.548135e2,1.393136e-1,3,6797,87,357,-0.000000e0,1.874085e3,4.037e-12,1.613
142560,12,21.175,1992.6,1780.5,6.938896e7,4.947715e7,179.7,1.804254e7,2.725e-14,1.966405e5,3.626641e5,9.176e-15,6.677e-14,4.545108e4,5.074875e4,2.869068e4,2.310069e4,1.140382e4,7.351842e3,2078,312,155,1.185862e7,0.01705,0.01893,0.2057,0.2779,0.812,0.00559,2.4536e-6,44255,1.704855e4,1.416918e3,31.6,8.491784e0,1.264405e3,1.669373e0,17,9827,120,497,4.522680e-4,6.404593e3,1.198e-12,1.317
154440,13,21.117,1975.5,1695.6,6.999393e7,4.898836e7,190.9,1.793021e7,2.223e-14,2.363577e5,4.095295e5,4.014e-14,8.443e-14,4.526090e4,5.021860e4,1.869999e4,1.838944e4,5.543636e3,3.353205e3,2156,335,162,1.190400e7,0.04038,0.02720,0.3503,0.2770,0.935,0.01009,1.7322e-5,19265,2.898379e4,2.873997e3,88.5,1.036460e2,3.336122e3,2.351306e1,154,13172,214,553,8.547732e-4,1.167623e4,6.632e-13,1.227
166320,14,21.038,1938.2,1615.8,6.964277e7,4.921899e7,184.5,1.794607e7,1.972e-14,2.777741e5,4.573406e5,5.239e-15,3.958e-14,4.490412e4,4.983409e4,1.412113e4,9.840404e3,3.487692e3,2.023043e3,2160,350,173,1.165488e7,0.06779,0.03130,0.4709,0.2739,1.092,0.01468,6.4095e-5,13606,3.680813e4,4.125851e3,140.2,6.317187e2,5.529245e3,5.389572e1,338,16787,370,585,1.229273e-3,1.682564e4,4.162e-13,1.257
178200,15,21.007,1955.9,1579.9,7.057266e7,4.926790e7,188.6,1.838652e7,3.242e-14,3.204456e5,5.065030e5,6.085e-14,4.287e-14,4.532025e4,5.068100e4,1.190636e4,6.502395e3,2.648763e3,1.518604e3,2185,336,182,1.207291e7,0.09863,0.03606,0.5590,0.2707,1.225,0.01870,5.4968e-5,15846,4.219825e4,5.210431e3,183.6,5.366599e2,7.348708e3,1.067280e2,509,20318,524,606,1.402866e-3,2.231551e4,3.282e-13,1.277
190080,16,21.184,1959.9,1545.9,7.052199e7,4.977519e7,190.3,1.808065e7,2.287e-14,3.640411e5,5.566695e5,5.101e-14,7.633e-14,4.598465e4,5.136361e4,1.153666e4,5.201925e3,2.389223e3,1.197011e3,1989,336,201,1.146563e7,0.13120,0.03985,0.6220,0.2678,1.365,0.02321,6.3792e-5,19767,4.760495e4,6.370194e3,229.2,6.976842e2,9.143524e3,1.249985e2,781,23388,825,606,1.488948e-3,2.798420e4,2.035e-13,1.289
201960,17,21.298,1963.8,1522.6,6.987392e7,4.913143e7,186.1,1.823130e7,4.230e-14,4.078481e5,6.070124e5,6.608e-14,1.009e-13,4.609923e4,5.151017e4,1.071062e4,4.349591e3,2.292225e3,1.167279e3,1918,318,211,1.170324e7,0.16500,0.04358,0.6641,0.2650,1.491,0.02745,6.2117e-5,22802,5.198797e4,7.393291e3,252.9,6.243463e2,1.077299e4,2.001628e2,957,25740,1101,587,1.575011e-3,3.370027e4,2.189e-13,1.299
213840,18,21.338,2028.1,1520.8,6.944563e7,4.776793e7,196.5,1.817559e7,3.874e-14,4.521561e5,6.581199e5,4.622e-14,1.063e-13,4.639902e4,5.222336e4,9.892174e3,3.890856e3,2.091025e3,1.115873e3,2147,344,225,1.155245e7,0.20122,0.04686,0.6959,0.2624,1.591,0.03169,6.8473e-5,25284,5.676263e4,8.548697e3,312.2,7.292699e2,1.271520e4,2.209692e2,1168,28044,1339,587,1.618882e-3,3.962296e4,1.458e-13,1.316
225720,19,21.348,1995.6,1463.6,6.926362e7,4.795342e7,196.2,1.778613e7,3.603e-14,4.952766e5,7.079178e5,2.868e-14,3.355e-14,4.505662e4,5.085242e4,9.315388e3,3.752452e3,1.936078e3,1.054518e3,1895,351,237,1.135861e7,0.22877,0.04933,0.7189,0.2595,1.701,0.03877,6.4263e-5,27316,5.898350e4,9.269687e3,337.6,6.792876e2,1.413036e4,3.406409e2,1510,29935,1508,591,1.680099e-3,4.515066e4,1.160e-13,1.324
237600,20,21.214,1928.1,1374.3,6.972684e7,4.819075e7,198.1,1.740970e7,2.996e-14,5.356958e5,7.549022e5,3.042e-14,7.896e-14,4.267149e4,4.799015e4,1.048675e4,3.210406e3,2.252277e3,1.005797e3,1692,361,247,1.087894e7,0.25070,0.05096,0.7348,0.2567,1.808,0.04554,6.3016e-5,28733,6.103775e4,9.768071e3,360.0,6.693268e2,1.580947e4,6.620553e2,2137,32046,1686,630,1.689818e-3,4.976518e4,3.962e-14,1.332
249480,21,21.151,1895.9,1315.6,7.072340e7,4.825226e7,201.7,1.757017e7,3.859e-14,5.754101e5,8.012771e5,2.610e-14,1.932e-14,4.234925e4,4.740004e4,8.702804e3,3.101941e3,2.634936e3,1.025157e3,1621,352,264,1.119044e7,0.27963,0.05329,0.7494,0.2535,1.861,0.04929,5.7071e-5,30075,6.269148e4,1.042089e4,375.9,5.853182e2,1.750558e4,7.962232e2,2426,33288,1859,568,1.706233e-3,5.415968e4,1.042e-13,1.326
261360,22,21.308,1902.1,1285.4,7.105418e7,4.808328e7,206.7,1.767987e7,8.850e-15,6.161483e5,8.488248e5,7.406e-14,6.364e-14,4.315288e4,4.859001e4,8.991504e3,3.276083e3,2.414719e3,1.042308e3,1764,385,277,1.119404e7,0.30690,0.05538,0.7630,0.2494,1.922,0.05364,7.5009e-5,31412,6.683092e4,1.127051e4,410.1,6.869604e2,1.918912e4,7.383343e2,2436,35553,1925,558,1.708717e-3,5.881867e4,4.317e-14,1.344
273240,23,21.442,1857.8,1250.6,6.954623e7,4.816884e7,192.5,1.776695e7,3.460e-14,6.563119e5,8.953108e5,1.100e-13,2.757e-14,4.237411e4,4.748735e4,8.709140e3,3.423327e3,2.210463e3,1.001349e3,1638,397,288,1.142329e7,0.33126,0.05681,0.7734,0.2462,2.017,0.05796,7.6768e-5,32586,6.718696e4,1.171482e4,412.6,7.882820e2,1.990559e4,9.006102e2,2895,37339,2017,553,1.717984e-3,6.301621e4,8.071e-14,1.346
285120,24,21.252,1868.0,1249.0,7.007899e7,4.906019e7,191.2,1.763385e7,1.563e-14,6.965500e5,9.419717e5,1.028e-13,8.231e-14,4.234619e4,4.768504e4,8.486114e3,3.474209e3,2.108146e3,1.024098e3,1560,391,294,1.099746e7,0.35670,0.05761,0.7829,0.2434,2.065,0.06270,8.2459e-5,33949,7.003401e4,1.248191e4,431.7,8.133066e2,2.161365e4,1.025759e3,3071,39046,2226,543,1.687728e-3,6.735224e4,6.568e-14,1.351
297000,25,21.323,1887.1,1248.7,7.042873e7,4.951579e7,192.1,1.729904e7,3.510e-14,7.370007e5,9.887209e5,1.851e-13,1.966e-14,4.244754e4,4.777368e4,8.271443e3,3.318048e3,1.996842e3,1.024523e3,1596,376,313,1.081856e7,0.37958,0.05803,0.7904,0.2409,2.111,0.06702,9.0088e-5,35259,7.194351e4,1.304133e4,447.9,8.990584e2,2.317516e4,1.194586e3,3230,40831,2291,540,1.679708e-3,7.128367e4,1.837e-15,1.442
308880,26,21.319,1903.0,1237.5,7.005737e7,4.823418e7,192.7,1.780199e7,2.218e-14,7.780277e5,1.035873e6,3.187e-14,5.024e-14,4.300193e4,4.810108e4,8.426152e3,3.033150e3,1.974917e3,9.491122e2,1957,385,328,1.125110e7,0.40682,0.05774,0.7976,0.2383,2.138,0.06997,9.9944e-5,36631,7.461666e4,1.393894e4,468.8,1.025690e3,2.495735e4,1.045992e3,3228,42787,2354,535,1.518539e-3,7.524890e4,9.398e-14,1.380
320760,27,21.365,1912.1,1226.5,7.076529e7,4.836764e7,208.3,1.715351e7,3.106e-14,8.184782e5,1.082780e6,1.266e-13,1.262e-13,4.258253e4,4.787753e4,8.520642e3,2.981717e3,2.132015e3,9.702619e2,2051,386,342,1.076776e7,0.42819,0.05838,0.8039,0.2353,2.187,0.07399,9.9131e-5,37960,7.582598e4,1.461977e4,481.7,1.027189e3,2.567891e4,1.271870e3,3401,44680,2413,523,1.386649e-3,7.892944e4,9.218e-14,1.381
332640,28,21.194,1833.5,1150.3,6.990634e7,4.767765e7,203.1,1.690926e7,2.269e-14,8.578298e5,1.128388e6,6.880e-14,4.725e-14,4.141048e4,4.655214e4,8.379869e3,2.929091e3,2.058903e3,9.442159e2,1928,354,351,1.035831e7,0.44356,0.05860,0.8099,0.2328,2.244,0.07965,9.7421e-5,39365,7.687217e4,1.478367e4,483.7,1.019927e3,2.611142e4,1.840676e3,4162,46626,2418,524,1.373773e-3,8.223828e4,6.282e-14,1.376
344520,29,21.201,1793.4,1107.1,7.063908e7,4.864480e7,201.0,1.666553e7,1.989e-14,8.973987e5,1.173619e6,1.047e-13,9.721e-15,4.167360e4,4.620026e4,8.557058e3,2.958157e3,2.104668e3,9.692002e2,1996,341,360,1.045467e7,0.45477,0.05930,0.8150,0.2305,2.273,0.08495,1.2019e-4,40886,7.718557e4,1.471739e4,484.4,1.124092e3,2.717170e4,1.958223e3,4419,48407,2490,522,1.391568e-3,8.509924e4,1.471e-14,1.358
356400,30,20.889,1795.4,1127.1,6.912241e7,4.878152e7,176.3,1.750128e7,2.852e-14,9.381463e5,1.219609e6,2.916e-13,1.791e-13,4.295702e4,4.704987e4,8.967210e3,3.014360e3,2.209443e3,1.060362e3,1975,346,373,1.086366e7,0.46977,0.06098,0.8209,0.2287,2.305,0.08767,1.3424e-4,42483,7.917923e4,1.493933e4,488.3,1.361839e3,2.892223e4,2.037754e3,4152,50010,2534,543,1.379595e-3,8.786607e4,1.858e-13,1.410
368280,31,20.943,1852.1,1162.2,6.992185e7,4.965955e7,182.0,1.762446e7,2.579e-14,9.792583e5,1.265904e6,3.157e-13,1.289e-13,4.353292e4,4.732877e4,1.085479e4,3.297923e3,2.420919e3,1.033730e3,1990,360,386,1.136228e7,0.49329,0.06276,0.8270,0.2271,2.330,0.08944,1.4238e-4,44013,8.067385e4,1.530017e4,503.3,1.401359e3,2.961795e4,2.057508e3,4052,51100,2667,510,1.335833e-3,9.088069e4,1.116e-13,1.445
380160,32,21.015,1863.9,1145.2,6.980326e7,4.902842e7,191.3,1.723234e7,3.416e-14,1.019054e6,1.311420e6,1.816e-13,2.138e-13,4.251744e4,4.658746e4,1.004491e4,4.390738e3,2.721912e3,1.070860e3,1889,392,394,1.090060e7,0.51245,0.06436,0.8315,0.2255,2.378,0.09192,1.5521e-4,45615,8.312973e4,1.617246e4,531.5,1.569326e3,3.048676e4,2.275298e3,4465,52922,2576,504,1.346304e-3,9.401467e4,7.306e-14,1.492
392040,33,21.203,1888.1,1142.3,6.963084e7,4.792125e7,194.1,1.746412e7,2.304e-14,1.058462e6,1.357055e6,2.664e-13,2.524e-13,4.212543e4,4.671554e4,9.998672e3,3.639863e3,2.716750e3,1.080445e3,1979,384,405,1.147939e7,0.53499,0.06578,0.8359,0.2242,2.397,0.09376,1.6337e-4,47124,8.448158e4,1.690179e4,546.4,1.614505e3,3.156113e4,2.274638e3,4648,54982,2677,492,1.361214e-3,9.742140e4,1.182e-13,1.411
403920,34,21.041,1864.6,1126.7,6.941145e7,4.818402e7,189.6,1.771569e7,3.680e-14,1.098536e6,1.403749e6,2.649e-13,1.602e-13,4.275556e4,4.776935e4,9.539303e3,3.572048e3,2.682155e3,1.075337e3,1912,376,418,1.122898e7,0.55574,0.06723,0.8393,0.2227,2.430,0.09682,1.9011e-4,48541,8.635724e4,1.762898e4,550.5,1.896600e3,3.277877e4,2.100888e3,4308,56664,2731,495,1.254263e-3,1.008935e5,2.006e-13,1.572
415800,35,21.059,1846.2,1103.2,6.977636e7,4.872771e7,196.1,1.706960e7,2.226e-14,1.137341e6,1.449833e6,2.778e-13,1.917e-13,4.171002e4,4.720010e4,9.618723e3,3.549361e3,2.905059e3,1.116938e3,1607,360,437,1.099557e7,0.56866,0.06875,0.8419,0.2215,2.517,0.10023,1.5984e-4,50055,8.646177e4,1.815757e4,549.0,1.853749e3,3.300021e4,2.486489e3,4774,58423,2758,481,1.269135e-3,1.035465e5,1.972e-13,1.536
427680,36,20.979,1777.4,1040.0,7.169221e7,4.935024e7,205.3,1.669554e7,2.086e-14,1.173419e6,1.492514e6,2.437e-13,2.707e-13,3.907950e4,4.373546e4,9.417107e3,3.522644e3,3.001280e3,1.053697e3,1553,362,449,1.030704e7,0.56368,0.07003,0.8457,0.2201,2.618,0.10455,1.5872e-4,51426,8.508442e4,1.814334e4,538.3,1.684541e3,3.161170e4,5.530141e3,8474,59497,2856,458,1.357775e-3,1.042235e5,2.397e-13,1.485
439560,37,20.948,1798.9,1051.0,7.195924e7,4.951175e7,202.4,1.675100e7,2.835e-14,1.209715e6,1.536067e6,4.340e-13,2.342e-13,3.939747e4,4.464085e4,9.763623e3,3.718880e3,3.101564e3,1.087713e3,1505,357,456,1.067712e7,0.57205,0.07094,0.8482,0.2191,2.736,0.10608,1.3781e-4,52254,8.571761e4,1.853306e4,542.1,1.610110e3,3.328082e4,4.318016e3,6972,60654,2867,447,1.352958e-3,1.057742e5,3.087e-13,1.375
451440,38,20.916,1860.5,1092.2,7.254226e7,5.037989e7,190.9,1.779545e7,4.417e-14,1.247865e6,1.581665e6,2.625e-13,2.342e-13,4.157666e4,4.675120e4,1.025349e4,3.730638e3,3.427046e3,1.153469e3,1759,344,470,1.110745e7,0.59532,0.07137,0.8507,0.2182,2.680,0.10926,1.7869e-4,53047,9.165077e4,1.935722e4,573.5,1.637029e3,3.577313e4,3.293281e3,5572,61601,2862,447,1.356774e-3,1.094977e5,2.832e-13,1.385
463320,39,20.780,1906.2,1122.4,7.331066e7,5.093365e7,202.0,1.782122e7,3.219e-14,1.286578e6,1.628497e6,3.111e-13,2.353e-13,4.255353e4,4.800429e4,1.107534e4,3.788031e3,3.840333e3,1.172864e3,2110,404,480,1.161840e7,0.60558,0.07166,0.8532,0.2175,2.685,0.11218,2.1746e-4,54330,9.288295e4,1.947544e4,577.2,2.174546e3,3.672178e4,3.391540e3,5274,62606,3086,447,1.218311e-3,1.116372e5,2.251e-13,1.372
475200,40,20.725,1835.6,1073.0,7.368273e7,5.127999e7,204.8,1.756438e7,2.948e-14,1.323919e6,1.673375e6,3.470e-13,2.947e-13,4.140198e4,4.610386e4,1.053459e4,3.760886e3,4.061222e3,1.225426e3,1848,367,485,1.098300e7,0.61144,0.07283,0.8557,0.2169,2.685,0.11621,2.3369e-4,55704,9.172873e4,1.918284e4,563.5,2.340993e3,3.593937e4,4.290143e3,6542,64529,3088,463,1.237640e-3,1.135157e5,2.880e-13,1.354
487080,41,21.054,1823.4,1064.9,7.357747e7,5.120851e7,205.1,1.723930e7,2.809e-14,1.360339e6,1.716744e6,2.537e-13,2.546e-13,4.058277e4,4.462973e4,1.047105e4,3.646107e3,4.162627e3,1.260324e3,1779,363,494,1.114832e7,0.61794,0.07482,0.8591,0.2164,2.743,0.11546,1.9283e-4,56648,8.946004e4,1.926835e4,551.9,2.257621e3,3.551700e4,5.514206e3,8102,65736,3132,431,1.175221e-3,1.137622e5,1.104e-13,1.331
498960,42,21.237,1795.8,1050.0,7.261320e7,5.026393e7,199.6,1.750353e7,3.852e-14,1.396241e6,1.759409e6,2.490e-13,2.026e-13,3.975102e4,4.384886e4,9.611316e3,3.424039e3,3.848886e3,1.184455e3,1779,398,509,1.098893e7,0.62557,0.07613,0.8610,0.2158,2.779,0.11686,2.0659e-4,56725,8.947856e4,1.941779e4,547.6,2.018067e3,3.536206e4,5.221625e3,8212,67201,3087,426,1.188415e-3,1.152412e5,1.624e-13,1.389
510840,43,21.408,1875.4,1107.9,7.198042e7,5.003132e7,192.3,1.818135e7,3.401e-14,1.434185e6,1.804497e6,2.239e-13,3.036e-13,4.177787e4,4.625155e4,1.048070e4,3.823965e3,3.834035e3,1.163506e3,1925,406,521,1.199654e7,0.64499,0.07780,0.8626,0.2153,2.737,0.11584,1.9049e-4,56301,9.200540e4,2.035183e4,566.1,2.042506e3,3.778790e4,4.036162e3,6245,68265,3072,425,1.218857e-3,1.176582e5,6.419e-14,1.423
522720,44,21.242,1949.3,1125.8,7.268183e7,4.946427e7,207.6,1.843640e7,2.041e-14,1.473877e6,1.852135e6,1.551e-13,2.343e-13,4.360334e4,4.874298e4,1.128093e4,4.267864e3,3.910682e3,1.105220e3,2212,428,536,1.182787e7,0.66639,0.07908,0.8645,0.2147,2.684,0.11864,2.6445e-4,56783,9.896800e4,2.127213e4,617.4,2.449049e3,3.985307e4,3.946072e3,6000,69272,3136,420,1.252128e-3,1.212105e5,9.400e-14,1.349
534600,45,21.384,1956.1,1131.9,7.180437e7,4.945552e7,202.4,1.839935e7,8.504e-15,1.514013e6,1.900334e6,1.744e-13,2.397e-13,4.408196e4,4.933555e4,1.102176e4,4.554528e3,3.946364e3,1.135823e3,2086,419,551,1.204003e7,0.68653,0.08082,0.8671,0.2142,2.666,0.11941,2.6514e-4,57827,9.952028e4,2.197917e4,619.9,2.733971e3,4.084111e4,3.464614e3,5371,70508,3281,407,1.287510e-3,1.241238e5,3.986e-14,1.319
546480,46,21.202,1927.6,1101.9,7.060701e7,4.891752e7,201.3,1.782211e7,1.108e-14,1.553839e6,1.948845e6,3.521e-14,1.513e-13,4.417040e4,4.965903e4,1.087480e4,4.539185e3,4.344735e3,1.148560e3,1974,410,553,1.097011e7,0.70532,0.08266,0.8689,0.2139,2.662,0.12259,2.7308e-4,59174,1.019810e5,2.275281e4,634.1,2.699798e3,4.178663e4,3.685627e3,5653,71870,3425,412,1.185527e-3,1.274331e5,6.475e-14,1.317
558360,47,21.203,1879.7,1073.9,7.062530e7,4.927274e7,196.6,1.742508e7,8.765e-15,1.593050e6,1.997094e6,2.112e-13,1.400e-13,4.354361e4,4.936044e4,1.086249e4,4.665321e3,4.332674e3,1.111046e3,1741,349,562,1.083529e7,0.71692,0.08404,0.8706,0.2139,2.670,0.12544,2.5277e-4,60375,1.012420e5,2.289741e4,610.4,2.637076e3,4.193830e4,4.253012e3,6137,72919,3505,404,1.253121e-3,1.297442e5,4.004e-14,1.311
570240,48,21.293,1875.2,1082.7,7.060711e7,4.943898e7,186.1,1.800876e7,4.137e-15,1.632317e6,2.045255e6,2.014e-13,1.404e-13,4.358692e4,4.939895e4,1.050618e4,4.525680e3,4.319259e3,1.238222e3,1944,342,575,1.084471e7,0.72990,0.08562,0.8721,0.2137,2.686,0.12668,2.9057e-4,61165,1.031935e5,2.342196e4,606.3,2.814818e3,4.310897e4,4.446630e3,6365,73767,3524,397,1.209167e-3,1.318544e5,1.095e-13,1.311
582120,49,21.244,1886.0,1078.9,7.028521e7,4.876531e7,195.3,1.792598e7,1.392e-14,1.671935e6,2.093179e6,1.344e-13,4.049e-14,4.402880e4,4.919605e4,1.170790e4,4.631207e3,4.410507e3,1.272227e3,2176,369,586,1.132430e7,0.73914,0.08738,0.8739,0.2137,2.686,0.12882,2.9727e-4,62232,1.019952e5,2.322077e4,607.5,3.016783e3,4.270582e4,4.577656e3,6778,74869,3545,401,1.277798e-3,1.338420e5,6.023e-14,1.302
594000,50,21.179,1848.1,1063.8,6.994003e7,4.954648e7,185.2,1.783519e7,2.089e-15,1.710960e6,2.140363e6,1.123e-13,2.302e-13,4.345320e4,4.855040e4,1.211469e4,4.466391e3,4.428745e3,1.366204e3,1971,352,596,1.076991e7,0.74872,0.08827,0.8754,0.2137,2.728,0.13435,3.1835e-4,63252,1.027779e5,2.306193e4,604.1,3.063738e3,4.287298e4,4.294376e3,6076,75792,3702,406,1.279336e-3,1.365855e5,3.431e-14,1.298
605880,51,21.142,1833.3,1057.7,7.016479e7,4.963364e7,188.3,1.753171e7,1.912e-15,1.749030e6,2.186744e6,8.267e-14,9.668e-14,4.272988e4,4.781803e4,1.300303e4,4.585751e3,4.659433e3,1.436851e3,1736,327,609,1.089238e7,0.75104,0.09019,0.8774,0.2138,2.787,0.13473,3.0533e-4,64152,1.009553e5,2.260338e4,586.1,3.154116e3,4.215613e4,6.497404e3,8197,76147,3685,390,1.231158e-3,1.364888e5,9.873e-14,1.288
617760,52,21.092,1835.9,1073.7,6.976388e7,5.009887e7,173.6,1.799555e7,8.280e-16,1.787417e6,2.233566e6,1.871e-13,1.126e-13,4.335071e4,4.822879e4,1.279093e4,5.283253e3,4.963971e3,1.406742e3,1761,336,621,1.086971e7,0.76255,0.09097,0.8785,0.2140,2.772,0.13581,3.1963e-4,64497,1.029960e5,2.273311e4,588.8,3.031086e3,4.317062e4,5.265394e3,6712,77017,3689,387,1.203639e-3,1.382949e5,8.713e-14,1.357
629640,53,20.964,1903.9,1094.4,7.027405e7,4.990327e7,183.9,1.802188e7,1.385e-14,1.826435e6,2.281793e6,8.567e-14,1.537e-13,4.411354e4,4.964740e4,1.341413e4,5.327524e3,5.096069e3,1.420201e3,2004,362,630,1.136945e7,0.78408,0.09174,0.8800,0.2142,2.759,0.13865,3.3443e-4,65613,1.053395e5,2.297376e4,621.1,3.239946e3,4.426230e4,4.277794e3,5934,77727,3903,385,1.240430e-3,1.418795e5,1.026e-14,1.274
641520,54,21.054,1900.0,1073.5,6.967842e7,4.919588e7,188.1,1.769771e7,1.095e-14,1.863957e6,2.328864e6,1.375e-13,3.999e-15,4.299625e4,4.851489e4,1.289186e4,5.112448e3,5.473673e3,1.443974e3,1786,374,640,1.084210e7,0.79433,0.09263,0.8811,0.2145,2.785,0.14164,2.8715e-4,66941,1.072008e5,2.395858e4,643.2,3.020095e3,4.490710e4,5.370905e3,6830,78582,3934,385,1.230431e-3,1.440255e5,3.011e-14,1.295
