step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees
300000,0,783,7.51,0.08,0.02,0.08,7.32,0.00,1.02,0.000,0.067,395280.1,6456.6,2,54,2.63,1.00,1.04,0.7655,8.22,111905.6,0.0000,38.6250,5462,37.1297,114
300000,1,722,7.99,0.16,0.01,0.13,7.70,0.00,1.05,0.000,0.066,385834.0,6649.2,2,71,2.69,1.01,1.06,0.7963,14.04,20834.3,1.5740,37.7268,5461,37.1229,204
300000,2,714,6.82,0.07,0.00,0.06,6.69,0.00,1.03,0.000,0.056,360018.6,3902.9,2,52,2.43,1.03,1.03,0.4705,8.04,417.3,3.8353,35.3488,5461,37.1229,107
310000,0,783,7.99,0.09,0.00,0.07,7.83,0.00,1.03,0.000,0.072,394728.2,6508.8,2,71,2.73,1.00,1.04,0.7718,12.80,112264.8,0.0000,38.5735,5462,37.1544,162
310000,1,769,7.58,0.08,0.00,0.01,7.49,0.00,1.02,0.000,0.067,383605.0,6326.9,2,77,2.68,1.01,1.03,0.7601,23.22,20530.7,1.7776,37.5275,5461,37.1476,210
310000,2,752,6.59,0.02,0.00,0.05,6.52,0.00,1.01,0.000,0.057,364004.3,3728.3,2,44,2.43,1.00,1.01,0.4454,10.51,397.1,3.0949,35.6634,5461,37.1476,48
320000,0,757,7.26,0.01,0.00,0.03,7.21,0.00,1.01,0.000,0.063,396669.6,6664.4,2,57,2.60,1.01,1.01,0.7925,16.79,112314.0,0.0000,38.6243,5462,37.1227,71
320000,1,761,7.16,0.00,0.02,0.06,7.08,0.00,1.00,0.000,0.062,386539.3,6848.7,2,92,2.58,1.00,1.00,0.8250,6.84,21687.2,1.8189,37.7488,5461,37.1159,86
320000,2,710,6.77,0.16,0.00,0.01,6.60,0.00,1.07,0.000,0.055,358341.6,4089.2,2,54,2.45,1.04,1.07,0.4959,8.19,495.9,4.2655,35.2039,5461,37.1159,85
330000,0,791,7.47,0.04,0.00,0.04,7.39,0.00,1.02,0.000,0.067,393045.0,6401.8,2,79,2.61,1.02,1.03,0.7609,10.97,112224.5,0.0000,38.4994,5462,36.8006,131
330000,1,755,7.74,0.03,0.02,0.04,7.64,0.00,1.01,0.000,0.068,383900.5,6745.4,2,59,2.63,1.00,1.01,0.8134,9.81,20968.6,1.8969,37.6931,5461,36.7939,137
330000,2,709,6.36,0.01,0.00,0.03,6.32,0.00,1.00,0.000,0.052,352529.8,4142.4,2,45,2.39,1.00,1.00,0.5070,13.52,412.5,5.2727,34.6357,5461,36.7939,88
340000,0,770,7.95,0.03,0.02,0.04,7.85,0.00,1.01,0.000,0.070,393411.0,6438.0,2,57,2.67,1.01,1.02,0.7640,11.81,112275.8,0.0000,38.5548,5462,37.0248,177
340000,1,766,8.28,0.04,0.01,0.19,8.04,0.00,1.01,0.000,0.073,384277.9,6247.6,2,83,2.77,1.01,1.02,0.7477,15.75,20147.6,1.3957,37.7442,5461,37.0180,265
340000,2,753,6.29,0.03,0.03,0.01,6.22,0.00,1.01,0.000,0.054,358789.6,4030.2,2,39,2.41,1.00,1.01,0.4821,8.08,373.7,4.2545,35.1634,5461,37.0180,45
350000,0,759,7.50,0.00,0.02,0.00,7.48,0.00,1.00,0.000,0.065,393248.5,6239.3,2,64,2.65,1.00,1.00,0.7384,7.31,111965.8,0.0000,38.4698,5462,37.0804,131
350000,1,698,7.61,0.05,0.00,0.09,7.47,0.00,1.01,0.000,0.060,383758.4,6309.0,2,56,2.62,1.00,1.01,0.7518,12.49,20611.1,1.8126,37.5878,5461,37.0737,240
350000,2,665,6.57,0.07,0.00,0.13,6.37,0.00,1.02,0.000,0.051,361325.5,3611.1,2,41,2.46,1.00,1.03,0.4331,6.27,318.7,3.3743,35.4673,5461,37.0737,124
360000,0,752,7.62,0.06,0.01,0.06,7.49,0.00,1.02,0.000,0.066,393946.6,6488.5,2,65,2.66,1.01,1.02,0.7743,15.55,112343.6,0.0000,38.5120,5462,37.0946,160
360000,1,764,7.31,0.15,0.02,0.10,7.04,0.00,1.03,0.000,0.064,385116.9,6316.6,2,69,2.57,1.00,1.05,0.7566,9.95,20753.7,1.4161,37.6602,5461,37.0878,192
360000,2,731,6.57,0.20,0.00,0.08,6.29,0.00,1.06,0.000,0.055,361586.4,3808.9,2,35,2.42,1.04,1.07,0.4566,10.57,324.2,3.7331,35.3693,5461,37.0878,52
370000,0,765,7.91,0.11,0.15,0.08,7.57,0.00,1.04,0.000,0.069,394580.2,6617.4,2,72,2.72,1.02,1.04,0.7910,10.10,112323.1,0.0000,38.5184,5462,37.0818,195
370000,1,801,7.00,0.09,0.00,0.11,6.80,0.00,1.04,0.000,0.064,385619.0,6855.4,2,65,2.55,1.02,1.03,0.8318,11.87,20996.0,1.9633,37.7071,5461,37.0750,110
370000,2,722,6.40,0.00,0.00,0.16,6.25,0.00,1.00,0.000,0.053,360362.6,3739.9,2,43,2.41,1.00,1.00,0.4462,11.45,255.8,3.6706,35.3372,5461,37.0750,52
380000,0,744,7.91,0.01,0.03,0.04,7.82,0.00,1.01,0.000,0.067,399844.6,7703.2,2,79,2.71,1.00,1.01,0.9327,12.95,112289.1,0.0000,38.9270,5462,37.2324,101
380000,1,766,7.63,0.02,0.01,0.03,7.57,0.00,1.00,0.000,0.067,386991.5,7628.0,2,66,2.61,1.00,1.01,0.9327,8.28,21463.6,2.1652,37.8387,5461,37.2256,122
380000,2,740,6.52,0.16,0.00,0.00,6.36,0.00,1.05,0.000,0.055,359610.6,3862.3,2,56,2.43,1.02,1.06,0.4621,9.78,353.1,4.0290,35.2712,5461,37.2256,52
390000,0,757,7.77,0.09,0.04,0.02,7.62,0.00,1.02,0.000,0.067,394196.4,6523.2,2,77,2.62,1.00,1.03,0.7805,14.55,112158.0,0.0000,38.6171,5462,37.0022,202
390000,1,774,7.46,0.06,0.05,0.01,7.33,0.00,1.01,0.000,0.066,384428.1,6694.8,2,64,2.59,1.00,1.02,0.8102,15.27,20634.8,1.7388,37.7779,5461,36.9955,204
390000,2,758,6.67,0.13,0.00,0.21,6.34,0.00,1.03,0.000,0.058,356931.7,3925.8,2,45,2.43,1.00,1.04,0.4729,8.18,246.1,4.3363,35.0522,5461,36.9955,34
400000,0,783,7.57,0.11,0.07,0.06,7.34,0.00,1.04,0.000,0.068,394572.8,6427.0,2,62,2.58,1.02,1.04,0.7675,11.20,112280.7,0.0000,38.6119,5462,37.1049,161
400000,1,775,7.25,0.09,0.01,0.08,7.07,0.00,1.03,0.000,0.064,386075.9,6565.9,2,71,2.56,1.01,1.03,0.7871,11.46,20871.2,1.7343,37.7671,5461,37.0981,116
400000,2,732,6.36,0.02,0.00,0.07,6.27,0.00,1.01,0.000,0.053,358506.4,3906.9,2,46,2.41,1.01,1.01,0.4721,8.83,336.3,4.1707,35.2132,5461,37.0981,93
410000,0,793,7.53,0.08,0.00,0.03,7.41,0.00,1.02,0.000,0.068,393330.1,6006.6,2,71,2.47,1.00,1.03,0.7096,10.63,112825.3,0.0000,38.5022,5462,37.1186,128
410000,1,755,7.08,0.07,0.01,0.01,6.99,0.00,1.04,0.000,0.061,384764.4,5760.8,2,75,2.50,1.03,1.03,0.6842,10.56,20915.5,1.1567,37.6961,5461,37.1118,102
410000,2,744,6.45,0.00,0.00,0.05,6.40,0.00,1.00,0.000,0.055,360928.0,3676.4,2,46,2.42,1.00,1.00,0.4391,5.76,310.0,3.7019,35.3756,5461,37.1118,27
420000,0,766,7.61,0.15,0.00,0.13,7.33,0.00,1.05,0.000,0.067,395646.3,5454.8,2,71,2.52,1.01,1.06,0.6388,7.15,112881.2,0.0000,38.6747,5462,37.2619,127
420000,1,769,7.25,0.09,0.00,0.11,7.06,0.00,1.03,0.000,0.064,384318.7,5473.6,2,77,2.46,1.01,1.04,0.6498,13.88,20776.0,1.3273,37.7331,5461,37.2551,132
420000,2,746,6.47,0.08,0.00,0.02,6.37,0.00,1.03,0.000,0.055,363146.0,3719.5,2,44,2.38,1.01,1.03,0.4442,6.10,258.4,3.2579,35.6449,5461,37.2551,29
430000,0,761,7.31,0.01,0.01,0.02,7.28,0.00,1.01,0.000,0.063,394063.7,5502.5,2,64,2.51,1.00,1.01,0.6458,7.52,112565.3,0.0000,38.5656,5462,37.1758,83
430000,1,781,7.38,0.06,0.03,0.07,7.22,0.00,1.02,0.000,0.066,385718.9,5615.0,2,90,2.46,1.00,1.02,0.6635,12.54,21027.6,1.3106,37.8645,5461,37.1690,128
430000,2,704,6.31,0.07,0.00,0.01,6.24,0.00,1.02,0.000,0.051,359584.5,3765.1,2,40,2.39,1.00,1.02,0.4498,9.75,388.5,3.9526,35.3467,5461,37.1690,73
440000,0,772,7.47,0.09,0.01,0.07,7.30,0.00,1.03,0.000,0.066,392191.5,5542.0,2,67,2.55,1.00,1.04,0.6496,11.37,112805.4,0.0000,38.4748,5462,37.2543,134
440000,1,781,7.30,0.11,0.00,0.11,7.08,0.00,1.05,0.000,0.065,386182.9,5669.9,2,76,2.52,1.03,1.05,0.6701,11.22,20644.2,1.2554,37.8799,5461,37.2475,151
440000,2,748,6.38,0.02,0.00,0.09,6.27,0.00,1.01,0.000,0.055,364311.3,3753.5,2,49,2.41,1.00,1.01,0.4441,6.02,226.5,3.1692,35.6916,5461,37.2475,31
450000,0,776,7.78,0.07,0.02,0.08,7.61,0.00,1.02,0.000,0.069,394445.7,5542.4,2,70,2.48,1.01,1.03,0.6475,8.49,112632.5,0.0000,38.6602,5462,37.3564,135
450000,1,771,7.54,0.04,0.02,0.08,7.41,0.00,1.01,0.000,0.066,385709.8,5706.0,2,69,2.45,1.00,1.02,0.6761,6.00,20874.9,1.3478,37.9108,5461,37.3495,133
