step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten
110000,1685,1.389,0.048,10.45,40759,38168,417,0,2218,2,830195.9,8874.3,0.001,0.437,0.562,0.000,205,7.06,2.50,0.00,0.00,0.01,0.28,0.00,0.15,7.04,2.39,0.00,0.00,0.001,0.015,92,0.433,0.253,0.744,0.000,0.003,7805,5576,1,1.000,0.000,0.001,52060,0.059,0.063,0.000,82.03,12633,0,4437.169,0.000,0.000,853043,1.00,17.22,0.000,0.000,0.000,6,6,8,54,11892,0.045,0.00,0.0070,0.116,706,0.112,0.000,0.108,0.000,3.08,1.59,7.64,0.00,0.000,1.00,1.00,1.00,0.112,0.00268,45.25,1.0279,11.13,3766.4,139736.4,36.560,0.1405,81.904,361.261,0.569,0.000,132610.0,81.920,6.392,3,3.8,1.51,0.275
120000,1674,1.438,0.046,10.70,38058,35720,489,0,1860,0,830745.4,8554.7,0.000,0.433,0.567,0.000,208,7.40,1.85,0.00,0.00,0.00,0.08,0.01,0.21,7.39,1.84,0.00,0.00,0.000,0.005,88,0.470,0.261,0.737,0.000,0.002,6614,4855,1,1.000,0.000,0.002,36964,0.058,0.071,0.000,82.04,12925,0,8554.743,0.000,0.000,718336,1.00,16.76,0.000,0.000,0.000,6,8,8,30,12395,0.047,0.00,0.0067,0.113,705,0.098,0.000,0.094,0.000,3.16,1.74,7.71,0.00,0.000,1.00,1.00,1.00,0.098,0.00284,46.42,0.9884,10.12,3872.1,139736.3,35.379,0.1330,81.905,385.080,0.577,0.000,132457.2,81.920,5.992,8,13.6,3.43,0.172
130000,1605,1.433,0.047,10.83,37467,35301,489,0,1746,0,830442.9,8521.6,0.000,0.434,0.566,0.000,202,7.69,2.40,0.00,0.00,0.01,0.20,0.03,1.15,7.64,2.07,0.00,0.00,0.001,0.012,93,0.517,0.248,0.751,0.000,0.001,6388,5129,1,1.000,0.000,0.002,33391,0.056,0.066,0.000,82.05,13915,0,8521.646,0.000,0.000,676298,1.00,16.45,0.000,0.000,0.000,6,8,9,53,12336,0.047,0.00,0.0068,0.111,678,0.093,0.000,0.088,0.000,3.19,1.83,7.77,0.00,0.000,1.00,1.00,1.00,0.093,0.00304,46.92,0.9859,10.66,3901.8,139736.4,34.867,0.1336,81.927,389.189,0.584,0.000,132524.1,81.920,5.839,7,10.4,2.33,0.161
140000,1666,1.403,0.045,10.82,37593,35269,462,0,1801,0,830900.4,8492.0,0.000,0.435,0.564,0.000,206,7.48,1.98,0.00,0.00,0.01,0.16,0.00,0.11,7.47,1.95,0.00,0.00,0.001,0.013,104,0.519,0.266,0.729,0.000,0.005,6393,4920,1,1.000,0.000,0.003,32272,0.053,0.063,0.000,82.06,14276,0,8491.959,0.000,0.000,675080,1.00,16.69,0.000,0.000,0.000,6,8,8,37,12463,0.048,0.00,0.0067,0.122,689,0.093,0.000,0.088,0.000,3.18,1.76,7.77,0.00,0.000,1.00,1.00,1.00,0.093,0.00294,46.95,0.9840,14.27,3896.0,139736.3,34.834,0.1344,81.918,390.822,0.581,0.000,132508.2,81.920,5.799,5,6.4,1.53,0.165
150000,1627,1.421,0.046,10.97,37521,35373,441,0,1746,3,830367.6,8402.4,0.000,0.441,0.559,0.000,206,7.50,2.05,0.00,0.00,0.02,0.58,0.01,0.18,7.48,1.93,0.00,0.00,0.001,0.023,105,0.484,0.254,0.742,0.000,0.004,6206,4639,1,1.000,0.000,0.003,29433,0.060,0.062,0.000,82.05,14537,0,2800.787,0.000,0.000,673897,1.00,16.67,0.000,0.000,0.000,6,8,8,30,12210,0.047,0.00,0.0068,0.127,674,0.091,0.000,0.088,0.000,3.17,1.78,7.75,0.00,0.000,1.00,1.00,1.00,0.091,0.00303,47.05,0.9714,10.88,3928.2,139736.3,34.743,0.1314,81.920,391.730,0.579,0.000,132505.0,81.920,5.641,6,8.2,1.92,0.150
160000,1623,1.395,0.046,10.96,37985,35624,432,0,1933,4,830386.2,8560.4,0.000,0.441,0.558,0.000,207,7.41,2.07,0.00,0.00,0.01,0.26,0.00,0.04,7.39,2.04,0.00,0.00,0.001,0.018,93,0.418,0.245,0.752,0.000,0.003,6154,4420,1,1.000,0.000,0.001,29767,0.058,0.067,0.000,82.06,14958,0,2140.095,0.000,0.000,669097,1.00,16.85,0.000,0.000,0.000,6,8,9,37,12020,0.046,0.00,0.0069,0.121,677,0.090,0.000,0.089,0.000,3.12,1.74,7.67,0.00,0.000,1.00,1.00,1.00,0.090,0.00304,46.95,0.9954,17.62,3938.2,139736.3,34.835,0.1386,81.924,390.428,0.578,0.000,132546.5,81.920,5.600,5,8.5,2.99,0.157
170000,1667,1.418,0.045,10.97,38465,35952,438,0,2031,0,830540.3,8722.7,0.000,0.436,0.564,0.000,205,7.34,2.21,0.00,0.00,0.01,0.34,0.01,0.47,7.31,2.04,0.00,0.00,0.001,0.013,96,0.367,0.257,0.742,0.000,0.001,6252,3932,1,1.000,0.000,0.001,33286,0.065,0.090,0.000,82.06,15079,0,8722.743,0.000,0.000,683176,1.00,16.96,0.000,0.000,0.000,6,8,9,41,12232,0.047,0.00,0.0068,0.127,680,0.093,0.000,0.092,0.000,3.09,1.66,7.70,0.00,0.000,1.00,1.00,1.00,0.093,0.00289,46.78,1.0122,10.87,3902.6,139736.3,34.998,0.1405,81.915,389.242,0.576,0.000,132492.9,81.920,5.636,7,17.0,8.00,0.174
180000,1618,1.431,0.045,11.01,37934,35601,458,0,1924,0,831059.0,8594.9,0.000,0.431,0.569,0.000,202,7.54,2.02,0.00,0.00,0.01,0.35,0.02,0.75,7.51,1.94,0.00,0.00,0.001,0.024,87,0.352,0.250,0.749,0.000,0.001,5999,3534,1,1.000,0.000,0.002,27331,0.066,0.061,0.000,82.05,15168,0,8594.875,0.000,0.001,653799,1.00,16.73,0.000,0.000,0.000,6,8,9,35,12204,0.047,0.00,0.0068,0.119,650,0.091,0.000,0.090,0.000,3.17,1.74,7.75,0.00,0.000,1.00,1.00,1.00,0.091,0.00296,46.94,0.9964,12.49,3968.2,139736.2,34.852,0.1367,81.918,392.160,0.577,0.000,132470.8,81.920,5.610,4,5.7,1.65,0.181
190000,1628,1.435,0.045,11.07,37635,35283,475,0,1867,0,830713.7,8583.2,0.001,0.427,0.572,0.000,203,7.60,1.94,0.00,0.00,0.01,0.22,0.00,0.02,7.59,1.90,0.00,0.00,0.001,0.016,94,0.350,0.261,0.737,0.000,0.002,5772,3193,1,1.000,0.000,0.001,28569,0.062,0.071,0.000,82.05,15167,0,8583.170,0.000,0.000,625431,1.00,16.64,0.000,0.000,0.000,6,8,9,29,12369,0.047,0.00,0.0067,0.114,673,0.088,0.000,0.088,0.000,3.22,1.75,7.77,0.00,0.000,1.00,1.00,1.00,0.088,0.00294,47.18,0.9955,12.35,3995.4,139736.2,34.602,0.1371,81.916,397.270,0.580,0.000,132425.3,81.920,5.599,9,15.7,3.84,0.191
200000,1605,1.429,0.045,11.20,37518,35072,470,0,1999,0,829932.6,8752.1,0.001,0.425,0.574,0.000,204,7.60,2.16,0.00,0.00,0.03,0.61,0.01,0.25,7.57,1.88,0.00,0.00,0.001,0.018,94,0.330,0.244,0.755,0.000,0.001,5440,2930,1,1.000,0.000,0.001,24765,0.071,0.089,0.000,82.06,15009,0,8752.066,0.000,0.000,601809,1.00,16.58,0.000,0.000,0.000,6,8,9,41,12197,0.047,0.00,0.0068,0.115,655,0.085,0.000,0.088,0.000,3.18,1.70,7.79,0.00,0.000,1.00,1.00,1.00,0.085,0.00299,47.28,1.0159,13.97,3955.5,139736.2,34.496,0.1405,81.928,397.450,0.584,0.000,132503.9,81.920,5.497,8,18.8,7.95,0.172
210000,1645,1.410,0.045,11.24,37945,35503,448,0,1954,1,830147.9,8782.7,0.001,0.424,0.575,0.000,206,7.54,1.96,0.00,0.00,0.01,0.26,0.00,0.06,7.52,1.95,0.00,0.00,0.001,0.021,100,0.316,0.244,0.748,0.000,0.008,5562,2912,1,1.000,0.000,0.002,26510,0.077,0.088,0.000,82.05,15364,0,8782.732,0.000,0.000,594796,1.00,16.73,0.000,0.000,0.000,6,8,9,28,12399,0.047,0.00,0.0067,0.118,670,0.084,0.000,0.089,0.000,3.18,1.72,7.78,0.00,0.000,1.00,1.00,1.00,0.084,0.00292,47.29,1.0192,17.82,4053.6,139736.2,34.502,0.1404,81.907,398.944,0.584,0.000,132377.5,81.920,5.499,6,15.3,8.00,0.184
220000,1658,1.392,0.044,11.33,38657,36274,437,0,1933,0,829953.3,8774.4,0.000,0.424,0.575,0.000,204,7.55,2.18,0.00,0.00,0.00,0.10,0.01,0.21,7.54,2.15,0.00,0.00,0.000,0.007,96,0.426,0.250,0.747,0.000,0.004,5471,2778,2,0.666,0.327,0.001,25217,0.070,0.061,0.000,82.06,15702,0,8774.356,0.000,0.000,597961,1.00,16.73,0.000,0.000,0.000,6,8,9,48,12521,0.048,0.00,0.0066,0.112,694,0.085,0.000,0.090,0.000,3.21,1.74,7.75,0.00,0.000,1.00,1.00,1.00,0.085,0.00288,47.50,1.0152,17.38,4002.3,139736.1,34.278,0.1378,81.928,401.564,0.581,0.000,132452.9,81.920,5.439,7,8.9,1.53,0.167
230000,1625,1.419,0.044,11.47,38993,36485,417,0,2124,0,829942.7,8880.7,0.000,0.430,0.570,0.000,205,7.45,1.64,0.00,0.00,0.00,0.00,0.00,0.11,7.45,1.64,0.00,0.00,0.000,0.000,81,0.503,0.246,0.751,0.000,0.004,5583,2816,1,1.000,0.000,0.002,25831,0.070,0.059,0.000,82.06,16176,0,8880.692,0.000,0.000,624447,1.00,16.70,0.000,0.000,0.000,6,8,9,24,12107,0.046,0.00,0.0069,0.118,668,0.087,0.000,0.091,0.000,3.23,1.74,7.82,0.00,0.000,1.00,1.00,1.00,0.087,0.00296,47.46,1.0311,16.42,4046.2,139736.1,34.317,0.1430,81.917,400.546,0.583,0.000,132426.6,81.920,5.373,5,6.9,1.58,0.153
240000,1642,1.374,0.042,11.59,39519,37017,426,0,2059,0,829717.9,8906.8,0.000,0.428,0.572,0.000,203,7.44,1.68,0.00,0.00,0.01,0.16,0.00,0.10,7.43,1.66,0.00,0.00,0.000,0.013,91,0.502,0.254,0.744,0.000,0.002,5618,2913,1,1.000,0.000,0.002,22141,0.066,0.055,0.000,82.06,16843,0,8906.802,0.000,0.000,621521,1.00,16.74,0.000,0.000,0.000,6,8,9,20,12220,0.047,0.00,0.0068,0.127,669,0.087,0.000,0.092,0.000,3.22,1.77,7.77,0.00,0.000,1.00,1.00,1.00,0.087,0.00292,47.82,1.0323,11.81,4088.4,139736.1,33.966,0.1420,81.923,404.271,0.591,0.000,132451.5,81.920,5.355,2,2.5,1.35,0.150
250000,1652,1.411,0.045,11.62,39640,37193,419,0,2018,0,829620.2,8828.2,0.000,0.424,0.576,0.000,203,7.46,2.03,0.00,0.00,0.03,0.57,0.01,0.37,7.42,1.89,0.00,0.00,0.002,0.034,103,0.499,0.244,0.752,0.000,0.004,5301,3062,1,0.675,0.325,0.002,20768,0.070,0.067,0.000,82.07,17024,0,8828.166,0.000,0.000,617232,1.00,16.78,0.000,0.000,0.000,6,8,8,33,12325,0.047,0.00,0.0068,0.121,677,0.087,0.000,0.092,0.000,3.21,1.77,7.69,0.00,0.000,1.00,1.00,1.00,0.087,0.00288,47.87,1.0221,17.31,4011.9,139736.1,33.906,0.1386,81.916,405.580,0.582,0.000,132411.8,81.920,5.353,8,12.0,2.51,0.142
260000,1626,1.413,0.043,11.61,39815,37335,417,0,2089,0,829571.2,8993.4,0.000,0.427,0.573,0.000,203,7.54,2.17,0.00,0.00,0.01,0.52,0.03,0.70,7.50,1.89,0.00,0.00,0.000,0.015,90,0.506,0.253,0.745,0.000,0.002,5530,3329,1,0.683,0.317,0.002,21399,0.066,0.059,0.000,82.06,17193,0,8993.412,0.000,0.000,628975,1.00,16.69,0.000,0.000,0.000,6,8,8,35,12256,0.047,0.00,0.0068,0.121,673,0.088,0.000,0.092,0.000,3.23,1.76,7.77,0.00,0.000,1.00,1.00,1.00,0.088,0.00294,47.83,1.0423,19.52,4029.3,139736.0,33.944,0.1427,81.925,405.207,0.583,0.000,132456.5,81.920,5.334,7,9.1,1.58,0.139
270000,1653,1.396,0.043,11.58,39922,37330,415,0,2150,0,829743.4,9037.5,0.001,0.426,0.573,0.000,203,7.41,1.85,0.00,0.00,0.01,0.17,0.01,0.45,7.39,1.72,0.00,0.00,0.001,0.012,84,0.535,0.255,0.744,0.001,0.001,5581,3144,1,0.698,0.302,0.002,20354,0.069,0.056,0.000,82.06,17353,0,9037.521,0.000,0.001,632870,1.00,16.80,0.000,0.000,0.000,6,8,8,36,12255,0.047,0.00,0.0068,0.113,682,0.089,0.000,0.093,0.000,3.19,1.77,7.72,0.00,0.000,1.00,1.00,1.00,0.089,0.00289,47.74,1.0486,12.33,4083.2,139736.0,34.041,0.1454,81.914,405.129,0.586,0.000,132397.5,81.920,5.487,1,1.9,1.86,0.183
280000,1634,1.383,0.044,11.63,39583,37019,416,0,2167,0,829992.4,8986.6,0.000,0.424,0.575,0.000,203,7.59,2.85,0.00,0.00,0.02,0.85,0.02,0.63,7.54,2.57,0.00,0.00,0.001,0.025,113,0.504,0.247,0.750,0.000,0.002,5429,3069,1,0.701,0.299,0.002,18835,0.059,0.056,0.000,82.07,17415,0,8986.621,0.000,0.001,610800,1.00,16.70,0.000,0.000,0.000,6,8,8,47,12401,0.047,0.00,0.0067,0.123,673,0.086,0.000,0.091,0.000,3.23,1.79,7.73,0.00,0.000,1.00,1.00,1.00,0.086,0.00293,47.99,1.0421,14.40,4031.5,139736.0,33.777,0.1432,81.928,406.427,0.589,0.000,132481.8,81.920,5.405,3,3.7,1.41,0.158
290000,1624,1.405,0.044,11.65,39254,36739,433,0,2092,0,829982.6,8945.1,0.000,0.422,0.577,0.000,203,7.52,2.52,0.00,0.00,0.01,0.35,0.00,0.04,7.50,2.49,0.00,0.00,0.001,0.019,96,0.574,0.249,0.748,0.000,0.003,5371,2845,2,0.730,0.000,0.001,17473,0.071,0.099,0.000,82.06,16878,0,8945.094,0.000,0.000,607140,1.00,16.72,0.000,0.000,0.000,6,8,8,59,12206,0.047,0.00,0.0068,0.123,665,0.086,0.000,0.091,0.000,3.24,1.80,7.76,0.00,0.000,1.00,1.00,1.00,0.086,0.00293,47.97,1.0363,16.94,4094.0,139736.0,33.814,0.1414,81.911,407.571,0.579,0.000,132391.3,81.920,5.356,7,21.9,8.00,0.139
300000,1663,1.383,0.042,11.62,38916,36423,444,0,2010,0,830014.8,8892.8,0.000,0.419,0.581,0.000,201,7.49,1.89,0.00,0.00,0.01,0.38,0.00,0.06,7.48,1.81,0.00,0.00,0.001,0.014,86,0.568,0.260,0.735,0.000,0.005,5251,2723,1,1.000,0.000,0.002,17118,0.063,0.056,0.000,82.06,16607,0,8892.767,0.000,0.000,570028,1.00,16.71,0.000,0.000,0.000,6,8,8,30,12463,0.048,0.00,0.0067,0.110,684,0.082,0.000,0.089,0.000,3.24,1.79,7.80,0.00,0.000,1.00,1.00,1.00,0.082,0.00287,48.33,1.0295,11.68,4117.1,139736.0,33.452,0.1407,81.919,410.477,0.589,0.000,132384.0,81.920,5.302,4,5.7,1.79,0.133
310000,1640,1.399,0.044,11.65,38998,36535,444,0,2042,0,829775.4,8925.2,0.000,0.416,0.584,0.000,204,7.52,2.07,0.00,0.00,0.01,0.13,0.00,0.00,7.51,2.07,0.00,0.00,0.001,0.013,94,0.578,0.245,0.753,0.000,0.002,5146,2846,1,0.727,0.273,0.000,18810,0.063,0.060,0.000,82.06,16201,0,8925.168,0.000,0.000,555860,1.00,16.69,0.000,0.000,0.000,6,8,8,45,12333,0.047,0.00,0.0067,0.109,670,0.080,0.000,0.088,0.000,3.22,1.81,7.75,0.00,0.000,1.00,1.00,1.00,0.080,0.00289,48.21,1.0355,17.80,4108.4,139735.9,33.569,0.1423,81.919,410.062,0.594,0.000,132368.7,81.920,5.348,6,8.3,1.55,0.139
320000,1651,1.373,0.043,11.80,38445,35998,453,0,1983,0,829886.8,8828.6,0.000,0.416,0.584,0.000,202,7.58,1.97,0.00,0.00,0.01,0.16,0.02,0.65,7.54,1.69,0.00,0.00,0.001,0.012,83,0.603,0.247,0.749,0.000,0.004,4944,3046,1,1.000,0.000,0.002,19896,0.058,0.057,0.000,82.05,16106,0,8828.643,0.000,0.000,524368,1.00,16.59,0.000,0.000,0.000,6,8,8,42,12508,0.048,0.00,0.0067,0.116,684,0.076,0.000,0.089,0.000,3.23,1.84,7.84,0.00,0.000,1.00,1.00,1.00,0.076,0.00290,48.32,1.0228,19.00,4157.4,139735.9,33.463,0.1397,81.920,411.041,0.594,0.000,132364.9,81.920,5.304,4,5.3,1.55,0.140
330000,1629,1.422,0.043,11.90,38268,35812,488,0,1990,0,830297.2,8879.0,0.000,0.414,0.586,0.000,203,7.56,1.55,0.00,0.00,0.01,0.13,0.00,0.00,7.56,1.55,0.00,0.00,0.001,0.015,82,0.619,0.236,0.761,0.000,0.002,4775,3254,1,0.768,0.232,0.000,16554,0.068,0.060,0.000,82.06,16496,0,8878.976,0.000,0.000,495649,1.00,16.60,0.000,0.000,0.000,6,8,8,27,12320,0.047,0.00,0.0067,0.109,675,0.072,0.000,0.088,0.000,3.26,1.84,7.78,0.00,0.000,1.00,1.00,1.00,0.072,0.00294,48.57,1.0294,14.92,4148.9,139735.9,33.204,0.1418,81.915,415.205,0.597,0.000,132317.3,81.920,5.235,7,9.5,1.71,0.143
