step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,gain_mean,kills_young_share,meat_majority,eaten_with_sensor,kills_by_sensor,who_decisions,who_used
110000,904,4.613,0.075,12.49,54494,40238,13,14196,52,271,1595255.1,45686.6,0.191,0.207,0.224,0.141,0.237,2087,62.42,4.19,39.89,8.13,1.95,6.32,0.04,0.53,20.54,3.70,1.77,5.77,0.032,0.104,110,0.189,0.918,0.062,0.000,0.020,35507,15843,3,0.509,0.054,0.018,304789,0.127,0.144,0.028,161.09,21054,21,3.22,0.879,0.008,1454,26,1786,0.174
120000,917,4.566,0.078,12.57,54342,39574,10,14689,56,366,1603004.9,47452.8,0.195,0.207,0.218,0.145,0.235,2014,62.52,5.20,40.00,8.31,1.71,5.90,0.05,0.24,20.76,4.89,1.53,5.37,0.028,0.098,136,0.193,0.928,0.049,0.000,0.023,35504,17105,4,0.493,0.000,0.046,202550,0.132,0.143,0.025,161.13,21056,19,3.23,0.891,0.008,1505,53,1703,0.176
130000,882,4.745,0.078,12.43,55808,40757,14,15022,50,323,1606867.0,49105.7,0.188,0.205,0.220,0.145,0.242,1930,63.00,3.40,39.63,8.37,2.55,7.22,0.04,0.24,20.77,3.74,2.28,6.49,0.042,0.119,113,0.112,0.908,0.071,0.000,0.020,36645,16775,4,0.533,0.000,0.036,263252,0.126,0.146,0.028,161.08,21315,18,3.27,0.900,0.016,1377,15,1563,0.166
140000,917,4.529,0.065,12.33,54503,39761,36,14601,70,290,1615243.2,46254.5,0.207,0.201,0.210,0.143,0.239,1931,60.69,11.59,37.60,11.61,2.57,7.20,0.06,0.86,20.46,4.85,2.33,6.56,0.043,0.120,124,0.244,0.913,0.072,0.000,0.015,36413,16720,3,0.574,0.062,0.015,266543,0.132,0.139,0.025,161.37,21441,19,3.17,0.896,0.009,1317,30,1509,0.176
150000,907,4.579,0.070,12.45,55000,40607,38,14256,109,297,1618334.4,43787.6,0.209,0.198,0.214,0.144,0.235,1980,61.75,7.68,38.78,10.05,1.93,6.19,0.03,0.42,21.00,5.07,1.67,5.56,0.034,0.108,141,0.194,0.927,0.056,0.000,0.017,36752,16104,4,0.469,0.001,0.017,106196,0.140,0.137,0.023,161.36,21472,28,3.07,0.854,0.004,853,40,1077,0.196
160000,887,4.638,0.079,12.43,55677,41420,14,14163,100,334,1602641.2,44827.2,0.168,0.211,0.225,0.148,0.248,2048,61.72,6.86,39.41,9.49,1.46,5.52,0.07,0.60,20.78,4.50,1.30,4.93,0.025,0.093,154,0.312,0.931,0.043,0.000,0.026,35890,15736,3,0.550,0.009,0.023,153842,0.134,0.142,0.025,161.17,21446,20,3.17,0.882,0.008,879,33,1034,0.212
170000,872,4.713,0.078,12.47,58352,44130,6,14176,55,271,1608680.4,46088.3,0.146,0.220,0.227,0.145,0.263,2015,62.84,3.40,40.03,7.98,1.76,6.07,0.00,0.11,21.05,4.55,1.58,5.50,0.029,0.099,95,0.458,0.927,0.057,0.000,0.016,37575,17457,3,0.653,0.000,0.002,38771,0.160,0.145,0.027,161.06,22120,18,3.25,0.898,0.009,553,16,648,0.205
180000,902,4.615,0.066,12.65,57068,43806,15,13163,54,265,1606414.4,42926.6,0.176,0.221,0.220,0.136,0.247,2071,62.65,3.61,39.93,8.11,1.86,6.21,0.02,0.18,20.84,5.08,1.70,5.67,0.031,0.102,141,0.285,0.927,0.055,0.000,0.018,39462,18670,3,0.354,0.334,0.011,67796,0.144,0.132,0.022,160.54,21854,19,3.26,0.894,0.008,641,28,844,0.198
190000,873,4.664,0.058,12.79,55967,42355,85,13501,55,279,1603648.4,44161.8,0.192,0.220,0.216,0.135,0.237,2053,62.99,2.38,40.34,7.18,1.77,6.05,0.03,0.38,20.84,3.75,1.54,5.42,0.029,0.099,118,0.377,0.932,0.053,0.000,0.015,41656,18681,3,0.751,0.112,0.008,115823,0.142,0.135,0.022,160.35,22142,19,3.27,0.893,0.006,792,25,1025,0.151
200000,937,4.475,0.051,11.78,63217,48910,24,14168,51,421,1580330.6,45711.8,0.182,0.251,0.228,0.125,0.214,1728,61.63,6.28,38.18,8.93,0.99,4.28,0.08,0.59,22.37,5.23,0.86,3.87,0.018,0.081,212,0.211,0.945,0.030,0.000,0.026,50161,24575,3,0.619,0.269,0.029,445307,0.137,0.124,0.018,158.86,26005,22,3.23,0.879,0.004,1282,116,1994,0.154
210000,907,4.535,0.057,12.12,63163,47275,37,15829,52,476,1595282.1,49885.7,0.194,0.257,0.234,0.120,0.195,1807,62.44,4.89,40.83,7.41,1.34,5.31,0.05,0.53,20.23,4.09,1.21,4.80,0.022,0.087,141,0.153,0.955,0.037,0.000,0.008,48740,19976,7,0.227,0.224,0.014,215961,0.178,0.128,0.020,160.11,25037,40,3.15,0.807,0.004,769,110,1206,0.182
220000,887,4.681,0.062,11.93,55716,41810,68,13816,42,240,1595310.0,44408.8,0.172,0.246,0.235,0.131,0.217,2135,62.16,4.64,39.47,8.97,2.71,7.42,0.18,0.88,19.80,3.53,2.41,6.63,0.045,0.122,118,0.220,0.896,0.085,0.000,0.019,40463,15257,8,0.349,0.006,0.053,371858,0.203,0.132,0.022,160.63,20620,21,3.21,0.890,0.007,861,42,1108,0.234
230000,885,4.620,0.065,12.44,55678,41220,48,14360,52,340,1588184.2,46112.1,0.171,0.236,0.228,0.132,0.233,2203,62.08,3.84,39.78,8.44,2.48,7.11,0.05,0.66,19.78,3.57,2.21,6.39,0.041,0.117,140,0.192,0.920,0.067,0.000,0.014,39531,15515,7,0.315,0.097,0.025,147935,0.210,0.144,0.028,160.57,20665,15,3.21,0.928,0.011,767,24,805,0.239
240000,901,4.671,0.068,12.31,56772,42544,42,14136,34,410,1581961.4,45903.0,0.226,0.214,0.211,0.135,0.214,1919,61.88,4.93,39.54,9.21,2.04,6.48,0.04,0.63,20.27,4.01,1.81,5.82,0.034,0.106,131,0.216,0.928,0.058,0.000,0.014,41828,19086,7,0.305,0.000,0.004,106861,0.125,0.142,0.026,159.68,22840,25,3.25,0.886,0.010,724,37,915,0.207
250000,865,4.712,0.073,11.39,57111,41175,28,15886,58,369,1588002.9,52040.9,0.154,0.238,0.236,0.137,0.235,2034,62.56,3.29,39.54,8.85,3.36,8.08,0.01,0.22,19.65,3.58,3.07,7.38,0.055,0.133,85,0.173,0.901,0.081,0.000,0.018,38107,18800,5,0.488,0.000,0.002,41243,0.171,0.143,0.026,159.66,21883,25,3.28,0.894,0.002,743,54,962,0.225
260000,898,4.527,0.065,11.65,60035,42831,13,16986,172,389,1603502.4,50156.1,0.130,0.233,0.246,0.148,0.243,1979,62.35,4.58,39.57,8.37,2.41,6.92,0.03,0.45,20.35,3.68,2.19,6.31,0.040,0.114,121,0.169,0.901,0.076,0.000,0.023,39305,18843,4,0.411,0.000,0.006,67392,0.177,0.130,0.019,160.47,23693,20,2.95,0.888,0.006,1047,95,1339,0.241
270000,1062,3.970,0.056,11.87,61375,42234,35,18557,385,385,1603485.5,50595.8,0.160,0.228,0.231,0.146,0.237,1887,51.77,21.27,31.97,17.29,1.96,6.25,0.26,2.09,17.58,5.72,1.79,5.71,0.032,0.103,181,0.190,0.901,0.078,0.000,0.021,42384,18746,3,0.522,0.000,0.030,86805,0.180,0.127,0.020,161.23,25058,27,2.73,0.845,0.019,1260,199,1878,0.243
280000,934,4.532,0.066,12.19,57033,40074,39,16877,171,317,1608880.4,46203.0,0.182,0.217,0.213,0.149,0.239,1991,61.28,7.98,39.50,9.32,1.50,5.69,0.01,0.17,20.27,3.94,1.32,5.04,0.025,0.093,145,0.244,0.940,0.048,0.000,0.012,37757,13693,4,0.476,0.000,0.003,87759,0.188,0.132,0.020,161.82,22772,25,2.74,0.848,0.006,1378,108,2040,0.260
290000,881,4.676,0.067,12.24,58169,40514,44,17420,244,356,1612882.8,47248.0,0.169,0.226,0.223,0.144,0.237,1908,62.49,5.37,39.99,8.36,1.74,6.09,0.04,0.46,20.73,3.87,1.50,5.33,0.031,0.115,124,0.375,0.919,0.057,0.000,0.024,37846,14452,3,0.401,0.240,0.012,51747,0.181,0.135,0.022,161.75,23357,27,2.71,0.852,0.011,1036,72,1393,0.233
300000,935,4.431,0.061,12.35,58038,41248,58,16440,238,325,1616850.0,44507.2,0.163,0.220,0.226,0.149,0.243,1905,59.07,13.66,37.59,12.58,1.93,6.22,0.01,0.23,19.54,4.36,1.74,5.64,0.032,0.103,152,0.291,0.898,0.081,0.000,0.020,38237,14213,4,0.461,0.064,0.002,49034,0.168,0.132,0.021,161.84,23466,29,2.71,0.832,0.010,825,87,1064,0.232
310000,941,4.492,0.072,12.84,59414,41903,26,17160,319,525,1601672.4,45860.4,0.166,0.217,0.222,0.151,0.243,1875,61.19,7.24,38.97,9.11,0.98,4.30,0.01,0.36,21.23,4.53,0.88,3.91,0.016,0.071,163,0.203,0.944,0.046,0.000,0.011,39635,14629,3,0.524,0.107,0.001,48944,0.173,0.134,0.021,161.49,24726,31,2.67,0.823,0.003,690,133,1114,0.200
320000,903,4.443,0.059,12.91,56358,42875,23,13385,113,300,1606820.0,40560.5,0.174,0.207,0.205,0.159,0.254,1926,62.85,2.97,40.75,7.12,1.66,5.95,0.01,0.11,20.44,3.74,1.48,5.32,0.027,0.097,122,0.238,0.929,0.054,0.000,0.017,38850,14581,4,0.477,0.093,0.004,48677,0.198,0.127,0.018,161.48,23230,26,3.03,0.844,0.004,570,94,847,0.241
330000,896,4.518,0.067,12.74,59486,44723,16,14653,101,328,1601543.9,44993.0,0.196,0.195,0.191,0.164,0.254,1813,60.92,10.63,38.78,10.41,1.74,5.99,0.00,0.00,20.39,4.13,1.57,5.43,0.030,0.104,131,0.355,0.927,0.058,0.000,0.015,43482,14526,5,0.343,0.282,0.000,44098,0.154,0.134,0.021,160.61,24356,24,3.07,0.852,0.009,475,82,700,0.193
340000,886,4.505,0.075,12.48,56385,42371,33,13876,115,275,1624116.1,41518.8,0.178,0.202,0.201,0.159,0.261,1931,62.80,5.71,39.63,8.37,2.06,6.52,0.01,0.15,21.11,3.40,1.88,5.96,0.034,0.107,90,0.555,0.923,0.065,0.000,0.011,37431,15334,4,0.451,0.003,0.002,31038,0.186,0.140,0.026,161.78,22441,26,2.99,0.838,0.001,458,50,652,0.232
350000,898,4.425,0.062,12.89,54685,42333,14,12279,47,213,1626596.6,38214.0,0.173,0.197,0.198,0.162,0.270,1850,63.04,4.51,40.20,7.68,1.49,5.62,0.01,0.33,21.33,3.65,1.33,5.01,0.025,0.092,106,0.479,0.937,0.049,0.000,0.014,36075,17167,4,0.560,0.000,0.002,24682,0.181,0.128,0.019,161.82,22329,24,3.11,0.860,0.003,366,23,474,0.236
360000,884,4.467,0.062,12.59,59138,45800,13,13278,61,415,1615760.4,41959.8,0.193,0.196,0.192,0.157,0.262,1704,63.23,3.42,40.25,7.61,1.83,6.11,0.01,0.12,21.14,3.55,1.66,5.57,0.030,0.100,122,0.402,0.933,0.055,0.000,0.011,43157,16960,4,0.449,0.114,0.005,27525,0.197,0.129,0.019,160.92,24524,26,3.16,0.844,0.010,374,23,554,0.226
370000,922,4.525,0.071,12.77,57329,45446,10,11772,63,355,1622119.4,36975.6,0.180,0.182,0.180,0.179,0.278,1870,61.69,8.39,39.41,8.81,1.16,4.61,0.04,0.58,21.08,4.68,0.98,4.10,0.019,0.076,154,0.422,0.933,0.056,0.000,0.011,40984,17232,5,0.437,0.000,0.010,76816,0.204,0.142,0.026,161.51,23538,30,3.14,0.819,0.010,594,90,1114,0.198
380000,988,4.232,0.055,12.60,66319,51802,17,14272,162,661,1608252.8,39271.0,0.210,0.180,0.179,0.176,0.254,1549,58.96,8.85,34.98,9.11,0.82,2.40,0.21,0.95,22.95,5.66,0.73,2.08,0.014,0.040,309,0.185,0.935,0.052,0.000,0.013,47747,22087,6,0.345,0.064,0.083,240254,0.174,0.120,0.017,161.38,28671,48,2.75,0.723,0.003,1029,850,2860,0.208
390000,944,4.348,0.085,13.30,80821,57505,10,23114,236,719,1597614.2,59039.2,0.154,0.200,0.206,0.165,0.274,1313,59.20,8.10,34.81,9.92,1.60,4.98,0.08,0.94,22.71,5.78,1.40,4.42,0.027,0.082,295,0.066,0.906,0.072,0.000,0.022,52023,22730,4,0.541,0.139,0.013,501220,0.174,0.148,0.029,160.91,35571,63,2.55,0.661,0.018,2160,681,4541,0.216
400000,1008,4.122,0.068,12.98,66446,49460,2,16861,59,621,1602503.1,51851.4,0.156,0.203,0.197,0.166,0.277,1539,57.62,6.14,34.71,6.48,1.30,4.50,0.03,0.43,21.58,4.79,1.15,3.90,0.022,0.075,231,0.140,0.931,0.052,0.000,0.018,42708,17294,8,0.368,0.026,0.010,58181,0.192,0.126,0.019,161.86,27763,30,3.08,0.860,0.005,442,106,648,0.255
410000,1065,3.922,0.059,12.61,63239,50712,12,12409,49,587,1606913.9,36864.6,0.169,0.209,0.214,0.154,0.254,1696,53.71,8.53,30.16,8.59,0.70,1.88,0.20,1.17,22.64,5.29,0.60,1.52,0.013,0.036,342,0.055,0.923,0.060,0.000,0.017,42002,16878,5,0.478,0.000,0.073,167252,0.183,0.113,0.013,162.39,26372,45,2.97,0.792,0.005,535,399,1176,0.184
420000,919,4.472,0.075,12.73,66584,49885,13,16768,64,519,1613120.1,51278.3,0.169,0.198,0.220,0.160,0.253,1625,61.59,6.34,38.46,7.46,1.95,6.23,0.00,0.00,21.17,4.23,1.78,5.68,0.031,0.097,150,0.165,0.917,0.064,0.000,0.018,43230,16713,3,0.450,0.098,0.000,383062,0.204,0.134,0.021,161.31,26972,59,3.06,0.732,0.008,2232,3134,6162,0.260
430000,807,4.656,0.089,12.53,65802,43736,0,21951,227,567,1561443.0,66141.7,0.130,0.188,0.204,0.184,0.294,1679,63.17,4.45,39.07,10.25,5.42,9.76,0.00,0.00,18.68,3.78,5.14,9.26,0.086,0.155,107,0.229,0.827,0.151,0.000,0.022,39974,20151,2,0.768,0.000,0.000,26311,0.209,0.172,0.042,157.70,27549,37,3.01,0.820,0.011,1128,70,947,0.278
440000,863,4.590,0.074,12.60,57930,42177,13,15612,72,369,1569330.8,49444.1,0.085,0.208,0.207,0.198,0.301,1885,62.43,6.54,39.54,11.34,3.79,8.48,0.02,0.57,19.08,4.17,3.63,8.12,0.060,0.135,102,0.291,0.868,0.115,0.000,0.017,36943,20530,3,0.644,0.022,0.002,8533,0.215,0.143,0.027,158.73,24192,17,3.17,0.901,0.003,773,8,529,0.289
450000,901,4.379,0.064,12.45,57197,39493,16,17401,249,418,1577018.5,50081.1,0.089,0.229,0.224,0.185,0.273,1881,59.72,13.59,36.72,14.09,5.04,9.38,0.04,0.66,17.92,3.98,4.68,8.96,0.087,0.161,118,0.210,0.825,0.161,0.000,0.014,36373,18034,3,0.350,0.240,0.003,8513,0.204,0.136,0.022,159.69,24065,24,2.88,0.865,0.011,775,7,521,0.265
460000,835,4.552,0.077,12.52,55595,38282,30,17116,233,420,1577030.4,49306.7,0.077,0.231,0.226,0.185,0.281,1943,62.95,4.67,39.52,10.66,4.44,9.03,0.01,0.15,18.99,3.73,4.12,8.53,0.071,0.145,112,0.184,0.849,0.125,0.000,0.026,36048,13955,3,0.310,0.202,0.002,8613,0.202,0.153,0.032,159.85,23852,20,2.88,0.887,0.002,752,67,549,0.295
470000,844,4.492,0.079,12.63,54428,39716,17,14623,63,344,1575412.5,47204.6,0.110,0.220,0.220,0.180,0.271,1953,63.50,2.33,40.70,8.88,3.96,8.65,0.00,0.00,18.83,3.01,3.78,8.27,0.063,0.137,102,0.305,0.865,0.115,0.000,0.020,35261,14700,4,0.378,0.081,0.000,6206,0.197,0.158,0.034,159.71,23030,17,3.23,0.910,0.001,738,30,434,0.304
480000,913,4.229,0.079,12.26,59217,41554,8,17376,210,364,1571454.9,50893.9,0.106,0.210,0.205,0.189,0.290,1744,57.22,16.60,34.07,15.97,5.00,9.39,0.10,0.67,18.05,4.11,4.74,8.99,0.081,0.150,144,0.275,0.820,0.162,0.000,0.018,36566,17046,4,0.302,0.226,0.026,14699,0.218,0.151,0.031,159.75,25600,21,2.93,0.872,0.020,870,44,681,0.313
490000,843,4.698,0.087,12.77,69630,43434,5,25949,312,503,1570644.0,62388.8,0.085,0.226,0.216,0.181,0.292,1716,63.64,1.79,41.37,8.23,3.19,7.92,0.00,0.00,19.08,3.18,3.05,7.58,0.051,0.126,91,0.387,0.887,0.096,0.000,0.017,43154,18992,4,0.414,0.122,0.000,60718,0.160,0.157,0.035,159.64,27465,30,2.40,0.807,0.001,1649,94,1885,0.242
500000,832,4.608,0.089,12.88,54459,41064,10,13364,32,321,1571252.0,43607.6,0.110,0.219,0.215,0.179,0.277,1868,63.20,4.03,41.31,9.07,2.79,7.46,0.02,0.26,19.08,3.39,2.64,7.10,0.045,0.119,112,0.431,0.900,0.087,0.000,0.013,33770,14810,4,0.377,0.084,0.007,7248,0.190,0.157,0.034,159.86,22332,18,3.26,0.900,0.008,714,9,402,0.306
510000,851,4.594,0.089,12.87,57708,41872,16,15645,156,418,1571676.9,47002.6,0.112,0.220,0.218,0.175,0.275,1875,63.37,3.44,41.45,8.65,2.81,7.42,0.00,0.14,19.11,3.36,2.68,7.10,0.045,0.118,110,0.369,0.905,0.087,0.000,0.008,35647,18693,6,0.231,0.033,0.001,19111,0.199,0.158,0.035,159.80,23960,22,3.00,0.868,0.001,919,172,1027,0.325
520000,873,4.568,0.084,13.39,58239,41761,11,16208,237,389,1575309.4,46912.7,0.112,0.208,0.205,0.185,0.291,1649,62.87,5.47,40.91,9.87,2.32,7.00,0.03,0.68,19.61,3.61,2.15,6.52,0.037,0.112,105,0.487,0.928,0.058,0.000,0.014,35636,16241,5,0.701,0.011,0.002,35145,0.189,0.149,0.029,160.42,25446,27,2.89,0.834,0.007,1004,178,1149,0.278
530000,881,4.399,0.090,13.45,55323,42447,27,12752,89,258,1572416.1,39228.3,0.109,0.205,0.207,0.182,0.296,1772,61.65,9.60,39.60,11.12,2.90,7.61,0.09,1.03,19.05,3.41,2.76,7.27,0.046,0.121,107,0.553,0.891,0.092,0.000,0.017,33592,17528,3,0.792,0.028,0.015,14734,0.178,0.161,0.034,160.15,24945,27,3.08,0.830,0.005,697,114,676,0.297
540000,882,4.521,0.088,13.56,54788,41329,16,13356,86,237,1576430.4,41179.5,0.138,0.192,0.194,0.185,0.291,1730,63.27,4.30,41.81,8.26,2.12,6.69,0.02,0.64,19.33,3.23,1.95,6.22,0.034,0.106,108,0.579,0.925,0.059,0.000,0.016,32964,14867,3,0.896,0.009,0.002,21520,0.201,0.146,0.027,160.69,24386,24,3.08,0.852,0.002,779,6,685,0.324
550000,892,4.516,0.086,13.61,55021,43156,11,11804,40,239,1578770.5,37532.7,0.139,0.193,0.193,0.179,0.296,1652,63.34,3.06,42.01,7.55,1.86,6.26,0.00,0.10,19.47,3.27,1.78,5.99,0.029,0.099,115,0.507,0.934,0.057,0.000,0.009,33749,14026,2,0.919,0.000,0.001,9083,0.183,0.149,0.029,160.91,24913,25,3.18,0.840,0.002,523,37,368,0.312
560000,878,4.531,0.087,13.68,58786,41588,6,16823,383,366,1581619.9,44658.7,0.124,0.197,0.193,0.184,0.302,1628,62.36,6.76,41.11,9.28,2.09,6.60,0.01,0.18,19.15,3.42,1.96,6.24,0.034,0.105,107,0.361,0.920,0.067,0.000,0.013,36224,15075,2,0.785,0.124,0.002,11476,0.162,0.151,0.030,160.94,25939,31,2.65,0.789,0.005,613,64,472,0.267
570000,874,4.573,0.086,13.63,53515,40228,13,13196,82,240,1584992.1,40143.3,0.124,0.186,0.188,0.196,0.306,1771,63.20,4.36,41.66,8.58,2.51,7.18,0.00,0.00,19.02,3.26,2.37,6.78,0.040,0.116,102,0.309,0.911,0.076,0.000,0.014,32634,12584,3,0.682,0.160,0.000,14248,0.171,0.149,0.028,161.29,23885,25,3.04,0.845,0.003,630,25,482,0.326
580000,857,4.682,0.074,13.37,50819,38596,11,12147,82,251,1589875.2,37865.2,0.122,0.196,0.194,0.193,0.295,1870,63.53,2.04,41.09,8.38,3.52,8.25,0.00,0.00,18.92,2.45,3.36,7.89,0.056,0.131,88,0.366,0.896,0.097,0.000,0.007,31819,10324,4,0.280,0.190,0.000,10778,0.188,0.141,0.025,161.47,22247,21,3.12,0.868,0.002,605,19,431,0.306
590000,877,4.532,0.070,13.51,48371,37362,33,10935,21,251,1591058.4,35895.2,0.123,0.205,0.203,0.188,0.280,1943,63.58,2.30,41.80,7.87,2.66,7.35,0.01,0.25,19.11,2.85,2.54,7.02,0.042,0.117,98,0.393,0.910,0.086,0.000,0.005,32924,10747,5,0.375,0.304,0.003,7061,0.185,0.139,0.024,161.35,20934,16,3.28,0.921,0.000,532,6,342,0.304
600000,996,4.124,0.077,12.83,64536,38528,29,24767,1093,815,1583810.2,56092.8,0.120,0.215,0.199,0.191,0.276,1615,54.07,20.15,33.64,17.19,3.19,7.87,0.02,0.48,17.22,4.92,2.96,7.46,0.055,0.134,153,0.425,0.860,0.117,0.000,0.022,40018,17055,4,0.555,0.092,0.002,14500,0.164,0.140,0.024,161.33,26846,30,2.26,0.813,0.018,833,265,1035,0.238
610000,869,4.578,0.084,13.57,64448,41557,12,22344,662,912,1582761.5,51881.1,0.128,0.198,0.187,0.198,0.289,1621,63.17,4.25,41.33,8.12,2.62,7.23,0.00,0.00,19.21,2.67,2.51,6.91,0.042,0.115,86,0.528,0.914,0.075,0.000,0.012,38748,17294,3,0.560,0.090,0.000,57031,0.163,0.150,0.027,161.21,26176,33,2.32,0.796,0.005,1044,229,1233,0.247
620000,868,4.626,0.071,13.57,51659,39128,26,12397,109,271,1585971.1,38094.8,0.136,0.184,0.185,0.201,0.294,1855,63.06,5.13,40.98,8.90,2.77,7.38,0.03,0.54,19.28,2.52,2.58,6.96,0.044,0.118,90,0.434,0.906,0.082,0.000,0.013,32340,12112,4,0.285,0.229,0.003,29940,0.133,0.142,0.026,161.44,21553,22,3.07,0.864,0.003,900,36,811,0.226
630000,856,4.642,0.068,13.40,54280,40298,10,13918,66,298,1579226.2,44492.1,0.154,0.186,0.187,0.189,0.284,1833,63.46,3.36,41.07,8.40,3.13,7.81,0.01,0.23,19.25,2.92,2.96,7.40,0.050,0.125,100,0.362,0.895,0.097,0.000,0.008,38672,15383,4,0.829,0.009,0.004,31283,0.140,0.139,0.024,160.69,22595,19,3.20,0.895,0.007,1030,47,866,0.242
