step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,gain_mean,kills_young_share,meat_majority,eaten_with_sensor,kills_by_sensor,who_decisions,who_used
630000,844,4.447,0.057,14.44,53241,35431,77,17720,0,1420,1611799.0,61290.3,0.101,0.150,0.176,0.253,0.320,1625,63.99,0.17,40.32,8.55,5.07,9.63,0.39,1.20,18.21,2.74,4.76,8.97,0.079,0.151,112,0.209,0.831,0.152,0.000,0.018,39138,18864,5,0.435,0.050,0.172,1610931,0.170,0.125,0.019,161.51,23626,5,3.46,0.991,0.004,5250,15,0,0.000
640000,833,4.737,0.055,14.31,50861,34008,155,16709,0,1261,1620010.9,57457.5,0.105,0.144,0.175,0.251,0.324,1704,63.99,0.24,40.70,7.94,4.30,9.07,0.37,1.04,18.61,2.80,4.00,8.42,0.067,0.142,88,0.192,0.867,0.127,0.000,0.006,35303,15344,4,0.419,0.101,0.161,1378201,0.198,0.121,0.015,162.53,21815,6,3.44,0.990,0.004,5035,16,0,0.000
650000,849,4.568,0.058,14.26,51079,34795,79,16189,0,1091,1617442.8,55621.9,0.108,0.144,0.174,0.251,0.324,1858,64.00,0.00,40.88,7.90,4.01,8.74,0.63,2.27,18.49,2.73,3.79,8.25,0.063,0.137,109,0.176,0.865,0.122,0.000,0.013,32803,15100,5,0.462,0.000,0.206,1744547,0.200,0.121,0.016,162.79,20335,8,3.44,0.982,0.002,5394,36,0,0.000
660000,856,4.520,0.059,14.27,50972,34321,72,16572,0,1168,1618646.0,57013.5,0.109,0.146,0.177,0.248,0.321,1955,64.00,0.00,41.38,7.40,3.68,8.33,0.37,1.16,18.57,2.77,3.51,7.95,0.057,0.130,95,0.206,0.866,0.123,0.000,0.012,33703,16046,5,0.405,0.000,0.155,1666800,0.200,0.120,0.014,162.70,20010,7,3.44,0.985,0.002,5307,29,0,0.000
670000,841,4.723,0.054,14.28,50395,33963,115,16332,0,1095,1615788.6,56208.3,0.114,0.142,0.177,0.248,0.318,1777,64.00,0.03,41.09,8.17,4.10,8.87,0.27,2.00,18.53,3.04,3.84,8.30,0.064,0.139,96,0.222,0.854,0.132,0.000,0.014,34511,15295,5,0.413,0.000,0.092,1155573,0.200,0.117,0.014,162.69,20492,6,3.44,0.989,0.004,4723,10,0,0.000
680000,855,4.609,0.055,14.28,51550,34502,90,16944,0,1183,1616907.2,58392.8,0.104,0.140,0.173,0.257,0.326,1852,63.99,0.12,41.36,7.44,3.71,8.67,0.30,0.97,18.62,2.43,3.37,7.78,0.058,0.135,91,0.166,0.874,0.116,0.000,0.011,36469,16997,5,0.425,0.009,0.151,1087848,0.196,0.115,0.013,162.32,21213,5,3.45,0.992,0.004,4804,32,0,0.000
690000,859,4.462,0.059,14.20,52437,34851,81,17501,0,1367,1607856.1,60429.4,0.106,0.137,0.167,0.256,0.334,1687,64.00,0.10,41.73,7.52,3.47,8.37,0.35,0.99,18.45,3.22,3.17,7.61,0.054,0.131,109,0.194,0.874,0.113,0.000,0.013,36466,16826,5,0.405,0.000,0.165,1128645,0.183,0.115,0.012,161.64,22283,5,3.45,0.990,0.002,4896,55,0,0.000
700000,841,4.699,0.060,14.33,50300,34526,85,15707,0,1107,1613976.2,53980.2,0.110,0.137,0.165,0.252,0.336,1716,63.99,0.15,41.14,7.74,4.07,8.69,0.32,0.98,18.46,2.60,3.87,8.30,0.064,0.136,98,0.199,0.864,0.127,0.000,0.008,33719,14573,5,0.413,0.000,0.145,1327349,0.193,0.115,0.012,162.62,20880,7,3.44,0.984,0.004,4893,23,0,0.000
710000,848,4.603,0.064,14.26,51881,35024,67,16783,0,1200,1610154.6,57866.5,0.091,0.138,0.169,0.261,0.341,1700,63.98,0.14,41.04,7.82,4.14,8.80,0.33,1.34,18.47,2.32,3.90,8.31,0.065,0.137,96,0.231,0.856,0.127,0.000,0.017,35921,16126,5,0.450,0.000,0.152,1426771,0.179,0.121,0.014,161.81,21709,5,3.45,0.990,0.001,5129,19,0,0.000
720000,827,4.560,0.063,14.26,51646,35405,60,16202,0,1254,1611656.8,55932.6,0.094,0.137,0.169,0.260,0.340,1693,64.00,0.00,40.60,8.44,4.77,9.54,0.46,1.29,18.18,2.76,4.35,8.65,0.074,0.149,85,0.190,0.855,0.133,0.000,0.012,35556,15070,4,0.474,0.000,0.216,1446305,0.175,0.128,0.019,161.85,21866,5,3.45,0.987,0.002,4747,46,0,0.000
730000,871,4.475,0.058,14.12,49967,33556,60,16307,0,1188,1616963.1,56248.5,0.102,0.140,0.172,0.256,0.329,1720,63.99,0.12,41.59,7.33,3.43,8.14,0.41,1.44,18.56,2.47,3.24,7.71,0.054,0.127,102,0.170,0.871,0.115,0.000,0.014,34968,15230,4,0.457,0.000,0.227,1843916,0.156,0.117,0.013,161.92,21419,5,3.45,0.988,0.002,4464,15,0,0.000
740000,862,4.577,0.066,13.84,50164,34964,54,15155,0,1020,1619534.2,52258.9,0.115,0.146,0.175,0.250,0.314,1886,64.00,0.08,42.04,7.22,3.17,7.82,0.45,1.88,18.34,2.57,3.02,7.46,0.049,0.122,106,0.209,0.903,0.090,0.000,0.007,32455,14458,4,0.510,0.026,0.314,2584837,0.138,0.119,0.013,162.72,21206,8,3.45,0.977,0.005,4528,49,0,0.000
750000,860,4.590,0.061,14.11,52289,36091,65,16135,0,1012,1618427.6,55778.9,0.111,0.146,0.179,0.248,0.316,1649,64.00,0.10,40.48,8.60,5.10,9.49,0.31,1.20,18.10,2.60,4.87,9.06,0.080,0.148,115,0.215,0.838,0.151,0.000,0.010,34688,17125,4,0.415,0.000,0.212,2316122,0.133,0.117,0.012,162.18,22787,7,3.46,0.980,0.002,4603,20,0,0.000
760000,834,4.756,0.063,14.05,54949,37736,33,17206,0,1262,1606574.9,59678.2,0.115,0.140,0.166,0.256,0.323,1691,63.98,0.24,40.68,8.55,4.67,9.20,0.32,0.97,18.31,3.29,4.42,8.74,0.073,0.144,109,0.195,0.862,0.129,0.000,0.008,38610,19512,4,0.447,0.000,0.249,1903159,0.127,0.124,0.016,161.17,24258,6,3.47,0.983,0.000,4333,28,0,0.000
770000,884,4.591,0.070,13.91,54124,37366,34,16674,0,1147,1604483.6,57847.5,0.120,0.141,0.166,0.252,0.321,1693,63.99,0.27,42.10,7.35,2.73,7.45,0.54,1.68,18.63,3.65,2.49,6.86,0.043,0.116,113,0.196,0.898,0.083,0.000,0.019,36569,16324,4,0.499,0.021,0.346,2280413,0.135,0.124,0.014,161.86,23789,8,3.47,0.976,0.000,4613,57,0,0.000
780000,880,4.444,0.061,14.03,51536,35799,33,15708,0,1012,1613736.1,54252.4,0.123,0.145,0.175,0.242,0.314,1899,64.00,0.03,41.69,7.29,3.14,7.75,0.42,1.86,18.75,2.96,2.95,7.32,0.049,0.121,120,0.200,0.880,0.106,0.000,0.015,33815,14329,5,0.463,0.000,0.251,2417660,0.142,0.116,0.013,162.61,21395,8,3.45,0.981,0.005,4750,56,0,0.000
790000,821,4.672,0.059,14.10,51688,35598,51,16098,0,1103,1612606.0,55608.0,0.109,0.143,0.176,0.249,0.323,1936,64.00,0.03,39.90,8.71,5.43,9.78,0.33,1.38,18.33,2.82,5.15,9.27,0.085,0.153,94,0.231,0.829,0.162,0.000,0.009,34454,16786,4,0.491,0.000,0.216,2301082,0.137,0.121,0.015,162.33,21233,7,3.45,0.984,0.001,4353,38,0,0.000
800000,850,4.671,0.063,13.95,51226,34552,52,16593,0,1041,1606574.1,57452.2,0.094,0.146,0.178,0.255,0.327,1749,64.00,0.00,41.34,7.47,3.66,8.38,0.39,1.20,18.62,2.41,3.50,8.02,0.057,0.131,86,0.246,0.881,0.112,0.000,0.007,35427,18451,4,0.476,0.000,0.305,2066070,0.136,0.117,0.012,161.86,21609,5,3.46,0.989,0.004,4320,24,0,0.000
810000,862,4.599,0.064,13.95,52247,36458,36,15741,0,1115,1616423.2,54444.0,0.105,0.144,0.177,0.251,0.323,1877,64.00,0.14,41.42,7.71,3.84,8.49,0.35,1.18,18.39,3.02,3.68,8.13,0.060,0.133,110,0.187,0.870,0.116,0.000,0.014,34156,16574,4,0.466,0.000,0.248,2468643,0.131,0.117,0.012,162.55,20856,7,3.46,0.980,0.002,4241,52,0,0.000
820000,852,4.714,0.067,13.92,54076,37501,20,16565,0,1056,1614466.9,57374.3,0.109,0.141,0.171,0.252,0.327,1791,64.00,0.03,40.68,8.38,4.75,9.26,0.40,1.27,18.17,2.96,4.49,8.79,0.074,0.145,106,0.197,0.856,0.131,0.000,0.013,35529,15783,4,0.444,0.000,0.289,2244738,0.130,0.126,0.016,162.41,22533,7,3.46,0.984,0.001,4604,45,0,0.000
830000,842,4.635,0.068,13.93,54442,37447,37,16968,0,1081,1609942.8,58703.2,0.120,0.139,0.168,0.253,0.320,1735,63.99,0.15,40.76,8.43,4.68,9.39,0.39,1.46,18.16,3.01,4.28,8.59,0.073,0.147,136,0.183,0.850,0.128,0.000,0.021,37032,16262,4,0.437,0.000,0.271,2423898,0.125,0.123,0.015,162.06,23477,6,3.46,0.985,0.002,4640,37,0,0.000
840000,853,4.707,0.068,13.79,53378,37695,21,15651,0,867,1614452.0,54136.2,0.114,0.146,0.176,0.247,0.318,1936,63.99,0.15,41.19,7.82,3.83,8.63,0.47,1.68,18.50,2.98,3.53,7.98,0.060,0.135,107,0.291,0.873,0.114,0.000,0.013,33689,15305,4,0.463,0.000,0.352,2909902,0.128,0.122,0.016,162.70,21707,8,3.46,0.977,0.006,4488,49,0,0.000
850000,860,4.546,0.070,13.71,53380,37626,14,15733,0,1058,1614009.2,54373.0,0.109,0.144,0.178,0.248,0.321,2055,64.00,0.10,41.55,7.67,3.47,8.28,0.60,2.11,18.38,2.92,3.23,7.65,0.054,0.129,112,0.300,0.878,0.109,0.000,0.013,33278,16918,3,0.548,0.000,0.358,3117843,0.128,0.125,0.017,162.69,20628,8,3.46,0.976,0.003,4777,47,0,0.000
860000,868,4.579,0.068,13.77,53095,37373,22,15692,0,984,1614043.2,54203.2,0.106,0.145,0.177,0.251,0.321,2139,63.98,0.35,41.29,7.61,3.80,8.45,0.41,1.03,18.49,2.68,3.61,8.04,0.059,0.132,102,0.285,0.869,0.114,0.000,0.017,33223,17067,3,0.483,0.000,0.320,3135283,0.130,0.115,0.011,162.70,20825,9,3.45,0.975,0.003,4821,46,0,0.000
870000,854,4.617,0.074,13.67,53345,37631,30,15698,0,851,1613042.9,54144.0,0.105,0.144,0.176,0.250,0.325,2103,64.00,0.10,41.87,7.42,3.27,8.08,0.54,1.37,18.32,2.75,3.04,7.50,0.051,0.126,98,0.321,0.898,0.091,0.000,0.011,33311,17198,3,0.537,0.000,0.415,3099320,0.130,0.131,0.021,162.71,20851,9,3.45,0.972,0.004,4726,58,0,0.000
880000,842,4.655,0.072,13.63,52896,37584,19,15305,0,836,1612170.1,52929.1,0.105,0.143,0.176,0.249,0.327,2189,64.00,0.00,41.51,7.67,3.54,8.74,0.51,0.98,18.44,2.92,3.11,7.56,0.055,0.137,107,0.319,0.884,0.096,0.000,0.020,32574,17584,3,0.507,0.000,0.418,3415669,0.128,0.122,0.013,162.68,20090,9,3.46,0.971,0.008,4812,78,0,0.000
890000,849,4.557,0.059,13.75,52816,37428,42,15339,0,838,1615543.4,53049.7,0.103,0.142,0.176,0.252,0.328,2291,64.00,0.00,40.40,8.73,5.05,9.63,0.41,1.25,18.14,2.94,4.69,8.95,0.079,0.151,111,0.253,0.855,0.130,0.000,0.015,34177,19640,3,0.448,0.000,0.311,3083456,0.130,0.118,0.014,162.36,20642,7,3.46,0.982,0.002,4924,28,0,0.000
900000,866,4.547,0.058,13.57,51788,35816,20,15935,0,1067,1609103.1,55193.1,0.107,0.147,0.180,0.250,0.316,2194,64.00,0.07,41.76,7.37,3.37,8.05,0.37,0.91,18.51,2.72,3.18,7.63,0.053,0.126,125,0.216,0.882,0.105,0.000,0.013,36096,20696,3,0.461,0.062,0.276,2346647,0.132,0.118,0.014,161.94,21468,7,3.46,0.985,0.001,4541,26,0,0.000
910000,873,4.500,0.050,13.68,48743,33905,51,14780,0,1122,1604598.5,51054.9,0.147,0.145,0.174,0.239,0.295,2297,64.00,0.00,41.39,7.63,3.97,8.53,0.26,0.75,18.38,2.65,3.76,8.07,0.062,0.133,139,0.199,0.858,0.126,0.000,0.016,35932,19183,4,0.365,0.000,0.206,1882253,0.136,0.114,0.013,161.67,20669,6,3.45,0.989,0.003,4063,18,0,0.000
920000,867,4.684,0.049,13.77,49816,34481,47,15294,0,1371,1599416.4,52806.1,0.172,0.142,0.170,0.232,0.284,2284,63.98,0.49,40.79,8.16,4.66,8.96,0.09,0.72,18.43,2.62,4.47,8.56,0.073,0.140,109,0.189,0.835,0.151,0.000,0.014,38837,19781,4,0.302,0.028,0.039,951307,0.140,0.115,0.014,160.77,20808,4,3.45,0.993,0.002,3814,24,0,0.000
930000,877,4.586,0.053,13.68,52195,36036,19,16130,0,1428,1597472.2,56056.4,0.219,0.126,0.150,0.226,0.278,2210,64.00,0.00,40.74,8.25,4.74,9.26,0.11,0.43,18.42,2.76,4.44,8.60,0.074,0.145,110,0.192,0.846,0.141,0.000,0.013,40353,20045,4,0.300,0.075,0.078,403573,0.159,0.123,0.018,160.78,21317,5,3.48,0.991,0.003,3871,42,0,0.000
940000,830,4.552,0.058,13.65,53643,37204,24,16462,0,1503,1611538.0,57122.2,0.139,0.138,0.171,0.247,0.305,2109,63.99,0.14,40.74,8.44,4.80,9.01,0.38,1.99,18.07,2.86,4.58,8.60,0.075,0.141,113,0.223,0.833,0.149,0.000,0.018,38196,21242,4,0.480,0.000,0.172,1395538,0.142,0.123,0.017,161.88,22547,6,3.47,0.989,0.001,4682,48,0,0.000
950000,861,4.566,0.064,13.70,52785,36580,46,16128,0,1207,1612939.9,55932.6,0.103,0.145,0.178,0.253,0.320,2097,64.00,0.00,41.97,7.54,3.19,7.99,0.52,1.47,18.31,3.26,2.96,7.37,0.050,0.125,126,0.309,0.890,0.095,0.000,0.015,34911,20593,4,0.513,0.000,0.390,2508694,0.134,0.120,0.015,162.41,22516,7,3.47,0.984,0.005,5000,41,0,0.000
960000,860,4.563,0.067,13.78,51948,36305,27,15617,0,935,1612638.8,54051.1,0.108,0.145,0.174,0.252,0.321,2318,64.00,0.14,41.51,7.65,3.71,8.46,0.50,0.98,18.28,2.65,3.51,8.01,0.058,0.132,101,0.362,0.874,0.110,0.000,0.015,33024,19233,3,0.506,0.000,0.421,3302336,0.132,0.124,0.016,162.63,21727,8,3.46,0.978,0.000,5072,57,0,0.000
970000,869,4.585,0.063,13.78,51957,36041,36,15871,0,864,1616096.5,54839.7,0.106,0.146,0.174,0.252,0.323,2426,64.00,0.03,41.30,7.46,3.83,8.54,0.44,0.81,18.42,2.25,3.67,8.17,0.060,0.133,82,0.311,0.883,0.109,0.000,0.008,33500,19322,3,0.522,0.000,0.374,3252693,0.130,0.119,0.014,162.63,22040,7,3.46,0.983,0.003,5102,31,0,0.000
980000,851,4.681,0.070,13.76,53091,36902,15,16192,0,1032,1613464.0,55895.8,0.107,0.146,0.173,0.252,0.323,2306,63.98,0.45,41.33,7.57,3.79,8.47,0.59,1.19,18.27,2.62,3.57,7.99,0.059,0.132,101,0.356,0.860,0.127,0.000,0.013,34105,19537,3,0.532,0.000,0.482,3156002,0.134,0.126,0.016,162.56,23350,7,3.45,0.985,0.006,5434,29,0,0.000
990000,867,4.607,0.058,13.81,52671,36390,29,16236,0,1302,1616869.2,56025.8,0.103,0.146,0.173,0.255,0.323,2305,64.00,0.14,41.32,7.62,3.56,8.28,0.59,1.72,18.53,2.86,3.32,7.75,0.056,0.129,108,0.232,0.879,0.106,0.000,0.015,34928,20249,3,0.480,0.000,0.411,3343004,0.136,0.116,0.014,162.07,23236,6,3.45,0.985,0.002,5559,56,0,0.000
1000000,854,4.781,0.059,13.83,50216,35390,120,14719,0,1012,1617801.2,50706.1,0.113,0.146,0.174,0.249,0.318,2413,64.00,0.00,41.36,7.54,3.74,8.32,0.66,1.52,18.25,2.76,3.56,7.92,0.058,0.130,108,0.215,0.882,0.108,0.000,0.011,32749,18599,3,0.482,0.000,0.482,3559688,0.146,0.118,0.014,162.74,21937,8,3.44,0.976,0.006,5479,67,0,0.000
