step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,gain_mean,kills_young_share,meat_majority,eaten_with_sensor,kills_by_sensor,who_decisions,who_used
130000,842,4.595,0.075,11.27,64662,48415,5,16225,0,930,1617061.9,57458.7,0.017,0.223,0.223,0.222,0.314,1950,63.58,1.04,38.67,7.01,2.98,7.06,0.00,0.00,21.93,4.86,2.91,6.92,0.049,0.115,135,0.137,0.899,0.088,0.000,0.013,39282,18447,4,0.361,0.000,0.000,0,0.000,0.142,0.026,160.55,25060,18,3.54,0.915,0.005,28,2,0,0.000
140000,826,4.841,0.068,11.29,64415,46005,6,18420,0,1027,1621734.0,65672.4,0.016,0.227,0.227,0.218,0.311,1980,63.70,0.91,39.38,7.07,2.85,7.06,0.00,0.00,21.47,4.74,2.75,6.79,0.046,0.114,138,0.194,0.900,0.084,0.001,0.016,40005,16248,5,0.418,0.008,0.000,0,0.000,0.138,0.022,160.66,24785,28,3.57,0.887,0.011,42,2,0,0.000
150000,815,4.738,0.076,11.20,63462,46959,3,16511,0,891,1621786.4,58863.8,0.016,0.229,0.228,0.219,0.308,1922,63.66,0.95,38.95,7.50,3.03,7.30,0.00,0.00,21.68,5.27,2.91,6.98,0.049,0.118,124,0.109,0.890,0.094,0.000,0.016,40235,15198,5,0.248,0.069,0.000,0,0.000,0.141,0.023,160.62,24595,23,3.57,0.894,0.010,89,4,0,0.000
160000,840,4.633,0.087,11.20,65578,47203,3,18347,0,1124,1616296.9,65652.6,0.019,0.218,0.214,0.227,0.322,1965,63.78,0.80,39.57,7.57,2.94,7.22,0.00,0.00,21.26,5.37,2.86,6.99,0.047,0.115,134,0.219,0.900,0.081,0.000,0.019,39586,15292,5,0.364,0.105,0.000,0,0.000,0.149,0.030,160.34,24909,29,3.58,0.870,0.007,110,9,0,0.000
170000,799,4.736,0.086,11.30,65885,47659,3,18263,1,1154,1616422.8,65009.1,0.014,0.223,0.221,0.225,0.317,1902,63.77,1.16,39.34,7.94,3.65,7.84,0.00,0.00,20.78,5.13,3.57,7.66,0.058,0.124,125,0.217,0.884,0.104,0.000,0.013,40164,16851,6,0.335,0.029,0.000,0,0.000,0.154,0.033,160.56,25478,25,3.56,0.885,0.019,71,3,0,0.000
180000,807,4.671,0.071,11.21,64039,46402,11,17618,0,1792,1614625.2,62164.4,0.012,0.225,0.218,0.214,0.332,2081,63.93,0.81,38.76,8.14,4.68,8.73,0.00,0.00,20.50,3.72,4.56,8.57,0.073,0.137,98,0.191,0.875,0.116,0.000,0.009,41954,18704,8,0.224,0.000,0.000,0,0.000,0.146,0.028,160.18,24001,11,3.53,0.954,0.004,94,4,0,0.000
190000,805,4.858,0.057,11.20,60954,43463,33,17460,0,2253,1619970.8,60888.1,0.010,0.223,0.214,0.214,0.339,2193,63.93,0.49,37.82,8.66,6.10,9.49,0.00,0.00,20.01,3.23,6.08,9.48,0.095,0.148,78,0.287,0.825,0.157,0.000,0.019,42704,19518,7,0.358,0.000,0.000,0,0.000,0.130,0.020,160.29,22675,6,3.49,0.984,0.001,91,1,0,0.000
200000,792,4.693,0.062,11.36,65399,46298,17,19097,0,2834,1606769.8,66323.8,0.021,0.229,0.218,0.208,0.324,2010,63.91,0.49,37.50,8.55,6.09,9.63,0.00,0.00,20.31,3.87,5.91,9.25,0.095,0.150,84,0.268,0.830,0.152,0.000,0.019,49924,27158,6,0.443,0.000,0.000,0,0.000,0.143,0.027,159.01,24479,4,3.47,0.994,0.001,162,2,0,0.000
210000,827,4.832,0.058,11.51,61872,44441,41,17355,0,2308,1608768.1,60437.3,0.040,0.231,0.227,0.200,0.302,2021,63.73,1.39,39.65,7.54,3.56,7.89,0.00,0.00,20.53,4.05,3.48,7.75,0.056,0.123,91,0.213,0.877,0.102,0.000,0.022,46263,21913,6,0.356,0.172,0.000,0,0.000,0.129,0.019,159.57,24700,8,3.48,0.983,0.004,106,2,0,0.000
220000,840,4.811,0.064,11.30,58192,42231,46,15902,0,1712,1615557.6,55383.4,0.046,0.227,0.229,0.201,0.297,2085,63.85,0.72,40.00,7.33,3.35,7.61,0.00,0.00,20.49,4.29,3.28,7.47,0.052,0.119,107,0.304,0.889,0.093,0.000,0.018,40612,13720,7,0.377,0.099,0.000,0,0.000,0.133,0.020,160.49,23517,10,3.48,0.981,0.006,102,1,0,0.000
230000,807,4.675,0.066,11.34,57522,42614,36,14905,0,1578,1621685.6,51928.5,0.054,0.221,0.219,0.205,0.300,2288,63.96,0.59,38.25,8.33,5.68,9.30,0.00,0.00,20.02,3.29,5.65,9.23,0.089,0.145,79,0.327,0.849,0.136,0.000,0.015,38936,13880,5,0.405,0.000,0.000,0,0.000,0.150,0.029,160.71,22333,7,3.48,0.980,0.002,73,0,0,0.000
240000,869,4.773,0.066,11.26,57468,41571,25,15810,0,2145,1609009.0,55084.4,0.063,0.227,0.228,0.198,0.284,2172,64.00,0.08,39.92,7.07,2.94,7.52,0.00,0.07,21.13,3.99,2.79,7.04,0.046,0.117,89,0.361,0.900,0.089,0.000,0.012,40095,16878,5,0.548,0.000,0.001,0,0.000,0.137,0.025,159.43,22543,6,3.48,0.983,0.010,87,0,0,0.000
250000,846,4.619,0.073,11.36,56920,41646,25,15272,0,1748,1618718.2,53300.4,0.055,0.214,0.211,0.217,0.304,2285,63.86,0.97,39.96,7.02,3.22,7.33,0.00,0.00,20.69,3.47,3.20,7.29,0.050,0.115,93,0.311,0.891,0.096,0.000,0.013,36746,14178,5,0.500,0.141,0.000,0,0.000,0.145,0.026,160.52,22265,9,3.49,0.980,0.002,137,1,0,0.000
260000,818,4.963,0.071,11.32,57012,42350,47,14643,0,1697,1620268.4,51214.2,0.041,0.219,0.218,0.213,0.308,2236,63.89,0.63,39.66,7.71,3.61,7.91,0.00,0.00,20.63,4.57,3.47,7.64,0.056,0.124,113,0.328,0.894,0.088,0.000,0.018,36722,14841,6,0.454,0.042,0.000,0,0.000,0.144,0.028,160.63,22194,7,3.50,0.982,0.001,124,0,0,0.000
270000,828,4.824,0.061,11.40,57136,42194,45,14886,1,1740,1619526.6,51758.9,0.042,0.224,0.219,0.213,0.302,2213,63.95,0.72,39.36,7.29,3.98,7.86,0.00,0.00,20.60,3.26,3.97,7.84,0.062,0.123,89,0.250,0.864,0.129,0.000,0.007,38258,15565,6,0.380,0.037,0.000,0,0.000,0.134,0.021,160.73,21997,7,3.48,0.981,0.010,150,0,0,0.000
280000,848,4.668,0.067,11.21,58627,42910,40,15657,0,1451,1633934.0,54734.4,0.034,0.218,0.214,0.224,0.309,2318,63.98,0.49,39.55,6.96,3.41,7.96,0.00,0.00,21.01,3.07,3.23,7.42,0.053,0.124,67,0.499,0.888,0.097,0.000,0.015,38422,14333,6,0.364,0.000,0.000,0,0.000,0.138,0.023,161.27,21156,8,3.50,0.980,0.001,125,2,0,0.000
290000,848,4.616,0.068,11.47,59891,44594,44,15253,0,1417,1626721.2,53439.1,0.028,0.225,0.219,0.221,0.307,2192,63.95,0.55,39.87,7.38,3.02,7.79,0.00,0.07,21.06,4.78,2.75,6.96,0.047,0.122,108,0.354,0.906,0.080,0.000,0.014,38410,14211,7,0.242,0.192,0.001,0,0.000,0.139,0.025,161.32,22045,9,3.50,0.972,0.005,124,0,0,0.000
300000,814,4.804,0.067,11.50,60315,45254,42,15053,0,1436,1621854.1,52780.9,0.034,0.231,0.211,0.225,0.299,2034,63.99,0.20,39.47,8.38,3.83,8.30,0.00,0.00,20.70,4.91,3.62,7.79,0.060,0.130,116,0.195,0.870,0.117,0.000,0.014,39075,14308,5,0.419,0.144,0.000,0,0.000,0.143,0.026,161.20,22738,9,3.51,0.973,0.004,180,5,0,0.000
310000,824,4.804,0.077,11.26,56159,42348,41,13760,0,1473,1622648.8,48269.7,0.062,0.224,0.210,0.220,0.284,2259,64.00,0.00,40.93,6.49,1.86,5.96,0.01,0.21,21.21,4.46,1.79,5.75,0.029,0.093,99,0.288,0.924,0.064,0.000,0.012,36786,14707,7,0.358,0.000,0.001,0,0.000,0.146,0.027,160.94,21328,10,3.51,0.965,0.002,224,9,0,0.000
320000,826,4.768,0.060,11.56,54525,40923,42,13558,0,1225,1617145.5,47469.2,0.057,0.224,0.208,0.223,0.288,2308,63.98,0.30,40.47,7.22,3.15,7.41,0.00,0.00,20.37,3.60,3.11,7.32,0.049,0.116,74,0.262,0.901,0.088,0.000,0.011,36550,13399,5,0.524,0.000,0.000,0,0.000,0.128,0.019,161.26,20478,10,3.50,0.965,0.004,219,1,0,0.000
330000,853,4.657,0.071,11.58,55704,41398,19,14260,0,1637,1608057.9,49791.2,0.064,0.222,0.205,0.224,0.286,2160,63.99,0.25,40.92,6.45,2.83,6.97,0.02,0.44,20.22,3.46,2.67,6.47,0.044,0.109,104,0.200,0.899,0.081,0.000,0.020,39197,17403,5,0.494,0.000,0.001,0,0.000,0.137,0.023,160.70,20396,9,3.49,0.972,0.005,145,5,0,0.000
340000,833,4.706,0.075,11.55,54570,41660,42,12887,1,1387,1615168.5,45148.0,0.049,0.226,0.212,0.225,0.287,2198,63.96,0.88,40.42,6.94,2.50,6.26,0.00,0.00,21.04,4.78,2.44,6.17,0.039,0.098,130,0.323,0.905,0.079,0.000,0.016,35513,13892,5,0.413,0.036,0.000,0,0.000,0.136,0.022,161.53,21994,12,3.50,0.949,0.001,80,3,0,0.000
350000,832,4.738,0.066,11.53,54662,41095,26,13542,0,1610,1613029.1,47541.9,0.054,0.220,0.201,0.225,0.301,2114,63.96,1.18,40.78,6.61,2.97,7.24,0.00,0.00,20.21,2.59,2.81,6.72,0.046,0.113,100,0.226,0.891,0.094,0.000,0.016,35517,15427,4,0.401,0.129,0.000,0,0.000,0.132,0.021,161.42,21539,10,3.51,0.962,0.004,104,4,0,0.000
360000,846,4.684,0.063,11.59,55231,41088,28,14101,0,1874,1608383.4,49267.2,0.062,0.223,0.208,0.218,0.289,2185,64.00,0.07,40.35,6.72,3.12,7.17,0.00,0.00,20.53,3.04,2.96,6.77,0.049,0.112,103,0.265,0.888,0.099,0.000,0.013,39312,16690,5,0.372,0.061,0.000,0,0.000,0.132,0.019,160.63,22185,9,3.49,0.969,0.002,116,1,0,0.000
370000,844,4.685,0.065,11.62,56100,42542,30,13530,0,1788,1618176.4,47561.6,0.057,0.221,0.210,0.222,0.291,2075,63.99,0.27,39.83,6.88,2.47,6.13,0.00,0.00,21.69,4.81,2.34,5.84,0.039,0.096,138,0.192,0.886,0.094,0.000,0.020,39263,14126,6,0.365,0.071,0.000,0,0.000,0.129,0.018,161.13,21856,12,3.52,0.958,0.002,96,10,0,0.000
380000,849,4.639,0.061,11.74,59042,45182,21,13834,0,1963,1613500.5,48569.9,0.046,0.231,0.217,0.217,0.289,1871,63.98,0.41,38.89,7.23,2.99,6.62,0.00,0.03,22.10,5.14,2.83,6.28,0.047,0.103,165,0.108,0.876,0.099,0.000,0.025,41651,17369,6,0.491,0.139,0.001,0,0.000,0.133,0.021,161.11,23504,11,3.51,0.965,0.004,89,0,0,0.000
390000,795,4.735,0.094,11.66,59605,46021,32,13606,0,1781,1624399.4,47843.2,0.041,0.218,0.202,0.236,0.303,2023,63.97,0.42,37.84,8.15,5.50,9.29,0.02,0.53,20.61,3.34,5.36,9.05,0.086,0.145,77,0.316,0.855,0.130,0.000,0.015,38397,17144,6,0.384,0.000,0.001,0,0.000,0.163,0.037,161.27,22139,12,3.52,0.957,0.003,58,2,0,0.000
400000,817,4.754,0.091,11.68,63928,41109,13,22784,0,2375,1598635.4,81840.0,0.036,0.221,0.206,0.247,0.291,2074,63.94,0.91,41.27,9.62,4.73,9.14,0.00,0.00,17.93,4.11,4.59,8.92,0.074,0.143,94,0.383,0.860,0.116,0.000,0.023,39246,23976,6,0.518,0.011,0.000,0,0.000,0.162,0.037,158.69,23153,23,3.59,0.919,0.002,113,0,0,0.000
410000,811,4.933,0.083,12.26,60187,40006,39,20148,0,1999,1614839.1,71949.4,0.039,0.215,0.205,0.248,0.293,2117,63.98,0.52,40.76,10.10,5.83,10.11,0.00,0.04,17.38,2.57,5.68,9.84,0.091,0.158,77,0.327,0.830,0.157,0.000,0.014,38121,19061,5,0.564,0.000,0.001,0,0.000,0.154,0.032,159.42,22612,16,3.57,0.939,0.002,101,0,0,0.000
420000,814,4.868,0.087,12.37,58215,39832,30,18350,0,1648,1618648.0,64386.8,0.048,0.211,0.199,0.237,0.305,2125,63.98,0.21,39.96,10.45,6.60,10.48,0.00,0.00,17.42,2.78,6.45,10.25,0.103,0.164,66,0.392,0.821,0.165,0.000,0.015,38281,20263,4,0.545,0.000,0.000,0,0.000,0.150,0.029,160.01,21947,5,3.51,0.991,0.007,119,0,0,0.000
430000,808,4.821,0.083,12.33,57478,39164,38,18282,0,1548,1622597.9,64287.3,0.046,0.212,0.200,0.233,0.309,2040,63.96,0.72,39.45,10.82,7.11,10.85,0.00,0.00,17.40,3.20,6.85,10.39,0.111,0.170,79,0.328,0.812,0.175,0.000,0.014,37123,20529,4,0.425,0.093,0.000,0,0.000,0.155,0.032,160.28,22402,5,3.52,0.987,0.005,111,1,0,0.000
440000,801,4.901,0.076,12.41,59001,39870,54,19084,0,1814,1621180.4,67153.3,0.046,0.213,0.204,0.232,0.304,2034,63.98,0.34,40.46,10.11,5.98,10.04,0.00,0.00,17.54,2.67,5.94,10.00,0.093,0.157,68,0.427,0.843,0.151,0.000,0.006,39425,23290,4,0.514,0.000,0.000,0,0.000,0.145,0.026,160.13,22742,5,3.52,0.989,0.005,148,0,0,0.000
450000,809,4.976,0.069,12.41,58056,39303,55,18690,0,1638,1626202.8,65621.0,0.045,0.216,0.209,0.228,0.302,2097,64.00,0.11,40.56,10.09,5.99,10.04,0.00,0.00,17.44,2.54,5.99,10.04,0.094,0.157,48,0.420,0.831,0.156,0.000,0.014,38263,22203,4,0.517,0.000,0.000,0,0.000,0.145,0.027,160.47,21601,5,3.51,0.990,0.000,136,3,0,0.000
460000,819,4.795,0.079,12.57,56046,38358,56,17622,0,1580,1627184.0,61839.2,0.048,0.221,0.208,0.221,0.302,2135,63.95,0.65,42.38,9.08,4.08,8.66,0.00,0.00,17.49,3.41,4.05,8.61,0.064,0.135,90,0.447,0.862,0.123,0.000,0.015,37727,22684,4,0.560,0.068,0.000,0,0.000,0.148,0.027,160.51,21104,6,3.51,0.988,0.006,116,0,0,0.000
470000,801,4.983,0.078,12.37,57701,39536,58,18125,0,1401,1628511.0,63783.6,0.046,0.220,0.210,0.224,0.299,1950,64.00,0.04,39.85,10.53,6.71,10.56,0.00,0.00,17.44,3.16,6.61,10.35,0.105,0.165,74,0.443,0.821,0.167,0.000,0.011,38527,22901,5,0.522,0.040,0.000,0,0.000,0.151,0.031,160.49,23277,6,3.52,0.985,0.001,140,0,0,0.000
480000,827,4.747,0.089,12.48,57744,39876,28,17814,0,1495,1627447.0,62785.5,0.055,0.210,0.198,0.235,0.303,1839,63.99,0.11,40.69,10.29,5.81,9.99,0.00,0.00,17.48,3.70,5.74,9.89,0.091,0.156,73,0.453,0.830,0.152,0.000,0.018,37161,21445,4,0.573,0.000,0.000,0,0.000,0.154,0.030,160.62,23714,5,3.52,0.987,0.005,123,0,0,0.000
490000,825,4.711,0.086,12.56,59330,40652,42,18637,1,1484,1626366.2,65751.9,0.052,0.213,0.199,0.234,0.302,1917,63.96,0.84,41.12,10.10,5.34,9.88,0.00,0.00,17.49,3.20,5.12,9.51,0.083,0.154,74,0.451,0.851,0.132,0.000,0.017,37858,19781,4,0.564,0.000,0.000,0,0.000,0.157,0.033,160.50,24022,6,3.53,0.986,0.004,105,0,0,0.000
500000,851,4.721,0.087,12.66,59138,40878,50,18184,0,1514,1625931.2,64122.0,0.053,0.210,0.195,0.235,0.307,1840,64.00,0.14,41.36,9.85,4.95,9.60,0.00,0.00,17.68,3.85,4.80,9.28,0.077,0.150,78,0.511,0.857,0.126,0.000,0.018,37854,19131,4,0.605,0.000,0.000,0,0.000,0.148,0.028,160.56,23886,6,3.53,0.986,0.006,103,1,0,0.000
510000,816,4.860,0.094,12.66,59691,41456,32,18238,0,1368,1625491.5,64404.5,0.055,0.210,0.195,0.234,0.306,1823,63.97,0.77,41.24,9.76,5.05,9.55,0.02,0.52,17.66,3.44,4.99,9.43,0.079,0.149,72,0.484,0.844,0.136,0.000,0.020,38051,18087,4,0.562,0.000,0.001,0,0.000,0.162,0.036,160.48,24826,6,3.53,0.984,0.001,103,0,0,0.000
520000,827,4.770,0.088,12.65,58635,40743,34,17847,0,1459,1627335.0,63096.7,0.062,0.202,0.188,0.239,0.308,1947,64.00,0.07,41.91,9.48,4.49,9.03,0.00,0.00,17.60,3.80,4.47,8.99,0.070,0.141,83,0.401,0.854,0.125,0.000,0.022,37660,17276,4,0.582,0.000,0.000,0,0.000,0.152,0.030,160.56,23562,6,3.54,0.985,0.006,93,0,0,0.000
530000,830,4.853,0.087,12.52,57992,40125,28,17836,0,1494,1628856.8,62944.6,0.066,0.203,0.192,0.235,0.304,1979,63.99,0.11,41.47,9.91,5.08,9.62,0.00,0.00,17.45,3.72,4.87,9.26,0.079,0.150,85,0.336,0.836,0.149,0.000,0.014,37008,19718,3,0.578,0.040,0.000,0,0.000,0.150,0.030,160.64,23325,7,3.53,0.982,0.004,86,0,0,0.000
540000,809,4.949,0.091,12.40,57724,39866,39,17838,2,1587,1626124.0,62755.4,0.070,0.204,0.193,0.229,0.306,1990,63.91,0.48,40.74,10.17,5.63,10.05,0.00,0.00,17.54,3.33,5.44,9.71,0.088,0.158,66,0.231,0.850,0.136,0.000,0.014,37107,20141,4,0.566,0.007,0.000,0,0.000,0.159,0.036,160.57,23438,9,3.52,0.978,0.001,109,0,0,0.000
550000,820,4.884,0.090,12.41,58719,40956,33,17719,0,1812,1625192.8,62014.0,0.069,0.201,0.189,0.228,0.313,1876,63.95,0.41,41.22,9.91,5.06,9.48,0.00,0.00,17.67,3.86,5.01,9.43,0.079,0.148,88,0.211,0.857,0.132,0.000,0.011,37495,18295,4,0.580,0.056,0.000,0,0.000,0.153,0.031,160.40,23634,6,3.50,0.983,0.002,103,0,0,0.000
560000,823,4.865,0.087,12.41,57870,40456,43,17368,0,1739,1628464.1,60783.2,0.066,0.205,0.193,0.223,0.313,1951,63.95,0.34,41.73,9.54,4.81,9.38,0.00,0.00,17.41,2.96,4.75,9.23,0.075,0.147,78,0.273,0.852,0.128,0.000,0.021,36888,15964,6,0.549,0.004,0.000,0,0.000,0.152,0.031,160.75,23031,7,3.50,0.980,0.004,78,0,0,0.000
570000,839,4.773,0.084,12.53,56913,39631,54,17212,0,1448,1630615.0,60461.5,0.066,0.208,0.195,0.223,0.308,2008,63.98,0.13,41.47,10.04,4.79,9.49,0.00,0.00,17.72,4.55,4.66,9.16,0.075,0.148,72,0.380,0.867,0.116,0.000,0.018,36805,17497,5,0.597,0.000,0.000,0,0.000,0.152,0.031,160.88,22070,8,3.51,0.980,0.008,74,1,0,0.000
580000,820,4.923,0.077,12.60,57297,39903,65,17348,0,1493,1632684.0,61160.0,0.068,0.212,0.197,0.221,0.301,1985,63.99,0.16,41.46,9.69,4.80,9.47,0.00,0.00,17.73,3.80,4.60,9.12,0.075,0.148,75,0.380,0.861,0.124,0.000,0.015,37373,18812,5,0.590,0.035,0.000,0,0.000,0.144,0.028,160.97,22646,6,3.53,0.986,0.002,87,0,0,0.000
590000,843,4.790,0.072,12.68,55349,38203,51,17072,0,1624,1633465.1,59753.5,0.081,0.216,0.204,0.215,0.284,1925,63.99,0.11,41.57,9.57,4.70,9.36,0.00,0.00,17.71,3.54,4.61,9.13,0.074,0.146,63,0.274,0.855,0.133,0.000,0.012,38484,20071,5,0.680,0.000,0.000,0,0.000,0.141,0.025,161.00,22832,6,3.50,0.988,0.001,71,0,0,0.000
600000,832,4.750,0.081,12.81,54382,37531,32,16830,0,1778,1631623.9,58901.9,0.087,0.217,0.203,0.218,0.274,1954,63.98,0.19,41.34,9.69,5.01,9.69,0.00,0.00,17.62,3.29,4.85,9.35,0.078,0.152,63,0.416,0.857,0.130,0.000,0.013,36640,18918,5,0.573,0.038,0.000,0,0.000,0.141,0.025,161.14,22831,6,3.50,0.987,0.007,59,0,0,0.000
610000,820,4.786,0.085,12.83,57134,39071,33,18042,0,2006,1631093.8,62915.9,0.074,0.218,0.200,0.229,0.278,1760,63.99,0.16,41.29,9.93,5.29,9.79,0.00,0.00,17.41,3.13,5.15,9.53,0.083,0.153,76,0.378,0.844,0.144,0.000,0.012,37089,16323,6,0.604,0.000,0.000,0,0.000,0.156,0.034,160.93,24073,6,3.49,0.986,0.002,54,0,0,0.000
620000,841,4.733,0.075,13.25,56127,37881,34,18191,0,2276,1630718.6,63061.8,0.088,0.223,0.199,0.222,0.268,1864,63.98,0.24,41.98,9.41,4.37,9.18,0.00,0.00,17.63,3.54,4.18,8.80,0.068,0.143,60,0.473,0.873,0.111,0.000,0.017,36780,16794,5,0.616,0.012,0.000,0,0.000,0.148,0.030,160.94,23488,7,3.47,0.985,0.005,81,0,0,0.000
630000,839,4.753,0.067,13.05,56320,37874,28,18420,0,2337,1629955.2,63906.1,0.095,0.227,0.208,0.217,0.254,1858,63.99,0.11,42.29,9.20,4.24,9.19,0.00,0.00,17.46,3.24,4.04,8.64,0.066,0.144,69,0.477,0.871,0.117,0.000,0.012,40543,20649,5,0.690,0.000,0.000,0,0.000,0.139,0.024,160.75,24136,5,3.47,0.990,0.001,85,2,0,0.000
